#漢字	音標	解釋
㐴	pʰɑ̟n1	
訹	ɕi̯ɔ7	
診	t͡sə̞n1	門～
訾	t͡szᵚ3	籽～：表示身上隆起的小疙瘩
詄	ti̯e̞7	
詐	t͡sɑ5	
詒	ji2	
詔	t͡sɑʊ̯5	
評	pʰin2	
詖	pi5	
詗	ɕyn5	
詘	t͡ɕʰi̯ɔ7	
詛	t͡su̜3	
詞	t͡sʰzᵚ2	
詠	jyn3	
詡	ɕy3	
詢	ɕyn5	
詣	l̃i5	
詥	xɔ7	
試	szᵚ5	
詧	t͡sʰɑ7	
詧	t͡ɕʰi̯e̞7	
詩	szᵚ1	
詫	t͡sʰɑ5	
詬	kə̞ʊ̯5	
詭	kwe̞ɪ̯3	
詰	t͡ɕʰi̯e̞7	
話	xwɑ5	
該	kɑɪ̯1	
詳	ɕi̯ɑŋ2	
詻	ŋɐ̝7	
詼	xwe̞ɪ̯1	
詾	ɕi̯ɔŋ3	動詞表示訓斥
誅	t͡su̜1	
誌	t͡szᵚ5	
認	zə̞n5	
誎	t͡ɕʰi̯ɔ7	
誓	szᵚ5	
誕	tɑ̟n5	
誖	pɔ7	
誘	jə̞ʊ̯5	
誜	swɑ5	
語	jy3	
誠	t͡sʰə̞n2	
誡	kɑɪ̯5	
誡	t͡ɕi̯ɑɪ̯5	文讀
誣	ʋ̩1	
誤	ʋ̩5	
誥	kɑʊ̯5	
誦	sɔŋ5	
說	sɔ7	
說	swe̞ɪ̯5	
誰	swe̞ɪ̯2	
課	kʰɔ5	
誶	t͡ɕi̯ɔ7	
誷	wɑŋ3	
誻	tʰɑ7	
誼	l̃i5	
調	tʰi̯ɑʊ̯2	
調	ti̯ɑʊ̯5	
諄	t͡sə̞n1	
談	tʰɑ̟n2	
諊	t͡ɕi̯ɔ7	
請	t͡ɕʰin3	
諎	t͡sɐ̝7	
諑	t͡sɔ7	
諒	l̃i̯ɑŋ5	
論	l̃ə̞n2	
論	l̃ə̞n5	
諜	ti̯e̞7	
諞	pʰi̯ɐ̝n3	欺騙
諧	ɕi̯ɑɪ̯2	
諫	t͡ɕi̯ɐ̝n5	
諱	xwe̞ɪ̯5	
諳	ŋɑ̟n1	文讀音
諳	ŋɑ̟n2	白讀，表示推測，估計
諷	fɔŋ3	
諸	t͡su̜1	
諺	l̃i̯ɐ̝n5	
諽	kʰɐ̝7	
諽	kɐ̝7	
諾	l̃ɔ7	
諿	t͡ɕʰi̯e̞7	
謀	mᵇɔŋ2	
謁	je̞7	
謂	we̞ɪ̯5	
謄	tʰə̞n2	
謅	t͡sʰə̞ʊ̯1	存疑，因本地無此詞
謇	t͡ɕi̯ɐ̝n3	口吃者
謈	pʰɔ7	
謈	pɔ7	
謊	xwɑŋ3	
謋	xwɐ̝7	
謍	jyn2	
謎	mᵇe̞ɪ̯2	
謏	sɔ7	
謐	mᵇi̯e̞7	
謔	ɕi̯ɔ7	
謖	sɔ7	
謗	pɑŋ5	
謙	t͡ɕʰi̯ɐ̝n1	
講	t͡ɕi̯ɑŋ3	
謝	ɕi5	
謞	xɔ7	
謟	tʰɑʊ̯1	罵，也作（滔）（𰵽）（弢）通常講（日～）
謠	jɑʊ̯2	
謨	mᵇu̜2	回憶
謨	mᵇɔ7	地名如望～
謫	t͡sɐ̝7	
謬	mᵇi̯ɑʊ̯5	
謮	t͡sɐ̝7	
謳	ŋə̞ʊ̯1	
謶	t͡sɔ7	
謸	ŋɑʊ̯2	白讀，作動詞，表示狡辯
謹	t͡ɕin3	
謺	t͡sɐ̝7	
譈	twe̞ɪ̯5	
證	t͡sə̞n5	
譎	t͡ɕy̑e̞7	
譏	t͡ɕi1	
識	se̞7	
譚	tʰɑ̟n2	
譜	pʰu̜3	
譝	sə̞n2	
警	t͡ɕin3	
譬	pʰe̞ɪ̯5	
譯	je̞7	
議	l̃i5	
譶	tʰɑ7	
譶	t͡se̞7	
護	fʋ̩5	
譽	jy5	
讀	tɔ7	
讁	t͡sɐ̝7	
變	pi̯ɐ̝n5	
讋	t͡sɐ̝7	
讎	t͡sʰə̞ʊ̯2	
讒	t͡sʰɑ̟n2	
讓	zɑŋ5	
讗	kwɐ̝7	讗嚄疾言
讘	l̃i̯e̞7	
讚	t͡sɑ̟n5	
讞	l̃i̯e̞7	
讟	tɔ7	
谻	t͡ɕi̯e̞7	
谿	t͡ɕʰi1	
豁	xɔ7	
豄	tɔ7	
豆	tə̞ʊ̯5	
豈	t͡ɕʰi3	
豉	szᵚ2	
豌	wɑ̟n1	
豎	su̜5	
豐	fɔŋ1	
豑	t͡sʰe̞7	
豕	szᵚ3	
豖	t͡sʰɔ7	
豚	tʰə̞n2	
豛	jɔ7	
豟	ŋɐ̝7	
象	ɕi̯ɑŋ5	
象	t͡ɕʰi̯ɑŋ5	白讀
豥	kɑɪ̯1	
豪	xɑʊ̯2	
豫	jy5	
豬	t͡su̜1	
豰	xɔ7	
豸	t͡szᵚ5	
豹	pɑʊ̯5	
豺	t͡sʰɑɪ̯2	
豼	pʰi2	
豽	l̃ɑ7	
豿	xɔ7	
貀	l̃ɑ7	
貂	ti̯ɑʊ̯1	
貈	xɔ7	
貉	xɔ7	
貉	mᵇɐ̝7	
貊	mᵇɐ̝7	
貌	mᵇɑʊ̯5	
貍	l̃i2	
貓	mᵇi̯ɑʊ̯2	白讀1，如：～兒，野～兒
貓	mᵇɑʊ̯1	
貔	pʰi2	
貖	ŋɐ̝7	
貘	mᵇɐ̝7	
貜	t͡ɕi̯ɔ7	
貝	pe̞ɪ̯5	
貞	t͡sə̞n1	
負	fʋ̩5	
財	t͡sʰɑɪ̯2	
貢	kɔŋ5	
貣	tʰɐ̝7	
貥	xɑŋ2	
貧	pʰin2	
貨	xɔ5	
販	fɑ̟n5	
貪	tʰɑ̟n1	
貫	kwɑ̟n5	
責	t͡sɐ̝7	
貳	ɭ̩5	
貴	kwe̞ɪ̯5	
貶	pi̯ɐ̝n3	
買	mᵇɑɪ̯3	
貸	tɑɪ̯5	
貺	xwɑŋ5	
費	fe̞ɪ̯5	
貼	tʰi̯e̞7	
貽	ji2	
貿	mᵇɔŋ5	
賀	xɔ5	
賁	pə̞n1	
賂	l̃u̜5	
賃	l̃in5	
賄	xwe̞ɪ̯5	
賅	kɑɪ̯1	
資	t͡szᵚ1	
賈	t͡ɕi̯ɑ3	
賈	ku̜3	
賉	ɕi̯ɔ7	
賊	t͡sɐ̝7	
賒	se̞ɪ̯1	
賓	pin1	
賜	t͡sʰzᵚ5	
賞	sɑŋ3	
賠	pʰe̞ɪ̯2	
賢	ɕi̯ɐ̝n2	
賣	mᵇɑɪ̯5	
賤	t͡ɕi̯ɐ̝n5	
賦	fʋ̩5	
質	t͡se̞7	
賬	t͡sɑŋ5	
賭	tu̜3	
賴	l̃ɑɪ̯5	
賺	t͡swɑ̟n5	錯
購	kə̞ʊ̯5	
賽	sɑɪ̯5	
賾	t͡sɐ̝7	
贅	t͡swe̞ɪ̯5	
贈	t͡sə̞n5	
贊	t͡sɑ̟n5	
贍	sɑ̟n5	
贏	jin2	
贓	t͡sɑŋ1	
贕	tɔ7	
贖	ɕi̯ɔ7	
贛	kɑ̟n5	
赤	t͡sʰe̞7	
赥	ɕi̯e̞7	
赦	se̞ɪ̯5	
赩	ɕi̯e̞7	
赫	xɐ̝7	
走	t͡sə̞ʊ̯3	
赴	fʋ̩5	
起	t͡ɕi3	白讀
起	t͡ɕʰy3	白讀，如：不～作用
起	t͡ɕʰi3	
赹	t͡ɕʰyn2	
赽	t͡ɕy̑e̞7	
趁	t͡sʰə̞n5	
趃	ti̯e̞7	
超	t͡sʰɑʊ̯1	
趉	t͡ɕi̯ɔ7	
越	je̞7	老派口語弱化，比如：～來～
越	ɥe̞7	
趌	t͡ɕi̯e̞7	
趏	t͡ɕʰi̯ɑ7	
趏	kwɑ7	
趒	tʰi̯ɑʊ̯2	表示逃跑
趕	kɑ̟n3	
趖	sɔ1	1.表示滑動。2.萎～～：表示萎靡不振的樣子
趗	t͡ɕʰi̯ɔ7	
趙	t͡sɑʊ̯5	
趜	t͡ɕi̯ɔ7	
趞	t͡ɕʰi̯ɔ7	
趟	tʰɑŋ5	
趠	t͡sʰɔ7	
趢	l̃ɔ7	
趣	t͡sʰwe̞ɪ̯5	老派，如：知趣，興趣
趨	t͡sʰwe̞ɪ̯1	
趩	t͡sʰe̞7	
趯	tʰi̯e̞7	
足	t͡ɕi̯ɔ7	
趴	pʰɑ3	
趵	pɔ7	
趹	t͡ɕy̑e̞7	
趾	t͡szᵚ3	
趿	sɑ7	
跀	ɥe̞7	
跅	tʰɔ7	
跋	pʰɑ7	
跌	ti̯e̞7	
跍	kʰu̜2	動詞，表示蹲下。同（躣）
跑	pʰɑʊ̯3	
跕	tʰi̯e̞7	
跕	ti̯e̞7	
跖	t͡se̞7	
跛	pɑɪ̯1	跛子，跛腳杆
跛	pɔ3	文讀
距	t͡ɕy5	
跟	kə̞n1	
跡	t͡ɕi̯e̞7	
跥	tɔ3	
跥	tɔ5	
跨	kʰɑ2	白讀，作動詞
跨	kʰwɑ5	
跪	kʰwe̞ɪ̯3	白讀，動詞。如：把手～到桌子上
跪	kwe̞ɪ̯5	
跬	kʰwe̞ɪ̯3	
跮	t͡sʰe̞7	
路	l̃u̜5	
跲	t͡ɕi̯ɑ7	
跳	tʰi̯ɑʊ̯5	
躚	ɕi̯ɐ̝n1	
跺	tɔ5	
跼	t͡ɕi̯ɔ7	
踂	l̃i̯e̞7	
踄	pɔ7	
踉	l̃i̯ɑŋ5	
踏	tʰɑ7	
踐	t͡ɕi̯ɐ̝n3	最老派文讀，如：實～
踐	t͡ɕi̯ɐ̝n5	
踔	t͡sʰɔ7	
踖	t͡ɕʰi̯ɔ7	
踖	t͡ɕi̯e̞7	
踘	t͡ɕi̯ɔ7	
踛	l̃ɔ7	
踢	tʰi̯e̞7	
踣	pɐ̝7	
踤	t͡ɕi̯ɔ7	
踧	ti̯e̞7	
踧	t͡ɕi̯ɔ7	
踩	t͡sʰɑɪ̯3	
踱	tɔ7	
踾	fɔ7	
蹀	ti̯e̞7	
蹃	l̃i̯ɔ7	
蹃	l̃ɐ̝7	
蹄	tʰi2	
蹅	t͡sʰɑ1	表示用腳（踩）的動作，又作（䟕）
蹈	tɑʊ̯5	
蹊	ɕi1	
蹋	tʰɑ7	
蹌	t͡ɕʰi̯ɑŋ1	
蹐	t͡ɕi̯e̞7	
蹓	l̃i̯ə̞ʊ̯1	
蹓	l̃i̯ə̞ʊ̯5	
蹕	pi̯e̞7	
蹙	t͡ɕi̯ɔ7	
蹜	sɔ7	
蹟	t͡ɕi̯e̞7	
蹠	t͡se̞7	
蹡	t͡ɕʰi̯ɑŋ1	
蹢	ti̯e̞7	
蹤	t͡sɔŋ1	
蹦	pɔŋ5	
蹩	pi̯e̞7	
蹲	tə̞n1	
蹴	t͡ɕʰi̯ɔ7	
蹶	t͡ɕy̑e̞7	
蹷	t͡ɕy̑e̞7	
蹹	tʰɑ7	
蹻	t͡ɕʰi̯ɑʊ̯2	不內行而顯得笨手笨腳的樣子
蹻	t͡ɕi̯ɔ7	1.走蹻蹻貌 2.舉足髙又居勺切
蹼	pʰɔ7	
躁	t͡sʰɑʊ̯5	
躂	tɑ7	動詞，表示跌倒
躃	pi̯e̞7	
躄	pi̯e̞7	
躅	t͡sɔ7	
躍	jɑʊ̯5	
躐	l̃i̯e̞7	
躑	t͡se̞7	
躒	l̃ɔ7	
躒	l̃i̯e̞7	
躓	t͡se̞7	
躚	ɕi̯ɐ̝n1	
躞	ɕi̯e̞7	
躠	sɑ7	
躢	tʰɑ7	
躣	kʰu̜2	動詞，表示蹲下。同（跍）
躩	t͡ɕʰi̯ɔ7	
躩	t͡ɕi̯ɔ7	
身	sə̞n1	
躬	kɔŋ1	
躬	t͡ɕi̯ɔŋ1	白讀又音,或作(弓)
躬	t͡ɕi̯ɔŋ2	白讀，作動詞，如：背～起。2.作形容詞表示厲害之意。或作(弓)
躲	tɔ3	
躲	tu̜3	
躴	l̃ɑŋ1	形容詞，表示修長，瘦小，小
躺	tʰɑŋ3	
躼	t͡sɑŋ1	形容孩子長得好，“醜”
軃	tɔ3	
軄	t͡se̞7	
車	t͡sʰe̞ɪ̯1	
車	t͡ɕy1	
軋	ŋɑ1	白讀，作動詞
軋	jɑ7	
軌	kwe̞ɪ̯3	
軍	t͡ɕyn1	
軏	ɥe̞7	
軒	ɕy̑ɐ̝n1	
軔	zə̞n5	
軜	l̃ɑ7	
軟	zwɑ̟n3	
軟	zwɑ3	白讀表示拖拉，敷衍，承受力不足
軶	ŋɐ̝7	
軷	pʰɑ7	
軸	t͡sɔ7	
軻	kʰɔ1	
軼	je̞7	
軾	se̞7	
輂	t͡ɕi̯ɔ7	
較	t͡ɕi̯ɑʊ̯5	
載	t͡sɑɪ̯3	
載	t͡sɑɪ̯5	
輍	jɔ7	
輒	t͡sɐ̝7	
輔	fʋ̩3	
輕	t͡ɕʰin1	
輙	t͡sɐ̝7	
輛	l̃i̯ɑŋ5	
輜	t͡szᵚ1	
輝	xwe̞ɪ̯1	
輞	wɑŋ3	
輟	t͡swɐ̝7	
輦	l̃i̯ɐ̝n3	
輩	pe̞ɪ̯5	
輪	l̃ə̞n2	輪胎
輯	t͡ɕi̯e̞7	
輵	kɔ7	
輸	su̜1	
輹	fɔ7	
輺	t͡szᵚ1	
輻	fɔ7	
轂	kɔ7	
轄	ɕi̯ɑ7	
轆	l̃ɔ7	
轉	t͡swɑ̟n3	
轉	t͡swɑ̟n5	
轉	t͡swɑɪ̯5	殼～：原意指小孩子的頭骨。敲殼～：弯曲食指和中指头，在小孩脑壳上敲
轍	t͡sɐ̝7	
轎	t͡ɕi̯ɑʊ̯5	
轐	pʰɔ7	
轖	sɐ̝7	
轚	t͡ɕi̯e̞7	
轟	xɔŋ1	
轡	pʰe̞ɪ̯5	
轢	l̃ɔ7	
轢	l̃i̯e̞7	
辛	ɕin1	
辜	ku̜1	
辢	l̃ɑ7	
辥	ɕi̯e̞7	
辦	pɑ̟n5	
辨	pi̯ɐ̝n5	
辭	t͡sʰzᵚ2	
辮	pi̯ɐ̝n5	
辯	pi̯ɐ̝n5	
辰	sə̞n2	
辱	zɔ7	
農	l̃ɔŋ2	
辵	t͡sʰɔ7	
辶	t͡sʰɔ7	
辻	se̞7	
迂	jy1	
迄	t͡ɕʰi̯e̞7	
迅	ɕyn5	
迊	t͡sɑ7	
迎	jin2	
近	t͡ɕin5	
迓	jɑ5	
迕	ʋ̩3	
迥	t͡ɕyn3	
迪	ti̯e̞7	
迫	pɐ̝7	
迫	pʰɐ̝7	
迭	ti̯e̞7	
迮	t͡sɐ̝7	
述	sɔ7	
迷	mᵇi2	文讀
迷	mᵇe̞ɪ̯2	白讀
迸	pɔŋ5	
追	l̃we̞ɪ̯1	白讀，動詞
追	t͡swe̞ɪ̯1	
迾	l̃i̯e̞7	
退	tʰwe̞ɪ̯5	
送	sɔŋ5	
逃	tʰɑʊ̯2	
逅	xə̞ʊ̯5	
逆	l̃i̯e̞7	
透	tʰə̞ʊ̯5	
逐	t͡sɔ7	
逑	t͡ɕʰi̯ə̞ʊ̯2	
途	tʰu̜2	
逖	tʰi̯e̞7	
逗	tə̞ʊ̯1	白讀，作動詞，表示哄，挑逗
逗	tə̞ʊ̯5	
通	tʰɔŋ1	
逛	kwɑŋ3	白讀二形容人走神或分心的樣子
逛	kɑŋ5	白讀
逛	kwɑŋ5	
逝	szᵚ5	
逞	t͡sʰə̞n3	
速	ɕi̯ɔ7	
造	t͡sʰɑʊ̯5	
造	t͡sɑʊ̯5	造孽
逢	fɔŋ2	
連	l̃i̯ɐ̝n2	
逪	t͡sʰɔ7	
逫	t͡sɔ7	
逮	tɑɪ̯3	白讀
逮	ti5	文讀
逯	l̃ɔ7	
進	t͡ɕin5	
逳	jɔ7	
逴	t͡sʰɔ7	
逵	kʰwe̞ɪ̯2	
逷	tʰi̯e̞7	
逸	je̞7	
逼	pi̯e̞7	
逽	l̃i̯ɔ7	
逾	jy2	
逾	jy5	
遁	tə̞n5	
遂	ɕy5	
遇	jy5	
遊	jə̞ʊ̯2	
運	jyn5	
遍	pʰi̯ɐ̝n5	
過	kɔ5	
遏	ɔ7	
遐	ɕi̯ɑ2	
道	tɑʊ̯5	
達	tɑ7	
違	we̞ɪ̯2	
遥	jɑʊ̯2	
遜	ɕyn5	
遝	tʰɑ7	
遞	ti5	
遠	ɥɐ̝n3	
遢	tʰɑ7	
遢	tʰɑ3	白讀邋～
遣	t͡ɕʰi̯ɐ̝n3	
適	se̞7	
遪	sɑ7	
遬	t͡sʰe̞7	
遬	sɔ7	
遭	t͡sɑʊ̯1	
遭	t͡sɑʊ̯2	白讀，表示被動
遮	t͡szᵚ1	遮陽傘 遮著
遮	t͡se̞ɪ̯1	
遲	t͡sʰzᵚ2	
遵	t͡sə̞n1	
遷	t͡ɕʰi̯ɐ̝n1	
選	ɕy̑ɐ̝n3	
遹	jɔ7	
遺	ji2	
遼	l̃i̯ɑʊ̯2	
遽	t͡ɕy5	
避	pi5	
邀	jɑʊ̯1	
邁	mᵇɑɪ̯5	
邂	ɕi̯ɑɪ̯5	
還	xɑɪ̯2	白讀
邇	ɭ̩3	
邈	mᵇɔ7	
邊	pi̯ɐ̝n1	
邋	l̃ɑ7	
邋	l̃ɑ3	白讀～遢
邑	je̞7	
邕	jɔŋ1	
邗	xɑ̟n2	
邛	t͡ɕʰi̯ɔŋ2	
邡	fɑŋ1	
那	ɑ5	口語表達
那	l̃ɑ5	
邤	ɕin1	
邦	pɑŋ1	
邪	ɕi2	
邯	xɑ̟n2	
邲	pi̯e̞7	
邵	sɑʊ̯5	
郂	kɑɪ̯1	
郃	xɔ7	
郅	t͡se̞7	
郆	t͡ɕi̯e̞7	
郊	t͡ɕi̯ɑʊ̯1	
郎	l̃ɑŋ2	
郜	kɑʊ̯5	
郝	xɔ7	
郟	t͡ɕi̯ɑ7	
郡	t͡ɕyn5	
郣	pɔ7	
郤	t͡ɕʰi̯e̞7	
部	pu̜5	
郬	t͡ɕʰin1	
郭	kwɐ̝7	
郵	jə̞ʊ̯2	
郹	t͡ɕi̯ɔ7	
都	tu̜1	
鄀	zɔ7	地名在襄陽
鄂	ŋɔ7	
鄆	jyn5	
鄉	ɕi̯ɑŋ1	
鄎	ɕi̯e̞7	
鄏	zɔ7	
鄐	ɕi̯ɔ7	
鄐	t͡sʰɔ7	
鄒	t͡sə̞ʊ̯1	
鄓	je̞7	
鄔	ʋ̩1	
鄖	jyn2	
鄗	xɔ7	
鄙	pʰi3	
鄚	mᵇɔ7	
鄜	l̃ɔ7	
鄧	tə̞n5	
鄨	pi̯e̞7	水名在牂牁
鄭	t͡sə̞n5	
鄰	l̃in2	
鄴	l̃i̯e̞7	
鄺	kʰwɑŋ5	
酆	fɔŋ1	
酈	l̃i2	魯地名又音歷
酈	l̃i̯e̞7	縣名在南陽亦姓又力知切
酉	jə̞ʊ̯3	
酌	t͡sɔ7	
配	pʰe̞ɪ̯5	
酐	kɑ̟n1	
酐	xɑŋ3	
酒	t͡ɕi̯ə̞ʊ̯3	
酗	ɕy5	戏弄，發火
酢	t͡sɔ7	
酣	xɑ̟n1	
酥	su̜1	
酪	l̃ɔ7	
酬	t͡sʰə̞ʊ̯2	
酭	jə̞ʊ̯5	
酵	kɑʊ̯5	白讀
酵	ɕi̯ɑʊ̯5	文讀
酷	kʰɔ7	
酸	swɑ̟n1	
醁	l̃ɔ7	
醃	jɐ̝n1	
醇	swə̞n2	
醉	t͡swe̞ɪ̯5	
醊	t͡swɐ̝7	
醋	t͡sʰu̜5	
醒	ɕin3	
醜	t͡sʰə̞ʊ̯3	
醟	jyn5	
醨	l̃i2	
醪	l̃ɑʊ̯2	
醫	ji1	
醬	t͡ɕi̯ɑŋ5	
醭	pʰɔ7	
醳	je̞7	
醵	t͡ɕi̯ɔ7	
醷	je̞7	
釀	l̃i̯ɑŋ5	
釁	ɕin5	
釅	l̃i̯ɐ̝n5	形容詞，用來形容荼，酒等飲料味濃厚
采	t͡sʰɑɪ̯3	
釉	jə̞ʊ̯5	
釋	se̞7	
重	t͡sʰɔŋ2	
重	t͡sɔŋ5	
野	ji3	
量	l̃i̯ɑŋ2	
量	l̃i̯ɑŋ5	
釐	l̃i2	
金	t͡ɕin1	
釓	kɑ7	
釔	je̞7	
釗	t͡sɑʊ̯1	
釘	tin1	
釘	tin5	
釙	pʰɔ7	
釜	fʋ̩3	
針	t͡sə̞n1	
釟	pɑ7	
釣	ti̯ɑʊ̯5	
釳	ɕi̯e̞7	
釴	je̞7	
釵	t͡sʰɑɪ̯1	
鈄	tʰə̞ʊ̯3	
鈅	ɥe̞7	
鈈	pɔ7	
鈉	l̃ɑ7	
鈌	t͡ɕy̑e̞7	
鈍	tə̞n5	
鈒	sɑ7	
鈒	sɐ̝7	生三
鈔	t͡sʰɑʊ̯1	
鈞	t͡ɕyn1	
鈠	jɔ7	
鈧	kʰɑŋ5	
鈯	tʰɔ7	
鈰	szᵚ5	
鈴	l̃in2	
鈸	pɔ7	
鈼	t͡sɔ7	
鈽	pu̜1	
鈿	ti̯ɐ̝n5	錢
鉀	t͡ɕi̯ɑ7	
鉆	tʰi̯e̞7	
鉍	pi̯e̞7	
鉐	se̞7	
鉑	pɐ̝7	
鉕	pʰɔ3	
鉗	t͡ɕʰi̯ɐ̝n2	
鉛	ɥɐ̝n2	白讀，如：～筆
鉛	t͡ɕʰi̯ɐ̝n1	
鉜	fə̞ʊ̯2	
鉝	l̃i̯e̞7	
鉞	ɥe̞7	
鉠	jɑŋ1	
鉢	pɔ7	
鉣	t͡ɕi̯e̞7	
鉤	kə̞ʊ̯1	
鉬	mᵇɔ7	
鉸	t͡ɕi̯ɑʊ̯3	
鉻	kɐ̝7	
鉽	se̞7	
鉿	kɔ7	
鉿	xɑ7	
銀	jin2	
銃	t͡sʰɔŋ5	
銅	tʰɔŋ2	
銆	mᵇɐ̝7	
銉	jɔ7	
銊	ɕi̯ɔ7	
銍	t͡se̞7	
銕	tʰi̯e̞7	
銘	mᵇin2	
銛	kɔ7	
銜	xɑ̟n2	
銜	ɕi̯ɐ̝n2	文讀
銫	sɐ̝7	
銳	zwe̞ɪ̯5	
銷	ɕi̯ɑʊ̯1	
銻	tʰi1	～鍋
銼	t͡sʰɔ5	
鋁	l̃we̞ɪ̯3	
鋈	ɔ7	
鋊	jy5	（刀）等生銹
鋊	jɔ7	
鋋	sɑ̟n2	
鋏	t͡ɕi̯ɑ7	
鋒	fɔŋ1	
鋜	t͡sɔ7	
鋝	l̃ɐ̝7	
鋤	t͡sʰu̜2	
鋤	t͡sʰu̜2	鋤頭
鋦	t͡ɕi̯ɔ7	
鋪	pʰu̜1	
鋪	pʰu̜5	
鋭	zwe̞ɪ̯5	
鋱	tʰɐ̝7	
鋸	t͡ɕy5	
鋸	ke̞5	白讀，表示切割
鋼	kɑŋ1	
鋿	sɑŋ2	
錄	l̃ɔ7	
錊	t͡sɔ7	
錐	t͡ɕy1	白讀，動詞，表示用針扎
錐	t͡swe̞ɪ̯1	
錔	tʰɑ7	
錖	tɔ7	
錘	t͡sʰwe̞ɪ̯2	
錙	t͡szᵚ1	
錜	l̃i̯e̞7	
錞	swə̞n2	
錠	tin5	
錢	t͡ɕʰi̯ɐ̝n2	
錣	t͡swɐ̝7	
錥	jɔ7	
錦	t͡ɕin3	
錨	mᵇɑʊ̯2	
錫	ɕi̯e̞7	
錯	t͡sʰɔ5	
錯	t͡sʰɔ7	又音作動詞表示傾斜歪不正之意
錶	pi̯ɑʊ̯3	
鍀	tɐ̝7	
鍁	ɕi̯ɐ̝n1	
鍋	kɔ1	
鍍	tu̜5	
鍎	tʰɔ7	
鍑	fɔ7	
鍔	ŋɔ7	
鍘	t͡sɑ7	
鍚	jɑŋ2	
鍛	twɑ̟n5	
鍤	t͡sʰɑ7	
鍩	l̃ɔ7	
鍬	t͡ɕʰi̯ɑʊ̯1	
鍱	je̞7	
鍵	t͡ɕi̯ɐ̝n5	
鍺	t͡se̞ɪ̯3	
鍻	t͡ɕi̯e̞7	
鎂	mᵇe̞ɪ̯3	
鎋	ɕi̯ɑ7	
鎐	t͡sɔ7	
鎖	sɔ3	
鎘	kɐ̝7	元素名
鎘	l̃i̯e̞7	
鎛	pɔ7	
鎝	tɑ7	
鎝	sɑ7	
鎢	ʋ̩1	
鎣	jyn2	
鎩	sɑ7	
鎮	t͡sə̞n5	
鎰	je̞7	
鎳	l̃i̯e̞7	
鏃	t͡ɕʰi̯ɔ7	
鏇	ɕy̑ɐ̝n5	
鏈	l̃i̯ɐ̝n5	
鏌	mᵇɔ7	
鏎	pi̯e̞7	
鏑	ti̯e̞7	
鏕	l̃ɔ7	
鏘	t͡ɕʰi̯ɑŋ1	
鏚	t͡ɕʰi̯e̞7	
鏟	t͡sʰwɑ̟n3	
鏡	t͡ɕin5	
鏶	t͡ɕi̯e̞7	
鏷	pʰɔ7	
鏺	pʰɔ7	
鏽	ɕi̯ə̞ʊ̯5	
鐃	l̃ɑʊ̯2	
鐅	pʰi̯e̞7	
鐍	t͡ɕy̑e̞7	
鐐	l̃i̯ɑʊ̯2	
鐘	t͡sɔŋ1	
鐧	t͡ɕi̯ɐ̝n5	
鐮	l̃i̯ɐ̝n2	
鐯	t͡sɔ7	
鐲	t͡sɔ7	
鐴	pi̯e̞7	
鐵	tʰi̯e̞7	
鐸	tɔ7	
鐺	tɑŋ1	
鐽	tɑ7	
鑄	t͡su̜5	
鑄	tɑʊ̯5	鍋兒是鐵～的
鑈	l̃i̯e̞7	
鑊	xɔ7	
鑒	t͡ɕi̯ɐ̝n5	
鑕	t͡se̞7	
鑞	l̃ɑ7	
鑠	sɔ7	
鑩	ŋɔ7	
鑫	ɕin1	
鑰	jɔ7	
鑲	ɕi̯ɑŋ1	
鑷	l̃i̯e̞7	
鑷	sɐ̝7	
鑹	t͡sʰwɑ̟n5	
鑼	l̃ɔ2	
鑽	t͡swɑ̟n1	
鑽	t͡swɑ̟n5	
鑿	t͡sʰɔ7	
钀	l̃i̯e̞7	
钁	t͡ɕi̯ɔ7	
钃	t͡sɔ7	
鑕	t͡se̞7	
鑹	t͡sʰwɑ̟n5	
長	t͡sɑŋ3	
長	t͡sʰɑŋ2	
镻	ti̯e̞7	
門	mᵇə̞n2	
閂	swɑ̟n1	
閃	sɑ̟n3	閃爍
閉	pi5	
開	kʰɑɪ̯1	
閌	kʰɑŋ5	
閏	zwə̞n5	
閒	xɑ̟n2	白讀，如：～場天，～心
閒	ɕi̯ɐ̝n2	
間	kɑ̟n1	白讀，如：中～，房～
間	t͡ɕi̯ɐ̝n1	
間	t͡ɕi̯ɐ̝n5	
間	kɑ̟n5	白讀2,如:～一天去一回,～壁
閘	t͡sɑ7	
閡	xɐ̝7	
閣	kɔ7	
閥	fɑ7	
閧	xɔŋ5	
閨	kwe̞ɪ̯1	
閩	mᵇin3	
閪	xɑɪ̯1	
閰	t͡ɕi̯ɔ7	
閱	ɥe̞7	
閹	jɐ̝n1	
閻	l̃i̯ɐ̝n2	
閼	ɔ7	
閼	je̞7	
閾	jɔ7	
闃	t͡ɕʰi̯ɔ7	
闊	kʰwɐ̝7	
闋	t͡ɕʰy̑e̞7	
闌	l̃ɑ̟n2	
闍	se̞ɪ̯2	
闍	tu̜1	
闑	l̃i̯e̞7	
闒	tʰɑ7	
闔	xɔ7	
闕	t͡ɕʰy̑e̞7	
關	kwɑ̟n1	
闞	kʰɑ̟n5	
闟	ɕi̯e̞7	
闢	pi̯e̞7	
闢	pʰi̯e̞7	
闥	tʰɑ7	
阜	fə̞ʊ̯5	
阞	l̃ɐ̝7	
阡	t͡ɕʰi̯ɐ̝n1	
