	字	IPA	吴拼	注释	声母	韵母	调值	吴拼声	吴拼韵	调类	原注	校注	多音字
1	知	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
2	蜘	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
3	智	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
4	资	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
5	姿	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
6	咨	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
7	脂	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
8	滋	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
9	之	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
10	芝	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
11	梓	tsɿ⁴⁴			ts	ɿ	⁴⁴			1			
12	紫	tsɿ³⁵			ts	ɿ	³⁵			3			
13	旨	tsɿ³⁵			ts	ɿ	³⁵			3			
14	指	tsɿ³⁵			ts	ɿ	³⁵			3			
15	子	tsɿ³⁵			ts	ɿ	³⁵			3			
16	止	tsɿ³⁵			ts	ɿ	³⁵			3			
17	趾	tsɿ³⁵			ts	ɿ	³⁵			3			
18	址	tsɿ³⁵			ts	ɿ	³⁵			3			
19	滓	tsɿ³⁵			ts	ɿ	³⁵			3			
20	致	tsɿ⁵³			ts	ɿ	⁵³			5			
21	置	tsɿ⁵³			ts	ɿ	⁵³			5			
22	志	tsɿ⁵³			ts	ɿ	⁵³			5			
23	痣	tsɿ⁵³			ts	ɿ	⁵³			5			
24	至	tsɿ⁵³			ts	ɿ	⁵³			5			
25	扯	tsɿ⁵³			ts	ɿ	⁵³			5			
26	只	tsɿ⁴²⁴		~有	ts	ɿ	⁴²⁴			7	~有		2
27	雌	tsʰɿ⁴⁴			tsʰ	ɿ	⁴⁴			1			2
28	侈	tsʰɿ⁴⁴			tsʰ	ɿ	⁴⁴			1			
29	□	tsʰɿ⁴⁴		皮~：顽皮	tsʰ	ɿ	⁴⁴			1	皮~：顽皮		127
30	痴	tsʰɿ⁴⁴			tsʰ	ɿ	⁴⁴			1			
31	此	tsʰɿ³⁵			tsʰ	ɿ	³⁵			3			
32	耻	tsʰɿ³⁵			tsʰ	ɿ	³⁵			3			
33	齿	tsʰɿ³⁵			tsʰ	ɿ	³⁵			3			
34	次	tsʰɿ⁵³			tsʰ	ɿ	⁵³			5			
35	刺	tsʰɿ⁵³			tsʰ	ɿ	⁵³			5			2
36	翅	tsʰɿ⁵³			tsʰ	ɿ	⁵³			5			
37	□	tsʰɿ⁵³		看	tsʰ	ɿ	⁵³			5	看		127
38	驰	dzɦɿ³¹			dzɦ	ɿ	³¹			2			
39	迟	dzɦɿ³¹			dzɦ	ɿ	³¹			2			
40	持	dzɦɿ³¹			dzɦ	ɿ	³¹			2			
41	痔	dzɦɿ¹³			dzɦ	ɿ	¹³			4			
42	稚	dzɦɿ¹³			dzɦ	ɿ	¹³			4			
43	治	dzɦɿ²¹²			dzɦ	ɿ	²¹²			6			
44	斯	sɿ⁴⁴			s	ɿ	⁴⁴			1			
45	厮	sɿ⁴⁴			s	ɿ	⁴⁴			1			
46	撕	sɿ⁴⁴			s	ɿ	⁴⁴			1			
47	师	sɿ⁴⁴			s	ɿ	⁴⁴			1			
48	狮	sɿ⁴⁴			s	ɿ	⁴⁴			1			
49	施	sɿ⁴⁴			s	ɿ	⁴⁴			1			
50	私	sɿ⁴⁴			s	ɿ	⁴⁴			1			
51	尸	sɿ⁴⁴			s	ɿ	⁴⁴			1			
52	司	sɿ⁴⁴			s	ɿ	⁴⁴			1			
53	丝	sɿ⁴⁴			s	ɿ	⁴⁴			1			
54	思	sɿ⁴⁴			s	ɿ	⁴⁴			1			
55	诗	sɿ⁴⁴			s	ɿ	⁴⁴			1			
56	腮	sɿ⁴⁴			s	ɿ	⁴⁴			1			
57	筛	sɿ⁴⁴			s	ɿ	⁴⁴			1			
58	死	sɿ³⁵			s	ɿ	³⁵			3			
59	使	sɿ³⁵			s	ɿ	³⁵			3			
60	史	sɿ³⁵			s	ɿ	³⁵			3			
61	始	sɿ³⁵			s	ɿ	³⁵			3			
62	赐	sɿ⁵³			s	ɿ	⁵³			5			
63	四	sɿ⁵³			s	ɿ	⁵³			5			
64	肆	sɿ⁵³			s	ɿ	⁵³			5			
65	试	sɿ⁵³			s	ɿ	⁵³			5			
66	瓷	zɦɿ³¹			zɦ	ɿ	³¹			2			
67	慈	zɦɿ³¹			zɦ	ɿ	³¹			2			
68	磁	zɦɿ³¹			zɦ	ɿ	³¹			2			
69	辞	zɦɿ³¹			zɦ	ɿ	³¹			2			
70	词	zɦɿ³¹			zɦ	ɿ	³¹			2			
71	脐	zɦɿ³¹			zɦ	ɿ	³¹			2			3
72	豉	zɦɿ³¹			zɦ	ɿ	³¹			2			
73	雉	zɦɿ³¹			zɦ	ɿ	³¹			2			
74	兹	zɦɿ³¹			zɦ	ɿ	³¹			2			
75	脐	zɦɿ³¹			zɦ	ɿ	³¹			2			3
76	糍	zɦɿ³¹			zɦ	ɿ	³¹			2			
77	是	zɦɿ¹³			zɦ	ɿ	¹³			4			
78	尔	zɦɿ¹³			zɦ	ɿ	¹³			4			
79	似	zɦɿ¹³			zɦ	ɿ	¹³			4			
80	祀	zɦɿ¹³			zɦ	ɿ	¹³			4			
81	巳	zɦɿ¹³			zɦ	ɿ	¹³			4			
82	士	zɦɿ¹³			zɦ	ɿ	¹³			4			
83	仕	zɦɿ¹³			zɦ	ɿ	¹³			4			
84	柿	zɦɿ¹³			zɦ	ɿ	¹³			4			
85	市	zɦɿ¹³			zɦ	ɿ	¹³			4			
86	耳	zɦɿ¹³		1	zɦ	ɿ	¹³			4	1		3
87	牸	zɦɿ¹³		牛~儿：小母牛	zɦ	ɿ	¹³			4	牛~儿：小母牛		
88	而	zɦɿ¹³			zɦ	ɿ	¹³			4			
89	氏	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
90	自	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
91	字	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
92	示	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
93	视	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
94	寺	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
95	事	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
96	侍	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
97	□	zɦɿ²¹²		~杷：枇杷	zɦ	ɿ	²¹²			6	~杷：枇杷		127
98	祠	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
99	伺	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
100	时	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
101	鲥	zɦɿ²¹²			zɦ	ɿ	²¹²			6			
102	猪	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
103	鸡	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
104	稽	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
105	髻	tʃʒ̍⁴⁴		头毛~儿	tʃ	ʒ̍	⁴⁴			1	头毛~儿		
106	支	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
107	枝	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
108	肢	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
109	栀	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
110	饥	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
111	肌	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
112	几	tʃʒ̍⁴⁴		茶~	tʃ	ʒ̍	⁴⁴			1	茶~		3
113	基	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
114	机	tʃʒ̍⁴⁴		量词	tʃ	ʒ̍	⁴⁴			1	量词		
115	箕	tʃʒ̍⁴⁴		粪~	tʃ	ʒ̍	⁴⁴			1	粪~		
116	既	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
117	屐	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			
118	只	tʃʒ̍⁴⁴			tʃ	ʒ̍	⁴⁴			1			2
119	姐	tʃʒ̍³⁵			tʃ	ʒ̍	³⁵			3			2
120	煮	tʃʒ̍³⁵			tʃ	ʒ̍	³⁵			3			
121	挤	tʃʒ̍³⁵			tʃ	ʒ̍	³⁵			3			
122	纸	tʃʒ̍³⁵			tʃ	ʒ̍	³⁵			3			
123	姊	tʃʒ̍³⁵			tʃ	ʒ̍	³⁵			3			
124	己	tʃʒ̍³⁵			tʃ	ʒ̍	³⁵			3			
125	几	tʃʒ̍³⁵		~乎，~个	tʃ	ʒ̍	³⁵			3	~乎，~个		3
126	虮	tʃʒ̍³⁵		虱~	tʃ	ʒ̍	³⁵			3	虱~		
127	蔗	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
128	祭	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
129	际	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
130	济	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
131	制	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
132	计	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
133	继	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
134	系	tʃʒ̍⁵³		~鞋带	tʃ	ʒ̍	⁵³			5	~鞋带		2
135	寄	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
136	冀	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
137	记	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
138	寂	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
139	剂	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
140	纪	tʃʒ̍⁵³			tʃ	ʒ̍	⁵³			5			
141	即	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
142	鲫	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
143	织	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
144	职	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
145	积	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
146	迹	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
147	脊	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
148	浙	tʃʒ̍⁴²⁴			tʃ	ʒ̍	⁴²⁴			7			
149	笡	tʃʰʒ̍⁴⁴		斜	tʃʰ	ʒ̍	⁴⁴			1	斜		
150	妻	tʃʰʒ̍⁴⁴			tʃʰ	ʒ̍	⁴⁴			1			
151	溪	tʃʰʒ̍⁴⁴			tʃʰ	ʒ̍	⁴⁴			1			
152	欺	tʃʰʒ̍⁴⁴			tʃʰ	ʒ̍	⁴⁴			1			
153	且	tʃʰʒ̍³⁵			tʃʰ	ʒ̍	³⁵			3			
154	鼠	tʃʰʒ̍³⁵			tʃʰ	ʒ̍	³⁵			3			
155	启	tʃʰʒ̍³⁵			tʃʰ	ʒ̍	³⁵			3			
156	起	tʃʰʒ̍³⁵			tʃʰ	ʒ̍	³⁵			3			
157	岂	tʃʰʒ̍³⁵			tʃʰ	ʒ̍	³⁵			3			
158	企	tʃʰʒ̍³⁵		1	tʃʰ	ʒ̍	³⁵			3	1		2
159	契	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
160	器	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
161	弃	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
162	气	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
163	汽	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
164	楔	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
165	杞	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			
166	刺	tʃʰʒ̍⁵³			tʃʰ	ʒ̍	⁵³			5			2
167	吃	tʃʰʒ̍⁴²⁴			tʃʰ	ʒ̍	⁴²⁴			7			
168	赤	tʃʰʒ̍⁴²⁴			tʃʰ	ʒ̍	⁴²⁴			7			
169	斥	tʃʰʒ̍⁴²⁴			tʃʰ	ʒ̍	⁴²⁴			7			
170	尺	tʃʰʒ̍⁴²⁴			tʃʰ	ʒ̍	⁴²⁴			7			
171	乞	tʃʰʒ̍⁴²⁴			tʃʰ	ʒ̍	⁴²⁴			7			
172	砌	tʃʰʒ̍⁴²⁴			tʃʰ	ʒ̍	⁴²⁴			7			
173	苎	dʒɦʒ̍³¹		1	dʒɦ	ʒ̍	³¹			2	1		2
174	滞	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
175	池	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
176	奇	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
177	骑	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
178	岐	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
179	技	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
180	妓	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
181	祁	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
182	鳍	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
183	其	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
184	棋	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
185	期	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
186	旗	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
187	祈	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
188	企	dʒɦʒ̍³¹		2	dʒɦ	ʒ̍	³¹			2	2		2
189	嗜	dʒɦʒ̍³¹			dʒɦ	ʒ̍	³¹			2			
190	苎	dʒɦʒ̍¹³		2	dʒɦ	ʒ̍	¹³			4	2		2
191	箸	dʒɦʒ̍²¹²			dʒɦ	ʒ̍	²¹²			6			
192	忌	dʒɦʒ̍²¹²			dʒɦ	ʒ̍	²¹²			6			
193	直	dʒɦʒ̍³¹³			dʒɦ	ʒ̍	³¹³			8			
194	值	dʒɦʒ̍³¹³			dʒɦ	ʒ̍	³¹³			8			
195	殖	dʒɦʒ̍³¹³			dʒɦ	ʒ̍	³¹³			8			
196	植	dʒɦʒ̍³¹³			dʒɦ	ʒ̍	³¹³			8			
197	极	dʒɦʒ̍³¹³			dʒɦ	ʒ̍	³¹³			8			
198	稙	dʒɦʒ̍³¹³		早生禾	dʒɦ	ʒ̍	³¹³			8	早生禾		
199	鳃	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
200	西	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
201	栖	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
202	牺	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
203	嬉	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
204	熙	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
205	希	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
206	稀	ʃʒ̍⁴⁴			ʃ	ʒ̍	⁴⁴			1			
207	□	ʃʒ̍⁴⁴		休息	ʃ	ʒ̍	⁴⁴			1	休息		127
208	□	ʃʒ̍⁴⁴		草~：草帘子	ʃ	ʒ̍	⁴⁴			1	草~：草帘子		127
209	洗	ʃʒ̍³⁵			ʃ	ʒ̍	³⁵			3			
210	玺	ʃʒ̍³⁵			ʃ	ʒ̍	³⁵			3			
211	喜	ʃʒ̍³⁵			ʃ	ʒ̍	³⁵			3			
212	舍	ʃʒ̍³⁵			ʃ	ʒ̍	³⁵			3			2
213	髓	ʃʒ̍³⁵			ʃ	ʒ̍	³⁵			3			
214	细	ʃʒ̍⁵³			ʃ	ʒ̍	⁵³			5			
215	婿	ʃʒ̍⁵³			ʃ	ʒ̍	⁵³			5			
216	世	ʃʒ̍⁵³			ʃ	ʒ̍	⁵³			5			
217	势	ʃʒ̍⁵³			ʃ	ʒ̍	⁵³			5			
218	戏	ʃʒ̍⁵³			ʃ	ʒ̍	⁵³			5			
219	泄	ʃʒ̍⁵³			ʃ	ʒ̍	⁵³			5			
220	赦	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
221	摄	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
222	薛	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
223	设	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
224	悉	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
225	息	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
226	熄	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
227	媳	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
228	识	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
229	式	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
230	饰	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
231	啬	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
232	惜	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
233	昔	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
234	适	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
235	释	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
236	锡	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
237	析	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
238	犀	ʃʒ̍⁴²⁴			ʃ	ʒ̍	⁴²⁴			7			
239	腻	ɲʒ̍⁴⁴			ɲ	ʒ̍	⁴⁴			1			
240	蚁	ɲʒ̍³⁵		2	ɲ	ʒ̍	³⁵			3	2		2
241	你	ɲʒ̍³⁵			ɲ	ʒ̍	³⁵			3			
242	拟	ɲʒ̍³⁵			ɲ	ʒ̍	³⁵			3			
243	泥	ɲɦʒ̍³¹			ɲɦ	ʒ̍	³¹			2			
244	倪	ɲɦʒ̍³¹			ɲɦ	ʒ̍	³¹			2			
245	尼	ɲɦʒ̍³¹			ɲɦ	ʒ̍	³¹			2			
246	疑	ɲɦʒ̍³¹			ɲɦ	ʒ̍	³¹			2			
247	严	ɲɦʒ̍³¹			ɲɦ	ʒ̍	³¹			2			
248	研	ɲɦʒ̍³¹		2	ɲɦ	ʒ̍	³¹			2	2		2
249	艺	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
250	宜	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
251	仪	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
252	义	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
253	谊	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
254	议	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
255	毅	ɲɦʒ̍²¹²			ɲɦ	ʒ̍	²¹²			6			
256	谚	ɲɦʒ̍²¹²		1	ɲɦ	ʒ̍	²¹²			6	1		2
257	佢	ɡɦɪ³¹		单数第三人称代词	ɡɦ	ɪ	³¹			2	单数第三人称代词		
258	伊	ʒ̍⁴⁴				ʒ̍	⁴⁴			1			
259	医	ʒ̍⁴⁴				ʒ̍	⁴⁴			1			
260	衣	ʒ̍⁴⁴				ʒ̍	⁴⁴			1			2
261	依	ʒ̍⁴⁴				ʒ̍	⁴⁴			1			
262	椅	ʒ̍³⁵				ʒ̍	³⁵			3			
263	衣	ʒ̍³⁵		青~：一种藻类		ʒ̍	³⁵			3	青~：一种藻类		2
264	意	ʒ̍⁵³				ʒ̍	⁵³			5			
265	易	ʒ̍⁵³				ʒ̍	⁵³			5			2
266	忆	ʒ̍⁵³				ʒ̍	⁵³			5			
267	亿	ʒ̍⁵³				ʒ̍	⁵³			5			
268	抑	ʒ̍⁵³				ʒ̍	⁵³			5			
269	倚	ʒ̍⁵³				ʒ̍	⁵³			5			
270	益	ʒ̍⁴²⁴				ʒ̍	⁴²⁴			7			
271	邪	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
272	斜	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
273	耶	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
274	爷	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			3
275	余	ɦʒ̍³¹		~岙，~山：地名【按】原作“佘”。应误，径改。	ɦ	ʒ̍	³¹			2	~岙，~山：地名	【按】原作“佘”。应误，径改。	2
276	徐	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
277	齐	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
278	脐	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			3
279	荠	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
280	系	ɦʒ̍³¹		联~	ɦ	ʒ̍	³¹			2	联~		2
281	移	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
282	夷	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
283	姨	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
284	肄	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
285	匙	ɦʒ̍³¹			ɦ	ʒ̍	³¹			2			
286	藉	ɦʒ̍¹³			ɦ	ʒ̍	¹³			4			
287	社	ɦʒ̍¹³			ɦ	ʒ̍	¹³			4			
288	籍	ɦʒ̍¹³			ɦ	ʒ̍	¹³			4			
289	鳝	ɦʒ̍¹³			ɦ	ʒ̍	¹³			4			
290	已	ɦʒ̍¹³			ɦ	ʒ̍	¹³			4			
291	谢	ɦʒ̍²¹²			ɦ	ʒ̍	²¹²			6			
292	射	ɦʒ̍²¹²			ɦ	ʒ̍	²¹²			6			
293	麝	ɦʒ̍²¹²			ɦ	ʒ̍	²¹²			6			
294	誓	ɦʒ̍²¹²			ɦ	ʒ̍	²¹²			6			
295	逝	ɦʒ̍²¹²			ɦ	ʒ̍	²¹²			6			
296	席	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
297	夕	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
298	石	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
299	逸	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
300	食	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
301	蚀	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
302	翼	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
303	亦	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			2
304	译	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
305	□	ɦʒ̍³¹³		跑	ɦ	ʒ̍	³¹³			8	跑		127
306	易	ɦʒ̍³¹³		交~	ɦ	ʒ̍	³¹³			8	交~		2
307	异	ɦʒ̍³¹³			ɦ	ʒ̍	³¹³			8			
308	蛰	ɦʒ̍³¹³		惊~	ɦ	ʒ̍	³¹³			8	惊~		
309	波	pu⁴⁴			p	u	⁴⁴			1			
310	菠	pu⁴⁴			p	u	⁴⁴			1			2
311	簸	pu⁴⁴			p	u	⁴⁴			1			
312	玻	pu⁴⁴			p	u	⁴⁴			1			
313	颇	pu⁴⁴			p	u	⁴⁴			1			
314	坡	pu⁴⁴			p	u	⁴⁴			1			
315	补	pu³⁵			p	u	³⁵			3			
316	谱	pu³⁵			p	u	³⁵			3			
317	布	pu⁵³			p	u	⁵³			5			
318	怖	pu⁵³			p	u	⁵³			5			
319	播	pu⁵³			p	u	⁵³			5			
320	捕	pu⁴²⁴			p	u	⁴²⁴			7			
321	□	pu⁴²⁴		很痒	p	u	⁴²⁴			7	很痒		127
322	铺	pʰu⁴⁴		~设	pʰ	u	⁴⁴			1	~设		2
323	普	pʰu³⁵			pʰ	u	³⁵			3			
324	浦	pʰu³⁵			pʰ	u	³⁵			3			
325	破	pʰu⁵³		2	pʰ	u	⁵³			5	2		2
326	铺	pʰu⁵³		店铺	pʰ	u	⁵³			5	店铺		2
327	□	pʰu⁴²⁴		趴	pʰ	u	⁴²⁴			7	趴		127
328	婆	bɦu³¹			bɦ	u	³¹			2			
329	蒲	bɦu³¹			bɦ	u	³¹			2			
330	菩	bɦu³¹			bɦ	u	³¹			2			
331	脯	bɦu³¹			bɦ	u	³¹			2			2
332	蝠	bɦu³¹		1	bɦ	u	³¹			2	1		2
333	部	bɦu¹³			bɦ	u	¹³			4			
334	簿	bɦu¹³			bɦ	u	¹³			4			
335	步	bɦu²¹²			bɦ	u	²¹²			6			
336	埠	bɦu²¹²			bɦ	u	²¹²			6			
337	孵	bɦu²¹²		1	bɦ	u	²¹²			6	1		2
338	某	mu³⁵			m	u	³⁵			3			
339	母	mu³⁵			m	u	³⁵			3			
340	拇	mu³⁵			m	u	³⁵			3			
341	木	mu⁴²⁴		1	m	u	⁴²⁴			7	1		2
342	目	mu⁴²⁴		1	m	u	⁴²⁴			7	1		2
343	莫	mu⁴²⁴		1	m	u	⁴²⁴			7	1		2
344	魔	mɦu³¹			mɦ	u	³¹			2			
345	磨	mɦu³¹		~刀	mɦ	u	³¹			2	~刀		2
346	摩	mɦu³¹			mɦ	u	³¹			2			
347	馍	mɦu³¹			mɦ	u	³¹			2			
348	模	mɦu³¹			mɦ	u	³¹			2			
349	摹	mɦu³¹			mɦ	u	³¹			2			
350	膜	mɦu³¹			mɦ	u	³¹			2			
351	寞	mɦu³¹			mɦ	u	³¹			2			
352	磨	mɦu²¹²		~面，石~	mɦ	u	²¹²			6	~面，石~		2
353	暮	mɦu²¹²			mɦ	u	²¹²			6			
354	慕	mɦu²¹²			mɦ	u	²¹²			6			
355	墓	mɦu²¹²			mɦ	u	²¹²			6			
356	募	mɦu²¹²			mɦ	u	²¹²			6			
357	戊	mɦu²¹²			mɦ	u	²¹²			6			
358	幕	mɦu²¹²			mɦ	u	²¹²			6			
359	穆	mɦu²¹²			mɦ	u	²¹²			6			
360	牧	mɦu²¹²			mɦ	u	²¹²			6			
361	木	mɦu³¹³		2	mɦ	u	³¹³			8	2		2
362	目	mɦu³¹³		2	mɦ	u	³¹³			8	2		2
363	莫	mɦu³¹³		2	mɦ	u	³¹³			8	2		2
364	呼	fʋ⁴⁴			f	ʋ	⁴⁴			1			
365	夫	fʋ⁴⁴			f	ʋ	⁴⁴			1			
366	肤	fʋ⁴⁴			f	ʋ	⁴⁴			1			
367	敷	fʋ⁴⁴			f	ʋ	⁴⁴			1			
368	俘	fʋ⁴⁴			f	ʋ	⁴⁴			1			
369	孵	fʋ⁴⁴		2	f	ʋ	⁴⁴			1	2		2
370	麸	fʋ⁴⁴			f	ʋ	⁴⁴			1			
371	蜉	fʋ⁴⁴		~蚁：蚂蚁	f	ʋ	⁴⁴			1	~蚁：蚂蚁		
372	火	fʋ³⁵			f	ʋ	³⁵			3			
373	伙	fʋ³⁵			f	ʋ	³⁵			3			
374	虎	fʋ³⁵			f	ʋ	³⁵			3			
375	浒	fʋ³⁵			f	ʋ	³⁵			3			
376	府	fʋ³⁵			f	ʋ	³⁵			3			
