繁體	简体	聲韻調	註釋	聲	韻	調							
䆘	䆘	øia214		ø	ia	214							
庘	庘	øia214		ø	ia	214							
鴨	鸭	øia214		ø	ia	214							
押	押	øia214		ø	ia	214							
壓	压	øia214		ø	ia	214							
軋	轧	øia214		ø	ia	214							
扁	扁	pia42	白讀	p	ia	42							
嘉	嘉	tɕia45		tɕ	ia	45							
佳	佳	tɕia45		tɕ	ia	45							
忦	忦	tɕia214		tɕ	ia	214							
家	家	tɕia45		tɕ	ia	45							
傢	家	tɕia45		tɕ	ia	45							
加	加	tɕia45		tɕ	ia	45							
假	假	tɕia42		tɕ	ia	42							
賈	贾	tɕia42		tɕ	ia	42							
價	价	tɕia214		tɕ	ia	214							
架	架	tɕia214		tɕ	ia	214							
駕	驾	tɕia214		tɕ	ia	214							
嫁	嫁	tɕia214		tɕ	ia	214							
呷	呷	ɕia214		ɕ	ia	214							
俠	侠	ɕia214		ɕ	ia	214							
峽	峡	ɕia21		ɕ	ia	21							
狹	狭	ɕia214		ɕ	ia	214							
匣	匣	ɕia214		ɕ	ia	214							
狎	狎	ɕia214		ɕ	ia	214							
夾	夹	tɕia214		tɕ	ia	214							
浹	浃	tɕia214		tɕ	ia	214							
㼪	㼪	tɕia214		tɕ	ia	214							
袷	袷	tɕia214		tɕ	ia	214							
胛	胛	tɕia214		tɕ	ia	214							
甲	甲	tɕia214		tɕ	ia	214							
頰	颊	tɕia214		tɕ	ia	214							
鋏	铗	tɕia214		tɕ	ia	214							
筴	䇲	tɕia214		tɕ	ia	214							
梜	梜	tɕia214		tɕ	ia	214							
莢	荚	tɕia214		tɕ	ia	214							
蛺	蛱	tɕia214		tɕ	ia	214							
唊	唊	tɕia214		tɕ	ia	214							
恰	恰	tɕʰia214		tɕʰ	ia	214							
掐	掐	tɕʰia42	量詞	tɕʰ	ia	42							
掐	掐	tɕʰia214		tɕʰ	ia	214							
洽	洽	tɕʰia214		tɕʰ	ia	214							
茄	茄	tɕia42	茄克（Jacket）	tɕ	ia	42							
仰	仰	øiã42		ø	iã	42							
央	央	øiã45		ø	iã	45							
秧	秧	øiã45		ø	iã	45							
殃	殃	øiã45		ø	iã	45							
胦	胦	øiã45		ø	iã	45							
鉠	鉠	øiã45		ø	iã	45							
鴦	鸯	øiã45		ø	iã	45							
羊	羊	øiã21		ø	iã	21							
洋	洋	øiã21		ø	iã	21							
楊	杨	øiã21		ø	iã	21							
揚	扬	øiã21		ø	iã	21							
陽	阳	øiã21		ø	iã	21							
養	养	øiã42		ø	iã	42							
癢	痒	øiã42		ø	iã	42							
樣	样	øiã214或45		ø	iã	214或45							
恙	恙	øiã214		ø	iã	214							
䑋	䑋	ȵiã214或45		ȵ	iã	214或45							
相	相	ɕiã45		ɕ	iã	45							
廂	厢	ɕiã45		ɕ	iã	45							
鑲	镶	ɕiã45		ɕ	iã	45							
箱	箱	ɕiã45		ɕ	iã	45							
襄	襄	ɕiã45		ɕ	iã	45							
想	想	ɕiã42		ɕ	iã	42							
相	相	ɕiã214		ɕ	iã	214							
詳	详	ɕiã21		ɕ	iã	21							
祥	祥	ɕiã21		ɕ	iã	21							
像	像	ɕiã214	画像	ɕ	iã	214							
象	象	ɕiã214		ɕ	iã	214							
香	香	ɕiã45		ɕ	iã	45							
鄉	乡	ɕiã45		ɕ	iã	45							
享	享	ɕiã42		ɕ	iã	42							
響	响	ɕiã42		ɕ	iã	42							
向	向	ɕiã214		ɕ	iã	214							
降	降	ɕiã21		ɕ	iã	21							
良	良	liã21		l	iã	21							
涼	凉	liã21		l	iã	21							
量	量	liã21		l	iã	21							
糧	粮	liã21		l	iã	21							
梁	梁	liã21		l	iã	21							
粱	粱	liã21		l	iã	21							
兩	两	liã42		l	iã	42							
兩	两	ȵiã42	多用	ȵ	iã	42							
亮	亮	liã214或45		l	iã	214或45							
輛	辆	liã214		l	iã	214							
量	量	liã214		l	iã	214							
諒	谅	liã214		l	iã	214							
晾	晾	liã214		l	iã	214							
娘	娘	ȵiã21		ȵ	iã	21							
孃	孃	ȵiã45		ȵ	iã	45							
釀	酿	ȵiã214		ȵ	iã	214							
將	将	tɕiã45		tɕ	iã	45							
间	间	tɕiã45	路中间。	tɕ	iã	45							
漿	浆	tɕiã45		tɕ	iã	45							
蔣	蒋	tɕiã42		tɕ	iã	42							
槳	桨	tɕiã42		tɕ	iã	42							
獎	奖	tɕiã42		tɕ	iã	42							
將	将	tɕiã214		tɕ	iã	214							
醬	酱	tɕiã214		tɕ	iã	214							
匠	匠	tɕiã214或45		tɕ	iã	214或45							
疆	疆	tɕiã45		tɕ	iã	45							
僵	僵	tɕiã45		tɕ	iã	45							
薑	姜	tɕiã45		tɕ	iã	45							
薑	姜	tɕiã45		tɕ	iã	45							
犟	犟	tɕiã214		tɕ	iã	214							
江	江	tɕiã45		tɕ	iã	45							
講	讲	tɕiã42		tɕ	iã	42							
降	降	tɕiã214		tɕ	iã	214							
槍	枪	tɕʰiã45		tɕʰ	iã	45							
搶	抢	tɕʰiã42		tɕʰ	iã	42							
牆	墙	tɕʰiã21		tɕʰ	iã	21							
戕	戕	tɕʰiã21		tɕʰ	iã	21							
像	像	tɕʰiã214或45		tɕʰ	iã	214或45							
象	象	tɕʰiã214	？	tɕʰ	iã	214							
羌	羌	tɕʰiã45		tɕʰ	iã	45							
強	强	tɕʰiã21		tɕʰ	iã	21							
強	强	tɕʰiã42		tɕʰ	iã	42							
腔	腔	tɕʰiã45		tɕʰ	iã	45							
沿	沿	øiã21	仅用于“街沿”	ø	iã	21							
諧	谐	ɕiɐɪ21		ɕ	iɐɪ	21							
偕	偕	ɕiɐɪ21		ɕ	iɐɪ	21							
解	解	ɕiɐɪ214	姓氏	ɕ	iɐɪ	214							
皆	皆	tɕiɐɪ45		tɕ	iɐɪ	45							
階	阶	tɕiɐɪ45		tɕ	iɐɪ	45							
戒	戒	tɕiɐɪ214		tɕ	iɐɪ	214							
械	械	tɕiɐɪ214	文讀	tɕ	iɐɪ	214							
解	解	tɕiɐɪ42	文讀	tɕ	iɐɪ	42							
酵	酵	tɕiɑʊ214	误读	tɕ	iɑʊ	214							
曉	晓	ɕiɑʊ42		ɕ	iɑʊ	42							
燎	燎	liɑʊ21		l	iɑʊ	21							
燎	燎	liɑʊ42		l	iɑʊ	42							
聊	聊	liɑʊ21		l	iɑʊ	21							
遼	辽	liɑʊ21		l	iɑʊ	21							
撩	撩	liɑʊ45		l	iɑʊ	45							
潦	潦	liɑʊ21		l	iɑʊ	21							
寥	寥	liɑʊ21		l	iɑʊ	21							
廖	廖	liɑʊ214		l	iɑʊ	214							
了	了	liɑʊ42		l	iɑʊ	42							
瞭	了	liɑʊ42		l	iɑʊ	42							
料	料	liɑʊ214		l	iɑʊ	214							
描	描	miɑʊ21		m	iɑʊ	21							
苗	苗	miɑʊ21		m	iɑʊ	21							
藐	藐	miɑʊ42		m	iɑʊ	42							
渺	渺	miɑʊ42		m	iɑʊ	42							
秒	秒	miɑʊ42		m	iɑʊ	42							
廟	庙	miɑʊ214		m	iɑʊ	214							
妙	妙	miɑʊ214		m	iɑʊ	214							
咬	咬	ȵiɑʊ42	老派文读音	ȵ	iɑʊ	42							
鳥	鸟	ȵiɑʊ42	不作生殖器讲	ȵ	iɑʊ	42							
尿	尿	ȵiɑʊ214或45		ȵ	iɑʊ	214或45							
妖	妖	øiɑʊ45		ø	iɑʊ	45							
邀	邀	øiɑʊ45		ø	iɑʊ	45							
腰	腰	øiɑʊ45		ø	iɑʊ	45							
要	要	øiɑʊ45		ø	iɑʊ	45							
夭	夭	øiɑʊ45		ø	iɑʊ	45							
要	要	øiɑʊ214或45		ø	iɑʊ	214或45							
搖	摇	øiɑʊ21		ø	iɑʊ	21							
謠	谣	øiɑʊ21		ø	iɑʊ	21							
窯	窑	øiɑʊ21		ø	iɑʊ	21							
姚	姚	øiɑʊ21		ø	iɑʊ	21							
舀	舀	øiɑʊ21		ø	iɑʊ	21							
耀	耀	øiɑʊ214		ø	iɑʊ	214							
堯	尧	øiɑʊ21		ø	iɑʊ	21							
幺	幺	øiɑʊ45		ø	iɑʊ	45							
杳	杳	øiɑʊ42		ø	iɑʊ	42							
躍	跃	øiɑʊ214	借音，大跃进	ø	iɑʊ	214							
飈	飈	piɑʊ45		p	iɑʊ	45							
標	标	piɑʊ45		p	iɑʊ	45							
表	表	piɑʊ42		p	iɑʊ	42							
飄	飘	pʰiɑʊ45		pʰ	iɑʊ	45							
漂	漂	pʰiɑʊ45		pʰ	iɑʊ	45							
瞟	瞟	pʰiɑʊ42	瞟一眼	pʰ	iɑʊ	42							
票	票	pʰiɑʊ214		pʰ	iɑʊ	214							
漂	漂	pʰiɑʊ42	仅用于“漂白粉”	pʰ	iɑʊ	42							
鰾	鳔	pʰiɑʊ45		pʰ	iɑʊ	45							
瓢	瓢	pʰiɑʊ21		pʰ	iɑʊ	21							
嫖	嫖	pʰiɑʊ21		pʰ	iɑʊ	21							
殍	殍	pʰiɑʊ42		pʰ	iɑʊ	42							
熛	熛	pʰiɑʊ42	杀了鸡鸭鹅之后要熛皮	pʰ	iɑʊ	42							
飃	飃	pʰiɑʊ42	表示火燒狀，也可表示心情焦急	pʰ	iɑʊ	42							
顠	顠	pʰiɑʊ42		pʰ	iɑʊ	42							
刁	刁	tiɑʊ45		t	iɑʊ	45							
貂	貂	tiɑʊ45		t	iɑʊ	45							
雕	雕	tiɑʊ45		t	iɑʊ	45							
吊	吊	tiɑʊ214		t	iɑʊ	214							
釣	钓	tiɑʊ214		t	iɑʊ	214							
挑	挑	tiɑʊ45	白讀，作動詞	t	iɑʊ	45							
掉	掉	tiɑʊ214		t	iɑʊ	214							
調	调	tiɑʊ214		t	iɑʊ	214							
挑	挑	tʰiɑʊ45		tʰ	iɑʊ	45							
趒	趒	tʰiɑʊ21	表示逃跑	tʰ	iɑʊ	21							
糶	粜	tʰiɑʊ214		tʰ	iɑʊ	214							
跳	跳	tʰiɑʊ214		tʰ	iɑʊ	214							
條	条	tʰiɑʊ21		tʰ	iɑʊ	21							
調	调	tʰiɑʊ21		tʰ	iɑʊ	21							
斢	斢	tʰiɑʊ42	白讀，作動詞，表示調換	tʰ	iɑʊ	42							
酵	酵	ɕiɑʊ214	文讀	ɕ	iɑʊ	214							
孝	孝	ɕiɑʊ214		ɕ	iɑʊ	214							
淆	淆	ɕiɑʊ21		ɕ	iɑʊ	21							
效	效	ɕiɑʊ214		ɕ	iɑʊ	214							
校	校	ɕiɑʊ214		ɕ	iɑʊ	214							
消	消	ɕiɑʊ45		ɕ	iɑʊ	45							
宵	宵	ɕiɑʊ45	夜宵	ɕ	iɑʊ	45							
霄	霄	ɕiɑʊ45		ɕ	iɑʊ	45							
硝	硝	ɕiɑʊ45		ɕ	iɑʊ	45							
銷	销	ɕiɑʊ45		ɕ	iɑʊ	45							
小	小	ɕiɑʊ42		ɕ	iɑʊ	42							
笑	笑	ɕiɑʊ214		ɕ	iɑʊ	214							
鞘	鞘	ɕiɑʊ214		ɕ	iɑʊ	214							
囂	嚣	ɕiɑʊ45		ɕ	iɑʊ	45							
枵	枵	ɕiɑʊ45		ɕ	iɑʊ	45							
簫	箫	ɕiɑʊ45		ɕ	iɑʊ	45							
蕭	萧	ɕiɑʊ45		ɕ	iɑʊ	45							
嘯	啸	ɕiɑʊ214		ɕ	iɑʊ	214							
謬	謬	miɑʊ214		m	iɑʊ	214							
肴	肴	øiɑʊ21		ø	iɑʊ	21							
爻	爻	øiɑʊ21		ø	iɑʊ	21							
彪	彪	piɑʊ45		p	iɑʊ	45							
交	交	tɕiɑʊ45		tɕ	iɑʊ	45							
郊	郊	tɕiɑʊ45		tɕ	iɑʊ	45							
膠	胶	tɕiɑʊ45		tɕ	iɑʊ	45							
教	教	tɕiɑʊ45		tɕ	iɑʊ	45							
絞	绞	tɕiɑʊ42		tɕ	iɑʊ	42							
狡	狡	tɕiɑʊ42		tɕ	iɑʊ	42							
鉸	铰	tɕiɑʊ42		tɕ	iɑʊ	42							
攪	搅	tɕiɑʊ42		tɕ	iɑʊ	42							
教	教	tɕiɑʊ214		tɕ	iɑʊ	214							
較	较	tɕiɑʊ214		tɕ	iɑʊ	214							
校	校	tɕiɑʊ214		tɕ	iɑʊ	214							
覺	觉	tɕiɑʊ214		tɕ	iɑʊ	214							
焦	焦	tɕiɑʊ45		tɕ	iɑʊ	45							
椒	椒	tɕiɑʊ45		tɕ	iɑʊ	45							
剿	剿	tɕiɑʊ42		tɕ	iɑʊ	42							
驕	骄	tɕiɑʊ45		tɕ	iɑʊ	45							
嬌	娇	tɕiɑʊ42	打娇娇儿，即发展不正当男女关系	tɕ	iɑʊ	42							
嬌	娇	tɕiɑʊ45		tɕ	iɑʊ	45							
矯	矫	tɕiɑʊ42		tɕ	iɑʊ	42							
轎	轿	tɕiɑʊ214		tɕ	iɑʊ	214							
澆	浇	tɕiɑʊ45		tɕ	iɑʊ	45							
繳	缴	tɕiɑʊ42		tɕ	iɑʊ	42							
叫	叫	tɕiɑʊ214		tɕ	iɑʊ	214							
餃	饺	tɕiɑʊ42		tɕ	iɑʊ	42							
巧	巧	tɕʰiɑʊ42		tɕʰ	iɑʊ	42							
鍬	锹	tɕʰiɑʊ45		tɕʰ	iɑʊ	45							
繰	缲	tɕʰiɑʊ45		tɕʰ	iɑʊ	45							
悄	悄	tɕʰiɑʊ45		tɕʰ	iɑʊ	45							
俏	俏	tɕʰiɑʊ45		tɕʰ	iɑʊ	45							
翹	翘	tɕʰiɑʊ214或45		tɕʰ	iɑʊ	214或45							
樵	樵	tɕʰiɑʊ21		tɕʰ	iɑʊ	21							
瞧	瞧	tɕʰiɑʊ21		tɕʰ	iɑʊ	21							
鞘	鞘	tɕʰiɑʊ214		tɕʰ	iɑʊ	214							
喬	乔	tɕʰiɑʊ21		tɕʰ	iɑʊ	21							
橋	桥	tɕʰiɑʊ21		tɕʰ	iɑʊ	21							
撬	撬	tɕʰiɑʊ214		tɕʰ	iɑʊ	214							
竅	窍	tɕʰiɑʊ214		tɕʰ	iɑʊ	214							
藠	藠	tɕiɑʊ214或45	藠头，植物名称	tɕ	iɑʊ	214或45							
藝	艺	ȵie214		ȵ	ie	214							
逼	逼	pie45		p	ie	45							
特	特	tʰie214	罕用	tʰ	ie	214							
例	例	lie214		l	ie	214							
替	替	tʰie214		tʰ	ie	214							
寫	写	ɕie42		ɕ	ie	42							
瀉	泻	ɕie214		ɕ	ie	214							
卸	卸	ɕie214		ɕ	ie	214							
邪	邪	ɕie21		ɕ	ie	21							
斜	斜	ɕie21		ɕ	ie	21							
謝	谢	ɕie214		ɕ	ie	214							
蟹	蟹	ɕie214		ɕ	ie	214							
懈	懈	ɕie214		ɕ	ie	214							
攜	携	ɕie21		ɕ	ie	21							
協	协	ɕie214		ɕ	ie	214							
挾	挟	ɕie214		ɕ	ie	214							
褻	亵	ɕie214		ɕ	ie	214							
泄	泄	ɕie214		ɕ	ie	214							
擷	撷	ɕie214		ɕ	ie	214							
頡	颉	ɕie214		ɕ	ie	214							
歇	歇	ɕie214或45		ɕ	ie	214或45							
蠍	蝎	ɕie214		ɕ	ie	214							
猲	猲	ɕie214		ɕ	ie	214							
𤢔	𤢔	ɕie214		ɕ	ie	214							
獵	猎	lie214		l	ie	214							
列	列	lie214		l	ie	214							
烈	烈	lie214		l	ie	214							
冽	冽	lie214		l	ie	214							
裂	裂	lie214		l	ie	214							
烈	烈	lie214		l	ie	214							
涅	涅	ȵie214		ȵ	ie	214							
圼	圼	ȵie214		ȵ	ie	214							
捏	捏	ȵie214		ȵ	ie	214							
滅	灭	mie214		m	ie	214							
搣	搣	mie42	白讀，作動詞，表示用手掰彎	m	ie	42							
搣	搣	mie214		m	ie	214							
懱	懱	mie214		m	ie	214							
㩢	㩢	mie214		m	ie	214							
蠛	蠛	mie214		m	ie	214							
篾	篾	mie214		m	ie	214							
幭	幭	mie214		m	ie	214							
鱴	鱴	mie214		m	ie	214							
衊	衊	mie214		m	ie	214							
䩏	䩏	mie214		m	ie	214							
㒝	㒝	mie214		m	ie	214							
覕	覕	mie214		m	ie	214							
瀎	瀎	mie214		m	ie	214							
鴓	鴓	mie214		m	ie	214							
粖	粖	mie214		m	ie	214							
蔑	蔑	mie214		m	ie	214							
𪇴	𪇴	mie214		m	ie	214							
聶	聂	ȵie214		ȵ	ie	214							
鑷	镊	ȵie214		ȵ	ie	214							
齧	啮	ȵie214		ȵ	ie	214							
嵲	嵲	ȵie214		ȵ	ie	214							
槷	槷	ȵie214		ȵ	ie	214							
臬	臬	ȵie214		ȵ	ie	214							
嶭	嶭	ȵie214		ȵ	ie	214							
臲	臲	ȵie214		ȵ	ie	214							
隉	隉	ȵie214		ȵ	ie	214							
闑	闑	ȵie214		ȵ	ie	214							
孽	孽	ȵie214		ȵ	ie	214							
耶	耶	øie45		ø	ie	45							
椰	椰	øie45		ø	ie	45							
爺	爷	øie21		ø	ie	21							
冶	冶	øie42		ø	ie	42							
也	也	øie42		ø	ie	42							
野	野	øie42		ø	ie	42							
夜	夜	øie45		ø	ie	45							
曄	晔	øie214		ø	ie	214							
曅	曅	øie214		ø	ie	214							
燁	烨	øie214		ø	ie	214							
爗	爗	øie214		ø	ie	214							
皣	皣	øie214		ø	ie	214							
瞱	瞱	øie214		ø	ie	214							
饁	饁	øie214		ø	ie	214							
䱒	䱒	øie214		ø	ie	214							
䎨	䎨	øie214		ø	ie	214							
殗	殗	øie214		ø	ie	214							
㡋	㡋	øie214		ø	ie	214							
浥	浥	øie214		ø	ie	214							
㪑	㪑	øie214		ø	ie	214							
䤶	䤶	øie214		ø	ie	214							
鄓	鄓	øie214		ø	ie	214							
䁆	䁆	øie214		ø	ie	214							
餣	餣	øie214		ø	ie	214							
裛	裛	øie214		ø	ie	214							
靨	靥	øie214		ø	ie	214							
葉	叶	øie214		ø	ie	214							
𣚕	𣚕	øie214		ø	ie	214							
煠	煠	øie214		ø	ie	214							
䈎	䈎	øie214		ø	ie	214							
枼	枼	øie214		ø	ie	214							
鍱	鍱	øie214		ø	ie	214							
抴	抴	øie214		ø	ie	214							
䊦	䊦	øie214		ø	ie	214							
㝣	㝣	øie214		ø	ie	214							
蠮	蠮	øie214		ø	ie	214							
咽	咽	øie214	哽咽	ø	ie	214							
噎	噎	øie214		ø	ie	214							
謁	谒	øie214		ø	ie	214							
閼	阏	øie214		ø	ie	214							
暍	暍	øie214		ø	ie	214							
焆	焆	øie214		ø	ie	214							
液	液	øie214		ø	ie	214							
墅	墅	ø ie42	训读	ø	ie	42							
襒	襒	pie214		p	ie	214							
別	别	pie214		p	ie	214							
䇷	䇷	pie214		p	ie	214							
莂	莂	pie214		p	ie	214							
憋	憋	pie214		p	ie	214							
憋	憋	pie45		p	ie	45							
鼈	鳖	pie214		p	ie	214							
鱉	鳖	pie214		p	ie	214							
別	别	pʰie214	白讀，作動詞	pʰ	ie	214							
潎	潎	pʰie214		pʰ	ie	214							
瞥	瞥	pʰie214		pʰ	ie	214							
搣	搣	pʰie42	白讀，又音，作動詞，表示用手掰彎	pʰ	ie	42							
瞥	瞥	pʰie214		pʰ	ie	214							
暼	暼	pʰie214		pʰ	ie	214							
撇	撇	pʰie214		pʰ	ie	214							
喋	喋	tie214		t	ie	214							
疊	叠	tie214		t	ie	214							
牒	牒	tie214		t	ie	214							
蝶	蝶	tie214		t	ie	214							
諜	谍	tie214		t	ie	214							
殜	殜	tie214		t	ie	214							
迭	迭	tie214		t	ie	214							
跌	跌	tie214		t	ie	214							
嗟	嗟	tɕie45		tɕ	ie	45							
姐	姐	tɕie42		tɕ	ie	42							
借	借	tɕie214		tɕ	ie	214							
藉	藉	tɕie214		tɕ	ie	214							
芥	芥	tɕie214		tɕ	ie	214							
界	界	tɕie214	文讀	tɕ	ie	214							
介	介	tɕie214	文讀	tɕ	ie	214							
屆	届	tɕie214		tɕ	ie	214							
孑	孑	tɕie214		tɕ	ie	214							
傑	杰	tɕie214		tɕ	ie	214							
節	节	tɕie214		tɕ	ie	214							
頡	颉	tɕie214	倉頡	tɕ	ie	214							
桔	桔	tɕie214		tɕ	ie	214							
袺	袺	tɕie214		tɕ	ie	214							
拮	拮	tɕie214		tɕ	ie	214							
狤	狤	tɕie214		tɕ	ie	214							
結	结	tɕie214		tɕ	ie	214							
潔	洁	tɕie214		tɕ	ie	214							
揭	揭	tɕie214		tɕ	ie	214							
竭	竭	tɕie214		tɕ	ie	214							
礍	礍	tɕie214		tɕ	ie	214							
碣	碣	tɕie214		tɕ	ie	214							
訐	讦	tɕie214		tɕ	ie	214							
羯	羯	tɕie214		tɕ	ie	214							
且	且	tɕʰie42		tɕʰ	ie	42							
竊	窃	tɕʰie214		tɕʰ	ie	214							
切	切	tɕʰie214		tɕʰ	ie	214							
截	截	tɕʰie214		tɕʰ	ie	214							
貼	贴	tʰie214		tʰ	ie	214							
帖	帖	tʰie214		tʰ	ie	214							
聑	聑	tʰie214		tʰ	ie	214							
餮	餮	tʰie214		tʰ	ie	214							
飻	飻	tʰie214		tʰ	ie	214							
驖	驖	tʰie214		tʰ	ie	214							
蛈	蛈	tʰie214		tʰ	ie	214							
銕	銕	tʰie214		tʰ	ie	214							
鐵	铁	tʰie214		tʰ	ie	214							
業	业	ȵie214		ȵ	ie	214							
歙	歙	ɕie214		ɕ	ie	214							
脅	胁	ɕie214		ɕ	ie	214							
接	接	tɕie214		tɕ	ie	214							
劫	劫	tɕie214		tɕ	ie	214							
妾	妾	tɕʰie214		tɕʰ	ie	214							
捷	捷	tɕʰie214		tɕʰ	ie	214							
愜	惬	tɕʰie214		tɕʰ	ie	214							
修	修	ɕiəʊ45		ɕ	iəʊ	45							
羞	羞	ɕiəʊ45		ɕ	iəʊ	45							
秀	秀	ɕiəʊ214		ɕ	iəʊ	214							
鏽	锈	ɕiəʊ214		ɕ	iəʊ	214							
繡	绣	ɕiəʊ214		ɕ	iəʊ	214							
宿	宿	ɕiəʊ214	星宿儿	ɕ	iəʊ	214							
囚	囚	ɕiəʊ21	老派	ɕ	iəʊ	21							
汓	汓	ɕiəʊ21	汓皮，形容詞，表示臉皮厚，近似于“扭到费”	ɕ	iəʊ	21							
袖	袖	ɕiəʊ214		ɕ	iəʊ	214							
溜	溜	liəʊ45		l	iəʊ	45							
留	留	liəʊ21		l	iəʊ	21							
榴	榴	liəʊ21		l	iəʊ	21							
劉	刘	liəʊ21		l	iəʊ	21							
流	流	liəʊ21		l	iəʊ	21							
硫	硫	liəʊ21		l	iəʊ	21							
琉	琉	liəʊ21		l	iəʊ	21							
柳	柳	liəʊ42		l	iəʊ	42							
溜	溜	liəʊ214		l	iəʊ	214							
扭	扭	ȵiəʊ42		ȵ	iəʊ	42							
紐	纽	ȵiəʊ42		ȵ	iəʊ	42							
扭	扭	ȵiəʊ42		ȵ	iəʊ	42							
忸	忸	ȵiəʊ42		ȵ	iəʊ	42							
狃	狃	ȵiəʊ214		ȵ	iəʊ	214							
鬏	鬏	tɕiəʊ45	~~兒：表示女生的髮髻	tɕ	iəʊ	45							
揪	揪	tɕiəʊ45		tɕ	iəʊ	45							
酒	酒	tɕiəʊ42		tɕ	iəʊ	42							
就	就	tɕiəʊ45		tɕ	iəʊ	45							
鰍	鰍	tɕʰiəʊ45		tɕʰ	iəʊ	45							
秋	秋	tɕʰiəʊ45		tɕʰ	iəʊ	45							
灸	灸	tɕiəʊ42	也有人读阴平	tɕ	iəʊ	42							
休	休	ɕiəʊ45		ɕ	iəʊ	45							
朽	朽	ɕiəʊ42		ɕ	iəʊ	42							
嗅	嗅	ɕiəʊ214		ɕ	iəʊ	214							
牛	牛	ȵiəʊ21		ȵ	iəʊ	21							
憂	忧	øiəʊ45		ø	iəʊ	45							
優	优	øiəʊ45		ø	iəʊ	45							
尤	尤	øiəʊ21		ø	iəʊ	21							
郵	邮	øiəʊ21		ø	iəʊ	21							
有	有	øiəʊ42		ø	iəʊ	42							
友	友	øiəʊ42		ø	iəʊ	42							
又	又	øiəʊ45		ø	iəʊ	45							
右	右	øiəʊ214或45		ø	iəʊ	214或45							
宥	宥	øiəʊ214		ø	iəʊ	214							
祐	祐	øiəʊ214		ø	iəʊ	214							
油	油	øiəʊ21		ø	iəʊ	21							
遊	游	øiəʊ21		ø	iəʊ	21							
悠	悠	øiəʊ45		ø	iəʊ	45							
猶	犹	øiəʊ21		ø	iəʊ	21							
由	由	øiəʊ21		ø	iəʊ	21							
酉	酉	øiəʊ42		ø	iəʊ	42							
莠	莠	øiəʊ42		ø	iəʊ	42							
誘	诱	øiəʊ214		ø	iəʊ	214							
釉	釉	øiəʊ214		ø	iəʊ	214							
柚	柚	øiəʊ214		ø	iəʊ	214							
幽	幽	øiəʊ45		ø	iəʊ	45							
幼	幼	øiəʊ214		ø	iəʊ	214							
丟	丢	tiəʊ45		t	iəʊ	45							
鳩	鸠	tɕiəʊ45		tɕ	iəʊ	45							
鬮	阄	tɕiəʊ45		tɕ	iəʊ	45							
九	九	tɕiəʊ42		tɕ	iəʊ	42							
久	久	tɕiəʊ42		tɕ	iəʊ	42							
韭	韭	tɕiəʊ42		tɕ	iəʊ	42							
灸	灸	tɕiəʊ45	有上声读法	tɕ	iəʊ	45							
究	究	tɕiəʊ214		tɕ	iəʊ	214							
救	救	tɕiəʊ214		tɕ	iəʊ	214							
舅	舅	tɕiəʊ214或45		tɕ	iəʊ	214或45							
臼	臼	tɕiəʊ214		tɕ	iəʊ	214							
咎	咎	tɕiəʊ214		tɕ	iəʊ	214							
舊	旧	tɕiəʊ214或45		tɕ	iəʊ	214或45							
柩	柩	tɕiəʊ214		tɕ	iəʊ	214							
糾	纠	tɕiəʊ45		tɕ	iəʊ	45							
丘	丘	tɕʰiəʊ45		tɕʰ	iəʊ	45							
求	求	tɕʰiəʊ21		tɕʰ	iəʊ	21							
球	球	tɕʰiəʊ21		tɕʰ	iəʊ	21							
仇	仇	tsʰiəʊ21		tsʰ	iəʊ	21							
膁	膁	tɕin45	软膁	tɕ	in	45							
膁	膁	tɕʰin45	软膁	tɕʰ	in	45							
甄	甄	tɕin45	又读	tɕ	in	45							
鹹	咸	ɕin21		ɕ	in	21							
陷	陷	ɕin214		ɕ	in	214							
暹	暹	ɕin45		ɕ	in	45							
險	险	ɕin42		ɕ	in	42							
鍁	锨	ɕin45		ɕ	in	45							
嫌	嫌	ɕin21		ɕ	in	21							
蕈	蕈	ɕin214		ɕ	in	214							
心	心	ɕin45		ɕ	in	45							
閒	闲	ɕin21		ɕ	in	21							
限	限	ɕin214		ɕ	in	214							
仙	仙	ɕin45		ɕ	in	45							
線	线	ɕin214		ɕ	in	214							
涎	涎	ɕin21		ɕ	in	21							
羨	羡	ɕin214		ɕ	in	214							
掀	掀	ɕin45		ɕ	in	45							
憲	宪	ɕin214		ɕ	in	214							
獻	献	ɕin214		ɕ	in	214							
先	先	ɕin45		ɕ	in	45							
顯	显	ɕin45		ɕ	in	45							
賢	贤	ɕin21		ɕ	in	21							
現	现	ɕin214		ɕ	in	214							
縣	县	ɕin214		ɕ	in	214							
辛	辛	ɕin45		ɕ	in	45							
新	新	ɕin45		ɕ	in	45							
薪	薪	ɕin45		ɕ	in	45							
信	信	ɕin214		ɕ	in	214							
釁	衅	ɕin214		ɕ	in	214							
興	兴	ɕin45		ɕ	in	45							
興	兴	ɕin214		ɕ	in	214							
行	行	ɕin21		ɕ	in	21							
幸	幸	ɕin214		ɕ	in	214							
省	省	ɕin42		ɕ	in	42							
性	性	ɕin214		ɕ	in	214							
姓	姓	ɕin214		ɕ	in	214							
星	星	ɕin45		ɕ	in	45							
腥	腥	ɕin45		ɕ	in	45							
醒	醒	ɕin42		ɕ	in	42							
馨	馨	ɕin45		ɕ	in	45							
刑	刑	ɕin21		ɕ	in	21							
