ID	繁體	简体	聲韻	声母	韵母	聲調	注釋		声调：	
581	擒	擒	dʑaŋ	dʑ	aŋ	阳平				
582	晁	晁	dʑiɛ	dʑ	iɛ	阳平				
583	朐	朐	dʑy	dʑ	y	阳平				
584	朝	朝	dʑiɛ	dʑ	iɛ	阳平				
585	椽	椽	dʑy	dʑ	y	阳平				
586	樁	桩	dʑyɔ	dʑ	yɔ	阳平	樹～			
587	樵	樵	dʑiɛ	dʑ	iɛ	阳平				
588	橋	桥	dʑiɛ	dʑ	iɛ	阳平				
589	檎	檎	dʑaŋ	dʑ	aŋ	阳平				
590	權	权	dʑy	dʑ	y	阳平				
591	求	求	dʑau	dʑ	au	阳平				
592	渠	渠	dʑy	dʑ	y	阳平				
593	潮	潮	dʑiɛ	dʑ	iɛ	阳平				
594	焭	焭	dʑoŋ	dʑ	oŋ	阳平				
595	犰	犰	dʑau	dʑ	au	阳平				
596	狂	狂	dʑyɔ	dʑ	yɔ	阳平				
597	球	球	dʑau	dʑ	au	阳平				
598	琴	琴	dʑaŋ	dʑ	aŋ	阳平				
599	璆	璆	dʑau	dʑ	au	阳平				
600	璩	璩	dʑy	dʑ	y	阳平				
601	瓊	琼	dʑoŋ	dʑ	oŋ	阳平				
602	瘸	瘸	dʑy	dʑ	y	阳平				
603	瞿	瞿	dʑy	dʑ	y	阳平				
604	禽	禽	dʑaŋ	dʑ	aŋ	阳平				
605	稠	稠	dʑɤu	dʑ	ɤu	阳平				
606	窮	穷	dʑoŋ	dʑ	oŋ	阳平				
607	筇	筇	dʑoŋ	dʑ	oŋ	阳平				
608	籌	筹	dʑɤu	dʑ	ɤu	阳平				
609	籧	籧	dʑy	dʑ	y	阳平				
610	綢	绸	dʑɤu	dʑ	ɤu	阳平				
611	纏	缠	dʑi	dʑ	i	阳平				
612	纏	缠	dʑy	dʑ	y	阳平	盤～			
613	羣	羣	dʑoŋ	dʑ	oŋ	阳平				
614	翹	翘	dʑiɛ	dʑ	iɛ	阳平	～首			
615	腸	肠	dʑi	dʑ	i	阳平				
616	臒	癯	dʑy	dʑ	y	阳平				
617	臞	臞	dʑy	dʑ	y	阳平				
618	芹	芹	dʑaŋ	dʑ	aŋ	阳平				
619	荍	荍	dʑiɛ	dʑ	iɛ	阳平				
620	葵	葵	dʑy	dʑ	y	阳平				
621	蕎	荞	dʑiɛ	dʑ	iɛ	阳平				
622	蕖	蕖	dʑy	dʑ	y	阳平				
623	藭	藭	dʑoŋ	dʑ	oŋ	阳平				
624	蘧	蘧	dʑy	dʑ	y	阳平				
625	虔	虔	dʑi	dʑ	i	阳平				
626	虯	虬	dʑau	dʑ	au	阳平				
627	蜷	蜷	dʑy	dʑ	y	阳平				
628	蟲	虫	dʑoŋ	dʑ	oŋ	阳平				
629	衢	衢	dʑy	dʑ	y	阳平				
630	裘	裘	dʑau	dʑ	au	阳平				
631	裙	裙	dʑoŋ	dʑ	oŋ	阳平				
632	訄	訄	dʑau	dʑ	au	阳平				
633	誑	诳	dʑyɔ	dʑ	yɔ	阳平				
634	讎	雠	dʑɤu	dʑ	ɤu	阳平				
635	賕	赇	dʑau	dʑ	au	阳平				
636	跔	跔	dʑau	dʑ	au	阳平	蜷縮			
637	躔	躔	dʑi	dʑ	i	阳平				
638	軥	軥	dʑy	dʑ	y	阳平				
639	逑	逑	dʑau	dʑ	au	阳平				
640	逛	逛	dʑyɔ	dʑ	yɔ	阳平				
641	逵	逵	dʑy	dʑ	y	阳平				
642	遒	遒	dʑɤu	dʑ	ɤu	阳平				
643	酬	酬	dʑɤu	dʑ	ɤu	阳平				
644	重	重	dʑyɔ	dʑ	yɔ	阳平	～複			
645	鈐	钤	dʑi	dʑ	i	阳平				
646	鉗	钳	dʑi	dʑ	i	阳平				
647	銶	銶	dʑau	dʑ	au	阳平				
648	錢	钱	dʑi	dʑ	i	阳平	舊文讀			
649	長	长	dʑi	dʑ	i	阳平	～短			
650	顴	颧	dʑy	dʑ	y	阳平				
651	馗	馗	dʑy	dʑ	y	阳平				
652	騤	骙	dʑy	dʑ	y	阳平				
653	鬈	鬈	dʑy	dʑ	y	阳平				
654	鯨	鲸	dʑaŋ	dʑ	aŋ	阳平				
655	鴝	鸲	dʑy	dʑ	y	阳平				
656	黔	黔	dʑi	dʑ	i	阳平				
657	鼂	鼌	dʑiɛ	dʑ	iɛ	阳平				
658	丸	丸	ɦy	ɦ	y	阳平				
659	亡	亡	ɦuɔ	ɦ	uɔ	阳平				
660	交	交	ɦuɔ	ɦ	uɔ	阳平	表完成的體標誌			
661	何	何	ɦa	ɦ	a	阳平	～樣，什麼			
662	侯	侯	ɦau	ɦ	au	阳平				
663	償	偿	ɦi	ɦ	i	阳平				
664	全	全	ɦy	ɦ	y	阳平				
665	兮	兮	ɦi	ɦ	i	阳平				
666	凰	凰	ɦuɔ	ɦ	uɔ	阳平				
667	函	函	ɦa	ɦ	a	阳平				
668	刑	刑	ɦiaŋ	ɦ	iaŋ	阳平				
669	前	前	ɦi	ɦ	i	阳平				
670	勻	匀	ɦioŋ	ɦ	ioŋ	阳平				
671	匜	匜	ɦi	ɦ	i	阳平				
672	含	含	ɦaŋ	ɦ	aŋ	阳平				
673	含	含	ɦø	ɦ	ø	阳平				
674	吭	吭	ɦuɔ	ɦ	uɔ	阳平				
675	員	员	ɦy	ɦ	y	阳平				
676	唇	唇	ɦioŋ	ɦ	ioŋ	阳平				
677	喉	喉	ɦau	ɦ	au	阳平				
678	嗥	嗥	ɦɜ	ɦ	ɜ	阳平				
679	嘗	尝	ɦi	ɦ	i	阳平				
680	嘩	哗	ɦo	ɦ	o	阳平	喧～			
681	嚎	嚎	ɦɜ	ɦ	ɜ	阳平				
682	園	园	ɦy	ɦ	y	阳平				
683	圓	圆	ɦy	ɦ	y	阳平				
684	型	型	ɦiaŋ	ɦ	iaŋ	阳平				
685	垟	垟	ɦi	ɦ	i	阳平	田野			
686	垣	垣	ɦy	ɦ	y	阳平				
687	塋	茔	ɦioŋ	ɦ	ioŋ	阳平				
688	墉	墉	ɦioŋ	ɦ	ioŋ	阳平				
689	壕	壕	ɦɜ	ɦ	ɜ	阳平				
690	夤	夤	ɦiaŋ	ɦ	iaŋ	阳平				
691	夷	夷	ɦi	ɦ	i	阳平				
692	奚	奚	ɦi	ɦ	i	阳平				
693	姚	姚	ɦiɛ	ɦ	iɛ	阳平				
694	姨	姨	ɦi	ɦ	i	阳平				
695	嫌	嫌	ɦa	ɦ	a	阳平	～憎			
696	嫌	嫌	ɦi	ɦ	i	阳平				
697	嫻	娴	ɦa	ɦ	a	阳平				
698	嬋	婵	ɦi	ɦ	i	阳平				
699	孕	孕	ɦiaŋ	ɦ	iaŋ	阳平				
700	孩	孩	ɦe	ɦ	e	阳平				
701	完	完	ɦy	ɦ	y	阳平				
702	宏	宏	ɦoŋ	ɦ	oŋ	阳平				
703	宜	宜	ɦi	ɦ	i	阳平	便～			
704	容	容	ɦioŋ	ɦ	ioŋ	阳平				
705	寅	寅	ɦiaŋ	ɦ	iaŋ	阳平				
706	寒	寒	ɦy	ɦ	y	阳平				
707	尤	尤	ɦiau	ɦ	iau	阳平				
708	崤	崤	ɦuɔ	ɦ	uɔ	阳平				
709	巡	巡	ɦioŋ	ɦ	ioŋ	阳平				
710	常	常	ɦi	ɦ	i	阳平	～識			
711	床	床	ɦyɔ	ɦ	yɔ	阳平				
712	庸	庸	ɦioŋ	ɦ	ioŋ	阳平				
713	延	延	ɦi	ɦ	i	阳平				
714	弘	弘	ɦoŋ	ɦ	oŋ	阳平				
715	弦	弦	ɦi	ɦ	i	阳平				
716	彝	彝	ɦi	ɦ	i	阳平				
717	形	形	ɦiaŋ	ɦ	iaŋ	阳平				
718	徇	徇	ɦioŋ	ɦ	ioŋ	阳平				
719	從	从	ɦyɔ	ɦ	yɔ	阳平				
720	徨	徨	ɦuɔ	ɦ	uɔ	阳平				
721	循	循	ɦioŋ	ɦ	ioŋ	阳平				
722	徭	徭	ɦiɛ	ɦ	iɛ	阳平				
723	忘	忘	ɦuɔ	ɦ	uɔ	阳平				
724	怡	怡	ɦi	ɦ	i	阳平				
725	恒	恒	ɦaŋ	ɦ	aŋ	阳平				
726	惶	惶	ɦuɔ	ɦ	uɔ	阳平				
727	慵	慵	ɦioŋ	ɦ	ioŋ	阳平				
728	憔	憔	ɦiɛ	ɦ	iɛ	阳平				
729	懸	悬	ɦy	ɦ	y	阳平				
730	懿	懿	ɦi	ɦ	i	阳平				
731	戕	戕	ɦi	ɦ	i	阳平				
732	房	房	ɦuɔ	ɦ	uɔ	阳平				
733	揉	揉	ɦiɤu	ɦ	iɤu	阳平				
734	揚	扬	ɦi	ɦ	i	阳平				
735	援	援	ɦy	ɦ	y	阳平				
736	搖	摇	ɦiɛ	ɦ	iɛ	阳平				
737	旋	旋	ɦy	ɦ	y	阳平				
738	旬	旬	ɦioŋ	ɦ	ioŋ	阳平				
739	晗	晗	ɦø	ɦ	ø	阳平				
740	杭	杭	ɦuɔ	ɦ	uɔ	阳平				
741	柔	柔	ɦiɤu	ɦ	iɤu	阳平				
742	柚	柚	ɦiau	ɦ	iau	阳平	～木			
743	桁	桁	ɦuɔ	ɦ	uɔ	阳平				
744	桁	桁	ɦɛ	ɦ	ɛ	阳平				
745	桓	桓	ɦy	ɦ	y	阳平				
746	椰	椰	ɦi	ɦ	i	阳平				
747	楊	杨	ɦi	ɦ	i	阳平				
748	楹	楹	ɦiaŋ	ɦ	iaŋ	阳平				
749	榕	榕	ɦioŋ	ɦ	ioŋ	阳平				
750	榮	荣	ɦioŋ	ɦ	ioŋ	阳平				
751	槱	槱	ɦiau	ɦ	iau	阳平				
752	樵	樵	ɦiɛ	ɦ	iɛ	阳平				
753	橈	桡	ɦiɛ	ɦ	iɛ	阳平				
754	毫	毫	ɦɜ	ɦ	ɜ	阳平				
755	沆	沆	ɦuɔ	ɦ	uɔ	阳平				
756	油	油	ɦiau	ɦ	iau	阳平				
757	沿	沿	ɦi	ɦ	i	阳平				
758	泅	泅	ɦiɤu	ɦ	iɤu	阳平				
759	泉	泉	ɦy	ɦ	y	阳平				
760	洋	洋	ɦi	ɦ	i	阳平				
761	洪	洪	ɦoŋ	ɦ	oŋ	阳平				
762	浛	浛	ɦø	ɦ	ø	阳平				
763	涎	涎	ɦi	ɦ	i	阳平				
764	涵	涵	ɦa	ɦ	a	阳平				
765	淆	淆	ɦuɔ	ɦ	uɔ	阳平				
766	淫	淫	ɦiaŋ	ɦ	iaŋ	阳平				
767	湟	湟	ɦuɔ	ɦ	uɔ	阳平				
768	溶	溶	ɦioŋ	ɦ	ioŋ	阳平				
769	潛	潜	ɦi	ɦ	i	阳平				
770	潢	潢	ɦuɔ	ɦ	uɔ	阳平				
771	濠	濠	ɦɜ	ɦ	ɜ	阳平				
772	瀛	瀛	ɦiaŋ	ɦ	iaŋ	阳平				
773	炎	炎	ɦi	ɦ	i	阳平				
774	焉	焉	ɦi	ɦ	i	阳平	語～不詳			
775	然	然	ɦi	ɦ	i	阳平				
776	煌	煌	ɦuɔ	ɦ	uɔ	阳平				
777	熊	熊	ɦioŋ	ɦ	ioŋ	阳平				
778	熒	荧	ɦioŋ	ɦ	ioŋ	阳平				
779	熔	熔	ɦioŋ	ɦ	ioŋ	阳平				
780	燃	燃	ɦi	ɦ	i	阳平				
781	營	营	ɦioŋ	ɦ	ioŋ	阳平				
782	爺	爷	ɦi	ɦ	i	阳平				
783	爻	爻	ɦuɔ	ɦ	uɔ	阳平				
784	牆	墙	ɦi	ɦ	i	阳平				
785	猴	猴	ɦau	ɦ	au	阳平				
786	猶	犹	ɦiau	ɦ	iau	阳平				
787	猷	猷	ɦiau	ɦ	iau	阳平				
788	猿	猿	ɦy	ɦ	y	阳平				
789	玄	玄	ɦy	ɦ	y	阳平				
790	王	王	ɦyɔ	ɦ	yɔ	阳平				
791	珧	珧	ɦiɛ	ɦ	iɛ	阳平				
792	珩	珩	ɦɛ	ɦ	ɛ	阳平				
793	琀	琀	ɦø	ɦ	ø	阳平				
794	瑕	瑕	ɦo	ɦ	o	阳平				
795	瑤	瑶	ɦiɛ	ɦ	iɛ	阳平				
796	瑩	莹	ɦiaŋ	ɦ	iaŋ	阳平	～光			
797	瑩	莹	ɦioŋ	ɦ	ioŋ	阳平				
798	璜	璜	ɦuɔ	ɦ	uɔ	阳平				
799	由	由	ɦiau	ɦ	iau	阳平				
800	畦	畦	ɦi	ɦ	i	阳平				
801	疣	疣	ɦiau	ɦ	iau	阳平				
802	痍	痍	ɦi	ɦ	i	阳平				
803	痕	痕	ɦaŋ	ɦ	aŋ	阳平				
804	痕	痕	ɦø	ɦ	ø	阳平				
805	瘊	瘊	ɦau	ɦ	au	阳平				
806	癀	癀	ɦuɔ	ɦ	uɔ	阳平				
807	癇	痫	ɦa	ɦ	a	阳平				
808	皇	皇	ɦuɔ	ɦ	uɔ	阳平				
809	盈	盈	ɦiaŋ	ɦ	iaŋ	阳平				
810	祥	祥	ɦi	ɦ	i	阳平				
811	禪	禅	ɦi	ɦ	i	阳平				
812	移	移	ɦi	ɦ	i	阳平				
813	窯	窑	ɦiɛ	ɦ	iɛ	阳平				
814	筠	筠	ɦioŋ	ɦ	ioŋ	阳平				
815	筵	筵	ɦi	ɦ	i	阳平				
816	篁	篁	ɦuɔ	ɦ	uɔ	阳平				
817	篌	篌	ɦau	ɦ	au	阳平				
818	簧	簧	ɦuɔ	ɦ	uɔ	阳平				
819	簷	檐	ɦi	ɦ	i	阳平				
820	紅	红	ɦoŋ	ɦ	oŋ	阳平				
821	紈	纨	ɦy	ɦ	y	阳平				
822	純	纯	ɦioŋ	ɦ	ioŋ	阳平				
823	紜	纭	ɦioŋ	ɦ	ioŋ	阳平				
824	絎	绗	ɦuɔ	ɦ	uɔ	阳平				
825	緣	缘	ɦy	ɦ	y	阳平				
826	縫	缝	ɦoŋ	ɦ	oŋ	阳平	動			
827	繇	繇	ɦiau	ɦ	iau	阳平				
828	繇	繇	ɦiɛ	ɦ	iɛ	阳平				
829	羊	羊	ɦi	ɦ	i	阳平				
830	翃	翃	ɦoŋ	ɦ	oŋ	阳平				
831	耘	耘	ɦioŋ	ɦ	ioŋ	阳平				
832	耶	耶	ɦi	ɦ	i	阳平				
833	肴	肴	ɦuɔ	ɦ	uɔ	阳平				
834	航	航	ɦuɔ	ɦ	uɔ	阳平				
835	船	船	ɦy	ɦ	y	阳平				
836	菡	菡	ɦa	ɦ	a	阳平				
837	華	华	ɦo	ɦ	o	阳平				
838	蓉	蓉	ɦioŋ	ɦ	ioŋ	阳平				
839	蓉	蓉	ɦyɔ	ɦ	yɔ	阳平	芙～			
840	蕕	莸	ɦiau	ɦ	iau	阳平				
841	蕘	荛	ɦiɛ	ɦ	iɛ	阳平				
842	蘅	蘅	ɦa	ɦ	a	阳平				
843	號	号	ɦɜ	ɦ	ɜ	阳平	叫			
844	虹	虹	ɦoŋ	ɦ	oŋ	阳平				
845	蚰	蚰	ɦiau	ɦ	iau	阳平				
846	蛇	蛇	ɦi	ɦ	i	阳平	委～			
847	蜒	蜒	ɦi	ɦ	i	阳平				
848	蝗	蝗	ɦuɔ	ɦ	uɔ	阳平				
849	蝣	蝣	ɦiau	ɦ	iau	阳平				
850	蝤	蝤	ɦiau	ɦ	iau	阳平	～蠓，青蟹			
851	蝦	虾	ɦo	ɦ	o	阳平	～蟆			
852	融	融	ɦioŋ	ɦ	ioŋ	阳平				
853	螢	萤	ɦiaŋ	ɦ	iaŋ	阳平	火～光光			
854	螢	萤	ɦioŋ	ɦ	ioŋ	阳平				
855	蟬	蝉	ɦi	ɦ	i	阳平				
856	蟾	蟾	ɦi	ɦ	i	阳平				
857	蠅	蝇	ɦiaŋ	ɦ	iaŋ	阳平	小飛蚋			
858	蠔	蚝	ɦɜ	ɦ	ɜ	阳平				
859	行	行	ɦuɔ	ɦ	uɔ	阳平	銀～			
860	行	行	ɦɛ	ɦ	ɛ	阳平	～動			
861	衡	衡	ɦa	ɦ	a	阳平				
862	袁	袁	ɦy	ɦ	y	阳平				
863	裳	裳	ɦi	ɦ	i	阳平				
864	詳	详	ɦi	ɦ	i	阳平				
865	謡	謡	ɦiɛ	ɦ	iɛ	阳平				
866	豪	豪	ɦɜ	ɦ	ɜ	阳平				
867	貽	贻	ɦi	ɦ	i	阳平				
868	賢	贤	ɦi	ɦ	i	阳平				
869	贏	赢	ɦiaŋ	ɦ	iaŋ	阳平				
870	蹂	蹂	ɦiɤu	ɦ	iɤu	阳平				
871	蹊	蹊	ɦi	ɦ	i	阳平				
872	輶	輶	ɦiau	ɦ	iau	阳平				
873	轅	辕	ɦy	ɦ	y	阳平				
874	迒	迒	ɦuɔ	ɦ	uɔ	阳平				
875	逢	逢	ɦoŋ	ɦ	oŋ	阳平				
876	遐	遐	ɦo	ɦ	o	阳平				
877	遑	遑	ɦuɔ	ɦ	uɔ	阳平				
878	遙	遥	ɦiɛ	ɦ	iɛ	阳平				
879	邢	邢	ɦiaŋ	ɦ	iaŋ	阳平				
880	邯	邯	ɦø	ɦ	ø	阳平				
881	郵	邮	ɦiau	ɦ	iau	阳平				
882	酋	酋	ɦiau	ɦ	iau	阳平				
883	酣	酣	ɦø	ɦ	ø	阳平				
884	鈾	铀	ɦiau	ɦ	iau	阳平				
885	鉛	铅	ɦi	ɦ	i	阳平				
886	銜	衔	ɦa	ɦ	a	阳平				
887	鏵	铧	ɦo	ɦ	o	阳平				
888	閎	闳	ɦoŋ	ɦ	oŋ	阳平				
889	閑	闲	ɦa	ɦ	a	阳平				
890	閻	阎	ɦi	ɦ	i	阳平				
891	防	防	ɦuɔ	ɦ	uɔ	阳平				
892	降	降	ɦi	ɦ	i	阳平	投降			
893	降	降	ɦuɔ	ɦ	uɔ	阳平	投～			
894	陶	陶	ɦiɛ	ɦ	iɛ	阳平	皋～，古人名			
895	陽	阳	ɦi	ɦ	i	阳平				
896	隍	隍	ɦuɔ	ɦ	uɔ	阳平				
897	雄	雄	ɦioŋ	ɦ	ioŋ	阳平				
898	霞	霞	ɦo	ɦ	o	阳平				
899	霪	霪	ɦiaŋ	ɦ	iaŋ	阳平				
900	鞋	鞋	ɦa	ɦ	a	阳平				
901	韓	韩	ɦy	ɦ	y	阳平				
902	韶	韶	ɦiɛ	ɦ	iɛ	阳平				
903	頏	颃	ɦuɔ	ɦ	uɔ	阳平				
904	頤	颐	ɦi	ɦ	i	阳平				
905	餱	糇	ɦau	ɦ	au	阳平				
906	饒	饶	ɦiɛ	ɦ	iɛ	阳平				
907	馮	冯	ɦoŋ	ɦ	oŋ	阳平				
908	驊	骅	ɦo	ɦ	o	阳平				
909	骸	骸	ɦa	ɦ	a	阳平				
910	髯	髯	ɦi	ɦ	i	阳平				
911	魂	魂	ɦy	ɦ	y	阳平				
912	魴	鲂	ɦuɔ	ɦ	uɔ	阳平				
913	魷	鱿	ɦiau	ɦ	iau	阳平				
914	鰉	鳇	ɦuɔ	ɦ	uɔ	阳平				
915	鰩	鳐	ɦiɛ	ɦ	iɛ	阳平				
916	鴻	鸿	ɦoŋ	ɦ	oŋ	阳平				
917	鷳	鹇	ɦa	ɦ	a	阳平				
918	鹽	盐	ɦi	ɦ	i	阳平				
919	黃	黄	ɦa	ɦ	a	阳平	～昏			
920	黃	黄	ɦuɔ	ɦ	uɔ	阳平				
921	□	□	mo	m	o	阳平	<扌麻>抓			
922	□	□	mɜ	m	ɜ	阳平	<無好>壞			
923	侔	侔	mɜ	m	ɜ	阳平				
924	們	们	maŋ	m	aŋ	阳平				
925	冥	冥	meŋ	m	eŋ	阳平				
926	厖	厖	muɔ	m	uɔ	阳平				
927	名	名	meŋ	m	eŋ	阳平				
928	哞	哞	mɜ	m	ɜ	阳平				
929	嘛	嘛	mo	m	o	阳平	助詞			
930	埋	埋	ma	m	a	阳平				
931	埋	埋	mo	m	o	阳平	～怨			
932	媒	媒	mai	m	ai	阳平				
933	媚	媚	mei	m	ei	阳平				
934	岷	岷	meŋ	m	eŋ	阳平				
935	嵋	嵋	mei	m	ei	阳平				
936	彌	弥	mei	m	ei	阳平				
937	忘	忘	maŋ	m	aŋ	阳平	忘記			
938	忙	忙	muɔ	m	uɔ	阳平				
939	捫	扪	maŋ	m	aŋ	阳平				
940	摩	摩	mo	m	o	阳平				
941	摩	摩	mu	m	u	阳平				
942	摩	摩	møy	m	øy	阳平				
943	旄	旄	mɜ	m	ɜ	阳平				
944	明	明	maŋ	m	aŋ	阳平	～朝			
945	明	明	meŋ	m	eŋ	阳平				
946	曼	曼	ma	m	a	阳平				
947	朦	朦	moŋ	m	oŋ	阳平				
948	枚	枚	mai	m	ai	阳平				
949	梅	梅	mai	m	ai	阳平				
950	棉	棉	mi	m	i	阳平				
951	楣	楣	mei	m	ei	阳平				
952	模	模	mo	m	o	阳平				
953	模	模	mu	m	u	阳平				
954	模	模	møy	m	øy	阳平				
955	檬	檬	moŋ	m	oŋ	阳平				
956	毛	毛	mɜ	m	ɜ	阳平				
957	民	民	meŋ	m	eŋ	阳平				
958	氓	氓	muɔ	m	uɔ	阳平				
959	泯	泯	meŋ	m	eŋ	阳平				
960	湄	湄	mei	m	ei	阳平				
961	溟	溟	meŋ	m	eŋ	阳平				
962	漠	漠	mo	m	o	阳平	沙～			
963	漫	漫	mø	m	ø	阳平				
964	煤	煤	mai	m	ai	阳平				
965	牟	牟	moŋ	m	oŋ	阳平	蝤～，青蟹			
966	牟	牟	mɜ	m	ɜ	阳平				
967	牤	牤	muɔ	m	uɔ	阳平				
968	牻	牻	muɔ	m	uɔ	阳平				
969	犛	牦	mɜ	m	ɜ	阳平				
970	玫	玫	mai	m	ai	阳平				
971	痲	痲	mo	m	o	阳平				
972	盟	盟	meŋ	m	eŋ	阳平				
973	眉	眉	mei	m	ei	阳平				
974	眠	眠	mi	m	i	阳平				
975	眸	眸	mɜ	m	ɜ	阳平				
976	瞑	瞑	meŋ	m	eŋ	阳平				
977	瞞	瞒	mø	m	ø	阳平				
978	矛	矛	muɔ	m	uɔ	阳平				
979	硭	硭	muɔ	m	uɔ	阳平				
980	磨	磨	møy	m	øy	阳平				
981	禖	禖	mai	m	ai	阳平				
982	糜	糜	mei	m	ei	阳平				
983	綿	绵	mi	m	i	阳平				
984	膜	膜	mo	m	o	阳平				
985	膜	膜	mu	m	u	阳平				
986	芒	芒	moŋ	m	oŋ	阳平				
987	芒	芒	muɔ	m	uɔ	阳平				
988	茅	茅	muɔ	m	uɔ	阳平				
989	茗	茗	meŋ	m	eŋ	阳平				
990	茫	茫	muɔ	m	uɔ	阳平				
991	莓	莓	mai	m	ai	阳平				
992	莽	莽	muɔ	m	uɔ	阳平	～撞，魯莽			
993	蔓	蔓	ma	m	a	阳平	～菁			
994	麻	麻	mo	m	o	阳平				
995	虻	虻	muɔ	m	uɔ	阳平				
996	蚊	蚊	maŋ	m	aŋ	阳平				
997	蛑	蛑	moŋ	m	oŋ	阳平				
998	蛑	蛑	mɜ	m	ɜ	阳平				
999	蛾	蛾	mai	m	ai	阳平	燈蛾			
1000	蝥	蝥	muɔ	m	uɔ	阳平				
1001	螟	螟	meŋ	m	eŋ	阳平				
1002	蟆	蟆	mo	m	o	阳平				
1003	蟊	蟊	muɔ	m	uɔ	阳平				
1004	蠓	蠓	moŋ	m	oŋ	阳平				
1005	蠻	蛮	ma	m	a	阳平				
1006	謀	谋	mɜ	m	ɜ	阳平				
1007	謨	谟	mu	m	u	阳平				
1008	謾	谩	mø	m	ø	阳平				
1009	貓	猫	muɔ	m	uɔ	阳平	大～，老虎			
1010	迷	迷	mei	m	ei	阳平				
1011	邙	邙	muɔ	m	uɔ	阳平				
1012	酕	酕	mɜ	m	ɜ	阳平				
1013	酩	酩	meŋ	m	eŋ	阳平				
1014	酶	酶	mai	m	ai	阳平				
1015	銘	铭	meŋ	m	eŋ	阳平				
1016	錨	锚	muɔ	m	uɔ	阳平				
1017	鍪	鍪	mɜ	m	ɜ	阳平				
1018	鋩	铓	muɔ	m	uɔ	阳平				
1019	門	门	maŋ	m	aŋ	阳平				
1020	霾	霾	ma	m	a	阳平				
1021	靡	靡	mei	m	ei	阳平				
1022	鞔	鞔	mø	m	ø	阳平	～鼓			
1023	顢	颟	mø	m	ø	阳平	～頇			
1024	饅	馒	mø	m	ø	阳平				
1025	髦	髦	mɜ	m	ɜ	阳平				
1026	髳	髳	mɜ	m	ɜ	阳平				
1027	魔	魔	møy	m	øy	阳平				
1028	鰻	鳗	mø	m	ø	阳平				
1029	鳴	鸣	meŋ	m	eŋ	阳平				
1030	麋	麋	mei	m	ei	阳平				
1031	麻	麻	mo	m	o	阳平				
1032	黴	霉	mai	m	ai	阳平				
1033	□	□	niɛ	n	iɛ	阳平	伸頭			
1034	儂	侬	naŋ	n	aŋ	阳平	人			
1035	儺	傩	no	n	o	阳平				
1036	南	南	nø	n	ø	阳平				
1037	呶	呶	nuɔ	n	uɔ	阳平				
1038	哪	哪	nuɔ	n	uɔ	阳平	～吒，神名			
1039	喃	喃	nø	n	ø	阳平				
1040	囊	囊	nuɔ	n	uɔ	阳平				
1041	囔	囔	nuɔ	n	uɔ	阳平				
1042	奴	奴	nøy	n	øy	阳平	～才			
1043	奴	奴	nɤu	n	ɤu	阳平				
1044	孥	孥	nɤu	n	ɤu	阳平				
1045	峱	峱	nɜ	n	ɜ	阳平				
1046	弩	弩	nɤu	n	ɤu	阳平				
1047	挪	挪	no	n	o	阳平				
1048	挼	挼	nai	n	ai	阳平				
1049	捼	捼	ne	n	e	阳平	挼，揉按			
1050	撓	挠	nuɔ	n	uɔ	阳平				
1051	楠	楠	nø	n	ø	阳平				
1052	濃	浓	noŋ	n	oŋ	阳平	文			
1053	猱	猱	nɜ	n	ɜ	阳平				
1054	男	男	nø	n	ø	阳平				
1055	能	能	naŋ	n	aŋ	阳平				
1056	膿	脓	noŋ	n	oŋ	阳平				
1057	蝻	蝻	nø	n	ø	阳平				
1058	農	农	noŋ	n	oŋ	阳平				
1059	鐃	铙	nuɔ	n	uɔ	阳平				
1060	難	难	na	n	a	阳平				
1061	駑	驽	nɤu	n	ɤu	阳平				
1062	人	人	ȵaŋ	ȵ	aŋ	阳平	新孺人，新娘			
1063	仁	仁	ȵaŋ	ȵ	aŋ	阳平				
1064	任	任	ȵaŋ	ȵ	aŋ	阳平				
1065	倪	倪	ȵi	ȵ	i	阳平				
1066	元	元	ȵy	ȵ	y	阳平				
1067	凝	凝	ȵaŋ	ȵ	aŋ	阳平				
1068	危	危	ȵy	ȵ	y	阳平				
1069	原	原	ȵy	ȵ	y	阳平				
1070	吟	吟	ȵaŋ	ȵ	aŋ	阳平				
1071	呢	呢	ȵi	ȵ	i	阳平				
1072	嚀	咛	ȵaŋ	ȵ	aŋ	阳平				
1073	嚴	严	ȵi	ȵ	i	阳平				
1074	垠	垠	ȵaŋ	ȵ	aŋ	阳平				
1075	堯	尧	ȵa	ȵ	a	阳平				
1076	壬	壬	ȵaŋ	ȵ	aŋ	阳平				
1077	妍	妍	ȵi	ȵ	i	阳平				
1078	宜	宜	ȵi	ȵ	i	阳平				
1079	寧	宁	ȵaŋ	ȵ	aŋ	阳平				
1080	尼	尼	ȵi	ȵ	i	阳平				
1081	尿	尿	ȵa	ȵ	a	阳平				
1082	嶢	峣	ȵa	ȵ	a	阳平				
1083	年	年	ȵi	ȵ	i	阳平				
1084	怩	怩	ȵi	ȵ	i	阳平				
1085	愚	愚	ȵy	ȵ	y	阳平				
1086	扭	扭	ȵau	ȵ	au	阳平	扭轉			
1087	拈	拈	ȵi	ȵ	i	阳平				
1088	攆	撵	ȵi	ȵ	i	阳平				
1089	沂	沂	ȵi	ȵ	i	阳平				
1090	泥	泥	ȵi	ȵ	i	阳平				
1091	源	源	ȵy	ȵ	y	阳平				
