繁體	简体	音標	註釋	聲	韻	調							
屠	屠	tʰu̜˧˩		tʰ	u̜	˧˩							
圖	图	tʰu̜˧˩		tʰ	u̜	˧˩							
徒	徒	tʰu̜˧˩		tʰ	u̜	˧˩							
肚	肚	tɔ˩˩˨	肚皮	t	ɔ	˩˩˨							
肚	肚	tu̜˩˩˨		t	u̜	˩˩˨							
杜	杜	tu̜˩˩˨		t	u̜	˩˩˨							
度	度	tu̜˩˩˨		t	u̜	˩˩˨							
渡	渡	tu̜˩˩˨		t	u̜	˩˩˨							
鍍	镀	tu̜˩˩˨		t	u̜	˩˩˨							
奴	奴	nu̜˧˩		n	u̜	˧˩							
努	努	nu̜˦˨		n	u̜	˦˨							
𠴂	𠴂	nu̜˦˨		n	u̜	˦˨							
怒	怒	nu̜˩˩˨		n	u̜	˩˩˨							
驢	驢	nu̜˧˩		n	u̜	˧˩							
盧	卢	nu̜˧˩		n	u̜	˧˩							
爐	炉	nu̜˧˩		n	u̜	˧˩							
鹵	卤	nu̜˦˨		n	u̜	˦˨							
魯	鲁	nu̜˦˨		n	u̜	˦˨							
櫓	橹	nu̜˦˨		n	u̜	˦˨							
虜	虏	nu̜˦˨		n	u̜	˦˨							
露	露	nu̜˩˩˨		n	u̜	˩˩˨							
璐	璐	nu̜˩˩˨		n	u̜	˩˩˨							
簬	簬	nu̜˩˩˨		n	u̜	˩˩˨							
鷺	鹭	nu̜˩˩˨		n	u̜	˩˩˨							
𦌕	𦌕	nu̜˩˩˨		n	u̜	˩˩˨							
虂	虂	nu̜˩˩˨		n	u̜	˩˩˨							
𤅟	𤅟	nu̜˩˩˨		n	u̜	˩˩˨							
潞	潞	nu̜˩˩˨		n	u̜	˩˩˨							
路	路	nu̜˩˩˨		n	u̜	˩˩˨							
賂	赂	nu̜˩˩˨		n	u̜	˩˩˨							
租	租	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
祖	祖	t͡s̻u̜˦˨		t͡s̻	u̜	˦˨							
組	组	t͡s̻u̜˦˨		t͡s̻	u̜	˦˨							
做	做	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
粗	粗	t͡s̻ʰu̜˧˥		t͡s̻ʰ	u̜	˧˥							
醋	醋	t͡s̻ʰu̜˩˩˨		t͡s̻ʰ	u̜	˩˩˨							
錯	错	t͡s̻ʰɔ˩˩˨		t͡s̻ʰ	ɔ	˩˩˨							
措	措	t͡s̻ʰu̜˩˩˨		t͡s̻ʰ	u̜	˩˩˨							
蘇	苏	s̻u̜˧˥		s̻	u̜	˧˥							
酥	酥	s̻u̜˧˥		s̻	u̜	˧˥							
素	素	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
愫	愫	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
塑	塑	s̻ɔ˩˩˨	最老派	s̻	ɔ	˩˩˨							
塑	塑	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
訴	诉	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
嗉	嗉	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
辜	辜	ku̜˧˥		k	u̜	˧˥							
菰	菰	ku̜˧˥	茨～	k	u̜	˧˥							
孤	孤	ku̜˧˥		k	u̜	˧˥							
箍	箍	kʰu̜˧˥		kʰ	u̜	˧˥							
跍	跍	kʰu̜˧˩	動詞，1.表示居住 2.表示蹲下，同（躣）	kʰ	u̜	˧˩							
咕	咕	ku̜˧˥	~噥	k	u̜	˧˥							
姑	姑	ku̜˧˥		k	u̜	˧˥							
估	估	ku̜˦˨		k	u̜	˦˨							
古	古	ku̜˦˨		k	u̜	˦˨							
賈	贾	ku̜˦˨		k	u̜	˦˨							
股	股	ku̜˦˨		k	u̜	˦˨							
鼓	鼓	ku̜˦˨		k	u̜	˦˨							
蠱	蛊	ku̜˦˨		k	u̜	˦˨							
牯	牯	ku̜˦˨	1.表示公牛。2.形容人犟，固執	k	u̜	˦˨							
故	故	ku̜˩˩˨		k	u̜	˩˩˨							
顧	顾	ku̜˩˩˨		k	u̜	˩˩˨							
固	固	ku̜˩˩˨		k	u̜	˩˩˨							
雇	雇	ku̜˩˩˨		k	u̜	˩˩˨							
僱	雇	ku̜˩˩˨		k	u̜	˩˩˨							
枯	枯	kʰu̜˧˥		kʰ	u̜	˧˥							
苦	苦	kʰu̜˦˨		kʰ	u̜	˦˨							
庫	库	kʰu̜˩˩˨		kʰ	u̜	˩˩˨							
褲	裤	kʰu̜˩˩˨		kʰ	u̜	˩˩˨							
梧	梧	ʋ̩˧˩		Ø	ʋ̩	˧˩							
吾	吾	ŋu̜˦˨		ŋ	u̜	˦˨							
吳	吴	ʋ̩˧˩		Ø	ʋ̩	˧˩							
五	五	ʋ̩˦˨		Ø	ʋ̩	˦˨							
忤	忤	ʋ̩˦˨		Ø	ʋ̩	˦˨							
啎	啎	ʋ̩˦˨		Ø	ʋ̩	˦˨							
迕	迕	ʋ̩˦˨		Ø	ʋ̩	˦˨							
午	午	ʋ̩˦˨		Ø	ʋ̩	˦˨							
伍	伍	ʋ̩˦˨		Ø	ʋ̩	˦˨							
悟	悟	ʋ̩˩˩˨		Ø	ʋ̩	˩˩˨							
誤	误	ʋ̩˩˩˨		Ø	ʋ̩	˩˩˨							
呼	呼	xu̜˧˥	最老派文讀	x	u̜	˧˥							
呼	呼	fʋ̩˧˥		f	ʋ̩	˧˥							
雽	雽	xu̜˧˥	最老派文讀	x	u̜	˧˥							
雽	雽	fʋ̩˧˥		f	ʋ̩	˧˥							
虎	虎	xu̜˦˨	最老派文讀	x	u̜	˦˨							
虎	虎	fʋ̩˦˨		f	ʋ̩	˦˨							
琥	琥	xu̜˦˨	最老派文讀	x	u̜	˦˨							
琥	琥	fʋ̩˦˨		f	ʋ̩	˦˨							
滸	浒	xu̜˦˨	最老派文讀	x	u̜	˦˨							
滸	滸	fʋ̩˦˨		f	ʋ̩	˦˨							
戽	戽	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
戽	戽	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
乯	乯	xu̜˧˩	最老派文讀	x	u̜	˧˩							
乯	乯	fʋ̩˧˩		f	ʋ̩	˧˩							
乎	乎	xu̜˧˩	最老派文讀	x	u̜	˧˩							
乎	乎	fʋ̩˧˩		f	ʋ̩	˧˩							
壺	壶	xu̜˧˩	最老派文讀	x	u̜	˧˩							
壺	壶	fʋ̩˧˩		f	ʋ̩	˧˩							
瓠	瓠	xu̜˧˩	最老派文讀	x	u̜	˧˩							
瓠	瓠	fʋ̩˧˩		f	ʋ̩	˧˩							
胡	胡	xu̜˧˩	最老派文讀	x	u̜	˧˩							
胡	胡	fʋ̩˧˩		f	ʋ̩	˧˩							
狐	狐	xu̜˧˩	最老派文讀	x	u̜	˧˩							
狐	狐	fʋ̩˧˩		f	ʋ̩	˧˩							
弧	弧	xu̜˧˩	最老派文讀	x	u̜	˧˩							
弧	弧	fʋ̩˧˩		f	ʋ̩	˧˩							
湖	湖	xu̜˧˩	最老派文讀	x	u̜	˧˩							
湖	湖	fʋ̩˧˩		f	ʋ̩	˧˩							
雽	雽	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
雽	雽	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
戶	户	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
戶	户	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
扈	扈	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
扈	扈	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
滬	沪	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
滬	沪	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
互	互	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
互	互	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
護	护	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
護	护	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
瓠	瓠	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
瓠	瓠	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
祜	祜	xu̜˩˩˨	最老派文讀	x	u̜	˩˩˨							
祜	祜	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
鄔	邬	ʋ̩˧˥		Ø	ʋ̩	˧˥							
烏	乌	ʋ̩˧˥		Ø	ʋ̩	˧˥							
汙	污	ʋ̩˧˥		Ø	ʋ̩	˧˥							
塢	坞	ʋ̩˧˥		Ø	ʋ̩	˧˥							
惡	恶	ʋ̩˩˩˨		Ø	ʋ̩	˩˩˨							
女	女	n̠ᶽy̑i˦˨		n̠ᶽ	y̑i	˦˨							
廬	庐	nu̜˧˩		n	u̜	˧˩							
驢	驴	nu̜˧˩		n	u̜	˧˩							
呂	吕	ny̑i˦˨	文讀	n	y̑i	˦˨							
鋁	铝	ny̑i˦˨		n	y̑i	˦˨							
侶	侣	ny̑i˦˨	文讀，如：情侶	n	y̑i	˦˨							
旅	旅	ny̑i˦˨		n	y̑i	˦˨							
慮	虑	nwe̞ɪ̯˩˩˨		n	we̞ɪ̯	˩˩˨							
濾	滤	nwe̞ɪ̯˩˩˨		n	we̞ɪ̯	˩˩˨							
蛆	蛆	t͡ɕʰy̑i˧˥		t͡ɕʰ	y̑i	˧˥							
疽	疽	t͡ɕy̑i˧˥		t͡ɕ	y̑i	˧˥							
苴	苴	t͡ɕy̑i˧˥		t͡ɕ	y̑i	˧˥							
䃊	䃊	t͡ɕy̑i˦˨		t͡ɕ	y̑i	˦˨							
咀	咀	t͡ɕy̑i˦˨		t͡ɕ	y̑i	˦˨							
咀	咀	t͡s̻we̞ɪ̯˦˨	主要用于地名	t͡s̻	we̞ɪ̯	˦˨							
胥	胥	ɕy̑i˩˩˨		s̻	y̑i	˩˩˨							
絮	絮	s̻we̞ɪ̯˩˩˨		s̻	we̞ɪ̯	˩˩˨							
徐	徐	ɕy̑i˧˩		ɕ	y̑i	˧˩							
序	序	ɕy̑i˩˩˨		ɕ	y̑i	˩˩˨							
緒	绪	ɕy̑i˩˩˨		ɕ	y̑i	˩˩˨							
敘	叙	ɕy̑i˩˩˨		ɕ	y̑i	˩˩˨							
豬	猪	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
著	着	tɑʊ̯˦˨	白讀，如：站著 坐著	t	ɑʊ̯	˦˨							
褚	褚	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
除	除	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
儲	储	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
䊰	䊰	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
苧	苎	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
箸	箸	t͡s̻u̜˩˩˨	筷子	t͡s̻	u̜	˩˩˨							
詛	诅	t͡s̻u̜˦˨		t͡s̻	u̜	˦˨							
阻	阻	t͡s̻u̜˦˨		t͡s̻	u̜	˦˨							
榋	榋	t͡s̻ʰu̜˧˥		t͡s̻ʰ	u̜	˧˥							
初	初	t͡s̻ʰu̜˧˥		t͡s̻ʰ	u̜	˧˥							
𪓐	𪓐	t͡s̻ʰu̜˦˨		t͡s̻ʰ	u̜	˦˨							
濋	濋	t͡s̻ʰu̜˦˨		t͡s̻ʰ	u̜	˦˨							
憷	憷	t͡s̻ʰu̜˦˨		t͡s̻ʰ	u̜	˦˨							
礎	础	t͡s̻ʰu̜˦˨		t͡s̻ʰ	u̜	˦˨							
楚	楚	t͡s̻ʰu̜˦˨		t͡s̻ʰ	u̜	˦˨							
鋤	锄	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
鋤	锄	t͡s̻ʰu̜˧˩	鋤頭	t͡s̻ʰ	u̜	˧˩							
疏	疏	s̻u̜˧˥		s̻	u̜	˧˥							
蔬	蔬	s̻u̜˧˥		s̻	u̜	˧˥							
梳	梳	s̻u̜˧˥		s̻	u̜	˧˥							
㧧	㧧	s̻u̜˧˥		s̻	u̜	˧˥							
所	所	s̻ɔ˦˨		s̻	ɔ	˦˨							
疏	疏	s̻u̜˧˥		s̻	u̜	˧˥							
諸	诸	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
煮	煮	t͡s̻u̜˦˨		t͡s̻	u̜	˦˨							
處	处	t͡s̻ʰu̜˦˨		t͡s̻ʰ	u̜	˦˨							
處	处	t͡s̻ʰu̜˩˩˨		t͡s̻ʰ	u̜	˩˩˨							
書	书	s̻u̜˧˥		s̻	u̜	˧˥							
舒	舒	s̻u̜˧˥		s̻	u̜	˧˥							
鼠	鼠	s̻u̜˦˨		s̻	u̜	˦˨							
鼠	鼠	s̻we̞ɪ̯˦˨	白讀，如：檐老～	s̻	we̞ɪ̯	˦˨							
暑	暑	s̻u̜˦˨		s̻	u̜	˦˨							
黍	黍	s̻o̞˧		s̻	o̞	˧							
墅	墅	s̻u̜˦˨		s̻	u̜	˦˨							
庶	庶	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
恕	恕	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
薯	薯	s̻u̜˦˨	蕃薯	s̻	u̜	˦˨							
署	署	s̻u̜˦˨		s̻	u̜	˦˨							
龧	龧	s̻u̜˦˨		s̻	u̜	˦˨							
暑	暑	s̻u̜˦˨		s̻	u̜	˦˨							
曙	曙	s̻u̜˦˨		s̻	u̜	˦˨							
𥌓	𥌓	s̻u̜˦˨		s̻	u̜	˦˨							
𭿦	𭿦	s̻u̜˦˨		s̻	u̜	˦˨							
如	如	z̻u̜˧˩		z̻	u̜	˧˩							
汝	汝	z̻u̜˦˨		z̻	u̜	˦˨							
㹘	㹘	z̻u̜˩˩˨		z̻	u̜	˩˩˨							
擩	擩	z̻u̜˧˥	表示把某樣東西塞進某處	z̻	u̜	˧˥							
擩	擩	z̻u̜˩˩˨	表示把某樣東西塞進某處	z̻	u̜	˩˩˨							
居	居	t͡ɕy̑i˧˥		t͡ɕ	y̑i	˧˥							
車	车	t͡ɕy̑i˧˥		t͡ɕ	y̑i	˧˥							
舉	举	t͡ɕy̑i˦˨		t͡ɕ	y̑i	˦˨							
鋸	锯	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
據	据	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
圩	圩	ɕy̑i˧˥	嶺南地名中“墟”的俗字	ɕ	y̑i	˧˥							
墟	墟	ɕy̑i˧˥		ɕ	y̑i	˧˥							
去	去	t͡ɕi̯ɛ˧˥	白讀1	t͡ɕ	i̯ɛ	˧˥							
去	去	t͡ɕi˩˩˨	白讀2	t͡ɕ	i	˩˩˨							
去	去	t͡ɕʰy̑i˩˩˨		t͡ɕʰ	y̑i	˩˩˨							
弆	弆	t͡ɕʰy̑i˩˩˨		t͡ɕʰ	y̑i	˩˩˨							
渠	渠	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
蟝	蟝	t͡ɕʰy̑i˧˩	～蟆指青蛙	t͡ɕʰ	y̑i	˧˩							
巨	巨	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
距	距	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
拒	拒	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
遽	遽	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
䔡	𬝁	y̑i˧˩		Ø	y̑i	˧˩							
𬝁	𬝁	y̑i˧˩		Ø	y̑i	˧˩							
魚	鱼	y̑i˧˩		Ø	y̑i	˧˩							
漁	渔	y̑i˧˩		Ø	y̑i	˧˩							
語	语	y̑i˦˨		Ø	y̑i	˧˩							
禦	御	y̑i˩˩˨		Ø	y̑i	˩˩˨							
御	御	y̑i˩˩˨		Ø	y̑i	˩˩˨							
馭	驭	y̑i˩˩˨		Ø	y̑i	˩˩˨							
虛	虚	ɕy̑i˧˥		ɕ	y̑i	˩˩˨							
噓	嘘	ɕy̑i˧˥		ɕ	y̑i	˧˥							
許	许	xe̞ɪ̯˦˨	許實，許起	x	e̞ɪ̯	˦˨							
許	许	ɕy̑i˦˨		ɕ	y̑i	˦˨							
淤	淤	y̑i˧˥		Ø	y̑i	˧˥							
圩	圩	y̑i˧˩		Ø	y̑i	˧˩							
𡋌	𡋌	y̑i˧˩		Ø	y̑i	˧˩							
雩	雩	y̑i˧˩		Ø	y̑i	˧˩							
于	于	y̑i˧˩	姓氏	Ø	y̑i	˧˩							
於	于	j̟i˧˩	等於是，等於，屬於	j̟	i	˧˩							
餘	余	y̑i˧˩		Ø	y̑i	˧˩							
余	余	y̑i˧˩		Ø	y̑i	˧˩							
與	与	y̑i˦˨		Ø	y̑i	˦˨							
與	与	y̑i˩˩˨		Ø	y̑i	˩˩˨							
譽	誉	y̑i˩˩˨		Ø	y̑i	˩˩˨							
預	预	y̑i˩˩˨		Ø	y̑i	˩˩˨							
豫	豫	y̑i˩˩˨		Ø	y̑i	˩˩˨							
夫	夫	fʋ̩˧˥		f	ʋ̩	˧˥							
麩	麸	fʋ̩˧˥		f	ʋ̩	˧˥							
膚	肤	fʋ̩˧˥		f	ʋ̩	˧˥							
甫	甫	pʰu̜˦˨		pʰ	u̜	˦˨							
斧	斧	fʋ̩˦˨		f	ʋ̩	˦˨							
府	府	fʋ̩˦˨		f	ʋ̩	˦˨							
腑	腑	fʋ̩˦˨		f	ʋ̩	˦˨							
俯	俯	fʋ̩˦˨		f	ʋ̩	˦˨							
賦	赋	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
傅	傅	fʋ̩˩˩˨		f	ʋ̩	˧˥							
傅	傅	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
付	付	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
敷	敷	fʋ̩˧˥		f	ʋ̩	˧˥							
俘	俘	fʋ̩˧˥		f	ʋ̩	˧˥							
怤	怤	fʋ̩˧˥		f	ʋ̩	˧˥							
孚	孚	fʋ̩˧˥		f	ʋ̩	˧˥							
尃	尃	fʋ̩˧˥		f	ʋ̩	˧˥							
孵	孵	fʋ̩˧˥		f	ʋ̩	˧˥							
撫	抚	fʋ̩˦˨		f	ʋ̩	˦˨							
赴	赴	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
赴	赴	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
訃	讣	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
訃	讣	pʰo̞˧		pʰ	o̞	˧							
符	符	fʋ̩˧˩		f	ʋ̩	˧˩							
扶	扶	fʋ̩˧˩		f	ʋ̩	˧˩							
釜	釜	fʋ̩˦˨		f	ʋ̩	˦˨							
鳧	凫	fʋ̩˧˩	洗澡，游泳。也可用於形容人水性好	f	ʋ̩	˧˩							
腐	腐	fʋ̩˦˨		f	ʋ̩	˦˨							
輔	辅	fʋ̩˦˨		f	ʋ̩	˦˨							
父	父	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
附	附	fʋ̩˩˩˨		f	ʋ̩	˩˩˨							
毋	毋	ʋ̩˧˩		Ø	ʋ̩	˧˩							
巫	巫	ʋ̩˧˥		Ø	ʋ̩	˧˥							
誣	诬	ʋ̩˧˥		Ø	ʋ̩	˧˥							
嫵	妩	ʋ̩˧˩		Ø	ʋ̩	˧˩							
無	无	ʋ̩˧˩		Ø	ʋ̩	˧˩							
舞	舞	ʋ̩˦˨		Ø	ʋ̩	˦˨							
侮	侮	ʋ̩˦˨		Ø	ʋ̩	˦˨							
武	武	ʋ̩˦˨		Ø	ʋ̩	˦˨							
𢯞	𢯞	ʋ̩˦˨	做，弄，擺弄	Ø	ʋ̩	˦˨							
鵡	鹉	ʋ̩˦˨		Ø	ʋ̩	˦˨							
霧	雾	ʋ̩˩˩˨		Ø	ʋ̩	˩˩˨							
務	务	ʋ̩˩˩˨		Ø	ʋ̩	˩˩˨							
縷	缕	nwe̞ɪ̯˦˨		n	we̞ɪ̯	˦˨							
縷	缕	nəʊ̯˦˨		n	əʊ̯	˦˨							
屢	屡	nwe̞ɪ̯˦˨		n	we̞ɪ̯	˦˨							
趨	趋	t͡s̻ʰwe̞ɪ̯˧˥		t͡s̻ʰ	we̞ɪ̯	˧˥							
取	取	t͡ɕʰy̑i˦˨		t͡ɕʰ	y̑i	˦˨							
娶	娶	t͡ɕʰy̑i˦˨		t͡ɕʰ	y̑i	˦˨							
趣	趣	t͡s̻ʰwe̞ɪ̯˩˩˨	老派，如：知趣，興趣	t͡s̻ʰ	we̞ɪ̯	˩˩˨							
趣	趣	t͡ɕʰy̑i˩˩˨		t͡ɕʰ	y̑i	˩˩˨							
聚	聚	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
需	需	ɕy̑i˧˥		ɕ	y̑i	˧˥							
須	须	ɕy̑i˧˥		ɕ	y̑i	˧˥							
烏	乌	ʋ̩˧˥		Ø	ʋ̩	˧˥							
鎢	钨	ʋ̩˧˥		Ø	ʋ̩	˧˥							
續	续	ɕi̯o̞˧		ɕ	i̯o̞	˧							
珠	珠	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
蛛	蛛	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
株	株	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
誅	诛	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
駐	驻	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
注	注	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
廚	厨	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
柱	拄	t͡s̻ʰu̜˦˨	白讀動詞，表示用力向下戳	t͡s̻ʰ	u̜	˦˨							
柱	柱	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
住	住	t͡s̻ɔ˩˩˨	白讀動詞，如：在xx〜	t͡s̻	ɔ	˩˩˨							
住	住	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
芻	刍	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
雛	雏	t͡s̻ʰu̜˧˩		t͡s̻ʰ	u̜	˧˩							
數	数	s̻u̜˦˨		s̻	u̜	˦˨							
數	数	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
珠	珠	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
朱	朱	t͡s̻u̜˧˥		t͡s̻	u̜	˧˥							
主	主	t͡s̻u̜˦˨		t͡s̻	u̜	˦˨							
注	注	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
鑄	铸	t͡s̻u̜˩˩˨		t͡s̻	u̜	˩˩˨							
鑄	铸	tɑʊ̯˩˩˨	鍋兒是鐵～的	t	ɑʊ̯	˩˩˨							
姝	姝	s̻u̜˧˥		s̻	u̜	˧˥							
樞	枢	s̻u̜˧˥		s̻	u̜	˧˥							
輸	输	s̻u̜˧˥		s̻	u̜	˧˥							
戍	戍	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
殊	殊	s̻u̜˧˥		s̻	u̜	˧˥							
豎	竖	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
樹	树	s̻u̜˩˩˨		s̻	u̜	˩˩˨							
儒	儒	z̻u̜˧˩		z̻	u̜	˧˩							
乳	乳	z̻u̜˦˨		z̻	u̜	˦˨							
孺	孺	z̻u̜˩˩˨		z̻	u̜	˩˩˨							
拘	拘	t͡ɕy̑i˧˥		t͡ɕ	y̑i	˧˥							
駒	驹	t͡ɕy̑i˧˥		t͡ɕ	y̑i	˧˥							
俱	俱	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
矩	矩	t͡ɕy̑i˦˨		t͡ɕ	y̑i	˦˨							
句	句	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
區	区	t͡ɕʰy̑i˧˥		t͡ɕʰ	y̑i	˧˥							
驅	驱	t͡ɕʰy̑i˧˥		t͡ɕʰ	y̑i	˧˥							
瞿	瞿	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
鸜	𬸱	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
𬸱	𬸱	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
臞	臞	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
癯	癯	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
忂	忂	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
鼩	鼩	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
劬	劬	t͡ɕʰy̑i˧˩		t͡ɕʰ	y̑i	˧˩							
躣	躣	kʰu̜˧˩	動詞，1.表示居住 2.表示蹲下，同（跍）	kʰ	u̜	˧˩							
具	具	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
懼	惧	t͡ɕy̑i˩˩˨		t͡ɕ	y̑i	˩˩˨							
𧙆	𧙆	ɕy̑i˧˥		ɕ	y̑i	˧˥							
吁	吁	ɕy̑i˧˥	氣喘~~（噓噓）	ɕ	y̑i	˧˥							
盱	盱	ɕy̑i˧˥		ɕ	y̑i	˧˥							
栩	栩	ɕy̑i˦˨		ɕ	y̑i	˦˨							
詡	诩	ɕy̑i˦˨		ɕ	y̑i	˦˨							
煦	煦	ɕy̑i˩˩˨		ɕ	y̑i	˩˩˨							
昫	昫	ɕy̑i˩˩˨		ɕ	y̑i	˩˩˨							
酗	酗	ɕy̑i˩˩˨	戲弄，發火	ɕ	y̑i	˩˩˨							
虞	虞	y̑i˧˩		Ø	y̑i	˧˩							
愚	愚	y̑i˧˩		Ø	y̑i	˧˩							
娛	娱	y̑i˧˩		Ø	y̑i	˧˩							
遇	遇	y̑i˩˩˨		Ø	y̑i	˩˩˨							
寓	寓	y̑i˩˩˨		Ø	y̑i	˩˩˨							
籲	吁	y̑i˩˩˨		Ø	y̑i	˩˩˨							
扜	扜	y̑i˧˥	動詞，表示彎曲或蜷縮	Ø	y̑i	˧˥							
迂	迂	y̑i˧˥		Ø	y̑i	˧˥							
盂	盂	y̑i˧˥		Ø	y̑i	˧˥							
雨	雨	y̑i˦˨		Ø	y̑i	˦˨							
禹	禹	y̑i˦˨		Ø	y̑i	˦˨							
宇	宇	y̑i˦˨		Ø	y̑i	˧˩							
逾	逾	y̑i˧˩		Ø	y̑i	˧˩							
羽	羽	y̑i˦˨		Ø	y̑i	˦˨							
羽	羽	y̑i˩˩˨		Ø	y̑i	˩˩˨							
芋	芋	y̑i˩˩˨		Ø	y̑i	˩˩˨							
逾	逾	y̑i˩˩˨		Ø	y̑i	˩˩˨							
榆	榆	y̑i˧˩		Ø	y̑i	˧˩							
愉	愉	y̑i˧˩		Ø	y̑i	˧˩							
覦	觎	y̑i˧˩		Ø	y̑i	˧˩							
揄	揄	y̑i˧˩		Ø	y̑i	˧˩							
牏	牏	y̑i˧˩		Ø	y̑i	˧˩							
萮	萮	y̑i˧˩		Ø	y̑i	˧˩							
崳	崳	y̑i˧˩		Ø	y̑i	˧˩							
俞	俞	y̑i˧˩		Ø	y̑i	˧˩							
俞	俞	y̑i˩˩˨		Ø	y̑i	˩˩˨							
喻	喻	y̑i˩˩˨		Ø	y̑i	˩˩˨							
鋊	鋊	y̑i˩˩˨	（刀）等生銹	Ø	y̑i	˩˩˨							
裕	裕	y̑i˩˩˨		Ø	y̑i	˩˩˨							
獃	獃	ŋaɪ̯˧˩		ŋ	aɪ̯	˧˩							
咍	咍	xaɪ̯˧˥		x	aɪ̯	˧˥							
戴	戴	taɪ̯˩˩˨		t	aɪ̯	˩˩˨							
