jiᶽan tiᶽ	trad	detail	调类	
狠	狠		həŋ1	
痕	痕		ɦəŋ2	
恒	恆		ɦəŋ2	
衡	衡		ɦəŋ2	
恨	恨		ɦəŋ6	
恩	恩		əŋ1	
斌	斌		piŋ1	
彬	彬		piŋ1	
豳	豳		piŋ1	
邠	邠		piŋ1	
玢	玢		piŋ1	
缤	繽		piŋ1	
濒	瀕		piŋ1	
宾	賓		piŋ1	
宾	賔	俗賓字	piŋ1	
滨	濱		piŋ1	
滨	濵	俗濱字	piŋ1	
槟	檳		piŋ1	
殡	殯		piŋ1	
鬓	鬢		piŋ1	
冰	冰		piŋ1	
冰	氷		piŋ1	
仌	仌	冰本字	piŋ1	
兵	兵		piŋ1	
并	并	～州	piŋ1	
并	幷	～州	piŋ1	
禀	禀	俗稟字	piŋ1	
禀	稟		piŋ1	
丙	丙		piŋ1	
秉	秉		piŋ1	
饼	餅		piŋ1	
摈	擯		piŋ5	
柄	柄		piŋ5	
柄	棅	與柄同	piŋ5	
摒	摒	動詞，指不能放鬆，堅持：～住，～氣	piŋ5	
并	併	～勒一道	piŋ1	
并	倂	～勒一道	piŋ1	
并	併	合～	piŋ5	
并	倂	合～	piŋ5	
拼	拼		pʰiŋ1	
姘	姘	～頭	pʰiŋ1	
乒	乒		pʰiŋ1	
品	品		pʰiŋ1	
聘	聘		pʰiŋ5	
娉	娉		pʰiŋ5	
贫	貧		biŋ2	
频	頻		biŋ2	
冯	馮	暴虎～河	biŋ2	
凭	憑		biŋ2	
凭	凭		biŋ2	
平	平		biŋ2	
坪	坪		biŋ2	
评	評		biŋ2	
苹	苹	《詩經》食野之～	biŋ2	
苹	蘋	～果	biŋ2	
瓶	瓶		biŋ2	
瓶	甁		biŋ2	
屏	屏		biŋ2	
屏	屛		biŋ2	
萍	萍		biŋ2	
膑	臏		biŋ6	
髌	髕		biŋ6	
病	病		biŋ6	
并	並	～且	biŋ6	
并	竝	～且	biŋ6	
并	𠀤	～且	biŋ6	
缗	緡		miŋ2	
民	民		miŋ2	
旻	旻		miŋ2	
珉	珉		miŋ2	
岷	岷		miŋ2	
愍	愍		miŋ1	
悯	憫		miŋ1	
抿	抿	合上雙唇	miŋ1	
敏	敏		miŋ1	
渑	澠	～池（或音miɪ）	miŋ1	
明	明	聰～	miŋ2	
明	朙	聰～	miŋ2	
名	名		miŋ2	
铭	銘		miŋ2	
闽	閩		miŋ1	
闵	閔		miŋ1	
鸣	鳴		miŋ2	
皿	皿		miŋ1	
冥	冥		miŋ2	
暝	暝		miŋ2	
瞑	瞑		miŋ2	
螟	螟		miŋ2	
命	命		miŋ6	
丁	丁		tiŋ1	
仃	仃	伶～	tiŋ1	
钉	釘	名詞	tiŋ1	
疔	疔		tiŋ1	
盯	盯		tiŋ1	
蜓	蜓	蜻～	diŋ2	
顶	頂		tiŋ1	
鼎	鼎		tiŋ1	
澄	澄	動詞，讓液體裏的雜質沈澱，使之淸澈：～水	tiŋ5	
钉	釘	動詞	tiŋ5	
订	訂		tiŋ5	
厅	廳		tʰiŋ1	
汀	汀		tʰiŋ1	
艇	艇		tʰiŋ1	
挺	挺		tʰiŋ1	
铤	鋌		tʰiŋ1	
町	町		tʰiŋ1	
町	町		tiŋ1	
听	聽		tʰiŋ1	
听	聽		tʰiŋ5	
听	听	笑貌	ȵiŋ6	
亭	亭		diŋ2	
停	停		diŋ2	
廷	廷		diŋ2	
庭	庭		diŋ2	
霆	霆		diŋ2	
婷	婷		diŋ2	
渟	渟		diŋ2	
筳	筳		diŋ2	
锭	錠		diŋ6	
定	定		diŋ6	
拎	拎		liŋ1	
琳	琳		liŋ2	
霖	霖		liŋ2	
痳	痳	病，與“痲”不同	liŋ2	
林	林		liŋ2	
淋	淋		liŋ2	
临	臨		liŋ2	
嶙	嶙		liŋ2	
遴	遴		liŋ2	
邻	鄰	（白）隔壁鄉～	ləŋ2	
邻	鄰		liŋ2	
鳞	鱗	（白）魚～	ləŋ2	
鳞	鱗		liŋ2	
燐	燐	～火	liŋ2	
磷	磷		liŋ2	
麟	麟		liŋ2	
崚	崚		liŋ2	
陵	陵		liŋ2	
凌	凌		liŋ2	
淩	淩		liŋ2	
菱	菱		liŋ2	
绫	綾		liŋ2	
岭	嶺		liŋ2	
灵	靈		liŋ2	
霝	霝		liŋ2	
棂	櫺		liŋ2	
棂	欞	同櫺	liŋ2	
零	零		liŋ2	
铃	鈴		liŋ2	
伶	伶	～仃，～俐	liŋ2	
泠	泠		liŋ2	
羚	羚		liŋ2	
苓	苓		liŋ2	
玲	玲		liŋ2	
翎	翎		liŋ2	
龄	齡		liŋ2	
领	領		liŋ1	
凛	凜		liŋ1	
凛	凛		liŋ1	
澟	澟		liŋ1	
癛	癛		liŋ1	
癝	癝		liŋ1	
廪	廩		liŋ1	
懔	懍		liŋ1	
赁	賃		ȵiŋ6	
吝	吝		liŋ6	
吝	㖁	俗吝字	liŋ6	
吝	恡	同悋	liŋ6	
吝	悋	本作吝，又作恡	liŋ6	
令	令		liŋ6	
另	另		liŋ6	
蔺	藺		liŋ6	
躏	躪		liŋ6	
津	津		tsiŋ1	
晶	晶		tsiŋ1	
精	精		tsiŋ1	
菁	菁		tsiŋ1	
睛	睛		tsiŋ1	
井	井		tsiŋ1	
丼	丼	同井	tsiŋ1	
尽	尽	～管	tsiŋ1	
尽	儘	～管	tsiŋ1	
浸	浸		tsiŋ5	
进	進		tsiŋ5	
晋	晉		tsiŋ5	
缙	縉		tsiŋ5	
骏	駿		tsiŋ5	
浚	濬	河南濬縣	tsiŋ5	
浚	浚		tsiŋ5	
俊	俊		tsiŋ5	
峻	峻		tsiŋ5	
竣	竣		tsiŋ5	
俊	儁	同俊	tsiŋ5	
隽	雋		tsiŋ5	
隽	隽	同雋	tsiŋ5	
侵	侵		tsʰiŋ1	
亲	親		tsʰiŋ1	
逡	逡		tsʰiŋ1	
清	清		tsʰiŋ1	
清	淸		tsʰiŋ1	
鲭	鯖		tsʰiŋ1	
青	靑		tsʰiŋ1	
青	青		tsʰiŋ1	
请	請		tsʰiŋ1	
亲	親	～家母	tsʰiŋ5	
秦	秦		dziŋ2	
情	情		dziŋ2	
氰	氰		dziŋ2	
晴	晴		dziŋ2	
尽	尽	～量	dziŋ6	
尽	盡	～量	dziŋ6	
静	靜		dziŋ6	
靓	靚		dziŋ6	
靖	靖		dziŋ6	
净	凈		dziŋ6	
净	浄		dziŋ6	
净	淨		dziŋ6	
婧	婧		dziŋ6	
阱	阱		dziŋ6	
阱	穽		dziŋ6	
瀞	瀞		dziŋ6	
忄	忄		siŋ1	
㣺	㣺		siŋ1	
心	心		siŋ1	
芯	芯		siŋ1	
辛	辛		siŋ1	
莘	莘	～莊（上海地名）	siŋ1	
新	新		siŋ1	
薪	薪		siŋ1	
迅	迅		siŋ5	
蜻	蜻		tsʰiŋ1	
星	星		siŋ1	
腥	腥		siŋ1	
胜	胜	腥本字	siŋ1	
猩	猩		siŋ1	
省	省	反～	siŋ1	
醒	醒		siŋ1	
浚	濬		siŋ5	
浚	浚		siŋ5	
信	信		siŋ5	
讯	訊		siŋ5	
汛	汛		siŋ5	
殉	殉		siŋ5	
性	性		siŋ5	
姓	姓		siŋ5	
寻	尋		ziŋ2	
蕈	蕈		ziŋ6	
荀	荀		siŋ1	
峋	峋		siŋ1	
珣	珣		siŋ1	
洵	洵	水名	siŋ1	
洵	洵	同旬	ziŋ2	
徇	徇		ziŋ2	
询	詢		ziŋ2	
浔	潯		ziŋ2	
旬	旬		ziŋ2	
循	循		ziŋ2	
巡	巡		ziŋ2	
烬	燼		ziŋ6	
兢	兢		tɕiŋ1	
今	今		tɕiŋ1	
矜	矜		tɕiŋ1	
金	金		tɕiŋ1	
禁	禁	～弗住	tɕiŋ1	
襟	襟		tɕiŋ1	
巾	巾		tɕiŋ1	
斤	斤		tɕiŋ1	
筋	筋		tɕiŋ1	
茎	莖		tɕiŋ1	
京	京		tɕiŋ1	
荆	荊		tɕiŋ1	
荆	荆		tɕiŋ1	
惊	驚		tɕiŋ1	
经	經		tɕiŋ1	
泾	涇	長～（江陰地名）	tɕiŋ1	
旌	旌		tsiŋ1	
迳	逕		tɕiŋ5	
径	徑		tɕiŋ5	
胫	脛		tɕiŋ5	
璟	璟		tɕiŋ1	
暻	暻		tɕiŋ1	
憬	憬		tɕiŋ1	
锦	錦		tɕiŋ1	
紧	緊		tɕiŋ1	
谨	謹		tɕiŋ1	
景	景		tɕiŋ1	
儆	儆		tɕiŋ1	
警	警		tɕiŋ1	
颈	頸		tɕiŋ1	
禁	禁	～止	tɕiŋ5	
劲	勁		tɕiŋ5	
境	境		tɕiŋ5	
敬	敬		tɕiŋ5	
竟	竟		tɕiŋ5	
镜	鏡		tɕiŋ5	
钦	欽		tɕʰiŋ1	
卿	卿		tɕʰiŋ1	
氢	氫		tɕʰiŋ1	
轻	輕		tɕʰiŋ1	
倾	傾		tɕʰiŋ1	
顷	頃		tɕʰiŋ1	
揿	撳	按壓	tɕʰiŋ5	
庆	慶		tɕʰiŋ5	
罄	罄		tɕʰiŋ5	
磬	磬		tɕʰiŋ5	
琴	琴		dʑiŋ2	
禽	禽		dʑiŋ2	
擒	擒		dʑiŋ2	
痉	痙		dʑiŋ6	
堇	堇		dʑiŋ6	
堇	菫		dʑiŋ6	
堇	蓳		dʑiŋ6	
瑾	瑾		dʑiŋ6	
觐	覲		dʑiŋ6	
槿	槿		dʑiŋ6	
馑	饉	饑～	dʑiŋ6	
仅	僅		dʑiŋ6	
勤	勤	～勞，殷～	dʑiŋ2	
勤	懃	慇～	dʑiŋ2	
芹	芹		dʑiŋ2	
擎	擎		dʑiŋ2	
鲸	鯨	～魚（不念“京”）	dʑiŋ2	
黥	黥		dʑiŋ2	
䵞	䵞		dʑiŋ2	
剠	剠		dʑiŋ2	
近	近		dʑiŋ6	
竞	競		dʑiŋ6	
任	任	姓	ȵiŋ2	
人	人	（白）～家，一個～	ȵiŋ2	
儿	儿	同人	ȵiŋ2	
亻	亻		ȵiŋ2	
乑	乑		ȵiŋ2	
仁	仁	（白）蝦～，杏～	ȵiŋ2	
凝	凝		ȵiŋ2	
迎	迎		ȵiŋ2	
宁	寧	姓；安～	ȵiŋ2	
宁	寍	古文寧字	ȵiŋ2	
宁	寕	俗寧字	ȵiŋ2	
宁	寜	俗寧字	ȵiŋ2	
宁	寗	同寧	ȵiŋ2	
宁	甯	同寧	ȵiŋ2	
忍	忍	（白）	ȵiŋ6	
认	認		ȵiŋ6	
韧	韌	（白）食物受潮而不脆	ȵiŋ6	
宁	寧	～可	ȵiŋ6	
宁	寍		ȵiŋ6	
宁	寕		ȵiŋ6	
宁	寜		ȵiŋ6	
宁	寗	姓；同寧	ȵiŋ6	
宁	甯	姓；同寧	ȵiŋ6	
佞	佞		ȵiŋ6	
欣	欣		ɕiŋ1	
馨	馨		ɕiŋ1	
鑫	鑫		ɕiŋ1	
昕	昕		ɕiŋ1	
歆	歆		ɕiŋ1	
忻	忻		ɕiŋ1	
訢	訢		ɕiŋ1	
炘	炘		ɕiŋ1	
焮	焮		ɕiŋ1	
兴	興	時～	ɕiŋ1	
衅	衅		ɕiŋ5	
衅	釁		ɕiŋ5	
兴	興	高～	ɕiŋ5	
吟	吟		ȵiŋ2	
淫	淫	～雨，～亂	ɦiŋ2	
淫	滛	淫譌字	ɦiŋ2	
淫	婬	～亂	ɦiŋ2	
霪	霪	～雨	ɦiŋ2	
鄞	鄞		ȵiŋ2	
银	銀		ȵiŋ2	
龈	齦		ȵiŋ2	
狺	狺		ȵiŋ2	
寅	寅		ɦiŋ2	
行	行		ɦiŋ2	
盈	盈		ɦiŋ2	
形	形		ɦiŋ2	
型	型		ɦiŋ2	
刑	刑		ɦiŋ2	
刑	𠛬		ɦiŋ2	
邢	邢		ɦiŋ2	
邢	郉		ɦiŋ2	
嬴	嬴		ɦiŋ2	
瀛	瀛		ɦiŋ2	
潆	瀠		ɦioŋ2	
萦	縈		ɦioŋ2	
滢	瀅		ɦioŋ2	
莹	瑩		ɦioŋ2	
营	營	～養	ɦioŋ2	
茔	塋		ɦioŋ2	
萤	螢		ɦioŋ2	
幸	幸	～福	ɦiŋ6	
幸	倖	～免	ɦiŋ6	
尹	尹		ɦiŋ6	
胤	胤		ɦiŋ6	
音	音		iŋ1	
阴	陰		iŋ1	
阴	隂	俗陰字	iŋ1	
荫	蔭		iŋ1	
茵	茵		iŋ1	
闉	闉		iŋ1	
湮	湮		iŋ1	
因	因		iŋ1	
因	囙	俗因字	iŋ1	
姻	姻		iŋ1	
姻	婣	同姻	iŋ1	
殷	殷	～切，～勤	iŋ1	
殷	慇	～懃	iŋ1	
应	應	～當	iŋ1	
膺	膺		iŋ1	
鹰	鷹		iŋ1	
蝇	蠅		iŋ1	
莺	鶯		iŋ1	
鹦	鸚	（白）～哥	aᵑ1	
鹦	鸚	（文）	iŋ1	
樱	櫻	（白）～桃	aᵑ1	
樱	櫻	（文）～花	iŋ1	
罂	罌	（白）～粟花	aᵑ1	
罂	罌	（文）	iŋ1	
英	英		iŋ1	
婴	嬰		iŋ1	
缨	纓		iŋ1	
引	引		iŋ1	
蚓	蚓		iŋ1	
隐	隱		iŋ1	
影	影		iŋ1	
颖	穎		ɦiŋ6	
印	印		iŋ5	
币	币	同印	iŋ5	
应	應	答～	iŋ5	
瀴	瀴	水或者天氣冷	iŋ5	
映	映		iŋ5	
丨	丨		kuəŋ1	
滚	滾		kuəŋ1	
衮	衮	俗袞字	kuəŋ1	
衮	袞		kuəŋ1	
棍	棍		kuəŋ5	
昆	崑	～崙（山名），～山（江蘇地名）	kʰuəŋ1	
昆	昆		kʰuəŋ1	
坤	坤		kʰuəŋ1	
坤	堃		kʰuəŋ1	
壸	壼		kʰuəŋ1	
捆	捆		kʰuəŋ1	
困	困	～難	kʰuəŋ5	
困	睏	～覺	kʰuəŋ5	
昏	昏		huəŋ1	
婚	婚		huəŋ1	
荤	葷		huəŋ1	
魂	魂		ɦuəŋ2	
馄	餛		ɦuəŋ2	
浑	渾		ɦuəŋ2	
珲	琿	～春（吉林地名）	ɦuəŋ2	
诨	諢		ɦuəŋ6	
混	混		ɦuəŋ6	
圂	圂		ɦuəŋ6	
溷	溷		ɦuəŋ6	
慁	慁		ɦuəŋ6	
温	温		uəŋ1	
温	溫		uəŋ1	
瘟	瘟		uəŋ1	
稳	穩		uəŋ1	
浜	浜		paᵑ1	
泵	泵		paᵑ5	
迸	迸	～坼：開裂	paᵑ5	
乓	乓		pʰaᵑ1	
碰	碰		pʰaᵑ1	
閛	閛		pʰaᵑ1	
碰	碰	～杯	pʰaᵑ5	
朋	朋		baᵑ2	
鹏	鵬		baᵑ2	
膨	膨		baᵑ2	
嘭	嘭		baᵑ2	
𦗭	𦗭	聾～：聾子	baᵑ2	
棚	棚		baᵑ2	
蚌	蚌		baᵑ6	
碰	碰	～著	baᵑ6	
猛	猛	密	maᵑ1	
孟	孟		maᵑ6	
冷	冷		laᵑ1	
冷	冷	～靜：孤獨	laᵑ6	
打	打		taᵑ1	
张	張	～開眼睛	tɕaᵑ1	
章	章		tɕaᵑ1	
瘴	瘴		tɕaᵑ1	
漳	漳		tɕaᵑ1	
彰	彰		tɕaᵑ1	
嶂	嶂		tɕaᵑ5	
獐	獐		tɕaᵑ1	
璋	璋		tɕaᵑ1	
獐	麞	同獐	tɕaᵑ1	
鄣	鄣		tɕaᵑ1	
幛	幛		tɕaᵑ5	
争	爭		tsaᵑ1	
长	長		tɕaᵑ1	
涨	漲		tɕaᵑ1	
掌	掌		tɕaᵑ1	
帐	帳		tɕaᵑ5	
账	賬		tɕaᵑ5	
胀	脹		tɕaᵑ5	
仗	仗	打～	tɕaᵑ5	
障	障		tɕaᵑ5	
鲳	鯧		tsʰɑᵑ1	
伥	倀		tɕʰaᵑ1	
猖	猖		tɕʰaᵑ1	
阊	閶		tɕʰaᵑ1	
昌	昌		tɕʰaᵑ1	
菖	菖		tɕʰaᵑ1	
撑	撑	俗撐字	tsʰaᵑ1	
撑	撐		tsʰaᵑ1	
厂	廠		tɕʰaᵑ1	
厂	厰	俗廠字	tɕʰaᵑ1	
敞	敞		tɕʰaᵑ1	
畅	暢		tɕʰaᵑ5	
鬯	鬯		tɕʰaᵑ5	
昶	昶		tɕʰaᵑ5	
怅	悵		tɕʰaᵑ5	
唱	唱		tsʰɑᵑ5	
倡	倡		tsʰɑᵑ5	
娼	娼		tɕʰaᵑ1	
牚	牚		tsʰaᵑ5	
长	長		dʑaᵑ2	
肠	腸	香～，火腿～	zɑᵑ2	
肠	腸	火腿～	dʑaᵑ2	
场	場		dʑaᵑ2	
嫦	嫦		dʑaᵑ2	
常	常		dʑaᵑ2	
丈	丈		dʑaᵑ6	
杖	杖		dʑaᵑ6	
仗	仗	炮～	dʑaᵑ6	
剩	剩	（俗）～下來（正字應爲長）	dʑaᵑ6	
长	長	剩：身無～物	dʑaᵑ6	
锃	鋥	～亮	dzaᵑ6	
商	商		ɕaᵑ1	
伤	傷	～心	ɕaᵑ1	
伤	傷	～風，受～	sɑᵑ1	
生	生	（白）先～：老師	saᵑ1	
牲	牲	（白）眾～：畜生	saᵑ1	
甥	甥	外～	saᵑ1	
孙	孫	外～	saᵑ1	
声	聲	喊渠一～	saᵑ1	
赏	賞		ɕaᵑ1	
省	省		saᵑ1	
尝	嘗		zɑᵑ2	
尝	嚐	俗嘗字	zɑᵑ2	
尝	甞	俗嘗字	zɑᵑ2	
裳	裳		zɑᵑ2	
偿	償		zɑᵑ2	
壤	壤	（文）	zaᵑ6	
攘	攘		zaᵑ6	
嚷	嚷		zaᵑ6	
禳	禳		zaᵑ6	
穰	穰		zaᵑ6	
上	上		zɑᵑ6	
上	丄	上，古作丄	zɑᵑ6	
尚	尚		zɑᵑ6	
尚	尙		zɑᵑ6	
盛	盛	姓	zaᵑ6	
更	更	半夜三～	kaᵑ1	
羹	羹	～飯	kaᵑ1	
庚	庚		kaᵑ1	
耕	耕	～田	kaᵑ1	
耕	畊	古文耕字	kaᵑ1	
哽	哽		kaᵑ1	
埂	埂	田～	kaᵑ1	
梗	梗	～～頭	kaᵑ1	
耿	耿	姓	kaᵑ1	
粳	粳	～米	kaᵑ5	
坑	坑	茅～	kʰaᵑ1	
硬	硬		ŋaᵑ6	
亨	亨	大～	haᵑ1	
夯	夯		haᵑ5	
行	行	～頭，～李	ɦaᵑ2	
桁	桁	～條	ɦaᵑ2	
杏	杏	～春橋（江陰地名），～花	ɦaᵑ6	
良	良		liaᵑ2	
惊	惊	悲	liaᵑ2	
凉	涼		liaᵑ2	
量	量	動詞，測～	liaᵑ2	
粮	糧		liaᵑ2	
梁	梁		liaᵑ2	
梁	樑		liaᵑ2	
粱	粱		liaᵑ2	
俩	倆		liaᵑ1	
两	兩	～個，斤～	liaᵑ1	
魉	魎	魑魅魍～	liaᵑ1	
辆	輛		liaᵑ1	
亮	亮		liaᵑ6	
谅	諒		liaᵑ6	
量	量	數～	liaᵑ6	
悢	悢		liaᵑ6	
踉	踉		liaᵑ6	
将	將	～軍	tsiaᵑ1	
浆	漿		tsiaᵑ1	
蒋	蔣		tsiaᵑ1	
奖	獎		tsiaᵑ1	
桨	槳		tsiaᵑ1	
酱	醬		tsiaᵑ5	
将	將	大～	tsiaᵑ5	
锵	鏘		tsʰiaᵑ1	
跄	蹌		tsʰiaᵑ1	
枪	槍		tsʰiaᵑ1	
抢	搶		tsʰiaᵑ1	
呛	嗆		tsʰiaᵑ5	
跄	蹌	與蹡同	tsʰiaᵑ5	
蹡	蹡		tsʰiaᵑ5	
详	詳		dziaᵑ2	
祥	祥		dziaᵑ2	
橡	橡		ziaᵑ6	
相	相	～互	siaᵑ1	
箱	箱		siaᵑ1	
厢	廂		siaᵑ1	
湘	湘		siaᵑ1	
襄	襄		siaᵑ1	
镶	鑲		siaᵑ1	
想	想		siaᵑ1	
相	相	～貌	siaᵑ5	
墙	墻		ziaᵑ2	
墙	牆		ziaᵑ2	
蔷	薔		ziaᵑ2	
翔	翔		ziaᵑ2	
匠	匠		ziaᵑ6	
象	象		ziaᵑ6	
像	像		ziaᵑ6	
疆	疆		tɕaᵑ1	
僵	僵		tɕaᵑ1	
姜	姜		tɕaᵑ1	
姜	薑	生～	tɕaᵑ1	
缰	繮	亦作韁	tɕaᵑ1	
缰	韁		tɕaᵑ1	
羌	羌		tɕʰaᵑ1	
腔	腔		tɕʰaᵑ1	
强	强	勉～	tɕʰaᵑ1	
强	強	勉～	tɕʰaᵑ1	
强	彊	勉～	tɕʰaᵑ1	
强	强		dʑaᵑ2	
强	強		dʑaᵑ2	
强	彊		dʑaᵑ2	
犟	犟		dʑaᵑ6	
襁	襁	～褓	tɕʰaᵑ1	
𫄶	繦	～緥	tɕʰaᵑ1	
𫄶	繈	～緥	tɕʰaᵑ1	
娘	娘	好～（伯母）	ȵiaᵑ1	
娘	娘		ȵiaᵑ2	
娘	孃		ȵiaᵑ2	
仰	仰		ȵiaᵑ1	
酿	釀		ȵiaᵑ6	
壤	壤	（白）	ȵiaᵑ6	
攘	攘		ȵiaᵑ6	
嚷	嚷		ȵiaᵑ6	
让	讓		ȵiaᵑ6	
香	香		ɕaᵑ1	
乡	鄉		ɕaᵑ1	
乡	鄕		ɕaᵑ1	
饷	餉		ɕaᵑ1	
飨	饗		ɕaᵑ1	
享	享		ɕaᵑ1	
响	響		ɕaᵑ1	
向	向	方～，面～，～來	ɕaᵑ5	
向	嚮	～導，從前	ɕaᵑ5	
向	曏	從前	ɕaᵑ5	
羊	羊		ɦiaᵑ2	
洋	洋		ɦiaᵑ2	
烊	烊	受熱融化	ɦiaᵑ2	
杨	楊		ɦiaᵑ2	
阳	陽		ɦiaᵑ2	
扬	揚		ɦiaᵑ2	
疡	瘍		ɦiaᵑ2	
炀	煬		ɦiaᵑ2	
恙	恙		ɦiaᵑ6	
样	樣		ɦiaᵑ6	
漾	漾		ɦiaᵑ6	
央	央		iaᵑ1	
秧	秧		iaᵑ1	
殃	殃		iaᵑ1	
鸯	鴦		iaᵑ1	
养	養		iaᵑ1	
痒	痒		iaᵑ1	
痒	癢		iaᵑ1	
氧	氧		iaᵑ1	
横	橫	～豎	ɦuaᵑ2	
横	橫	～對（蠻橫）	uaᵑ1	
帮	幫		pɑᵑ1	
帮	幇	同幫	pɑᵑ1	
帮	幚	同幫	pɑᵑ1	
梆	梆		pɑᵑ1	
邦	邦		pɑᵑ1	
榜	榜		pɑᵑ1	
绑	綁		pɑᵑ1	
谤	謗		pɑᵑ5	
髈	髈		pʰɑᵑ1	
滂	滂		pʰɑᵑ1	
胖	胖		pʰɑᵑ5	
滂	滂	～沱	bɑᵑ2	
旁	旁	～邊，～皇	bɑᵑ2	
傍	傍	～邊	bɑᵑ2	
蟛	蟛	～蜞	baᵑ2	
澎	澎		baᵑ2	
庄	庄	平	baᵑ2	
彭	彭		baᵑ2	
螃	螃		bɑᵑ2	
螃	螃	（俗）～蜞（正字爲蟛）	baᵑ2	
膀	膀		bɑᵑ2	
防	防		bɑᵑ2	
庞	龐	姓	baᵑ2	
彷	彷	～徨	bɑᵑ2	
彷	徬	～徨	bɑᵑ2	
傍	傍	依～	bɑᵑ6	
棒	棒		bɑᵑ6	
忙	忙		mɑᵑ2	
恾	恾		mɑᵑ2	
芒	芒		mɑᵑ2	
茫	茫		mɑᵑ2	
汒	汒		mɑᵑ2	
亡	亡		mɑᵑ2	
亡	兦	亡本字	mɑᵑ2	
亡	亾	俗兦字	mɑᵑ2	
盲	盲		mɑᵑ2	
虻	虻		mɑᵑ2	
氓	氓		mɑᵑ2	
莽	莽		mɑᵑ1	
蟒	蟒		mɑᵑ1	
网	網	～絡	mɑᵑ1	
网	网	古文網字	mɑᵑ1	
罔	罔		mɑᵑ1	
惘	惘		mɑᵑ1	
魍	魍	魑魅～魎	mɑᵑ1	
輞	輞		mɑᵑ1	
妄	妄	（白）	mɑᵑ6	
忘	忘	～記	mɑᵑ6	
忘	㤀	～記	mɑᵑ6	
望	望	～～看（望一望）	mɑᵑ6	
望	朢	望从朢省聲，今則望專行，而朢廢矣	mɑᵑ6	
琞	琞	同望	mɑᵑ6	
匚	匚		fɑᵑ1	
方	方		fɑᵑ1	
芳	芳		fɑᵑ1	
仿	仿	效～，～佛	fɑᵑ1	
仿	倣	傚～	fɑᵑ1	
仿	髣	～髴	fɑᵑ1	
彷	彷	～彿	fɑᵑ1	
妨	妨		fɑᵑ1	
纺	紡		fɑᵑ1	
访	訪		fɑᵑ1	
肪	肪		fɑᵑ1	
坊	坊		fɑᵑ1	
放	放		fɑᵑ5	
亡	亡	（文）	vɑᵑ2	
亡	兦	（文）	vɑᵑ2	
亡	亾	（文）	vɑᵑ2	
房	房		vɑᵑ2	
妄	妄	（文）	vɑᵑ6	
望	望	（文）希～	vɑᵑ6	
当	當	應～	tɑᵑ1	
当	噹	叮～	tɑᵑ1	
铛	鐺		tɑᵑ1	
裆	襠		tɑᵑ1	
党	党	姓	tɑᵑ1	
党	黨	～派	tɑᵑ1	
挡	擋		tɑᵑ1	
挡	攩		tɑᵑ1	
当	當	上～	tɑᵑ1	
档	檔		tɑᵑ5	
汤	湯		tʰɑᵑ1	
摥	摥	（俗）抵擋	tʰɑᵑ1	
挡	擋	（俗）抵擋	tʰɑᵑ1	
倘	倘		tʰɑᵑ1	
傥	儻		tʰɑᵑ1	
躺	躺		tʰɑᵑ1	
烫	燙		tʰɑᵑ5	
摥	摥		tʰɑᵑ5	
趟	趟		tʰɑᵑ5	
堂	堂		dɑᵑ2	
棠	棠		dɑᵑ2	
螳	螳		dɑᵑ2	
唐	唐		dɑᵑ2	
糖	糖		dɑᵑ2	
塘	塘		dɑᵑ2	
荡	盪	～鞦韆，搖～	dɑᵑ6	
荡	蕩	～鞦韆，搖～，放～	dɑᵑ6	
宕	宕		dɑᵑ6	
囊	囊		nɑᵑ2	
馕	饢		nɑᵑ2	
曩	曩		nɑᵑ1	
攮	攮		nɑᵑ1	
囔	囔		nɑᵑ2	
齉	齉		nɑᵑ6	
儾	儾		nɑᵑ6	
灢	灢		nɑᵑ6	
欜	欜		nɑᵑ2	
瓤	瓤		nɑᵑ2	
郎	郎		lɑᵑ2	
郎	郞		lɑᵑ2	
廊	廊		lɑᵑ2	
莨	莨		lɑᵑ2	
琅	琅		lɑᵑ2	
琅	瑯	俗琅字	lɑᵑ2	
狼	狼		lɑᵑ2	
螂	螂		lɑᵑ2	
榔	榔		lɑᵑ2	
朗	朗		lɑᵑ1	
浪	浪		lɑᵑ6	
晾	晾	～衣裳	lɑᵑ6	
上	上	（口）檯～，床～	lɑᵑ6	
赃	贓		tsɑᵑ1	
脏	髒	骯～	tsɑᵑ1	
庄	庄	俗莊字	tʂɑᵑ1	
庄	莊		tʂɑᵑ1	
装	裝		tʂɑᵑ1	
妆	妝		tʂɑᵑ1	
樟	樟		tsɑᵑ1	
蟑	蟑		tsɑᵑ1	
桩	樁		tʂɑᵑ1	
葬	葬		tsɑᵑ5	
壮	壯		tʂɑᵑ5	
仓	倉		tsʰɑᵑ1	
苍	蒼		tsʰɑᵑ1	
舱	艙		tsʰɑᵑ1	
疮	瘡		tʂʰɑᵑ1	
窗	窗		tʂʰɑᵑ1	
闯	闖		tʂʰɑᵑ1	
创	創	～造	tsʰɑᵑ5	
藏	藏	隱～	dzɑᵑ2	
藏	藏	寶～	dzɑᵑ6	
脏	臟	五～	dzɑᵑ6	
状	狀		dʐɑᵑ6	
撞	撞		dʐɑᵑ6	
桑	桑		sɑᵑ1	
丧	喪	婚～	sɑᵑ1	
霜	霜		ʂɑᵑ1	
孀	孀		ʂɑᵑ1	
双	雙		ʂɑᵑ1	
嗓	嗓		sɑᵑ1	
搡	搡	推～	sɑᵑ1	
