"id","hanzi","note","ipa","audio","ntd","dl","databse","py"
211,"匪",,"fe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fei3.wav",3,"阴上","zg","fei3"
212,"榧","(榧子)","fe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fei3.wav",3,"阴上","zg","fei3"
213,"翡","(翡翠)","fe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fei3.wav",3,"阴上","zg","fei3"
214,"坟",,"fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan2.wav",2,"阳平","zg","fan2"
215,"焚",,"fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan2.wav",2,"阳平","zg","fan2"
216,"粪",,"fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan5.wav",5,"阴去","zg","fan5"
217,"份","(一份两份)","fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan6.wav",6,"阳去","zg","fan6"
218,"奋",,"fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan6.wav",6,"阳去","zg","fan6"
219,"忿",,"fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan6.wav",6,"阳去","zg","fan6"
220,"愤",,"fɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fan6.wav",6,"阳去","zg","fan6"
222,"夫",,"fʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fv1.wav",1,"阴平","zg","fv1"
223,"孵","(孵小鸡)","fʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fv1.wav",1,"阴平","zg","fv1"
224,"敷",,"fʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fv1.wav",1,"阴平","zg","fv1"
225,"肤",,"fʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fv1.wav",1,"阴平","zg","fv1"
226,"跗","(跗面,脚面)","fʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fv1.wav",1,"阴平","zg","fv1"
227,"麸","(麦麸子)","fʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fv1.wav",1,"阴平","zg","fv1"
228,"讽",,"faŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/fong3.wav",3,"阴上","zg","fong3"
229,"橄","(橄榄)","kɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gaun3.wav",3,"阴上","zg","gaun3"
230,"拣",,"kɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gaun3.wav",3,"阴上","zg","gaun3"
231,"舰",,"kʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kaun3.wav",3,"阴上","zg","kaun3"
232,"间","(中间)","kɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gaun3.wav",3,"阴上","zg","gaun3"
233,"丐","(乞丐)","ka","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ga5.wav",5,"阴去","zg","ga5"
234,"介",,"ka","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ga5.wav",5,"阴去","zg","ga5"
235,"尬","(尴尬)","ka","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ga5.wav",5,"阴去","zg","ga5"
236,"届",,"ka","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ga5.wav",5,"阴去","zg","ga5"
237,"戒",,"ka","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ga5.wav",5,"阴去","zg","ga5"
238,"械",,"ka","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ga5.wav",5,"阴去","zg","ga5"
239,"夹","(夹衣)","kɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","zg","gog7"
240,"夹",,"kɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","zg","gog7"
241,"夹","(夹菜)","kɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","zg","gog7"
242,"掐",,"kɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","zg","gog7"
243,"狗",,"ke","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gei3.wav",3,"阴上","zg","gei3"
244,"苟",,"ke","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gei3.wav",3,"阴上","zg","gei3"
245,"稿",,"kə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ge3.wav",3,"阴上","zg","ge3"
246,"勾","(勾当)","ke","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gei5.wav",5,"阴去","zg","gei5"
247,"告",,"kə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ge5.wav",5,"阴去","zg","ge5"
248,"教","(使、令：风能教船走)","kə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ge5.wav",5,"阴去","zg","ge5"
249,"觉","(睡觉) 白读","kə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ge5.wav",5,"阴去","zg","ge5"
250,"凯",,"kʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ka3.wav",3,"阴上","zg","ka3"
251,"慨","(慷慨,感激)","kʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ka3.wav",3,"阴上","zg","ka3"
252,"楷",,"kʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ka3.wav",3,"阴上","zg","ka3"
253,"嵌",,"kʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kaun5.wav",5,"阴去","zg","kaun5"
254,"抠",,"kʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kei1.wav",1,"阴平","zg","kei1"
255,"眍","(眼眍)","kʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kei1.wav",1,"阴平","zg","kei1"
256,"口",,"kʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kei3.wav",3,"阴上","zg","kei3"
257,"烤",,"kʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ke3.wav",3,"阴上","zg","ke3"
258,"考",,"kʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ke3.wav",3,"阴上","zg","ke3"
259,"叩","(叩头)","kʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kei5.wav",5,"阴去","zg","kei5"
260,"寇",,"kʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kei5.wav",5,"阴去","zg","kei5"
261,"扣","(扣住)","kʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kei5.wav",5,"阴去","zg","kei5"
262,"犒",,"kʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ke5.wav",5,"阴去","zg","ke5"
263,"靠",,"kʰə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ke5.wav",5,"阴去","zg","ke5"
264,"坑",,"kʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kan1.wav",1,"阴平","zg","kan1"
265,"康",,"kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon1.wav",1,"阴平","zg","kon1"
266,"慷","(慷慨)","kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon1.wav",1,"阴平","zg","kon1"
267,"糠",,"kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon1.wav",1,"阴平","zg","kon1"
268,"羌",,"kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon1.wav",1,"阴平","zg","kon1"
269,"扛",,"kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon2.wav",2,"阳平","zg","kon2"
270,"揢","(捕,捉,拿住)","kʰo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ko5.wav",5,"阴去","zg","ko5"
271,"囥","(藏)","kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon5.wav",5,"阴去","zg","kon5"
272,"抗",,"kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon5.wav",5,"阴去","zg","kon5"
273,"炕",,"kʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kon5.wav",5,"阴去","zg","kon5"
274,"棵","(科)","kʰu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ku1.wav",1,"阴平","zg","ku1"
275,"科",,"kʰu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ku1.wav",1,"阴平","zg","ku1"
276,"窠",,"kʰu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ku1.wav",1,"阴平","zg","ku1"
277,"颗","(一颗珠)","kʰu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ku1.wav",1,"阴平","zg","ku1"
278,"看","(看守)","kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun1.wav",1,"阴平","zg","kun1"
279,"龛",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun1.wav",1,"阴平","zg","kun1"
280,"坎",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun3.wav",3,"阴上","zg","kun3"
281,"款",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun3.wav",3,"阴上","zg","kun3"
282,"砍",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun3.wav",3,"阴上","zg","kun3"
283,"枯",,"kʰʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kv1.wav",1,"阴平","zg","kv1"
284,"苦",,"kʰʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kv3.wav",3,"阴上","zg","kv3"
285,"库",,"kʰʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kv5.wav",5,"阴去","zg","kv5"
286,"裤",,"kʰʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kv5.wav",5,"阴去","zg","kv5"
287,"空","(空虚)","kʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kong1.wav",1,"阴平","zg","kong1"
288,"控",,"kʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kong5.wav",5,"阴去","zg","kong5"
289,"空","(空缺)","kʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kong5.wav",5,"阴去","zg","kong5"
290,"讲","白读","kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon3.wav",3,"阴上","zg","gon3"
291,"港","(港口)","kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon3.wav",3,"阴上","zg","gon3"
292,"杠",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon5.wav",5,"阴去","zg","gon5"
293,"桄","(一桄线)","kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon5.wav",5,"阴去","zg","gon5"
294,"逛",,"kʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guon5.wav",5,"阴去","zg","guon5"
295,"钢","(刀钝了,钢钢)","kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon5.wav",5,"阴去","zg","gon5"
296,"冠","(冠军)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun5.wav",5,"阴去","zg","gun5"
297,"干","(干部) 幹","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun5.wav",5,"阴去","zg","gun5"
298,"灌",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun5.wav",5,"阴去","zg","gun5"
299,"罐",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun5.wav",5,"阴去","zg","gun5"
300,"观","(观寺)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun5.wav",5,"阴去","zg","gun5"
301,"姑",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv1.wav",1,"阴平","zg","gv1"
302,"孤",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv1.wav",1,"阴平","zg","gv1"
303,"箍",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv1.wav",1,"阴平","zg","gv1"
304,"固",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv5.wav",5,"阴去","zg","gv5"
305,"故",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv5.wav",5,"阴去","zg","gv5"
306,"锢","(锢露锅)","kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv5.wav",5,"阴去","zg","gv5"
307,"雇",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv5.wav",5,"阴去","zg","gv5"
308,"顾",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv5.wav",5,"阴去","zg","gv5"
309,"公",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
310,"功",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
311,"宫",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
312,"工",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
313,"弓",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
314,"恭",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
315,"攻","(攻击)","kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
316,"蚣","(蜈蚣)","kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
317,"躬",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
318,"供","(供给)","kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong1.wav",1,"阴平","zg","gong1"
319,"巩","(巩固)","kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong3.wav",3,"阴上","zg","gong3"
320,"拱","(拱手)","kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong3.wav",3,"阴上","zg","gong3"
321,"汞",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong3.wav",3,"阴上","zg","gong3"
322,"供","(供养,上供)","kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong5.wav",5,"阴去","zg","gong5"
323,"贡",,"kaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gong5.wav",5,"阴去","zg","gong5"
324,"乖",,"kʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gua1.wav",1,"阴平","zg","gua1"
325,"拐","(拐杖)","kʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gua3.wav",3,"阴上","zg","gua3"
326,"怪",,"kʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gua5.wav",5,"阴去","zg","gua5"
327,"癸",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei3.wav",3,"阴上","zg","guei3"
328,"诡",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei3.wav",3,"阴上","zg","guei3"
329,"轨",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei3.wav",3,"阴上","zg","guei3"
330,"鬼",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei3.wav",3,"阴上","zg","guei3"
331,"滚",,"kʷɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guan3.wav",3,"阴上","zg","guan3"
332,"棍",,"kʷɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guan5.wav",5,"阴去","zg","guan5"
333,"骨","(筋骨),头骨","kʷɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guag7.wav",7,"阴入","zg","guag7"
334,"环",,"kʷʰɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuaun2.wav",2,"阳平","zg","kuaun2"
335,"蒯",,"kʷʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kua3.wav",3,"阴上","zg","kua3"
336,"会","(会计)","kʷʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kua5.wav",5,"阴去","zg","kua5"
337,"亏",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei1.wav",1,"阴平","zg","kuei1"
338,"盔",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei1.wav",1,"阴平","zg","kuei1"
339,"窥",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei1.wav",1,"阴平","zg","kuei1"
340,"奎",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei2.wav",2,"阳平","zg","kuei2"
341,"葵",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei2.wav",2,"阳平","zg","kuei2"
342,"逵",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei2.wav",2,"阳平","zg","kuei2"
343,"魁",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei2.wav",2,"阳平","zg","kuei2"
344,"傀","(傀儡)","kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei3.wav",3,"阴上","zg","kuei3"
345,"坤",,"kʷʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuan1.wav",1,"阴平","zg","kuan1"
346,"昆",,"kʷʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuan1.wav",1,"阴平","zg","kuan1"
347,"昆","(昆仑)","kʷʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuan1.wav",1,"阴平","zg","kuan1"
348,"捆",,"kʷʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuan3.wav",3,"阴上","zg","kuan3"
349,"困",,"kʷʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuan5.wav",5,"阴去","zg","kuan5"
350,"夸",,"kʷʰo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuo1.wav",1,"阴平","zg","kuo1"
351,"狂",,"kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon2.wav",2,"阳平","zg","kuon2"
352,"侉",,"kʷʰo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuo3.wav",3,"阴上","zg","kuo3"
353,"垮",,"kʷʰo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuo3.wav",3,"阴上","zg","kuo3"
354,"跨",,"kʷʰo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuo5.wav",5,"阴去","zg","kuo5"
355,"况",,"kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon5.wav",5,"阴去","zg","kuon5"
356,"旷",,"kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon5.wav",5,"阴去","zg","kuon5"
357,"廓",,"kʷʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuog7.wav",7,"阴入","zg","kuog7"
358,"扩","(扩充)","kʷʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuog7.wav",7,"阴入","zg","kuog7"
359,"寡",,"kʷo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guo3.wav",3,"阴上","zg","guo3"
360,"广",,"kʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guon3.wav",3,"阴上","zg","guon3"
361,"卦",,"kʷo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guo5.wav",5,"阴去","zg","guo5"
362,"嫁",,"ko","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/go5.wav",5,"阴去","zg","go5"
363,"哪","(哪个)","la","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/la3.wav",3,"阴上","zg","la3"
364,"懒",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun3.wav",3,"阴上","zg","laun3"
365,"揽",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun3.wav",3,"阴上","zg","laun3"
366,"榄","(橄榄)","lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun3.wav",3,"阴上","zg","laun3"
367,"缆",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun3.wav",3,"阴上","zg","laun3"
368,"览",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun3.wav",3,"阴上","zg","laun3"
369,"攋","(把攋)","la","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/la6.wav",6,"阳去","zg","la6"
370,"癞",,"la","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/la6.wav",6,"阳去","zg","la6"
371,"赖",,"la","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/la6.wav",6,"阳去","zg","la6"
372,"滥",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun6.wav",6,"阳去","zg","laun6"
373,"烂",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun6.wav",6,"阳去","zg","laun6"
374,"拉",,"lɔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lau1.wav",1,"阴平","zg","lau1"
375,"凉",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len2.wav",2,"阳平","zg","len2"
376,"梁",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len2.wav",2,"阳平","zg","len2"
377,"粮",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len2.wav",2,"阳平","zg","len2"
378,"粱",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len2.wav",2,"阳平","zg","len2"
379,"良",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len2.wav",2,"阳平","zg","len2"
380,"量","(量长短)","lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len2.wav",2,"阳平","zg","len2"
381,"劳",,"lə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/le2.wav",2,"阳平","zg","le2"
382,"唠","(唠叨)","lə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/le2.wav",2,"阳平","zg","le2"
383,"捞",,"lə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/le2.wav",2,"阳平","zg","le2"
384,"牢",,"lə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/le2.wav",2,"阳平","zg","le2"
385,"儡","(傀儡)","le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei3.wav",3,"阴上","zg","lei3"
386,"垒",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei3.wav",3,"阴上","zg","lei3"
387,"搂","(抱)","le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei3.wav",3,"阴上","zg","lei3"
388,"搂","(搂取)","le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei3.wav",3,"阴上","zg","lei3"
389,"篓",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei3.wav",3,"阴上","zg","lei3"
390,"老",,"lə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/le3.wav",3,"阴上","zg","le3"
391,"涝","(旱涝)","lə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/le6.wav",6,"阳去","zg","le6"
392,"令",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling6.wav",6,"阳去","zg","ling6"
393,"另",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling6.wav",6,"阳去","zg","ling6"
394,"吝","(吝啬)","ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling6.wav",6,"阳去","zg","ling6"
395,"赁","(租赁)","ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling6.wav",6,"阳去","zg","ling6"
396,"论","(议论)","lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan6.wav",6,"阳去","zg","lan6"
397,"勒",,"lɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lag8.wav",8,"阳入","zg","lag8"
398,"肋",,"lɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lag8.wav",8,"阳入","zg","lag8"
399,"敛",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin3.wav",3,"阴上","zg","lin3"
400,"敛",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin3.wav",3,"阴上","zg","lin3"
401,"殓",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin3.wav",3,"阴上","zg","lin3"
402,"脸",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin3.wav",3,"阴上","zg","lin3"
403,"辇",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin3.wav",3,"阴上","zg","lin3"
404,"丽","(美丽)","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li6.wav",6,"阳去","zg","li6"
405,"例",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li6.wav",6,"阳去","zg","li6"
406,"利",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li6.wav",6,"阳去","zg","li6"
