漢字	音標	註釋
勾	kɔu1	文，～踐
篝	kɔu1	
糊	kɔu2	白
古	kɔu3	白
鼓	kɔu3	白
苟	kɔu3	
牯	kɔu3	雄性
估	kɔu3	白
購	kɔu5	
構	kɔu5	
遘	kɔu5	文，相遇
媾	kɔu5	
夠	kɔu5	文
僱	kɔu5	
垢	kɔu5	文
靠	kɔu6	白
姑	kɔu9	
箍	xɔu1	
呼	xɔu1	白，～豬
苦	xɔu3	白
許	xɔu3	白，姓
狐	xɔu3	白
口	xɔu3	文，～技
扣	xɔu5	
庫	xɔu5	
褲	xɔu5	
寇	xɔu5	
蔻	xɔu5	
叩	xɔu5	
□	hɔu1	～裝：為討好別人說好話
侯	hɔu2	
胡	hɔu2	白，～蠅
塗	hɔu2	白，泥土
猴	hɔu2	文
葫	hɔu2	白，～蘆
喉	hɔu2	
虎	hɔu3	白
琥	hɔu3	
土	hɔu3	
凸	hɔu3	訓
兔	hɔu5	
吐	hɔu5	
戽	hɔu5	
后	hɔu5	皇～
厚	hɔu5	文，人名
雨	hɔu6	白
候	hɔu6	文，等～
厚	hɔu6	文，忠～
戶	hɔu6	白
後	hɔu6	文
誤	ŋɔu1	
吳	ŋɔu2	白
藕	ŋɔu3	
五	ŋɔu6	白
午	ŋɔu6	
伍	ŋɔu6	大寫
烏	ɔu1	白
黑	ɔu1	訓“烏”
歐	ɔu1	
芋	ɔu1	
湖	ɔu2	白
偶	ɔu3	
慪	ɔu3	～氣
嘔	ɔu3	
謬	miu5	
修	tiu1	
收	tiu1	
梳	tiu1	
泅	tiu2	
守	tiu3	白，～門
首	tiu3	一～詩
秀	tiu5	
繡	tiu5	
銹	tiu5	
獸	tiu5	
壽	tiu6	
受	tiu6	
授	tiu6	
□	tiu9	一頭翹起
住	ɗiu1	白
綢	ɗiu2	
□	ɗiu3	舀水
稻	ɗiu6	水～
粙	ɗiu6	水稻
疣	niu1	
紐	niu3	文
扭	niu3	文，～秧歌
溜	niu5	塗～：泥鰍
□	niu6	用手指挖
劉	liu2	文
留	liu2	文
餾	liu2	文
瘤	liu2	文，腫～病
流	liu2	文，～行
琉	liu2	
溜	liu2	文
榴	liu2	文
柳	liu3	
□	liu5	用條狀物挖
溜	liu9	
周	tsiu1	
州	tsiu1	
洲	tsiu1	
揪	tsiu1	
珠	tsiu1	白，目～
舟	tsiu1	
酒	tsiu3	
宙	tsiu5	
軸	tsiu5	
袖	tsiu5	領～
蛀	tsiu5	食～：被蛀
咒	tsiu5	
晝	tsiu5	文，～夜
就	tsiu6	
樹	siu1	白，～叢
秋	siu1	
鞦	siu1	
抽	siu1	～籤
抽	siu2	～紗
首	siu2	文，～府
囚	siu2	文
讎	siu2	文
仇	siu2	
手	siu3	
鼠	siu3	
帚	siu3	
丑	siu3	
售	siu5	
室	siu5	訓，俗字“厝”
厝	siu5	俗，房子
帚	siu5	鼎～：洗刷鍋的用具
由	ziu2	
郵	ziu2	
游	ziu2	
遊	ziu2	
魷	ziu2	
酋	ziu2	
猷	ziu2	
有	ziu2	文，人名
友	ziu3	
酉	ziu3	
柔	ziu3	
猶	ziu3	
尤	ziu3	
佑	ziu5	
祐	ziu5	
宥	ziu5	
囿	ziu5	
右	ziu6	
又	ziu6	
赳	kiu2	
糾	kiu3	
九	kiu3	文，～歸
救	kiu5	
究	kiu5	
咎	kiu5	
疚	kiu5	
柩	kiu5	
□	kiu9	板～：板翹起
丘	xiu1	
邱	xiu1	
蚯	xiu1	
坵	xiu1	文
鳩	xiu1	
求	xiu2	
球	xiu2	
裘	xiu2	文，～衣
休	hiu1	
𩑣	hiu1	發抖
裘	hiu2	白，棉～：棉襖
朽	hiu3	
□	hiu9	～喙：撅嘴
優	iu1	
憂	iu1	
柚	iu1	
幽	iu1	
悠	iu1	
油	iu2	
幼	iu5	
細	iu5	訓“幼”，仔～
誘	iu5	
心	tim1	
芯	tim1	
審	tim3	
嬸	tim3	
瀋	tim3	
沈	tim3	
甚	tim6	太～
甚	tim9	～麼
鈂	ɗim5	沉重
侵	tsim1	
斟	tsim1	～酒
□	tsim2	嘮叨
枕	tsim3	
寢	tsim3	
浸	tsim5	
深	sim1	
琛	sim1	
森	sim1	
尋	sim2	
沉	sim2	文，下～
忱	sim2	
淫	zim2	
婬	zim2	
壬	zim2	
任	zim5	姓
任	zim6	上～
今	kim1	
金	kim1	
錦	kim3	
禁	kim5	
噤	kim5	～喙
妗	kim6	
欽	xim1	
襟	xim1	
琴	xim2	
禽	xim2	
擒	xim2	
雄	him2	烏～：深黑色
□	him5	～飯：煮乾飯
簷	ŋim2	
吟	ŋim2	
岑	ŋim2	
啱	ŋim9	合適
音	im1	
陰	im1	
蔭	im1	～蔽
飲	im3	文，～食
蔭	im5	～庇
三	tam1	文，～國志
簪	tam1	
斬	tam3	
嶄	tam3	文，～新
髧	tam5	
□	tam5	撒
站	tam6	
鏨	tam6	
耽	ɗam1	
擔	ɗam1	文，～心
豆	ɗam1	～乾
㴷	ɗam2	濕（跟乾相對）
淡	ɗam6	冷～
南	nam2	
喃	nam2	
男	nam2	
腩	nam3	牛～
弄	nam5	替，玩
□	nam6	越加
纜	lam1	
藍	lam2	
婪	lam2	
襤	lam2	～褸
籃	lam2	文，～球
覽	lam3	
欖	lam3	
攬	lam3	
艦	lam3	兵～
濫	lam6	～用
卵	lam6	～脬：陰囊
艦	lam9	兵～
參	sam1	
讒	sam2	
慚	sam2	
滲	sam2	
潛	sam2	
湛	sam2	精～
慘	sam3	
□	sam5	用鍋鏟取
淹	zam1	人名
炎	zam2	
染	zam3	文，印～
掩	zam3	
淹	zam3	～沒
艷	zam5	
焰	zam5	
監	kam1	～獄
甘	kam1	
酣	kam1	
疳	kam1	
含	kam2	白，～糖
感	kam3	
撼	kam3	
監	kam5	太～
鑑	kam5	
鑫	kam5	
堪	xam1	
勘	xam1	～察
砍	xam3	
坎	xam5	
湛	xam5	～江：地名
貪	ham1	
□	ham1	舀
蚶	ham1	
含	ham2	文
函	ham2	
涵	ham2	
咸	ham2	
頷	ham2	文
晗	ham2	
銜	ham2	文
痰	ham2	
譚	ham2	
潭	ham2	
忐	ham2	
喊	ham5	
探	ham5	
陷	ham6	文
岩	ŋam2	
癌	ŋam2	
□	ŋam6	台階
啱	ŋam9	適合
庵	am1	
龕	am1	
諳	am1	
飲	am3	白，飯湯
黯	am3	
暗	am5	
頷	am6	白，下巴的下部分
杉	tiam1	
閃	tiam3	～過
陝	tiam3	～西
滲	tiam5	尿屎憋不住流出
□	ɗiam1	眼睛難受
砧	ɗiam1	
甜	ɗiam2	
點	ɗiam3	
店	ɗiam5	
惦	ɗiam5	
墊	ɗiam6	
唸	niam1	～經
念	niam1	掛～
冉	niam2	跟從
捻	niam5	～菜
念	niam6	紀～
瓤	liam1	一～柑
廉	liam2	
鐮	liam2	
濂	liam2	
簾	liam2	
□	liam3	剪齊
斂	liam6	
殮	liam6	
尖	tsiam1	
針	tsiam1	
詹	tsiam1	
瞻	tsiam1	
贍	tsiam1	
占	tsiam1	～卜
粘	tsiam1	～貼
斟	tsiam1	～酌
沾	tsiam1	
佔	tsiam5	
漸	tsiam6	
暫	tsiam6	
籤	siam1	
櫼	siam1	
暹	siam2	
釺	siam2	
殲	siam5	
纖	siam5	
懺	siam5	
鹹	kiam2	
減	kiam3	
鹼	kiam3	
鹻	kiam3	
檢	kiam3	
梘	kiam3	
劍	kiam5	
儉	kiam6	
兼	xiam1	
謙	xiam1	
蒹	xiam1	
鉗	xiam2	
歉	xiam5	
欠	xiam5	
添	hiam1	文，～福～壽
薟	hiam1	氣味濃烈
沉	hiam2	白
嫌	hiam2	
險	hiam3	
墊	hiam6	
念	ŋiam6	紀～
驗	ŋiam6	
醃	iam1	
閹	iam1	
鹽	iam2	
閻	iam2	
厭	iam5	
焱	iam6	閃光
閃	iam6	訓“焱”
□	tɔm1	亂放
蘸	tɔm2	～醬
點	ɗɔm3	
□	ɗɔm5	蘸
□	ɗɔm5	～鑔：小鈸
□	nɔm1	嚼爛飯（然後吐出餵嬰兒）
□	nɔm1	堆：一～沙
□	nɔm5	魚肉等變質的惡臭氣味
□	nɔm6	柔軟
□	nɔm9	小堆：一～沙
□	lɔm1	含在口裏慢慢咀嚼
隆	lɔm2	～～：形容匆匆忙忙
濫	lɔm3	～糝：形容衣冠不整
□	lɔm6	～瀉：斜陡
□	lɔm9	扯淡
□	tsɔm2	小聲說話
□	tsɔm9	小束：一～鬚
劖	sɔm2	刺著
糝	sɔm3	濫～：形容衣冠不整
蘸	sɔm6	放進液體裏然後拿起
陷	zɔm6	白
□	kɔm2	毛～：毛蟲
𰃴	kɔm3	鼎～：拱形的鍋蓋
□	kɔm3	～目賣：約略賣
□	kɔm6	足夠
□	xɔm2	～～：匆匆忙忙
㔶	xɔm5	蓋住
勘	xɔm6	～印
□	hɔm1	草木茂盛
茅	hɔm2	白
淊	hɔm6	水在紙上擴散
□	ŋɔm2	～niaŋ23：面有慍色地嘮叨
□	ɔm2	大聲說話
揞	ɔm3	用手蓋住
唵	ɔm6	用手進食
邊	ɓin1	文
賓	ɓin1	
濱	ɓin1	
檳	ɓin1	文，～榔
繽	ɓin1	
擯	ɓin1	
殯	ɓin1	
便	ɓin1	白，～順：順便
鞭	ɓin1	文
辮	ɓin1	文
扁	ɓin3	
匾	ɓin3	
貶	ɓin3	
禀	ɓin3	
變	ɓin5	文
鬢	ɓin5	
汴	ɓin5	
卞	ɓin5	
弁	ɓin5	
篦	ɓin5	
辯	ɓin6	
辨	ɓin6	
便	ɓin6	文，方～
篇	fin1	
偏	fin1	
編	fin1	
蝙	fin1	
扁	fin1	～舟
貧	fin2	文
頻	fin2	
瀕	fin2	
翩	fin2	
蹁	fin2	
品	fin3	
片	fin5	文
騙	fin5	
遍	fin5	
袁	vin2	白
猿	vin2	白
面	min1	
臉	min1	訓“面”
民	min2	
眠	min2	
泯	min2	
岷	min2	
棉	min2	文
綿	min2	
閩	min2	
緡	min2	
免	min3	
勉	min3	
娩	min3	
冕	min3	
靦	min3	
敏	min3	
緬	min3	
鮸	min3	
澠	min3	～池：地名
抿	min3	
憫	min3	
緬	min5	
新	tin1	
薪	tin1	
身	tin1	
辛	tin1	
莘	tin1	
鋅	tin1	
申	tin1	
伸	tin1	文，～縮
先	tin1	白，～生
神	tin2	
辰	tin2	
晨	tin2	
娠	tin2	
臣	tin2	
蠅	tin2	
承	tin2	白，用手承接物
信	tin5	
腎	tin5	
訊	tin5	白
汛	tin5	白
囟	tin5	
膳	tin5	
善	tin6	
□	tin9	鐵桶，音譯自英語tin
顛	ɗin1	
巔	ɗin1	
癲	ɗin1	
𧽍	ɗin1	跑
藤	ɗin2	白
□	ɗin2	陶器，類似壜
典	ɗin3	文
碘	ɗin3	
凳	ɗin5	
電	ɗin5	
佃	ɗin5	
奠	ɗin5	
鎮	ɗin5	～定
澱	ɗin5	沉～
甸	ɗin5	文，緬～
殿	ɗin6	
年	nin2	文
撚	nin3	
姩	nin5	婆～：婦女
連	lin2	
蓮	lin2	文
鰱	lin2	
鱗	lin2	文，～波
鄰	lin2	
憐	lin2	
聯	lin2	
麟	lin2	
磷	lin2	
臨	lin2	
戀	lin5	
練	lin5	擲瓦片等
藺	lin5	姓
吝	lin5	
練	lin6	～習
煉	lin6	
鏈	lin6	
楝	lin6	文
真	tsin1	
珍	tsin1	
津	tsin1	
氈	tsin1	
袗	tsin1	
升	tsin1	白，量詞，兩～米
□	tsin2	嘮叨
展	tsin3	
輾	tsin3	
診	tsin3	
疹	tsin3	
剪	tsin3	
踐	tsin3	
餞	tsin3	
震	tsin5	
振	tsin5	
進	tsin5	
薦	tsin5	
晉	tsin5	
賑	tsin5	
鎮	tsin5	城～
圳	tsin5	深～：地名
陣	tsin5	文，～雨
箭	tsin5	文，弓～
盡	tsin6	
戰	tsin6	
賤	tsin6	
陣	tsin6	文，～地
振	tsin9	膨脹大
親	sin1	
遷	sin1	
千	sin1	文
先	sin1	文，～烈
陳	sin2	文，～列
塵	sin2	
纏	sin2	文，～腳
禪	sin2	
蟬	sin2	文
闡	sin2	
嬋	sin2	
前	sin2	文，～程
淺	sin3	
癬	sin3	
秤	sin5	
稱	sin5	稱量重量
羨	sin5	
□	sin5	冷
線	sin5	文，～條
縣	sin5	文
迅	sin5	
訊	sin5	文
汛	sin5	文
如	sin6	訓，～果
仙	sin9	銅板，音譯自英語cent
認	zin1	
人	zin2	文
然	zin2	
仁	zin2	
燃	zin2	
寅	zin2	
演	zin2	
延	zin2	
筵	zin2	
衍	zin2	
沿	zin2	
忍	zin3	文
刃	zin5	
仞	zin5	
紉	zin5	
韌	zin5	文
癮	zin5	
軔	zin5	
斤	kin1	
根	kin1	
巾	kin1	文
筋	kin1	
跟	kin1	
堅	kin1	
捐	kin1	
娟	kin1	
君	kin1	文
倦	kin2	
饉	kin2	
瑾	kin2	
緊	kin3	
僅	kin3	
謹	kin3	
卷	kin3	
捲	kin3	
建	kin5	
健	kin5	
鍵	kin5	
腱	kin5	
眷	kin5	
見	kin5	文，所～所聞
近	kin6	
輕	xin1	
勤	xin2	
拳	xin2	
權	xin2	
芹	xin2	
肯	xin3	
勸	xin5	
遣	xin5	
譴	xin5	
現	hin1	白
欣	hin1	文
掀	hin1	
天	hin1	文，～文
軒	hin1	
懸	hin1	文，～賞
賢	hin2	
填	hin2	
玄	hin2	
眩	hin2	
弦	hin2	文，～樂
滇	hin2	文
現	hin2	～旦：明天
顯	hin3	
現	hin5	文，出～
憲	hin5	
獻	hin5	
研	ŋin1	～究
銀	ŋin2	
垠	ŋin2	
言	ŋin2	語～
言	ŋin3	文～
彥	ŋin5	
諺	ŋin5	
唁	ŋin5	
因	in1	
煙	in1	
姻	in1	
胭	in1	
茵	in1	
冤	in1	
嫣	in1	
殷	in1	
慇	in1	
湮	in1	
咽	in1	
鉛	in2	
層	in2	訓
引	in3	
印	in5	
應	in5	白，答應
燕	in5	文，～子
宴	in5	
分	ɓun1	
奔	ɓun1	
㖹	ɓun2	用口吹
本	ɓun3	文，～來
糞	ɓun5	
笨	ɓun6	
芬	fun1	
氛	fun1	
紛	fun1	
酚	fun1	
吩	fun1	
潘	fun1	白，～水：洗米水
雰	fun1	
盆	fun2	
墳	fun2	
噴	fun5	
憤	fun5	
忿	fun5	
奮	fun5	
份	fun6	
忿	fun6	無～：不服氣
分	fun6	本～
文	vun2	文
紋	vun2	
汶	vun2	
聞	vun2	
吻	vun3	文，接～
紊	vun5	
問	vun5	文
問	vun6	文，學～
悶	mun1	
們	mun2	文
門	mun2	文
燜	mun5	
未	mun6	～來
孫	tun1	白
陣	tun1	白，一～風
順	tun1	白，～筆：把毛筆理順
船	tun2	
旬	tun2	
詢	tun2	
絢	tun2	
殉	tun2	
徇	tun2	
巡	tun2	
循	tun2	
純	tun2	
諄	tun2	
醇	tun2	
馴	tun2	
前	tun2	白，～年
筍	tun3	
準	tun3	
准	tun3	
榫	tun3	
損	tun3	
蒜	tun5	
順	tun6	文，～利
敦	ɗun1	
墩	ɗun1	
鈍	ɗun1	
礅	ɗun1	
唇	ɗun2	
礅	ɗun3	
盾	ɗun5	
遁	ɗun5	
頓	ɗun5	文，停～
噸	ɗun5	
噸	ɗun9	
韌	nun1	白
暖	nun2	白
忍	nun3	白，～痛
嫩	nun5	
侖	lun2	
輪	lun2	
倫	lun2	
崙	lun2	
綸	lun2	
淪	lun2	
圇	lun2	
掄	lun2	
□	lun3	啞～：口吃
論	lun6	
尊	tsun1	
遵	tsun1	
樽	tsun1	
□	tsun2	倫～：麻煩
俊	tsun5	
竣	tsun5	
峻	tsun5	
駿	tsun5	
春	sun1	
椿	sun1	
伸	sun1	白，～腰
村	sun1	文
孫	sun1	文
存	sun2	
秦	sun2	
蠢	sun3	
醜	sun3	訓“蠢”
寸	sun5	
襯	sun5	
忖	sun5	
舜	sun5	
瞬	sun5	
遜	sun5	
閏	zun1	
暈	zun1	
勻	zun2	
雲	zun2	文
耘	zun2	
芸	zun2	
紜	zun2	
忍	zun3	白，～受
允	zun3	
隕	zun3	
運	zun6	
韻	zun6	
潤	zun6	
軍	kun1	
君	kun1	白
均	kun1	
鈞	kun1	
裙	kun2	
滾	kun3	
捆	kun3	
棍	kun5	
窘	kun6	
均	xun1	都
昆	xun1	
崑	xun1	
鵾	xun1	
坤	xun1	
群	xun2	
捆	xun3	
墾	xun3	
懇	xun3	
菌	xun3	
困	xun5	
菌	xun9	
吞	hun1	
熏	hun1	
薰	hun1	
昏	hun1	文，黃～
婚	hun1	
勳	hun1	
分	hun1	～鐘
葷	hun1	
渾	hun1	
雲	hun2	白
痕	hun2	
魂	hun2	
粉	hun3	
混	hun3	～合
訓	hun5	
混	hun5	～淆
恨	hun6	
溫	un1	
瘟	un1	
恩	un1	
穩	un2	旋轉很快
穩	un3	
搵	un5	蘸
幫	ɓaŋ1	
邦	ɓaŋ1	
崩	ɓaŋ1	白，牆～
封	ɓaŋ1	白，信～
班	ɓaŋ1	
斑	ɓaŋ1	
癍	ɓaŋ1	
頒	ɓaŋ1	
方	ɓaŋ1	白，四～：方形
檳	ɓaŋ1	白，～榔
般	ɓaŋ1	文
搬	ɓaŋ1	文
房	ɓaŋ2	
瓶	ɓaŋ2	白，茶～：茶壺
馮	ɓaŋ2	白
便	ɓaŋ2	白，～宜
盤	ɓaŋ2	文，～踞
板	ɓaŋ3	文
扳	ɓaŋ3	
版	ɓaŋ3	
販	ɓaŋ3	小～
榜	ɓaŋ3	文
膀	ɓaŋ3	肩～
放	ɓaŋ5	白
辦	ɓaŋ6	
瓣	ɓaŋ6	
扮	ɓaŋ6	
謗	ɓaŋ6	
伴	ɓaŋ6	文，～侶
畔	ɓaŋ6	文
方	faŋ1	文
芳	faŋ1	
蜂	faŋ1	白
攀	faŋ1	
襻	faŋ1	
番	faŋ1	～禺
潘	faŋ1	文，姓
藩	faŋ1	
縫	faŋ1	白，手～
防	faŋ2	
妨	faŋ2	
肪	faŋ2	
旁	faŋ2	
傍	faŋ2	
繁	faŋ2	
凡	faŋ2	
帆	faŋ2	
梵	faŋ2	
焚	faŋ2	
滂	faŋ2	
磅	faŋ2	～礴
煩	faŋ2	
樊	faŋ2	
龐	faŋ2	
篷	faŋ2	白
膀	faŋ2	～胱
捧	faŋ2	白
螃	faŋ2	
仿	faŋ3	
訪	faŋ3	
紡	faŋ3	
反	faŋ3	文，～對
返	faŋ3	
范	faŋ5	
範	faŋ5	師～
盼	faŋ5	
泛	faŋ5	
放	faŋ5	文，～縱
範	faŋ6	模～
犯	faŋ6	
□	faŋ9	鐵桶，音譯詞
萬	vaŋ1	
亡	vaŋ2	
忘	vaŋ2	
挽	vaŋ3	文，～救
望	vaŋ5	文，遠～
萬	vaŋ5	～金油
旺	vaŋ6	
望	vaŋ6	文，希～
夢	maŋ1	白
慢	maŋ1	
忙	maŋ2	
芒	maŋ2	
茫	maŋ2	
盲	maŋ2	
蠻	maŋ2	
莽	maŋ2	
挽	maŋ3	白，拔
蠓	maŋ3	
蚊	maŋ3	訓“蠓”
滿	maŋ3	文，～額
漫	maŋ5	
幔	maŋ5	
饅	maŋ5	～頭
網	maŋ6	
莽	maŋ6	王～
謾	maŋ6	
蔓	maŋ6	
□	maŋ9	～kaŋ55：愛挑剔
鉎	taŋ1	
銹	taŋ1	訓“鉎”
鬃	taŋ1	
鬆	taŋ1	白，放～
曾	taŋ1	白，姓
棕	taŋ1	白，～索：棕繩
叢	taŋ2	
㾪	taŋ3	瘦
瘦	taŋ3	訓“㾪”
送	taŋ5	
粽	taŋ5	
藏	taŋ6	西～
□	taŋ6	輕碰
蛋	taŋ9	笨～
當	ɗaŋ1	文，～日
釘	ɗaŋ1	釘子
襠	ɗaŋ1	
丹	ɗaŋ1	
東	ɗaŋ1	白
冬	ɗaŋ1	白
單	ɗaŋ1	文，～獨
擔	ɗaŋ1	文
同	ɗaŋ2	白
銅	ɗaŋ2	
筒	ɗaŋ2	
陳	ɗaŋ2	白，姓
黨	ɗaŋ3	
等	ɗaŋ3	白，～候
迎	ɗaŋ3	訓“等”，歡～
擋	ɗaŋ3	
檔	ɗaŋ3	～案
膽	ɗaŋ3	文
釘	ɗaŋ5	動詞
旦	ɗaŋ5	文，元～
誕	ɗaŋ5	
當	ɗaŋ5	文，妥～
蕩	ɗaŋ5	
檔	ɗaŋ5	高～
棟	ɗaŋ5	白
但	ɗaŋ6	文
重	ɗaŋ6	白，輕～
彈	ɗaŋ6	子～
□	ɗaŋ9	語音不好聽
□	naŋ1	泡～：肉不結實
儂	naŋ2	人
人	naŋ2	訓“儂”
膿	naŋ2	白
難	naŋ2	～做
𪜻	naŋ3	
□	naŋ5	淨；光：～食菜
膿	naŋ5	耳～
難	naŋ6	患～
□	naŋ9	neŋ55～：愛挑剔
欄	laŋ1	豬～：賣生豬的店
□	laŋ1	拖延不辦
籠	laŋ2	白
聾	laŋ2	白
郎	laŋ2	文，新～
廊	laŋ2	文
蘭	laŋ2	
狼	laŋ2	
鱗	laŋ2	白，魚～
零	laŋ2	白，～錢
闌	laŋ2	
瀾	laŋ2	文
欄	laŋ2	～杆
鈴	laŋ2	白
榔	laŋ2	文，檳～
攔	laŋ2	文
籠	laŋ3	箱～
□	laŋ3	豬～：母豬
浪	laŋ5	文
爛	laŋ5	文，～漫
瀾	laŋ5	文
籠	laŋ6	箸～：筷籠
浪	laŋ6	文，～費
弄	laŋ9	小巷
唥	laŋ9	毛線，音譯自法語laine
殘	tsaŋ3	～缺
箋	tsaŋ3	
棧	tsaŋ5	
贊	tsaŋ5	
讚	tsaŋ5	文
昌	saŋ1	文
猖	saŋ1	
娼	saŋ1	
蒼	saŋ1	文
滄	saŋ1	
山	saŋ1	文
姍	saŋ1	
珊	saŋ1	
桑	saŋ1	
蔥	saŋ1	
鬆	saŋ1	文
瘡	saŋ1	文
衫	saŋ1	文
倉	saŋ1	文
藏	saŋ2	
田	saŋ2	訓“塍”
塍	saŋ2	田
常	saŋ2	～下：平時
甸	saŋ2	海：地名
產	saŋ3	
鏟	saŋ3	
爽	saŋ3	文
倡	saŋ5	
創	saŋ5	
刪	saŋ5	
唱	saŋ5	文
暢	saŋ5	
燦	saŋ5	
搶	saŋ5	
鉎	saŋ5	皮膚上的污垢
散	saŋ5	文，分～
葬	saŋ5	文
䞪	saŋ6	一隻腳跳
陽	zaŋ2	
揚	zaŋ2	
楊	zaŋ2	文，～樹
養	zaŋ3	
氧	zaŋ3	
釀	zaŋ5	
壤	zaŋ5	
嚷	zaŋ5	
恙	zaŋ5	
讚	zaŋ5	稱～
讓	zaŋ6	
公	kaŋ1	白
蚣	kaŋ1	白
乾	kaŋ1	水～
間	kaŋ1	
共	kaŋ1	白，跟，介詞
奸	kaŋ1	
岡	kaŋ1	
崗	kaŋ1	
剛	kaŋ1	文，～強
工	kaŋ1	白，做～
功	kaŋ1	白
艱	kaŋ1	
綱	kaŋ1	
干	kaŋ1	天～
肝	kaŋ1	文
柑	kaŋ1	文
簡	kaŋ3	
港	kaŋ3	
柬	kaŋ3	
幹	kaŋ5	
槓	kaŋ5	
諫	kaŋ5	
間	kaŋ5	～諜
□	kaŋ5	放在冷水裏使涼
空	xaŋ1	白
牽	xaŋ1	
康	xaŋ1	
慷	xaŋ1	
糠	xaŋ1	文
航	xaŋ2	
杭	xaŋ2	
伉	xaŋ2	
罕	xaŋ2	
侃	xaŋ2	
坑	xaŋ2	
很	xaŋ3	好～
抗	xaŋ5	
炕	xaŋ5	榻
控	xaŋ5	白，用指甲扒：～鼻屎
□	xaŋ9	maŋ55～：挑剔
湯	haŋ1	文，姓
烘	haŋ1	
灘	haŋ1	
攤	haŋ1	
蟲	haŋ2	白
唐	haŋ2	
搪	haŋ2	
堂	haŋ2	文
韓	haŋ2	
彈	haŋ2	文，～琴
檀	haŋ2	
坦	haŋ2	文，～克
寒	haŋ2	文，～露：節氣
行	haŋ2	文，～業
閑	haŋ2	文，清～
蟬	haŋ2	白，～娘：蟬
塘	haŋ2	文
倘	haŋ3	
敞	haŋ3	
毯	haŋ3	
桶	haŋ3	
坦	haŋ3	文，～白
趟	haŋ3	
躺	haŋ3	
趁	haŋ5	賺
漢	haŋ5	雲～
巷	haŋ5	文
翰	haŋ5	
嘆	haŋ5	
按	haŋ5	從：～北京來
汗	haŋ5	文，～馬功勞；可～
動	haŋ6	
漢	haŋ6	～族
限	haŋ6	
項	haŋ6	
焊	haŋ6	
□	ŋaŋ1	～邊：左邊
顏	ŋaŋ2	
昂	ŋaŋ2	
戇	ŋaŋ3	傻
呆	ŋaŋ3	訓“戇”
□	ŋaŋ5	倔強
岸	ŋaŋ6	
雁	ŋaŋ6	
安	aŋ1	文，～定
翁	aŋ1	白，家～：夫之父
鞍	aŋ1	文
紅	aŋ2	白，～色
洪	aŋ2	白，～水
恆	aŋ2	白，不顧一切
儱	aŋ3	壅～：蠻不講理
按	aŋ5	
宴	aŋ5	
甕	aŋ5	白
案	aŋ5	文
晏	aŋ5	文，姓
傷	tiaŋ1	
雙	tiaŋ1	
鑲	tiaŋ1	
相	tiaŋ1	白
常	tiaŋ2	
嘗	tiaŋ2	
償	tiaŋ2	文
相	tiaŋ5	白，～公：舊稱別人男孩
尚	tiaŋ5	和～
尚	tiaŋ6	～且
□	ɗiaŋ1	說別人的話
重	ɗiaŋ2	白，層
層	ɗiaŋ2	訓“重”
漴	ɗiaŋ2	用水衝
中	ɗiaŋ5	白，～意
仃	ɗiaŋ6	誰
孃	niaŋ1	妓女
娘	niaŋ2	文
仰	niaŋ3	
□	niaŋ6	塞進
良	liaŋ2	
梁	liaŋ2	文
糧	liaŋ2	文
涼	liaŋ2	文
量	liaŋ2	商～
粱	liaŋ2	文
龍	liaŋ2	白
兩	liaŋ3	文，斤～
輛	liaŋ3	
亮	liaŋ5	
掠	liaŋ5	～奪
靚	liaŋ6	漂亮
諒	liaŋ6	
量	liaŋ6	氣～
將	tsiaŋ1	文
盅	tsiaŋ1	
舂	tsiaŋ1	
章	tsiaŋ1	
彰	tsiaŋ1	
樟	tsiaŋ1	
障	tsiaŋ1	～板：壁板
張	tsiaŋ1	文，開～
鍾	tsiaŋ1	白，拍～：打鐘
長	tsiaŋ3	～輩
腫	tsiaŋ3	骹～
種	tsiaŋ3	白，～子
蔣	tsiaŋ3	文
掌	tsiaŋ3	文，～櫃
眾	tsiaŋ5	白
種	tsiaŋ5	白，～樹
獎	tsiaŋ5	
將	tsiaŋ5	文，～相
醬	tsiaŋ5	文
帳	tsiaŋ5	文，～篷
仗	tsiaŋ5	文，勝～
杖	tsiaŋ5	文，手～
障	tsiaŋ5	～礙
丈	tsiaŋ5	文，～夫
匠	tsiaŋ5	文，鐵～
漿	tsiaŋ5	
漲	tsiaŋ6	
脹	tsiaŋ6	文，～大
商	siaŋ1	
穿	siaŋ1	訓
相	siaŋ1	文，互～
箱	siaŋ1	文
廂	siaŋ1	文
槍	siaŋ1	文
祥	siaŋ2	
詳	siaŋ2	
牆	siaŋ2	文
腸	siaŋ2	文，～斷
長	siaŋ2	文，～城
場	siaŋ2	文，登～
檣	siaŋ2	文
廠	siaŋ3	
爽	siaŋ3	白，～快：愉快
想	siaŋ3	文
像	siaŋ5	好～
相	siaŋ5	文，帝王將～
上	siaŋ6	文，～等
象	siaŋ6	文
江	kiaŋ1	白
弓	kiaŋ1	白
疆	kiaŋ1	
僵	kiaŋ1	
廟	kiaŋ1	訓，公～：神廟
姜	kiaŋ1	
剛	kiaŋ1	白
窮	kiaŋ2	白
貧	kiaŋ2	訓“窮”
弶	kiaŋ3	彈簧
降	kiaŋ5	霜～：節氣
絳	kiaŋ5	
筐	xiaŋ1	
腔	xiaŋ1	
強	xiaŋ2	文，～大
強	xiaŋ3	勉～
勥	xiaŋ5	優越
虹	xiaŋ6	
