繁体	简体	IPA	注释	来源			
鰷	鲦	diɐɵ2	䱗~魚：一種淡水魚，體小，條狀，側扁，白色，亦稱䱗鰷頭。俗語有“䱗鰷釣白魚”，意指吃小虧佔大便宜或打秋風	蘇州同音字彙1892			
絛	絛	diɐɵ2	疑爲“條”。該字本應讀[tʰɐɵ⁴⁴]：用絲編成的繩帶	蘇州同音字彙1892			
笤	笤	diɐɵ2	~帚	蘇州同音字彙1892			
窕	窕	diɐɵ6	又音	蘇州同音字彙1892			
蓧	蓧	diɐɵ6	古代一種竹編的耘田農具。《集韻》：徒弔切	蘇州同音字彙1892			
廸	迪	diəʔ8	同“迪”	蘇州同音字彙1892			
碟	碟	diəʔ8	~片	蘇州同音字彙1892			
凟	渎	doʔ8	同“瀆”	蘇州同音字彙1892			
度	度	doʔ8	猜~	蘇州同音字彙1892			
踱	踱	doʔ8	~進~出：漫步走進走出；指進進出出無人阻攔	蘇州同音字彙1892			
鐸	铎	doʔ8	大鈴，形如鐃、鉦而有舌，古代宣佈政敎法令用的，亦爲古代樂器。盛行於中國春秋至漢代	蘇州同音字彙1892			
糰	团	dœ̃2	湯~	蘇州同音字彙1892			
摶	抟	dœ̃2	~攏：用手掌搓東西，使成球形，也作“摶摶攏”	蘇州同音字彙1892			
譚	谭	dœ̃2	①安而放縱的樣子。②同“談”，言論：天方夜~。③姓	蘇州同音字彙1892			
叚	叚	dœ̃6	疑爲“段”	蘇州同音字彙1892			
縀	縀	dœ̃6	疑爲“緞”	蘇州同音字彙1892			
瑕	瑕	dœ̃6	疑爲“瑖”	蘇州同音字彙1892			
仝	仝	doŋ2	同“同”	蘇州同音字彙1892			
艟	艟	doŋ2	艨~：一種古代戰艦	蘇州同音字彙1892			
膛	膛	dɔŋ2	門~子：門框	蘇州同音字彙1892			
糖	糖	dɔŋ2	餳~：用大麥發酵製成的膠狀糖，可製成蔥管糖、糖餅、五香來白糖等食品	蘇州同音字彙1892			
溏	溏	dɔŋ2	像糊狀，沒有完全凝結：~黃（沒有完全凝固的蛋黃）	蘇州同音字彙1892			
謁	谒	əʔ7	疑爲誤讀	蘇州同音常用字彙			
呃	呃	əʔ7	打~。正字可能是“餩”	蘇州同音常用字彙			
狠	狠	ɦən4	疑爲誤記	蘇州同音字彙1892			
漚	沤	ʏ5	①在水中長時間的浸泡。②長時間濕溽著	蘇州同音字彙1892			
厚	厚	ɦʏ4	忠~。據《廣韻》：胡口切	蘇州同音常用字彙			
厚	厚	ɦʏ6	又讀。據《廣韻》：胡遘切	蘇州同音字彙1892			
後	后	ɦʏ6	又音。《廣韻》：胡遘切	蘇州同音字彙1892			
法	法	fɑʔ7	應讀[faʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
𤼵	发	fɑʔ7	同“發”。應讀[faʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
髪	发	fɑʔ7	應讀[faʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
𠵽	𠵽	fɑʔ7	韓國音譯字。應讀[faʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
咈	咈	fəʔ7	①違背，違逆。②忿怒。③不然	蘇州同音字彙1892			
勿	勿	fəʔ7	正字可能是“弗”	蘇州同音字彙1892			
沸	沸	fəʔ7	灑	蘇州同音字彙1892			
氛	氛	fən1	~圍。又音。《廣韻》：府文切	蘇州同音字彙1892			
馚	馚	fən1	～馧，香氣	蘇州同音字彙1892			
雰	雰	fən1	①霧氣。②氣的通稱。③~~：雨雪很盛的樣子；霜凝結的樣子	蘇州同音字彙1892			
吩	吩	fən1	~咐	蘇州同音字彙1892			
腓	腓	fi1	疑爲誤切	蘇州同音字彙1892			
菲	菲	fi3	①微，薄：~薄。②古代指蕪菁一類的植物，花紫紅色，可作菜用	蘇州同音字彙1892			
榧	榧	fi3	~子：榧樹的種實；用拇指和中指相捻，發出清脆的聲音，稱為打榧子	蘇州同音字彙1892			
豐	丰	foŋ1	~收	蘇州同音字彙1892			
瘋	疯	foŋ1	人來~：客人多時小孩乘機吵鬧	蘇州同音字彙1892			
捧	捧	foŋ3	白讀：~勒手裏	蘇州同音字彙1892			
訪	访	fɔŋ3	拜~	蘇州同音字彙1892			
彷	彷	fɔŋ3	~佛	蘇州同音字彙1892			
舫	舫	fɔŋ3	①並連兩船。②船的通稱：畵~	蘇州同音字彙1892			
倣	仿	fɔŋ3	差~弗多：差不多	蘇州同音字彙1892			
咐	咐	fu5	吩~	蘇州同音字彙1892			
訃	讣	fu5	~告	蘇州同音字彙1892			
附	附	fu5	《中州音韻》：叶夫去聲。《詩·大雅》：予曰有疏附，予曰有先後，予曰有奔奏，予曰有禦侮	蘇州同音字彙1892			
骱	骱	ɡɑ2	疑爲誤記	蘇州同音字彙1892			
骱	骱	ɡɑ6	骨頭的關節：脱~（脫臼）|手~子（手腕；手段）|脚~子（脚腕子）	蘇州同音常用字彙			
茄	茄	ɡɑ2	白讀：~子	蘇州同音字彙1892			
劼	劼	ɡɑʔ8	理論應讀[kaʔ⁴]	蘇州同音字彙1892			
軋	轧	ɡɑʔ8	應讀[ɡaʔ²³]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
軋	轧	ɡaʔ8	~棉花	蘇州同音常用字彙			
頦	颏	ɡɛ2	下巴	蘇州同音字彙1892			
戤	戤	ɡɛ6	~牌子	蘇州同音字彙1892			
搿	搿	ɡəʔ8	~牢俚	蘇州同音字彙1892			
啃	啃	ɡən4	疑爲誤讀	蘇州同音字彙1892			
共	共	ɡoŋ2	《集韻》：渠容切，同“栱”。《爾雅》：杙大者謂之栱或省	蘇州同音字彙1892			
共	共	ɡoŋ6	~總	蘇州同音常用字彙			
揆	揆	ɡuɛ2	~情度理	蘇州同音字彙1892			
櫃	柜	ɡuɛ6	文讀	蘇州同音字彙1892			
柜	柜	ʥy4	白讀：~枱	蘇州同音常用字彙			
跪	跪	ɡuɛ6	文讀	蘇州同音字彙1892			
繈	襁	ʥiaŋ2	讀音來源不明	蘇州同音字彙1892			
撬	撬	ʥiɐɵ6	又音	蘇州同音字彙1892			
祈	祈	ʥi2	~禱	蘇州同音字彙1892			
祁	祁	ʥi2	~調：蘇州評彈流派曲調。祁連芳所創	蘇州同音字彙1892			
技	技	ʥi4	~藝	蘇州同音常用字彙			
妓	妓	ʥi6	應讀陽上：娼~	蘇州同音字彙1892			
𡜱	𡜱	ʥi6	怒	蘇州同音字彙1892			
企	企	ʥi6	疑記錯，或讀[ʨʰi⁵²³]	蘇州同音字彙1892			
極	极	ʥiəʔ8	發~	蘇州同音字彙1892			
亟	亟	ʥiəʔ8	《集韻》：竭憶切	蘇州同音字彙1892			
臼	臼	ʥiʏ6	又音	蘇州同音字彙1892			
咎	咎	ʥiʏ4	~由自取	蘇州同音常用字彙			
咎	咎	ʥiʏ6	又音	蘇州同音字彙1892			
柩	柩	ʥiʏ6	裝著屍體的棺材：靈~	蘇州同音字彙1892			
舅	舅	ʥiʏ6	又音	蘇州同音字彙1892			
軸	轴	ʥioʔ8	~子	蘇州同音字彙1892			
睘	睘	ʥioŋ2	同“瞏”，受驚而兩眼直視的樣子；孤獨無依的樣子	蘇州同音字彙1892			
𨃪	𨃪	ʥiœ̃2	同“踡”	蘇州同音字彙1892			
俱	俱	ʥy2	應讀陽去：~樂部	蘇州同音字彙1892			
跽	跽	ʥy6	疑爲“跪”，白讀，但聲調陽上	蘇州同音字彙1892			
懼	惧	ʥy6	①畏，害怕：~色。②恐嚇	蘇州同音字彙1892			
具	具	ʥy6	文~店	蘇州同音字彙1892			
拒	拒	ʥy6	又音	蘇州同音字彙1892			
撅	撅	ʥyəʔ8	①~豎：眼光淺，才識短。②同“掘”，挖掘	蘇州同音字彙1892			
哈	哈	hɑ1	~~大笑	蘇州同音字彙1892			
蟹	蟹	hɑ3	獨脚~：只有單獨一個人，無人幇忙	蘇州同音字彙1892			
嚇	吓	hɑʔ7	~得嘸[nɑʔ hã]	蘇州同音字彙1892			
瞎	瞎	haʔ7	~説	蘇州同音字彙1892			
呷	呷	haʔ7	~一口	蘇州同音字彙1892			
喝	喝	haʔ7	白讀：~乾（①把器皿中的液體喝光。②指演唱使全場觀衆折服的效果。）	蘇州同音字彙1892			
哼	哼	haŋ1	白讀	蘇州同音字彙1892			
亨	亨	haŋ1	白讀：納~（怎麼樣；怎麼辦；怎麼啦），非本字，本字疑爲“若許”	蘇州同音字彙1892			
夯	夯	haŋ1	打~	蘇州同音常用字彙			
耗	耗	hɐɵ5	~費	蘇州同音字彙1892			
狠	狠	hən3	發~：下狠心。[例]我要~買部摩托車，倷阿肯借兩鈿撥我（你肯借我幾個錢嗎）	蘇州同音字彙1892			
鱟	鲎	hʏ5	虹的俗稱，越諺作𩄬	蘇州同音字彙1892			
矆	矆	hoʔ7	①~睒：電光也。②驚視	蘇州同音字彙1892			
暵	暵	hœ̃1	應讀陰去	蘇州同音字彙1892			
熯	熯	hœ̃5	①乾燥。②烘乾，烘烤，使乾燥。③吳語。指用火隔鍋乾煎或放少量油煎食物：~一~|~麥餅|~餛飩。④焚燒：~焚。⑤同“焊”，用熔化的金屬或非金屬等，修補或黏合器物	蘇州同音字彙1892			
憾	憾	hœ̃5	疑爲誤讀	蘇州同音字彙1892			
訇	訇	hoŋ1	①形容巨大的聲音。②阿~：主持伊斯蘭敎的各種儀式，講解古蘭經的人	蘇州同音字彙1892			
哄	哄	hoŋ3	~騙	蘇州同音字彙1892			
鬨	哄	hoŋ5	起~	蘇州同音字彙1892			
喎	喎	huɑ1	口眼~斜	蘇州同音常用字彙			
歪	歪	huɑ1	~有理	蘇州同音字彙1892			
歪	歪	uɑ1	~嬲。聲調類推	蘇州同音常用字彙			
㧾	㧾	huaʔ7	去塵	蘇州同音字彙1892			
豁	豁	huaʔ7	~嘴	蘇州同音字彙1892			
搳	搳	huaʔ7	~拳	蘇州同音常用字彙			
悔	悔	huɛ1	聲調來源不明，疑爲誤記	蘇州同音字彙1892			
毁	毁	huɛ3	~滅	蘇州同音常用字彙			
燬	毁	huɛ3	①烈火。②燃燒，焚毀：銷~	蘇州同音字彙1892			
晦	晦	huɛ3	理論應讀陰去，疑爲誤記	蘇州同音字彙1892			
虺	虺	huɛ3	一種毒蛇	蘇州同音字彙1892			
諱	讳	huɛ3	避~	蘇州同音字彙1892			
𥁃	𥁃	huɔŋ1	疑爲誤記，該字本讀[mɔŋ³¹]	蘇州同音字彙1892			
𮎰	𮎰	huɔŋ1	同“荒”	蘇州同音字彙1892			
恍	恍	huɔŋ3	~然大悟	蘇州同音字彙1892			
况	况	huɔŋ5	~且	蘇州同音字彙1892			
獾	獾	huœ̃1	豬狗~：豬獾、狗獾的統稱。均是田間小獸，在夜間活動，主要以植株、水果、根和動物的肉爲食	蘇州同音字彙1892			
响	响	ɕiaŋ3	“響”的簡體字	蘇州同音字彙1892			
餉	饷	ɕiaŋ3	軍糧	蘇州同音字彙1892			
享	享	ɕiaŋ3	~福	蘇州同音字彙1892			
嚮	向	ɕiaŋ5	①趨向，向著。②方向。③近，將近。④誘導；引導。⑤窗戶。⑥從前，原來	蘇州同音字彙1892			
哮	哮	ɕiɐɵ1	文讀	蘇州同音字彙1892			
唏	唏	ɕi3	哀歎、哀痛而不哭的樣子。據《廣韻》：虛豈切	蘇州同音字彙1892			
蟢	蟢	ɕi3	壁~。~子，古書上說的一種蜘蛛	蘇州同音字彙1892			
戯	戏	ɕi5	同“戲”	蘇州同音字彙1892			
噏	噏	ɕiəʔ7	①同“吸”，引入，收取。②同“㒆”“歙”，收斂	蘇州同音字彙1892			
蠍	蝎	ɕiəʔ7	~子	蘇州同音字彙1892			
蝎	蝎	ɕiəʔ7	“蠍”的異體字	蘇州同音字彙1892			
脇	胁	ɕiəʔ7	同“脅”	蘇州同音字彙1892			
楦	楦	ɕiœ̃1	疑因詞語變調，如“楦頭”變調爲55-21，而被誤認爲讀陰平	蘇州同音字彙1892			
楦	楦	ɕiœ̃5	~頭	蘇州同音常用字彙			
胸	胸	ɕioŋ1	~脯：指胸部，也可說“胸旁”	蘇州同音字彙1892			
𠯋	𠯋	i1	可也；爾也。理論應讀[i⁵¹]	蘇州同音字彙1892			
儀	仪	i1	陽調讀陰調	蘇州同音字彙1892			
扆	扆	i3	①古代指窗和門之間的地方。②門窗間的屏風。③隱藏。④依，倚靠	蘇州同音字彙1892			
掎	掎	i3	《集韻》：隱綺切。掎匜，不正也	蘇州同音字彙1892			
椅	椅	i3	折疊~：不用時可以折疊成一片的椅子，多半帆布、皮革、竹、木條做面	蘇州同音字彙1892			
㕽	㕽	i3	疑因讀半邊而誤讀，應讀[zɿ³¹]	蘇州同音字彙1892			
義	义	i5	陽調讀陰調	蘇州同音字彙1892			
憶	忆	i5	①想念，思念：回~。②記得：記~	蘇州同音字彙1892			
係	系	i5	①通“繫”，綑綁。②關連，牽涉：關~。③是。④繫物的繩子	蘇州同音常用字彙			
約	约	iɑʔ7	~會	蘇州同音字彙1892			
映	映	iaŋ5	白讀：放~	蘇州同音字彙1892			
怏	怏	iaŋ5	①不滿，不服氣：~~不悅。②失意，惆悵。③勉强，泥求	蘇州同音字彙1892			
么	么	iɐɵ1	同“幺”	蘇州同音字彙1892			
㕭	㕭	iɐɵ1	《廣韻》：於交切	蘇州同音字彙1892			
吆	吆	iɐɵ1	大聲呼叫：~五喝六（擲骰子時的喊叫聲；形容盛氣凌人的樣子）	蘇州同音字彙1892			
鷕	鷕	iɐɵ3	形容雉鳥的叫聲	蘇州同音字彙1892			
殀	夭	iɐɵ3	①夭折，少壯而死。②殘害	蘇州同音字彙1892			
又	又	iʏ5	陽調讀陰調	蘇州同音字彙1892			
有	有	iʏ3	陽調讀陰調	蘇州同音字彙1892			
友	友	iʏ3	~情	蘇州同音字彙1892			
酉	酉	iʏ3	陽調讀陰調	蘇州同音字彙1892			
家	家	kɑ1	白讀：人~（①別人；②指一戶家庭：小~，指小戶人家|大~，指大戶人家）	蘇州同音字彙1892			
枷	枷	kɑ1	白讀：連~（脫粒用的農具）	蘇州同音字彙1892			
加	加	kɑ1	白讀：央~（副詞，已經這樣。[例]天~熱，還要出去，捺亨弗生疿子）	蘇州同音字彙1892			
袈	袈	kɑ1	白讀：~裟	蘇州同音字彙1892			
階	阶	kɑ1	白讀：~沿（石砌的台階）|闖~頭（串門）	蘇州同音字彙1892			
街	街	kɑ1	白讀：石板~（用石板鋪地的街道）	蘇州同音字彙1892			
傢	傢	kɑ1	白讀：~生（家具；工具；可以盛物的器具；武器；演員稱樂器）	蘇州同音字彙1892			
嘉	嘉	kɑ1	白讀：~興	蘇州同音字彙1892			
假	假	kɑ3	白讀：~客氣碰著眞老實（虛假的客氣偏偏對方信以爲眞）	蘇州同音字彙1892			
解	解	kɑ3	白讀：姓	蘇州同音字彙1892			
𡯓	尬	kɑ5	白讀：尷~	蘇州同音字彙1892			
尬	尬	kɑ5	白讀：尲~	蘇州同音常用字彙			
價	价	kɑ5	白讀：殺~（還價。俗有“蘇州人殺半價”的說法，卽還價僅要價的一半）|~鈿（價錢）|~値|~目表	蘇州同音字彙1892			
嫁	嫁	kɑ5	白讀：~囡兒（把女兒嫁出去）	蘇州同音字彙1892			
架	架	kɑ5	白讀：搭~子（擺架子。[例]倷求俚末，惹俚搭架子則）	蘇州同音字彙1892			
戒	戒	kɑ5	白讀：~酒	蘇州同音字彙1892			
芥	芥	kɑ5	白讀：~菜	蘇州同音字彙1892			
界	界	kɑ5	白讀：世~	蘇州同音字彙1892			
疥	疥	kɑ5	白讀：癩~瘡（疥瘡）	蘇州同音字彙1892			
蚧	蚧	kɑ5	白讀：蛤~	蘇州同音字彙1892			
誡	诫	kɑ5	白讀	蘇州同音字彙1892			
魪	魪	kɑ5	比目魚	蘇州同音字彙1892			
屆	届	kɑ5	白讀	蘇州同音常用字彙			
卡	卡	kʰɑ3	~子	蘇州同音字彙1892			
闓	闿	kʰɛ3	①開啟。②通“愷”“凱”，和樂	蘇州同音字彙1892			
鎧	铠	kʰɛ3	~甲	蘇州同音字彙1892			
夾	夹	kaʔ7	白讀：~裏	蘇州同音常用字彙			
裌	夹	kaʔ7	白讀：~襖	蘇州同音常用字彙			
郟	郏	kaʔ7	姓	蘇州同音常用字彙			
甲	甲	kaʔ7	白讀：盔~；~子	蘇州同音常用字彙			
翮	翮	kaʔ7	白讀	蘇州同音常用字彙			
隔	隔	kaʔ7	白讀：~壁	蘇州同音常用字彙			
槅	槅	kɑʔ7	~子	蘇州同音字彙1892			
胳	胳	kɑʔ7	白讀：~辣叉。	蘇州同音字彙1892			
甲	甲	kɑʔ7	應讀[kaʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
夾	夹	kɑʔ7	應讀[kaʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
丐	丐	kɑʔ7	應讀[kaʔ⁴]，因作者未區分[aʔ][ɑʔ]。據《廣韻》：古達切。乞也。亦作丐。	蘇州同音字彙1892			
革	革	kɑʔ7	白讀	蘇州同音字彙1892			
隔	隔	kɑʔ7	白讀：~一層	蘇州同音字彙1892			
格	格	kɑʔ7	白讀：~子	蘇州同音常用字彙			
搯	掐	kʰaʔ7	同“掐”	蘇州同音常用字彙			
搯	掐	kʰɑʔ7	同“掐”。應讀[kʰaʔ⁴]，因作者未區分[aʔ][ɑʔ]	蘇州同音字彙1892			
揢	揢	kʰɑʔ7	~住頭頸。書中記爲舒聲，有誤，據實改	蘇州同音常用字彙			
更	更	kaŋ1	白讀：敲~葛	蘇州同音字彙1892			
庚	庚	kaŋ1	白讀：~帖	蘇州同音字彙1892			
粳	粳	kaŋ1	白讀：~米	蘇州同音字彙1892			
羹	羹	kaŋ1	白讀：~飯（祭祀亡靈的飯食）	蘇州同音字彙1892			
鶊	鹒	kaŋ1	白讀	蘇州同音字彙1892			
耕	耕	kaŋ1	白讀：~田（用牛拉犁鬆土平地）	蘇州同音字彙1892			
梗	梗	kaŋ3	白讀：桔~	蘇州同音字彙1892			
鯁	鲠	kaŋ3	白讀：~牢（指魚刺、骨頭等卡在喉嚨裏）	蘇州同音字彙1892			
骾	鲠	kaŋ3	白讀：同“鯁”	蘇州同音字彙1892			
埂	埂	kaŋ3	白讀：田~浪	蘇州同音常用字彙			
跤	跤	kɐɵ1	白讀：跌一~	蘇州同音常用字彙			
糕	糕	kɐɵ1	年~	蘇州同音字彙1892			
茭	茭	kɐɵ1	白讀：~白	蘇州同音字彙1892			
膠	胶	kɐɵ1	白讀：~水、牛皮~	蘇州同音字彙1892			
交	交	kɐɵ1	白讀：~代|~出去	蘇州同音字彙1892			
稿	稿	kɐɵ3	~薦：用穀類植物的莖編成的墊子	蘇州同音字彙1892			
絞	绞	kɐɵ3	白讀：~毛巾（把毛巾擰乾）	蘇州同音字彙1892			
攪	搅	kɐɵ3	白讀：①攪拌：伸進去一~；②瘋鬧：覅~哉、瞎~	蘇州同音字彙1892			
攪	搅	ʨiɐɵ3	文讀	蘇州同音常用字彙			
酵	酵	kɐɵ5	白讀：發~	蘇州同音字彙1892			
教	教	kɐɵ5	白讀：~書|鄕~先生（私塾先生）	蘇州同音字彙1892			
覺	觉	kɐɵ5	白讀：睏~	蘇州同音字彙1892			
覺	觉	koʔ7	白讀：~着	蘇州同音常用字彙			
攷	攷	kʰɐɵ3	①敲擊。②同“考”，稽核，考核	蘇州同音字彙1892			
烤	烤	kʰɐɵ3	~火	蘇州同音字彙1892			
个	个	kəʔ7	同“個”“箇”	蘇州同音字彙1892			
個	个	kəʔ7	一~	蘇州同音字彙1892			
袷	袷	kəʔ7	理論應讀[kaʔ⁴]：卽夾衣	蘇州同音字彙1892			
羯	羯	kəʔ7	疑爲誤切	蘇州同音字彙1892			
合	合	kəʔ7	~會	蘇州同音字彙1892			
疙	疙	kəʔ7	~瘩	蘇州同音字彙1892			
欬	欬	kʰəʔ7	白讀：同“咳”	蘇州同音字彙1892			
咳	咳	kʰəʔ7	白讀：~嗽	蘇州同音常用字彙			
磕	磕	kʰəʔ7	打~銃	蘇州同音字彙1892			
瞌	瞌	kʰəʔ7	~𥅻：瞌睡。打瞌𥅻卽爲打瞌睡、打盹兒；瞌𥅻懵懂卽形容沒睡醒，糊里糊塗的樣子	蘇州同音字彙1892			
栲	栲	kʰəʔ7	~栳	蘇州同音字彙1892			
跟	跟	kən1	翻~陡	蘇州同音字彙1892			
肯	肯	kʰən3	~勒弗~：同意和不同意。勒，並列連詞，相當於“和”	蘇州同音字彙1892			
啃	啃	kʰən3	~骨頭	蘇州同音常用字彙			
掯	掯	kʰən5	~勒	蘇州同音常用字彙			
鉤	钩	kʏ1	~~雲：像鉤子狀的雲，也可以說“鉤子雲”“鉤卷雲”。[例]天浪起自~，三月五日雨淋淋	蘇州同音字彙1892			
夠	够	kʏ5	~吃~用：可以滿足日常開支	蘇州同音字彙1892			
角	角	koʔ7	白讀：立壁~（舊時學校裏的一種體罰，罰學生面對墻角而立）	蘇州同音字彙1892			
郭	郭	koʔ7	另讀。該時期uoʔ正併入oʔ	蘇州同音字彙1892			
穀	谷	koʔ7	同“穀”	蘇州同音字彙1892			
咯	咯	koʔ7	木~~：形容冥頑不靈，沒有知覺，反應遲鈍	蘇州同音字彙1892			
壳	壳	kʰoʔ7	同“殼”	蘇州同音字彙1892			
乾	干	kœ̃1	~菜	蘇州同音字彙1892			
杆	杆	kœ̃1	欄~	蘇州同音字彙1892			
肝	肝	kœ̃1	~油	蘇州同音字彙1892			
桿	杆	kœ̃3	槍~子	蘇州同音字彙1892			
銲	銲	kœ̃5	同“焊”	蘇州同音字彙1892			
旰	旰	kœ̃5	晩上，日落的時候	蘇州同音字彙1892			
看	看	kʰœ̃5	~野眼：眼睛看別處，指思想不集中	蘇州同音字彙1892			
宮	宫	koŋ1	命~裏：命裏。[例]命宮裏有末有，命宮裏嘸不末嘸不	蘇州同音字彙1892			
蚣	蚣	koŋ1	蜈~，卽百脚	蘇州同音字彙1892			
糠	糠	kʰɔŋ1	礱~	蘇州同音字彙1892			
匟	炕	kʰɔŋ5	~牀	蘇州同音字彙1892			
囥	囥	kʰɔŋ5	~攏	蘇州同音常用字彙			
乖	乖	kuɑ1	白讀	蘇州同音字彙1892			
拐	拐	kuɑ3	~子	蘇州同音字彙1892			
柺	拐	kuɑ3	~杖	蘇州同音字彙1892			
夬	夬	kuɑ5	《易經》卦名。六十四卦之一。乾（☰）​下兌（☱）​上。象決斷之義	蘇州同音字彙1892			
怪	怪	kuɑ5	倷覅~我	蘇州同音字彙1892			
蒯	蒯	kʰuɑ3	只有《中州音韻》《中原音韻》記載了上聲的讀法	蘇州同音字彙1892			
蒯	蒯	kʰuɑ5	姓	蘇州同音常用字彙			
快	快	kʰɑ5	白讀：~活	蘇州同音常用字彙			
快	快	kʰuɑ5	白讀：~信	蘇州同音字彙1892			
窺	窥	kuɛ1	應讀[kʰuɛ⁴⁴]，疑爲誤記	蘇州同音字彙1892			
劊	刽	kuɛ5	~子手	蘇州同音字彙1892			
鱠	鲙	kuɛ5	①細切的魚肉：莼羹鱸~。②細切魚肉烹調稱餚饌：休說鱸魚堪~，盡西風、季鷹歸未。③《博物志》：吳王江行食魚膾，棄殘餘於水，化爲魚，名膾殘，卽今銀魚	蘇州同音字彙1892			
佸	佸	kuɑʔ7	到，至。應讀[kuaʔ⁴]，因作者未區分[uaʔ][uɑʔ]。據《集韻》：古活切，音括	蘇州同音字彙1892			
颳	刮	kuɑʔ7	吹襲：~颱風（颱風來襲。喩來勢兇猛）。應讀[kuaʔ⁴]，因作者未區分[uaʔ][uɑʔ]	蘇州同音字彙1892			
國	国	kuəʔ7	~家	蘇州同音字彙1892			
闊	阔	kʰuəʔ7	寬：~巷|~麵（比一般的麵條要稍稍闊一點）	蘇州同音字彙1892			
𤄃	阔	kʰuəʔ7	同“闊”	蘇州同音字彙1892			
滾	滚	kuən3	~水（煮沸的水）|~穿（液體開透）	蘇州同音字彙1892			
綑	捆	kʰuən3	①織。②用繩子拴綁：~稻柴	蘇州同音字彙1892			
睏	困	kʰuən5	睡覺：~覺|~晏朝（睡懶覺）|~懶（睏倦了，想睡覺）|~扁頭（睡覺睡得太多，把頭睡扁了，比喩白日做夢）	蘇州同音字彙1892			
舘	馆	kuœ̃3	旅~	蘇州同音字彙1892			
罐	罐	kuœ̃5	藥~頭：煮藥的罐頭；比喩人經常生病吃藥	蘇州同音字彙1892			
欵	款	kʰuœ̃3	“款”的異體字	蘇州同音字彙1892			
胱	胱	kuɔŋ1	膀~	蘇州同音字彙1892			
礦	矿	kuɔŋ3	根據《廣韻》的“古猛切”，應讀[kuaŋ⁵¹]：金璞也	蘇州同音字彙1892			
匡	匡	kʰuɔŋ1	文讀：姓	蘇州同音字彙1892			
筐	筐	kʰuɔŋ1	文讀：~籃（竹編大筐）	蘇州同音字彙1892			
