單字	聲紐	呼	等	韻部	聲調	組	攝	聲母_定	介	韻母_定		22	备注							
軒	曉	開	三	元	平	影	山	h		in		33								
喧	曉	合	三	元	平	影	山	h		yn		33								
暄	曉	合	三	元	平	影	山	h		yn		33								
嬛	曉	合	三	仙A	平	影	山	h		yn		33								
絢	曉	合	四	先	去	影	山	h		yn		33								
卿	溪	開	三	庚	平	見	梗	h		ɪŋ		33								
氫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɪŋ										
輕	溪	開	三	清A	平	見	梗	h		ɪŋ		33								
慶	溪	開	三	庚	去	見	梗	h		ɪŋ		33								
罄	溪	開	四	青	去	見	梗	h		ɪŋ		33								
汀	透	開	四	青	平	端	梗	h		ɪŋ		33	又音tɪŋ							
聽	透	開	四	青	去	端	梗	h		ɪŋ		33								
廷	定	開	四	青	平	端	梗	h		ɪŋ		32								
亭	定	開	四	青	平	端	梗	h		ɪŋ		32								
庭	定	開	四	青	平	端	梗	h		ɪŋ		32								
停	定	開	四	青	平	端	梗	h		ɪŋ		32								
蜓	定	開	四	青	平	端	梗	h		ɪŋ		32								
婷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɪŋ										
霆	定	開	四	青	平	端	梗	h		ɪŋ		32								
挺	定	開	四	青	平	端	梗	h		ɪŋ		32								
馨	曉	開	四	青	平	影	梗	h		ɪŋ		33								
興	曉	開	三	蒸	平	影	曾	h		ɪŋ		33								
兄	曉	合	三	庚	平	影	梗	h		ɪŋ		33								
晌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
香	曉	開	三	陽	平	影	宕	h		œŋ		33								
鄉	曉	開	三	陽	平	影	宕	h		œŋ		33								
享	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
饗	曉	開	三	陽	上	影	宕	h		œŋ		55								
響	曉	開	三	陽	上	影	宕	h		œŋ		55								
向	書	開	三	陽	去	章	宕	h		œŋ		33								
嚮	曉	開	三	陽	上	影	宕	h		œŋ		55								
嚮	曉	開	三	陽	上	影	宕	h		œŋ		55								
怯	溪	開	三	嚴	入	見	咸	h		ip		33								
愜	溪	開	四	添	入	見	咸	h		ip		33								
帖	透	開	四	添	入	端	咸	h		εp		33	有读成ip							
貼	透	開	四	添	入	端	咸	h		εp		33	有读成ip							
協	匣	開	四	添	入	影	咸	h		ip		33								
挾	匣	開	四	添	入	影	咸	h		ip		33								
脅	曉	開	三	嚴	去	影	咸	h		ip		33								
鐵	透	開	四	先	入	端	山	h		εt		33								
脫	定	合	一	寒	入	端	山	h		ɔt		33	有读成yt多用于文读词							
歇	曉	開	三	元	入	影	山	h		it		33								
血	曉	合	四	先	入	影	山	h		yt		33								
調	定	開	四	蕭	平	端	效	h		iu		32								
僥	見	開	三	蕭	上	見	效	h		iu		55								
蹺	溪	開	三	宵A	平	見	效	h		iu		33								
挑	透	開	四	蕭	平	端	效	h		εu		33	有读成iu多用于文读词							
條	定	開	四	蕭	平	端	效	h		εu		32								
窕	定	開	四	蕭	上	端	效	h		iu		21								
眺	透	開	四	蕭	去	端	效	h		iu		33								
跳	定	開	四	蕭	平	端	效	h		εu		32	有读成iu							
囂	曉	開	三	宵B	平	影	效	h		iu		33								
驍	見	開	四	蕭	平	見	效	h		iu		33								
曉	曉	開	四	蕭	上	影	效	h		iu		55								
舵	定	開	一	歌	上	端	果	h		ɔ		22								
呵	曉	開	一	歌	平	影	果	h		ɔ		33								
何	匣	開	一	歌	平	影	果	h		ɔ		32								
河	匣	開	一	歌	平	影	果	h		ɔ		32								
荷	匣	開	一	歌	平	影	果	h		ɔ		32								
荷	匣	開	一	歌	上	影	果	h		ɔ		22								
賀	匣	開	一	歌	去	影	果	h		ɔ		22								
苛	匣	開	一	歌	平	影	果	h		ɔ		32								
蚵	匣	開	一	歌	平	影	果	h		ɔ		32								
可	溪	開	一	歌	上	見	果	h		ɔ		55								
坷	溪	開	一	歌	上	見	果	h		ɔ		55								
拖	透	開	一	歌	去	端	果	h		ɔ		33								
佗	定	開	一	歌	平	端	果	h		ɔ		32								
陀	定	開	一	歌	平	端	果	h		ɔ		32								
沱	定	開	一	歌	平	端	果	h		ɔ		32								
跎	定	開	一	歌	平	端	果	h		ɔ		32								
馱	定	開	一	歌	平	端	果	h		ɔ		32								
駝	定	開	一	歌	平	端	果	h		ɔ		32								
鴕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔ										
妥	透	合	一	歌	上	端	果	h		ɔ		55								
橢	透	合	一	歌	上	端	果	h		ɔ		55								
唾	透	合	一	歌	去	端	果	h		ɔ		33								
咳	匣	開	一	咍	平	影	蟹	h		ɔi		32								
嗨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔi										
海	曉	開	一	咍	上	影	蟹	h		ɔi		55								
亥	匣	開	一	咍	上	影	蟹	h		ɔi		22								
害	匣	開	一	泰	去	影	蟹	h		ɔi		22								
駭	匣	開	二	皆	上	影	蟹	h		ɔi		22								
開	溪	開	一	咍	平	見	蟹	h		ɔi		33								
凱	溪	開	一	咍	上	見	蟹	h		ɔi		55								
胎	透	開	一	咍	平	端	蟹	h		ɔi		33								
台	透	開	一	咍	平	端	蟹	h		ɔi		33								
抬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔi										
苔	定	開	一	咍	平	端	蟹	h		ɔi		32								
苔	定	開	一	咍	平	端	蟹	h		ɔi		32								
臺	定	開	一	咍	平	端	蟹	h		ɔi		32								
颱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔi										
檯	定	開	一	咍	平	端	蟹	h		ɔi		32								
壑	曉	開	一	唐	入	影	宕	h		œk		33								
鶴	匣	開	一	唐	入	影	宕	h		œk		22								
殼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œk										
拓								h		œk	33									
拓	透	開	一	唐	入	端	宕	h		œk		33								
托	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œk										
託	透	開	一	唐	入	端	宕	h		œk		33								
學	匣	開	二	江	入	影	江	h		œk		22								
鼾	曉	開	一	寒	平	影	山	h		ɔn		33								
寒	匣	開	一	寒	平	影	山	h		ɔn		32								
韓	匣	開	一	寒	平	影	山	h		ɔn		32								
罕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔn										
汗	匣	開	一	寒	去	影	山	h		ɔn		22								
汗	匣	開	一	寒	平	影	山	h		ɔn		32								
旱	匣	開	一	寒	上	影	山	h		ɔn		22								
悍	匣	開	一	寒	去	影	山	h		ɔn		33								
漢	曉	開	一	寒	去	影	山	h		ɔn		33								
銲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔn										
翰	匣	開	一	寒	平	影	山	h		ɔn		32								
瀚	匣	開	一	寒	去	影	山	h		ɔn		22								
刊	溪	開	一	寒	平	見	山	h		ɔn		55								
侃	溪	開	一	寒	上	見	山	h		ɔn		55								
看	溪	開	一	寒	平	見	山	h		ɔn		33								
幢								t		ʊŋ	22									
杭	匣	開	一	唐	平	影	宕	h		œŋ		32								
航	匣	開	一	唐	平	影	宕	h		œŋ		32								
降	匣	開	二	江	平	影	江	h		œŋ		32								
康	溪	開	一	唐	平	見	宕	h		œŋ		33								
慷	溪	開	一	唐	上	見	宕	h		ɔŋ		55								
炕	曉	開	一	唐	平	影	宕	h		œŋ		33								
吭	匣	開	一	唐	平	影	宕	h		œŋ		32								
吭								h		œŋ	32									
筐	溪	合	三	陽	平	見	宕	h		ɔŋ		33								
框	溪	合	三	陽	平	見	宕	h		ɔŋ		33								
腔	溪	開	二	江	平	見	江	h		œŋ		33								
湯	書	開	三	陽	平	章	宕	h		œŋ		33								
唐	定	開	一	唐	平	端	宕	h		œŋ		32								
堂	定	開	一	唐	平	端	宕	h		œŋ		32								
棠	定	開	一	唐	平	端	宕	h		œŋ		32								
塘	定	開	一	唐	平	端	宕	h		œŋ		32								
膛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
糖	定	開	一	唐	平	端	宕	h		œŋ		32								
螳	定	開	一	唐	平	端	宕	h		œŋ		32								
倘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
淌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
躺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
趟	知	開	二	庚	平	知	梗	h		œŋ		33								
燙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		œŋ										
巷	匣	開	二	江	去	影	江	h		œŋ		22								
項	匣	開	二	江	上	影	江	h		œŋ		22								
行	匣	開	一	唐	平	影	宕	h		œŋ		32								
行	匣	開	一	唐	去	影	宕	h		œŋ		22								
熨	影	合	三	微	去	影	止	h		œŋ		33								
喝	影	開	二	夬	去	影	蟹	h		ɔt		33								
褐	匣	開	一	寒	入	影	山	h		ɔt		33								
渴	溪	開	一	寒	入	見	山	h		ɔt		33								
叨	透	開	一	豪	平	端	效	h		a		33								
禱	端	開	一	豪	上	端	效	h		a		55	又音ɐu							
蒿	曉	開	一	豪	平	影	效	h		a		33								
毫	匣	開	一	豪	平	影	效	h		a		32								
豪	匣	開	一	豪	平	影	效	h		a		32								
嚎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		a										
蠔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		a										
好	曉	開	一	豪	上	影	效	h		a		55								
好	曉	開	一	豪	去	影	效	h		a		33								
耗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		a										
浩	匣	開	一	豪	上	影	效	h		a		22								
皓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		a										
號	匣	開	一	豪	平	影	效	h		a		32								
號	匣	開	一	豪	去	影	效	h		a		22								
掏	定	開	一	豪	平	端	效	h		a		32	又音ɐu							
絛	透	開	一	豪	平	端	效	h		a		33	又音ɐu							
滔	透	開	一	豪	平	端	效	h		a		33	又音ɐu							
濤	定	開	一	豪	平	端	效	h		a		32	又音ɐu							
逃	定	開	一	豪	平	端	效	h		ɐu		32								
桃	定	開	一	豪	平	端	效	h		ɐu		32								
陶	定	開	一	豪	平	端	效	h		ɐu		32								
萄	定	開	一	豪	平	端	效	h		ɐu		32								
啕	定	開	一	豪	平	端	效	h		ɐu		32								
淘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		a										
討	透	開	一	豪	上	端	效	h		a		55	又音ɐu							
套	透	開	一	豪	上	端	效	h		a		33								
挑	透	開	一	豪	平	端	效	h		a		33								
荼	定	開	一	模	平	端	遇	h		ɐu		32								
徒	定	開	一	模	平	端	遇	h		ɐu		32								
途	定	開	一	模	平	端	遇	h		ɐu		32								
涂	澄	開	三	魚	平	知	遇	h		ɐu		32								
屠	澄	開	三	魚	平	知	遇	h		ɐu		32								
塗	定	開	一	模	平	端	遇	h		ɐu		32								
圖	定	開	一	模	平	端	遇	h		ɐu		32								
土	透	開	一	模	上	端	遇	h		ɐu		55								
吐	透	開	一	模	上	端	遇	h		ɐu		55								
兔	透	開	一	模	去	端	遇	h		ɐu		33								
菟	定	開	一	模	平	端	遇	h		ɐu		32								
許	曉	開	三	魚	上	影	遇	h		y		55								
去	溪	開	三	魚	上	見	遇	h		y		55								
推	昌	合	三	脂A	平	章	止	h		ɔi		33								
頹	定	合	一	灰	平	端	蟹	h		ɔi		32								
腿	透	合	一	灰	上	端	蟹	h		ɔi		55								
退	透	合	一	灰	去	端	蟹	h		ɔi		33								
蛻	書	合	三	祭A	去	章	蟹	h		ɔi		33								
褪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ɔi										
咻								h		ɔi	55									
吁	曉	合	三	虞	平	影	遇	h		y		33								
虛	曉	開	三	魚	平	影	遇	h		y		33								
墟	溪	開	三	魚	平	見	遇	h		y		33								
墟	溪	開	四	魚	平	見	遇	h		y		33								
噓	曉	開	三	魚	平	影	遇	h		y		33								
栩	云	合	三	虞	上	影	遇	h		y	55									
煦	曉	合	三	虞	上	影	遇	h		y		55								
哭	溪	開	一	東	入	見	通	h		ʊk		55								
酷	溪	合	一	冬	入	見	通	h		ʊk		22								
禿	透	開	一	東	入	端	通	h		ʊk		33								
鼕	定	合	一	冬	平	端	通	h		ʊŋ		32								
哄	匣	開	一	東	去	影	通	h		ʊŋ		22								
哄								h		ʊŋ	33									
烘	匣	開	一	東	平	影	通	h		ʊŋ		32								
虹	匣	開	一	東	平	影	通	h		ʊŋ		32								
洪	匣	開	一	東	平	影	通	h		ʊŋ		32								
紅	匣	開	一	東	平	影	通	h		ʊŋ		32								
鴻	匣	開	一	東	平	影	通	h		ʊŋ		32								
訌	匣	開	一	東	平	影	通	h		ʊŋ		32								
空	溪	開	一	東	平	見	通	h		ʊŋ		33								
孔	溪	開	一	東	上	見	通	h		ʊŋ		55								
恐	溪	開	三	鍾	上	見	通	h		ʊŋ		55								
控	溪	開	二	江	平	見	江	h		ʊŋ		33								
通	透	開	一	東	平	端	通	h		ʊŋ		33								
仝	定	開	一	東	平	端	通	h		ʊŋ		32								
同	定	開	一	東	平	端	通	h		ʊŋ		32								
彤	定	合	一	冬	平	端	通	h		ʊŋ		32								
茼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ʊŋ										
桐	定	開	一	東	平	端	通	h		ʊŋ		32								
童	定	開	一	東	平	端	通	h		ʊŋ		32								
僮	定	開	一	東	平	端	通	h		ʊŋ		32								
銅	定	開	一	東	平	端	通	h		ʊŋ		32								
桶	透	開	一	東	上	端	通	h		ʊŋ		55								
筒	定	開	一	東	平	端	通	h		ʊŋ		32								
統	透	合	一	冬	去	端	通	h		ʊŋ		33								
痛	透	開	一	東	去	端	通	h		ʊŋ		33								
凶	曉	開	三	鍾	平	影	通	h		ʊŋ		33								
兇	曉	開	三	鍾	平	影	通	h		ʊŋ		33								
匈	曉	開	三	鍾	平	影	通	h		ʊŋ		33								
洶	曉	開	三	鍾	平	影	通	h		ʊŋ		33								
胸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h		ʊŋ										
雄	云	開	三	東	平	影	通	h		ʊŋ		32								
熊	云	開	三	東	平	影	通	h		ʊŋ		32								
廿	日	開	三	侵A	入	日	深	j		a		22								
也	以	開	三	麻	上	以	假	j		a	33									
吔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		ak										
洩	以	開	三	祭A	去	以	蟹	j		ɐi	22									
曳	以	開	三	祭A	去	以	蟹	j		ɐi	22									
恁	日	開	三	侵A	平	日	深	j		ɐm		32								
壬	日	開	三	侵A	平	日	深	j		ɐm		32								
任	日	開	三	侵A	去	日	深	j		ɐm	22									
任	日	開	三	侵A	平	日	深	j		ɐm		32								
飪	日	開	三	侵A	上	日	深	j		ɐm	22									
音	影	開	三	侵B	平	影	深	j		ɐm		33								
陰	影	開	三	侵B	平	影	深	j		ɐm		33								
蔭	影	開	三	侵B	去	影	深	j		ɐm		33								
蔭	影	開	三	侵B	去	影	深	j		ɐm		33								
瘖	影	開	三	侵B	平	影	深	j		ɐm		33								
吟	疑	開	三	侵B	平	見	深	j		ɐm		32								
淫	以	開	三	侵A	平	以	深	j		ɐm		32								
欽	溪	開	三	侵B	平	見	深	j		ɐm		33								
霪	以	開	三	侵A	平	以	深	j		ɐm		32								
飲	影	開	三	侵B	上	影	深	j		ɐm		55								
飲	影	開	三	侵B	去	影	深	j		ɐm		33								
恩	影	開	一	痕	平	影	臻	j		ɐn		33								
人	日	開	三	真A	平	日	臻	j		ɐn		32								
仁	日	開	三	真A	平	日	臻	j		ɐn		32								
忍	日	開	三	真A	上	日	臻	j		ɐn	55									
刃	日	開	三	真A	去	日	臻	j		ɐn	22									
仞	日	開	三	真A	去	日	臻	j		ɐn	22									
紉	娘	開	三	真B	平	知	臻	j		ɐn		32								
韌	日	開	三	真A	去	日	臻	j		ɐn	22									
閏	日	合	三	真A	去	日	臻	j		ɔn	22									
潤	日	合	三	真A	去	日	臻	j		ɔn	22									
欣	曉	開	三	欣	平	影	臻	j		ɐn		33								
因	影	開	三	真A	平	影	臻	j		ɐn		33								
茵	影	開	三	真A	平	影	臻	j		ɐn		33								
姻	影	開	三	真A	平	影	臻	j		ɐn		33								
殷	影	開	三	欣	平	影	臻	j		ɐn		33								
寅	以	開	三	脂A	平	以	止	j		ɐn		32								
引	以	開	三	真A	上	以	臻	j		ɐn	33									
蚓	以	開	三	真A	上	以	臻	j		ɐn	33									
隱	影	開	三	欣	上	影	臻	j		ɐn		55								
癮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		ɐn										
印	影	開	三	真A	去	影	臻	j		ɐn		33								
孕	以	開	三	蒸	去	以	曾	j		ɐn	22									
甄	章	開	三	真A	平	章	臻	j		ɐn		33								
泣	溪	開	三	侵B	入	見	深	j		ɐp		55								
入	日	開	三	侵A	入	日	深	j		ɐp		22								
揖	影	開	三	侵A	入	影	深	j		ɐp		55								
邑	影	開	三	侵B	入	影	深	j		ɐp		55								
日	日	開	三	真A	入	日	臻	j		ɐt		22								
一	影	開	三	真A	入	影	臻	j		ɐt		55								
壹	影	開	三	真A	入	影	臻	j		ɐt		55								
佚	以	開	三	真A	入	以	臻	j		ɐt		22								
逸	以	開	三	真A	入	以	臻	j		ɐt		22								
溢	以	開	三	真A	入	以	臻	j		ɐt		22								
丘	溪	開	三	尤	平	見	流	j		ɐu		33								
邱	溪	開	三	尤	平	見	流	j		ɐu		33								
蚯	溪	開	三	尤	平	見	流	j		ɐu		33								
柔	日	開	三	尤	平	日	流	j		ɐu		32								
揉	日	開	三	尤	平	日	流	j		ɐu		32								
休	曉	開	三	尤	平	影	流	j		ɐu		33								
咻	曉	開	三	尤	平	影	流	j		ɐu		33								
攸	以	開	三	尤	平	以	流	j		ɐu		32								
幽	影	開	三	幽	平	影	流	j		ɐu		33								
悠	以	開	三	尤	平	以	流	j		ɐu		32								
憂	影	開	三	尤	平	影	流	j		ɐu		33								
優	影	開	三	尤	平	影	流	j		ɐu		33								
尤	云	開	三	尤	平	影	流	j		ɐu		32								
由	以	開	三	尤	平	以	流	j		ɐu		32								
油	以	開	三	尤	平	以	流	j		ɐu		32								
疣	云	開	三	尤	平	影	流	j		ɐu		32								
郵	云	開	三	尤	平	影	流	j		ɐu		32								
猶	以	開	三	尤	平	以	流	j		ɐu		32								
遊	以	開	三	尤	平	以	流	j		ɐu		32								
游	以	開	三	尤	平	以	流	j		ɐu		32								
鈾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		ɐu										
魷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		ɐu										
友	云	開	三	尤	上	影	流	j		ɐu	33		又音21							
有	云	開	三	尤	上	影	流	j		ɐu	33									
有								j		ɐu	33									
酉	以	開	三	尤	上	以	流	j		ɐu	33									
黝	影	開	三	脂A	平	影	止	j		ɐu		33								
又	云	開	三	尤	去	影	流	j		ɐu	22									
右	云	開	三	尤	上	影	流	j		ɐu	22									
幼	影	開	三	幽	去	影	流	j		ɐu		33								
佑	云	開	三	尤	去	影	流	j		ɐu	22									
柚	以	開	三	尤	去	以	流	j		ɐu	22									
祐	云	開	三	尤	去	影	流	j		ɐu	22									
釉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		ɐu										
誘	以	開	三	尤	上	以	流	j		ɐu	33									
廿	日	開	三	侵A	入	日	深	j		a		22								
惹	日	開	三	麻	上	日	假	j		a	21		又音jε33							
若	日	開	三	麻	上	日	假	j		a	21									
射	以	開	三	麻	去	以	假	j		a	22									
墅	常	開	三	魚	上	章	遇	j	i	ia		22								
邪	以	開	三	麻	平	以	假	j		a		32								
椰	以	開	三	麻	平	以	假	j		a		32								
耶	以	開	三	麻	平	以	假	j		a		32								
爺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j	i	ia										
冶	以	開	三	麻	上	以	假	j		a	33									
野	常	開	三	魚	上	章	遇	j	i	ia		21								
夜	以	開	三	麻	去	以	假	j		a	22									
而	日	開	三	之	平	日	止	j		i		32								
兒	日	開	三	支A	平	日	止	j		i		32								
耳	日	開	三	之	上	日	止	j		i	55									
爾	日	開	三	支A	上	日	止	j		i	33									
邇	日	開	三	支A	上	日	止	j		i	33									
二	日	開	三	脂A	去	日	止	j		i	22									
貳	日	開	三	脂A	去	日	止	j		i	22									
擬	疑	開	三	之	上	見	止	j		i	33									
綺	溪	開	三	支B	上	見	止	j		i		55								
如	日	開	三	魚	平	日	遇	j		y		32								
茹	日	開	三	魚	平	日	遇	j		y		32								
儒	日	合	三	虞	平	日	遇	j		y		32								
嚅	日	合	三	虞	平	日	遇	j		y		32								
孺	日	合	三	虞	去	日	遇	j		y	22									
蠕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		y										
汝	日	開	三	魚	上	日	遇	j		y	21									
乳	日	合	三	虞	上	日	遇	j		y	33									
乳	日	合	三	虞	上	日	遇	j		y	33									
蛇	以	開	三	支A	平	以	止	j		i		32								
台	以	開	三	之	平	以	止	j		i		32								
伊	影	開	三	脂A	平	影	止	j		i		33								
衣	影	開	三	微	平	影	止	j		i		33								
衣	影	開	三	微	去	影	止	j		i		33								
依	影	開	三	微	平	影	止	j		i		33								
漪	影	開	三	支B	平	影	止	j		i		55								
醫	影	開	三	之	平	影	止	j		i		33								
夷	以	開	三	脂A	平	以	止	j		i		32								
迤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	j		i										
迤								j		i	55									
怡	以	開	三	之	平	以	止	j		i		32								
宜	疑	開	三	支B	平	見	止	j		i		32								
咦	曉	開	三	脂A	平	影	止	j		i		33								
姨	以	開	三	脂A	平	以	止	j		i		32								
胰	以	開	三	脂A	平	以	止	j		i		32								
移	以	開	三	支A	平	以	止	j		i		32								
貽	以	開	三	之	平	以	止	j		i		32								
飴	以	開	三	之	平	以	止	j		i		32								
疑	疑	開	三	之	平	見	止	j		i		32								
儀	疑	開	三	支B	平	見	止	j		i		32								
頤	以	開	三	之	平	以	止	j		i		32								
已	以	開	三	之	上	以	止	j		i	21									
以	以	開	三	之	上	以	止	j		i	21									
矣	云	開	三	之	上	影	止	j		i	21									
倚	影	開	三	支B	上	影	止	j		i		55								
椅	影	開	三	支B	平	影	止	j		i		55								
易	以	開	三	支A	去	以	止	j		i	22									
異	以	開	三	之	去	以	止	j		i	22									
意	影	開	三	之	去	影	止	j		i		33								
義	疑	開	三	支B	去	見	止	j		i	22									
誼	疑	開	三	支B	去	見	止	j		i	22									
議	疑	開	三	支B	去	見	止	j		i	22									
懿	影	開	三	脂B	去	影	止	j		i		33								
迂	云	合	三	虞	平	影	遇	j		y		32								
于	云	合	三	虞	平	影	遇	j		y		32								
余	以	開	三	魚	平	以	遇	j		y		32								
盂	云	合	三	虞	平	影	遇	j		y		32								
於	影	開	三	魚	平	影	遇	j		y		33								
娛	疑	合	三	虞	平	見	遇	j		y		32								
萸	以	合	三	虞	平	以	遇	j		y		32								
魚	疑	開	三	魚	平	見	遇	j		y		32								
