正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值
庶	庶	sh	v	5		ʂ	ʋ	44
數	数	sh	v	3	數錢	ʂ	ʋ	31
數	数	sh	v	5	數學	ʂ	ʋ	44
墅	墅	sh	v	6		ʂ	ʋ	33
漱	漱	sh	v	5		ʂ	ʋ	44
刷	刷	sh	uaeh	7		ʂ	yaʔ	4
唰	唰	sh	uaeh	7		ʂ	yaʔ	4
耍	耍	sh	ua	3		ʂ	ua	31
衰	衰	sh	uae	1		ʂ	uɛ	21
摔	摔	sh	uae	1		ʂ	uɛ	21
甩	甩	sh	uae	3		ʂ	uɛ	31
帥	帅	sh	uae	5		ʂ	uɛ	44
蟀	蟀	x	yeh	7		ɕ	yəʔ	4
閂	闩	sh	uaen	1		ʂ	uɛ̃	21
拴	拴	sh	uaen	1		ʂ	uɛ̃	21
栓	栓	sh	uaen	1		ʂ	uɛ̃	21
涮	涮	sh	uaen	5		ʂ	uɛ̃	44
雙	双	sh	uan	1		ʂ	uã	21
霜	霜	sh	uan	1		ʂ	uã	21
爽	爽	sh	uan	3		ʂ	uã	31
水	水	sh	uei	3		ʂ	uəi	31
稅	税	sh	uei	5		ʂ	uəi	44
睡	睡	sh	uei	5		ʂ	uəi	44
吮	吮	sh	uen	3		ʂ	uəŋ	31
順	顺	sh	uen	6		ʂ	uəŋ	33
舜	舜	sh	uen	5		ʂ	uəŋ	44
瞬	瞬	sh	uen	5		ʂ	uəŋ	44
說	说	sh	uh	7		ʂ	ʊʔ	4
爍	烁	sh	ah	7		ʂ	aʔ	4
朔	朔	sh	uah	7		ʂ	uaʔ	4
碩	硕	sh	ah	7		ʂ	aʔ	4
司	司	s	z	1		s	ɿ	21
絲	丝	s	z	1		s	ɿ	21
私	私	s	z	1		s	ɿ	21
俬	私	s	z	1		s	ɿ	21
噝	咝	s	z	1		s	ɿ	21
思	思	s	z	1		s	ɿ	21
思	思	s	z	5		s	ɿ	44
鷥	鸶	s	z	1		s	ɿ	21
斯	斯	s	z	1		s	ɿ	21
螄	蛳	sh	r	1		s	ɿ	21
廝	厮	s	z	1		s	ɿ	21
罳	罳	s	z	1		s	ɿ	21
撕	撕	s	z	1		s	ɿ	21
嘶	嘶	s	z	1		s	ɿ	21
死	死	s	z	3		s	ɿ	31
四	四	s	z	5		s	ɿ	44
寺	寺	c	z	6		tsʰ	ɿ	33
祀	祀	s	z	6		s	ɿ	33
飼	饲	c	z	2		tsʰ	ɿ	24
駟	驷	s	z	5		s	ɿ	44
肆	肆	s	z	5		s	ɿ	44
嗣	嗣	c	z	2		tsʰ	ɿ	24
松	松	s	on	1	松樹	s	ɔŋ	21
鬆	松	s	on	1	放鬆	s	ɔŋ	21
淞	淞	s	on	1		s	ɔŋ	21
慫	怂	s	on	3		s	ɔŋ	31
聳	耸	s	on	3		s	ɔŋ	31
悚	悚	s	on	3		s	ɔŋ	31
竦	竦	s	on	3		s	ɔŋ	31
訟	讼	s	on	6		s	ɔŋ	33
宋	宋	s	on	5		s	ɔŋ	44
送	送	s	on	5		s	ɔŋ	44
誦	诵	s	on	6		s	ɔŋ	33
頌	颂	s	on	6		s	ɔŋ	33
搜	搜	s	eu	1		s	ɤɯ	21
蒐	搜	s	eu	1		s	ɤɯ	21
嗖	嗖	s	eu	1		s	ɤɯ	21
餿	馊	s	eu	1		s	ɤɯ	21
颼	飕	s	eu	1		s	ɤɯ	21
艘	艘	s	eu	1		s	ɤɯ	21
叟	叟	s	eu	3		s	ɤɯ	31
擻	擞	s	eu	3		s	ɤɯ	31
嗽	嗽	s	eu	5		s	ɤɯ	44
甦	苏	s	v	1		s	ʋ	21
蘇	苏	s	v	1		s	ʋ	21
酥	酥	s	v	1		s	ʋ	21
穌	稣	s	v	1		s	ʋ	21
窣	窣	s	ueh	7		s	uəʔ	4
俗	俗	s	oh	8		s	ɔʔ	3
訴	诉	s	v	5		s	ʋ	44
肅	肃	s	oh	7		s	ɔʔ	4
素	素	s	v	5		s	ʋ	44
速	速	s	oh	7		s	ɔʔ	4
宿	宿	x	ieu	5	星宿	ɕ	iʊ	44
宿	宿	s	oh	7	宿舍，一宿	s	ɔʔ	4
粟	粟	s	oh	7		s	ɔʔ	4
嗉	嗉	s	v	5		s	ʋ	44
塑	塑	s	v	5		s	ʋ	44
溯	溯	s	v	5		s	ʋ	44
僳	僳	s	oh	7		s	ɔʔ	4
痠	酸	s	un	1	肌肉痠痛	s	ʊ̃	21
酸	酸	s	un	1	酸菜	s	ʊ̃	21
蒜	蒜	s	un	5		s	ʊ̃	44
算	算	s	un	5		s	ʊ̃	44
雖	虽	s	uei	1		s	uəi	21
荽	荽	x	y	1		ɕ	yᶨ	21
隋	隋	c	uei	2		tsʰ	uəi	24
隨	随	c	uei	2	隨便	tsʰ	uəi	24
隨	随	q	y	2		tɕʰ	yᶨ	24
髓	髓	s	uei	3	骨髓	s	uəi	31
髓	髓	x	yen	3		ɕ	yəŋ	31
歲	岁	s	uei	5		s	uəi	44
歲	岁	x	y	5		ɕ	yᶨ	44
祟	祟	s	uei	5		s	uəi	44
遂	遂	c	uei	6		tsʰ	uəi	33
遂	遂	q	y	6		tɕʰ	yᶨ	33
碎	碎	s	uei	5		s	uəi	44
碎	碎	x	y	5		ɕ	yᶨ	44
隧	隧	c	uei	6		tsʰ	uəi	33
穗	穗	q	y	6		tɕʰ	yᶨ	33
孫	孙	s	uen	1		s	uəŋ	21
損	损	s	uen	3		s	uəŋ	31
筍	笋	x	yen	3		ɕ	yəŋ	31
隼	隼	x	yen	3		ɕ	yəŋ	31
榫	榫	x	yen	3		ɕ	yəŋ	31
唆	唆	s	u	1		s	ʊ	21
娑	娑	s	u	1		s	ʊ	21
梭	梭	s	u	1		s	ʊ	21
蓑	蓑	s	u	1		s	ʊ	21
嗍	嗍	sh	uah	7		ʂ	uaʔ	4
縮	缩	s	oh	7		ʂ	ɔʔ	4
所	所	s	u	3		s	ʊ	31
索	索	s	ah	7		s	aʔ	4
索	索	s	eh	7		s	əʔ	4
嗩	唢	s	u	3		s	ʊ	31
瑣	琐	s	u	3		s	ʊ	31
鎖	锁	s	u	3		s	ʊ	31
他	他	t	a	1		tʰ	a	21
它	它	t	a	1		tʰ	a	21
她	她	t	a	1		tʰ	a	21
趿	趿	t	ae	1	趿板兒（拖鞋）	tʰ	ɛ	21
鉈	铊	t	a	1		tʰ	a	21
塌	塌	t	aeh	7		tʰ	iaʔ	4
遢	遢	t	aeh	7		tʰ	iaʔ	4
塔	塔	t	aeh	7		tʰ	iaʔ	4
獺	獭	t	aeh	7		tʰ	iaʔ	4
鰨	鳎	t	aeh	7		tʰ	iaʔ	4
拓	拓	t	ah	7		tʰ	aʔ	4
撻	挞	t	aeh	7		tʰ	iaʔ	4
搨	搨	t	aeh	7		tʰ	iaʔ	4
榻	榻	t	aeh	7		tʰ	iaʔ	4
踏	踏	t	aeh	8		tʰ	iaʔ	3
蹋	蹋	t	aeh	8		tʰ	iaʔ	3
胎	胎	t	ae	1		tʰ	ɛ	21
臺	台	t	ae	2	臺灣	tʰ	ɛ	24
颱	台	t	ae	2	颱風	tʰ	ɛ	24
檯	台	t	ae	2	寫字檯，檯燈	tʰ	ɛ	24
抬	抬	t	ae	2		tʰ	ɛ	24
苔	苔	t	ae	1	舌苔	tʰ	ɛ	21
苔	苔	t	ae	2	苔蘚	tʰ	ɛ	24
跆	跆	t	ae	2		tʰ	ɛ	24
薹	薹	t	ae	2		tʰ	ɛ	24
太	太	t	ae	5		tʰ	ɛ	44
汰	汰	t	ae	5		tʰ	ɛ	44
態	态	t	ae	5		tʰ	ɛ	44
泰	泰	t	ae	5		tʰ	ɛ	44
坍	坍	t	aen	1		tʰ	ɛ̃	21
貪	贪	t	un	1		tʰ	ʊ̃	21
痑	痑	t	aen	1	疲勞，勞累	tʰ	ɛ̃	21
攤	摊	t	aen	1		tʰ	ɛ̃	21
灘	滩	t	aen	1		tʰ	ɛ̃	21
癱	瘫	t	aen	1		tʰ	ɛ̃	21
壇	坛	t	aen	2	天壇，金壇	tʰ	ɛ̃	24
罈	坛	t	un	2	醋罈子	tʰ	ʊ̃	24
曇	昙	t	un	2		tʰ	ʊ̃	24
談	谈	t	aen	2		tʰ	ɛ̃	24
痰	痰	t	aen	2		tʰ	ɛ̃	24
譚	谭	t	aen	2	天方夜譚	tʰ	ɛ̃	24
譚	谭	t	un	2	姓氏	tʰ	ʊ̃	24
潭	潭	t	un	2		tʰ	ʊ̃	24
檀	檀	t	aen	2		tʰ	ɛ̃	24
醰	醰	t	un	2		tʰ	ʊ̃	24
坦	坦	t	aen	3		tʰ	ɛ̃	31
袒	袒	t	aen	3		tʰ	ɛ̃	31
毯	毯	t	aen	3		tʰ	ɛ̃	31
嘆	叹	t	aen	5		tʰ	ɛ̃	44
歎	叹	t	aen	5		tʰ	ɛ̃	44
炭	炭	t	aen	5		tʰ	ɛ̃	44
探	探	t	un	5		tʰ	ʊ̃	44
碳	碳	t	aen	5		tʰ	ɛ̃	44
湯	汤	t	an	1		tʰ	ã	21
蹚	蹚	t	an	1		tʰ	ã	21
唐	唐	t	an	2		tʰ	ã	24
堂	堂	t	an	2		tʰ	ã	24
棠	棠	t	an	2		tʰ	ã	24
塘	塘	t	an	2		tʰ	ã	24
搪	搪	t	an	2		tʰ	ã	24
膛	膛	t	an	2		tʰ	ã	24
螗	螗	t	an	2		tʰ	ã	24
糖	糖	t	an	2		tʰ	ã	24
醣	醣	t	an	2		tʰ	ã	24
螳	螳	t	an	2		tʰ	ã	24
倘	倘	t	an	3		tʰ	ã	31
淌	淌	t	an	3		tʰ	ã	31
躺	躺	t	an	3		tʰ	ã	31
燙	烫	t	an	5		tʰ	ã	44
趟	趟	t	an	5		tʰ	ã	44
濤	涛	t	o	2		tʰ	ɔ	24
掏	掏	t	o	1		tʰ	ɔ	21
滔	滔	t	o	1		tʰ	ɔ	21
韜	韬	t	o	1		tʰ	ɔ	21
逃	逃	t	o	2		tʰ	ɔ	24
桃	桃	t	o	2		tʰ	ɔ	24
陶	陶	t	o	2		tʰ	ɔ	24
萄	萄	t	o	2		tʰ	ɔ	24
啕	啕	t	o	2		tʰ	ɔ	24
淘	淘	t	o	2		tʰ	ɔ	24
討	讨	t	o	3		tʰ	ɔ	31
套	套	t	o	5		tʰ	ɔ	44
忒	忒	t	eh	7		tʰ	əʔ	4
特	特	t	i	6	特爲	tɕʰ	ɨᶨ	33
特	特	t	eh	8	特地	tʰ	əʔ	3
疼	疼	t	en	2		tʰ	əŋ	24
騰	腾	t	en	2		tʰ	əŋ	24
謄	誊	t	en	2		tʰ	əŋ	24
藤	藤	t	en	2		tʰ	əŋ	24
剔	剔	t	ieh	7		tʰ	iəʔ	4
梯	梯	t	i	1		tɕʰ	ɨᶨ	21
梯	梯	t	uei	1		tʰ	uəi	21
銻	锑	t	i	1		tɕʰ	ɨᶨ	21
踢	踢	t	ieh	7		tʰ	iəʔ	4
提	提	t	i	2		tɕʰ	ɨᶨ	24
啼	啼	t	i	2		tɕʰ	ɨᶨ	24
鵜	鹈	t	i	2		tɕʰ	ɨᶨ	24
題	题	t	i	2		tɕʰ	ɨᶨ	24
蹄	蹄	t	i	2		tɕʰ	ɨᶨ	24
體	体	t	i	3		tɕʰ	ɨᶨ	31
剃	剃	t	i	5		tɕʰ	ɨᶨ	44
涕	涕	t	i	5		tɕʰ	ɨᶨ	44
惕	惕	t	ieh	7		tʰ	iəʔ	4
替	替	t	i	5		tɕʰ	ɨᶨ	44
嚏	嚏	t	i	5		tɕʰ	ɨᶨ	44
天	天	t	in	1		tʰ	ĩ	21
添	添	t	in	1		tʰ	ĩ	21
田	田	t	in	2		tʰ	ĩ	24
甜	甜	t	in	2		tʰ	ĩ	24
填	填	t	in	2		tʰ	ĩ	24
舔	舔	t	in	3		tʰ	ĩ	31
舚	舚	t	in	5		tʰ	ĩ	44
挑	挑	t	io	1	挑擔	tʰ	iɔ	21
挑	挑	t	io	3	挑戰	tʰ	iɔ	31
條	条	t	io	2		tʰ	iɔ	24
迢	迢	t	io	2		tʰ	iɔ	24
笤	笤	t	io	2		tʰ	iɔ	24
眺	眺	t	io	5		tʰ	iɔ	44
跳	跳	t	io	5		tʰ	iɔ	44
帖	帖	t	ih	7		tʰ	iʔ	4
貼	贴	t	ih	7		tʰ	iʔ	4
鐵	铁	t	ih	7		tʰ	iʔ	4
廳	厅	t	ien	1		tʰ	iəŋ	21
聽	听	t	ien	5		tʰ	iəŋ	44
廷	廷	t	ien	2		tʰ	iəŋ	24
莛	莛	t	ien	2		tʰ	iəŋ	24
亭	亭	t	ien	2		tʰ	iəŋ	24
庭	庭	t	ien	2		tʰ	iəŋ	24
停	停	t	ien	2		tʰ	iəŋ	24
蜓	蜓	t	ien	2		tʰ	iəŋ	24
婷	婷	t	ien	2		tʰ	iəŋ	24
霆	霆	t	ien	2		tʰ	iəŋ	24
挺	挺	t	ien	3		tʰ	iəŋ	31
艇	艇	t	ien	3		tʰ	iəŋ	31
通	通	t	on	1		tʰ	ɔŋ	21
仝	仝	t	on	2		tʰ	ɔŋ	24
同	同	t	on	2		tʰ	ɔŋ	24
佟	佟	t	on	2		tʰ	ɔŋ	24
茼	茼	t	on	2		tʰ	ɔŋ	24
桐	桐	t	on	2		tʰ	ɔŋ	24
銅	铜	t	on	2		tʰ	ɔŋ	24
童	童	t	on	2		tʰ	ɔŋ	24
潼	潼	t	on	2		tʰ	ɔŋ	24
瞳	瞳	t	on	2		tʰ	ɔŋ	24
統	统	t	on	3		tʰ	ɔŋ	31
捅	捅	t	on	3		tʰ	ɔŋ	31
桶	桶	t	on	3		tʰ	ɔŋ	31
筒	筒	t	on	3		tʰ	ɔŋ	31
痛	痛	t	on	5		tʰ	ɔŋ	44
偷	偷	t	eu	1		tʰ	ɤɯ	21
頭	头	t	eu	2		tʰ	ɤɯ	24
投	投	t	eu	2		tʰ	ɤɯ	24
斢	斢	t	io	3		tʰ	iɔ	31
蘣	蘣	t	on	5		tʰ	ɔŋ	44
透	透	t	eu	5		tʰ	ɤɯ	44
𠫓	𠫓	t	eh	7		tʰ	əʔ	4
凸	凸	t	eh	8		tʰ	əʔ	3
禿	秃	t	oh	7		tʰ	ɔʔ	4
突	突	t	eh	8		tʰ	əʔ	3
圖	图	t	v	2		tʰ	ʋ	24
荼	荼	t	v	2		tʰ	ʋ	24
徒	徒	t	v	2		tʰ	ʋ	24
途	途	t	v	2		tʰ	ʋ	24
涂	涂	t	v	2		tʰ	ʋ	24
塗	涂	t	v	2		tʰ	ʋ	24
屠	屠	t	v	2		tʰ	ʋ	24
土	土	t	v	3		tʰ	ʋ	31
吐	吐	t	v	3	吐痰	tʰ	ʋ	31
吐	吐	t	v	5	嘔吐	tʰ	ʋ	44
兔	兔	t	v	5		tʰ	ʋ	44
堍	堍	t	v	5		tʰ	ʋ	44
湍	湍	t	un	1		tʰ	ʊ̃	21
團	团	t	un	2	團結	tʰ	ʊ̃	24
糰	团	t	un	2	糰子，青糰	tʰ	ʊ̃	24
摶	抟	t	un	2	把東西捏聚成團	tʰ	ʊ̃	24
推	推	t	uei	1		tʰ	uəi	21
腿	腿	t	uei	3		tʰ	uəi	31
退	退	t	uei	5		tʰ	uəi	44
蛻	蜕	t	uei	5		tʰ	uəi	44
蛻	蜕	t	uh	7	蛻殼	tʰ	ʊʔ	4
褪	褪	t	en	5	褪褲子	tʰ	əŋ	44
吞	吞	t	en	1		tʰ	əŋ	21
暾	暾	t	en	1		tʰ	əŋ	21
屯	屯	t	en	2		tʰ	əŋ	24
飩	饨	t	en	2		tʰ	əŋ	24
豚	豚	t	en	2		tʰ	əŋ	24
臀	臀	t	en	2		tʰ	əŋ	24
托	托	t	ah	7		tʰ	aʔ	4
託	托	t	ah	7		tʰ	aʔ	4
拖	拖	t	u	1		tʰ	ʊ	21
沰	沰	d	ah	7	沰雨（淋雨）	t	aʔ	4
脫	脱	t	uh	7		tʰ	ʊʔ	4
馱	驮	t	u	2		tʰ	ʊ	24
陀	陀	t	u	2		tʰ	ʊ	24
坨	坨	t	u	2		tʰ	ʊ	24
駝	驼	t	u	2		tʰ	ʊ	24
砣	砣	t	u	2		tʰ	ʊ	24
妥	妥	t	u	3		tʰ	ʊ	31
庹	庹	t	ah	7		tʰ	aʔ	4
橢	椭	t	u	3		tʰ	ʊ	31
唾	唾	t	u	5		tʰ	ʊ	44
挖	挖	v	aeh	7		ʋ	iaʔ	4
洼	洼	v	a	1		ʋ	a	21
窪	洼	v	a	1		ʋ	a	21
洼	洼	v	a	5		ʋ	a	44
窪	洼	v	a	5		ʋ	a	44
蛙	蛙	v	a	1		ʋ	a	21
搲	搲	v	a	3		ʋ	a	31
娃	娃	v	a	2		ʋ	a	24
瓦	瓦	v	a	3		ʋ	a	31
襪	袜	v	aeh	8		ʋ	iaʔ	3
哇	哇	v	a	1		ʋ	a	21
歪	歪	h	uae	1		x	uɛ	21
竵	歪	h	uae	1	竵斜	x	uɛ	21
外	外	v	ae	6		ʋ	ɛ	33
彎	弯	v	aen	1	彎曲	ʋ	ɛ̃	21
彎	弯	v	aen	5	動詞，中途繞道去某處	ʋ	ɛ̃	44
灣	湾	v	aen	1		ʋ	ɛ̃	21
豌	豌		un	1			ʊ̃	21
丸	丸		un	2			ʊ̃	24
紈	纨		un	2			ʊ̃	24
完	完		un	2			ʊ̃	24
玩	玩	v	aen	2		ʋ	ɛ̃	24
頑	顽	v	aen	2		ʋ	ɛ̃	24
頑	顽	k	uaen	2		kʰ	uɛ̃	24
烷	烷		un	2			ʊ̃	24
宛	宛		un	3			ʊ̃	31
挽	挽	v	aen	3		ʋ	ɛ̃	31
晚	晚	v	aen	3		ʋ	ɛ̃	31
惋	惋		un	3			ʊ̃	31
婉	婉		un	3			ʊ̃	31
皖	皖		un	3			ʊ̃	31
碗	碗		un	3			ʊ̃	31
萬	万	v	aen	6		ʋ	ɛ̃	33
腕	腕		un	5			ʊ̃	44
汪	汪	v	an	1		ʋ	ã	21
亡	亡	v	an	2		ʋ	ã	24
王	王	v	an	2		ʋ	ã	24
網	网	v	an	3		ʋ	ã	31
枉	枉	v	an	3		ʋ	ã	31
往	往	v	an	3		ʋ	ã	31
惘	惘	v	an	3		ʋ	ã	31
魍	魍	v	an	3		ʋ	ã	31
妄	妄	v	an	6		ʋ	ã	33
忘	忘	v	an	6		ʋ	ã	33
旺	旺	v	an	5		ʋ	ã	44
旺	旺	v	an	6		ʋ	ã	33
望	望	v	an	6		ʋ	ã	33
危	危	v	ei	2		ʋ	əi	24
威	威	v	ei	1		ʋ	əi	21
偎	偎	v	ei	1		ʋ	əi	21
微	微	v	ei	2		ʋ	əi	24
煨	煨	v	ei	1		ʋ	əi	21
薇	薇	v	ei	2		ʋ	əi	24
巍	巍	v	ei	2		ʋ	əi	24
韋	韦	v	ei	2		ʋ	əi	24
違	违	v	ei	2		ʋ	əi	24
圍	围	v	ei	2		ʋ	əi	24
圍	围		y	2			yᶨ	24
幃	帏	v	ei	2		ʋ	əi	24
桅	桅	v	ei	2		ʋ	əi	24
唯	唯	v	ei	2		ʋ	əi	24
帷	帷	v	ei	2		ʋ	əi	24
惟	惟	v	ei	2		ʋ	əi	24
維	维	v	ei	2		ʋ	əi	24
偉	伟	v	ei	3		ʋ	əi	31
偽	伪	v	ei	3		ʋ	əi	31
僞	伪	v	ei	3		ʋ	əi	31
葦	苇	v	ei	3		ʋ	əi	31
尾	尾	v	ei	3		ʋ	əi	31
緯	纬	v	ei	3		ʋ	əi	31
瑋	玮	v	ei	3		ʋ	əi	31
委	委	v	ei	3		ʋ	əi	31
煒	炜	v	ei	3		ʋ	əi	31
萎	萎	v	ei	1	疲累	ʋ	əi	21
萎	萎	v	ei	3	枯萎	ʋ	əi	31
猥	猥	v	ei	3		ʋ	əi	31
痿	痿	v	ei	3		ʋ	əi	31
衛	卫	v	ei	6		ʋ	əi	33
為	为	v	ei	2		ʋ	əi	24
爲	为	v	ei	2	行爲	ʋ	əi	24
為	为	v	ei	6		ʋ	əi	33
爲	为	v	ei	6	爲何	ʋ	əi	33
未	未	v	ei	6		ʋ	əi	33
位	位	v	ei	6		ʋ	əi	33
味	味	v	ei	6		ʋ	əi	33
畏	畏	v	ei	5		ʋ	əi	44
胃	胃	v	ei	5		ʋ	əi	44
謂	谓	v	ei	6		ʋ	əi	33
尉	尉	v	ei	5		ʋ	əi	44
喂	喂	v	ei	2	語氣詞	ʋ	əi	24
餵	喂		y	5			yᶨ	44
渭	渭	v	ei	6		ʋ	əi	33
蔚	蔚	v	ei	5		ʋ	əi	44
慰	慰	v	ei	5		ʋ	əi	44
魏	魏	v	ei	6		ʋ	əi	33
溫	温	v	en	1		ʋ	əŋ	21
瘟	瘟	v	en	1		ʋ	əŋ	21
文	文	v	en	2		ʋ	əŋ	24
紋	纹	v	en	2		ʋ	əŋ	24
聞	闻	v	en	2		ʋ	əŋ	24
蚊	蚊	v	en	2		ʋ	əŋ	24
雯	雯	v	en	2		ʋ	əŋ	24
刎	刎	v	en	3		ʋ	əŋ	31
吻	吻	v	en	3		ʋ	əŋ	31
紊	紊	v	en	6		ʋ	əŋ	33
穩	稳	v	en	3		ʋ	əŋ	31
問	问	v	en	6		ʋ	əŋ	33
璺	璺	m	en	6	裂璺	m	əŋ	33
翁	翁		on	1		ʋ	ɔŋ	21
嗡	嗡		on	1	擬聲詞	ʋ	ɔŋ	21
蓊	蓊		on	3		ʋ	ɔŋ	31
瓮	瓮		on	5		ʋ	ɔŋ	44
齆	齆		on	5		ŋ	ɔŋ	44
撾	挝		u	1			ʊ	21
萵	莴		u	1			ʊ	21
倭	倭		u	1			ʊ	21
渦	涡		u	1			ʊ	21
喔	喔		oh	7		ʋ	ɔʔ	4
窩	窝		u	1			ʊ	21
蝸	蜗		u	1			ʊ	21
我	我	ng	u	3		ŋ	ʊ	31
沃	沃		oh	7		ʋ	ɔʔ	4
臥	卧	ng	u	6		ŋ	ʊ	33
握	握	v	ah	7		ʋ	aʔ	4
幄	幄	v	ah	7		ʋ	aʔ	4
斡	斡		uh	7			ʊʔ	4
齷	龌	v	ah	7		ʋ	aʔ	4
烏	乌	v	v	1		ʋ	ʋ	21
鄔	邬	v	v	1		ʋ	ʋ	21
污	污	v	v	1		ʋ	ʋ	21
巫	巫	f	v	2		f	ʋ	24
嗚	呜	v	v	1		ʋ	ʋ	21
鎢	钨	v	v	1		ʋ	ʋ	21
誣	诬	f	v	2		f	ʋ	24
屋	屋		oh	7		ʋ	ɔʔ	4
無	无	v	v	2		ʋ	ʋ	24
蕪	芜	v	v	2		ʋ	ʋ	24
吾	吾	v	v	2		ʋ	ʋ	24
吳	吴	v	v	2		ʋ	ʋ	24
唔	唔	v	v	2		ʋ	ʋ	24
梧	梧	v	v	2		ʋ	ʋ	24
蜈	蜈	v	v	2		ʋ	ʋ	24
五	五	v	v	3		ʋ	ʋ	31
午	午	v	v	3		ʋ	ʋ	31
伍	伍	v	v	3		ʋ	ʋ	31
仵	仵	v	v	3		ʋ	ʋ	31
忤	忤	v	v	3		ʋ	ʋ	31
武	武	v	v	3		ʋ	ʋ	31
侮	侮	v	v	3		ʋ	ʋ	31
捂	捂	v	v	3		ʋ	ʋ	31
鵡	鹉	v	v	3		ʋ	ʋ	31
舞	舞	v	v	3		ʋ	ʋ	31
兀	兀	v	eh	8		ʋ	əʔ	3
勿	勿	v	eh	8		ʋ	əʔ	3
戊	戊	v	v	6		ʋ	ʋ	33
務	务	v	v	6		ʋ	ʋ	33
阢	阢	v	eh	8		ʋ	əʔ	3
扤	扤	v	eh	8		ʋ	əʔ	3
杌	杌	ng	eh	8	杌子，小矮凳	ŋ	əʔ	3
物	物	v	eh	8		ʋ	əʔ	3
誤	误	v	v	6		ʋ	ʋ	33
悟	悟	v	v	6		ʋ	ʋ	33
晤	晤	v	v	6		ʋ	ʋ	33
焐	焐	v	v	5		ʋ	ʋ	44
霧	雾	v	v	5		ʋ	ʋ	44
寤	寤	v	v	6		ʋ	ʋ	33
鋈	鋈		oh	7		ʋ	ɔʔ	4
夕	夕	x	ieh	7		ɕ	iəʔ	4
夕	夕	q	ieh	8		tɕʰ	iəʔ	3
兮	兮	x	i	1		ɕ	ɨᶨ	21
西	西	x	i	1		ɕ	ɨᶨ	21
吸	吸	x	ieh	7		ɕ	iəʔ	4
汐	汐	x	ieh	7		ɕ	iəʔ	4
希	希	x	i	1		ɕ	ɨᶨ	21
昔	昔	x	ieh	7		ɕ	iəʔ	4
析	析	x	ieh	7		ɕ	iəʔ	4
矽	矽	x	ieh	7		ɕ	iəʔ	4
唏	唏	x	i	1		ɕ	ɨᶨ	21
犧	牺	x	i	1		ɕ	ɨᶨ	21
息	息	x	ieh	7		ɕ	iəʔ	4
奚	奚	q	i	2		tɕʰ	ɨᶨ	24
硒	硒	x	i	1		ɕ	ɨᶨ	21
悉	悉	x	ieh	7		ɕ	iəʔ	4
烯	烯	x	i	1		ɕ	ɨᶨ	21
淅	淅	x	ieh	7		ɕ	iəʔ	4
惜	惜	x	ieh	7		ɕ	iəʔ	4
晰	晰	x	ieh	7		ɕ	iəʔ	4
稀	稀	x	i	1		ɕ	ɨᶨ	21
犀	犀	x	i	1		ɕ	ɨᶨ	21
皙	皙	x	ieh	7		ɕ	iəʔ	4
錫	锡	x	ieh	7		ɕ	iəʔ	4
溪	溪	q	i	1		tɕʰ	ɨᶨ	21
谿	溪	q	i	1		tɕʰ	ɨᶨ	21
熙	熙	x	i	1		ɕ	ɨᶨ	21
蜥	蜥	x	ieh	7		ɕ	iəʔ	4
熄	熄	x	ieh	7		ɕ	iəʔ	4
㓾	㓾	ch	r	2		tsʰ	ɿ	24
嘻	嘻	x	i	1		ɕ	ɨᶨ	21
膝	膝	x	ieh	7		ɕ	iəʔ	4
嬉	嬉	x	i	1		ɕ	ɨᶨ	21
樨	樨	x	i	1		ɕ	ɨᶨ	21
羲	羲	x	i	1		ɕ	ɨᶨ	21
窸	窸	x	ieh	7		ɕ	iəʔ	4
蟋	蟋	x	ieh	7		ɕ	iəʔ	4
曦	曦	x	i	1		ɕ	ɨᶨ	21
習	习	q	ieh	8		tɕʰ	iəʔ	3
席	席	q	ieh	8		tɕʰ	iəʔ	3
襲	袭	q	ieh	8		tɕʰ	iəʔ	3
媳	媳	x	ieh	7		ɕ	iəʔ	4
洗	洗	x	i	3	洗澡	ɕ	ɨᶨ	31
洗	洗	x	in	3	植物名，姓氏	ɕ	ĩ	31
璽	玺	x	i	3		ɕ	ɨᶨ	31
徙	徙	x	i	3		ɕ	ɨᶨ	31
喜	喜	x	i	3		ɕ	ɨᶨ	31
禧	禧	x	i	3		ɕ	ɨᶨ	31
蟢	蟢	x	i	3	蟢蟢兒	ɕ	ɨᶨ	31
戲	戏	x	i	5		ɕ	ɨᶨ	44
繫	系	x	i	6		ɕ	ɨᶨ	33
系	系	x	i	6	系統	ɕ	ɨᶨ	33
係	系	x	i	6	關係	ɕ	ɨᶨ	33
細	细	x	i	5		ɕ	ɨᶨ	44
隙	隙	q	ieh	7		tɕʰ	iəʔ	4
蝦	虾	x	ia	1	龍蝦	ɕ	ia	21
蝦	虾	x	ia	2	蝦蟆烏（蝌蚪）	ɕ	ia	24
颬	颬	h	a	1		x	a	21
瞎	瞎	h	aeh	7		x	iaʔ	4
匣	匣	h	aeh	8		x	iaʔ	3
俠	侠	x	iaeh	8		ɕ	iaʔ	3
狎	狎	h	aeh	8		x	iaʔ	3
峽	峡	x	iaeh	8		ɕ	iaʔ	3
狹	狭	k	uaeh	7	促狹	kʰ	yaʔ	4
狹	狭	h	aeh	8		x	iaʔ	3
遐	遐	x	ia	2		ɕ	ia	24
瑕	瑕	x	ia	2		ɕ	ia	24
