序號	目次	聲	等	呼	韻部	調	反切	攝	字	古韻羅馬字	有女羅馬字	備註	正心擬音	推導拼音	小韻字數	hiunnOrder	平水韻目		說明：平聲31 上聲33 去聲15 入聲34
176	上平6脂	滂	三	開	脂B	平	敷悲	止	丕㔻伾秠䪹駓怌䫠豾髬魾鉟|苤	phii	phy		pʰɻi	pi1	12	上06B	支		
177	上平6脂	曉	三	合	脂A	平	許維	止	倠婎睢眭𢊄	hjyi	xvi	缺⿸广⿳𥫗罒夊	hɥi	hui1	6	上06A	支		
178	上平6脂	澄	三	合	脂B	平	直追	止	鎚椎槌桘顀	dryi	dwy		ɖɥi	chui2	5	上06B	支		
179	上平6脂	初	三	合	脂A	平	叉隹	止	推蓷	chjyi	chvi		tɕʰɥi	chui2	2	上06A	支		
180	上平6脂	知	三	開	脂B	平	丁尼	止	胝氐秪䜉||	trii	ty	集韵？	ʈi	zhi1	4	上06B	支		
181	上平6脂	滂	三	開	脂A	平	匹夷	止	紕㩺𦀘𧧺悂𢞗	phjii	phi		pʰi	pi1	6	上06A	支		
182	上平6脂	精	三	合	脂A	平	醉綏	止	嶉檇	cyi	zvi		tsɥi	zui1	2	上06A	支		
183	上平6脂	溪	三	合	脂B	平	丘追	止	巋蘬	khyi	qwy		kʰɻɥi	kui1	2	上06B	支		
184	上平6脂	疑	三	開	脂A	平	牛肌	止	狋	ngjii	ngi		ŋi	yi2	1	上06A	支		
185	上平6脂	曉	三	開	脂A	平	喜夷	止	咦忾䐅𣢂屎	hjii	xi		hi	xi1	5	上06A	支		
186	上平7之	章	三	開	之	平	止而	止	之芝臸㞢	cji	tjio		tɕɨ	zhi1	4	上07	支		
187	上平7之	以	三	開	之	平	與之	止	飴𩛛䬮怡弬媐异㼢𣐵鏔圯貽巸洍𦣝𩠞頤詒㺿沶宧𦚟䱌姬台眙瓵	ji	jio		ʝɨ	yi2	27	上07	支		
188	上平7之	常	三	開	之	平	市之	止	時旹塒鼭榯蒔鰣	zji	zjio		dʑɨ	chi2	7	上07	支		
189	上平7之	疑	三	開	之	平	語其	止	疑嶷觺	ngi	ngio		ŋɨ	yi2	3	上07	支		
190	上平7之	心	三	開	之	平	息兹	止	思恖司罳伺絲緦悤禗覗㺇𥄶蕬偲楒|鷥	si	sio		sɨ	si1	15	上07	支		
191	上平7之	初	三	開	之	平	楚持	止	輜颸	chri	chio		tʂɨ	chi1	2	上07	支		
192	上平7之	群	三	開	之	平	渠之	止	其期旗綦綨𢃛萁𧯯蜝琪麒騏淇䳢錤藄棊櫀碁(棋)𤪌璂鯕蘄祺禥踑𦪆䑴畁䶞|蜝(蜞)亓	gi	gio		ɡɨ	qi2	30	上07	支		
193	上平7之	書	三	開	之	平	書之	止	詩邿齝𪗪䀢	sji	sjio		ɕɨ	shi1	6	上07	支		
194	上平7之	日	三	開	之	平	如之	止	而栭𣚊𨼏陾陑髵峏𨎪輀𦠌胹𦓒𩰴洏鮞耏咡䎠誀鴯	nji	rio		ȵɨ	er2	21	上07	支		
195	上平7之	溪	三	開	之	平	去其	止	欺娸䫥䫏𠐾魌僛𪅾𪀩䶞抾	khi	qio		kʰɨ	qi1	11	上07	支		
196	上平7之	見	三	開	之	平	居之	止	姬朞稘基箕萁䇫諅其錤居諆|丌	ki	kio		kɨ	ji1	12	上07	支		
197	上平7之	邪	三	開	之	平	似兹	止	詞祠柌辭辤辝𥿆	zsi	szio	6？	zɨ	si2	7	上07	支		
198	上平7之	來	三	開	之	平	里之	止	釐[厘]貍狸氂嫠剺梩犛𣁟倈艃𣮉孷𢟤𩭇㾖筣斄𠩬𠭰|	li	lio		ɭɨ	li2	20	上07	支		
199	上平7之	莊	三	開	之	平	側持	止	葘(菑)甾𦸜湽𥀜(淄)茬輺(輜)鍿(錙)鶅緇䊷椔鯔䎩䣎	cri	trio		tʂɨ	zhi1	15	上07	支		
200	上平7之	曉	三	開	之	平	許其	止	僖歖熙嬉禧媐譆𠩺瞦㶼熹嘻㰩娭誒	hi	xio		hɨ	xi1	15	上07	支		
201	上平7之	影	三	開	之	平	於其	止	醫毉譩噫㿄	qi	io		ˀɨ	yi1	5	上07	支		
202	上平7之	徹	三	開	之	平	丑之	止	癡齝笞痴	thri	thio		ʈʰɨ	chi1	4	上07	支		
203	上平7之	澄	三	開	之	平	直之	止	治持莉	dri	dio		ɖɨ	chi2	3	上07	支		
204	上平7之	昌	三	開	之	平	赤之	止	蚩嗤媸妛𦐉𣍆𥉍	chji	tcio		tɕʰɨ	chi1	7	上07	支		
205	上平7之	從	三	開	之	平	疾之	止	慈兹(茲)鷀(鶿)礠[磁]濨	zi	dzio		dzɨ	ci2	5	上07	支		
206	上平7之	精	三	開	之	平	子之	止	兹(茲)孳嵫孜滋嗞𪑿鎡孖鼒鰦仔鷀稵	ci	zio		tsɨ	zi1	14	上07	支		
207	上平7之	崇	三	開	之	平	士之	止	茬(茌)	zri	drio		dʐɨ	chi2	1	上07	支		
208	上平7之	俟	三	開	之	平	俟甾	止	漦	zsri	zhio		ʐɨ	chi2	1	上07	支		
209	上平7之	溪	三	開	之	平	丘之	止	抾	khi	qio		kɨ	qi1	1	上07	支		
210	上平7之	書	三	開	之	平	式其	止	䀵	sji	sjio		ɕɨ	shi1	1	上07	支		
211	上平8微	明	三	合	微	平	無非	止	微𢼸㵟䉠薇䥩癓矀	myoi	mvoi		mʉi	wei2	8	上08	微		
212	上平8微	曉	三	合	微	平	許歸	止	揮煇輝暉徽翬褘鰴楎幑瀈㫎𤟤	hyoi	xvoi		hʉi	hui1	13	上08	微		
213	上平8微	云	三	合	微	平	雨非	止	圍!幃韋䙟𩎯闈違湋囗鍏潿婔𧝕𠆎𢾁	yoi	hvoi		ɦʉi	wei2	15	上08	微		
214	上平8微	滂	三	合	微	平	芳非	止	霏䬠妃䩁婓裶𥇖菲騑	phyoi	phvoi		pʰʉi	fei1	9	上08	微		
215	上平8微	幫	三	合	微	平	甫微	止	非!猆飛扉緋𩙲馡𩹉騛騑誹餥	pyoi	pvoi		pʉi	fei1	12	上08	微		
216	上平8微	並	三	合	微	平	符非	止	肥腓䈈淝𤷂痱蜰𩇯蟦賁裴	byoi	bvoi		bʉi	fei2	11	上08	微		
217	上平8微	影	三	合	微	平	於非	止	威葳隇嵔蝛鰄媁楲	qyoi	voi		ˀʉi	wei1	8	上08	微		
218	上平8微	群	三	開	微	平	渠希	止	祈頎旂𩴆畿㙨崎碕圻刏𧰙𦠄俟幾蚚玂蟣岓𪙧	gioi	gioi		ɡɨi	qi2	19	上08	微		
219	上平8微	見	三	開	微	平	居依	止	機譏蘄嘰𦺬磯鞿饑禨幾䟇鐖僟璣刏𧗇	kioi	kioi		kɨi	ji1	16	上08	微		
220	上平8微	曉	三	開	微	平	香衣	止	希晞莃鵗睎稀豨𧻶桸烯俙欷|浠	hioi	xioi		hɨi	xi1	12	上08	微		
221	上平8微	影	三	開	微	平	於希	止	依衣郼譩㛄䧇㥋㐆	qioi	ioi		ˀɨi	yi1	8	上08	微		
222	上平8微	疑	三	開	微	平	魚衣	止	沂溰	ngioi	ngioi		ŋɨi	yi2	2	上08	微		
223	上平8微	疑	三	合	微	平	語韋	止	巍犩	ngyoi	ngvoi		ŋʉi	wei2	2	上08	微		
224	上平8微	見	三	合	微	平	舉韋	止	歸=㱕騩[皈]	kyoi	kvoi		kʉi	gui1	3	上08	微		
225	上平8微	溪	三	合	微	平	丘韋	止	蘬𧢦	khyoi	qvoi		kʰʉi	kui1	2	上08	微		
226	上平9魚	疑	三	開	魚	平	語居	遇	魚漁齬鋙衙䲆𩼪䰻䁩	ngio	ngiv	䲆(上下)	ŋɨɤ	yu2	10	上09	魚		
227	上平9魚	初	三	開	魚	平	楚居	遇	初𠿝	chrio	chv		tʂʰɨɤ	chu1	2	上09	魚		
228	上平9魚	書	三	開	魚	平	傷魚	遇	書瑹舒紓鵨𦺗𨛭	sjo	sjv		ɕɨɤ	shu1	7	上09	魚		
229	上平9魚	見	三	開	魚	平	九魚	遇	居𡨢据裾琚䝻鶋車崌蜛椐涺𦱅腒	kio	kiv		kɨɤ	ju1	14	上09	魚		
230	上平9魚	群	三	開	魚	平	強魚	遇	渠𨎶𦄽璩磲蕖籧𥴧淭醵腒𪆫螶蟝䝣豦蘧鐻璖𨞙㯫䟊𦼫䆽𧝔懅	gio	giv		ɡɨɤ	qu2	26	上09	魚		
231	上平9魚	以	三	開	魚	平	以諸	遇	余蜍藇㶛餘輿旟鵌璵艅畬𤰩𤄕歟與譽嬩舁擧妤伃㦛𪋮予㺞𩦡𧾚狳鸒雓	jo	jv		ʝɨɤ	yu2	30	上09	魚		
232	上平9魚	心	三	開	魚	平	相居	遇	胥䱬䈝稰楈藇諝㥠湑蝑揟	sio	siv		siɤ	xu1	11	上09	魚		
233	上平9魚	清	三	開	魚	平	七余	遇	疽岨砠䢸趄苴沮狙䏣蛆雎蒩𣻐伹坥𡳆	chio	civ		tsʰɨɤ	qu1	16	上09	魚		
234	上平9魚	崇	三	開	魚	平	士魚	遇	鉏鋤耡𧱑𪆷豠	zrio	drv		dʐɨɤ	chu2	6	上09	魚		
235	上平9魚	徹	三	開	魚	平	丑居	遇	攄摴㯉[樗]筡	thrio	thiv		ʈʰɨɤ	chu1	4	上09	魚		
236	上平9魚	生	三	開	魚	平	所葅	遇	疏梳綀蔬踈(疎)釃疋𥿇𤕟㽰𦌿	srio	shv		ʂɨɤ	shu1	11	上09	魚		
237	上平9魚	曉	三	開	魚	平	朽居	遇	虛(虚)歔噓魖驉𥛳	hio	xiv		hɨɤ	xu1	6	上09	魚		
238	上平9魚	邪	三	開	魚	平	似魚	遇	徐俆䣄䍱	zsio	sziv		zɨɤ	xu2	4	上09	魚		
239	上平9魚	影	三	開	魚	平	央居	遇	於淤扵箊唹	qio	iv		ˀɨɤ	yu1	5	上09	魚		
240	上平9魚	知	三	開	魚	平	陟魚	遇	豬猪瀦櫫藸	trio	tiv		ʈɨɤ	zhu1	6	上09	魚		
241	上平9魚	來	三	開	魚	平	力居	遇	臚閭䰕廬蘆櫚驢藘䕡爈𤁵㠠櫖璷䮉𥶆𢣻	lio	liv		ɭɨɤ	lv2	17	上09	魚		
242	上平9魚	章	三	開	魚	平	章魚	遇	諸櫧㶆藷䃴蠩𧄔	cjo	tjv		tɕɨɤ	zhu1	7	上09	魚		
243	上平9魚	澄	三	開	魚	平	直魚	遇	除躇儲涂篨𦿀宁㾻著滁蒢屠藸	drio	div		ɖɨɤ	chu2	13	上09	魚		
244	上平9魚	日	三	開	魚	平	人諸	遇	如洳茹𨚴鴽𨾵蒘𡫾	njo	rv		ȵɨɤ	ru2	8	上09	魚		
245	上平9魚	精	三	開	魚	平	子魚	遇	且蛆苴沮	cio	ziv		tsɨɤ	ju1	4	上09	魚		
246	上平9魚	溪	三	開	魚	平	去魚	遇	墟[圩]!虚𥬔袪阹椐胠魼㠊𢴮㭕䒧|祛|	khio	qiv		kʰɨɤ	qu1	12	上09	魚		
247	上平9魚	莊	三	開	魚	平	側魚	遇	菹沮䶥𧄗	crio	trv		tʂɨɤ	zhu1	4	上09	魚		
248	上平9魚	常	三	開	魚	平	署魚	遇	蜍𧄔(稌)	zjo	zjv		dʑɨɤ	chu2	2	上09	魚		
249	上平9魚	娘	三	開	魚	平	女余	遇	袽帤𣭠挐蒘𣖹	nrio	niv		ɳɨɤ	nv2	6	上09	魚		
250	上平10虞	疑	三	合	虞	平	虞俱	遇	愚!虞𩦢娛湡堣𪃍嵎髃禺隅䴁鰅鍝澞𧍪㷒齵鸆𨜖	ngyo	ngiu		ŋʉo	yu2	20	上10	虞		
251	上平10虞	初	三	合	虞	平	測隅	遇	芻犓	chryo	chu		tʂʉo	chu1	2	上10	虞		
252	上平10虞	明	三	合	虞	平	武夫	遇	無毋瞴膴蕪誣巫莁璑𨼊䉑鷡𦌬蝥𢜮无𢃀譕墲鵐憮䍢	myo	miu		mʉo	wu2	22	上10	虞		
253	上平10虞	云	三	合	虞	平	羽俱	遇	于迂盂邘雩𦏴竽玗芋汙䣿杅釪𧘘骬𠌶謣䩒䢓𦱃[圩]	yo	hiu		ɦʉo	yu2	20	上10	虞		
254	上平10虞	曉	三	合	虞	平	況于	遇	訏吁雩欨㽳盱𧙆𥈈姁𦀒扜𠌶荂扜䣿旴䩒㰭虖𥈸	hyo	xiu		hʉo	xu1	20	上10	虞		
255	上平10虞	群	三	合	虞	平	其俱	遇	衢劬軥氍眗䧁臞癯鴝鸜灈躣忂𩢳鼩蘧斪句蠷瞿欋葋翵翑蚼𪓞𧾱䞤𠣪絇𡱺𥃔𥗫戵鑺姁[蠼]朐	gyo	giu		ɡʉo	qu2	36	上10	虞		
256	上平10虞	日	三	合	虞	平	人朱	遇	儒獳濡襦懦嚅鱬䞕臑𪋯醹䰰㼱嬬繻顬|蠕薷|	njyo	ru		ȵʉo	ru2	16	上10	虞		
257	上平10虞	心	三	合	虞	平	相俞	遇	須鬚繻需娶緰嬃𥪥𢄼𪋯蕦鑐隃𩓣	syo	siu		sʉo	xu1	14	上10	虞		
258	上平10虞	知	三	合	虞	平	陟輸	遇	株誅邾鼄蛛列鴸跦袾㦵𪏿	tryo	tiu		ʈʉo	zhu1	11	上10	虞		
259	上平10虞	徹	三	合	虞	平	敕俱	遇	貙𤠾	thryo	thiu		ʈʰʉo	chu1	2	上10	虞		
260	上平10虞	常	三	合	虞	平	市朱	遇	殊銖洙茱殳𢎦几杸陎杸㼡𦤂	zjyo	zju		dʑʉo	chu2	12	上10	虞		
261	上平10虞	以	三	合	虞	平	羊朱	遇	逾踰窬臾楰腴諛隃鄃覦𨵦俞歈愉𢋅揄褕瑜崳㥚羭蝓榆萸堬牏渝媮𤜹㳛𤧙瘉螸蕍𦺮䩱䜽萮𧃠舀㼶騟𢔢𥯮𥔢|瘐|	jyo	ju		ʝʉo	yu2	45	上10	虞		
262	上平10虞	溪	三	合	虞	平	豈俱	遇	區鰸𢿛䧢驅嶇軀摳	khyo	qiu		kʰʉo	qu1	8	上10	虞		
263	上平10虞	章	三	合	虞	平	章俱	遇	朱珠侏絑秼咮鴸鮢𤝹硃	cjyo	tju		tɕʉo	zhu1	10	上10	虞		
264	上平10虞	清	三	合	虞	平	七逾	遇	趨趍鯫	chyo	ciu		tɕʰʉo	qu1	3	上10	虞		
265	上平10虞	來	三	合	虞	平	力朱	遇	慺蔞氀瞜䱾㟺䝏㺏摟鷜鏤䣚婁瘻𤗬膢	lyo	liu		ɭʉo	lv2	16	上10	虞		
266	上平10虞	並	三	合	虞	平	防無	遇	扶𢺻芙符颫鳧榑苻蚨夫𦽏𣿆枹瓿𧥱枎坿泭𣻜𤱽𣘧𣻥𢞦𦑹𦔾玸	byo	biu	刪抱	bʉo	fu2	26	上10	虞		
267	上平10虞	崇	三	合	虞	平	仕于	遇	䅳媰雛鶵	zryo	dru		dʐʉo	chu2	4	上10	虞		
268	上平10虞	莊	三	合	虞	平	莊俱	遇	㑳搊	cryo	tru		tʂʉo	zhu1	2	上10	虞		
269	上平10虞	滂	三	合	虞	平	芳無	遇	敷麩麱孚𣞒郛鄜鋪筟俘痡殍怤䎔𧀮孵豧尃䱐罦稃𥹃莩泭郙㕊桴䒀㩤姇荂紨䓵㲗䓏秿	phyo	phiu		pʰʉo	fu1	36	上10	虞		
270	上平10虞	精	三	合	虞	平	子于	遇	諏㖩𡸨娵掫嗺陬	cyo	ziu		tsʉo	ju1	7	上10	虞		
271	上平10虞	幫	三	合	虞	平	甫無	遇	夫!跗趺膚肤邞鈇衭扶㠸玞𩿧𧀴簠鳺柎𩬙𩵩䄮䃿妋[呋]	pyo	piu		pʉo	fu1	21	上10	虞		
272	上平10虞	影	三	合	虞	平	憶俱	遇	迂!紆靪陓扜䩽䙔蓲䣿㝼虶䨕	qyo	iu		ˀʉo	yu1	12	上10	虞		
273	上平10虞	書	三	合	虞	平	式朱	遇	輸鄃隃	sjyo	sju		ɕʉo	shu1	3	上10	虞		
274	上平10虞	昌	三	合	虞	平	昌朱	遇	樞姝𩪍袾䇬	chjyo	tcu		tɕʉo	chu1	5	上10	虞		
275	上平10虞	澄	三	合	虞	平	直誅	遇	廚(厨)[櫥]蹰(躕)幮裯趎	dryo	diu		ɖʉo	chu2	5	上10	虞		
276	上平10虞	見	三	合	虞	平	舉朱	遇	拘駒䀠眗岣㪺𨞜捄跔鮈俱痀𥇛𥗫	kyo	kiu		kʉo	ju1	14	上10	虞		
277	上平10虞	生	三	合	虞	平	山芻	遇	毹㡏橾螋	sryo	shu		ʂʉo	shu1	4	上10	虞		
278	上平11模	明	一	開	模	平	莫胡	遇	模橅墲摸嫫謨=𠻚㡔𨡭䉑无膜|摹|	mo	mu		mɔ	mu2	12	上11	虞		
279	上平11模	並	一	開	模	平	薄胡	遇	酺匍蜅荹䔕樸菩蒲蒱䈻葡	bo	bu		bɔ	pu2	10	上11	虞		
280	上平11模	匣	一	開	模	平	戸吳	遇	胡𩑶𠴱壷(壺)狐瓳餬瑚湖鶘猢醐𪏻䊀𪍒糊弧乎𠀒𪕱瓠葫㾰魱箶䉉𥶜𧛞㯛虖|𧍵|[蝴]	gho	hu		ʁɔ	hu2	30	上11	虞		
281	上平11模	見	一	開	模	平	古胡	遇	孤苽菰胍𡗷姑辜呱泒酤觚蛄箛鴣橭𠷞沽柧𨬕䉉𧇡盬嫴罛軱箍䐻㼋|[菇][咕]	ko	ku		kɔ	gu1	28	上11	虞		
282	上平11模	定	一	開	模	平	同都	遇	徒𨑒屠瘏塗途酴駼𤙛鵌涂梌㭸荼圖啚𤺈䣝菟捈䣄䅷嵞峹𣘻鍍䤅蒤䖘鷵筡	do	du	㭸原作梚,蒤原作𭱻	dɔ	tu2	31	上11	虞		
283	上平11模	泥	一	開	模	平	乃都	遇	奴=㚢駑帑孥笯砮	no	nu		nɔ	nu2	7	上11	虞		
284	上平11模	曉	一	開	模	平	荒烏	遇	呼嘑虖𧦝歑戲謼膴幠葫恗軤虍苸雐䰧滹	ho	xu		χɔ	hu1	17	上11	虞		
285	上平11模	疑	一	開	模	平	五乎	遇	吾鼯𪁙𧋋吳(吴)浯䓊㹳㻍珸蜈郚齬鯃娪鋘梧峿麌𦨳祦	ngo	ngu		ŋɔ	wu2	21	上11	虞		
286	上平11模	精	一	開	模	平	則吾	遇	租蒩	co	zu		tsɔ	zu1	2	上11	虞		
287	上平11模	來	一	開	模	平	落胡	遇	盧鑪壚籚蘆顱髗鱸攎櫨轤黸獹鸕艫纑瀘瓐爐玈𢐸㢚𤮧嚧臚㿖㭔䰕𧇄𧆨罏蠦㪭𦿊	lo	lu		lɔ	lu2	34	上11	虞		
288	上平11模	心	一	開	模	平	素姑	遇	蘇穌酥㢝	so	su		sɔ	su1	4	上11	虞		
289	上平11模	從	一	開	模	平	昨胡	遇	徂䢐殂=𣨐	zo	dzu		dzɔ	cu2	4	上11	虞		
290	上平11模	影	一	開	模	平	哀都	遇	烏嗚洿汚(污)杇圬釫鰞歍鎢㢪於瑦鄔盓螐惡扝𦶀㮧鴮	qo	u		ʔɔ	wu1	21	上11	虞		
291	上平11模	幫	一	開	模	平	博孤	遇	逋餔𥂈晡鵏庯陠𧻷峬誧秿鯆抪[鈽]	po	pu		pɔ	bu1	13	上11	虞		
292	上平11模	溪	一	開	模	平	苦胡	遇	枯刳扝郀軲㱠跍挎㢪橭鮬|骷|	kho	qu		qʰɔ	ku1	11	上11	虞		
293	上平11模	清	一	開	模	平	倉胡	遇	麤麁𧆓𥼡觕𤿚	cho	cu		tsʰɔ	cu1	6	上11	虞		
294	上平11模	透	一	開	模	平	他胡	遇	㻌稌悇嶀㻯𡸂庩䞮梌㻬捈䩣	tho	thu		tʰɔ	tu1	12	上11	虞		
295	上平11模	端	一	開	模	平	當孤	遇	都闍𥳉𦘴𧷿醏䩲	to	tu		tɔ	du1	7	上11	虞		
296	上平11模	滂	一	開	模	平	普胡	遇	鋪!𥠵鯆𩹲𨁏痡誧豧墲陠䮒𢼹	pho	phu		pʰɔ	pu1	12	上11	虞		
297	上平12齊	從	四	開	齊	平	徂奚	蟹	齊臍麡蠐𪗍懠䶒癠𨥳	ze	dzei		dzej	qi2	9	上12	齊		
298	上平12齊	來	四	開	齊	平	郎奚	蟹	犁!黎𤛿莉黧藜鯬𦃇盠邌𨛫廲蔾筣驪瓈𥌛𩧋㦒謧𨿯	le	lei		lej	li2	21	上12	齊		
299	上平12齊	清	四	開	齊	平	七稽	蟹	妻萋淒凄悽鶈郪緀齌霋	che	cei		tsʰej	qi1	10	上12	齊		
300	上平12齊	端	四	開	齊	平	都奚	蟹	低氐袛磾鞮腣羝眡隄堤岻䧑奃趆𡰖鍉柢䐎䚣𥿄揥㓳䬫	te	tei	sum23	tej	di1	22	上12	齊		
301	上平12齊	定	四	開	齊	平	杜奚	蟹	提!嗁啼蹏蹄𥶛詆瑅隄桋題媞𧡨綈罤𣹲𣖅締蕛稊𦯔䬾醍褆鵜荑禔䱱崹緹鷤鼶騠折䨑銕䱱䖙𥉘䬫䚣𢔭謕𡰄厗𪂿鶙𡰖蝭𨪉鴺㡗銻鮷趧𧋘鮧鶙鯷䐎	de	dei	䱱重複	dej	ti2	60	上12	齊		
302	上平12齊	幫	四	開	齊	平	邊兮	蟹	豍㡙螕㯅𦱔蓖𦀘篦梐𥏠𨻼狴箄鎞悂䚜	pe	pei		pej	bi1	16	上12	齊		
303	上平12齊	見	四	開	齊	平	古奚	蟹	雞鷄稽枅笄㮷䗗卟𥝌𨪴|乩|	ke	kei		qej	ji1	10	上12	齊		
304	上平12齊	匣	四	開	齊	平	胡雞	蟹	奚豯徯㜎蹊螇榽騱胿𡗞郋𪓷傒嵇兮鼷蒵貕	ghe	hei		ʁej	xi2	18	上12	齊		
305	上平12齊	影	四	開	齊	平	烏奚	蟹	鷖翳𧫦嫛黳𦎣㙠䃜黟繄䚷𣕁	qe	ei		ʔej	yi1	12	上12	齊		
306	上平12齊	疑	四	開	齊	平	五稽	蟹	倪蜺霓郳齯婗輗棿猊麑貎鯢兒䘽𠆵觬𣕁㪒	nge	ngei		ŋej	yi2	18	上12	齊		
307	上平12齊	曉	四	開	齊	平	呼雞	蟹	醯䒊𦫬㡗橀忚	he	xei		χej	xi1	6	上12	齊		
308	上平12齊	心	四	開	齊	平	先稽	蟹	西卤𠧪棲栖㽄犀嘶撕㾷㯕屖𧬊[樨]粞𠞂	se	sei	sum15?	sej	xi1	16	上12	齊		
309	上平12齊	透	四	開	齊	平	土雞	蟹	梯睇鷈𠥸䖙㔸𨁃謕𩤽	the	thei		tʰej	ti1	9	上12	齊		
310	上平12齊	並	四	開	齊	平	部迷	蟹	鼙鞞椑膍崥㼰笓	be	bei		bei	pi2	7	上12	齊		
311	上平12齊	滂	四	開	齊	平	匹迷	蟹	磇(砒)𨻼𠜱𪄆錍批鈚	phe	phei		pʰej	pi1	7	上12	齊		
312	上平12齊	精	四	開	齊	平	祖稽	蟹	齎賷𩐒齏𨥳櫅䂑擠齌躋隮麡𢥎啙虀	ce	zei	虀原作𧆌	tsej	ji1	15	上12	齊		
313	上平12齊	明	四	開	齊	平	莫兮	蟹	迷𡝠䤍麛𧠠𪓬	me	mei		mej	mi2	6	上12	齊		
314	上平12齊	泥	四	開	齊	平	奴低	蟹	泥埿屔臡	ne	nei		nej	ni2	4	上12	齊		
315	上平12齊	溪	四	開	齊	平	苦奚	蟹	谿嵠溪磎鸂檕螇𤳤	khe	qei		qʰej	qi1	8	上12	齊		
316	上平12齊	見	四	合	齊	平	古攜	蟹	圭珪邽閨袿窐鮭𪊧洼𨾴𡌲胿𦓯㰪茥	kue	kuei		quej	gui1	15	上12	齊		
317	上平12齊	溪	四	合	齊	平	苦圭	蟹	睽奎湀刲𠝥茥䯓聧鮭䖯蝰㨒楏藈𡐠[暌]	khue	quei		qʰuej	kui1	15	上12	齊		
318	上平12齊	匣	四	合	齊	平	戸圭	蟹	攜携蠵鑴窐𩰳畦驨𪈥雟酅𢥘𦋅𣫴𡸔纗讗㔒䙵黊𡰢眭觿䀘	ghue	huei	24	ʁuej	hui2	23	上12	齊		
319	上平12齊	日	四	開	齊	平	人兮	蟹	臡	nj'e	rei		ȵej		1	上12	齊		
320	上平12齊	常	四	開	齊	平	成臡	蟹	栘	zj'e	zjei		dʑej		1	上12	齊		
321	上平12齊	影	四	合	齊	平	烏攜	蟹	烓𧟼𤮰	que	uei		ʔuej	wei1	3	上12	齊		
322	上平12齊	曉	四	合	齊	平	呼攜	蟹	睳	hue	xuei		χuej	hui1	1	上12	齊		
323	上平13佳	見	二	開	佳	平	古膎	蟹	佳街	kre	kae		qɻæ	jia1	2	上13	佳		
324	上平13佳	匣	二	開	佳	平	戸佳	蟹	㥟(慀)鮭膎鞵鞋㨙䙎榽	ghre	hae		ʁɻæ	xia2	8	上13	佳		
325	上平13佳	並	二	開	佳	平	薄佳	蟹	牌棑䱝郫蠯犤𥱼	bre	bae		bɻæ	pai2	7	上13	佳		
326	上平13佳	見	二	合	佳	平	古娃	蟹	媧緺蝸𧬭腡騧歄	krue	koe		kɻuæ	gua1	7	上13	佳		
327	上平13佳	影	二	合	佳	平	烏媧	蟹	蛙鼃	qrue	oe		ʔɻuæ	wa1	2	上13	佳		
328	上平13佳	溪	二	合	佳	平	苦緺	蟹	咼喎絓䓙𦹬䦱	khrue	qoe		qʰuæ	kua1	6	上13	佳		
329	上平13佳	崇	二	開	佳	平	士佳	蟹	柴祡茈査𪗶㧘㾹𨌅	zre	drae		dʐɻæ	chai2	8	上13	佳		
330	上平13佳	初	二	開	佳	平	楚佳	蟹	釵叉差靫𩑐㼮䐤𠞊芆	chre	chae		tʂɻæ	chai1	9	上13	佳		
331	上平13佳	曉	二	合	佳	平	火媧	蟹	竵(歪)𦶎𡁑𩝨	hrue	xoe		χɻuæ	hua1	4	上13	佳		
332	上平13佳	娘	二	開	佳	平	妳佳	蟹	䍲掜誽	nre	nae		ɳɻæ	nai2	3	上13	佳		
333	上平13佳	疑	二	開	佳	平	五佳	蟹	崖涯猚厓啀𪘲𩂢|捱|	ngre	ngae		ŋɻæ	ya2	7	上13	佳		
334	上平13佳	影	二	開	佳	平	於佳	蟹	娃洼哇㰪𠴺	qre	ae		ʔɻæ	ya1	5	上13	佳		
335	上平13佳	生	二	開	佳	平	山佳	蟹	崽籭(篩)諰	sre	shae		ʂɻæ	shai1	3	上13	佳		
336	上平13佳	曉	二	開	佳	平	火佳	蟹	㗨㰨	hre	xae		χɻæ	xia1	2	上13	佳		
337	上平13佳	徹	二	開	佳	平	丑佳	蟹	扠	thre	thae		ʈʰɻæ	chai1	1	上13	佳		
338	上平13佳	明	二	開	佳	平	莫佳	蟹	䁲𩍃	mre	mae		mɻæ	mai2	2	上13	佳		
339	上平13佳	匣	二	合	佳	平	戸媧	蟹	鼃	ghrue	hoe		ʁɻuæ	hua2	1	上13	佳		
340	上平14皆	見	二	開	皆	平	古諧	蟹	皆偕䕸稭喈階𦝨薢荄堦楷痎鶛湝街𤭧𩘅蝔鍇	krai	kaei		qɻæj	jie1	19	上14	佳		
341	上平14皆	影	二	開	皆	平	乙諧	蟹	𢰇	qrai	aei		ʔɻæj	ye1	1	上14	佳		
342	上平14皆	匣	二	開	皆	平	戸皆	蟹	諧骸鞋𩤠瑎湝龤蝔䓳|偕	ghrai	haei		ʁɻæj	xie2	9	上14	佳		
343	上平14皆	並	二	開	皆	平	步皆	蟹	排俳輫牌猈𩑢	brai	baei		bɻæj	pai2	6	上14	佳		
344	上平14皆	見	二	合	皆	平	古懷	蟹	乖𦮃𠦬㾩|𦫳	kruai	koei		qɻuæj	guai1	4	上14	佳		
