聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	新註	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習				
群	開	三	魚	上	見	遇	炬	0	1	0		k	y	33					-	gyu6	-	geoi6	geoi6					
群	開	三	魚	上	見	遇	鉅	0	0	0		k	y	33					gyu6	gyu6	geoi6	geoi6	geoi6					
群	開	三	魚	上	見	遇	拒	0	0	0		kʰ	y	213					kyu5	kyu5	keoi5	keoi5	keoi5					
來	開	三	魚	去	來	遇	慮	0	0	0		l	y	33					lyu6	lyu6	-	leoi6	leoi6					
心	開	三	魚	去	精	遇	絮	0	0	0		s	y	213					syu5	syu5	seoi5	seoi5	seoi5					
崇	開	三	魚	去	莊	遇	助	0	0	0		ts	ɔ	33					zho6	zho6	zo6	zo6	zo6					
常	開	三	魚	去	章	遇	署	0	1	0		s	y	213					-	shyu5	-	cyu5	cyu5					
常	開	三	魚	去	章	遇	曙	0	1	0		s	y	213					syu5	syu5	-	cyu5	syu5					
常	開	三	魚	去	章	遇	薯	0	0	0		s	y	51					shyu4	shyu4	syu4	syu4	syu4					
書	開	三	魚	去	章	遇	恕	0	1	0		s	y	33					shyu3	shyu3	syu3	syu3	syu3					
書	開	三	魚	去	章	遇	庶	0	1	0		s	y	33					shyu3	shyu3	syu3	syu3	syu3					
見	開	三	魚	去	見	遇	踞	0	2	0		k	y	33					gyu6	gyu6	geoi3	geoi3	geoi3					
見	開	三	魚	去	見	遇	據	0	0	0		k	y	33					gyu6	gyu3	geoi3	geoi3	geoi3					
見	開	三	魚	去	見	遇	鋸	0	0	0		k	œ	33				名詞	gyu3	gyu3	geoi3	geoi3	geoi3					
							鋸					k	œ	55				動詞										
疑	開	三	魚	去	見	遇	御	0	0	0		ŋ	y	33					njyu6	ngaa6	ngaa6	jyu6	jyu6					
疑	開	三	魚	去	見	遇	馭	0	2	0		ŋ	y	33					njyu6	jyu6	jyu6	jyu6	jyu6					
影	開	三	魚	去	影	遇	菸	0	0	0			in	55					-	-	jin1	jin1	jin1					
以	開	三	魚	去	以	遇	豫	0	1	0			y	33					jyu6	jyu6	jyu6	jyu6	jyu6					
以	開	三	魚	去	以	遇	預	0	0	0			y	33					jyu6	jyu6	jyu6	jyu6	jyu6					
群	開	三	魚	去	見	遇	遽	0	2	0		k	y	33					gyu6	gyu6	geoi3	geoi3	geoi6					
端	開	一	模	平	端	遇	都	0	0	0		t	u	55					dou1	dou1	dou1	dou1	dou1					
定	開	一	模	平	端	遇	圖	0	0	0		tʰ	u	51					tu4	tou4	tou4	tou4	tou4					
定	開	一	模	平	端	遇	途	0	0	0		tʰ	u	51					tu4	tou4	tou4	tou4	tou4					
定	開	一	模	平	端	遇	塗	0	0	0		tʰ	u	51					-	tou4	tou4	tou4	tou4					
定	開	一	模	平	端	遇	徒	0	0	0		tʰ	u	51					tu4	tou4	tou4	tou4	tou4					
定	開	一	模	平	端	遇	荼	1	2	0		tʰ	u	51				如火如荼	tu4	tou4	tou4		tou4					
							荼	1	2	0		s	y	55				神荼				si1	syu1					
定	開	一	模	平	端	遇	鍍	0	1	0		t	u	33					du6	dou6	dou6	dou6	dou6					
定	開	一	模	平	端	遇	菟	0	2	0		tʰ	u	33					tou4	-	tou3	tou3	tou3					
泥	開	一	模	平	端	遇	奴	0	0	0		n	u	51					nu4	nou4	nou4	nou4	nou4					
來	開	一	模	平	來	遇	盧	0	1	0		l	u	51					lu4	lou4	lou4	lou4	lou4					
來	開	一	模	平	來	遇	顱	0	1	0		l	u	51					lu4	lou4	lou4	lou4	lou4					
來	開	一	模	平	來	遇	爐	0	0	0		l	u	51					lu4	lou4	lou4	lou4	lou4					
精	開	一	模	平	精	遇	租	0	0	0		ts	u	55					zu1	zou1	zou1	zou1	zou1					
心	開	一	模	平	精	遇	蘇	0	0	0		s	u	55					su1	su1	sou1	sou1	sou1					
心	開	一	模	平	精	遇	酥	0	1	0		s	u	55					su1	su1	sou1	sou1	sou1					
心	開	一	模	平	精	遇	穌	0	2	0		s	u	55					-	su1	sou1	sou1	sou1					
見	開	一	模	平	見	遇	辜	0	0	0		k	u	55					gu1	gu1	gwu1	gu1	gu1					
見	開	一	模	平	見	遇	箍	0	1	0		kʰ	u	55					fu1	fu1	kwu1	ku1	ku1					
見	開	一	模	平	見	遇	孤	0	0	0		k	u	55					gu1	gu1	gwu1	gu1	gu1					
							呱	1	2	0		kʷ	a	55				頂呱呱	waa1	waa1	waa1		gwaa1					
見	開	一	模	平	見	遇	呱	1	2	0		k	u	55				呱呱墜地				gu1	gu1					
見	開	一	模	平	見	遇	沽	0	1	0		k	u	55					gu1	gu1	gwu1	gu1	gu1					
見	開	一	模	平	見	遇	姑	0	0	0		k	u	55					gu1	gu1	gwu1	gu1	gu1					
溪	開	一	模	平	見	遇	枯	0	0	0		k	u	55					fu1	fu1	fu1	fu1	fu1					
							枯					kʰ	u	55														
							枯					h	u	55														
疑	開	一	模	平	見	遇	蜈	0	1	0			ŋ̍	51					ng4	ng4	ng4	ng4	ng4					
疑	開	一	模	平	見	遇	梧	0	1	0			ŋ̍	51					ng4	ng4	ng4	ng4	ng4					
疑	開	一	模	平	見	遇	吾	0	2	0			ŋ̍	51					ng4	ng4	ng4	ng4	ng4					
疑	開	一	模	平	見	遇	吳	0	0	0			ŋ̍	51					ng4	ng4	ng4	ng4	ng4					
曉	開	一	模	平	影	遇	呼	0	0	0		h	u	55					fu1	fu1	fu1	fu1	fu1					
匣	開	一	模	平	影	遇	糊	0	0	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	瑚	0	2	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	胡	0	0	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	瓠	0	2	0		h	u	33					wu4	wu4	wu4	wu4	wu6					
匣	開	一	模	平	影	遇	壺	0	0	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	湖	0	0	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	弧	0	1	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	葫	0	1	0		h	u	51					wu4	wu4	wu4	wu4	wu4					
匣	開	一	模	平	影	遇	狐	0	0	0		h	u	51					wu4	wu4	-	wu4	wu4					
匣	開	一	模	平	影	遇	乎	0	0	0		h	u	51					wu4	wu4	fu4	fu4	fu4					
影	開	一	模	平	影	遇	嗚	0	0	0			u	55					wu1	wu1	wu1	wu1	wu1					
影	開	一	模	平	影	遇	烏	0	0	0			u	55					wu1	wu1	wu1	wu1	wu1					
影	開	一	唐	入	影	宕	惡	1	0	0			ɔk	3				惡毒	ok1	ok3	ok3	ngok3	ok3					
影	開	一	模	去	影	遇	惡	1	0	0			u	33				可惡		wu3			wu3					
影	開	一	模	平	影	遇	惡	1	0	0													wu1					
並	開	一	模	平	幫	遇	樸	0	0	0		pʰ	ɔk	3					buk6	pok3	pok3	pok3	pok3					
並	開	一	模	平	幫	遇	菩	0	1	0		pʰ	u	51					pu4	pou4	pui4	pou4	pou4					
並	開	一	模	平	幫	遇	匍	0	2	0		pʰ	u	51					pu4	-	pou4	pou4	pou4					
並	開	一	模	平	幫	遇	蒲	0	1	0		pʰ	u	51					pu4	pou4	pou4	pou4	pou4					
明	開	一	模	平	幫	遇	模	0	0	0		m	u	51					mu4	mou4	mou4	mou4	mou4					
明	開	一	模	平	幫	遇	摸	0	0	0		m	ɔ	213					mok1	mok3	-	mok6	mok3	mo2				
明	開	一	唐	入	幫	宕	膜	1	0	0		m	ɔk	3				薄膜	mok6	mok6	mok3	mok6	mok6					
明	開	一	模	平	幫	遇	膜	1	0	0		m	u	51				膜拜		mou4			mou4					
端	開	一	模	上	端	遇	睹	0	1	0		t	u	213					du2	dou2	dou2	dou2	dou2					
端	開	一	模	上	端	遇	堵	0	0	0		t	u	213					dou2	dou2	dou2	dou2	dou2					
端	開	一	模	上	端	遇	賭	0	0	0		t	u	213					dou2	dou2	dou2	dou2	dou2					
透	開	一	模	上	端	遇	土	0	0	0		tʰ	u	213					tu2	tou2	tou2	tou2	tou2					
透	開	一	模	上	端	遇	吐	0	0	0		tʰ	u	33					tu3	tou3	tou3	tou3	tou3					
定	開	一	模	上	端	遇	肚	0	0	0		tʰ	u	213					tu5	tou5	tou5	tou5	tou5					
定	開	一	模	上	端	遇	杜	0	0	0		t	u	33					du6	dou6	dou6	dou6	dou6					
泥	開	一	模	上	端	遇	努	0	0	0		n	u	213					nou5	nou5	nou5	nou5	nou5					
泥	開	一	模	上	端	遇	怒	0	0	0		n	u	33					nu6	nou6	nou6	nau1	nou6					
泥	開	一	模	上	端	遇	弩	0	2	0		n	u	213					nou5	nou4	nou5	nou5	nou5					
來	開	一	模	上	來	遇	擄	0	2	0		l	u	213					nu5	lou5	lou5	lou5	lou5					
來	開	一	模	上	來	遇	虜	0	0	0		l	u	213					nu5	lou5	lou5	lou5	lou5					
來	開	一	模	上	來	遇	滷	0	1	0		l	u	213					-	-	-	lou5	lou5					
來	開	一	模	上	來	遇	魯	0	0	0		l	u	213					nu5	lou5	lou5	lou5	lou5					
來	開	一	模	上	來	遇	櫓	0	2	0		l	u	213					nu5	lou5	lou5	lou5	lou5					
精	開	一	模	上	精	遇	組	0	0	0		ts	u	213					zu2	-	zou2	zou2	zou2					
精	開	一	模	上	精	遇	祖	0	0	0		ts	u	213					zu2	zou2	zou2	zou2	zou2					
從	開	一	模	上	精	遇	粗	0	0	0		tsʰ	u	55					cu1	cou1	cou1	cou1	cou1					
見	開	一	模	上	見	遇	詁	0	2	0									gu2	gu2	gwu2	gu2	gu2					
見	開	一	模	上	見	遇	鼓	0	0	0		k	u	213					gu2	gu2	gwu2	gu2	gu2					
見	開	一	模	上	見	遇	估	1	0	0		k	u	213					gu2	gu2	gwu2	gu2	gu2					
見	開	一	模	上	見	遇	估	1	0	0													gu3					
見	開	一	模	上	見	遇	古	0	0	0		k	u	213					gu2	gu2	gwu2	gu2	gu2					
見	開	一	模	上	見	遇	股	0	0	0		k	u	213					gu2	gu2	gwu2	gu2	gu2					
見	開	一	模	上	見	遇	賈	1	1	0		k	u	213				商賈	gu2	gu2		gu2	gu2					
見	開	二	麻	上	見	假	賈	1	1	0		k	a	213				姓賈		gaa2	gaa2		gaa2					
溪	開	一	模	上	見	遇	苦	0	0	0		h	u	213					fu2	fu2	fu2	fu2	fu2					
疑	開	一	模	上	見	遇	午	0	0	0			ŋ̍	213					ng5	ng5	ng5	ng5	ng5					
疑	開	一	模	上	見	遇	五	0	0	0			ŋ̍	213					ng5	ng5	ng5	ng5	ng5					
疑	開	一	模	上	見	遇	伍	0	0	0			ŋ̍	213					ng5	ng5	ng5	ng5	ng5					
曉	開	一	模	上	影	遇	琥	0	2	0		h	u	213					fu2	fu2	fu2	fu2	fu2					
曉	開	一	模	上	影	遇	虎	0	0	0		h	u	213					fu2	fu2	fu2	fu2	fu2					
曉	開	一	模	上	影	遇	滸	0	2	0		h	u	213					wu2	wu2	-	fu2	wu2					
匣	開	一	模	上	影	遇	雇	0	1	0		k	u	33					gu3	gu3	gwu3	gu3	gu3					
匣	開	一	模	上	影	遇	滬	0	1	0		h	u	33					-	-	-	wu6	wu6					
匣	開	一	模	上	影	遇	扈	0	2	0		h	u	33					-	-	-	wu6	wu6					
匣	開	一	模	上	影	遇	戶	0	0	0		h	u	33					wu6	wu6	wu6	wu6	wu6					
影	開	一	模	上	影	遇	塢	1	1	0			u	213				山塢	wu2	wu1	wu2		wu2					
影	開	一	模	上	影	遇	塢	1	1	0			u	33				船塢				ou3	ou3					
幫	開	一	模	上	幫	遇	圃	0	1	0		pʰ	u	213					bu2	-	pou2	pou2	bou2	pou2				
幫	開	一	模	上	幫	遇	譜	0	0	0		pʰ	u	213					pu2	pou2	pou2	pou2	pou2					
幫	開	一	模	上	幫	遇	補	0	0	0		p	u	213					bu2	bou2	bou2	bou2	bou2					
並	開	一	模	上	幫	遇	簿	0	1	0		p	u	33					bu6	bou6	bou6	bou6	bou6					
並	開	一	模	上	幫	遇	部	0	0	0		p	u	33					bu6	bou6	bou6	bou6	bou6					
明	開	一	模	上	幫	遇	媽	0	0	0		m	a	55					maa5	maa1	maa1	maa1	maa5	maa1				
明	開	一	模	上	幫	遇	莽	0	1	0		m	ɔŋ	213					mong5	mong5	mong5	mong5	mong5					
滂	開	一	模	上	幫	遇	浦	0	1	0		pʰ	u	213					bu2	bou2	pou2	pou2	bou2	pou2				
滂	開	一	模	上	幫	遇	普	0	0	0		pʰ	u	213					pu2	pou2	pou2	pou2	pou2					
端	開	一	模	去	端	遇	妒	0	1	0		t	u	33					du3	dou6	dou6	dou3	dou3	dou6				
透	開	一	模	去	端	遇	兔	0	0	0		tʰ	u	33					tu3	tou3	tou3	tou3	tou3					
定	開	一	模	去	端	遇	渡	0	0	0		t	u	33					du6	dou6	dou6	dou6	dou6					
定	開	一	模	去	端	遇	度	1	0	0		t	ɔk	3				量度	du6	dou6			dou6					
定	開	一	唐	入	端	宕	度	1	0	0		t	u	33				度量衡	dok6	dok6	dok6	dok6	dok6					
來	開	一	模	去	來	遇	路	0	0	0		l	u	33					lu6	lou6	lou6	lou6	lou6					
來	開	一	模	去	來	遇	鷺	0	2	0		l	u	33					lu6	lou6	lou6	lou6	lou6					
來	開	一	模	去	來	遇	露	0	0	0		l	u	33					lu6	lou6	lou6	lou6	lou6					
來	開	一	模	去	來	遇	賂	0	1	0		l	u	33					lu6	lou6	lou6	lou6	lou6					
精	開	一	模	去	精	遇	作	0	0	0		ts	ɔk	3					zok1	zok3	zok3	zok3	zok3					
清	開	一	模	去	精	遇	措	0	1	0		tsʰ	u	33					cou3	cou3	cou3	cou3	cou3					
清	開	一	模	去	精	遇	醋	0	0	0		tsʰ	u	33					cou3	cou3	cou3	cou3	cou3					
清	開	一	模	去	精	遇	厝	0	2	0		tsʰ	u	33					cou3	cou3	cou3	cou3	cou3					
清	開	一	唐	入	精	宕	錯	1	0	0		tsʰ	ɔ	33						co3	co3	co3	cok3	co3				
清	開	一	唐	入	精	宕	錯	1	0	0									cok1	cok3		cok3	cok3	co3				
清	開	一	模	去	精	遇	錯	1	0	0										cou3			cou3					
心	開	一	模	去	精	遇	訴	0	0	0		s	u	33					su3	su3	sou3	sou3	sou3					
心	開	一	模	去	精	遇	塑	1	0	0		s	ɔk	3				塑料	-	sou3	sou3	sou3	sou3					
							塑	1				s	u	33				塑造										
心	開	一	模	去	精	遇	素	0	0	0		s	u	33					su3	su3	sou3	sou3	sou3					
見	開	一	模	去	見	遇	固	0	0	0		k	u	33					gu3	gu3	gwu3	gu3	gu3					
見	開	一	模	去	見	遇	鯝	0	2	0									-	-	-	gu3	gu3					
見	開	一	模	去	見	遇	故	0	0	0		k	u	33					gu3	gu3	gwu3	gu3	gu3					
見	開	一	模	去	見	遇	顧	0	0	0		k	u	33					gu3	gu3	gwu3	gu3	gu3					
見	開	一	模	去	見	遇	錮	0	2	0									gu3	gu3	gwu3	gu3	gu3					
溪	開	一	模	去	見	遇	庫	0	0	0		kʰ	u	33					fu3	fu3	fu3	fu3	fu3					
							庫					h	u	213				地名，庫充										
疑	開	一	模	去	見	遇	悟	0	0	0			ŋ̍	33					ng6	ng6	ng6	ng6	ng6					
疑	開	一	模	去	見	遇	寤	0	3	0			ŋ̍	33					ng6	ng6	ng6	ng6	ng6					
疑	開	一	模	去	見	遇	誤	0	0	0			ŋ̍	33					ng6	ng6	ng6	ng6	ng6					
疑	開	一	模	去	見	遇	晤	0	1	0			ŋ̍	33					ng6	ng6	ng6	ng6	ng6					
匣	開	一	模	去	影	遇	互	0	0	0		h	u	33					wu6	wu6	wu6	wu6	wu6					
匣	開	一	模	去	影	遇	護	0	0	0		h	u	33					wu6	wu6	wu6	wu6	wu6					
幫	開	一	模	去	幫	遇	布	0	0	0		p	u	33					bu3	bou3	bou3	bou3	bou3					
幫	開	一	模	去	幫	遇	佈	0	0	0		p	u	33					bu3	bou3	bou3	bou3	bou3					
並	開	一	模	去	幫	遇	步	0	0	0		p	u	33					bu6	bou6	bou6	bou6	bou6					
並	開	一	模	去	幫	遇	捕	0	0	0		p	u	33					bu6	bou6	bou6	bou6	bou6					
並	開	一	模	去	幫	遇	哺	0	1	0		p	u	33					bu1	bou1	bou6	bou1	bou6					
明	開	一	模	去	幫	遇	慕	0	0	0		m	u	33					mu6	mou6	mou6	mou6	mou6					
明	開	一	模	去	幫	遇	墓	0	0	0		m	u	33					mu6	mou6	mou6	mou6	mou6					
明	開	一	模	去	幫	遇	暮	0	0	0		m	u	33					mu6	mou6	mou6	mou6	mou6					
明	開	一	模	去	幫	遇	募	0	1	0		m	u	33					mu6	mou6	mou6	mou6	mou6					
滂	開	一	模	去	幫	遇	怖	0	0	0		p	u	33					bu3	bou3	bou3	bou3	bou3					
來	合	三	虞	平	來	遇	摟	0	0	0		l	ɐu	51					lau4	lau4	lau4	lau1	lau4					
來	合	三	虞	平	來	遇	鏤	0	2	0		l	ɐu	33					-	-	-	lau6	lau6					
清	合	三	虞	平	精	遇	趨	0	0	0		tsʰ	y	55					cyu1	cyu1	ceoi1	cuk1	ceoi1					
心	合	三	虞	平	精	遇	鬚	0	0	0		s	u	55					syu1	sou1	-	sou1	sou1					
心	合	三	虞	平	精	遇	需	0	0	0		s	y	55					syu1	syu1	seoi1	seoi1	seoi1					
心	合	三	虞	平	精	遇	須	0	0	0		s	y	55					syu1	syu1	seoi1	seoi1	seoi1					
心	合	三	虞	平	精	遇	娶	1	1	0		tsʰ	u	213				白	cyu3	cyu3	ceoi3	ceoi2	ceoi3	ceoi2				
							娶	1				tsʰ	y	213				文										
知	合	三	虞	平	知	遇	株	0	0	0		ts	y	55					zhyu1	zhyu1	zyu1	zyu1	zyu1					
知	合	三	虞	平	知	遇	列	0	0	0		l	it	3					lit6	lit6	lit6	lit6	lit6					
知	合	三	虞	平	知	遇	蛛	0	0	0		ts	y	55					zhyu1	zhyu1	zyu1	zyu1	zyu1					
澄	合	三	虞	平	知	遇	廚	0	0	0		tsʰ	y	51					chyu4	chyu4	ceoi4	ceoi4	cyu4					
崇	合	三	虞	平	莊	遇	雛	0	1	0		tsʰ	ɔ	55					cho4	cho4	co1	co1	co4	co1				
章	合	三	虞	平	章	遇	朱	0	0	0		ts	y	55					zhyu1	zhyu1	zyu1	zyu1	zyu1					
章	合	三	虞	平	章	遇	珠	0	0	0		ts	y	55					zhyu1	zhyu1	zyu1	zyu1	zyu1					
章	合	三	虞	平	章	遇	侏	0	2	0		ts	y	55					zhyu1	zhyu1	zyu1	zyu1	zyu1					
昌	合	三	虞	平	章	遇	樞	0	1	0		s	y	55					-	chyu4	-	keoi1	syu1					
常	合	三	虞	平	章	遇	殊	0	0	0		s	y	51					shyu4	shyu4	syu4	syu4	syu4					
常	合	三	虞	平	章	遇	茱	0	3	0		ts	y	55					zhyu1	zhyu1	zyu1	zyu1	zyu1					
書	合	三	虞	平	章	遇	輸	0	0	0		s	y	55					shyu1	shyu1	syu1	syu1	syu1					
日	合	三	虞	平	日	遇	嚅	0	2	0									syu1	syu1	seoi1	jyu4	jyu4					
日	合	三	虞	平	日	遇	儒	0	1	0			y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
日	合	三	虞	平	日	遇	懦	0	1	0		n	ɔ	33					no6	no6	no6	no6	no6					
見	合	三	虞	平	見	遇	俱	0	0	0		kʰ	y	55					gyu1	gyu1	keoi1	geoi6	geoi1	keoi1				
見	合	三	虞	平	見	遇	拘	0	0	0		kʰ	y	55					kyu1	kyu1	keoi1	keoi1	keoi1					
溪	合	三	虞	平	見	遇	嶇	0	1	0		kʰ	y	55					-	kyu1	-	keoi1	keoi1					
溪	合	三	虞	平	見	遇	軀	0	1	0		kʰ	y	55					kyu1	kyu1	keoi1	keoi1	keoi1					
溪	合	三	虞	平	見	遇	驅	0	0	0		kʰ	y	55					kyu1	kyu1	keoi1	keoi1	keoi1					
溪	合	三	虞	平	見	遇	摳	0	1	0		kʰ	ɐu	55					kau1	kau1	au1	kau1	kau1					
溪	合	三	虞	平	見	遇	區	1	0	0		kʰ	y	55				區別	kyu1	kyu1	au1	ngau1	keoi1					
影	開	一	侯	平	影	流	區	1	0	0			ɐu	55				姓區		au1			au1					
疑	合	三	虞	平	見	遇	隅	0	1	0		ŋ	y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
疑	合	三	虞	平	見	遇	虞	0	2	0		ŋ	y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
疑	合	三	虞	平	見	遇	愚	0	0	0		ŋ	y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
疑	合	三	虞	平	見	遇	娛	0	0	0		ŋ	y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
曉	合	三	虞	平	影	遇	吁	0	1	0		h	y	55					hyu1	hyu1	heoi1	heoi1	hyeoi1					
云	合	三	虞	平	影	遇	于	0	0	0			y	55					jyu4	jyu1	jyu1	jyu1	jyu1					
云	合	三	虞	平	影	遇	汙	0	0	0			u	55					wu1	wu1	wu1	wu1	wu1					
云	合	三	虞	平	影	遇	迂	0	1	0		h	y	55					hyu1	hyu1	heoi1	heoi1	hyu1					
云	合	三	虞	平	影	遇	芋	0	1	0			u	33					jyu6	wu6	wu6	wu6	ju6					
云	合	三	虞	平	影	遇	盂	0	2	0			y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
以	合	三	虞	平	以	遇	萸	0	3	0			y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
以	合	三	虞	平	以	遇	逾	0	1	0			y	51					jyu6	jyu6	jyu4	jyu4	jyu6					
以	合	三	虞	平	以	遇	瑜	0	2	0			y	51					jyu6	jyu6	jyu4	jyu4	jyu4					
以	合	三	虞	平	以	遇	榆	0	0	0			y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
以	合	三	虞	平	以	遇	諛	0	2	0			y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
以	合	三	虞	平	以	遇	舀	0	1	0			iu	213					-	jiu5	jiu2	jiu5	jiu5					
以	合	三	虞	平	以	遇	渝	0	2	0			y	51					jyu4	jyu4	jyu4	jyu4	jyu4					
以	合	三	虞	平	以	遇	愉	0	0	0			y	51					jyu4	jyu4	jyu4	tau1	jyu4					
幫	合	三	虞	平	幫	遇	膚	0	0	0		h	u	55					fu1	fu1	fu1	fu1	fu1					
幫	合	三	虞	平	幫	遇	夫	1	0	0		h	u	55				農夫	fu1	fu1	fu1	fu1	fu1					
並	合	三	虞	平	幫	遇	夫	1	0	0		h	u	51				古代指示詞、代詞、助詞		fu4			fu4					
並	合	三	虞	平	幫	遇	符	0	0	0		h	u	51					fu4	fu4	fu4	fu4	fu4					
並	合	三	虞	平	幫	遇	芙	0	1	0		h	u	51					-	fu4	fu4	fu4	fu4					
並	合	三	虞	平	幫	遇	苻	0	2	0		h	u	51					fu4	fu4	fu4	fu4	fu4					
並	合	三	虞	平	幫	遇	扶	0	0	0		pʰ	u	51				白	fu4	fu4	fu4	fu4	fu4					
							扶					h	u	51				文										
明	合	三	虞	平	幫	遇	蕪	0	1	0		m	u	51					mu4	mou4	mou4	mou4	mou4					
明	合	三	虞	平	幫	遇	無	0	0	0		m	u	51					mu4	mou4	mou4	mou4	mou4					
明	合	三	虞	平	幫	遇	巫	0	1	0		m	u	51					mu4	mou1	mou4	mou4	mou4					
明	合	三	虞	平	幫	遇	誣	0	1	0		m	u	51					mu4	mou4	mou4	mou4	mou4					
明	合	三	虞	平	幫	遇	毋	0	2	0		m	u	51					mu4	mou4	mou4	mou4	mou4					
滂	合	三	虞	平	幫	遇	鋪	1	0	0		pʰ	u	55				鋪張	pu1	pou1	pou1	pou1	pou1					
滂	開	一	模	去	幫	遇	鋪	1	0	0		pʰ	u	33				店鋪					pou3					
滂	合	三	虞	平	幫	遇	孵	0	1	0		h	u	55					-	-	bou6	fu1	fu1					
滂	合	三	虞	平	幫	遇	敷	0	1	0		h	u	55					fu1	fu1	fu1	fu1	fu1					
滂	合	三	虞	平	幫	遇	俘	0	0	0		h	u	55					fu1	fu1	fu1	fu1	fu1					
群	合	三	虞	平	見	遇	瞿	1	2	0		kʰ	y	51					kyu4	kyu4	keoi4	keoi4	keoi4					
見	合	三	虞	去	見	遇	瞿	1	2	0													geoi3					
群	合	三	虞	平	見	遇	句	0	0	0		k	y	33					gyu3	gyu3	ngau1	ngau1	geoi3					
來	合	三	虞	上	來	遇	縷	0	1	0		l	y	213					lyu6	lyu6	leoi5	leoi5	leoi6	leoi5				
清	合	三	虞	上	精	遇	取	0	0	0		tsʰ	y	213					cyu2	cyu2	ceoi2	ceoi2	ceoi2					
從	合	三	虞	上	精	遇	聚	0	0	0		ts	y	33					zyu6	zyu6	zeoi6	zeoi6	zeoi6					
知	合	三	虞	上	知	遇	拄	0	1	0		ts	y	213					-	-	-	zyu2	zyu2					
澄	合	三	虞	上	知	遇	柱	0	0	0		tsʰ	y	213					chyu5	chyu5	-	cyu5	cyu5					
生	合	三	虞	上	莊	遇	數	1	0	0		s	u	213				數一下		shou2			sou2					
生	合	三	虞	去	莊	遇	數	1	0	0		s	u	33				數字		shou3			sou3					
生	開	二	江	入	莊	江	數	1	0	0									shok1	shok3	sok3	sok3	sok3					
章	合	三	虞	上	章	遇	主	0	0	0		ts	y	213					zhyu2	zhyu2	zyu2	zyu2	zyu2					
常	合	三	虞	上	章	遇	樹	0	0	0		s	y	33					shyu6	shyu6	syu6	syu6	syu6					
常	合	三	虞	上	章	遇	豎	0	0	0		s	y	33					shyu6	shyu6	syu6	syu6	syu6					
日	合	三	虞	上	日	遇	乳	0	0	0		j	ɵy	213					njyu5	jyu5	-	jyu5	jyu5					
見	合	三	虞	上	見	遇	矩	0	0	0		k	y	213					gyu2	gyu2	geoi2	geoi2	geoi2					
曉	合	三	虞	上	影	遇	煦	0	2	0		h	y	213					jyu3	jyu3	oi2	jyu2	jyu3	heoi2				
影	合	三	虞	上	影	遇	噢	0	2	0									-	-	-	juk1	jyu2					
云	合	三	虞	上	影	遇	栩	0	2	0		h	y	213					hyu2	hyu2	heoi2	heoi2	heoi2					
云	合	三	虞	上	影	遇	雨	1	0	0			y	213					jyu5	jyu5		jyu5	jyu5					
云	合	三	虞	去	影	遇	雨	1	0	0										jyu3	jyu3		jyu6					
云	合	三	虞	上	影	遇	羽	0	0	0			y	213					jyu5	jyu5	jyu5	jyu5	jyu5					
云	合	三	虞	上	影	遇	宇	0	0	0			y	213					jyu5	jyu5	jyu5	jyu5	jyu5					
云	合	三	虞	上	影	遇	禹	0	2	0			y	213					jyu5	jyu5	jyu5	jyu5	jyu5					
以	合	三	虞	上	以	遇	愈	0	0	0			y	33					jyu6	jyu6	jyu6	jyut6	jyu6					
幫	合	三	虞	上	幫	遇	斧	0	0	0		p	u	213					fu2	fu2	fu2	fu2	fu2					
							斧					pʰ	u	213														
幫	合	三	虞	上	幫	遇	脯	1	1	0		pʰ	u	213					-	fu2	fu2		fu2	pou2				
幫	合	三	虞	上	幫	遇	脯	1	1	0										bou2		pou2	pou2					
幫	合	三	虞	上	幫	遇	俯	0	0	0		h	u	213					fu2	fu2	fu2	fu2	fu2					
幫	合	三	虞	上	幫	遇	父	0	0	0		h	u	33					fu6	fu6	fu2	fu2	fu6					
幫	合	三	虞	上	幫	遇	府	0	0	0		h	u	213					fu2	fu2	fu2	fu2	fu2					
幫	合	三	虞	上	幫	遇	甫	1	1	0		pʰ	u	213					fu2	fu2	fu2		fu2	pou2				
幫	合	三	虞	上	幫	遇	甫	1	1	0												pou2	pou2					
