單字	聲紐	攝	韻部	呼	等	聲調	組	(斗山墟) 聲母	(斗山墟) 韻母	(斗山墟) 聲調號	(斗山墟) 聲調名	IPA	備註						
菖	昌	宕	陽	開	三	平	章	c	ieng	1(3)		tsʰiɛŋ³³							
償	常	宕	陽	開	三	平	章	s	ieng	4		siɛŋ²²							
嘗	常	宕	陽	開	三	平	章	s	ieng	4		siɛŋ²²							
場	澄	宕	陽	開	三	平	知	c	ieng	4		tsʰiɛŋ²²							
嫦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	ieng	4		siɛŋ²²							
常	常	宕	陽	開	三	平	章	s	ieng	4		siɛŋ²²							
腸	澄	宕	陽	開	三	平	知	c	ieng	4		tsʰiɛŋ²²							
長	澄	宕	陽	開	三	平	知	c	ieng	4		tsʰiɛŋ²²							
長	知	宕	陽	開	三	上	知	z	ieng	2		tsiɛŋ⁵⁵							
廠	昌	宕	陽	開	三	上	章	c	ong	2		tsʰɔŋ⁵⁵							
敞	昌	宕	陽	開	三	上	章												
倡	昌	宕	陽	開	三	平	章	c	ieng	1(3)		tsʰiɛŋ³³							
倡	昌	宕	陽	開	三	去	章	c	ieng	1(3)		tsʰiɛŋ³³							
唱	昌	宕	陽	開	三	去	章	c	ieng	1(3)		tsʰiɛŋ³³							
悵	徹	宕	陽	開	三	去	知	c	ieng	1(3)		tsʰiɛŋ³³							
暢	徹	宕	陽	開	三	去	知	c	ieng	2		tsʰiɛŋ⁵⁵							
抄	初	效	肴	開	二	平	莊	c	aau	1(3)		tsʰau³³							
超	徹	效	宵B	開	三	平	知	c	iu	1(3)		tsʰiu³³							
鈔	初	效	肴	開	二	平	莊	c	aau	1(3)		tsʰau³³							
嘲	知	效	肴	開	二	平	知	c	iu	5(6)	低變調	tsʰiu¹¹							
巢	崇	效	肴	開	二	平	莊	c	aau	4		tsʰau²²							
晁	澄	效	宵B	開	三	平	知	c	iu	4		tsʰiu²²							
潮	澄	效	宵B	開	三	平	知	c	iu	4		tsʰiu²²							
吵	明	效	宵A	開	三	上	幫	c	aau	2		tsʰau⁵⁵							
炒	初	效	肴	開	二	上	莊	c	aau	2		tsʰau⁵⁵							
車	昌	假	麻	開	三	平	章	c	ie	1(3)		tsʰiɛ³³	汽車						
車	見	遇	魚	開	三	平	見	g	ui	1(3)		kui³³	車馬炮						
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	c	ie	2		tsʰiɛ⁵⁵							
坼	徹	梗	庚	開	二	入	知												
徹	澄	山	仙B	開	三	入	知	c	et	7		tsʰɛt⁵							
掣	昌	蟹	祭A	開	三	去	章	z	aai	1(3)		tsai³³							
撤	澄	山	仙B	開	三	入	知	c	et	7		tsʰɛt⁵							
澈	澄	山	仙B	開	三	入	知	c	et	7		tsʰɛt⁵							
轍	澄	山	仙B	開	三	入	知	c	et	7		tsʰɛt⁵							
瞋	昌	臻	真A	開	三	平	章												
塵	澄	臻	真B	開	三	平	知	c	in	4		tsʰin²²							
宸	常	臻	真A	開	三	平	章	s	in	4		sin²²							
晨	常	臻	真A	開	三	平	章	s	in	4		sin²²							
沉	澄	深	侵B	開	三	平	知	c	im	4		tsʰim²²							
臣	常	臻	真A	開	三	平	章	s	in	4		sin²²							
辰	常	臻	真A	開	三	平	章	s	in	4		sin²²							
陳	澄	臻	真B	開	三	平	知	c	in	4		tsʰin²²							
襯	初	臻	真B	開	三	去	莊	c	in	1(3)		tsʰin³³							
趁	澄	臻	真B	開	三	平	知	c	in	1(3)		tsʰin³³							
撐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	c	aang	1(3)		tsʰaŋ³³							
瞠	徹	梗	庚	開	二	平	知	c	aang	1(3)		tsʰaŋ³³							
稱	昌	曾	蒸	開	三	平	章	c	ing	1(3)		tsʰɪŋ³³							
稱	昌	曾	蒸	開	三	去	章	c	ing	1(3)		tsʰɪŋ³³							
丞	常	曾	蒸	開	三	平	章	s	ing	4		sɪŋ²²							
乘	船	曾	蒸	開	三	平	章	s	ing	4		sɪŋ²²	乘車						
乘	船	曾	蒸	開	三	去	章												
呈	澄	梗	清B	開	三	平	知	c	ing	4		tsʰɪŋ²²							
城	常	梗	清A	開	三	平	章	s	ing	4		sɪŋ²²	文讀						
城								s	ieng	4		siɛŋ²²	白讀						
埕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	c	ing	4		tsʰɪŋ²²							
懲	澄	曾	蒸	開	三	平	知	c	ing	4		tsʰɪŋ²²							
成	常	梗	清A	開	三	平	章	s	ing	4		sɪŋ²²	文讀						
成								s	ieng	4		siɛŋ²²	白讀						
承	常	曾	蒸	開	三	平	章	s	ing	4		sɪŋ²²							
橙	澄	梗	耕	開	二	平	知	c	aang	4		tsʰaŋ²²							
澄	澄	梗	庚	開	二	平	知	c	ing	4		tsʰɪŋ²²							
澄									aang	5(6)		(ʔ)aŋ¹¹	澄麵，麵粉水洗去麵筋後為澄麵，用作蒸餃。						
程	澄	梗	清B	開	三	平	知	c	ing	4		tsʰɪŋ²²							
誠	常	梗	清A	開	三	平	章	s	ing	4		sɪŋ²²							
逞	徹	梗	清B	開	三	上	知	c	ing	2		tsʰɪŋ⁵⁵							
騁	徹	梗	清B	開	三	上	知	c	ing	2		tsʰɪŋ⁵⁵							
秤	昌	曾	蒸	開	三	去	章	c	ing	5(6)	低變調	tsʰɪŋ¹¹	低變調，本調缺失						
喫	溪	梗	青	開	四	入	見	h	iek	8		hiɛk³							
燩	溪	梗	青	開	四	入	見												
𢶡	溪	梗	青	開	四	入	見												
𣪠	溪	梗	青	開	四	入	見												
𠿊	溪	梗	青	開	四	入	見												
𥍰	溪	梗	青	開	四	入	見												
𢿣	溪	梗	青	開	四	入	見												
𢞒	溪	梗	青	開	四	入	見												
䍊	溪	梗	青	開	四	入	見												
嗤	昌	止	之	開	三	平	章												
黐	來	止	支	開	三	平	來												
黐	徹	止	支B	開	三	平	知	c	i	1(3)		tsʰi³³	粘也。						
痴	徹	止	之	開	三	平	知	c	i	1(3)		tsʰi³³							
匙	常	止	支A	開	三	平	章	s	i	4		si²²	灰匙讀作fuɔi³³ si¹¹⁵						
弛	書	止	支A	開	三	上	章	c	i	4		tsʰi²²							
持	澄	止	之	開	三	平	知	c	i	4		tsʰi²²							
池	澄	止	支B	開	三	平	知	c	i	4		tsʰi²²							
遲	澄	止	脂B	開	三	平	知	c	i	4		tsʰi²²							
馳	澄	止	支B	開	三	平	知	c	i	4		tsʰi²²							
侈	昌	止	支A	開	三	上	章	c	i	1(3)		tsʰi³³							
尺	昌	梗	清A	開	三	入	章	c	iek	8		tsʰiɛk³	一尺						
尺								c	iek	9	低變調	tsʰiɛk¹	低變調。捲尺、尺寸						
恥	徹	止	之	開	三	上	知	c	i	2		tsʰi⁵⁵							
齒	昌	止	之	開	三	上	章	c	i	2		tsʰi⁵⁵							
敕	徹	曾	蒸	開	三	入	知	c	ik	7		tsʰɪk⁵							
斥	昌	梗	清·	開	三	入	章	c	ik	7		tsʰɪk⁵							
斥	昌	假	麻	開	三	去	章												
熾	昌	止	之	開	三	去	章	c	i	1(3)		tsʰi³³							
翅	書	止	支A	開	三	去	章	c	i	1(3)		tsʰi³³							
赤	昌	梗	清A	開	三	入	章	c	ik	7		tsʰɪk⁵	文讀						
赤	昌	梗	清A	開	三	入	章	c	iek	8		tsʰiɛk³	白讀						
充	昌	通	東	開	三	平	章	c	ung	1(3)		tsʰʊŋ³³							
忡	徹	通	東	開	三	平	知	c	ung	1(3)		tsʰʊŋ³³							
憧	昌	通	鍾	開	三	平	章	c	ung	1(3)		tsʰʊŋ³³							
沖	澄	通	東	開	三	平	知	c	ung	1(3)		tsʰʊŋ³³							
衝	昌	通	鍾	開	三	平	章	c	ung	1(3)		tsʰʊŋ³³							
崇	崇	通	東	開	三	平	莊	s	ung	4		sʊŋ²²							
蟲	澄	通	東	開	三	平	知	c	ung	4		tsʰʊŋ²²							
寵	徹	通	鍾	開	三	上	知	c	ung	2		tsʰʊŋ⁵⁵							
銃	昌	通	東	開	三	去	章	c	ung	1(3)		tsʰʊŋ⁵⁵							
抽	徹	流	尤	開	三	平	知	c	aau	1(3)		tsʰau³³							
仇	羣	流	尤	開	三	平	見												
仇								s	iu	4		siu²²	仇人						
惆	徹	流	尤	開	三	平	知	c	iu	4		tsʰiu²²							
愁	崇	流	尤	開	三	平	莊	s	aau	4		sau²²							
疇	澄	流	尤	開	三	平	知	c	iu	4		tsʰiu²²							
稠	澄	流	尤	開	三	平	知	c	iu	4		tsʰiu²²							
籌	澄	流	尤	開	三	平	知	c	iu	4		tsʰiu²²							
綢	透	效	豪	開	一	平	端	c	iu	4		tsʰiu²²							
躊	澄	流	尤	開	三	平	知	c	iu	4		tsʰiu²²							
酬	常	流	尤	開	三	平	章	c	iu	4		tsʰiu²²							
丑	徹	流	尤	開	三	上	知	c	iu	2		tsʰiu⁵⁵							
醜	昌	流	尤	開	三	上	章	c	iu	2		tsʰiu⁵⁵							
臭	昌	流	尤	開	三	去	章	c	iu	1(3)		tsʰiu³³							
出	昌	止	脂A	合	三	去	章	c	ut	7		tsʰut⁵							
初	初	遇	魚	開	三	平	莊	c	uo	1(3)		tsʰuɔ³³							
齣	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	c	ut	7		tsʰut⁵							
廚	澄	遇	虞	合	三	平	知	c	ui	4		tsʰui²²							
櫥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	c	ui	4		tsʰui²²							
蜍	以	遇	魚	開	三	平	以												
蜍	常	遇	魚	開	三	平	章	s	i	4		si²²	蠄蜍						
躇	澄	遇	魚	開	三	平	知	c	ui	4		tsʰui²²							
鋤	崇	遇	魚	開	三	平	莊	c	uo	4		tsʰuɔ²²	單用讀tsʰuɔ¹¹⁵						
除	澄	遇	魚	開	三	平	知	c	ui	4		tsʰui²²							
雛	崇	遇	虞	合	三	平	莊	c	uo	1(3)	陰平（陰去）	tsʰuɔ³³							
儲	澄	遇	魚	開	三	平	知	c	ui	5(6)		tsʰui¹¹							
杵	昌	遇	魚	開	三	上	章	c	ui	5(6)		tsʰui¹¹							
楚	初	遇	魚	開	三	上	莊	c	uo	2		tsʰuɔ⁵⁵							
礎	初	遇	魚	開	三	上	莊	c	uo	2		tsʰuɔ⁵⁵							
畜	徹	流	尤	開	三	去	知												
畜								c	uk	7		tsʰʊk⁵							
矗	初	通	東	開	三	入	莊	c	uk	7		tsʰʊk⁵							
處	昌	遇	魚	開	三	去	章	c	ui	5(6)		tsʰui¹¹	處長						
處	昌	遇	魚	開	三	上	章	c	ui	2		tsʰui⁵⁵	處理						
觸	昌	通	鍾	開	三	入	章	c	uk	7		tsʰʊk⁵							
揣	初	止	支B	合	三	上	莊												
川	昌	山	仙A	合	三	平	章	c	un	1(3)		tsʰun³³							
穿	昌	山	仙A	合	三	平	章	c	un	1(3)		tsʰun³³							
傳	澄	山	仙B	合	三	平	知	c	un	4		tsʰun²²	宣傳						
傳	澄	山	仙B	合	三	去	知	z	uon	5(6)		tsuɔn¹¹	自傳						
船	船	山	仙A	合	三	平	章	s	uon	4		suɔn²²							
喘	昌	山	仙A	合	三	上	章	c	uon	2		tsʰuɔn⁵⁵							
舛	昌	山	仙A	合	三	上	章												
串	見	山	刪	合	二	去	見	c	un	1(3)		tsʰun³³							
瘡	初	宕	陽	開	三	平	莊	c	ong	1(3)		tsʰɔŋ³³	文讀						
瘡								c	ong	5(6)	低變調	tsʰɔŋ¹¹	白讀，低變調。						
窗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t	ong	1(3)		tʰɔŋ³³							
幢	澄	江	江	開	二	平	知												
幢	澄	江	江	開	二	去	知												
床	崇	宕	陽	開	三	平	莊	c	ong	4		tsʰɔŋ²²							
闖	徹	深	侵B	開	三	去	知	c	ong	2		tsʰɔŋ⁵⁵							
創	初	宕	陽	開	三	平	莊	c	ong	2		tsʰɔŋ⁵⁵							
愴	初	宕	陽	開	三	上	莊	c	ong	1(3)		tsʰɔŋ³³							
吹	昌	止	支A	合	三	平	章	c	ui	1(3)		tsʰui³³							
炊	昌	止	支A	合	三	平	章	c	ui	1(3)		tsʰui³³							
垂	常	止	支A	合	三	平	章	s	ui	4		sui²²							
搥	端	蟹	灰	合	一	平	端	c	ui	4		tsʰui²²							
槌	澄	止	脂B	合	三	平	知	c	ui	4		tsʰui²²							
錘	澄	止	支B	合	三	平	知	c	ui	4		tsʰui²²							
鎚	澄	止	脂B	合	三	平	知	c	ui	4		tsʰui²²							
春	昌	臻	真A	合	三	平	章	c	un	1(3)		tsʰun³³							
淳	常	臻	真A	合	三	平	章	s	un	4		sun²²							
純	常	臻	真A	合	三	平	章	s	un	4		sun²²							
脣	船	臻	真A	合	三	平	章	s	un	4		sun²²							
醇	常	臻	真A	合	三	平	章	s	un	4		sun²²							
鶉	常	臻	真A	合	三	平	章	s	un	5(6)	低變調	sun¹¹	鵪鶉(ʔ)am³³ sun¹¹⁵，本調缺失。						
蠢	昌	臻	真A	合	三	上	章	c	un	2		tsʰun⁵⁵							
戳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	c	ok	9		tsʰɔk¹							
綽	昌	宕	陽	開	三	入	章												
疵	從	止	支A	開	三	平	精												
慈	從	止	之	開	三	平	精	lh	i	4		ɬi²²							
瓷	從	止	脂A	開	三	平	精	lh	i	4		ɬi²²							
磁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	lh	i	4		ɬi²²							
糍								t	i	4		tʰi²²							
祠	邪	止	之	開	三	平	精	lh	i	4		ɬi²²							
祠								lh	i	5(6)	低變調	ɬi¹¹	低變調，常用。						
茨	從	止	脂A	開	三	平	精	lh	i	4		ɬi²²							
詞	邪	止	之	開	三	平	精	lh	i	4		ɬi²²							
辭	邪	止	之	開	三	平	精	lh	i	4		ɬi²²							
雌	清	止	支A	開	三	平	精	g	i	1(3)		ki³³							
此	清	止	支A	開	三	上	精	lh	i	2		ɬi⁵⁵							
刺	清	止	支A	開	三	去	精	lh	i	1(3)		ɬi³³							
次	清	止	脂A	開	三	去	精	lh	i	1(3)		ɬi³³							
匆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	t	ung	1(3)		tʰʊŋ³³							
囪	清	通	東	開	一	平	精	h	ung	1(3)		hʊŋ³³	煙囪						
樅	精	通	鍾	開	三	平	精												
聰	清	通	東	開	一	平	精	t	ung	1(3)		tʰʊŋ³³							
蔥	清	通	東	開	一	平	精	t	ung	5(6)	低變調	tʰʊŋ³³	低變調，本調缺失。						
叢	從	通	東	開	一	平	精	t	ung	4		tʰʊŋ²²							
從	從	通	鍾	開	三	平	精	t	ung	4		tʰʊŋ²²							
從	清	通	鍾	開	三	平	精	t	ung	4		tʰʊŋ²²	從容						
淙	從	通	冬	合	一	平	精												
湊	清	流	侯	開	一	去	精	t	aau	1(3)		tʰau³³							
粗	從	遇	模	開	一	上	精	t	u	1(3)		tʰu³³							
促	清	通	鍾	開	三	入	精	t	uk	7		tʰʊk⁵							
簇	清	通	東	開	一	入	精	t	uk	7		tʰʊk⁵							
蹙	精	通	東	開	三	入	精	t	uk	7		tʰʊk⁵							
蹴	清	通	東	開	三	入	精	t	uk	7		tʰʊk⁵							
醋	清	遇	模	開	一	去	精	t	u	1(3)		tʰu³³							
竄	清	山	寒	合	一	去	精												
催	清	蟹	灰	合	一	平	精	t	ui	1(3)		tʰui³³							
崔	清	蟹	灰	合	一	平	精	t	ui	1(3)		tʰui³³							
摧	從	蟹	灰	合	一	平	精	t	ui	1(3)		tʰui³³							
璀	清	蟹	灰	合	一	上	精	t	ui	1(3)		tʰui³³							
悴	從	止	脂A	合	三	去	精												
淬	清	蟹	灰	合	一	去	精												
粹	心	止	脂A	合	三	去	精	lh	ui	1(3)		ɬui³³							
翠	清	止	脂A	合	三	去	精	t	ui	5(6)		tʰui¹¹							
脆	清	蟹	祭A	合	三	去	精	t	ui	1(3)		tʰui³³							
萃	從	止	脂A	合	三	去	精												
村	清	臻	魂	合	一	平	精	t	un	1(3)		tʰun³³	去村讀本調tʰun³³，村長讀低變調tʰun¹¹						
村	清	臻	魂	合	一	平	精	t	un	5(6)	低變調	tʰun¹¹							
存	從	臻	魂	合	一	平	精	t	un	4		tʰun²²							
忖	清	臻	魂	合	一	上	精												
寸	清	臻	魂	合	一	去	精	t	un	1(3)		tʰun³³							
搓	清	果	歌	開	一	平	精	t	uo	1(3)		tʰuɔ³³							
磋	清	果	歌	開	一	平	精	t	uo	1(3)		tʰuɔ³³							
蹉	清	果	歌	開	一	平	精	t	uo	1(3)		tʰuɔ³³							
厝	清	遇	模	開	一	去	精												
挫	精	果	歌	合	一	去	精	t	uo	5(6)		tʰuɔ¹¹							
措	清	遇	模	開	一	去	精	t	u	1(3)		tʰu³³							
錯	清	宕	唐	開	一	入	精												
錯	清	遇	模	開	一	去	精	t	uo	1(3)		tʰuɔ³³							
搭	透	咸	談	開	一	入	端		aap	8		(ʔ)ap³							
答	端	咸	覃	開	一	入	端		aap	7		(ʔ)ap⁵							
達	透	山	寒	開	一	入	端		aat	9		(ʔ)at¹							
打	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		aa	2		(ʔ)a⁵⁵							
大	定	蟹	泰	開	一	去	端		aai	5(6)		(ʔ)ai¹¹							
呆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ng	uoi	4		ŋuɔi²²							
歹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
代	定	蟹	咍	開	一	去	端		uoi	5(6)		(ʔ)uɔi¹¹							
岱	定	蟹	咍	開	一	去	端		uoi	5(6)		(ʔ)uɔi¹¹							
帶	端	蟹	泰	開	一	去	端		aai	1(3)		(ʔ)ai³³							
待	定	蟹	咍	開	一	上	端		uoi	5(6)		(ʔ)uɔi¹¹							
戴	端	蟹	咍	開	一	去	端		aai	1(3)		(ʔ)ai³³							
袋	定	蟹	咍	開	一	去	端		uoi	5(6)		(ʔ)uɔi¹¹							
貸	透	蟹	咍	開	一	去	端	h	aai	1(3)		hai³³							
逮	定	蟹	齊	開	四	去	端		aai	5(6)		(ʔ)ai¹¹							
黛	定	蟹	咍	開	一	去	端		uoi	5(6)		(ʔ)uɔi¹¹							
丹	端	山	寒	開	一	平	端		aan	1(3)		(ʔ)an³³							
單	常	山	仙A	開	三	平	章						單于						
單	常	山	仙A	開	三	去	章						姓單						
單	端	山	寒	開	一	平	端		aan	1(3)		(ʔ)an³³	單純						
擔	端	咸	談	開	一	平	端		aam	1(3)		(ʔ)am³³	擔水						
擔	端	咸	談	開	一	去	端		aam	1(3)		(ʔ)am³³	重擔						
殫	端	山	寒	開	一	平	端		aan	1(3)		(ʔ)an³³							
眈	定	咸	覃	開	一	平	端		aam	1(3)		(ʔ)am³³							
耽	端	咸	覃	開	一	平	端		aam	1(3)		(ʔ)am³³							
撢	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
膽	端	咸	談	開	一	上	端		aam	2		(ʔ)am⁵⁵							
但	定	山	寒	開	一	平	端		aan	5(6)		(ʔ)an¹¹							
彈	定	山	寒	開	一	平	端	h	aan	2		han²²	彈劾						
彈	定	山	寒	開	一	去	端		aan	5(6)		(ʔ)an¹¹	彈丸						
彈	定	山	寒	開	一	去	端	d	aan	5(6)		tan¹¹	白讀，彈弓						
憚	定	山	寒	開	一	去	端		aan	5(6)		(ʔ)an¹¹							
旦	端	山	寒	開	一	去	端		aan	1(3)		(ʔ)an³³							
淡	定	咸	談	開	一	上	端		aam	5(6)		(ʔ)am¹¹	文讀						
淡	定	咸	談	開	一	上	端	h	aam	1(3)		ham³³	白讀，無鹽為淡						
澹	定	咸	談	開	一	平	端												
蛋	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		aan	5(6)		(ʔ)an¹¹							
誕	定	山	寒	開	一	上	端		aan	1(3)		(ʔ)an³³							
當	端	宕	唐	開	一	平	端		ong	1(3)		(ʔ)ɔŋ³³	當然						
當	端	宕	唐	開	一	去	端		ong	1(3)		(ʔ)ɔŋ³³	適當						
鐺	初	梗	庚	開	二	平	莊	c	aang	1(3)		tsʰaŋ³³	瓦鐺						
鐺	端	宕	唐	開	一	平	端												
擋	端	宕	唐	開	一	去	端		ong	1(3)		(ʔ)ɔŋ³³							
檔	端	宕	唐	開	一	平	端	d	ong	1(3)		tɔŋ³³	拍檔，檔案						
黨	端	宕	唐	開	一	上	端		ong	2		(ʔ)ɔŋ⁵⁵							
宕	定	宕	唐	開	一	去	端		ong	5(6)		(ʔ)ɔŋ¹¹							
盪	透	宕	唐	開	一	平	端		ong	5(6)		(ʔ)ɔŋ¹¹							
蕩	定	宕	唐	開	一	上	端		ong	5(6)		(ʔ)ɔŋ¹¹							
刀	端	效	豪	開	一	平	端		ou	1(3)		(ʔ)ɔu³³	朴刀讀pɔk¹ (ʔ)ɔu¹¹						
倒	端	效	豪	開	一	去	端		ou	1(3)		(ʔ)ɔu³³	倒轉、顛倒						
倒	端	效	豪	開	一	上	端		ou	2		(ʔ)ɔu⁵⁵	倒水、倒垃圾						
導	定	效	豪	開	一	去	端		ou	5(6)		(ʔ)ɔu¹¹							
島	端	效	豪	開	一	上	端		uo	2		(ʔ)uɔ⁵⁵							
搗	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		ou	2		(ʔ)ɔu⁵⁵							
擣	端	效	豪	開	一	上	端		ou	2		(ʔ)ɔu⁵⁵	同“搗”。						
蹈	定	效	豪	開	一	去	端		ou	5(6)		(ʔ)ɔu¹¹							
到	端	效	豪	開	一	去	端		ou	1(3)		(ʔ)ɔu³³							
悼	定	效	豪	開	一	去	端		ou	5(6)		(ʔ)ɔu¹¹							
盜	定	效	豪	開	一	去	端		ou	5(6)		(ʔ)ɔu¹¹							
稻	定	效	豪	開	一	上	端		ou	5(6)		(ʔ)ɔu¹¹							
道	定	效	豪	開	一	上	端		ou	5(6)		(ʔ)ɔu¹¹							
的	端	梗	青	開	四	入	端		ik	7		(ʔ)ɪk⁵							
的	端	梗	青	開	四	入	端	d	ik	7		tɪk⁵	的士，音譯詞						
得	端	曾	登	開	一	入	端		aak	7		(ʔ)ak⁵							
得	端	曾	登	開	一	入	端	d	aak	8	下陰入	tak³	唔得，不能也						
德	端	曾	登	開	一	入	端		aak	7		(ʔ)ak⁵							
燈	端	曾	登	開	一	平	端		aang	1(3)		(ʔ)aŋ³³							
登	端	曾	登	開	一	平	端		aang	1(3)		(ʔ)aŋ³³							
等	端	蟹	咍	開	一	上	端		aang	2		(ʔ)aŋ⁵⁵							
凳	端	曾	登	開	一	去	端		aang	5(6)		(ʔ)aŋ¹¹							
瞪	澄	梗	耕	開	二	平	知												
蹬	定	曾	登	開	一	去	端												
鄧	定	曾	登	開	一	去	端		aang	5(6)		(ʔ)aŋ¹¹							
低	端	蟹	齊	開	四	平	端		aai	1(3)		(ʔ)ai³³							
堤	常	止	支A	開	三	平	章	h	aai	4		hai²²							
滴	端	梗	青	開	四	入	端		ik	8		(ʔ)ɪk³	文讀						
滴	端	梗	青	開	四	入	端		iek	8		(ʔ)iɛk³	白讀						
敵	定	梗	青	開	四	入	端		ik	9		(ʔ)ɪk¹							
滌	定	梗	青	開	四	入	端		ik	9		(ʔ)ɪk¹							
狄	定	梗	青	開	四	入	端		ik	9		(ʔ)ɪk¹							
笛	定	梗	青	開	四	入	端		iek	9		(ʔ)iɛk¹							
荻	定	梗	青	開	四	入	端		ik	9		(ʔ)ɪk¹							
迪	定	梗	青	開	四	入	端		ik	9		(ʔ)ɪk¹							
底	端	蟹	齊	開	四	上	端		aai	2		(ʔ)ai⁵⁵							
抵	端	蟹	齊	開	四	上	端		aai	2		(ʔ)ai⁵⁵							
柢	端	蟹	齊	開	四	平	端												
牴	端	蟹	齊	開	四	上	端		aai	2		(ʔ)ai⁵⁵							
邸	端	蟹	齊	開	四	上	端		aai	2		(ʔ)ai⁵⁵							
地	定	止	脂A	開	三	去	端		i	5(6)		(ʔ)i¹¹							
帝	端	蟹	齊	開	四	去	端		aai	1(3)		(ʔ)ai³³							
蒂	端	蟹	齊	開	四	去	端		i	5(6)	低變調	(ʔ)i¹¹	低變調，本調缺失						
弟	定	蟹	齊	開	四	上	端		aai	5(6)		(ʔ)ai¹¹	文讀						
弟	定	蟹	齊	開	四	上	端	d	aai	5(6)		tai¹¹	白讀，單字讀升變調tai¹¹⁵						
第	定	蟹	齊	開	四	去	端		aai	5(6)		(ʔ)ai¹¹							
締	定	蟹	齊	開	四	平	端		aai	1(3)		(ʔ)ai³³							
諦	端	蟹	齊	開	四	去	端		aai	1(3)		(ʔ)ai³³							
遞	定	蟹	齊	開	四	上	端		aai	5(6)		(ʔ)ai¹¹							
巔	端	山	先	開	四	平	端		en	1(3)		(ʔ)ɛn³³							
癲	端	山	先	開	四	平	端		en	1(3)		(ʔ)ɛn³³							
顛	端	山	先	開	四	平	端		en	1(3)		(ʔ)ɛn³³							
典	端	山	先	開	四	上	端		en	2		(ʔ)ɛn⁵⁵							
碘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		en	2		(ʔ)ɛn⁵⁵							
踮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		em	1(3)		(ʔ)ɛm³³							
點	端	咸	添	開	四	上	端		em	2		(ʔ)ɛm⁵⁵							
佃	定	山	先	開	四	平	端												
佃	定	山	先	開	四	去	端												
墊	端	咸	添	開	四	去	端	d	en	1(3)		tɛn³³							
奠	定	山	先	開	四	去	端		en	5(6)		(ʔ)ɛn¹¹							
店	端	咸	添	開	四	去	端		em	1(3)		(ʔ)ɛm³³							
惦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		em	1(3)		(ʔ)ɛm³³							
殿	定	山	先	開	四	去	端		en	5(6)		(ʔ)ɛn¹¹							
澱	定	山	先	開	四	去	端		en	5(6)		(ʔ)ɛn¹¹							
玷	端	咸	添	開	四	上	端		em	1(3)		(ʔ)ɛm³³							
甸	定	山	先	開	四	去	端		en	5(6)		(ʔ)ɛn¹¹							
電	定	山	先	開	四	去	端		en	5(6)		(ʔ)ɛn¹¹							
靛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		en	5(6)		(ʔ)ɛn¹¹							
凋	端	效	蕭	開	四	平	端		iu	1(3)		(ʔ)iu³³							
刁	端	效	蕭	開	四	平	端		iu	1(3)		(ʔ)iu³³							
叼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		iu	1(3)		(ʔ)iu³³							
貂	端	效	蕭	開	四	平	端		iu	1(3)		(ʔ)iu³³							
雕	端	效	蕭	開	四	平	端		iu	1(3)		(ʔ)iu³³							
鵰	端	效	蕭	開	四	平	端		iu	1(3)		(ʔ)iu³³							
吊	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		iu	1(3)		(ʔ)iu³³							
弔	端	效	蕭	開	四	去	端		iu	1(3)		(ʔ)iu³³							
掉	定	效	蕭	開	四	上	端		iu	5(6)		(ʔ)iu¹¹							
調	定	效	蕭	開	四	平	端	h	iu	4		hiu²²	調味、調查						
調	定	效	蕭	開	四	去	端		iu	5(6)		(ʔ)iu¹¹	調動、調轉						
釣	端	效	蕭	開	四	去	端		iu	1(3)		(ʔ)iu³³							
跌	定	山	先	開	四	入	端		et	8		(ʔ)ɛt³							
喋	定	咸	添	開	四	入	端		ep	9		(ʔ)ɛp¹							
疊	定	咸	添	開	四	入	端		ep	9		(ʔ)ɛp¹							
碟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		ep	9		(ʔ)ɛp¹							
