繁体字	简体字	国际音标	吴语拼音	备注	调类	调值					
疊	叠	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
蝶	蝶	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
碟	碟	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
諜	谍	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
協	协	ɦiaʔ23	yaeq8		8	23		y	aeq	ɦ	iaʔ
俠	侠	ɦiaʔ23	yaeq8		8	23		y	aeq	ɦ	iaʔ
泛	泛	fæ423	fae5		5	423		f	ae	f	æ
帆	帆	væ24	vae2		2	24		v	ae	v	æ
凡	凡	væ24	vae2		2	24		v	ae	v	æ
凣	凣	væ24	vae2		2	24		v	ae	v	æ
犯	犯	væ31	vae4		4	31		v	ae	v	æ
範	范	væ31	vae4		4	31		v	ae	v	æ
法	法	faʔ5	faeq7		7	5		f	aeq	f	aʔ
乏	乏	vaʔ23	vaeq8		8	23		v	aeq	v	aʔ
品	品	pʰiŋ44	phin3		3	44		ph	in	pʰ	iŋ
臨	临	liŋ24	lin2		2	24		l	in	l	iŋ
臨	临	lᴇ̃24	len2	~顿路。	2	24		l	en	l	ᴇ̃
林	林	liŋ24	lin2		2	24		l	in	l	iŋ
淋	淋	liŋ24	lin2		2	24		l	in	l	iŋ
浸	浸	tsiŋ423	tsin5		5	423		ts	in	ts	iŋ
侵	侵	tsʰiŋ53	tshin1		1	53		tsh	in	tsʰ	iŋ
心	心	siŋ53	sin1		1	53		s	in	s	iŋ
尋	寻	ziŋ24	zin2		2	24		z	in	z	iŋ
沉	沉	dzᴇ̃24	dzen2		2	24		dz	en	dz	ᴇ̃
森	森	sᴇ̃53	sen1		1	53		s	en	s	ᴇ̃
蔘	参	sᴇ̃53	sen1	人~。	1	53		s	en	s	ᴇ̃
參	参	tsʰᴇ̃53	tshen1	~差。	1	53		tsh	en	tsʰ	ᴇ̃
針	针	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
斟	斟	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
枕	枕	tsᴇ̃44	tsen3	~头。	3	44		ts	en	ts	ᴇ̃
審	审	sᴇ̃44	sen3		3	44		s	en	s	ᴇ̃
嬸	婶	sᴇ̃44	sen3		3	44		s	en	s	ᴇ̃
沈	沈	sᴇ̃44	sen3		3	44		s	en	s	ᴇ̃
甚	甚	zᴇ̃213	zen6		6	213		z	en	z	ᴇ̃
任	任	ȵiŋ24	gnin2	【白读】姓。~阳（江苏常熟地名）。	2	24		gn	in	ȵ	iŋ
任	任	zᴇ̃24	zen2	【文读】~务。	2	24		z	en	z	ᴇ̃
今	今	tɕiŋ53	cin1		1	53		c	in	tɕ	iŋ
金	金	tɕiŋ53	cin1		1	53		c	in	tɕ	iŋ
禁	禁	tɕiŋ423	cin5	~止。	5	423		c	in	tɕ	iŋ
禁	禁	tɕiŋ53	cin1	~不住。	1	53		c	in	tɕ	iŋ
錦	锦	tɕiŋ44	cin3		3	44		c	in	tɕ	iŋ
欽	钦	tɕʰiŋ53	chin1		1	53		ch	in	tɕʰ	iŋ
琴	琴	dʑiŋ24	jin2		2	24		j	in	dʑ	iŋ
禽	禽	dʑiŋ24	jin2		2	24		j	in	dʑ	iŋ
擒	擒	dʑiŋ24	jin2		2	24		j	in	dʑ	iŋ
吟	吟	ȵiŋ24	gnin2		2	24		gn	in	ȵ	iŋ
音	音	iŋ53	in1		1	53			in		iŋ
陰	阴	iŋ53	in1		1	53			in		iŋ
飲	饮	iŋ44	in3		3	44			in		iŋ
淫	淫	ɦiŋ24	yin2		2	24		y	in	ɦ	iŋ
立	立	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
粒	粒	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
笠	笠	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
集	集	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
輯	辑	tsʰiɪʔ5	tshiq7		7	5		tsh	iq	tsʰ	iɪʔ
習	习	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
襲	袭	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
澀	涩	sᴇʔ5	seq7		7	5		s	eq	s	ᴇʔ
汁	汁	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
執	执	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
濕	湿	sᴇʔ5	seq7		7	5		s	eq	s	ᴇʔ
十	十	zᴇʔ23	zeq8		8	23		z	eq	z	ᴇʔ
拾	拾	zᴇʔ23	zeq8		8	23		z	eq	z	ᴇʔ
拾	拾	ziɪʔ23	ziq8	捡：~起来。	8	23		z	iq	z	iɪʔ
入	入	zᴇʔ23	zeq8	【文读】	8	23		z	eq	z	ᴇʔ
入	入	ȵiɪʔ23	gniq8	【白读】	8	23		gn	iq	ȵ	iɪʔ
急	急	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
級	级	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
給	给	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
泣	泣	tɕʰiɪʔ5	chiq7		7	5		ch	iq	tɕʰ	iɪʔ
及	及	dʑiɪʔ23	jiq8		8	23		j	iq	dʑ	iɪʔ
吸	吸	ɕiɪʔ5	shiq7		7	5		sh	iq	ɕ	iɪʔ
囡	囡	nɤ31	noe4		4	31		n	oe	n	ɤ
囡	囡	nɤ53	noe1	~~（对孩子的昵称）。	1	53		n	oe	n	ɤ
丹	丹	tæ53	tae1		1	53		t	ae	t	æ
單	单	tæ53	tae1		1	53		t	ae	t	æ
單	单	zᴇ24	zei2	~于。	2	24		z	ei	z	ᴇ
單	单	zᴇ31	zei4	姓。	4	31		z	ei	z	ᴇ
旦	旦	tæ423	tae5		5	423		t	ae	t	æ
灘	滩	tʰæ53	thae1		1	53		th	ae	tʰ	æ
攤	摊	tʰæ53	thae1	【文读】	1	53		th	ae	tʰ	æ
攤	摊	tʰɤ53	thoe1	【白读】~鸡蛋；~面糊。	1	53		th	oe	tʰ	ɤ
癱	瘫	tʰæ53	thae1	【文读】	1	53		th	ae	tʰ	æ
癱	瘫	tʰɤ53	thoe1	【白读】~子。	1	53		th	oe	tʰ	ɤ
坦	坦	tʰæ44	thae3		3	44		th	ae	tʰ	æ
炭	炭	tʰæ423	thae5		5	423		th	ae	tʰ	æ
嘆	叹	tʰæ423	thae5		5	423		th	ae	tʰ	æ
彈	弹	dæ213	dae6		6	213		d	ae	d	æ
但	但	dæ213	dae6		6	213		d	ae	d	æ
蛋	蛋	dæ31	dae4		4	31		d	ae	d	æ
難	难	næ24	nae2		2	24		n	ae	n	æ
蘭	兰	læ24	lae2		2	24		l	ae	l	æ
攔	拦	læ24	lae2	【文读】	2	24		l	ae	l	æ
攔	拦	lɤ24	loe2	【白读】	2	24		l	oe	l	ɤ
碳	碳	tʰæ423	thae5		5	423		th	ae	tʰ	æ
欄	栏	læ24	lae2		2	24		l	ae	l	æ
懶	懒	læ31	lae4		4	31		l	ae	l	æ
爛	烂	læ213	lae6		6	213		l	ae	l	æ
贊	赞	tsæ423	tsae5		5	423		ts	ae	ts	æ
灒	灒	tsæ423	tsae5		5	423		ts	ae	ts	æ
餐	餐	tsʰɤ53	tshoe1		1	53		tsh	oe	tsʰ	ɤ
撣	掸	tɤ44	toe3		3	44		t	oe	t	ɤ
殘	残	dzæ24	dzae2		2	24		dz	ae	dz	æ
散	散	sæ423	sae5		5	423		s	ae	s	æ
散	散	sæ44	sae3		3	44		s	ae	s	æ
傘	伞	sæ44	sae3		3	44		s	ae	s	æ
干	干	kɤ53	koe1	~戈；~犯；~涉；~预；~将（剑名，人名）；~巷（上海金山地名）。	1	53		k	oe	k	ɤ
乾	干	kɤ53	koe1	~燥；~旱；~净；豆腐~。	1	53		k	oe	k	ɤ
幹	干	kɤ423	koe5	树~；躯~；~将（能干的或者敢干的人）；才~；实~。	5	423		k	oe	k	ɤ
竿	竿	kɤ53	koe1		1	53		k	oe	k	ɤ
桿	杆	kɤ53	koe1	旗~。	1	53		k	oe	k	ɤ
肝	肝	kɤ53	koe1		1	53		k	oe	k	ɤ
姦	奸	kæ53	kae1	捉~。	1	53		k	ae	k	æ
奸	奸	kæ53	kae1	~细。	1	53		k	ae	k	æ
趕	赶	kɤ44	koe3		3	44		k	oe	k	ɤ
看	看	kʰɤ423	khoe5		5	423		kh	oe	kʰ	ɤ
看	看	kʰɤ53	khoe1		1	53		kh	oe	kʰ	ɤ
刊	刊	kʰɤ53	khoe1		1	53		kh	oe	kʰ	ɤ
岸	岸	ŋᴇ̃213	ngen6		6	213		ng	en	ŋ	ᴇ̃
漢	汉	hɤ423	hoe5		5	423		h	oe	h	ɤ
寒	寒	ɦɤ24	ghoe2		2	24		gh	oe	ɦ	ɤ
韓	韩	ɦɤ24	ghoe2		2	24		gh	oe	ɦ	ɤ
旱	旱	ɦɤ31	ghoe4		4	31		gh	oe	ɦ	ɤ
汗	汗	ɦɤ213	ghoe6		6	213		gh	oe	ɦ	ɤ
安	安	ɤ53	oe1		1	53			oe		ɤ
安	安	hɤ53	hoe1	诸~浜（上海长宁地名）。	1	53		h	oe	h	ɤ
鞍	鞍	ɤ53	oe1		1	53			oe		ɤ
按	按	ɤ423	oe5		5	423			oe		ɤ
案	案	ɤ423	oe5		5	423			oe		ɤ
獺	獭	tʰaʔ5	thaeq7		7	5		th	aeq	tʰ	aʔ
達	达	daʔ23	daeq8		8	23		d	aeq	d	aʔ
辣	辣	laʔ23	laeq8		8	23		l	aeq	l	aʔ
擦	擦	tsʰaʔ5	tshaeq7		7	5		tsh	aeq	tsʰ	aʔ
薩	萨	saʔ5	saeq7		7	5		s	aeq	s	aʔ
撒	撒	saʔ5	saeq7	【文读】	7	5		s	aeq	s	aʔ
撒	撒	soʔ5	soq7	【白读】散，松散，散架。	7	5		s	oq	s	oʔ
割	割	koʔ5	koq7		7	5		k	oq	k	oʔ
葛	葛	koʔ5	koq7		7	5		k	oq	k	oʔ
渴	渴	kʰᴇʔ5	kheq7		7	5		kh	eq	kʰ	ᴇʔ
喝	喝	hᴇʔ5	heq7	吆~；~彩。	7	5		h	eq	h	ᴇʔ
瞌	瞌	kʰᴇʔ5	kheq7		7	5		kh	eq	kʰ	ᴇʔ
扮	扮	pæ423	pae5		5	423		p	ae	p	æ
盼	盼	pʰæ423	phae5		5	423		ph	ae	pʰ	æ
辦	办	bæ213	bae6		6	213		b	ae	b	æ
瓣	瓣	bæ213	bae6		6	213		b	ae	b	æ
盞	盏	tsæ44	tsae3		3	44		ts	ae	ts	æ
鏟	铲	tsʰæ44	tshae3		3	44		tsh	ae	tsʰ	æ
棧	栈	dzæ213	dzae6		6	213		dz	ae	dz	æ
山	山	sæ53	sae1		1	53		s	ae	s	æ
汕	汕	sæ423	sae5		5	423		s	ae	s	æ
讪	讪	sæ423	sae5		5	423		s	ae	s	æ
產	产	su44	su3	【白读】~母。	3	44		s	u	s	u
產	产	tsʰæ44	tshae3	【文读】	3	44		tsh	ae	tsʰ	æ
間	间	kæ53	kae1	【白读】房~。	1	53		k	ae	k	æ
間	间	tɕie53	cie1	【文读】空~。	1	53		c	ie	tɕ	ie
間	间	kæ44	kae3	【白读】间隔。	3	44		k	ae	k	æ
間	间	tɕie44	cie3	【文读】~断。	3	44		c	ie	tɕ	ie
澗	涧	kæ44	kae3	【白读】	3	44		k	ae	k	æ
澗	涧	tɕie44	cie3	【文读】	3	44		c	ie	tɕ	ie
艱	艰	tɕie53	cie1	【文读】	1	53		c	ie	tɕ	ie
簡	简	tɕie44	cie3	【文读】	3	44		c	ie	tɕ	ie
柬	柬	tɕie44	cie3	【文读】	3	44		c	ie	tɕ	ie
揀	拣	kæ44	kae3		3	44		k	ae	k	æ
眼	眼	ŋæ31	ngae4		4	31		ng	ae	ŋ	æ
閒	闲	ɦæ24	ghae2	【白读】~话。	2	24		gh	ae	ɦ	æ
閒	闲	ɦie24	ye2	【文读】休~。	2	24		y	e	ɦ	ie
限	限	ɦæ31	ghae4		4	31		gh	ae	ɦ	æ
八	八	poʔ5	poq7		7	5		p	oq	p	oʔ
拔	拔	baʔ23	baeq8		8	23		b	aeq	b	aʔ
札	札	tsaʔ5	tsaeq7		7	5		ts	aeq	ts	aʔ
察	察	tsʰaʔ5	tshaeq7		7	5		tsh	aeq	tsʰ	aʔ
殺	杀	saʔ5	saeq7		7	5		s	aeq	s	aʔ
斑	斑	pæ53	pae1		1	53		p	ae	p	æ
班	班	pæ53	pae1		1	53		p	ae	p	æ
頒	颁	pæ53	pae1		1	53		p	ae	p	æ
扳	扳	pæ53	pae1		1	53		p	ae	p	æ
板	板	pæ44	pae3		3	44		p	ae	p	æ
版	版	pæ44	pae3		3	44		p	ae	p	æ
蠻	蛮	mæ24	mae2		2	24		m	ae	m	æ
慢	慢	mæ213	mae6		6	213		m	ae	m	æ
刪	删	sæ53	sae1		1	53		s	ae	s	æ
顏	颜	ŋæ24	ngae2		2	24		ng	ae	ŋ	æ
雁	雁	ŋæ213	ngae6	【白读】	6	213		ng	ae	ŋ	æ
雁	雁	ɦie213	ye6	【文读】	6	213		y	e	ɦ	ie
晏	晏	æ423	ae5	【白读】迟，晚。	5	423			ae		æ
晏	晏	ie423	ie5	【文读】~子。	5	423			ie		ie
鍘	铡	zaʔ23	zaeq8		8	23		z	aeq	z	aʔ
瞎	瞎	haʔ5	haeq7		7	5		h	aeq	h	aʔ
鞭	鞭	pie53	pie1		1	53		p	ie	p	ie
編	编	pie53	pie1		1	53		p	ie	p	ie
變	变	pie423	pie5		5	423		p	ie	p	ie
篇	篇	pʰie53	phie1		1	53		ph	ie	pʰ	ie
偏	偏	pʰie53	phie1		1	53		ph	ie	pʰ	ie
騙	骗	pʰie423	phie5		5	423		ph	ie	pʰ	ie
便	便	bie24	bie2	~宜。	2	24		b	ie	b	ie
便	便	bie213	bie6	方~。	6	213		b	ie	b	ie
辨	辨	bie31	bie4		4	31		b	ie	b	ie
辯	辩	bie31	bie4		4	31		b	ie	b	ie
棉	棉	mie24	mie2		2	24		m	ie	m	ie
綿	绵	mie24	mie2		2	24		m	ie	m	ie
免	免	mie31	mie4		4	31		m	ie	m	ie
勉	勉	mie31	mie4		4	31		m	ie	m	ie
娩	娩	mie31	mie4		4	31		m	ie	m	ie
面	面	mie213	mie6		6	213		m	ie	m	ie
連	连	lie24	lie2		2	24		l	ie	l	ie
聯	联	lie24	lie2		2	24		l	ie	l	ie
煎	煎	tsie53	tsie1		1	53		ts	ie	ts	ie
剪	剪	tsie44	tsie3		3	44		ts	ie	ts	ie
箭	箭	tsie423	tsie5		5	423		ts	ie	ts	ie
遷	迁	tsʰie53	tshie1		1	53		tsh	ie	tsʰ	ie
淺	浅	tsʰie44	tshie3		3	44		tsh	ie	tsʰ	ie
錢	钱	zie24	zie2	姓。	2	24		z	ie	z	ie
錢	钱	die24	die2	铜~，洋~（钱）；几~（多少钱）。俗写作“钿”。	2	24		d	ie	d	ie
賤	贱	zie213	zie6		6	213		z	ie	z	ie
仙	仙	sie53	sie1		1	53		s	ie	s	ie
鮮	鲜	sie53	sie1		1	53		s	ie	s	ie
癬	癣	sie44	sie3		3	44		s	ie	s	ie
線	线	sie423	sie5		5	423		s	ie	s	ie
展	展	tsᴇ44	tsei3		3	44		ts	ei	ts	ᴇ
纏	缠	dzᴇ24	dzei2		2	24		dz	ei	dz	ᴇ
戰	战	tsᴇ423	tsei5		5	423		ts	ei	ts	ᴇ
扇	扇	sᴇ423	sei5		5	423		s	ei	s	ᴇ
禪	禅	zᴇ24	zei2		2	24		z	ei	z	ᴇ
禪	禅	zᴇ213	zei6		6	213		z	ei	z	ᴇ
遣	遣	tɕʰie44	chie3		3	44		ch	ie	tɕʰ	ie
譴	谴	tɕʰie423	chie5		5	423		ch	ie	tɕʰ	ie
善	善	zᴇ31	zei4		4	31		z	ei	z	ᴇ
然	然	zᴇ24	zei2		2	24		z	ei	z	ᴇ
燃	燃	zᴇ24	zei2		2	24		z	ei	z	ᴇ
揵	揵	dʑie24	jie2	举起。	2	24		j	ie	dʑ	ie
掮	掮	dʑie24	jie2	以肩扛物。	2	24		j	ie	dʑ	ie
乾	乾	dʑie24	jie2	~坤；~隆（清朝年号）；~元山（浙江德清地名）。	2	24		j	ie	dʑ	ie
件	件	dʑie31	jie4		4	31		j	ie	dʑ	ie
諺	谚	ȵie213	gnie6		6	213		gn	ie	ȵ	ie
延	延	ɦie24	ye2		2	24		y	e	ɦ	ie
筵	筵	ɦie24	ye2		2	24		y	e	ɦ	ie
演	演	ɦie31	ye4		4	31		y	e	ɦ	ie
鱉	鳖	piɪʔ5	piq7		7	5		p	iq	p	iɪʔ
別	别	bᴇʔ23	beq8		8	23		b	eq	b	ᴇʔ
別	别	biɪʔ23	biq8		8	23		b	iq	b	iɪʔ
滅	灭	miɪʔ23	miq8		8	23		m	iq	m	iɪʔ
列	列	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
烈	烈	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
裂	裂	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
洩	泄	siɪʔ5	siq7		7	5		s	iq	s	iɪʔ
薛	薛	siɪʔ5	siq7		7	5		s	iq	s	iɪʔ
哲	哲	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
撤	撤	tsʰᴇʔ5	tsheq7		7	5		tsh	eq	tsʰ	ᴇʔ
徹	彻	tsʰᴇʔ5	tsheq7		7	5		tsh	eq	tsʰ	ᴇʔ
折	折	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
浙	浙	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
舌	舌	zᴇʔ23	zeq8		8	23		z	eq	z	ᴇʔ
設	设	sᴇʔ5	seq7		7	5		s	eq	s	ᴇʔ
熱	热	ȵiɪʔ23	gniq8		8	23		gn	iq	ȵ	iɪʔ
傑	杰	dʑiɪʔ23	jiq8		8	23		j	iq	dʑ	iɪʔ
孽	孽	ȵiɪʔ23	gniq8		8	23		gn	iq	ȵ	iɪʔ
建	建	tɕie423	cie5		5	423		c	ie	tɕ	ie
健	健	dʑie213	jie6		6	213		j	ie	dʑ	ie
言	言	ɦie24	ye2		2	24		y	e	ɦ	ie
掀	掀	ɕie53	shie1		1	53		sh	ie	ɕ	ie
憲	宪	ɕie423	shie5		5	423		sh	ie	ɕ	ie
獻	献	ɕie423	shie5		5	423		sh	ie	ɕ	ie
揭	揭	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
歇	歇	ɕiɪʔ5	shiq7		7	5		sh	iq	ɕ	iɪʔ
邊	边	pie53	pie1		1	53		p	ie	p	ie
蝙	蝙	pie53	pie1		1	53		p	ie	p	ie
扁	扁	pie44	pie3		3	44		p	ie	p	ie
匾	匾	pie44	pie3		3	44		p	ie	p	ie
遍	遍	pie423	pie5	一~。	5	423		p	ie	p	ie
遍	遍	pʰie423	phie5	普~；~地。	5	423		ph	ie	pʰ	ie
片	片	pʰie423	phie5		5	423		ph	ie	pʰ	ie
辮	辫	bie31	bie4		4	31		b	ie	b	ie
眠	眠	mie24	mie2		2	24		m	ie	m	ie
麵	面	mie213	mie6	~食。	6	213		m	ie	m	ie
面	面	mie213	mie6	~孔。	6	213		m	ie	m	ie
顛	颠	tie53	tie1		1	53		t	ie	t	ie
典	典	tie44	tie3		3	44		t	ie	t	ie
天	天	tʰie53	thie1		1	53		th	ie	tʰ	ie
田	田	die24	die2		2	24		d	ie	d	ie
填	填	die24	die2		2	24		d	ie	d	ie
滇	滇	die24	die2		2	24		d	ie	d	ie
電	电	die213	die6		6	213		d	ie	d	ie
殿	殿	die213	die6		6	213		d	ie	d	ie
墊	垫	die213	die6		6	213		d	ie	d	ie
年	年	ȵie24	gnie2		2	24		gn	ie	ȵ	ie
憐	怜	lie24	lie2		2	24		l	ie	l	ie
蓮	莲	lie24	lie2		2	24		l	ie	l	ie
練	练	lie213	lie6		6	213		l	ie	l	ie
煉	炼	lie213	lie6		6	213		l	ie	l	ie
箋	笺	tsʰie53	tshie1		1	53		tsh	ie	tsʰ	ie
千	千	tsʰie53	tshie1		1	53		tsh	ie	tsʰ	ie
前	前	zie24	zie2		2	24		z	ie	z	ie
先	先	sie53	sie1		1	53		s	ie	s	ie
肩	肩	tɕie53	cie1		1	53		c	ie	tɕ	ie
堅	坚	tɕie53	cie1		1	53		c	ie	tɕ	ie
繭	茧	tɕie44	cie3		3	44		c	ie	tɕ	ie
見	见	tɕie423	cie5		5	423		c	ie	tɕ	ie
牽	牵	tɕʰie53	chie1		1	53		ch	ie	tɕʰ	ie
汧	汧	tɕʰie53	chie1		1	53		ch	ie	tɕʰ	ie
研	研	ȵie53	gnie1	【文读】~究。	1	53		gn	ie	ȵ	ie
研	研	ȵie24	gnie2	【白读】~墨；~粉。	2	24		gn	ie	ȵ	ie
硯	砚	ȵie213	gnie6		6	213		gn	ie	ȵ	ie
顯	显	ɕie44	shie3		3	44		sh	ie	ɕ	ie
賢	贤	ɦie24	ye2		2	24		y	e	ɦ	ie
弦	弦	ɦie24	ye2		2	24		y	e	ɦ	ie
現	现	ɦie213	ye6		6	213		y	e	ɦ	ie
煙	烟	ie53	ie1		1	53			ie		ie
燕	燕	ie53	ie1	~山；~国。	1	53			ie		ie
燕	燕	ie423	ie5	~子。	5	423			ie		ie
咽	咽	ie53	ie1	~喉。	1	53			ie		ie
咽	咽	ie423	ie5	~下去。	5	423			ie		ie
咽	咽	iɪʔ5	iq7	哽~；呜~。	7	5			iq		iɪʔ
宴	宴	ie423	ie5		5	423			ie		ie
撤	撤	tsʰᴇʔ5	tsheq7		7	5		tsh	eq	tsʰ	ᴇʔ
鐵	铁	tʰiɪʔ5	thiq7		7	5		th	iq	tʰ	iɪʔ
跌	跌	tiɪʔ5	tiq7		7	5		t	iq	t	iɪʔ
捏	捏	ȵiaʔ23	gniaeq8		8	23		gn	iaeq	ȵ	iaʔ
節	节	tsiɪʔ5	tsiq7		7	5		ts	iq	ts	iɪʔ
切	切	tsʰiɪʔ5	tshiq7		7	5		tsh	iq	tsʰ	iɪʔ
截	截	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
屑	屑	siɪʔ5	siq7		7	5		s	iq	s	iɪʔ
結	结	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
潔	洁	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
鍥	锲	tɕʰiɪʔ5	chiq7		7	5		ch	iq	tɕʰ	iɪʔ
擷	撷	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
頁	页	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
噎	噎	iɪʔ5	iq7		7	5			iq		iɪʔ
般	般	pɤ53	poe1		1	53		p	oe	p	ɤ
般	般	pæ53	pae1	【文读】一~。	1	53		p	ae	p	æ
搬	搬	pɤ53	poe1		1	53		p	oe	p	ɤ
半	半	pɤ423	poe5		5	423		p	oe	p	ɤ
絆	绊	bɤ213	boe6		6	213		b	oe	b	ɤ
絆	绊	pæ423	pae5	[扌班]的训读。	5	423		p	ae	p	æ
潘	潘	pʰɤ53	phoe1		1	53		ph	oe	pʰ	ɤ
判	判	pʰɤ423	phoe5		5	423		ph	oe	pʰ	ɤ
盤	盘	bɤ24	boe2		2	24		b	oe	b	ɤ
伴	伴	bɤ213	boe6		6	213		b	oe	b	ɤ
拌	拌	bɤ31	boe4		4	31		b	oe	b	ɤ
叛	叛	bɤ213	boe6		6	213		b	oe	b	ɤ
瞞	瞒	mɤ24	moe2		2	24		m	oe	m	ɤ
滿	满	mɤ31	moe4		4	31		m	oe	m	ɤ
漫	漫	mɤ213	moe6	水~金山。	6	213		m	oe	m	ɤ
端	端	tɤ53	toe1		1	53		t	oe	t	ɤ
短	短	tɤ44	toe3		3	44		t	oe	t	ɤ
斷	断	tɤ423	toe5	判~；决~。	5	423		t	oe	t	ɤ
斷	断	dɤ213	doe6	~裂；~绝。	6	213		d	oe	d	ɤ
鍛	锻	tɤ423	toe5		5	423		t	oe	t	ɤ
煅	煅	tɤ423	toe5		5	423		t	oe	t	ɤ
團	团	dɤ24	doe2		2	24		d	oe	d	ɤ
糰	团	dɤ24	doe2	圆团状食品：圆~，饭~。	2	24		d	oe	d	ɤ
段	段	dɤ213	doe6		6	213		d	oe	d	ɤ
緞	缎	dɤ31	doe4		4	31		d	oe	d	ɤ
暖	暖	nɤ31	noe4		4	31		n	oe	n	ɤ
卵	卵	lɯ31	lou4	~巢，~子，~磷脂。雅化发音。	4	31		l	ou	l	ɯ
卵	卵	lɤ31	loe4	男阴。	4	31		l	oe	l	ɤ
亂	乱	lɤ213	loe6		6	213		l	oe	l	ɤ
鑽	钻	tsɤ53	tsoe1	~洞。	1	53		ts	oe	ts	ɤ
鑽	钻	tsɤ423	tsoe5	~石；~头。	5	423		ts	oe	ts	ɤ
鑽	钻	tsʰɤ423	tshoe5	~子。	5	423		tsh	oe	tsʰ	ɤ
酸	酸	sɤ53	soe1		1	53		s	oe	s	ɤ
算	算	sɤ423	soe5		5	423		s	oe	s	ɤ
蒜	蒜	sɤ423	soe5		5	423		s	oe	s	ɤ
官	官	kuɤ53	kuoe1		1	53		k	uoe	k	uɤ
觀	观	kuɤ53	kuoe1	~察；~看。	1	53		k	uoe	k	uɤ
觀	观	kuɤ423	kuoe5	楼~；玄妙~，~前街（江苏苏州地名）。	5	423		k	uoe	k	uɤ
冠	冠	kuæ53	kuae1	鸡~花；鸡~。	1	53		k	uae	k	uæ
冠	冠	kuɤ53	kuoe1	衣~。	1	53		k	uoe	k	uɤ
冠	冠	kuɤ423	kuoe5	~军。	5	423		k	uoe	k	uɤ
棺	棺	kuɤ53	kuoe1		1	53		k	uoe	k	uɤ
管	管	kuɤ44	kuoe3		3	44		k	uoe	k	uɤ
館	馆	kuɤ44	kuoe3		3	44		k	uoe	k	uɤ
貫	贯	kuɤ423	kuoe5		5	423		k	uoe	k	uɤ
罐	罐	kuɤ423	kuoe5		5	423		k	uoe	k	uɤ
灌	灌	kuɤ423	kuoe5		5	423		k	uoe	k	uɤ
寬	宽	kʰuɤ53	khuoe1		1	53		kh	uoe	kʰ	uɤ
款	款	kʰuɤ44	khuoe3		3	44		kh	uoe	kʰ	uɤ
玩	玩	ɦuɤ24	woe2		2	24		w	oe	ɦ	uɤ
玩	玩	mæ24	mae2	【白读】	2	24		m	ae	m	æ
歡	欢	huɤ53	huoe1		1	53		h	uoe	h	uɤ
喚	唤	huɤ423	huoe5		5	423		h	uoe	h	uɤ
完	完	ɦuɤ24	woe2		2	24		w	oe	ɦ	uɤ
緩	缓	uɤ44	uoe3		3	44			uoe		uɤ
皖	皖	ɦuɤ31	woe4		4	31		w	oe	ɦ	uɤ
換	换	ɦuɤ213	woe6		6	213		w	oe	ɦ	uɤ
豌	豌	uɤ53	uoe1		1	53			uoe		uɤ
蜿	蜿	uɤ53	uoe1		1	53			uoe		uɤ
宛	宛	uɤ44	uoe3		3	44			uoe		uɤ
婉	婉	uɤ44	uoe3		3	44			uoe		uɤ
碗	碗	uɤ44	uoe3		3	44			uoe		uɤ
腕	腕	uɤ423	uoe5		5	423			uoe		uɤ
撥	拨	poʔ5	poq7		7	5		p	oq	p	oʔ
潑	泼	pʰoʔ5	phoq7		7	5		ph	oq	pʰ	oʔ
抹	抹	moʔ23	moq8		8	23		m	oq	m	oʔ
末	末	moʔ23	moq8		8	23		m	oq	m	oʔ
脫	脱	tʰoʔ5	thoq7	动词：~衣裳。	7	5		th	oq	tʰ	oʔ
