正體	省写	/IPA/	[IPA]	注释
踞	踞	tɕi˩˧	tɕi˨˦	
巨	巨	tɕi˩˧	tɕi˨˦	
拒	拒	tɕi˩˧	tɕi˨˦	
距	距	tɕi˩˧	tɕi˨˦	
柜	柜	tɕi˩˧	tɕi˨˦	~柳
句	句	tɕi˩˧	tɕi˨˦	
聚	聚	tɕi˩˧	tɕi˨˦	
懼	惧	tɕi˩˧	tɕi˨˦	
濟	济	tɕi˩˧	tɕi˨˦	
薺	荠	tɕi˩˧	tɕi˨˦	
計	计	tɕi˩˧	tɕi˨˦	
記	记	tɕi˩˧	tɕi˨˦	
紀	纪	tɕi˩˧	tɕi˨˦	~念
忌	忌	tɕi˩˧	tɕi˨˦	
繼	继	tɕi˩˧	tɕi˨˦	
嫉	嫉	tɕi˩˧	tɕi˨˦	
祭	祭	tɕi˩˧	tɕi˨˦	
際	际	tɕi˩˧	tɕi˨˦	
技	技	tɕi˩˧	tɕi˨˦	
妓	妓	tɕi˩˧	tɕi˨˦	
既	既	tɕi˩˧	tɕi˨˦	
暨	暨	tɕi˩˧	tɕi˨˦	
具	具	tɕi˩˧	tɕi˨˦	
俱	俱	tɕi˩˧	tɕi˨˦	家~
季	季	tɕi˩˧	tɕi˨˦	
系	系	tɕi˩˧	tɕi˨˦	~裤带
髻	髻	tɕi˩˧	tɕi˨˦	
蛐	蛐	tɕʰi˥	tɕʰi˦˥	灶~~，即蟋蟀
伹	伹	tɕʰi˥	tɕʰi˦˥	
蛆	蛆	tɕʰi˥	tɕʰi˦˥	
欺	欺	tɕʰi˥	tɕʰi˦˥	
期	期	tɕʰi˥	tɕʰi˦˥	
奚	奚	tɕʰi˥	tɕʰi˦˥	
溪	溪	tɕʰi˥	tɕʰi˦˥	
蹊	蹊	tɕʰi˥	tɕʰi˦˥	
區	区	tɕʰi˥	tɕʰi˦˥	
驅	驱	tɕʰi˥	tɕʰi˦˥	
軀	躯	tɕʰi˥	tɕʰi˦˥	
趨	趋	tɕʰi˥	tɕʰi˦˥	
妻	妻	tɕʰi˥	tɕʰi˦˥	
淒	凄	tɕʰi˥	tɕʰi˦˥	
棲	栖	tɕʰi˥	tɕʰi˦˥	
渠	渠	tɕʰi˨˩	tɕʰi˨˩	
磲	磲	tɕʰi˨˩	tɕʰi˨˩	
瞿	瞿	tɕʰi˨˩	tɕʰi˨˩	
衢	衢	tɕʰi˨˩	tɕʰi˨˩	
齊	齐	tɕʰi˨˩	tɕʰi˨˩	
臍	脐	tɕʰi˨˩	tɕʰi˨˩	
奇	奇	tɕʰi˨˩	tɕʰi˨˩	
騎	骑	tɕʰi˨˩	tɕʰi˨˩	
歧	歧	tɕʰi˨˩	tɕʰi˨˩	
祁	祁	tɕʰi˨˩	tɕʰi˨˩	
祈	祈	tɕʰi˨˩	tɕʰi˨˩	
俟	俟	tɕʰi˨˩	tɕʰi˨˩	万~，少数民族复姓
其	其	tɕʰi˨˩	tɕʰi˨˩	
棋	棋	tɕʰi˨˩	tɕʰi˨˩	
旗	旗	tɕʰi˨˩	tɕʰi˨˩	
淇	淇	tɕʰi˨˩	tɕʰi˨˩	
鰭	鳍	tɕʰi˨˩	tɕʰi˨˩	
七	七	tɕʰi˨˩	tɕʰi˨˩	
柒	柒	tɕʰi˨˩	tɕʰi˨˩	
㭍	㭍	tɕʰi˨˩	tɕʰi˨˩	
剌	剌	tɕʰi˨˩	tɕʰi˨˩	文读，即“刺”
桼	桼	tɕʰi˨˩	tɕʰi˨˩	
漆	漆	tɕʰi˨˩	tɕʰi˨˩	
膝	膝	tɕʰi˨˩	tɕʰi˨˩	
䰍	䰍	tɕʰi˨˩	tɕʰi˨˩	
乞	乞	tɕʰi˨˩	tɕʰi˨˩	
迄	迄	tɕʰi˨˩	tɕʰi˨˩	
訖	讫	tɕʰi˨˩	tɕʰi˨˩	
契	契	tɕʰi˨˩	tɕʰi˨˩	~丹
戚	戚	tɕʰi˨˩	tɕʰi˨˩	
嘁	嘁	tɕʰi˨˩	tɕʰi˨˩	
績	绩	tɕʰi˨˩	tɕʰi˨˩	~麻
錘	锤	tɕʰi˨˩	tɕʰi˨˩	~~捶，划拳游戏用语
捶	捶	tɕʰi˨˩	tɕʰi˨˩	锤锤~，划拳游戏用语
取	取	tɕʰi˦˨	tɕʰi˦˧	
娶	娶	tɕʰi˦˨	tɕʰi˦˧	
啟	启	tɕʰi˦˨	tɕʰi˦˧	
啓	启	tɕʰi˦˨	tɕʰi˦˧	
綺	绮	tɕʰi˦˨	tɕʰi˦˧	
起	起	tɕʰi˦˨	tɕʰi˦˧	
岂	岂	tɕʰi˦˨	tɕʰi˦˧	
杞	杞	tɕʰi˦˨	tɕʰi˦˧	
啐	啐	tɕʰi˦˨	tɕʰi˦˧	语气词，表示不服气
去	去	tɕʰi˩˧	tɕʰi˨˦	文读
趣	趣	tɕʰi˩˧	tɕʰi˨˦	
覷	觑	tɕʰi˩˧	tɕʰi˨˦	
契	契	tɕʰi˩˧	tɕʰi˨˦	
鍥	锲	tɕʰi˩˧	tɕʰi˨˦	
楔	楔	tɕʰi˩˧	tɕʰi˨˦	
砌	砌	tɕʰi˩˧	tɕʰi˨˦	
企	企	tɕʰi˩˧	tɕʰi˨˦	
器	器	tɕʰi˩˧	tɕʰi˨˦	
棄	弃	tɕʰi˩˧	tɕʰi˨˦	
虛	虚	ɕi˥	ɕi˦˥	
噓	嘘	ɕi˥	ɕi˦˥	
胥	胥	ɕi˥	ɕi˦˥	
諝	谞	ɕi˥	ɕi˦˥	
須	须	ɕi˥	ɕi˦˥	
鬚	须	ɕi˥	ɕi˦˥	
需	需	ɕi˥	ɕi˦˥	文读
奚	奚	ɕi˥	ɕi˦˥	姓氏
兮	兮	ɕi˥	ɕi˦˥	
诶	诶	ɕi˥	ɕi˦˥	
犀	犀	ɕi˥	ɕi˦˥	
西	西	ɕi˥	ɕi˦˥	
硒	硒	ɕi˥	ɕi˦˥	
羲	羲	ɕi˥	ɕi˦˥	
犧	牺	ɕi˥	ɕi˦˥	
曦	曦	ɕi˥	ɕi˦˥	
𨵤	𨵤	ɕi˥	ɕi˦˥	~缝
巂	巂	ɕi˥	ɕi˦˥	
雟	雟	ɕi˥	ɕi˦˥	
希	希	ɕi˥	ɕi˦˥	
稀	稀	ɕi˥	ɕi˦˥	
熙	熙	ɕi˥	ɕi˦˥	
嬉	嬉	ɕi˥	ɕi˦˥	
禧	禧	ɕi˥	ɕi˦˥	
熹	熹	ɕi˥	ɕi˦˥	
尿	尿	ɕi˥	ɕi˦˥	~~，指小便
雖	虽	ɕi˥	ɕi˦˥	~然
綏	绥	ɕi˥	ɕi˦˥	
浽	浽	ɕi˥	ɕi˦˥	
荽	荽	ɕi˥	ɕi˦˥	
窸	窸	ɕi˥	ɕi˦˥	
膝	膝	ɕi˥	ɕi˦˥	乞~头
些	些	ɕi˥	ɕi˦˥	晚~家；黑~家
悉	悉	ɕi˨˩	ɕi˨˩	
蟋	蟋	ɕi˨˩	ɕi˨˩	
昔	昔	ɕi˨˩	ɕi˨˩	
惜	惜	ɕi˨˩	ɕi˨˩	
夕	夕	ɕi˨˩	ɕi˨˩	
汐	汐	ɕi˨˩	ɕi˨˩	
席	席	ɕi˨˩	ɕi˨˩	
吸	吸	ɕi˨˩	ɕi˨˩	~铁石；~鼻子
習	习	ɕi˨˩	ɕi˨˩	
泣	泣	ɕi˨˩	ɕi˨˩	
襲	袭	ɕi˨˩	ɕi˨˩	
息	息	ɕi˨˩	ɕi˨˩	
熄	熄	ɕi˨˩	ɕi˨˩	
媳	媳	ɕi˨˩	ɕi˨˩	
隙	隙	ɕi˨˩	ɕi˨˩	
錫	锡	ɕi˨˩	ɕi˨˩	
恤	恤	ɕi˨˩	ɕi˨˩	
洫	洫	ɕi˨˩	ɕi˨˩	
析	析	ɕi˨˩	ɕi˨˩	
晰	晰	ɕi˨˩	ɕi˨˩	
蜥	蜥	ɕi˨˩	ɕi˨˩	
檄	檄	ɕi˨˩	ɕi˨˩	
徐	徐	ɕi˨˩	ɕi˨˩	
許	许	ɕi˦˨	ɕi˦˧	
洗	洗	ɕi˦˨	ɕi˦˧	
璽	玺	ɕi˦˨	ɕi˦˧	
徙	徙	ɕi˦˨	ɕi˦˧	
湑	湑	ɕi˦˨	ɕi˦˧	
醑	醑	ɕi˦˨	ɕi˦˧	
胥	胥	ɕi˦˨	ɕi˦˧	姓氏
栩	栩	ɕi˦˨	ɕi˦˧	
詡	诩	ɕi˦˨	ɕi˦˧	
喜	喜	ɕi˦˨	ɕi˦˧	
囍	囍	ɕi˦˨	ɕi˦˧	
序	序	ɕi˩˧	ɕi˨˦	
敘	叙	ɕi˩˧	ɕi˨˦	
緒	绪	ɕi˩˧	ɕi˨˦	
絮	絮	ɕi˩˧	ɕi˨˦	
系	系	ɕi˩˧	ɕi˨˦	
細	细	ɕi˩˧	ɕi˨˦	
婿	婿	ɕi˩˧	ɕi˨˦	
戲	戏	ɕi˩˧	ɕi˨˦	
嚱	嚱	ɕi˩˧	ɕi˨˦	
隧	隧	ɕi˩˧	ɕi˨˦	~洞
嘰	叽	ki˥	ɟ̊i˦˥	
嘰	叽	kʰi˥	cʰi˦˥	~~咕咕
迲	迲	kʰi˩˧	cʰi˨˦	文读
嘻	嘻	xi˥	çi˦˥	文读
淤	淤	ʑi˥	jʱi˦˥	
伊	伊	ʑi˥	jʱi˦˥	
咿	咿	ʑi˥	jʱi˦˥	
醫	医	ʑi˥	jʱi˦˥	
衣	衣	ʑi˥	jʱi˦˥	
依	依	ʑi˥	jʱi˦˥	
裔	裔	ʑi˥	jʱi˦˥	
椅	椅	ʑi˥	jʱi˦˥	桌~板凳
倚	倚	ʑi˥	jʱi˦˥	
旖	旖	ʑi˥	jʱi˦˥	
禕	祎	ʑi˥	jʱi˦˥	
吁	吁	ʑi˥	jʱi˦˥	
迂	迂	ʑi˥	jʱi˦˥	
芋	芋	ʑi˥	jʱi˦˥	魔~豆腐
咿	咿	ʑi˥	jʱi˦˥	
咦	咦	ʑi˥	jʱi˦˥	
夷	夷	ʑi˥	jʱi˦˥	老百~，即傣族
餘	余	ʑi˨˩	jʱi˨˩	
魚	鱼	ʑi˨˩	jʱi˨˩	
漁	渔	ʑi˨˩	jʱi˨˩	
吁	吁	ʑi˨˩	jʱi˨˩	喝倒彩的声音
於	于	ʑi˨˩	jʱi˨˩	
盂	盂	ʑi˨˩	jʱi˨˩	
榆	榆	ʑi˨˩	jʱi˨˩	
俞	俞	ʑi˨˩	jʱi˨˩	
愉	愉	ʑi˨˩	jʱi˨˩	
渝	渝	ʑi˨˩	jʱi˨˩	
愈	愈	ʑi˨˩	jʱi˨˩	
逾	逾	ʑi˨˩	jʱi˨˩	
愚	愚	ʑi˨˩	jʱi˨˩	
隅	隅	ʑi˨˩	jʱi˨˩	
禺	禺	ʑi˨˩	jʱi˨˩	
虞	虞	ʑi˨˩	jʱi˨˩	
娛	娱	ʑi˨˩	jʱi˨˩	
移	移	ʑi˨˩	jʱi˨˩	
夷	夷	ʑi˨˩	jʱi˨˩	
姨	姨	ʑi˨˩	jʱi˨˩	
懿	懿	ʑi˨˩	jʱi˨˩	
誼	谊	ʑi˨˩	jʱi˨˩	文读
邑	邑	ʑi˨˩	jʱi˨˩	
揖	揖	ʑi˨˩	jʱi˨˩	
怡	怡	ʑi˨˩	jʱi˨˩	
貽	贻	ʑi˨˩	jʱi˨˩	
沂	沂	ʑi˨˩	jʱi˨˩	
螘	螘	ʑi˨˩	jʱi˨˩	
儀	仪	ʑi˨˩	jʱi˨˩	文读
乙	乙	ʑi˨˩	jʱi˨˩	
屹	屹	ʑi˨˩	jʱi˨˩	
一	一	ʑi˨˩	jʱi˨˩	
壹	壹	ʑi˨˩	jʱi˨˩	
益	益	ʑi˨˩	jʱi˨˩	
溢	溢	ʑi˨˩	jʱi˨˩	
亦	亦	ʑi˨˩	jʱi˨˩	
譯	译	ʑi˨˩	jʱi˨˩	
易	易	ʑi˨˩	jʱi˨˩	姓氏；表示交换或改变
蜴	蜴	ʑi˨˩	jʱi˨˩	
液	液	ʑi˨˩	jʱi˨˩	
腋	腋	ʑi˨˩	jʱi˨˩	
掖	掖	ʑi˨˩	jʱi˨˩	
逸	逸	ʑi˨˩	jʱi˨˩	
抑	抑	ʑi˨˩	jʱi˨˩	
遺	遗	ʑi˨˩	jʱi˨˩	
彝	彝	ʑi˨˩	jʱi˨˩	
頤	颐	ʑi˨˩	jʱi˨˩	
翼	翼	ʑi˨˩	jʱi˨˩	羽~
玉	玉	ʑi˨˩	jʱi˨˩	文读
鈺	钰	ʑi˨˩	jʱi˨˩	
昱	昱	ʑi˨˩	jʱi˨˩	
煜	煜	ʑi˨˩	jʱi˨˩	
翊	翊	ʑi˨˩	jʱi˨˩	
翌	翌	ʑi˨˩	jʱi˨˩	
役	役	ʑi˨˩	jʱi˨˩	徭~
疫	疫	ʑi˨˩	jʱi˨˩	鼠~
與	与	ʑi˦˨	jʱi˦˧	
語	语	ʑi˦˨	jʱi˦˧	
雨	雨	ʑi˦˨	jʱi˦˧	
宇	宇	ʑi˦˨	jʱi˦˧	
禹	禹	ʑi˦˨	jʱi˦˧	
羽	羽	ʑi˦˨	jʱi˦˧	
予	予	ʑi˦˨	jʱi˦˧	
妤	妤	ʑi˦˨	jʱi˦˧	
椅	椅	ʑi˦˨	jʱi˦˧	
以	以	ʑi˦˨	jʱi˦˧	
已	已	ʑi˦˨	jʱi˦˧	
矣	矣	ʑi˦˨	jʱi˦˧	
蟻	蚁	ʑi˦˨	jʱi˦˧	
翼	翼	ʑi˩˧	jʱi˨˦	
冀	冀	ʑi˩˧	jʱi˨˦	
骥	骥	ʑi˩˧	jʱi˨˦	
譽	誉	ʑi˩˧	jʱi˨˦	
預	预	ʑi˩˧	jʱi˨˦	
豫	豫	ʑi˩˧	jʱi˨˦	
禦	御	ʑi˩˧	jʱi˨˦	
籲	吁	ʑi˩˧	jʱi˨˦	
芋	芋	ʑi˩˧	jʱi˨˦	
喻	喻	ʑi˩˧	jʱi˨˦	
裕	裕	ʑi˩˧	jʱi˨˦	
鋊	鋊	ʑi˩˧	jʱi˨˦	光滑发亮
遇	遇	ʑi˩˧	jʱi˨˦	
寓	寓	ʑi˩˧	jʱi˨˦	
瞖	瞖	ʑi˩˧	jʱi˨˦	
藝	艺	ʑi˩˧	jʱi˨˦	
義	义	ʑi˩˧	jʱi˨˦	
議	议	ʑi˩˧	jʱi˨˦	文读
毅	毅	ʑi˩˧	jʱi˨˦	
詣	诣	ʑi˩˧	jʱi˨˦	
刈	刈	ʑi˩˧	jʱi˨˦	
易	易	ʑi˩˧	jʱi˨˦	表示简单
肄	肄	ʑi˩˧	jʱi˨˦	
意	意	ʑi˩˧	jʱi˨˦	
憶	忆	ʑi˩˧	jʱi˨˦	
億	亿	ʑi˩˧	jʱi˨˦	
噫	噫	ʑi˩˧	jʱi˨˦	
弋	弋	ʑi˩˧	jʱi˨˦	
曳	曳	ʑi˩˧	jʱi˨˦	
羿	羿	ʑi˩˧	jʱi˨˦	
玉	玉	ʑi˩˧	jʱi˨˦	白读
尉	尉	ʑi˩˧	jʱi˨˦	姓氏
蔚	蔚	ʑi˩˧	jʱi˨˦	姓氏
慰	慰	ʑi˩˧	jʱi˨˦	劳~
喂	喂	ʑi˩˧	jʱi˨˦	白读
餵	餵	ʑi˩˧	jʱi˨˦	
吇	吇	tɕy˦˨	tɕy˦˧	拟声词，模仿鸟鸣
不	不	pu˥	b̥ʋ˦˥	~有
鈽	钸	pu˥	b̥ʋ˦˥	
不	不	pu˨˩	b̥ʋ˨˩	
鈈	钚	pu˨˩	b̥ʋ˨˩	
補	补	pu˦˨	b̥ʋ˦˧	
部	部	pu˩˧	b̥ʋ˨˦	
簿	簿	pu˩˧	b̥ʋ˨˦	
布	布	pu˩˧	b̥ʋ˨˦	
佈	布	pu˩˧	b̥ʋ˨˦	
怖	怖	pu˩˧	b̥ʋ˨˦	
步	步	pu˩˧	b̥ʋ˨˦	
蔔	卜	pu˩˧	b̥ʋ˨˦	
捕	捕	pu˩˧	b̥ʋ˨˦	文读
埠	埠	pu˩˧	b̥ʋ˨˦	
鋪	铺	pʰu˥	pʰʋ˦˥	~盖
副	副	pʰu˥	pʰʋ˦˥	扑克牌量词：一~牌，即完整一套扑克牌
蒲	蒲	pʰu˨˩	pʰʋ˨˩	
葡	葡	pʰu˨˩	pʰʋ˨˩	
匍	匍	pʰu˨˩	pʰʋ˨˩	
菩	菩	pʰu˨˩	pʰʋ˨˩	
涪	涪	pʰu˨˩	pʰʋ˨˩	
覆	覆	pʰu˨˩	pʰʋ˨˩	碗口朝下放置
伏	伏	pʰu˨˩	pʰʋ˨˩	~起；~趴
赴	赴	pʰu˨˩	pʰʋ˨˩	前~后继；~汤蹈火
訃	讣	pʰu˨˩	pʰʋ˨˩	
仆	仆	pʰu˨˩	pʰʋ˨˩	
卜	卜	pʰu˨˩	pʰʋ˨˩	
勃	勃	pʰu˨˩	pʰʋ˨˩	
渤	渤	pʰu˨˩	pʰʋ˨˩	
悖	悖	pʰu˨˩	pʰʋ˨˩	
脖	脖	pʰu˨˩	pʰʋ˨˩	~颈
荸	荸	pʰu˨˩	pʰʋ˨˩	
璞	璞	pʰu˨˩	pʰʋ˨˩	
濮	濮	pʰu˨˩	pʰʋ˨˩	
樸	朴	pʰu˨˩	pʰʋ˨˩	
撲	扑	pʰu˨˩	pʰʋ˨˩	
僕	仆	pʰu˨˩	pʰʋ˨˩	
曝	曝	pʰu˨˩	pʰʋ˨˩	
瀑	瀑	pʰu˨˩	pʰʋ˨˩	
潽	潽	pʰu˨˩	pʰʋ˨˩	
譜	谱	pʰu˦˨	pʰʋ˦˧	
普	普	pʰu˦˨	pʰʋ˦˧	
浦	浦	pʰu˦˨	pʰʋ˦˧	
輔	辅	pʰu˦˨	pʰʋ˦˧	~导
捕	捕	pʰu˦˨	pʰʋ˦˧	白读
埔	埔	pʰu˦˨	pʰʋ˦˧	
脯	脯	pʰu˦˨	pʰʋ˦˧	
哺	哺	pʰu˦˨	pʰʋ˦˧	
甫	甫	pʰu˦˨	pʰʋ˦˧	
堡	堡	pʰu˦˨	pʰʋ˦˧	地名
鋪	铺	pʰu˩˧	pʰʋ˨˦	
模	模	mu˨˩	mᵇʋ˨˩	白读
木	木	mu˨˩	mᵇʋ˨˩	
沐	沐	mu˨˩	mᵇʋ˨˩	
目	目	mu˨˩	mᵇʋ˨˩	
穆	穆	mu˨˩	mᵇʋ˨˩	
蓦	蓦	mu˨˩	mᵇʋ˨˩	
鍪	鍪	mu˨˩	mᵇʋ˨˩	
繆	缪	mu˨˩	mᵇʋ˨˩	未雨绸~
髳	髳	mu˨˩	mᵇʋ˨˩	黔东苗族
謀	谋	mu˨˩	mᵇʋ˨˩	文读
牟	牟	mu˨˩	mᵇʋ˨˩	文读
眸	眸	mu˨˩	mᵇʋ˨˩	文读
哞	哞	mu˨˩	mᵇʋ˨˩	文读
睦	睦	mu˨˩	mᵇʋ˨˩	
牧	牧	mu˨˩	mᵇʋ˨˩	
沒	没	mu˨˩	mᵇʋ˨˩	
某	某	mu˦˨	mᵇʋ˦˧	文读
厶	厶	mu˦˨	mᵇʋ˦˧	
母	母	mu˦˨	mᵇʋ˦˧	
拇	拇	mu˦˨	mᵇʋ˦˧	
姆	姆	mu˦˨	mᵇʋ˦˧	
姥	姥	mu˦˨	mᵇʋ˦˧	文读
幕	幕	mu˩˧	mᵇʋ˨˦	
暮	暮	mu˩˧	mᵇʋ˨˦	
慕	慕	mu˩˧	mᵇʋ˨˦	
墓	墓	mu˩˧	mᵇʋ˨˦	
募	募	mu˩˧	mᵇʋ˨˦	
茂	茂	mu˩˧	mᵇʋ˨˦	白读
貿	贸	mu˩˧	mᵇʋ˨˦	白读
虎	虎	fu˥	fʋ˦˥	马马~~
謼	謼	fu˥	fʋ˦˥	
呼	呼	fu˥	fʋ˦˥	
夫	夫	fu˥	fʋ˦˥	
趺	趺	fu˥	fʋ˦˥	
呋	呋	fu˥	fʋ˦˥	
膚	肤	fu˥	fʋ˦˥	
敷	敷	fu˥	fʋ˦˥	
俘	俘	fu˥	fʋ˦˥	
孚	孚	fu˥	fʋ˦˥	
胡	胡	fu˨˩	fʋ˨˩	
鬍	胡	fu˨˩	fʋ˨˩	
湖	湖	fu˨˩	fʋ˨˩	
糊	糊	fu˨˩	fʋ˨˩	
煳	煳	fu˨˩	fʋ˨˩	~辣角
醐	醐	fu˨˩	fʋ˨˩	
狐	狐	fu˨˩	fʋ˨˩	
壺	壶	fu˨˩	fʋ˨˩	
符	符	fu˨˩	fʋ˨˩	
扶	扶	fu˨˩	fʋ˨˩	
芙	芙	fu˨˩	fʋ˨˩	
呼	呼	fu˨˩	fʋ˨˩	咋~，即嘱咐
乎	乎	fu˨˩	fʋ˨˩	
浮	浮	fu˨˩	fʋ˨˩	~屠
複	复	fu˨˩	fʋ˨˩	
復	复	fu˨˩	fʋ˨˩	
腹	腹	fu˨˩	fʋ˨˩	
覆	覆	fu˨˩	fʋ˨˩	
忽	忽	fu˨˩	fʋ˨˩	
核	核	fu˨˩	fʋ˨˩	~~，指果核
和	和	fu˨˩	fʋ˨˩	~牌，麻将用语
弗	弗	fu˨˩	fʋ˨˩	
佛	佛	fu˨˩	fʋ˨˩	
狒	狒	fu˨˩	fʋ˨˩	
沸	沸	fu˨˩	fʋ˨˩	
彿	彿	fu˨˩	fʋ˨˩	
斛	斛	fu˨˩	fʋ˨˩	
觳	觳	fu˨˩	fʋ˨˩	
福	福	fu˨˩	fʋ˨˩	
幅	幅	fu˨˩	fʋ˨˩	
蝠	蝠	fu˨˩	fʋ˨˩	
副	副	fu˨˩	fʋ˨˩	量词，一~
匐	匐	fu˨˩	fʋ˨˩	
負	负	fu˨˩	fʋ˨˩	欺~
服	服	fu˨˩	fʋ˨˩	
伏	伏	fu˨˩	fʋ˨˩	
洑	洑	fu˨˩	fʋ˨˩	
鳧	凫	fu˨˩	fʋ˨˩	
虎	虎	fu˦˨	fʋ˦˧	
唬	唬	fu˦˨	fʋ˦˧	
滸	浒	fu˦˨	fʋ˦˧	
戽	戽	fu˦˨	fʋ˦˧	
輔	辅	fu˦˨	fʋ˦˧	
撫	抚	fu˦˨	fʋ˦˧	
府	府	fu˦˨	fʋ˦˧	
腑	腑	fu˦˨	fʋ˦˧	
腐	腐	fu˦˨	fʋ˦˧	
斧	斧	fu˦˨	fʋ˦˧	
釜	釜	fu˦˨	fʋ˦˧	
否	否	fu˦˨	fʋ˦˧	
呼	呼	fu˦˨	fʋ˦˧	~~~，拟声词，形容呼啸而过
戶	户	fu˩˧	fʋ˨˦	
滬	沪	fu˩˧	fʋ˨˦	
互	互	fu˩˧	fʋ˨˦	
護	护	fu˩˧	fʋ˨˦	
付	付	fu˩˧	fʋ˨˦	
附	附	fu˩˧	fʋ˨˦	
賦	赋	fu˩˧	fʋ˨˦	
父	父	fu˩˧	fʋ˨˦	
赴	赴	fu˩˧	fʋ˨˦	
婦	妇	fu˩˧	fʋ˨˦	
負	负	fu˩˧	fʋ˨˦	
富	富	fu˩˧	fʋ˨˦	
副	副	fu˩˧	fʋ˨˦	
傅	傅	fu˩˧	fʋ˨˦	
瓠	瓠	fu˩˧	fʋ˨˦	
烏	乌	vu˥	vʋ˦˥	
塢	坞	vu˥	vʋ˦˥	
嗚	呜	vu˥	vʋ˦˥	
污	污	vu˥	vʋ˦˥	
巫	巫	vu˥	vʋ˦˥	
誣	诬	vu˥	vʋ˦˥	
屋	屋	vu˥	vʋ˦˥	祧~，即堂屋
吳	吴	vu˨˩	vʋ˨˩	
梧	梧	vu˨˩	vʋ˨˩	
無	无	vu˨˩	vʋ˨˩	
无	无	vu˨˩	vʋ˨˩	
毋	毋	vu˨˩	vʋ˨˩	
物	物	vu˨˩	vʋ˨˩	
勿	勿	vu˨˩	vʋ˨˩	
屋	屋	vu˨˩	vʋ˨˩	
兀	兀	vu˨˩	vʋ˨˩	
五	五	vu˦˨	vʋ˦˧	
伍	伍	vu˦˨	vʋ˦˧	
吾	吾	vu˦˨	vʋ˦˧	
悟	悟	vu˦˨	vʋ˦˧	孙~空
捂	捂	vu˦˨	vʋ˦˧	
午	午	vu˦˨	vʋ˦˧	
忤	忤	vu˦˨	vʋ˦˧	
武	武	vu˦˨	vʋ˦˧	
舞	舞	vu˦˨	vʋ˦˧	
侮	侮	vu˦˨	vʋ˦˧	
鵡	鹉	vu˦˨	vʋ˦˧	
悟	悟	vu˩˧	vʋ˨˦	
焐	焐	vu˩˧	vʋ˨˦	
伍	伍	vu˩˧	vʋ˨˦	队~
誤	误	vu˩˧	vʋ˨˦	
惡	恶	vu˩˧	vʋ˨˦	厌~；可~
務	务	vu˩˧	vʋ˨˦	
霧	雾	vu˩˧	vʋ˨˦	
戊	戊	vu˩˧	vʋ˨˦	
都	都	tu˥	d̥ʋ˦˥	文读
嘟	嘟	tu˥	d̥ʋ˦˥	
獨	独	tu˨˩	d̥ʋ˨˩	
讀	读	tu˨˩	d̥ʋ˨˩	
牘	牍	tu˨˩	d̥ʋ˨˩	
犢	犊	tu˨˩	d̥ʋ˨˩	
瀆	渎	tu˨˩	d̥ʋ˨˩	
篤	笃	tu˨˩	d̥ʋ˨˩	
督	督	tu˨˩	d̥ʋ˨˩	
毒	毒	tu˨˩	d̥ʋ˨˩	
豛	豛	tu˨˩	d̥ʋ˨˩	杵
堵	堵	tu˦˨	d̥ʋ˦˧	
賭	赌	tu˦˨	d̥ʋ˦˧	
肚	肚	tu˦˨	d̥ʋ˦˧	动物的胃
度	度	tu˩˧	d̥ʋ˨˦	
渡	渡	tu˩˧	d̥ʋ˨˦	
鍍	镀	tu˩˧	d̥ʋ˨˦	
妬	妬	tu˩˧	d̥ʋ˨˦	
蠹	蠹	tu˩˧	d̥ʋ˨˦	
肚	肚	tu˩˧	d̥ʋ˨˦	
徒	徒	tʰu˨˩	tʰʋ˨˩	
屠	屠	tʰu˨˩	tʰʋ˨˩	
途	途	tʰu˨˩	tʰʋ˨˩	
塗	涂	tʰu˨˩	tʰʋ˨˩	
圖	图	tʰu˨˩	tʰʋ˨˩	
突	突	tʰu˨˩	tʰʋ˨˩	
禿	秃	tʰu˨˩	tʰʋ˨˩	
凸	凸	tʰu˨˩	tʰʋ˨˩	
土	土	tʰu˦˨	tʰʋ˦˧	
吐	吐	tʰu˦˨	tʰʋ˦˧	
兔	兔	tʰu˩˧	tʰʋ˨˦	
露	露	lu˥	l̃ʋ˦˥	白~~；黄~~；乖~~；光~~
嚕	噜	lu˥	l̃ʋ˦˥	
奴	奴	lu˨˩	l̃ʋ˨˩	
盧	卢	lu˨˩	l̃ʋ˨˩	
爐	炉	lu˨˩	l̃ʋ˨˩	
蘆	芦	lu˨˩	l̃ʋ˨˩	
廬	庐	lu˨˩	l̃ʋ˨˩	
驢	驴	lu˨˩	l̃ʋ˨˩	
瀘	泸	lu˨˩	l̃ʋ˨˩	
櫨	栌	lu˨˩	l̃ʋ˨˩	
顱	颅	lu˨˩	l̃ʋ˨˩	
髏	髅	lu˨˩	l̃ʋ˨˩	
膢		lu˨˩	l̃ʋ˨˩	
閭	闾	lu˨˩	l̃ʋ˨˩	
櫚	榈	lu˨˩	l̃ʋ˨˩	
䕡	䕡	lu˨˩	l̃ʋ˨˩	
鹿	鹿	lu˨˩	l̃ʋ˨˩	
轆	辘	lu˨˩	l̃ʋ˨˩	
蔍	蔍	lu˨˩	l̃ʋ˨˩	
六	六	lu˨˩	l̃ʋ˨˩	
陸	陆	lu˨˩	l̃ʋ˨˩	
綠	绿	lu˨˩	l̃ʋ˨˩	
錄	录	lu˨˩	l̃ʋ˨˩	
祿	禄	lu˨˩	l̃ʋ˨˩	
