声母	韵母	声调	字	注释	
dz	ieʔ	8	蛰		1
tɕ	ieʔ	7	接		1
tɕ	ieʔ	7	摺		1
tɕ	ieʔ	7	褶		1
tɕ	ieʔ	7	劫		1
tɕ	ieʔ	7	急		1
tɕ	ieʔ	7	级		1
tɕ	ieʔ	7	给		1
tɕ	ieʔ	7	哲		1
tɕ	ieʔ	7	蜇		1
tɕ	ieʔ	7	浙		1
tɕ	ieʔ	7	结		1
tɕ	ieʔ	7	洁		1
tɕ	ieʔ	7	厥		1
tɕ	ieʔ	7	决		1
tɕ	ieʔ	7	诀		1
tɕ	ieʔ	7	吉		1
tɕ	ieʔ	7	橘		1
tɕ	ieʔ	7	爵		1
tɕ	ieʔ	7	雀		1
tɕ	ieʔ	7	嚼		1
tɕ	ieʔ	7	酌		1
tɕ	ieʔ	7	芍		1
tɕ	ieʔ	7	脚		1
tɕ	ieʔ	7	卓		1
tɕ	ieʔ	7	即		1
tɕ	ieʔ	7	鲫		1
tɕ	ieʔ	7	织		1
tɕ	ieʔ	7	职		1
tɕ	ieʔ	7	戟		1
tɕ	ieʔ	7	菊		1
tɕ	ieʔ	7	掬		1
tɕ	ieʔ	7	绩		1
tɕ	ieʔ	7	脊		1
tɕ	ieʔ	7	击		1
tɕ	ieʔ	7	激		1
tɕʰ	ieʔ	7	砌		1
tɕʰ	ieʔ	7	怯		1
tɕʰ	ieʔ	7	泣		1
tɕʰ	ieʔ	7	缺		1
tɕʰ	ieʔ	7	七		1
tɕʰ	ieʔ	7	漆		1
tɕʰ	ieʔ	7	膝		1
tɕʰ	ieʔ	7	乞		1
tɕʰ	ieʔ	7	出		1
tɕʰ	ieʔ	7	屈		1
tɕʰ	ieʔ	7	倔		1
tɕʰ	ieʔ	7	鹊		1
tɕʰ	ieʔ	7	绰		1
tɕʰ	ieʔ	7	却		1
tɕʰ	ieʔ	7	曲		1
tɕʰ	ieʔ	7	麴		1
tɕʰ	ieʔ	7	戚		1
tɕʰ	ieʔ	7	畜		1
tɕʰ	ieʔ	7	赤		1
tɕʰ	ieʔ	7	斥		1
dʑ	ieʔ	8	及		1
dʑ	ieʔ	8	彻		1
dʑ	ieʔ	8	撤		1
dʑ	ieʔ	8	辙		1
dʑ	ieʔ	8	杰		1
dʑ	ieʔ	8	截		1
dʑ	ieʔ	8	侄		1
dʑ	ieʔ	8	实		1
dʑ	ieʔ	8	殖		1
dʑ	ieʔ	8	植		1
dʑ	ieʔ	8	极		1
dʑ	ieʔ	8	崛		1
dʑ	ieʔ	8	掷		1
dʑ	ieʔ	8	蜀		1
dʑ	ieʔ	8	属		1
dʑ	ieʔ	8	局		1
dʑ	ieʔ	8	锔		1
ȵ	ieʔ	7	溺		1
ȵ	ieʔ	8	沂		1
ȵ	ieʔ	8	聂		1
ȵ	ieʔ	8	镜		1
ȵ	ieʔ	8	业		1
ȵ	ieʔ	8	热		1
ȵ	ieʔ	8	孽		1
ȵ	ieʔ	8	月		1
ȵ	ieʔ	8	日		1
ȵ	ieʔ	8	虐		1
ȵ	ieʔ	8	疟		1
ȵ	ieʔ	8	匿		1
ȵ	ieʔ	8	翼		1
ȵ	ieʔ	8	逆		1
ȵ	ieʔ	8	玉		1
ȵ	ieʔ	8	狱		1
ȵ	ieʔ	8	肉		1
ɕ	ieʔ	7	拾		1
ɕ	ieʔ	7	携		1
ɕ	ieʔ	7	闪		1
ɕ	ieʔ	7	摄		1
ɕ	ieʔ	7	胁		1
ɕ	ieʔ	7	湿		1
ɕ	ieʔ	7	薛		1
ɕ	ieʔ	7	泄		1
ɕ	ieʔ	7	歇		1
ɕ	ieʔ	7	蝎		1
ɕ	ieʔ	7	雪		1
ɕ	ieʔ	7	说		1
ɕ	ieʔ	7	悉		1
ɕ	ieʔ	7	失		1
ɕ	ieʔ	7	室		1
ɕ	ieʔ	7	戌		1
ɕ	ieʔ	7	恤		1
ɕ	ieʔ	7	削		1
ɕ	ieʔ	7	息		1
ɕ	ieʔ	7	熄		1
ɕ	ieʔ	7	媳		1
ɕ	ieʔ	7	识		1
ɕ	ieʔ	7	式		1
ɕ	ieʔ	7	饰		1
ɕ	ieʔ	7	锡		1
ɕ	ieʔ	7	析		1
ɕ	ieʔ	7	惜		1
ɕ	ieʔ	7	昔		1
ɕ	ieʔ	7	夕		1
ʑ	ieʔ	8	徙		1
ʑ	ieʔ	8	续		1
ʑ	ieʔ	8	涉		1
ʑ	ieʔ	8	舌		1
ʑ	ieʔ	8	折		1
ʑ	ieʔ	8	绝		1
ʑ	ieʔ	8	术		1
ʑ	ieʔ	8	晰		1
ʑ	ieʔ	8	述		1
ʑ	ieʔ	8	若		1
ʑ	ieʔ	8	弱		1
ʑ	ieʔ	8	食	文	1
ʑ	ieʔ	8	席		1
ʑ	ieʔ	8	俗		1
ʑ	ieʔ	8	续		1
ɦ	ieʔ	8	叶		1
ɦ	ieʔ	8	页		1
ɦ	ieʔ	8	协		1
ɦ	ieʔ	8	侠		1
ɦ	ieʔ	8	悦		1
ɦ	ieʔ	8	阅		1
ɦ	ieʔ	8	越		1
ɦ	ieʔ	8	粤		1
ɦ	ieʔ	8	穴		1
ɦ	ieʔ	8	逸		1
ɦ	ieʔ	8	药		1
ɦ	ieʔ	8	跃		1
ɦ	ieʔ	8	域		1
ɦ	ieʔ	8	欲		1
ɦ	ieʔ	8	悠		1
ɦ	ieʔ	8	浴		1
ɦ	ieʔ	8	疫		1
ɦ	ieʔ	8	役		1
ɦ	ieʔ	8	亦		1
ɦ	ieʔ	8	译		1
ɦ	ieʔ	8	易		1
ɦ	ieʔ	8	液		1
ɦ	ieʔ	8	腋		1
零	ieʔ	7	乙		1
零	ieʔ	7	一		1
零	ieʔ	7	隘		1
零	ieʔ	7	缢		1
零	ieʔ	7	揖		1
零	ieʔ	7	约		1
零	ieʔ	7	钥		1
零	ieʔ	7	育		1
零	ieʔ	7	郁		1
零	ieʔ	7	益		1
k	uəʔ	7	刮		1
k	uəʔ	7	骨		1
kʰ	uəʔ	7	阔		1
g	uəʔ	8	掘		1
零	uəʔ	7	挖		1
h	ɔʔ	7	霍		1
h	ɔʔ	7	董		1
h	ɔʔ	7	福		1
h	ɔʔ	7	幅		1
h	ɔʔ	7	蝠		1
h	ɔʔ	8	伏		1
ɦ	ɔʔ	8	斛		1
零	ɔʔ	7	恶		1
零	ɔʔ	7	屋		1
零	ɔʔ	7	沃		1
零	ŋ̍	2	牛		1
零	ŋ̍	3	尔		1
零	ŋ̍	6	五		1
零	l̩	2	儿		1
零	l̩	6	而		1
