漢字	IPA	注釋
生	tsʰã1	（白讀）～熟
青	tsʰã1	（白讀）～菜
參	tsʰã1	～加
□	tsʰã2	～暝：昨天
慘	tsʰã3	
醒	tsʰã3	（白讀）清～：睡醒。半～死：半死不活。發～：發情
腥	tsʰã5	（白讀）臭～：大蒜等發出的嗆人氣味。《廣韻》蘇佞切
三	sã1	
杉	sã1	（文讀）～籮（盆）：臉盆
箵	sã3	扒～：盛穀物竹具
爭	tʃã1	（白讀）相～
正	tʃã1	～月
□	tʃã2	照，耀眼。俗字⿱日盛
□	tʃã2	衝泡（蛋花）
斬	tʃã3	
嶄	tʃã3	
□	tʃã4	抱。個～：一抱（柴火）
站	tʃã5	
棧	tʃã5	
正	tʃã5	（白讀）四～：端正
摻	tʃʰã1	
撐	tʃʰã5	
懺	tʃʰã5	
兄	ʃã1	
生	ʃã1	（白讀）～妹：生孩子
牲	ʃã1	（白讀）頭～：家禽，牲畜
聲	ʃã1	（白讀）～音
衫	ʃã1	
杉	ʃã1	（白讀）水～
成	ʃã2	（白讀）～凍，凝凍。～人
省	ʃã3	～錢
𣛮	ʃã5	春～：嫁奩
□	ʃã5	吃食不節省
甘	kã1	
柑	kã1	
江	kã1	
羹	kã1	
監	kã1	～察
更	kã1	（白讀）三～
幹	kã1	（文讀）～脆
尷	kã1	不～（不）尬：捉襟見肘
□	kã1	～□ke⁵：吝嗇
銜	kã2	（白讀）
含	kã2	（白讀）～飯
減	kã3	
梗	kã3	
鯁	kã3	
埂	kã3	
哽	kã3	
橄	kã3	
趕	kã3	
感	kã3	（文讀）～冒
絳	kã5	
降	kã5	（白讀）下～
監	kã5	（白讀）太～
坑	kʰã1	
堪	kʰã1	
砍	kʰã3	
坎	kʰã3	
□	kʰã4	
掐	kʰã4	
勘	kʰã5	
炕	kʰã5	
抗	kʰã5	
□	kʰã5	～～好：剛剛好
□	kʰã5	～蜢：蚱蜢
雅	ŋã3	
函	hã2	
涵	hã2	
降	hã2	投～
鹹	hã2	～陽，～豐
銜	hã2	（文讀）
含	hã2	（文讀）～笑
喊	hã3	
𬄝	hã4	廚房裏特製的放置各種廚房用具等的大木架，下有蓄水池、水槽等。俗字⿰木項
陷	hã5	
阿	ã1	詞頭。俗作“唵＂
醃	ã1	～菜：酸菜
經	ã1	（白讀）～布機：織布機①本字承嚴修鴻告知。
莖	ã2	量詞，用於細長的物體②嚴修鴻《福建西部方言的量詞“莖＂字》，《汕頭大學學報》1999年第6期，第62-65頁。
桁	ã2	～子：檁子
□	ã2	～昏頭：夜間
□	ã3	掩上（門）
□	ã5	任濕物堆著
□	ã5	～□mã²頭：喉嚨
坪	piã2	
平	piã2	（白讀）～地
餅	piã3	
摒	piã5	（白讀）倒掉，傾倒
並	piã5	（白讀）
□	piã5	掙扎，衝撞
肋	pʰiã1	部
栟	pʰiã1	起～：借柱架椽。個～：一大塊③“栟＂讀作陰上調時，比陰平調表示的物體似乎來得個兒大些。
□	pʰiã2	腿亂掃著走，掃腿；除去漂浮物體④pʰiã²讀作入聲調時有摹狀的效果，掃腿的幅度似乎更大些。
□	pʰiã4	滿
□	miã1	（用布等）遮蓋⑤miã¹讀作入聲調時有摹狀的效果。
名	miã2	
明	miã2	（白讀）松～
命	miã5	（白讀）人～
□	tiã1	骹～：腳跟
鼎	tiã3	（白讀）鍋
□	tiã3	攔截，從中間砍斷
擲	tiã4	①“擲＂聲韻母讀同“鄭＂，可能是《廣韻》漏收了陽聲韻的反切。沙縣說tiɔ̃⁴，永安說tiõ⁴，松溪說tiaŋ⁸。“擲色子＂建甌說tiaŋ⁴²te²¹tsiɛ²¹，tiaŋ⁴²可能就是“擲＂字。
糴	tiã4	買（糧食）
鄭	tiã5	
定	tiã5	（文讀）限～
廳	tʰiã1	
聽	tʰiã1	（白讀）～事：聽話
程	tʰiã2	
呈	tʰiã2	
□	tʰiã3	絆，套住
定	tʰiã5	（白讀）預訂
□	tʰiã5	跨，搭上
靈	liã2	（白讀）～堂
晾	liã2	
領	liã3	
嶺	liã3	
亮	liã5	（白讀）聲說～：嗓音嘹亮
精	tʃiã1	（白讀）好，質優
□	tʃiã3	味淡
請	tʃʰiã3	（白讀）～客。漫駡，斥責
且	tʃʰiã3	
倩	tʃʰiã5	（白讀）～人：被雇請
贏	ʃiã2	（白讀）引誘。～雞：呼雞②也可能是“營＂字，參莊初升《閩語平和方言中屬於以母白讀層的幾個本字》，收於莊初升《韶華集——漢語方言學論稿》，香港：香港中文大學中國文化研究所、吳多泰中國語文研究中心，2004年，第180頁。原載《語文研究》2002年第3期。
姓	ʃiã5	
性	ʃiã5	（白讀）心～：性情
驚	kiã1	（白讀）害怕
行	kiã2	（白讀）走。介詞，從
頸	kiã3	
鏡	kiã5	
鑒	kiã5	
監	kiã5	（文讀）國子～
龕	kʰiã1	
□	kʰiã1	熏（臭味極濃）
□	kʰiã1	烏～：一種全身烏黑的鳥；常用來貶稱皮膚黝黑者
□	ŋiã1	砍
巖	ŋiã2	
盈	ŋiã2	
營	ŋiã2	（白讀）～長
迎	ŋiã2	（白讀）遊行
贏	ŋiã2	（文讀）輸～
□	ŋiã2	～人：極甜，甜得膩人
娘	ŋiã3	唵～：面稱母親。沙縣亦讀陰上調
□	ŋiã3	歪斜著快要倒塌
□	ŋiã3	□tʃa⁴～：好奇
□	ŋiã4	扇動
□	ŋiã5	看
班	pẽ1	
斑	pẽ1	
頒	pẽ1	
崩	pẽ1	
扳	pẽ1	
瘢	pẽ1	
冰	pẽ1	（白讀）霜～脧：冰棱
朋	pẽ2	
瓶	pẽ2	
板	pẽ3	
版	pẽ3	
反	pẽ3	（白讀）反轉
板	pẽ3	
辦	pẽ5	
扮	pẽ5	
烹	pʰẽ1	
攀	pʰẽ1	
翻	pʰẽ1	（白讀）～滾鬥：翻跟鬥
瓣	pʰẽ5	
襻	pʰẽ5	紐子～：紐襻
蠻	mẽ2	
閩	mẽ2	
猛	mẽ3	（文讀）威～
孟	mẽ5	
慢	mẽ5	不快。遲
抿	mẽ7	
登	tẽ1	
瞪	tẽ1	
燈	tẽ1	
釘	tẽ1	鐵～
釘	tẽ1	～書機
疔	tẽ1	
填	tẽ2	（文讀）～詞，～空
亭	tẽ2	
停	tẽ2	
騰	tẽ2	
藤	tẽ2	
謄	tẽ2	
澄	tẽ2	
點	tẽ3	
等	tẽ3	
戥	tẽ3	
頂	tẽ3	（白讀）頭～
但	tẽ4	
錠	tẽ4	
墊	tẽ4	（白讀）～付
鄧	tẽ5	
凳	tẽ5	
旦	tẽ5	
蛋	tẽ5	
誕	tẽ5	
惦	tẽ5	
店	tẽ5	（白讀）客～
蟶	tʰẽ1	
滕	tʰẽ2	
填	tʰẽ2	（白讀）倒（酒等）；澆鑄
坦	tʰẽ3	
挺	tʰẽ3	（文讀）筆～
艇	tʰẽ3	前二字聲調受普通話影響
挺	tʰẽ4	（白讀）輕碰，挨上
歎	tʰẽ5	
牚	tʰẽ5	理會，交結
奶	lẽ1	乳房，乳汁。俗作“月能＂。或認為是百越語底層詞
能	lẽ2	
零	lẽ2	
翎	lẽ2	
□	lẽ2	白～（魚）：一種淡水魚
冷	lẽ3	
懶	lẽ3	～：懶惰
撚	lẽ4	捏
念	lẽ5	（文讀）～經
增	tsẽ1	（文讀）～加
曾	tsẽ1	姓
層	tsẽ2	
曾	tsẽ2	～經
剪	tsẽ3	
贊	tsẽ5	
贈	tsẽ5	
憎	tsẽ5	
甑	tsẽ5	飯～：蒸飯用的桶
呻	tsʰẽ1	（白讀）～邊：水快燒開時發出聲音
塍	tsʰẽ2	（白讀）稻田。《集韻》或作“畻＂
星	sẽ1	
猩	sẽ1	
腥	sẽ1	葷～
僧	sẽ1	
森	sẽ1	
先	sẽ1	（白讀）起～
醒	sẽ3	（文讀）清～
腥	sẽ5	（文讀）臭～：腥臭。《廣韻》蘇佞切
擤	sẽ5	
鉎	sẽ5	鐵銹，銹蝕
信	sẽ5	（白讀）相～
□	sẽ5	今～：現在
爭	tʃẽ1	（文讀）鬥～
箏	tʃẽ1	
榛	tʃẽ1	
臻	tʃẽ1	
蓁	tʃẽ1	
橙	tʃẽ2	
盞	tʃẽ3	凹陷部；～糕：油餅
筅	tʃʰẽ3	飯～：炊帚。又作動詞
□	tʃʰẽ4	凸出
□	tʃʰẽ5	透出，露出（骨頭等）
參	ʃẽ1	人～
笙	ʃẽ1	
甥	ʃẽ1	
生	ʃẽ1	（文讀）花～
牲	ʃẽ1	（文讀）犧～
鱗	ʃẽ2	（白讀）魚～
產	ʃẽ3	
鏟	ʃẽ3	（文讀）～除
省	ʃẽ3	～會
省	ʃẽ3	反～
肩	kẽ1	
奸	kẽ1	
庚	kẽ1	
耕	kẽ1	
粳	kẽ1	
跟	kẽ1	
間	kẽ1	時～
更	kẽ1	（文讀）～改
根	kẽ1	（文讀）～據
□	kẽ2	～□lẽ²：努力睜開
堿	kẽ3	
簡	kẽ3	
襇	kẽ3	
柬	kẽ3	
耿	kẽ3	
繭	kẽ3	
諫	kẽ5	
更	kẽ5	～加
凚	kẽ5	觸及冷物的感覺，多說“～人＂
間	kẽ5	（文讀）～隔
輕	kʰẽ1	
刊	kʰẽ1	
牽	kʰẽ1	（白讀）～手
肯	kʰẽ3	
啃	kʰẽ3	
看	kʰẽ5	
間	kʰẽ5	（白讀）～雨：雨漸小，稍停
凝	ŋiẽ2	（白讀）～垢：結垢
顏	ŋiẽ2	（文讀）容～
研	ŋiẽ2	（文讀）～磨
眼	ŋiẽ3	
碾	ŋiẽ3	
硬	ŋiẽ5	
岸	ŋiẽ5	
雁	ŋiẽ5	
亨	hẽ1	
哼	hẽ1	
衡	hẽ2	
恒	hẽ2	
還	hẽ2	（白讀）～書，～原
舷	hẽ2	邊～：邊緣
閑	hẽ2	（文讀）清～：輕鬆
行	hẽ2	（文讀）出～：年初首次出工
行	hẽ2	品～
狠	hẽ3	
罕	hẽ3	
限	hẽ4	
很	hẽ4	
恨	hẽ4	
憾	hẽ4	
杏	hẽ5	
莧	hẽ5	
幸	hẽ5	
幸	hẽ5	
悻	hẽ5	
漢	hẽ5	（白讀）好～
恩	ẽ1	
鶯	ẽ1	
閑	ẽ2	（白讀）～戰：嬉鬧
縆	ẽ2	繃得緊
案	ẽ5	
按	ẽ5	
晏	ẽ5	
應	ẽ5	（白讀）答應，回應
般	puẽ1	
搬	puẽ1	
分	puẽ1	（白讀）～開
盤	puẽ2	舀
磐	puẽ2	
畈	puẽ3	山坡地
範	puẽ4	
伴	puẽ4	（白讀）老～
拌	puẽ4	甩；拍打衣物以除去灰塵
半	puẽ5	
畔	puẽ5	
飯	puẽ5	（白讀）～碗
潘	pʰuẽ1	
判	pʰuẽ5	
叛	pʰuẽ5	
胖	pʰuẽ5	
絆	pʰuẽ5	～倒①“絆＂還有陽平、陰上和入聲的讀法，其中後者最有摹狀的效果。
伴	pʰuẽ5	（文讀）陪～
絆	pʰuẽ7	橫掃
鰻	muẽ2	
瞞	muẽ2	
□	muẽ2	一種大山雞
滿	muẽ3	
漫	muẽ5	
幔	muẽ5	
蔓	muẽ5	
端	tuẽ1	
丹	tuẽ1	
單	tuẽ1	～獨
當	tuẽ1	（白讀）～中
壇	tuẽ2	
檀	tuẽ2	
鱣	tuẽ2	
彈	tuẽ2	～琴
彈	tuẽ2	子～
剸	tuẽ2	個～：一截，一段。《廣韻》度官切，也
□	tuẽ3	砍斷；敲擊
斷	tuẽ4	拗～
段	tuẽ5	
緞	tuẽ5	
鍛	tuẽ5	
煆	tuẽ5	
斷	tuẽ5	判～
頓	tuẽ5	（白讀）隔～：隔餐
吞	tʰuẽ1	
灘	tʰuẽ1	
攤	tʰuẽ1	
團	tʰuẽ2	
□	tʰuẽ4	重煮
炭	tʰuẽ5	
碳	tʰuẽ5	
逿	tʰuẽ5	丟失
蘭	luẽ2	
攔	luẽ2	
欄	luẽ2	
巒	luẽ2	
鸞	luẽ2	
闌	luẽ2	
鑾	luẽ2	
難	luẽ2	遲緩。不易
卵	luẽ3	（文讀）～生
暖	luẽ3	（文讀）溫～
瀾	luẽ3	涎水。或認爲是“演＂字②嚴修鴻《漢語南方方言裏白讀中所見以母古讀的層次》，中國語學研究•開篇（第21輯），日本：好文出版，2002年。
爛	luẽ5	
亂	luẽ5	
難	luẽ5	患～
殘	tsuẽ2	
蟬	tsuẽ2	
薦	tsuẽ2	稻草床墊。俗作“苫＂
□	tsuẽ3	掐斷
撰	tsuẽ4	
饌	tsuẽ4	
鑽	tsuẽ5	名詞
鑽	tsuẽ5	動詞
纂	tsuẽ5	
村	tsʰuẽ1	
餐	tsʰuẽ1	
□	tsʰuẽ1	吃虧
慚	tsʰuẽ2	
燦	tsʰuẽ5	
篡	tsʰuẽ5	
酸	suẽ1	
刪	suẽ1	
珊	suẽ1	
姍	suẽ1	
跚	suẽ1	
傘	suẽ3	
散	suẽ5	
算	suẽ5	
蒜	suẽ5	
官	kuẽ1	
棺	kuẽ1	
關	kuẽ1	
觀	kuẽ1	
冠	kuẽ1	衣～
冠	kuẽ1	～軍
乾	kuẽ1	（白讀）餅～
干	kuẽ1	～支
竿	kuẽ1	
肝	kuẽ1	（文讀）～膽相照
寒	kuẽ2	（白讀）～人：天冷
懸	kuẽ2	（白讀）高
□	kuẽ2	□ka⁵～□luẽ²：整個兒，囫圇
管	kuẽ3	
館	kuẽ3	
稈	kuẽ3	稻草
杆	kuẽ3	（文讀）欄～子：欄杆
貫	kuẽ5	
慣	kuẽ5	
罐	kuẽ5	
鸛	kuẽ5	
幹	kuẽ5	無～：無用，無能
幹	kuẽ5	～部
□	kuẽ5	～竹：地名，書面形式爲“蓋竹＂
寬	kʰuẽ1	十～隻：十幾個
款	kʰuẽ3	
侃	kʰuẽ3	
安	ŋuẽ1	
鞍	ŋuẽ1	
彎	ŋuẽ1	
灣	ŋuẽ1	
□	ŋuẽ1	～人：受芋頭汁等刺激而發癢
頑	ŋuẽ2	
晚	ŋuẽ3	
挽	ŋuẽ3	
碗	ŋuẽ3	
宛	ŋuẽ3	
豌	ŋuẽ3	
皖	ŋuẽ3	
腕	ŋuẽ3	誤讀
剜	ŋuẽ3	誤讀
旱	ŋuẽ4	
萬	ŋuẽ5	
番	huẽ1	
蕃	huẽ1	
藩	huẽ1	
翻	huẽ1	（文讀）～身
歡	huẽ1	
肝	huẽ1	（白讀）豨～：豬肝
昏	huẽ1	（白讀）暗～頭：夜晚時分
凡	huẽ2	
帆	huẽ2	
礬	huẽ2	
煩	huẽ2	
繁	huẽ2	
韓	huẽ2	
橫	huẽ2	
桓	huẽ2	
環	huẽ2	
還	huẽ2	（文讀）～有
鼾	huẽ2	～眠：打鼾
寒	huẽ2	（文讀）大～
□	huẽ2	芋～：芋頭的莖葉
返	huẽ3	
反	huẽ3	（文讀）相～
犯	huẽ4	
範	huẽ4	
緩	huẽ4	
遠	huẽ4	（白讀）距離大
汗	huẽ5	
焊	huẽ5	
翰	huẽ5	
奐	huẽ5	
喚	huẽ5	
煥	huẽ5	
換	huẽ5	
幻	huẽ5	
患	huẽ5	
宦	huẽ5	
販	huẽ5	
漢	huẽ5	（文讀）～族
飯	huẽ5	（文讀）要～
泛	huẽ5	（文讀）廣～
山	ʃyẽ1	
閂	ʃyẽ1	
栓	ʃyẽ1	
卵	ʃyẽ4	（白讀）雞～：雞蛋
僆	ʃyẽ5	雞～：未生蛋的母雞
□	ʃyẽ5	皺
鹹	kyẽ2	
幫	põ1	
邦	põ1	
榜	põ3	
綁	põ3	
□	põ3	～筆：將多餘的墨汁在硯臺邊上刷去
謗	põ5	
塝	põ5	田埂的壁
泵	põ5	
忙	mõ2	
亡	mõ2	
茫	mõ2	
盲	mõ2	
芒	mõ2	（文讀）～種
莽	mõ3	
蟒	mõ3	
罔	mõ3	隨意
望	mõ5	（白讀）看，遠望
當	tõ1	（文讀）～時
擔	tõ1	（文讀）～任。也有可能是訓讀“當＂
裝	tõ1	（白讀）～哩：裝住
堂	tõ2	
膛	tõ2	
瞠	tõ2	
螳	tõ2	
棠	tõ2	
唐	tõ2	
塘	tõ2	
腸	tõ2	
長	tõ2	～期
黨	tõ3	
擋	tõ3	
檔	tõ3	
漲	tõ3	～水：漲潮
宕	tõ4	
蕩	tõ4	
盪	tõ4	洗第二遍
當	tõ5	典～，～作
湯	tʰõ1	
糖	tʰõ2	
躺	tʰõ3	
淌	tʰõ3	
倘	tʰõ3	
趟	tʰõ5	
燙	tʰõ5	
瓤	lõ2	
囊	lõ2	
郎	lõ2	
榔	lõ2	
螂	lõ2	
廊	lõ2	
狼	lõ2	
琅	lõ2	
烺	lõ2	
莨	lõ2	～萁（枝）：一種蕨類植物，可做燃料
□	lõ2	～嘴貨：零食
朗	lõ3	
攬	lõ3	（白讀）單臂摟抱
艦	lõ3	閩粵客贛等許多方言均有類似讀法。或認爲是上古漢語複輔音聲母的遺留
浪	lõ5	
□	lõ5	（文讀）～□□：寬曠
□	lõ5	（用棍子等）頂住（門），擊打
簪	tsõ1	
藏	tsõ2	隱～醃制
□	tsõ4	按下
葬	tsõ5	
臟	tsõ5	腹～：腸子
藏	tsõ5	西～
□	tsõ5	花～：梯形的種花所在
□	tsõ5	□□□ly⁴œ³ly⁴～：髒兮兮
倉	tsʰõ1	
蒼	tsʰõ1	
滄	tsʰõ1	
瘡	tsʰõ1	
囪	tsʰõ1	
窗	tsʰõ1	（文讀）同～
蠶	tsʰõ2	
床	tsʰõ2	（文讀）眠～：床鋪
桑	sõ1	
喪	sõ1	婚～
爽	sõ3	
磉	sõ3	
嗓	sõ3	
喪	sõ5	～失
莊	tʃõ1	
樁	tʃõ1	
妝	tʃõ1	
贓	tʃõ1	
髒	tʃõ1	肮～
裝	tʃõ1	（文讀）軍～
章	tʃõ1	
璋	tʃõ1	
樟	tʃõ1	
漳	tʃõ1	
彰	tʃõ1	
障	tʃõ1	保～。《廣韻》諸良切
麞	tʃõ1	
掌	tʃõ3	
障	tʃõ5	安裝（籬笆等）。《廣韻》之亮切
瘴	tʃõ5	打～：遭瘟
狀	tʃõ5	
昌	tʃʰõ1	
菖	tʃʰõ1	
猖	tʃʰõ1	
娼	tʃʰõ1	
廠	tʃʰõ3	
緔	tʃʰõ4	安裝
像	tʃʰõ4	（白讀）□tʃʰɯŋ¹～：好像
唱	tʃʰõ5	
倡	tʃʰõ5	
香	ʃõ1	
鄉	ʃõ1	
霜	ʃõ1	
孀	ʃõ1	
傷	ʃõ1	
殤	ʃõ1	
商	ʃõ1	
常	ʃõ2	
嘗	ʃõ2	
償	ʃõ2	
裳	ʃõ2	
床	ʃõ2	（白讀）炊～：蒸籠
享	ʃõ3	
響	ʃõ3	
晌	ʃõ3	
餉	ʃõ3	
賞	ʃõ3	
償	ʃõ3	誤讀
上	ʃõ4	～山
養	ʃõ4	（白讀）頭～：頭胎
尚	ʃõ5	
上	ʃõ5	四～：到處
□	ʃõ5	（白讀）稀疏
光	kõ1	亮
觥	kõ1	
扛	kõ1	
肛	kõ1	
豇	kõ1	
缸	kõ1	大碗
岡	kõ1	
崗	kõ1	
剛	kõ1	
綱	kõ1	
疳	kõ1	成～：疳積
敢	kõ3	
廣	kõ3	
講	kõ3	
港	kõ3	
杆	kõ3	（白讀）菜～
感	kõ3	（白讀）靈～：靈驗
鋼	kõ5	《廣韻》古浪切
淦	kõ5	
贛	kõ5	
杠	kõ5	
降	kõ5	（文讀）霜～
□	kõ5	撬
康	kʰõ1	
糠	kʰõ1	
慷	kʰõ1	
□	kʰõ1	臭尿～：尿臊味
壙	kʰõ3	墳～：墓穴
項	kʰõ4	下～：下頜
囥	kʰõ5	藏
伉	kʰõ5	
□	kʰõ5	～～：寬曠①很可能只是形容詞生動形式的衍生部分。
□	kʰõ5	
方	hõ1	
坊	hõ1	
肪	hõ1	
芳	hõ1	
荒	hõ1	
慌	hõ1	
謊	hõ1	
酣	hõ1	
蚶	hõ1	
防	hõ2	
妨	hõ2	
房	hõ2	（文讀）～地產
皇	hõ2	
楻	hõ2	大木桶。俗字
凰	hõ2	
頷	hõ2	
杭	hõ2	
航	hõ2	
磺	hõ2	
訪	hõ3	
仿	hõ3	
倣	hõ3	
紡	hõ3	
秧	õ1	
央	õ1	當～心：中間②“中間＂蓋竹話說“tõ⁴⁴³¯²⁴sæŋ⁴⁴³＂，“tõ⁴⁴³＂可能是“當央（心）tõ⁴⁴³õ⁴⁴³（sæŋ⁴⁴³）＂的簡略說法，也可能是“中央（心）tœŋ⁴⁴³õ⁴⁴³（sæŋ⁴⁴³）＂的合音。“tõ⁴⁴³¯²⁴＂的變調屬特例。
庵	õ1	
盦	õ1	用手遮
黃	õ2	
璜	õ2	
癀	õ2	
簧	õ2	
行	õ2	銀～
狂	õ2	（白讀）威脅。發～狗：瘋狗③本字承嚴修鴻告知。
揞	õ3	用手遮，捂
影	õ3	（白讀）□li⁷～：影子一閃而過，形容速度極快
暗	õ5	
張	tiõ1	姓。預帶。穿（衣服）（詈辭）④參莊初升《粵北土話音韻研究》，北京：中國社會科學出版社，2004年，第275-276頁。莊初升《論贛語中知組三等讀如端組的層次》，《方言》2007年第1期，第18-20頁。
場	tiõ2	
長	tiõ3	隊～
丈	tiõ4	（白讀）～夫倽：男人
帳	tiõ5	
脹	tiõ5	
賬	tiõ5	
長	tiõ5	餘剩。《廣韻》直亮切
杖	tʰiõ4	
扙	tʰiõ4	
丈	tʰiõ4	（文讀）大～夫
暢	tʰiõ5	
涼	liõ2	
梁	liõ2	
粱	liõ2	
良	liõ2	
糧	liõ2	
量	liõ2	測～
兩	liõ3	～把
兩	liõ3	斤～
諒	liõ5	
輛	liõ5	
量	liõ5	數～
亮	liõ5	（文讀）月～，用於人名等
漿	tʃiõ1	米～
將	tʃiõ1	～來
牆	tʃiõ2	
薔	tʃiõ2	
獎	tʃiõ3	
槳	tʃiõ3	
蔣	tʃiõ3	
癢	tʃiõ4	（白讀）作～：發癢
匠	tʃiõ5	
醬	tʃiõ5	
將	tʃiõ5	大～
漿	tʃiõ5	～洗
槍	tʃʰiõ1	
搶	tʃʰiõ3	
□	tʃʰiõ5	（毛竹等）裂開
箱	ʃiõ1	
廂	ʃiõ1	
湘	ʃiõ1	
相	ʃiõ1	互～
襄	ʃiõ1	
鑲	ʃiõ1	
□	ʃiõ1	畦
□	ʃiõ1	分～：井井有條
詳	ʃiõ2	
祥	ʃiõ2	
瘍	ʃiõ2	（白讀）汁液
想	ʃiõ3	
鯗	ʃiõ3	乾魚
象	ʃiõ4	
橡	ʃiõ4	
像	ʃiõ4	（文讀）神～
向	ʃiõ4	
相	ʃiõ5	～貌
薑	kiõ1	
羌	kiõ1	閩客粵許多方言讀不送氣聲母
僵	kiõ1	
繮	kiõ1	
疆	kiõ1	
礓	kiõ1	
薑	kiõ1	
強	kiõ2	～大
□	kiõ2	張開，撐起
□	kiõ2	（籃子等的）提手
強	kiõ3	勉～
□	kiõ5	撐開
匡	kʰiõ1	
眶	kʰiõ1	
筐	kʰiõ1	
腔	kʰiõ1	（文讀）～調
□	kʰiõ1	鑲嵌
央	ŋiõ1	（文讀）中～
殃	ŋiõ1	
鴦	ŋiõ1	
羊	ŋiõ2	
洋	ŋiõ2	
烊	ŋiõ2	融化
楊	ŋiõ2	
揚	ŋiõ2	
陽	ŋiõ2	
瘍	ŋiõ2	（文讀）胃潰～
娘	ŋiõ2	（文讀）新～
氧	ŋiõ3	
仰	ŋiõ3	
壤	ŋiõ3	
攘	ŋiõ3	
養	ŋiõ3	（文讀）營～
癢	ŋiõ3	（文讀）奇～難忍
樣	ŋiõ5	
漾	ŋiõ5	
釀	ŋiõ5	
讓	ŋiõ5	要。謙讓
影	ŋiõ7	人～
