繁體	简体	音標	註釋	聲	韻	調							
氒	氒	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
瘚	瘚	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
劂	劂	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
蕨	蕨	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
蟨	蟨	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
蟩	蟩	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
撅	撅	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
鱖	鳜	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
𠄌	𠄌	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
孓	孓	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
欮	欮	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
㵐	㵐	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
闕	阙	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
膬	膬	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
絟	絟	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
敠	敠	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
鷢	鷢	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
橜	橜	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
撅	撅	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
蹷	蹷	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
憠	憠	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
䞷	䞷	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
亅	亅	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
厥	厥	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
掘	掘	t͡ɕy̑ɛ˨˨˩	又音，如：～進隊	t͡ɕ	y̑ɛ	˨˨˩							
橛	橛	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
訐	讦	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
趌	趌	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
䅥	䅥	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
揭	揭	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
嵑	嵑	t͡ɕi̯e˨˨˩	通（碣）	t͡ɕ	i̯e	˨˨˩							
竭	竭	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
礍	礍	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
碣	碣	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
楬	楬	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
訐	讦	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
羯	羯	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
鍻	鍻	t͡ɕi̯e˨˨˩		t͡ɕ	i̯e	˨˨˩							
娎	娎	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
焎	焎	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
歇	歇	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
蠍	蝎	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
猲	猲	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
𤢔	𤢔	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
謁	谒	je˨˨˩		j	i̯e	˨˨˩							
閼	阏	je˨˨˩		j	i̯e	˨˨˩							
暍	暍	je˨˨˩		j	i̯e	˨˨˩							
𠱝	𠱝	je˨˨˩		j	i̯e	˨˨˩							
焆	焆	je˨˨˩		j	i̯e	˨˨˩							
孼	孼	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
糱	糱	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
讞	讞	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
蠥	蠥	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
㜸	㜸	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
闑	闑	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
櫱	櫱	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
䶬	䶬	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
䡾	䡾	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
钀	钀	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
抉	抉	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
䆕	䆕	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
妜	妜	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
焆	焆	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
䆢	䆢	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
黦	黦	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
刖	刖	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
跀	跀	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
軏	軏	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
抈	抈	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
扤	扤	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
枂	枂	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
玥	玥	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
𦘹	𦘹	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
鈅	鈅	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
月	月	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
噦	哕	jy˥˧	嘔吐	j	y	˥˧							
噦	哕	ɥɛ˨˨˩	文讀	j	y̑ɛ	˨˨˩							
戉	戉	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
鉞	钺	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
䋐	䋐	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
樾	樾	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
蚏	蚏	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
曰	曰	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
𡛟	𡛟	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
璏	璏	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
熭	熭	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
泧	泧	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
𧊎	𧊎	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
越	越	je˨˨˩	老派口語弱化，比如：~來~	j	i̯e	˨˨˩							
越	越	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
曰	曰	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
粵	粤	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
妜	妜	ɥɛ˨˨˩		j	y̑ɛ	˨˨˩							
玦	玦	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
潏	潏	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
䀗	䀗	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
譎	谲	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
觼	觼	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
鐍	鐍	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
駃	駃	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
芵	芵	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
赽	赽	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
鴂	鴂	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
鈌	鈌	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
觖	觖	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
騤	骙	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
㭈	㭈	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
疦	疦	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
蚗	蚗	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
趹	趹	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
憰	憰	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
䏐	䏐	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
抉	抉	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
蹶	蹶	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
䞵	䞵	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
決	决	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
訣	诀	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
闋	阕	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
湀	湀	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
炔	炔	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
缺	缺	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
蒛	蒛	t͡ɕʰy̑ɛ˨˨˩		t͡ɕʰ	y̑ɛ	˨˨˩							
䬂	䬂	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䟠	䟠	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
泧	泧	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
狘	狘	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䎀	䎀	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
㞽	㞽	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
血	血	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䆷	䆷	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䆝	䆝	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䦑	䦑	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
穴	穴	ɕi̯e˨˨˩		ɕ	i̯e	˨˨˩							
䋉	䋉	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
袕	袕	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
泬	泬	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
疦	疦	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
瞲	瞲	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䛎	䛎	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
䒸	䒸	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
坹	坹	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
烕	烕	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
吷	吷	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
𥄎	𥄎	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
血	血	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
吞	吞	tʰɛn˧˥		tʰ	ɛn	˧˥							
根	根	kɛn˧˥		k	ɛn	˧˥							
跟	跟	kɛn˧˥		k	ɛn	˧˥							
墾	垦	kʰɛn˥˧		kʰ	ɛn	˥˧							
懇	恳	kʰɛn˥˧		kʰ	ɛn	˥˧							
齦	龈	jin˧˩		j	in	˧˩							
垠	垠	jin˧˩		j	in	˧˩							
圻	圻	jin˧˩		j	in	˧˩							
斦	斦	jin˧˩		j	in	˧˩							
䓄	䓄	jin˧˩		j	in	˧˩							
狺	狺	n̠ʲin˧˩		n̠ʲ	in	˧˩							
㹜	㹜	n̠ʲin˧˩		n̠ʲ	in	˧˩							
䖐	䖐	n̠ʲin˧˩		n̠ʲ	in	˧˩							
痕	痕	xɛn˧˩		x	ɛn	˧˩							
很	很	xɛ̝ɪ̯˧˥	白讀	x	ɛ̝ɪ̯	˧˥							
很	很	xɐ̞ɪ̯˧˥	白讀2,如:丟~實	x	ɐ̞ɪ̯	˧˥							
很	很	xɛn˥˧		x	ɛn	˥˧							
狠	狠	xɛn˥˧		x	ɛn	˥˧							
恨	恨	xɛn˨˦	又音	x	ɛn	˨˦							
恩	恩	ŋɛn˧˥		ŋ	ɛn	˧˥							
彬	彬	pin˧˥		p	in	˧˥							
賓	宾	pin˧˥		p	in	˧˥							
檳	槟	pin˧˥		p	in	˧˥							
殯	殡	pin˧˥		p	in	˧˥							
鬢	鬓	pin˧˥		p	in	˧˥							
貧	贫	pʰin˧˩		pʰ	in	˧˩							
頻	频	pʰin˧˩		pʰ	in	˧˩							
嬪	嫔	pʰin˧˩		pʰ	in	˧˩							
髕	髌	pin˨˦		p	in	˨˦							
臏	膑	pin˨˦		p	in	˨˦							
牝	牝	pin˨˦		p	in	˨˦							
閩	闽	mᵇin˥˧		mᵇ	in	˥˧							
笢	笢	mᵇin˥˧		mᵇ	in	˥˧							
岷	岷	mᵇin˧˩		mᵇ	in	˧˩							
盿	盿	mᵇin˧˩		mᵇ	in	˧˩							
旻	旻	mᵇin˧˩		mᵇ	in	˧˩							
旼	旼	mᵇin˧˩		mᵇ	in	˧˩							
珉	珉	mᵇin˧˩		mᵇ	in	˧˩							
罠	罠	mᵇin˧˩		mᵇ	in	˧˩							
𥄐	𥄐	mᵇin˧˩		mᵇ	in	˧˩							
𭪟	𭪟	mᵇin˧˩		mᵇ	in	˧˩							
緡	緡	mᵇin˧˩		mᵇ	in	˧˩							
民	民	mᵇin˧˩		mᵇ	in	˧˩							
泯	泯	mᵇin˥˧		mᵇ	in	˥˧							
呡	呡	mᵇin˥˧	動詞，表示用嘴略舔	mᵇ	in	˥˧							
敏	敏	mᵇin˥˧		mᵇ	in	˥˧							
憫	悯	mᵇin˥˧		mᵇ	in	˥˧							
憫	悯	mᵇi̯ɐ̟n˥˧	白讀	mᵇ	i̯ɐ̟n	˥˧							
鄰	邻	nin˧˩		n	in	˧˩							
鱗	鳞	nin˧˩		n	in	˧˩							
磷	磷	nin˧˩		n	in	˧˩							
粦	粦	nin˧˩		n	in	˧˩							
燐	燐	nin˧˩		n	in	˧˩							
㷠	㷠	nin˧˩		n	in	˧˩							
吝	吝	nin˨˦		n	in	˨˦							
津	津	t͡ɕin˧˥		t͡ɕ	in	˧˥							
盡	尽	t͡ɕin˨˦		t͡ɕ	in	˨˦							
進	进	t͡ɕin˨˦		t͡ɕ	in	˨˦							
晉	晋	t͡ɕin˨˦		t͡ɕ	in	˨˦							
親	亲	t͡ɕʰin˧˥		t͡ɕʰ	in	˧˥							
秦	秦	t͡ɕʰin˧˩		t͡ɕʰ	in	˧˩							
辛	辛	ɕin˧˥		ɕ	in	˧˥							
新	新	ɕin˧˥		ɕ	in	˧˥							
薪	薪	ɕin˧˥		ɕ	in	˧˥							
信	信	ɕin˨˦		ɕ	in	˨˦							
訊	讯	ɕy̑in˨˦		ɕ	y̑in	˨˦							
珍	珍	t͡sɛn˧˥		t͡s	ɛn	˧˥							
鎮	镇	t͡sɛn˨˦		t͡s	ɛn	˨˦							
趁	趁	t͡sʰɛn˨˦		t͡sʰ	ɛn	˨˦							
陳	陈	t͡sʰɛn˧˩		t͡sʰ	ɛn	˧˩							
塵	尘	t͡sʰɛn˧˩		t͡sʰ	ɛn	˧˩							
陣	阵	t͡sɛn˨˦		t͡s	ɛn	˨˦							
莘	莘	ɕin˧˥	地名～莊在上海	ɕ	in	˧˥							
莘	莘	sɛn˧˥		s	ɛn	˧˥							
𤒇	𤒇	sɛn˧˥		s	ɛn	˧˥							
燊	燊	sɛn˧˥		s	ɛn	˧˥							
䯂	䯂	sɛn˧˥		s	ɛn	˧˥							
殝	殝	t͡sɛn˧˥		t͡s	ɛn	˧˥							
榛	榛	t͡sɛn˧˥		t͡s	ɛn	˧˥							
臻	臻	t͡sɛn˧˥		t͡s	ɛn	˧˥							
𧤛	𧤛	t͡sɛn˥˧		t͡s	ɛn	˥˧							
襯	衬	t͡sʰɛn˨˦		t͡sʰ	ɛn	˨˦							
甄	甄	t͡sɛn˧˥		t͡s	ɛn	˧˥							
真	真	t͡sɛn˧˥		t͡s	ɛn	˧˥							
診	诊	t͡sɛn˧˥	門～	t͡s	ɛn	˧˥							
疹	疹	t͡sɛn˧˥	濕～	t͡s	ɛn	˧˥							
屒	屒	t͡sɛn˥˧		t͡s	ɛn	˥˧							
縝	缜	t͡sɛn˥˧		t͡s	ɛn	˥˧							
振	振	t͡sɛn˥˧		t͡s	ɛn	˥˧							
震	震	t͡sɛn˨˦		t͡s	ɛn	˨˦							
抻	抻	t͡sʰɛn˧˥	1.作動詞，表示把鋪蓋（衣服等）鋪平整，理好。引審出把衣著形象理順，使看起來得體。如：理~，扦~2.作形容詞，形容衣著或人的（形象）等大方得體有風度。如：~敨（㪗）	t͡sʰ	ɛn	˧˥							
娠	娠	sɛn˧˩		s	ɛn	˧˩							
神	神	sɛn˧˩		s	ɛn	˧˩							
身	身	sɛn˧˥		s	ɛn	˧˥							
申	申	sɛn˧˥		s	ɛn	˧˥							
申	申	sɛn˧˥		s	ɛn	˧˥							
呻	呻	t͡sʰɛn˧˥	白讀，如：～喚	t͡sʰ	ɛn	˧˥							
呻	呻	sɛn˧˥		s	ɛn	˧˥							
伸	伸	t͡sʰɛn˧˥	白讀	t͡sʰ	ɛn	˧˥							
伸	伸	sɛn˧˥		s	ɛn	˧˥							
辰	辰	sɛn˧˩		s	ɛn	˧˩							
䢅	䢅	sɛn˧˩		s	ɛn	˧˩							
敐	敐	sɛn˧˩		s	ɛn	˧˩							
宸	宸	sɛn˧˩		s	ɛn	˧˩							
鷐	𫜀	sɛn˧˩		s	ɛn	˧˩							
𫜀	𫜀	sɛn˧˩		s	ɛn	˧˩							
麎	麎	sɛn˧˩		s	ɛn	˧˩							
䣅	䣅	sɛn˧˩		s	ɛn	˧˩							
屒	屒	sɛn˧˩		s	ɛn	˧˩							
晨	晨	sɛn˧˩		s	ɛn	˧˩							
臣	臣	t͡sʰɛn˧˩		t͡s	ɛn	˧˩							
腎	肾	sɛn˨˦		s	ɛn	˨˦							
慎	慎	t͡sʰɛn˨˦		t͡sʰ	ɛn	˨˦							
人	亻	zɛn˧˩		z	ɛn	˧˩							
仁	仁	zɛn˧˩		z	ɛn	˧˩							
綛	綛	zɛn˥˧		z	ɛn	˥˧							
忍	忍	zɛn˥˧		z	ɛn	˥˧							
刃	刃	zɛn˥˧		z	ɛn	˥˧							
韌	韧	zɛn˥˧		z	ɛn	˥˧							
紉	紉	zɛn˥˧		z	ɛn	˥˧							
紉	纫	zɛn˨˦	又音	z	ɛn	˨˦							
認	认	zɛn˨˦		z	ɛn	˨˦							
軔	轫	zɛn˨˦		z	ɛn	˨˦							
巾	巾	t͡ɕin˧˥		t͡ɕ	in	˧˥							
緊	紧	t͡ɕin˥˧		t͡ɕ	in	˥˧							
僅	仅	t͡ɕin˥˧		t͡ɕ	in	˥˧							
銀	银	jin˧˩		j	in	˧˩							
釁	衅	ɕin˨˦		ɕ	in	˨˦							
因	因	jin˧˥		j	in	˧˥							
姻	姻	jin˧˥		j	in	˧˥							
印	印	jin˨˦		j	in	˨˦							
寅	寅	jin˧˩		j	in	˧˩							
引	引	jin˥˧		j	in	˧˥							
斤	斤	t͡ɕin˧˥		t͡ɕ	in	˧˥							
筋	筋	t͡ɕin˧˥		t͡ɕ	in	˧˥							
謹	谨	t͡ɕin˥˧		t͡ɕ	in	˥˧							
勁	劲	t͡ɕin˨˦		t͡ɕ	in	˨˦							
勤	勤	t͡ɕʰin˧˩		t͡ɕʰ	in	˧˩							
芹	芹	t͡ɕʰin˧˩		t͡ɕʰ	in	˧˩							
近	近	t͡ɕin˨˦		t͡ɕ	in	˨˦							
忻	忻	ɕin˧˥		ɕ	in	˧˥							
昕	昕	ɕin˧˥		ɕ	in	˧˥							
炘	炘	ɕin˧˥		ɕ	in	˧˥							
邤	邤	ɕin˧˥		ɕ	in	˧˥							
欣	欣	ɕin˧˥		ɕ	in	˧˥							
殷	殷	jin˧˥		j	in	˧˥							
隱	隐	jin˥˧		j	in	˥˧							
觱	觱	pi̯e˨˨˩		p	i̯e	˨˨˩							
潷	滗	pi̯e˨˨˩		p	i̯e	˨˨˩							
鉍	铋	pi̯e˨˨˩		p	i̯e	˨˨˩							
柲	柲	pi̯e˨˨˩		p	i̯e	˨˨˩							
咇	咇	pi̯e˨˨˩		p	i̯e	˨˨˩							
㻶	㻶	pi̯e˨˨˩		p	i̯e	˨˨˩							
筆	笔	pi̯e˨˨˩		p	i̯e	˨˨˩							
邲	邲	pi̯e˨˨˩		p	i̯e	˨˨˩							
柲	柲	pi̯e˨˨˩		p	i̯e	˨˨˩							
馝	馝	pi̯e˨˨˩		p	i̯e	˨˨˩							
苾	苾	pi̯e˨˨˩		p	i̯e	˨˨˩							
䩛	䩛	pi̯e˨˨˩		p	i̯e	˨˨˩							
佖	佖	pi̯e˨˨˩		p	i̯e	˨˨˩							
駜	駜	pi̯e˨˨˩		p	i̯e	˨˨˩							
坒	坒	pi̯e˨˨˩		p	i̯e	˨˨˩							
飶	飶	pi̯e˨˨˩		p	i̯e	˨˨˩							
綼	綼	pi̯e˨˨˩		p	i̯e	˨˨˩							
鮅	鮅	pi̯e˨˨˩		p	i̯e	˨˨˩							
怭	怭	pi̯e˨˨˩		p	i̯e	˨˨˩							
䖩	䖩	pi̯e˨˨˩		p	i̯e	˨˨˩							
咇	咇	pi̯e˨˨˩		p	i̯e	˨˨˩							
怭	怭	pi̯e˨˨˩		p	i̯e	˨˨˩							
罼	罼	pi̯e˨˨˩		p	i̯e	˨˨˩							
蓽	荜	pi̯e˨˨˩		p	i̯e	˨˨˩							
韠	韠	pi̯e˨˨˩		p	i̯e	˨˨˩							
㻫	㻫	pi̯e˨˨˩		p	i̯e	˨˨˩							
䟆	䟆	pi̯e˨˨˩		p	i̯e	˨˨˩							
蹕	蹕	pi̯e˨˨˩		p	i̯e	˨˨˩							
滭	滭	pi̯e˨˨˩		p	i̯e	˨˨˩							
㪤	㪤	pi̯e˨˨˩		p	i̯e	˨˨˩							
鷝	鷝	pi̯e˨˨˩		p	i̯e	˨˨˩							
觱	觱	pi̯e˨˨˩		p	i̯e	˨˨˩							
珌	珌	pi̯e˨˨˩		p	i̯e	˨˨˩							
㓖	𰃻	pi̯e˨˨˩		p	i̯e	˨˨˩							
𰃻	𰃻	pi̯e˨˨˩		p	i̯e	˨˨˩							
熚	𤇹	pi̯e˨˨˩		p	i̯e	˨˨˩							
𤇹	𤇹	pi̯e˨˨˩		p	i̯e	˨˨˩							
𤇹	𤇹	pi̯e˨˨˩		p	i̯e	˨˨˩							
彃	彃	pi̯e˨˨˩		p	i̯e	˨˨˩							
㮿	㮿	pi̯e˨˨˩		p	i̯e	˨˨˩							
縪	縪	pi̯e˨˨˩		p	i̯e	˨˨˩							
鮅	𫚑	pi̯e˨˨˩		p	i̯e	˨˨˩							
𫚑	𫚑	pi̯e˨˨˩		p	i̯e	˨˨˩							
饆	𮩛	pi̯e˨˨˩		p	i̯e	˨˨˩							
𮩛	𮩛	pi̯e˨˨˩		p	i̯e	˨˨˩							
鏎	鏎	pi̯e˨˨˩		p	i̯e	˨˨˩							
篳	筚	pi̯e˨˨˩		p	i̯e	˨˨˩							
𰋾	𰋾	pi̯e˨˨˩		p	i̯e	˨˨˩							
𡠚	𰋾	pi̯e˨˨˩		p	i̯e	˨˨˩							
𡻞	𡻞	pi̯e˨˨˩		p	i̯e	˨˨˩							
𥀕	𥀕	pi̯e˨˨˩		p	i̯e	˨˨˩							
𥛘	𥛘	pi̯e˨˨˩		p	i̯e	˨˨˩							
𠦒	𠦒	pi̯e˨˨˩		p	i̯e	˨˨˩							
畢	毕	pi̯e˨˨˩		p	i̯e	˨˨˩							
必	必	pi̯e˨˨˩		p	i̯e	˨˨˩							
袐	袐	pi̯e˨˨˩		p	i̯e	˨˨˩							
䏘	䏘	pʰi̯e˨˨˩		pʰ	i̯e	˨˨˩							
鷝	鷝	pʰi̯e˨˨˩		pʰ	i̯e	˨˨˩							
匹	匹	pʰi̯e˨˨˩		pʰ	i̯e	˨˨˩							
㢸	㢸	pi̯e˨˨˩		p	i̯e	˨˨˩							
佖	佖	pi̯e˨˨˩		p	i̯e	˨˨˩							
胇	胇	pi̯e˨˨˩		p	i̯e	˨˨˩							
弼	弼	pʰi̯e˨˨˩		pʰ	i̯e	˨˨˩							
蔤	蔤	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
宓	宓	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
滵	滵	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
樒	樒	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
密	密	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
謐	谧	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
䤉	䤉	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
沕	沕	mᵇi˨˦	扎入水中埋頭猛進.打~子:潜泳 ~起腦殼整:潜水專攻某事.俗字可作(㴹)	mᵇ	i	˨˦							
榓	榓	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
宓	宓	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
淧	淧	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
蜜	蜜	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
㧒	㧒	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
䫻	䫻	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
匿	匿	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
暱	匿	n̠ʲi̯e˨˨˩		n̠ʲ	i̯e	˨˨˩							
