	注釋：=文，-白																																																
n	[1]□｛穿，～入被內｝[2]柚｛訓，～仔｝[3]軟-[5]鑽｛訓｝[6]卵-																																																
ts	[1]磚-[2]全-｛齊～｝[5]鑽-[6]旋｛頭殼～｝吮-｛～奶｝																																																
s	[1]酸孫穿□｛骹～：屁股｝[3]損-[5]算-□｛用繩勒緊｝																																																
k	[1]光-[3]管-捲-廣-｛～州｝[5]貫-｛錢～｝卷-券-																																																
kʰ	[5]勸																																																
h	[1]荒-昏-｛冥～｝[2]園-[6]遠-																																																
∅	[1]掩[2]黃[3]阮䘼｛袖｝捥｛挾抱｝[6]畏尉慰蔚																																																
#uɛ																																																	
p	[1]杯飛-[2]賠陪培裴[3]排-｛～開｝[5]貝背輩[6]背｛違～｝倍揹佩焙悖狽珮																																																
pʰ	[1]胚-坯-[2]皮-[5]配呸｛吐：～痰｝□｛竹～：竹片｝[6]被-																																																
b	[2]梅黴媒=酶煤枚莓糜｛飲～｝[3]每尾-美｛霞～：地名｝[6]未-																																																
t	[2]兌頹[5]綴｛陪從｝																																																
tʰ	[5]退=[6]□｛老～：老而變呆癡｝																																																
l	[2]羸｛弱｝[3]餒=																																																
ts	[5]最贅｛入～｝綴[6]罪睡｛膠～：入睡｝																																																
s	[1]衰缞吹炊｛蒸｝[2]垂箠[3]髓-[5]帥稅歲=說｛遊～｝[6]□｛淌，目滓～落下：眼淚流下｝																																																
dz	[2]挼｛用手磨壓：～死木虱｝蕤[6]銳																																																
k	[1]瓜[2]果-｛～子｝粿過檜會｛～計｝儉劊髻｛雞～：雞冠｝卦[5]拐																																																
kʰ	[1]魁盔恢｛～複｝科｛小丑作～｝[2]瘸｛～骹：跛腳｝葵-｛～扇｝[5]課｛工～：農活或家務｝□｛放置：～在床頭｝																																																
ɡ	[6]外=																																																
h	[1]花-灰[2]回迴茴徊蛔和｛～尚｝[3]火-伙-夥[5]悔貨-歲-誨賄[6]會=匯繪=潰																																																
∅	[1]碨鍋-剮-猥挖｛掏挖，掏取｝[5]穢[6]畫-話-劃																																																
#uɛʔ																																																	
pʰ	[8]□｛泡沫：水～｝																																																
b	[7]欲｛訓，要｝[8]襪-																																																
s	[7]說｛解～｝啜｛～湯｝																																																
k	[7]郭廓刮-｛～皮｝[8]橛｛一～柴｝																																																
kʰ	[7]缺-																																																
ɡ	[7]月-襪-																																																
h	[7]血-																																																
∅	[7]挖｛掏挖：～壁空｝[8]劃｛～破皮｝																																																
#uɛ̃																																																	
m	[2]糜-[6]妹-昧																																																
k	[1]關-[3]杆-																																																
n	[6]□｛抓取一部分｝																																																
#uai																																																	
k	[1]乖[3]拐柺蒯｛姓｝																																																
kʰ	[5]快塊=																																																
h	[2]懷淮槐[6]還																																																
s	[1]甩[3]惴																																																
∅	[1]歪																																																
#uãi																																																	
k	[1]關-																																																
s	[6]檨｛～仔：芒果｝																																																
#un																																																	
p	[1]分-[2]㖹｛吹｝[3]本[5]糞畚[6]笨																																																
pʰ	[1]□｛洗米水｝[2]盆[5]噴																																																
b	[2]文紋雯捫聞媒｛～人｝[3]吻刎[6]問悶汶紊燜｛～飯｝																																																
t	[1]墩諄敦噸鈍堆｛一大～｝[2]唇[3]盾□｛返回｝[5]頓=[6]鈍｛遲～｝屯沌																																																
tʰ	[1]吞椿[2]豚臀塵｛箲～：掃塵｝[3]□｛來回碾壓：～肉脯｝[6]填｛～海｝																																																
l	[2]輪倫侖綸淪[3]碾｛石～｝忍-｛吞～：忍氣吞聲｝懍｛懼怕｝[5]潤｛濕～｝[6]閏潤韌論崙																																																
ts	[1]尊遵蹲樽顫[2]存船-[3]准準[5]圳俊浚峻駿鐫顫[6]旋｛轉動：用一匙～；旋轉｝陣｛一～雨｝																																																
s	[1]孫蓀飧春村=伸-□｛剩｝屯邨[2]巡純醇淳旬殉[3]損筍糧蠢忖舛[5]遜舜巽瞬寸[6]順□｛檸｝馴																																																
k	[1]軍君[2]拳群裙𤉙｛～肉｝[3]滾鯀[5]棍[6]郡																																																
kʰ	[1]坤昆崑琨髡鹍堃[2]蜷[3]捆綑菌墾懇[5]困睏｛睡｝																																																
h	[1]分=昏芬薰熏勳紛吩婚煙-｛火～｝[2]痕魂捶紋墳雲[3]憤忿粉[5]訓奮馴楦｛鞋～｝[6]份混渾																																																
∅	[1]溫瘟[2]芸坛｛水～｝雲｛～霄：地名｝[3]允吮殞隱｛～痀：駝背｝[5]蘊慍醖揾｛沽：～醋｝[6]運韻																																																
#ut																																																	
p	[7]不抔｛捧取散物：～米｝[8]勃孛渤艴																																																
pʰ	[7]□｛砍｝																																																
b	[8]沒=勿=物=歿□｛杖打｝																																																
t	[7]咄[8]突凸																																																
tʰ	[7]脫｛～雞毛｝[8]禿□｛踏～：踩空｝																																																
l	[7]脫｛鬆脫｝[8]律□｛擠物｝率訥																																																
ts	[7]卒倅[8]秫｛～米：糯米｝																																																
s	[7]戍戌恤率蟀出甩｛訓｝[8]術述塞｛訓，壓塞：～瓶嘴｝																																																
k	[7]骨[8]滑猾掘倔																																																
kʰ	[7]屈窟崛[8]孑｛孤～：隻身孤單｝																																																
ɡ	[8]兀杌																																																
h	[7]忽拂弗紼芾惚[8]佛核																																																
∅	[7]熨｛～鬥｝鬱｛～悶｝尉｛姓：～遲｝[8]□｛騙取｝																																																
#uan																																																	
p	[1]搬=般=[2]盤=[5]半=絆=[6]叛拌畔																																																
pʰ	[1]潘=藩=[5]判=[6]伴=																																																
b	[3]滿=挽=晚=懣輓																																																
t	[1]端[3]短=[5]鍛｛～煉｝斷=｛決～｝[6]斷=傳=｛～記｝緞篆段=｛姓｝																																																
tʰ	[1]湍[2]團=傳=[5]煆鍛																																																
l	[2]戀孿欒攣鑾巒鸞[3]暖軟=卵=[6]亂																																																
ts	[1]專磚=顓遄[2]全=泉=[3]轉賺囀[5]鑽[6]撰饌詮																																																
s	[1]宣萱喧暄煊酸=川穿=村[2]旋漩璿船=[3]選喘拶桚[5]算=蒜[6]鑽羨檨																																																
dz	[3]軟=嫩｛訓｝																																																
k	[1]官=棺=關=觀冠鰥倌[2]權懸-｛高｝[3]管=館捲=卷=盥[5]眷貫慣灌罐卷=冠｛～軍｝[6]惓倦縣-																																																
kʰ	[1]寬髖圈｛圓～｝[2]環圈寰拳=[3]款窾[5]勸=																																																
ɡ	[2]元原源[3]阮｛替，我們｝[6]願																																																
h	[1]番翻蕃歡藩幡吩｛～咐｝[2]礬環=煩繁寰垣還=桓帆=繁樊礬[3]反=返[5]幻泛渙喚煥販[6]犯患宦範飯=換=凡梵																																																
∅	[1]彎冤灣鴛[2]員完猿袁轅丸園=烷[3]遠=宛苑腕碗=箢婉剜玩頑[6]緩媛援爰																																																
#uat																																																	
p	[8]拔=跋=																																																
pʰ	[7]潑=｛～婦｝																																																
b	[7]抹=[8]末=沫=																																																
t	[7]啜掇[8]奪																																																
tʰ	[7]脫=																																																
l	[7]劣捋[8]捋																																																
ts	[7]拙茁[8]絕																																																
s	[7]說=雪=[8]洩｛濺｝																																																
k	[7]決括決聒刮抉																																																
kʰ	[7]缺=闊=闕厥蹶橛蕨																																																
ɡ	[8]月=																																																
h	[7]法發髮[8]伐乏活罰閥滑=筏																																																
∅	[7]斡軋[8]閱越鉞																																																
