字表	聲母	韻母	聲調		序號
擼	l	uᵝ	1		2462
擼	l	uᵝ	6		2497
擼	l	uᵝ	1		2498
嚕	l	uᵝ	1		1025
嚕	l	uᵝ	1		1040
芦	l	uᵝ	6		5165
盧	l	uᵝ	6		693
盧	l	uᵝ	6		4101
攎	l	uᵝ	1		2505
蘆	l	uᵝ	6		5445
廬	l	uᵝ	6		1756
廬	l	uᵝ	6		1795
瀘	l	uᵝ	6		3246
瀘	l	uᵝ	6		3534
爐	l	uᵝ	6		3560
爐	l	uᵝ	6		3668
轤	l	uᵝ	6		6331
轤	l	uᵝ	6		6343
顱	l	uᵝ	6		7171
顱	l	uᵝ	6		7188
鱸	l	uᵝ	6		7485
鱸	l	uᵝ	6		7491
卤	l	uᵝ	6		694
鹵	l	uᵝ	6		7612
虜	l	uᵝ	6		5459
虜	l	uᵝ	6		5466
魯	l	uᵝ	6		7448
魯	l	uᵝ	6		7490
擄	l	uᵝ	6		2345
擄	l	uᵝ	6		2469
櫓	l	uᵝ	6		3005
櫓	l	uᵝ	6		3023
录	l	oʔ	8		1839
陸	l	oʔ	8		6978
陸	l	oʔ	8		7006
鹿	l	oʔ	8		7616
禄	l	oʔ	8		4306
祿	l	oʔ	8		4303
碌	l	oʔ	8		4234
賂	l	uᵝ	6		6082
賂	l	uᵝ	6		6157
路	l	uᵝ	6		6232
盝	l	oʔ	8		4091
漉	l	oʔ	8		3445
熝	l	oʔ	8		3641
戮	l	oʔ	8		2122
錄	l	oʔ	8		6658
潞	l	uᵝ	6		3472
璐	l	uᵝ	6		3864
轆	l	oʔ	8		6326
轆	l	oʔ	8		6365
麓	l	oʔ	8		7620
露	l	uᵝ	6		7078
鷺	l	uᵝ	6		7565
鷺	l	uᵝ	6		7609
巒	l	ø	6		1628
巒	l	ø	6		1661
欒	l	ø	6		2842
欒	l	ø	6		3037
灤	l	ø	6		3431
灤	l	ø	6		3547
鑾	l	ø	6		6639
鑾	l	ø	6		6735
鸞	l	ø	6		7570
鸞	l	ø	6		7590
卵	l	uᵝ	6		706
卵-	l	ø	6		707
亂	l	ø	6		79
亂	l	ø	6		84
掄	l	əŋ	1		2188
掄	l	əŋ	1		2314
仑	l	əŋ	6		144
侖	l	əŋ	6		256
倫	l	əŋ	6		199
倫	l	əŋ	6		327
圇	l	əŋ	6		1071
圇	l	əŋ	6		1080
淪	l	əŋ	6		3205
淪	l	əŋ	6		3340
綸	l	əŋ	6		4659
綸	l	əŋ	6		4751
輪	l	əŋ	6		6316
輪	l	əŋ	6		6339
埨	l	əŋ	6		1148
論	l	əŋ	6		5841
論	l	əŋ	6		5927
腡	l	uᵝ	6		5037
腡	l	uᵝ	6		5052
螺	l	uᵝ	6		5581
羅	l	uᵝ	6		4856
羅	l	uᵝ	6		4870
騾	l	uᵝ	6		7334
騾	l	uᵝ	6		7387
蘿	l	uᵝ	6		5311
蘿	l	ɔ	6	~蔔	
蘿	l	uᵝ	6		5457
蘿	l	ɔ	6	~蔔	
邏	l	uᵝ	6		6447
邏	l	uᵝ	6		6492
玀	l	uᵝ	6		3761
玀	l	uᵝ	6		3787
籮	l	uᵝ	6		4493
籮	l	uᵝ	6		4542
鑼	l	uᵝ	6		6733
鑼	l	uᵝ	6		6826
裸	l	uᵝ	6		5684
洛	l	oʔ	8		3256
落	l	oʔ	8		5326
絡	l	oʔ	8		4634
絡	l	oʔ	8		4781
閭	l	y	6		6888
閭	l	y	6		6937
櫚	l	y	6		2939
櫚	l	y	6		3024
驢	l	uᵝ	6		7344
驢	l	y	6		7345
驢	l	uᵝ	6		7357
驢	l	y	6		7358
吕	l	y	6		806
呂	l	i	6		837
侣	l	y	6		262
侶	l	y	6		274
捋	l	əʔ	8		2286
旅	l	y	6		2588
鋁	l	y	6		6645
鋁	l	y	6		6784
膂	l	y	6		5068
屢	l	y	6		1594
屢	l	y	6		1595
履	l	i	6		1597
縷	l	y	6		4695
縷	l	y	6		4820
律	l	iɪʔ	8		1868
虑	l	y	6		5461
率	l	iɪʔ	8		3790
率	s	ᴇ	1		3791
率	s	ø	5		3792
率	s	əʔ	7		3793
氯	l	oʔ	8		3148
綠	l	oʔ	8		4648
綠	l	oʔ	8		4811
慮	l	y	6		2051
濾	l	y	6		3429
濾	l	y	6		3525
掠	l	iaʔ	8		2330
略	l	iaʔ	8		3925
媽	m	a	1		1306
媽	m	a	1		1396
麻	m	uˠ	6		7634
馬	m	a	6		7304
馬	m	a	6		7348
馬-	m	uˠ	6		7305
馬-	m	uˠ	6		7349
瑪	m	a	6		3797
瑪	m	a	6		3857
瑪-	m	uˠ	6		3798
瑪-	m	uˠ	6		3858
碼	m	uˠ	6		4198
碼	m	uˠ	6		4250
螞	m	uˠ	6		5485
螞	m	uˠ	6		5576
罵	m	a	6		4866
罵	m	a	6		7369
罵-	m	uˠ	6		4867
罵-	m	uˠ	6		7370
埋	m	a	6		1143
霾	m	ᴇ	6		7083
買	m	a	6		78
買	m	a	6		6072
脉	m	aʔ	8		5023
脈	m	aʔ	8		5022
麥	m	aʔ	8		7624
麥	m	aʔ	8		7625
賣	m	a	6		685
賣	m	a	6		6100
邁	m	ᴇ	6		6392
邁	m	ᴇ	6		6485
瞒	m	ø	6		4161
瞞	m	ø	6		4164
饅	m	ø	6		7259
饅	m	ø	6		7295
鰻	m	ø	6		7476
鰻	m	ø	6		7523
蠻	m	ᴇ	6		5519
蠻	m	ᴇ	1		5520
蠻	m	ᴇ	6		5610
蠻	m	ᴇ	1		5611
滿	m	ø	6		3428
滿	m	ø	6		3440
蔓	m	ᴇ	6		5374
漫	m	ᴇ	6	浪~	3456
漫-	m	ø	6	水~金山	
慢	m	ᴇ	6		2045
謾	m	ᴇ	6		5878
謾	m	ᴇ	6		6021
芒	m	ɑ̃	6		5158
忙	m	ɑ̃	6		1903
盲	m	ɑ̃	6		4106
盲-	m	ã	6		
氓	m	ɑ̃	6		3136
茫	m	ɑ̃	6		5219
硭	m	ɑ̃	6		4229
莽	m	ɑ̃	6		5279
蟒	m	ɑ̃	6		5587
貓	m	ɔ	6		3764
貓	m	ɔ	6		6052
毛	m	ɔ	6		3123
矛	m	ɤ	6		4181
茅	m	ɔ	6		5211
牦	m	ɔ	6		3706
髦	m	ɔ	6		7409
氂	m	ɔ	6		3131
蝥	m	ɔ	6		5563
錨	m	ɔ	6		6666
錨	m	ɔ	6		6822
卯	m	ɔ	6		699
泖	m	ɔ	6		3229
泖	m	uˠ	6		
鉚	m	ɔ	6		6618
鉚	m	ɔ	6		6778
茂	m	ɤ	6		5206
冒	m	ɔ	6		457
耄	m	ɔ	6		4909
帽	m	ɔ	6		1716
貿	m	ɤ	6		6078
貿	m	ɤ	6		6146
瑁	m	ɔ	6		3843
貌	m	ɔ	6		6051
懋	m	ɔ	6		2081
么	∅	iɔ	1		54
沒	m	əʔ	8		3194
沒	m	əʔ	8		3202
玫	m	ᴇ	6		3801
枚	m	ᴇ	6		2774
眉	m	i	6		4117
莓	m	ᴇ	6		5262
梅	m	ᴇ	6		2872
嵋	m	i	6		1650
嵋	m	ᴇ	6		1651
媒	m	ᴇ	6		1388
楣	m	ᴇ	6		2928
煤	m	ᴇ	6		3622
酶	m	ᴇ	6		6552
霉	m	ᴇ	6		7067
每	m	ᴇ	1		3114
每	m	ᴇ	5		3115
每	m	ᴇ	6		3116
美	m	ᴇ	5		4874
鎂	m	ᴇ	5		6686
鎂	m	ᴇ	5		6842
妹	m	ᴇ	6		1325
昧	m	ᴇ	6		2624
袂	m	ᴇ	6		5645
寐	m	ᴇ	6		1499
媚	m	i	6		1389
媚	m	ᴇ	6		1390
魅	m	ᴇ	6		7435
魅	m	i	6		7436
門	m	əŋ	6		6866
門	m	əŋ	6		6910
捫	m	əŋ	6		2153
捫	m	əŋ	6		2302
悶	m	əŋ	1		1990
悶	m	əŋ	1		6928
懣	m	əŋ	6		2083
懣	m	əŋ	6		2086
虻	m	ɑ̃	6		5479
萌	m	əŋ	6		5307
蒙	m	oŋ	6		5346
蒙	m	oŋ	1		5347
盟	m	əŋ	6		4093
濛	m	oŋ	6		3512
檬	m	oŋ	6		3015
朦	m	oŋ	6		2723
猛	m	əŋ	5		3756
猛-	m	ã	6		3757
蜢	m	ã	6		5547
錳	m	ã	6		6672
錳	m	ã	6		6834
懵	m	ɑ̃	6		2088
懵	m	oŋ	6		2089
蠓	m	oŋ	6		5601
孟	m	ã	6		1438
夢-	m	ɑ̃	6		1243
夢	m	oŋ	6		1244
夢-	m	ɑ̃	6		2880
夢	m	oŋ	6		2881
咪	m	i	1		875
眯	m	i	1		4128
弥	m	i	6		1820
迷	m	i	6		6414
醚	m	i	6		6566
謎	m	i	6	~語	5862
謎	m	ᴇ	6	猜~~子	5863
謎	m	i	6	~語	6012
謎	m	ᴇ	6	猜~~子	6013
糜	m	i	6		4577
麋	m	i	6		7618
彌	m	i	6		1834
靡	m	i	6		7094
米	m	i	6		4543
汨	m	iɪʔ	8		3175
泌	p	i	5		3225
秘	m	i	5		4333
秘-	p	i	5		4334
覓	m	iɪʔ	8		5718
覓	m	iɪʔ	8		5736
密	m	iɪʔ	8		1496
幂	m	iɪʔ	8		1718
蜜	m	iɪʔ	8		5544
冪	m	iɪʔ	8		469
眠	m	i	6		4124
棉	m	i	6		2893
綿	m	i	6		4666
綿	m	i	6		4802
免	m	i	6		420
沔	m	i	6		3196
勉	m	i	6		613
勉	m	i	5		614
娩	m	i	6		1364
冕	m	i	6		458
緬	m	i	6		4678
緬	m	i	6		4814
面	m	i	6		7095
麪	m	i	6		7627
麵	m	i	6		7632
苗	m	iɔ	6		5191
描	m	iɔ	6		2359
瞄	m	iɔ	1		4155
瞄	m	iɔ	6		4156
眇	m	iɔ	6		4115
秒	m	iɔ	6		4332
渺	m	iɔ	6		3377
藐	m	iɔ	6		5429
妙	m	iɔ	6		1314
廟	m	iɔ	6		1762
廟	m	iɔ	6		1789
繆	m	iɔ	6		4701
繆	m	iɔ	6		4833
搣	m	iɪʔ	8		2397
滅	m	iɪʔ	8		3416
滅	m	iɪʔ	8		3549
蔑	m	iɪʔ	8		5373
篾	m	iɪʔ	8		4519
民	m	iŋ	6		3135
岷	m	iŋ	6		1622
珉	m	iŋ	6		3811
皿	m	iŋ	6		4069
皿	m	iŋ	5		4070
抿	m	iŋ	5		2201
泯	m	iŋ	6		3241
敏	m	iŋ	5		2531
敏	m	iŋ	6		2532
閔	m	iŋ	5		6879
閔	m	iŋ	6		6880
閔	m	iŋ	5		6926
閔	m	iŋ	6		6927
閩	m	iŋ	5		6886
閩	m	iŋ	6		6887
閩	m	iŋ	5		6935
閩	m	iŋ	6		6936
憫	m	iŋ	6		1986
憫	m	iŋ	6		2068
名	m	iŋ	6		800
明	m	iŋ	6		2614
茗	m	iŋ	6		5216
冥	m	iŋ	6		468
溟	m	iŋ	6		3400
暝	m	iŋ	6		2669
鳴	m	iŋ	5		7532
鳴	m	iŋ	5		7576
銘	m	iŋ	6		6633
銘	m	iŋ	6		6791
瞑	m	iŋ	6		4160
酩	m	iŋ	6		6546
命	m	iŋ	6		861
謬	m	iɔ	6		5872
謬	m	iɔ	6		6022
摸	m	oʔ	8		2427
摹	m	uᵝ	6		2428
模	m	uᵝ	6		2977
膜	m	oʔ	8		5075
摩	m	uᵝ	6		2421
磨	m	uᵝ	6		4264
嬤	m	uˠ	1		1416
嬤	m	uˠ	1		1419
蘑	m	uˠ	6	~菇	5452
魔	m	uᵝ	6		7443
抹	m	əʔ	8		2198
末	m	əʔ	8		2728
茉	m	əʔ	8		5212
歿	m	əʔ	8		3077
殁	m	əʔ	8		3078
沫	m	əʔ	8		3208
陌	m	aʔ	8		6982
莫	m	oʔ	8		5269
漠	m	oʔ	8		3451
寞	m	oʔ	8		1504
墨	m	əʔ	8		1197
默	m	əʔ	8		7644
牟	m	ɤ	6		3702
侔	m	ɤ	6		255
眸	m	ɤ	6		4132
謀	m	ɤ	6		5856
謀	m	ɤ	6		6000
某	m	ɤ	6		2796
嘸	m		6		844
嘸	m		6		1020
母	m	uᵝ	1		3112
母	m		1		3113
牡	m	ɔ	6		3703
牡	m	ɤ	6		3704
拇	m		1		2208
拇	m	uᵝ	1		2209
姆	m		1		1327
畝-	m		6		116
畝	m	ɤ	6		117
畝-	m		6		3922
畝	m	ɤ	6		3923
木	m	oʔ	8		2725
目	m	oʔ	8		4104
沐	m	oʔ	8		3193
苜	m	oʔ	8		5193
牧	m	oʔ	8		3707
募	m	uᵝ	6		626
墓	m	uᵝ	6		1191
幕	m	uᵝ	6		1723
睦	m	oʔ	8		4150
慕	m	uᵝ	6		2040
暮	m	uᵝ	6		2673
穆	m	oʔ	8		4369
拿	n	a	1		2248
拿	n	a	6		2249
拿-	n	uˠ	1		2250
拿-	n	uˠ	6		2251
拿-	n	ᴇ	1		2252
哪	n	a	6		904
哪	n	uˠ	6	~吒	905
那	n	a	1		6498
吶	n	aʔ	8		829
呐	n	aʔ	8		843
衲	n	aʔ	8		5638
納	n	əʔ	8		4601
納	n	əʔ	8		4749
捺	n	aʔ	8		2308
鈉	n	aʔ	8		6602
鈉	n	aʔ	8		6753
乃	n	ᴇ	1		51
乃	n	ᴇ	6		52
艿	n	a	6		5153
奶	n	ᴇ	6		1291
奶-	n	a	6		1292
氖	n	ᴇ	6		3138
奈	n	ᴇ	6		1267
奈	n	a	6	~何橋	
耐	n	ᴇ	6		4914
鼐	n	ᴇ	6		7657
囡	n	ø	1		1059
囡	n	ø	6		1060
男	n	ø	6		3908
南	n	ø	6		686
喃	n	ø	6		954
楠	n	ø	6		2927
難	n	ᴇ	6		7033
難	n	ᴇ	6		7050
囊	n	ɑ̃	6		1051
曩	n	ɑ̃	6		2687
攮	n	ɑ̃	6		2519
撓	ȵ	iɔ	5		2265
撓	ȵ	iɔ	5		2441
鐃	ȵ	iɔ	5		6710
鐃	ȵ	iɔ	5		6781
惱	n	ɔ	6		1969
惱	n	ɔ	6		2012
瑙	n	ɔ	6		3847
腦	n	ɔ	6		5016
淖	n	ɔ	6		3331
鬧	n	ɔ	6		6930
鬧	n	ɔ	6		7423
訥	n	əʔ	8		5771
訥	n	əʔ	8		5924
呢	ȵ	i	6		850
餒	n	ᴇ	6		7245
餒	n	ᴇ	6		7287
內	n	ᴇ	6		430
內	n	ᴇ	6		451
嫩	n	əŋ	6		1407
能	n	əŋ	6		5018
嗯	∅	əŋ	1		996
嗯	n		1		997
妮	ȵ	i	6		1322
尼	ȵ	i	6		1561
抳	ȵ	i	1		2196
泥	ȵ	i	6		3237
倪	ȵ	i	6		326
霓	ȵ	i	6		7071
你	n	i	1		234
擬	ȵ	i	6		2229
擬	ȵ	i	6		2488
伲	ȵ	i	6		204
逆	ȵ	iɪʔ	8		6422
匿	ȵ	iɪʔ	8		664
溺	ȵ	iɪʔ	8		3410
膩	ȵ	i	6		5063
膩	ȵ	i	6		5080
拈	ȵ	i	1		2210
蔫	∅	i	1		5380
年	ȵ	i	6		1734
捻	ȵ	i	1		2309
碾	ȵ	i	1		4251
攆	ȵ	i	1		2460
攆	ȵ	i	1		2503
廿	ȵ	iᴇ	6		1800
念	ȵ	iᴇ	6		1911
娘	ȵ	iã	6		1357
釀	ȵ	iã	6		6557
釀	ȵ	iã	6		6578
鳥	ȵ	iɔ	1		7527
鳥	ȵ	iɔ	1		7571
鳥-	t	iɔ	5		7528
鳥-	t	iɔ	5		7572
嬲	ȵ	iɔ	5		1418
尿	ȵ	iɔ	1		1567
尿-	s	ɿ	1		1568
捏	ȵ	iaʔ	8		2291
涅	ȵ	iɪʔ	8		3295
啮	ȵ	iɪʔ	8		947
蹑	ȵ	iɪʔ	8		6259
聶	ȵ	iɪʔ	8		4933
聶	ȵ	iɪʔ	8		4951
嚙	ȵ	iɪʔ	8		1041
鎳	ȵ	iɪʔ	8		6694
鎳	ȵ	iɪʔ	8		6846
孽	ȵ	iɪʔ	8		1452
蘖	ȵ	iɪʔ	8		5453
櫱	ȵ	iɪʔ	8		3031
躡	ȵ	iɪʔ	8		6283
鑷	ȵ	iɪʔ	8		6732
鑷	ȵ	iɪʔ	8		6845
宁	ȵ	iŋ	6		1453
苧	z	ɿ	6		5184
苧	z	ɿ	6		5200
柠	ȵ	iŋ	6		2807
寧	ȵ	iŋ	6		1513
凝	ȵ	iŋ	6		494
嚀	ȵ	iŋ	6		872
嚀	ȵ	iŋ	6		1036
獰	ȵ	iŋ	6		3735
獰	ȵ	iŋ	6		3781
檸	ȵ	iŋ	6		3018
佞	ȵ	iŋ	6		233
泞	ȵ	iŋ	6		3232
濘	ȵ	iŋ	6		3511
妞	ȵ	iɤ	1		1316
牛	ȵ	iɤ	5		3700
扭	ȵ	iɤ	1		2156
紐	ȵ	iɤ	5		4602
紐	ȵ	iɤ	5		4756
鈕	ȵ	iɤ	5		6606
鈕	ȵ	iɤ	5		6762
農	n	oŋ	6		463
農	n	oŋ	6		6382
儂	n	oŋ	6		269
儂	n	oŋ	6		386
濃	ȵ	ioŋ	1		3279
濃	ȵ	ioŋ	1		3504
膿	n	oŋ	6		5028
膿	n	oŋ	6		5086
醲	ȵ	ioŋ	1		6574
弄	l	oŋ	6		1806
弄	l	oŋ	1		1808
齈	n	oŋ	6		7667
奴	n	uᵝ	6		1290
孥	n	uᵝ	6		1441
駑	n	uᵝ	6		7314
駑	n	uᵝ	6		7365
努	n	uᵝ	6		602
弩	n	uᵝ	6		1823
怒	n	uᵝ	6		1925
暖	∅	ᴇ	5		2665
暖	n	ø	6		2666
虐	ȵ	iaʔ	8		5460
瘧	ȵ	iaʔ	8		3952
瘧-	ŋ	oʔ	8		3953
瘧	ȵ	iaʔ	8		4014
瘧-	ŋ	oʔ	8		4015
挪	n	a	6		2274
挪-	n	uˠ	6		2275
諾	n	oʔ	8		5855
諾	n	oʔ	8		5987
糯	n	uᵝ	6		4583
女	ȵ	y	6		1289
漚	∅	ɤ	5		3203
漚	∅	ɤ	5		3450
甌	∅	ɤ	1		3883
甌	∅	ɤ	1		3888
歐	∅	ɤ	1		3046
歐	∅	ɤ	1		3057
毆	∅	ɤ	1		3100
毆	∅	ɤ	1		3110
謳	∅	ɤ	1		5876
謳	∅	ɤ	1		5922
鷗	∅	ɤ	1		7561
鷗	∅	ɤ	1		7577
偶	ŋ	ɤ	6		343
嘔	∅	ɤ	5		846
嘔	∅	ɤ	5		1006
耦	ŋ	ɤ	6		4922
藕	ŋ	ɤ	6		5431
慪	∅	ɤ	5		1920
慪	∅	ɤ	5		2049
杷	b	uˠ	6		2763
爬	b	a	6		3672
爬-	b	uˠ	6		3673
琶	b	a	6		3839
琶-	b	uˠ	6		3840
帕	pʰ	aʔ	7		1696
怕	pʰ	a	5		1926
怕-	pʰ	uˠ	5		1927
拍	pʰ	aʔ	7		2215
俳	b	a	6		301
排	b	a	6		2322
徘	b	ᴇ	6		1874
牌	b	a	6		3693
派	pʰ	a	5		3268
湃	p	a	5		3379
潘	pʰ	ø	1		3469
攀	pʰ	ᴇ	1		2502
爿	b	ᴇ	6		3689
槃	b	ø	6		2955
磐	b	ø	6		4259
盤	b	ø	6		4087
盤	b	ø	6		4099
螌	p	ᴇ	1		5574
蟠	b	ø	6		5589
瀊	b	ø	6		3528
判	p	ø	5		531
盼	p	ᴇ	5		4111
叛	b	ø	6		762
鋬	p	ᴇ	5		6655
襻	p	ᴇ	5		5709
乓	pʰ	ã	1		65
滂	b	ɑ̃	6		3414
彷	b	ɑ̃	6		1854
旁	b	ɑ̃	6		2587
徬	b	ɑ̃	6		1884
螃	b	ɑ̃	6		5572
髈	pʰ	ɑ̃	5		7400
龐	b	ɑ̃	6		1765
龐	b	ɑ̃	6		7691
鰟	b	ɑ̃	6		7469
鰟	b	ɑ̃	6		7520
胖	pʰ	ɑ̃	5		4999
抛	pʰ	ɔ	1		2185
拋	pʰ	ɔ	1		2213
脬	pʰ	ɔ	1		5033
刨	b	ɔ	6		534
咆	b	ɔ	6		864
爮	b	ɔ	6		3676
袍	b	ɔ	6		5650
跑	b	ɔ	6		6219
泡	pʰ	ɔ	5		3234
炮	pʰ	ɔ	5		3572
疱	pʰ	ɔ	5		3964
皰	pʰ	ɔ	5		4060
胚	pʰ	ᴇ	1		5000
陪	b	ᴇ	6		6998
培	b	ᴇ	6		1153
裴	b	ᴇ	6		5683
賠	b	ᴇ	6		6097
賠	b	ᴇ	6		6171
沛	pʰ	ᴇ	1		3200
佩	b	ᴇ	6		237
配	p	ᴇ	5		6539
噴	pʰ	əŋ	1		976
嘖	ts	əʔ	7		977
噴	pʰ	əŋ	1		1032
嘖	ts	əʔ	7		1033
盆	b	əŋ	6		4074
抨	pʰ	əŋ	1		2192
怦	pʰ	əŋ	1		1934
砰	pʰ	əŋ	1		4215
烹	pʰ	əŋ	1		3599
朋	b	ã	6		2713
彭	b	ã	6		1851
棚	b	ã	6		2900
蓬	b	oŋ	6		5368
硼	b	ã	6		4233
稝	m	ã	6		4353
澎	b	ã	6		3490
篷	b	oŋ	6		4517
膨	b	ã	6		5079
蟛	b	ã	6		5588
鵬	b	ã	6		7551
鵬	b	ã	6		7599
捧	pʰ	oŋ	5		2298
碰	b	ã	6		4245
丕	pʰ	ᴇ	1		18
批	pʰ	i	1		2163
坯	pʰ	ᴇ	1		1125
披	pʰ	i	1		2193
砒	pʰ	i	1		4205
紕	pʰ	i	1		4605
紕	pʰ	i	1		4744
劈	pʰ	iɪʔ	7		585
霹	pʰ	iɪʔ	7		7081
皮	b	i	6		4059
枇	b	iɪʔ	8		2768
蚍	pʰ	i	5		5489
疲	b	i	6		3965
啤	b	i	6		943
琵	b	i	6		3838
脾	b	i	6		5040
鮍	b	i	6		7450
鮍	b	i	6		7494
匹	pʰ	iɪʔ	7		658
痞	pʰ	i	5		3985
癖	pʰ	iɪʔ	7		4029
屁	pʰ	i	5		1571
辟	pʰ	iɪʔ	7		6370
辟	p	iɪʔ	7		6371
媲	pʰ	i	5		1393
僻	pʰ	iɪʔ	7		384
譬	pʰ	i	5		5890
闢	pʰ	iɪʔ	7		6908
偏	pʰ	i	1		336
篇	pʰ	i	1		4504
翩	pʰ	i	1		4898
駢	b	i	6		7322
駢	b	i	6		7376
片	pʰ	i	5		3691
騙	pʰ	i	5		7330
騙	pʰ	i	5		7383
剽	b	iɔ	6		579
飄	pʰ	iɔ	1		7217
飄	pʰ	iɔ	1		7223
嫖	b	iɔ	6		1402
瓢	b	iɔ	6		3877
瞟	pʰ	iɔ	1		4165
票	pʰ	iɔ	5		4297
漂	pʰ	iɔ	1		3442
漂	pʰ	iɔ	5		3443
撇	pʰ	iɪʔ	7		2433
瞥	pʰ	iɪʔ	7		4167
拼	pʰ	iŋ	1		2245
姘	pʰ	iŋ	1		1337
貧	b	iŋ	6		6060
貧	b	iŋ	6		6133
頻	b	iŋ	6		7157
頻	b	iŋ	6		7196
顰	b	iŋ	6		7170
顰	b	iŋ	6		7209
品	pʰ	iŋ	5		887
牝	pʰ	iŋ	5		3701
聘	pʰ	iŋ	5		4940
乒	pʰ	iŋ	1		64
平	b	iŋ	6		1733
坪	b	iŋ	6		1124
苹	b	iŋ	6		5203
凭	b	iŋ	6		500
屏	b	iŋ	6		1586
瓶	b	iŋ	6		3885
萍	b	iŋ	6		5308
評	b	iŋ	6		5786
評	b	iŋ	6		5938
憑	b	iŋ	6		2060
蘋	b	iŋ	6		5450
坡	pʰ	uᵝ	1		1119
泊	pʰ	aʔ	7		3224
潑	pʰ	əʔ	7		3248
潑	pʰ	əʔ	7		3467
婆	b	uᵝ	6		1373
鄱	b	uᵝ	6		6532
叵	pʰ	uᵝ	5		785
迫	pʰ	aʔ	7		6410
珀	pʰ	aʔ	7		3810
破	pʰ	uᵝ	5		4216
粕	pʰ	aʔ	7		4550
魄	pʰ	aʔ	7		7433
魄	tʰ	oʔ	7		7434
頗	pʰ	uᵝ	1		7147
頗	pʰ	uᵝ	1		7190
剖	pʰ	ɤ	5		564
剖	pʰ	uᵝ	5		565
掊	b	ᴇ	6		2318
仆	b	oʔ	8		133
仆	pʰ	oʔ	7		134
扑	pʰ	oʔ	7		2142
撲	pʰ	oʔ	7		2458
噗	pʰ	oʔ	7		1024
潽	pʰ	uᵝ	1		3484
鋪	pʰ	uᵝ	5		6653
鋪	pʰ	uᵝ	1		6654
鋪	pʰ	uᵝ	5		6800
鋪	pʰ	uᵝ	1		6801
匍	b	uᵝ	6		644
菩	b	uᵝ	6		5294
脯	f	uᵝ	5		5034
脯	b	uᵝ	6		5035
葡	b	uᵝ	6		5334
葡	b	əʔ	6	~萄	
蒲	b	uᵝ	6		5353
僕	b	oʔ	8		374
僕	pʰ	oʔ	7		375
璞	pʰ	oʔ	7		3866
濮	pʰ	oʔ	7		3520
朴	pʰ	oʔ	7		2733
圃	pʰ	uᵝ	5		1077
浦	pʰ	uᵝ	5		3286
普	pʰ	uᵝ	5		2651
溥	pʰ	uᵝ	5		3402
樸	pʰ	oʔ	7		2985
蹼	pʰ	oʔ	7		6272
譜	p	uᵝ	5		5887
譜	p	uᵝ	5		6027
瀑	b	oʔ	8		3531
瀑	b	ɔ	6		3532
曝	b	oʔ	8		2683
曝	b	ɔ	6		2684
七	tsʰ	iɪʔ	7		3
妻	tsʰ	i	1		1326
柒	tsʰ	iɪʔ	7		2798
栖	tsʰ	i	1		2827
凄	tsʰ	i	1		483
萋	tsʰ	i	1		5306
戚	tsʰ	iɪʔ	7		2116
淒	tsʰ	i	1		3330
悽	tsʰ	i	1		1994
朞	tɕ	i	1		2721
期	dʑ	i	6		2722
欺	tɕʰ	i	1		3049
棲	tsʰ	i	1		2908
漆	tsʰ	iɪʔ	7		3444
祁	dʑ	i	6		4284
芪	dʑ	i	6		5166
岐	dʑ	i	6		1606
其	dʑ	i	6		443
奇	dʑ	i	6		1266
歧	dʑ	i	6		3066
祈	dʑ	i	6		4287
祇	dʑ	i	6		4285
祇	ts	əʔ	7		4286
耆	dʑ	i	6		4911
萁	dʑ	i	6		5302
畦	ɕ	i	1		3926
畦	ɦ	i	6		3927
跂	tɕʰ	i	5		6212
崎	dʑ	i	6		1639
淇	dʑ	i	6		3326
琪	dʑ	i	6		3835
琦	dʑ	i	6		3833
棋	dʑ	i	6		2894
祺	dʑ	i	6		4302
頎	dʑ	i	6		7141
頎	dʑ	i	6		7183
蜞	dʑ	i	6		5545
齊	z	i	6		7668
齊	z	i	6		7671
旗	dʑ	i	6		2592
騎	dʑ	i	6		7328
騎	dʑ	i	6		7382
臍	z	i	6		5027
臍	z	i	6		5094
麒	dʑ	i	6		7619
蠐	z	i	6		5524
蠐	z	i	6		5600
鰭	dʑ	i	6		7473
鰭	dʑ	i	6		7517
乞	tɕʰ	iɪʔ	7		71
企	tɕʰ	i	5		172
杞	tɕʰ	i	5		2751
启	tɕʰ	i	5		822
起	tɕʰ	i	5		6194
豈	tɕʰ	i	1		1605
豈	tɕʰ	i	1		6034
啟	tɕʰ	i	5		941
啓	tɕʰ	i	5		936
气	tɕʰ	i	5		3137
迄	tɕʰ	iɪʔ	7		6388
弃	tɕʰ	i	5		1804
汽	tɕʰ	i	5		3185
泣	tɕʰ	iɪʔ	7		3236
契	tɕʰ	iɪʔ	7		1272
契	tɕʰ	i	5		1273
砌	tsʰ	i	5		4201
氣	tɕʰ	i	5		3142
訖	tɕʰ	iɪʔ	7		5763
訖	tɕʰ	iɪʔ	7		5912
葺	tsʰ	iɪʔ	7		5342
棄	tɕʰ	i	5		2892
器	tɕʰ	i	5		1027
薺	z	i	6		5244
薺	z	i	6		5424
掐	kʰ	aʔ	7		2321
洽	ɦ	iaʔ	8		3266
恰	tɕʰ	iaʔ	7		1962
恰-	kʰ	aʔ	7		1963
千	tsʰ	i	1		668
仟	tsʰ	i	1		157
阡	tsʰ	i	1		6958
扦	tsʰ	i	1		2150
