漢字	拼音	IPA	注釋		語系	語片	方言	地理	政區	分佈	位點	人口	相關	作者	名牌									
瘡	tsʰɔ̃																							
創	tsʰɔ̃																							
床	ʑiɔ̃		鉋床ʑiɔ̃																					
床	zæ̃		花床zæ̃（傳統民居木床）																					
狀	dʑiɔ̃		dʑiɔ̃狀元																					
狀	zɔ̃		罪狀zɔ̃																					
霜	ɕiɔ̃		ɕiɔ̃霜降																					
霜	sɔ̃		風霜sɔ̃																					
孀	ɕiɔ̃																							
爽	ɕiɔ̃		ɕiɔ̃爽快																					
爽	sɔ̃		清爽sɔ̃																					
章	tɕiã																							
樟	tɕiã																							
掌	tɕiã																							
障	tɕiã																							
昌	tɕʰiã																							
倡	tɕʰiã																							
廠	tɕʰiã																							
唱	tɕʰiã																							
倡	tɕʰiã																							
商	ɕiã																							
傷	ɕiã																							
賞	ɕiã																							
餉	ɕiã																							
常	ʑiã		平常ʑiã無常ʑiã鬼																					
常	dʑiã		dʑiã常山dʑiã常州																					
嘗	ʑiã																							
償	ʑiã																							
裳	ʑiã																							
上	ʑiã		ʑiã上饒																					
上	dʑiã		dʑiã上山																					
尚	dʑiã		和尚dʑiã																					
尚	ʑiã		ʑiã尚好																					
上	dʑiã		dʑiã上街頭																					
瓤	ʑiã																							
壤	ʑiã																							
攘	ʑiã																							
嚷	nɔ̃																							
讓	ȵiã		轉讓ȵiã																					
讓	ȵiæ̃		禮讓ȵiæ̃																					
讓	ʑiã		ʑiã讓（姓氏）																					
疆	kiã																							
僵	kiã																							
薑	kiã																							
薑	kiã																							
羌	kʰiã																							
強	kʰiã		勉強kʰiã																					
強	ɡiã		ɡiã強盜																					
仰	ȵiã																							
香	xiã																							
鄉	xiã																							
享	xiã																							
響	xiã																							
向	xiã																							
央	iã																							
秧	iã																							
殃	iã																							
羊	iã																							
洋	iã																							
楊	iã																							
揚	iã																							
陽	iã																							
養	iã																							
養	iɔ̃																							
癢	iã																							
癢	ɕiɔ̃																							
樣	iã																							
樣	ȵiã																							
恙	iã																							
博	pɐʔ																							
薄	bo		bo薄荷																					
薄	biɐʔ		細薄biɐʔ																					
泊	bɐʔ																							
莫	mɐʔ																							
莫	muə																							
膜	mɐʔ																							
摸	mɐʔ																							
摸	moʔ																							
寞	mɐʔ																							
幕	mɐʔ																							
幕	muə																							
慕	mɐʔ																							
慕	muə																							
托	tʰɐʔ																							
鐸	dɐʔ		鈴鐸dɐʔ																					
鐸	doʔ		牛鐸doʔ																					
鐸	duə		姓氏																					
踱	dɐʔ																							
度	duə																							
諾	ȵiɐʔ																							
諾	nɐʔ																							
落	lɐʔ																							
洛	lɐʔ																							
駱	lɐʔ																							
絡	lɐʔ																							
酪	lɐʔ																							
烙	lɐʔ																							
作	tsɐʔ		tsɐʔ作業																					
作	tseʔ		tseʔ作興																					
錯	tsʰoʔ		tsʰoʔ錯雜																					
錯	tsʰo		犯錯tsʰo																					
鑿	zɐʔ																							
昨	zɐʔ		zɐʔ昨暝																					
昨	dzɐʔ		dzɐʔ昨日																					
索	sɐʔ																							
索	soʔ																							
各	kɐʔ																							
閣	kɐʔ																							
閣	keoʔ																							
胳	kɐʔ																							
鄂	ŋɐʔ																							
鱷	ŋɐʔ																							
鰐	ŋɐʔ																							
壑	xɐʔ																							
潶	xɐʔ																							
鶴	ɦɐʔ																							
鶴	ŋɐʔ																							
惡	ɐʔ																							
掠	liɐʔ																							
略	liɐʔ																							
爵	tɕiɐʔ																							
爵	tɕyɐʔ																							
雀	tɕiɐʔ																							
鵲	tɕʰiɐʔ																							
鵲	tɕʰyɐʔ																							
嚼	ʑiɐʔ																							
削	ɕiɐʔ																							
著	tɕye		名著tɕye																					
著	dʑyɐʔ		dʑyɐʔ著急																					
酌	tɕiɐʔ																							
綽	tsʰɐʔ																							
勺	ʑiɐʔ																							
芍	ʑiɐʔ																							
若	ʑiɐʔ																							
弱	ʑiɐʔ																							
弱	ȵiɐʔ																							
腳	kiɐʔ																							
腳	kɐʔ																							
卻	kʰiɐʔ																							
虐	ȵiɐʔ																							
瘧	ȵiɐʔ																							
約	iɐʔ																							
約	yeʔ																							
約	lɐʔ																							
鉻	lɐʔ																							
鑰	iɐʔ																							
躍	iɐʔ																							
光	kɔ̃																							
廣	kɔ̃																							
曠	kʰɔ̃																							
荒	xɔ̃																							
慌	xɔ̃																							
恍	xɔ̃																							
謊	xɔ̃																							
黃	ɦɔ̃																							
蝗	ɦɔ̃																							
皇	ɦɔ̃																							
汪	ɔ̃																							
方	fɔ̃																							
方	fiã																							
肪	fɔ̃																							
仿	fɔ̃																							
訪	fɔ̃																							
坊	fɔ̃																							
枋	fɔ̃		謝枋fɔ̃得（宋朝抗元民族英雄）																					
放	fɔ̃		解放fɔ̃																					
放	pɔ̃		pɔ̃放声																					
放	poŋ		poŋ放爆仗																					
芳	fɔ̃																							
芳	pɔ̃																							
妨	fɔ̃																							
紡	fɔ̃																							
仿	fɔ̃																							
彷	fɔ̃																							
彷	bɔ̃																							
訪	fɔ̃																							
房	fɔ̃																							
房	vɔ̃																							
防	fɔ̃																							
防	bɔ̃																							
亡	vɔ̃																							
網	mɔ̃																							
網	moŋ																							
望	miã		看、眺																					
望	mɔ̃		失望mɔ̃mɔ̃望遠鏡																					
忘	moŋ		moŋ忘tsəɯ（忘記）																					
忘	mɔ̃		mɔ̃忘年																					
妄	mɔ̃																							
逛	kɔ̃																							
