拼音	IPA	調號	單字
zhien	tɕiəȵ	5	進晉浸-[～禾種；溺：～死一隻細人唧]
zhien	tɕiəȵ	6	淨=靜靖儘[～管]
chien	tɕʰiəȵ	1	親欽淸=靑=輕=[又]蜻卿[又]
chien	tɕʰiəȵ	2	晴=尋-秦
chien	tɕʰiəȵ	3	請=寢
chien	tɕʰiəȵ	5	滲[～水，～透，～紙]浸=[～泡]侵
shien	ɕiəȵ	1	心芯身深新升聲=星=興猩辛欣申伸呻紳
shien	ɕiəȵ	2	繩神晨-[早～]辰唇-[嘴～]行[～走；～不～]形刑邢型乘-[～法]
shien	ɕiəȵ	3	審嬸醒=沈[～陽]
shien	ɕiəȵ	5	腥=信性姓迅訊汛興[高～]聖甚蜃腎勝盛
shien	ɕiəȵ	6	幸剩
ien	iəȵ	1	因姻音陰殷英嬰纓櫻鶯蠅
ien	iəȵ	2	人=仁仍淫齦盈楹贏=
ien	iəȵ	3	忍引蚓飲隱穎影=
ien	iəȵ	5	印蔭應映=
ien	iəȵ	6	任刃韌妊扔
dhuen	ȶuəȵ	1	軍均鈞君忠鐘鍾中[～間]衷終
dhuen	ȶuəȵ	3	種[～子]腫準諄踵
dhuen	ȶuəȵ	5	中[～彩]種[～田；～菜]眾
dhuen	ȶuəȵ	6	菌重[～量，輕～]
thuen	ȶʰuəȵ	1	充衝[～鋒]沖[～水；山～]春椿
thuen	ȶʰuəȵ	2	蟲重[～複]純唇=群裙=
thuen	ȶʰuəȵ	3	寵蠢
thuen	ȶʰuəȵ	5	銃衝[氣味～人，說話～人]
guen	kuəȵ	3	滾磙[石～子]
guen	kuəȵ	5	棍
kuen	kʰuəȵ	1	混-[水不淸；～水子]昆輥鯤坤
kuen	kʰuəȵ	2	裙-
kuen	kʰuəȵ	3	捆
kuen	kʰuəȵ	5	困睏[～覺，～眼閉]
uen	uəȵ	1	溫瘟翁嗡
uen	uəȵ	2	文紋蚊=聞
uen	uəȵ	3	吻=穩
uen	uəȵ	5	甕蕹蘊
uen	uəȵ	6	問
shyen	ɕyəȵ	1	熏醺勛凶兇洶胸兄
shyen	ɕyəȵ	2	雄熊
shyen	ɕyəȵ	5	訓嗅[聞一下氣味]
shyen	ɕyəȵ	6	順瞬舜
yen	yəȵ	1	暈雍臃
yen	yəȵ	2	云雲紜勻耘庸
yen	yəȵ	3	允吮擁勇踴蛹永冗
yen	yəȵ	5	韻熨醞詠泳
yen	yəȵ	6	運孕用佣傭
m	m̩	1	姆[～媽：媽媽]
xn	xȵ̍	1	糠-[又]方[又]芳[又]荒[又]慌[又]肓[又]轟[又]烘[又]
xn	xȵ̍	2	房[又]防[又]妨[又]肪[又]坊[又]航[又]杭[又]行[(又)銀～；～列]狂[又]誑[又]黃[又]簧[又]磺[又]皇[又]煌[又]凰[又]蝗[又]蟥=[(又)螞～]紅[又]弘[又]虹=[又]鴻[又]宏[又]洪[又]
xn	xȵ̍	3	紡[又]仿[又]訪[又]謊=[(又)騙：你莫～我]恍[又]晃[(又)一～就過去]哄[又]
xn	xȵ̍	5	放[又]炕[(又)烘乾]晃[(又)搖～]謊-[(又)鬥～子：開玩笑]蕹[又]
xn	xȵ̍	6	巷[又]
n	ȵ̍	1	汪[又]壅[用泥土蓋上]
n	ȵ̍	2	王[又]亡[又]忘[又]魚-
n	ȵ̍	3	枉[又]往[又]網=[又]
n	ȵ̍	6	望=[又]旺[又]妄[又]枉[(又)～子；～住]
