1	#漢字	聲	韻	調	解釋
1601	屁	pʰ	iᶽ	5	
1602	屄	p	iᶽ	1	
1603	居	tɕ	yᶽ	1	
1604	居	k	ᴇ	1	
1605	屆	k	ɑˠ	5	
1606	屆	tɕ	iɑˠ	5	
1607	屈	tɕʰ	yəʔ	7	
1608	屋		uəʔ	7	
1609	屋		oʔ	7	
1610	屌	t	iæ	3	
1611	屍	s(ʃ)	ʮ(ʯ)	1	
1612	屎	s	ɿ	3	
1613	屏	b	in	2	
1614	屐	dʑ	iəʔ	8	
1615	屑	s	iɪʔ	7	
1616	展	ts(tʃ)	ɵ	3	
1617	屙	kʰ	ɜuᵝ	1	
1618	屙		ɜuᵝ	5	
1619	屜	tʰ	iᶽ	5	
1620	屠	d	ɜuᵝ	2	
1621	屢	l	iᶽ	3	
1622	層	z	ən	2	
1623	履	l	iᶽ	6	
1624	屧	s	iɪʔ	7	
1625	屨	tɕ	yᶽ	5	
1626	屬	z(ʒ)	oʔ	8	
1627	屯	d	ən	2	
1628	山	s	ᴇ	1	
1629	屼	ŋ	əʔ	8	
1630	岌	dʑ	iəʔ	8	
1631	岐	dʑ	iᶽ	2	
1632	岑	z	ən	2	
1633	岔	tsʰ	uˠ	5	
1634	岡	k	ɑ̃ˠ	1	
1635	岩	ŋ	ᴇ	2	
1636	岫	z	øʏ	6	
1637	岬	k	aʔ	7	
1638	岬	tɕ	iaʔ	7	
1639	岱	d	ᴇ	6	
1640	岷	m	in	2	
1641	岸	ŋ	ɵ	6	
1642	峙	z(ʒ)	ʮ(ʯ)	6	
1643	峨	ŋ	ɜuᵝ	2	
1644	峭	tsʰ	iæ	5	
1645	峯	f	oŋ	1	
1646	峯	f	oŋ	1	
1647	峴	ɕ	i	5	
1648	島	t	æ	5	
1649	峻	ts	in	5	
1650	峽	tɕ	iaʔ	7	
1651	峽	ɦ	iaʔ	8	
1652	崆	kʰ	oŋ	1	
1653	崇	z	oŋ	2	
1654	崍	l	ᴇ	2	
1655	崎	dʑ	iᶽ	2	
1656	崑	kʰ	uən	1	
1657	崔	tsʰ	ᴇ	1	
1658	崖	ɦ	iɑˠ	2	
1659	崗	k	ɑ̃ˠ	1	
1660	崙	l	ən	2	
1661	崚	l	in	2	
1662	崛	dʑ	yəʔ	8	
1663	崢	ts	ən	1	
1664	崧	s	oŋ	1	
1665	崩	p	ã	1	
1666	崩	p	ən	1	
1667	崮	k	ɜuᵝ	5	
1668	崽	ts	ᴇ	3	
1669	嵇	tɕ	iᶽ	1	
1670	嵇	tɕ	iᶽ	5	
1671	嵇	ɦ	iᶽ	2	
1672	嵊	z(ʒ)	ən	6	
1673	嵋	m	ᴇ	2	
1674	嵌	kʰ	ᴇ	5	
1675	嵌	tɕʰ	i	5	
1676	嵎	ȵ	yᶽ	2	
1677	嵐	l	ᴇ	2	
1678	嵐	l	ɵ	2	
1679	嵩	s	oŋ	1	
1680	嵬	ɦ	uᴇ	2	
1681	嵯	tsʰ	ɜuᵝ	1	
1682	嵴	ts	iɪʔ	7	
1683	嶂	ts(tʃ)	ã	5	
1684	嶄	ts	ᴇ	3	
1685	嶇	tɕʰ	yᶽ	1	
1686	嶗	l	æ	2	
1687	嶙	l	in	2	
1688	嶝	t	ən	5	
1689	嶷	ȵ	iᶽ	2	
1690	嶸	ɦ	ioŋ	2	
1691	嶺	l	in	6	
1692	嶼		yᶽ	3	
1693	嶽	ŋ	oʔ	8	
1694	巉	z	ᴇ	2	
1695	巋	kʰ	uᴇ	3	
1696	巍	ɦ	uᴇ	2	
1697	巒	l	ɵ	2	
1698	巔	t	i	1	
1699	巖	ŋ	ᴇ	2	
1700	川	tsʰ(tʃʰ)	ɵ	1	
1701	州	ts(tʃ)	øʏ	1	
1702	巡	z	in	2	
1703	巢	z	æ	2	
1704	工	k	oŋ	1	
1705	左	ts	iᶽ	5	
1706	左	ts	ɜuᵝ	3	
1707	巧	kʰ	æ	3	
1708	巧	tɕʰ	iæ	3	
1709	巨	dʑ	yᶽ	6	
1710	巫	v	ʉᵝ	2	
1711	差	tsʰ	ɿ	1	
1712	差	tsʰ	ɑˠ	1	
1713	差	tsʰ	uˠ	1	
1714	己	tɕ	iᶽ	3	
1715	已		iᶽ	1	
1716	巳	z	ɿ	6	
1717	巴	p	uˠ	1	
1718	巷	ɦ	ɑ̃ˠ	6	
1719	巹	tɕ	iən	3	
1720	巽	s	ən	5	
1721	巾	tɕ	iən	1	
1722	巾	tɕ	yən	1	
1723	市	z	ɿ	6	
1724	布	p	ʉᵝ	5	
1725	帆	v	ᴇ	2	
1726	希	ɕ	iᶽ	1	
1727	帔	pʰ	iᶽ	1	
1728	帕	pʰ	oʔ	7	
1729	帖	tʰ	iɪʔ	7	
1730	帘	l	i	2	
1731	帚	ts(tʃ)	øʏ	3	
1732	帛	b	əʔ	8	
1733	帝	t	iᶽ	5	
1734	帥	s	ᴇ	5	
1735	師	s	ɿ	1	
1736	席	z	iɪʔ	8	
1737	帳	ts(tʃ)	ã	5	
1738	帶	t	ɑˠ	5	
1739	帶	t	ᴇ	5	
1740	帷	v	iᶽ	2	
1741	帷	ɦ	uᴇ	2	
1742	常	z(ʒ)	ã	2	
1743	帽	m	æ	6	
1744	幀	ts	ən	1	
1745	幃	ɦ	uᴇ	2	
1746	幄		oʔ	7	
1747	幅	f	oʔ	7	
1748	幌	h	uɑ̃ˠ	3	
1749	幔	m	ɵ	6	
1750	幕	m	uˠ	6	
1751	幗	k	uəʔ	7	
1752	幘	ts(tʃ)	əʔ	7	
1753	幟	ts(tʃ)	ʮ(ʯ)	5	
1754	幡	f	ᴇ	1	
1755	幢	z(ʒ)	ɑ̃ˠ	6	
1756	幣	b	iᶽ	6	
1757	幪	m	oŋ	2	
1758	幫	p	ɑ̃ˠ	1	
1759	平	b	in	2	
1760	年	ȵ	i	2	
1761	幸	ɦ	iən	6	
1762	幹	k	ɵ	5	
1763	幺		iæ	1	
1764	幻	ɦ	uᴇ	6	
1765	幼		ʏ	5	
1766	幽		ʏ	1	
1767	幾	tɕ	iᶽ	3	
1768	庇	p	iᶽ	5	
1769	牀	z(ʒ)	ɑ̃ˠ	2	
1770	序	z	iᶽ	6	
1771	底	t	iᶽ	3	
1772	庖	b	æ	2	
1773	店	t	i	5	
1774	庚	k	ã	1	
1775	庚	k	ən	1	
1776	府	f	ʉᵝ	3	
1777	庠	z	iã	2	
1778	度	d	ɜuᵝ	6	
1779	度	d	oʔ	8	
1780	座	z	ɜuᵝ	6	
1781	庫	kʰ	ɜuᵝ	5	
1782	庭	d	in	2	
1783	庵		ɵ	1	
1784	庶	s(ʃ)	ʮ(ʯ)	5	
1785	康	kʰ	ɑ̃ˠ	1	
1786	庸	ɦ	ioŋ	2	
1787	庹	tʰ	oʔ	7	
1788	庾	ɦ	yᶽ	6	
1789	廁	tsʰ	ɿ	5	
1790	廂	s	iã	1	
1791	廄	tɕ	ʏ	5	
1792	廈	ɕ	iɑˠ	3	
1793	廈	ɦ	uˠ	6	
1794	廉	l	i	2	
1795	廊	l	ɑ̃ˠ	2	
1796	廑	dʑ	iən	6	
1797	廒	ŋ	æ	2	
1798	廓	k	oʔ	7	
1799	廓	kʰ	oʔ	7	
1800	廕		iən	1	
1801	廖	l	iæ	6	
1802	廚	z(ʒ)	ʮ(ʯ)	2	
1803	廝	s	ɿ	1	
1804	廟	m	iæ	6	
1805	廠	tsʰ(tʃʰ)	ã	3	
1806	廡	v	ʉᵝ	2	
1807	廢	f	iᶽ	5	
1808	廣	k	uɑ̃ˠ	3	
1809	廩	l	in	6	
1810	廬	l	iᶽ	2	
1811	廬	l	ɜuᵝ	2	
1812	廳	tʰ	in	1	
1813	延	ɦ	i	2	
1814	廷	d	in	2	
1815	建	tɕ	i	5	
1816	廿	ȵ	iɑˠ	6	
1817	廿	ȵ	i	6	
1818	弁	b	i	6	
1819	弄	l	oŋ	1	
1820	弄	l	oŋ	6	
1821	弈	ɦ	iəʔ	8	
1822	弊	b	iᶽ	6	
1823	弋	ɦ	iəʔ	8	
1824	式	s(ʃ)	əʔ	7	
1825	弑	s(ʃ)	ʮ(ʯ)	5	
1826	弒	s(ʃ)	ʮ(ʯ)	5	
1827	弓	k	oŋ	1	
1828	弔	t	iæ	5	
1829	引	ɦ	iən	6	
1830	弗	f	əʔ	7	
1831	弘	ɦ	oŋ	2	
1832	弛	z(ʒ)	ʮ(ʯ)	2	
1833	弟	d	iᶽ	6	
1834	弢	tʰ	æ	1	
1835	弦	ɦ	i	2	
1836	弧	ɦ	ɜuᵝ	2	
1837	弩	n	ɜuᵝ	3	
1838	弱	z(ʒ)	ɑˠʔ	8	
1839	張	ts(tʃ)	ã	1	
1840	強	tɕʰ	iã	3	
1841	強	dʑ	iã	2	
1842	強	dʑ	iã	6	
1843	弸	pʰ	ã	1	
1844	弸	pʰ	ən	1	
1845	弼	b	iɪʔ	8	
1846	彀	k	øʏ	5	
1847	彆	p	iɪʔ	7	
1848	彈	d	ᴇ	2	
1849	彈	d	ᴇ	6	
1850	彌	m	iᶽ	2	
1851	彎		uᴇ	1	
1852	彎		uᴇ	5	
1853	彗	ɦ	uᴇ	6	
1854	彙	ɦ	uᴇ	6	
1855	彝	ɦ	iᶽ	2	
1856	形	ɦ	iən	2	
1857	彤	d	oŋ	2	
1858	彥	ɦ	i	6	
1859	彩	tsʰ	ᴇ	3	
1860	彪	p	iæ	1	
1861	彬	p	in	1	
1862	彭	b	ã	2	
1863	彭	b	ən	2	
1864	彰	ts(tʃ)	ã	1	
1865	影		iən	3	
1866	彷	b	ɑ̃ˠ	2	
1867	彷	f	ɑ̃ˠ	3	
1868	役	ɦ	yəʔ	8	
1869	彼	p	ᴇ	1	
1870	彿	f	əʔ	7	
1871	往		uɑ̃ˠ	3	
1872	征	ts(tʃ)	ən	1	
1873	待	d	ᴇ	6	
1874	徇	z	in	2	
1875	很	h	ən	3	
1876	徉	ɦ	iã	2	
1877	徊	ɦ	uᴇ	2	
1878	律	l	iɪʔ	8	
1879	後	ɦ	øʏ	6	
1880	後	ɦ	ʏ	6	
1881	徐	z	iᶽ	2	
1882	徑	tɕ	iən	5	
1883	徒	d	ɜuᵝ	2	
1884	得	t	əʔ	7	
1885	徘	b	ᴇ	2	
1886	徙	s	iᶽ	3	
1887	從	tsʰ	oŋ	1	
1888	從	z	oŋ	2	
1889	從	z	oŋ	6	
1890	徠	l	ᴇ	2	
1891	御	ȵ	yᶽ	6	
1892	御	ɦ	yᶽ	6	
1893	徧	p	i	5	
1894	徨	ɦ	uɑ̃ˠ	2	
1895	復	v	øʏ	6	唧唧~唧唧
1896	復	v	oʔ	8	
1897	循	z	in	2	
1898	徭	ɦ	iæ	2	
1899	微	m	iᶽ	2	
1900	微	v	iᶽ	2	
1901	徵	ts	ɿ	3	
1902	徵	ts(tʃ)	ən	1	
1903	德	t	əʔ	7	
1904	徹	tsʰ(tʃʰ)	əʔ	7	
1905	徼	tɕ	iæ	1	
1906	徽	h	uᴇ	1	
1907	心	s	in	1	
1908	必	p	iɪʔ	7	
1909	忌	dʑ	iᶽ	6	
1910	忍	z(ʒ)	ən	6	
1911	忍	ȵ	iən	6	
1912	忒	tʰ	əʔ	7	
1913	忖	tsʰ	ən	3	
1914	志	ts(tʃ)	ʮ(ʯ)	5	
1915	忘	m	ɑ̃ˠ	6	
1916	忘	v	ɑ̃ˠ	6	
1917	忙	m	ɑ̃ˠ	2	
1918	忝	tʰ	i	3	
1919	忠	ts(tʃ)	oŋ	1	
1920	忡	tsʰ(tʃʰ)	oŋ	1	
1921	忤		ɜuᵝ	1	
1922	忤	ŋ		6	
1923	快	kʰ	ɑˠ		
1924	快	kʰ	uɑˠ	5	
1925	忱	z(ʒ)	ən	2	
1926	念	ȵ	i	6	
1927	忸	ȵ	ʏ	6	
1928	忻	ɕ	iən	1	
1929	忽	h	uəʔ	7	
1930	忿	v	ən	6	
1931	怎	ts	ən	1	
1932	怎	ts	ən	3	
1933	怏		iã	1	
1934	怒	n	ɜuᵝ	6	
1935	怔	ts(tʃ)	ən	1	
1936	怕	pʰ	uˠ	5	
1937	怖	p	ʉᵝ	5	
1938	怙	ɦ	ɜuᵝ	6	
1939	思	s	ɿ	1	
1940	怠	d	ᴇ	6	
1941	怡	ɦ	iᶽ	2	
1942	急	tɕ	iəʔ	7	
1943	怦	pʰ	ən	1	
1944	性	s	in	5	
1945	怨		iɵ	5	
1946	怩	ȵ	iᶽ	2	
1947	怪	k	uɑˠ	5	
1948	怪	k	uᴇ	5	
1949	怯	tɕʰ	iəʔ	7	
1950	恁	n	ən	6	
1951	恃	z(ʒ)	ʮ(ʯ)	6	
1952	恆	ɦ	ən	2	
1953	恍	h	uɑ̃ˠ	3	
1954	恐	kʰ	oŋ	3	
1955	恆	ɦ	ən	2	
1956	恕	s(ʃ)	ʮ(ʯ)	5	
1957	恘	tɕʰ	ʏ	1	
1958	恙	ɦ	iã	6	
1959	恢	kʰ	uᴇ	1	
1960	恢	h	uᴇ	1	
1961	恣	ts	ɿ	5	
1962	恤	s	iɪʔ	7	
1963	恥	tsʰ(tʃʰ)	ʮ(ʯ)	3	
1964	恨	ɦ	ən	6	
1965	恩		ən	1	
1966	恪	k	oʔ	7	
1967	恫	d	oŋ	6	
1968	恬	d	i	2	
1969	恭	k	oŋ	1	
1970	息	s	iɪʔ	7	
1971	恰	kʰ	aʔ	7	
1972	恰	tɕʰ	iaʔ	7	
1973	恿		ioŋ	3	
1974	悄	tsʰ	iæ	1	
1975	悅	ɦ	yəʔ	8	
1976	悉	s	iɪʔ	7	
1977	悌	d	iᶽ	6	
1978	悍	ɦ	ɵ	6	
1979	悒		iəʔ	7	
1980	悔	h	uᴇ	3	
1981	悖	b	ᴇ	6	
1982	悚	s	oŋ	3	
1983	悛	tsʰ	i	1	
1984	悟	ŋ	ɜuᵝ	6	
1985	悠		ʏ	1	
1986	患	ɦ	uᴇ	6	
1987	患		uᴇ	3	
1988	悱	f	iᶽ	3	
1989	悲	p	ᴇ	1	
1990	悴	z	ᴇ	6	
1991	悵	tsʰ(tʃʰ)	ã	5	
1992	悶	m	ən	1	
1993	悸	tɕ	iᶽ	5	
1994	悼	d	æ	6	
1995	悽	tsʰ	iᶽ	1	
1996	情	z	in	2	
1997	惆	tsʰ(tʃʰ)	øʏ	1	
1998	惋		uɵ	3	
1999	惑	ɦ	uəʔ	8	
2000	惓	dʑ	iɵ	2	
2001	惕	tʰ	iɪʔ	7	
2002	惘	m	ɑ̃ˠ	6	
2003	惚	h	uəʔ	7	
2004	惛	h	uən	1	
2005	惜	s	iɪʔ	7	
2006	惟	v	iᶽ	2	
2007	惠	ɦ	uᴇ	6	
2008	惡		oʔ	7	
2009	惦	t	i	5	
2010	惰	d	ɜuᵝ	6	
2011	惱	n	æ	6	
2012	惲	ɦ	yən	6	
2013	想	s	iã	3	
2014	惴	ts	ᴇ	5	
2015	惶	ɦ	uɑ̃ˠ	2	
2016	惹	z(ʒ)	ɑˠ	6	
2017	惺	s	in	1	
2018	惻	tsʰ	əʔ	7	
2019	惼	p	i	3	
2020	愁	z	øʏ	2	
2021	愅	k	əʔ	7	
2022	愆	tɕʰ	i	1	
2023	愈	ɦ	yᶽ	6	
2024	愉	ɦ	yᶽ	2	
2025	愎	b	iɪʔ	8	
2026	意		iᶽ	5	
2027	愕	ŋ	oʔ	8	
2028	愚	ȵ	yᶽ	2	
2029	愛		ᴇ	5	
2030	愜	tɕʰ	iəʔ	7	
2031	感	k	ɵ	3	
2032	愣	l	ən	6	
2033	愧	ɡ	uᴇ	6	
2034	愫	s	ɜuᵝ	5	
2035	愴	tsʰ(tʃʰ)	ɑ̃ˠ	5	
2036	愷	kʰ	ᴇ	3	
2037	愾	kʰ	ᴇ	5	
2038	慄	l	iɪʔ	8	
2039	慇		iən	1	
2040	慈	z	ɿ	2	
2041	態	tʰ	ᴇ	5	
2042	慌	h	uɑ̃ˠ	1	
2043	慍		yən	3	
2044	慎	z(ʒ)	ən	6	
2045	慓	pʰ	iæ	3	
2046	慕	m	uˠ	6	
2047	慘	tsʰ	ɵ	3	
2048	慚	z	ᴇ	2	
2049	慚	z	ᴇ	6	
2050	慢	m	ᴇ	6	
2051	慣	k	uᴇ	5	
2052	慧	ɦ	uᴇ	6	
2053	慨	kʰ	ᴇ	5	
2054	慪		øʏ	5	
2055	慫	s	oŋ	5	
2056	慮	l	iᶽ	6	
2057	慰	ɦ	uᴇ	6	
2058	慵	ɦ	ioŋ	2	
2059	慶	tɕʰ	iən	5	
2060	慷	kʰ	ɑ̃ˠ	3	
2061	慼	tsʰ	iɪʔ	7	
2062	慾	ɦ	ioʔ	8	
2063	憂		ʏ	1	
2064	憊	b	ᴇ	6	
2065	憋	p	iɪʔ	7	
2066	憎	ts	ən	1	
2067	憐	l	i	2	
2068	憑	b	in	2	
2069	憔	z	iæ	2	
2070	憚	d	ᴇ	6	
2071	憤	v	ən	6	
2072	憦	l	æ	6	
2073	憧	tsʰ(tʃʰ)	oŋ	1	
2074	憨	h	ɵ	1	
2075	憩	tɕʰ	iᶽ	5	
2076	憫	m	in	3	
2077	憬	tɕ	iən	3	
2078	憲	ɕ	i	5	
2079	憶		iᶽ	5	
2080	憾	ɦ	ɵ	6	
2081	懂	t	oŋ	3	
2082	懃	dʑ	iən	2	
2083	懇	kʰ	ən	3	
2084	懈	ɦ	i	6	
2085	應		iən	1	
2086	應		iən	5	
2087	懊		æ	5	
2088	懋	m	øʏ	6	
2089	懌	ɦ	iəʔ	8	
2090	懍	l	in	6	
2091	懦	n	ɜuᵝ	3	
2092	懲	z(ʒ)	ən	2	
2093	懵	m	oŋ	6	
2094	懶	l	ᴇ	6	
2095	懷	ɦ	uɑˠ	2	
2096	懷	ɦ	uᴇ	2	
2097	懸	ɦ	iɵ	2	
2098	懺	tsʰ	ᴇ	5	
2099	懼	dʑ	yᶽ	6	
2100	懾	s(ʃ)	əʔ	7	
2101	懿	ɦ	iᶽ	6	
2102	戀	l	i	6	
2103	戇	ɡ	ɑ̃ˠ	6	
2104	戈	k	ɜuᵝ	1	
2105	戊	v	ʉᵝ	6	
2106	戌	s	iɪʔ	7	
2107	戍	s(ʃ)	ʮ(ʯ)	5	
2108	戍	s	iɪʔ	7	
2109	戎	z(ʒ)	oŋ	2	
2110	成	z(ʒ)	ən	2	
2111	我	ŋ	ɜuᵝ	1	
2112	我	ŋ	ɜuᵝ	6	
2113	戒	k	ɑˠ	5	
2114	戒	tɕ	iɑˠ	5	
2115	或	ɦ	uəʔ	8	
2116	戚	tsʰ	iɪʔ	7	
2117	戛	k	aʔ	7	
2118	戟	tɕ	iəʔ	7	
2119	戡	kʰ	ɵ	1	
2120	戤	ɡ	ᴇ	6	
2121	戥	t	ən	3	
2122	戧	tsʰ	iã	5	
2123	戩	ts	i	3	
2124	截	z	iɪʔ	8	
2125	戮	l	oʔ	8	
2126	戰	ts(tʃ)	ɵ	5	
2127	戲	ɕ	iᶽ	5	
2128	戳	tsʰ(tʃʰ)	oʔ	7	
2129	戴	t	ɑˠ	5	
2130	戴	t	ᴇ	5	
2131	戶	ɦ	ɜuᵝ	6	
2132	戽	h	ɜuᵝ	3	
2133	戽	h	ɜuᵝ	5	
2134	戾	l	iᶽ	6	
2135	戾	l	iɪʔ	8	
2136	房	v	ɑ̃ˠ	2	
2137	所	s	ɜuᵝ	3	
2138	扁	p	i	3	
2139	扁	pʰ	i	1	
2140	扃	tɕ	ioŋ	1	
2141	扇	s(ʃ)	ɵ	1	
2142	扇	s(ʃ)	ɵ	3	
2143	扇	s(ʃ)	ɵ	5	
2144	扈	ɦ	ɜuᵝ	6	
2145	扉	f	iᶽ	5	
2146	手	s(ʃ)	øʏ	3	
2147	才	z	ᴇ	2	
2148	扎	ts	aʔ	7	
2149	扒	b	uˠ	2	
2150	打	t	ã	3	
2151	托	tʰ	oʔ	7	
2152	扚	t	iɪʔ	7	
2153	扛	k	ɑ̃ˠ	1	
2154	扛	ɡ	ɑ̃ˠ	2	
2155	扞	ɦ	ɵ	6	
2156	扠	tsʰ	uˠ	1	
2157	扢	tɕ	iəʔ	7	
2158	扣	kʰ	øʏ	5	
2159	扤	ŋ	əʔ	8	
2160	扦	tsʰ	i	1	
2161	扭	ȵ	ʏ	3	
2162	扮	p	ᴇ	5	
2163	扯	tsʰ(tʃʰ)	ɑˠ	1	
2164	扯	tsʰ(tʃʰ)	ɑˠ	3	
2165	扳	p	ᴇ	1	
2166	扶	v	ʉᵝ	2	
2167	批	pʰ	iᶽ	1	
2168	扼	ŋ	əʔ	8	
2169	找	ts(tʃ)	æ	1	
2170	找	ts(tʃ)	æ	3	
2171	承	z(ʒ)	ən	2	
2172	技	dʑ	iᶽ	6	
2173	抄	tsʰ	æ	1	
2174	抉	tɕ	yəʔ	7	
2175	把	p	ɑˠ	3	
2176	把	p	uˠ	3	
2177	抑		iəʔ	7	
2178	抒	s(ʃ)	ʮ(ʯ)	1	
2179	抓	ts(tʃ)	ɑˠ	1	
2180	抓	ts(tʃ)	ɑˠ	3	
2181	抓	ts	æ	1	
2182	抔	b	øʏ	2	
2183	投	d	øʏ	2	
2184	抖	t	øʏ	3	
2185	抗	kʰ	ɑ̃ˠ	5	
2186	折	ts(tʃ)	əʔ	7	
2187	折	z(ʒ)	əʔ	8	
2188	抨	pʰ	ən	1	
2189	披	pʰ	iᶽ	1	
2190	抬	d	ᴇ	2	
2191	抱	b	æ	6	
2192	抳	ȵ	iᶽ	2	
2193	抴	ɦ	iəʔ	8	
2194	抵	t	iᶽ	3	
2195	抹	m	əʔ	8	
2196	抻	s(ʃ)	ən	5	
2197	押		ɑˠʔ	7	
2198	抽	tsʰ(tʃʰ)	øʏ	1	
2199	抿	m	in	3	
2200	抿	m	in	6	
2201	拂	f	əʔ	7	
2202	拄	ts(tʃ)	ʮ(ʯ)	3	
2203	拆	tsʰ	ɑˠʔ	7	
2204	拆	tsʰ	əʔ	7	
2205	拇	m	uˠ	1	
2206	拈	ȵ	i	1	
2207	拉	l	ɑˠ	1	
2208	拊	f	ʉᵝ	3	
2209	拋	pʰ	æ	1	
2210	拌	pʰ	ɵ	1	
2211	拌	b	ɵ	6	
2212	拍	pʰ	ɑˠʔ	7	
2213	拍	pʰ	əʔ	7	
2214	拎	l	in	1	
2215	拐	k	uɑˠ	3	
2216	拑	dʑ	i	2	
2217	拒	dʑ	yᶽ	6	
2218	拓	tʰ	aʔ	7	
2219	拓	tʰ	oʔ	7	
2220	拔	b	aʔ	8	
2221	拕	t	ɑˠ	1	
2222	拖	tʰ	ɜuᵝ	1	
2223	拖	tʰ	ɑˠ	1	
2224	拗		æ	1	
2225	拗		æ	3	
2226	拗		æ	5	
2227	拘	tɕ	yᶽ	1	
2228	拙	ts(tʃ)	əʔ	7	
2229	拚	pʰ	ɵ	1	
2230	招	ts(tʃ)	æ	1	
2231	拜	p	ɑˠ	5	
2232	拜	p	ᴇ	5	
2233	擁		ioŋ	3	
2234	括	k	uaʔ	7	
2235	拭	s(ʃ)	əʔ	7	
2236	拮	tɕ	iəʔ	7	
2237	拯	ts(tʃ)	ən	3	
2238	拱	k	oŋ	1	
2239	拱	k	oŋ	5	
2240	拳	dʑ	iɵ	2	
2241	拴	s(ʃ)	ɵ	1	
2242	拷	kʰ	æ	3	
2243	拸	d	ɜuᵝ	6	
2244	拺	tsʰ	ɑˠʔ	7	
2245	拼	pʰ	in	1	
2246	拽	ɦ	iəʔ	8	
2247	拾	z(ʒ)	əʔ	8	
2248	拾	z	iɪʔ	8	
2249	拿	n	uˠ	1	
2250	拿	n	uˠ	2	
2251	持	z(ʒ)	ʮ(ʯ)	2	
2252	指	ts(tʃ)	ʮ(ʯ)	3	
2253	挈	tɕʰ	iəʔ	7	
2254	按		ɵ	5	
2255	挎	kʰ	ɜuᵝ	1	
2256	挑	tʰ	iæ	1	
2257	挖		uaʔ	7	
2258	挨		ɑˠ	1	
2259	挨		ᴇ	1	
2260	挪	n	ɑˠ	1	
2261	挪	n	aʔ	8	
2262	挫	tsʰ	ɜuᵝ	5	
2263	振	ts(tʃ)	ən	5	
2264	挹		iəʔ	7	
2265	挺	tʰ	in	3	
2266	挼	n	ɜuᵝ	1	
2267	挽		uᴇ	3	
2268	挾	ɦ	iəʔ	8	
2269	捂		ɜuᵝ	1	
2270	捅	tʰ	oŋ	3	
2271	捆	kʰ	uən	3	
2272	捉	ts(tʃ)	oʔ	7	
2273	捋	l	əʔ	8	
2274	捌	p	oʔ	7	
2275	捍	ɦ	ɵ	6	
2276	捎	s	æ	1	
2277	捎	s	iæ	1	
2278	捏	ȵ	iɑˠʔ	8	
2279	捐	tɕ	iɵ	1	
2280	捕	b	ʉᵝ	6	
2281	捘	ts	ən	3	
2282	捧	pʰ	oŋ	3	
2283	捧	f	oŋ	3	
2284	捨	s	uˠ	3	
2285	捩	l	iɪʔ	8	
2286	捫	m	ən	2	
2287	捭	p	ᴇ	3	
2288	据	tɕ	yᶽ	5	
2289	捯	t	æ	3	
2290	捱	ŋ	ɑˠ	2	
2291	捲	tɕ	iɵ	3	
2292	捶	z	ᴇ	2	
2293	捷	z	iɪʔ	8	
2294	捺	n	aʔ	8	
2295	捼	n	ɜuᵝ	1	
2296	捾		uaʔ	7	
2297	掀	ɕ	i	1	
2298	掂	t	i	1	
2299	掃	s	æ	3	
2300	掃	s	æ	5	
2301	掄	l	ən	2	
2302	掇	t	əʔ	7	
2303	授	z(ʒ)	øʏ	6	
2304	掉	d	iæ	6	
2305	掌	ts(tʃ)	ã	3	
2306	掏	tʰ	æ	1	
2307	掏	d	æ	2	
2308	掐	kʰ	aʔ	7	
2309	掐	tɕʰ	iaʔ	7	
2310	排	b	ɑˠ	2	
2311	排	b	ᴇ	2	
2312	掖	ɦ	iəʔ	8	
2313	掖		iəʔ	7	
2314	掗		uˠ	1	
2315	掘	dʑ	yəʔ	8	
2316	掙	ts	ən	1	
2317	掛	k	uɑˠ	5	
2318	掛	k	uˠ	5	
2319	掝	h	uaʔ	7	
2320	掠	l	iɑˠʔ	8	
2321	採	tsʰ	ᴇ	3	
2322	探	tʰ	ɵ	5	
2323	掣	tsʰ(tʃʰ)	əʔ	7	
2324	接	ts	iɪʔ	7	
2325	控	kʰ	oŋ	5	
2326	推	tʰ	ᴇ	1	
2327	掩		i	3	
2328	措	tsʰ	ɜuᵝ	5	
2329	掬	tɕ	yəʔ	7	
2330	掬	tɕ	ioʔ	7	
2331	掭	tʰ	i	5	
2332	掮	dʑ	i	2	
2333	掯	kʰ	ən	5	
2334	掰	p	ɑˠʔ	7	
2335	揀	k	ᴇ	3	
2336	揀	tɕ	i	3	
2337	揂	z	øʏ	2	
2338	揃	ts	i	3	
2339	揆	ɡ	uᴇ	6	
2340	揇	n	ɵ	6	
2341	揉	z(ʒ)	øʏ	2	
2342	揍	ts	øʏ	5	
2343	揎	ɕ	iɵ	1	
2344	描	m	iæ	2	
2345	提	d	iᶽ	2	
2346	插	tsʰ	aʔ	7	
2347	揖		iəʔ	7	
2348	揚	ɦ	iã	2	
2349	換	ɦ	uɵ	6	
2350	揞		ɵ	3	
2351	握		oʔ	7	
2352	揢	kʰ	ɑˠʔ	7	
2353	揣	tsʰ	ᴇ	3	
2354	揩	kʰ	ɑˠ	1	
2355	揪	ts	øʏ	1	
2356	揭	tɕ	iəʔ	7	
2357	揮	h	uᴇ	1	
2358	揮	h	uᴇ	5	
2359	援		uɵ	3	
2360	揵	dʑ	i	2	
2361	揹	p	ᴇ	1	
2362	搆	k	øʏ	5	
2363	搇	tɕʰ	iən	5	
2364	搉	kʰ	oʔ	7	
2365	損	s	ən	3	
2366	搏	p	oʔ	7	
2367	搐	tsʰ(tʃʰ)	oʔ	7	
2368	搒	p	ã	1	
