1	#漢字	聲	韻	調	解釋
4693	縈	ɦ	iən	2	
4694	縉	ts	in	5	
4695	縊		iəʔ	7	
4696	縐	ts	øʏ	5	
4697	縑	tɕ	i	1	
4698	縗	tsʰ	ᴇ	1	
4699	縛	v	ʉᵝ	6	
4700	縛	v	oʔ	8	
4701	縝	ts(tʃ)	ən	3	
4702	縞	k	æ	3	
4703	縟	z(ʒ)	oʔ	8	
4704	縣	ɦ	iɵ	6	
4705	縫	v	oŋ	2	
4706	縫	v	oŋ	6	
4707	縮	s(ʃ)	oʔ	7	
4708	縱	ts	oŋ	5	
4709	縲	l	ᴇ	2	
4710	縴	tɕʰ	i	5	
4711	縵	m	ᴇ	6	
4712	縷	l	iᶽ	6	
4713	縹	pʰ	iæ	3	
4714	縻	m	iᶽ	2	
4715	總	ts	oŋ	3	
4716	績	ts	iɪʔ	7	
4717	繁	v	ᴇ	2	
4718	繃	p	ã	1	
4719	繅	z	iæ	2	
4720	繆	m	iæ	6	
4721	繆	m	øʏ	6	
4722	繈	tɕʰ	iã	3	
4723	織	ts(tʃ)	əʔ	7	
4724	繕	z(ʒ)	ɵ	6	
4725	繗	l	ən	2	
4726	繚	l	iæ	2	
4727	繞	z(ʒ)	æ	6	
4728	繞	ȵ	iæ	6	
4729	繡	s	øʏ	5	
4730	繩	z(ʒ)	ən	2	
4731	繪	ɦ	uᴇ	6	
4732	繫	ɦ	iᶽ	6	
4733	繭	tɕ	i	3	
4734	繮	tɕ	iã	1	
4735	繯	ɦ	uᴇ	6	
4736	繰	tsʰ	iæ	1	
4737	繳	k	æ	1	
4738	繳	tɕ	iæ	1	
4739	繹	ɦ	iəʔ	8	
4740	繼	tɕ	iᶽ	5	
4741	繽	p	in	1	
4742	繾	tɕʰ	i	3	
4743	纂	tsʰ	ɵ	3	
4744	纈	ɦ	iəʔ	8	
4745	續	z	oʔ	8	
4746	纏	z(ʒ)	ɵ	2	
4747	纏	z(ʒ)	ɵ	6	
4748	纓		iən	1	
4749	纔	z	ᴇ	2	
4750	纖	tsʰ	i	1	
4751	纖	s	i	1	
4752	纜	l	ᴇ	6	
4753	缶	f	øʏ	3	
4754	缸	k	ɑ̃ˠ	1	
4755	缺	tɕʰ	yəʔ	7	
4756	罄	tɕʰ	iən	5	
4757	罅	h	uˠ	5	
4758	罌		iən	1	
4759	罍	l	ᴇ	2	
4760	罐	k	uɵ	5	
4761	罔	m	ɑ̃ˠ	6	
4762	罕	h	ɵ	5	
4763	罡	k	ɑ̃ˠ	1	
4764	罣	k	uˠ	5	
4765	罥	tɕ	iɵ	5	
4766	罩	ts	æ	5	
4767	罪	z	ᴇ	6	
4768	置	ts(tʃ)	ʮ(ʯ)	5	
4769	罰	v	aʔ	8	
4770	罱	ȵ	i	6	
4771	署	z(ʒ)	ʮ(ʯ)	6	
4772	署	z	iᶽ	6	
4773	罵	m	uˠ	6	
4774	罷	b	ɑˠ	6	
4775	罷	b	uˠ	6	
4776	罹	l	iᶽ	2	
4777	羅	l	ɜuᵝ	2	
4778	羆	b	iᶽ	2	
4779	羈	tɕ	iᶽ	1	
4780	羊	ɦ	iã	2	
4781	羌	tɕʰ	iã	1	
4782	羌	tɕʰ	iɑ̃ˠ	1	
4783	美	m	ᴇ	3	
4784	羔	k	æ	1	
4785	羚	l	in	2	
4786	羞	s	øʏ	1	
4787	羣	dʑ	yən	2	
4788	羣	dʑ	yən	2	
4789	羨	z	i	6	
4790	義	ȵ	iᶽ	6	
4791	義	ɦ	iᶽ	6	
4792	羯	tɕ	iəʔ	7	
4793	羲	ɕ	iᶽ	1	
4794	羶	s(ʃ)	ɵ	1	
4795	羸	l	ᴇ	2	
4796	羹	k	ã	1	
4797	羹	k	ən	1	
4798	羼	tsʰ	ᴇ	3	
4799	羽		yᶽ	1	
4800	羿	ȵ	iᶽ	6	
4801	翁		oŋ	1	
4802	翅	tsʰ(tʃʰ)	ʮ(ʯ)	5	
4803	翌	ɦ	iəʔ	8	
4804	翎	l	in	2	
4805	習	z	iɪʔ	8	
4806	翔	z	iã	2	
4807	翟	z	ɑˠʔ	8	
4808	翟	d	iɪʔ	8	
4809	翠	tsʰ	ᴇ	5	
4810	翡	f	iᶽ	5	
4811	翥	ts(tʃ)	ʮ(ʯ)	5	
4812	翦	ts	i	3	
4813	翨	tɕ	iᶽ	5	
4814	翩	pʰ	i	1	
4815	翬	h	uᴇ	1	
4816	翮	k	ɑˠʔ	7	
4817	翰	ɦ	ɵ	2	
4818	翰	ɦ	ɵ	6	
4819	翱	ŋ	æ	2	
4820	翳		iᶽ	1	
4821	翹	tɕʰ	iæ	5	
4822	翹	dʑ	iæ	2	
4823	翻	f	ᴇ	1	
4824	翼	ɦ	iəʔ	8	
4825	耀	ɦ	iæ	6	
4826	老	l	æ	6	
4827	考	kʰ	æ	3	
4828	耄	m	æ	6	
4829	者	ts(tʃ)	øʏ	3	
4830	者	ts	ᴇ	1	
4831	耆	dʑ	iᶽ	2	
4832	耋	d	iɪʔ	8	
4833	而		əl	6	
4834	耍	s(ʃ)	ɑˠ	3	
4835	耐	n	ᴇ	6	
4836	耒	l	ᴇ	6	
4837	耕	k	ã	1	
4838	耕	k	ən	1	
4839	耖	tsʰ	æ	5	
4840	耗	h	æ	5	
4841	耘	ɦ	yən	2	
4842	耙	b	uˠ	2	
4843	耜	z	ɿ	6	
4844	耥	tʰ	ɑ̃ˠ	3	
4845	耦	ŋ	øʏ	6	
4846	耳	ȵ	iᶽ	6	
4847	耳		əl	1	
4848	耶		iɑˠ	1	
4849	耶		i	1	
4850	耷	t	aʔ	7	
4851	恥	tsʰ(tʃʰ)	ʮ(ʯ)	3	
4852	耽	t	ᴇ	1	
4853	耿	k	ã	3	
4854	耿	k	ən	3	
4855	聆	l	in	2	
4856	聊	l	iæ	2	
4857	聒	k	uaʔ	7	
4858	聖	s(ʃ)	ən	5	
4859	聘	pʰ	in	3	
4860	聘	pʰ	in	5	
4861	聚	z	iᶽ	6	
4862	聞	m	ən	2	
4863	聞	v	ən	2	
4864	聯	l	i	2	
4865	聰	tsʰ	oŋ	1	
4866	聲	s	ã	1	
4867	聲	s(ʃ)	ən	1	
4868	聳	s	oŋ	3	
4869	聵	ɡ	uᴇ	6	
4870	聶	ȵ	iəʔ	8	
4871	職	ts(tʃ)	əʔ	7	
4872	聽	tʰ	in	1	
4873	聽	tʰ	in	3	
4874	聾	l	oŋ	2	
4875	聿	ɦ	yəʔ	8	
4876	肄	ɦ	iᶽ	6	
4877	肅	s	oʔ	7	
4878	肆	s	ɿ	5	
4879	肇	z(ʒ)	æ	6	
4880	肉	ȵ	ioʔ	8	
4881	肋	l	əʔ	8	
4882	肌	tɕ	iᶽ	1	
4883	肏	tsʰ	oʔ	7	俗字，本字為“錯”
4884	肓	h	uɑ̃ˠ	1	
4885	肖	s	iæ	5	
4886	肘	ts(tʃ)	øʏ	3	
4887	肚	t	ɜuᵝ	3	
4888	肚	d	ɜuᵝ	6	
4889	肛	k	ɑ̃ˠ	1	
4890	肝	k	ɵ	1	
4891	股	k	ɜuᵝ	3	
4892	肢	ts(tʃ)	ʮ(ʯ)	1	
4893	肥	b	iᶽ	2	
4894	肥	v	iᶽ	2	
4895	肨	pʰ	ã	5	
4896	肩	tɕ	i	1	
4897	肪	f	ɑ̃ˠ	1	
4898	肫	ts(tʃ)	ən	1	
4899	肮		ɑ̃ˠ	1	
4900	肯	kʰ	ən	3	
4901	肱	k	oŋ	1	
4902	育		ioʔ	7	
4903	肴	ɦ	iæ	2	
4904	肺	f	iᶽ	5	
4905	胃	ɦ	uᴇ	6	
4906	胄	z(ʒ)	øʏ	6	
4907	背	p	ᴇ	5	
4908	背	b	ᴇ	6	
4909	胎	tʰ	ᴇ	1	
4910	胖	b	ɵ	2	
4911	胖	pʰ	ɑ̃ˠ	5	
4912	胗	ts(tʃ)	ən	3	
4913	胚	pʰ	ᴇ	1	
4914	胛	k	aʔ	7	
4915	胛	tɕ	iaʔ	7	
4916	胞	p	æ	1	
4917	胡	ɦ	ɜuᵝ	2	
4918	胤	ɦ	iən	6	
4919	胥	s(ʃ)	ʮ(ʯ)	1	~口
4920	胥	s	iᶽ	1	~門，伍子~
4921	胭		i	1	
4922	胯	kʰ	uˠ	5	
4923	胰	ɦ	iᶽ	2	
4924	胱	k	uɑ̃ˠ	1	
4925	胲	k	ᴇ	1	
4926	胳	k	aʔ	7	
4927	胳	k	oʔ	7	
4928	胴	d	oŋ	6	
4929	胸	ɕ	ioŋ	1	
4930	胼	b	i	2	
4931	能	n	ən	2	
4932	脂	ts(tʃ)	ʮ(ʯ)	1	
4933	脃	tsʰ	ᴇ	5	
4934	脅	ɕ	iəʔ	7	
4935	脆	tsʰ	ᴇ	5	
4936	脈	m	ɑˠʔ	8	
4937	脊	ts	iɪʔ	7	
4938	脖	b	əʔ	8	
4939	脗	m	in	3	
4940	脛	tɕ	iən	5	
4941	脣	z(ʒ)	ən	2	
4942	脪	h	ən	3	
4943	脫	tʰ	əʔ	7	
4944	脬	pʰ	æ	1	
4945	脯	b	ʉᵝ	6	
4946	脯	f	ʉᵝ	3	
4947	脰	d	øʏ	6	
4948	脹	ts(tʃ)	ã	5	
4949	脾	b	iᶽ	2	
4950	腆	tʰ	i	3	
4951	腈	ts	in	1	
4952	腋	ɦ	iəʔ	8	
4953	腎	z(ʒ)	ən	6	
4954	腐	v	ʉᵝ	6	
4955	腑	f	ʉᵝ	3	
4956	腔	tɕʰ	iã	1	
4957	腔	tɕʰ	iɑ̃ˠ	1	
4958	腕		uɵ	3	
4959	腡	l	ɜuᵝ	2	
4960	腥	s	in	1	
4961	腦	n	æ	6	
4962	腩	n	ɵ	6	
4963	腫	ts(tʃ)	oŋ	3	
4964	腭	ŋ	oʔ	8	
4965	腮	s	ᴇ	1	
4966	腰		iæ	1	
4967	腱	dʑ	i	6	
4968	腳	tɕ	iɑˠʔ	7	
4969	腴	ɦ	yᶽ	2	
4970	腸	z(ʒ)	ã	2	
4971	腸	z	ɑ̃ˠ	6	
4972	腹	f	oʔ	7	
4973	腺	s	i	5	
4974	腿	tʰ	ᴇ	3	
4975	膀	p	ɑ̃ˠ	3	
4976	膀	b	ɑ̃ˠ	2	
4977	膁	kʰ	ɵ	5	
4978	膂	l	iᶽ	6	
4979	膆	s	ɜuᵝ	5	
4980	膈	k	ɑˠʔ	7	
4981	膊	p	oʔ	7	
4982	膏	k	æ	1	
4983	膘	p	iæ	1	
4984	膚	f	ʉᵝ	1	
4985	膛	d	ɑ̃ˠ	2	
4986	膜	m	oʔ	8	
4987	膝	tsʰ	iɪʔ	7	
4988	膝	s	iɪʔ	7	
4989	膠	k	æ	1	
4990	膨	b	ã	2	
4991	膩	ȵ	iᶽ	6	
4992	膪	ts	ɑˠ	5	
4993	膬	tsʰ	əʔ	7	
4994	膯	t	ən	1	
4995	膳	z(ʒ)	ɵ	6	
4996	膺		iən	1	
4997	膻	s(ʃ)	ɵ	1	
4998	膽	t	ᴇ	3	
4999	膾	k	uᴇ	5	
5000	膿	n	oŋ	2	
5001	臀	d	ən	2	
5002	臂	p	iᶽ	5	
5003	臃		ioŋ	3	
5004	臆		iᶽ	5	
5005	臉	l	i	3	
5006	臉	l	i	6	
5007	臊	s	æ	1	
5008	臌	k	ɜuᵝ	3	
5009	臍	z	iᶽ	2	
5010	臏	b	in	6	
5011	臖	ɕ	iən	5	
5012	臘	l	aʔ	8	
5013	臚	l	ɜuᵝ	2	
5014	臟	z	ɑ̃ˠ	6	
5015	臠	l	ɵ	2	
5016	臣	z(ʒ)	ən	2	
5017	臥	ŋ	ɜuᵝ	6	
5018	臧	ts	ɑ̃ˠ	1	
5019	臨	l	in	2	
5020	自	z	ɿ	2	
5021	自	z	ɿ	6	
5022	臬	ȵ	iəʔ	8	
5023	臭	tsʰ(tʃʰ)	øʏ	5	
5024	至	ts(tʃ)	ʮ(ʯ)	5	
5025	致	ts(tʃ)	ʮ(ʯ)	5	
5026	臺	d	ᴇ	2	
5027	臻	ts	ən	1	
5028	臼	dʑ	ʏ	6	
5029	臾	ɦ	yᶽ	2	
5030	舀	ɦ	iæ	6	
5031	舂	s(ʃ)	oŋ	1	
5032	舅	dʑ	ʏ	6	
5033	與	ɦ	yᶽ	6	
5034	與		yᶽ	3	
5035	興	ɕ	iən	1	
5036	興	ɕ	iən	5	
5037	舉	tɕ	yᶽ	3	
5038	舊	dʑ	ʏ	6	
5039	舌	z(ʒ)	əʔ	8	
5040	舍	s	uˠ	5	
5041	舍	s(ʃ)	øʏ	5	
5042	舒	s(ʃ)	ʮ(ʯ)	1	
5043	舔	tʰ	i	3	
5044	舚	tʰ	i	5	
5045	舛	tsʰ(tʃʰ)	ɵ	3	
5046	舜	s(ʃ)	ən	5	
5047	舞	v	ʉᵝ	2	
5048	舟	ts(tʃ)	øʏ	1	
5049	舢	s	ᴇ	1	
5050	舨	p	ᴇ	3	
5051	航	ɦ	ɑ̃ˠ	2	
5052	舫	f	ɑ̃ˠ	3	
5053	般	p	ᴇ	1	
5054	般	p	ɵ	1	
5055	舵	d	ɜuᵝ	6	
5056	舶	b	ɑˠʔ	8	
5057	舶	pʰ	əʔ	7	
5058	舷	ɦ	i	2	
5059	舸	k	ɜuᵝ	3	
5060	船	z(ʒ)	ɵ	2	
5061	艄	s	æ	1	
5062	艇	tʰ	in	3	
5063	艘	s	øʏ	1	
5064	艙	tsʰ	ɑ̃ˠ	1	
5065	艟	d	oŋ	2	
5066	艦	kʰ	ᴇ	3	
5067	艦	tɕʰ	i	5	
5068	艨	m	oŋ	2	
5069	艫	l	ɜuᵝ	2	
5070	艮	k	ən	5	
5071	良	l	iã	2	
5072	艱	tɕ	i	1	
5073	色	s	əʔ	7	
5074	艾	ŋ	ᴇ	6	
5075	艿	n	ɑˠ	6	
5076	芉	k	ɵ	1	
5077	芋		yᶽ	1	
5078	芍	z(ʒ)	ɑˠʔ	8	
5079	芒	m	ɑ̃ˠ	2	
5080	芙	v	ʉᵝ	2	
5081	芝	ts(tʃ)	ʮ(ʯ)	1	
5082	芟	s	ᴇ	1	
5083	芡	tɕʰ	i	5	
5084	芥	k	ɑˠ	5	
5085	芥	tɕ	iɑˠ	5	
5086	芨	tɕ	iəʔ	7	
5087	芪	dʑ	iᶽ	2	
5088	芬	f	ən	1	
5089	芬	v	ən	2	
5090	芭	p	uˠ	1	
5091	芮	z	ᴇ	6	
5092	芯	s	in	1	
5093	芰	dʑ	iᶽ	6	
5094	花	h	uɑˠ	1	
5095	花	h	uˠ	1	
5096	芳	f	ɑ̃ˠ	1	
5097	芷	ts(tʃ)	ʮ(ʯ)	3	
5098	芸	ɦ	yən	2	
5099	芹	dʑ	iən	2	
5100	芻	tsʰ	ɜuᵝ	1	
5101	芽	ŋ	ɑˠ	2	
5102	芽	ɦ	iɑˠ	2	
5103	芾	f	iᶽ	5	
5104	芾	f	əʔ	7	
5105	苑	ɦ	iɵ	6	
5106	苓	l	in	2	
5107	苔	tʰ	ᴇ	1	
5108	苔	d	ᴇ	2	
5109	苗	m	iæ	2	
5110	苛	kʰ	ɜuᵝ	1	
5111	苜	m	oʔ	8	
5112	苞	p	æ	1	
5113	苟	k	øʏ	3	
5114	苣	tɕ	yᶽ	5	
5115	苣	dʑ	yᶽ	6	
5116	若	z(ʒ)	ɑˠʔ	8	
5117	苦	kʰ	ɜuᵝ	3	
5118	苧	z(ʒ)	ʮ(ʯ)	6	
5119	苫	s	uˠ	5	
5120	苫	s(ʃ)	ɵ	5	
5121	苯	p	ən	3	
5122	英		iən	1	
5123	苴	ts	iᶽ	1	
5124	苹	b	in	2	
5125	苻	v	ʉᵝ	2	
5126	茁	ts(tʃ)	əʔ	7	
5127	茂	m	æ	6	
5128	茂	m	øʏ	6	
5129	范	v	ᴇ	6	
5130	茄	ɡ	ɑˠ	2	
5131	茄	dʑ	iɑˠ	2	
5132	茅	m	æ	2	
5133	茆	m	æ	6	
5134	茉	m	əʔ	8	
5135	茗	m	in	2	
5136	茜	tsʰ	i	5	
5137	茨	z	ɿ	2	
5138	茫	m	ɑ̃ˠ	2	
5139	茭	k	æ	1	
5140	茭	tɕ	iæ	1	
5141	茯	v	oʔ	8	
5142	茱	ts(tʃ)	ʮ(ʯ)	1	
5143	茲	ts	ɿ	1	
5144	茴	ɦ	uᴇ	2	
5145	茵		iən	1	
5146	茶	z	uˠ	2	
5147	茷	v	aʔ	8	
5148	茸	z(ʒ)	oŋ	2	
5149	茹	z(ʒ)	ʮ(ʯ)	2	
5150	荀	z	in	2	
5151	荃	tsʰ	i	1	
5152	草	tsʰ	æ	3	
5153	荊	tɕ	iən	1	
5154	荏	z(ʒ)	ən	6	
5155	荑	d	iᶽ	2	
5156	荑	ɦ	iᶽ	2	
5157	荒	h	uɑ̃ˠ	1	
5158	荔	l	iᶽ	6	
5159	荷	h	ɜuᵝ	5	薄~
5160	荷	ɦ	ɜuᵝ	2	
5161	荷	ɦ	ɜuᵝ	6	
5162	荸	b	əʔ	8	
5163	荻	d	iɪʔ	8	
5164	荼	d	ɜuᵝ	2	
5165	莆	b	ʉᵝ	2	
5166	莉	l	iᶽ	6	
5167	莊	ts(tʃ)	ɑ̃ˠ	1	
5168	莎	s	uˠ	1	
5169	莓	m	ᴇ	2	
5170	莖	tɕ	iən	1	
5171	莘	s	ən	1	
5172	莞	k	uɵ	3	
5173	莞		uɵ	3	
5174	莠	ɦ	ʏ	6	
5175	莢	tɕ	iəʔ	7	
5176	莧	ɕ	i	5	
5177	莫	m	oʔ	8	
5178	莽	m	ɑ̃ˠ	6	
5179	菁	ts	in	1	
5180	菂	t	iɪʔ	7	
5181	菅	tɕ	i	1	
5182	菇	k	ɜuᵝ	1	
5183	菉	l	oʔ	8	
5184	菊	tɕ	yəʔ	7	
5185	菊	tɕ	ioʔ	7	
5186	菌	tɕ	yən	1	
5187	菑	ts	ɿ	1	
5188	菔	v	oʔ	8	
5189	菖	tsʰ(tʃʰ)	ã	1	
5190	菘	s	oŋ	1	
5191	菜	tsʰ	ᴇ	5	
5192	菟	d	ɜuᵝ	2	
5193	菠	p	ʉᵝ	1	
5194	菡	ɦ	ɵ	6	
5195	菩	b	ʉᵝ	2	
5196	華	ɦ	uɑˠ	2	
5197	華	ɦ	uˠ	2	
5198	菰	k	ɜuᵝ	1	
5199	菱	l	in	2	
5200	菲	f	iᶽ	1	
5201	菸		i	1	
5202	菽	s(ʃ)	oʔ	7	
5203	萁	dʑ	iᶽ	2	
5204	萃	z	ᴇ	6	
5205	萄	d	æ	2	
5206	萊	l	ᴇ	2	
5207	萋	tsʰ	iᶽ	1	
5208	萌	m	ən	2	
5209	萍	b	in	2	
5210	萎		uᴇ	3	
5211	萏	d	ɵ	6	
5212	萬	m	ᴇ	6	
5213	萬	v	ᴇ	6	
5214	萱	ɕ	iɵ	1	
5215	萵		ɜuᵝ	1	
5216	萸	ɦ	yᶽ	2	
5217	萼	ŋ	oʔ	8	
5218	落	l	oʔ	8	
5219	葆	p	æ	3	
5220	葉	ɦ	iəʔ	8	
5221	葑	f	ʉᵝ	1	~門
5222	著	ts(tʃ)	ʮ(ʯ)	5	
5223	葛	k	əʔ	7	
5224	葡	b	ʉᵝ	2	
5225	葡	b	əʔ	8	~萄
5226	董	t	oŋ	3	
5227	葦	ɦ	uᴇ	6	
5228	葫	ɦ	ɜuᵝ	2	
5229	葬	ts	ɑ̃ˠ	5	
5230	葭	k	ɑˠ	1	
5231	葭	tɕ	iɑˠ	1	
5232	葯	ɦ	iɑˠʔ	8	
5233	葳		uᴇ	1	
5234	葵	ɡ	uᴇ	2	
5235	葷	h	uən	1	
5236	葺	tsʰ	iɪʔ	7	
5237	蒂	t	iᶽ	5	
5238	蒐	s	øʏ	1	
5239	蒔	z	ɿ	6	
5240	蒔	z(ʒ)	ʮ(ʯ)	2	
5241	蒙	m	oŋ	2	
5242	蒜	s	ɵ	5	
5243	蒞	l	iᶽ	6	
5244	蒯	kʰ	uɑˠ	5	
5245	蒯	kʰ	uᴇ	5	
5246	蒲	b	ʉᵝ	2	
5247	蒸	ts(tʃ)	ən	1	
5248	蒹	tɕ	i	1	
5249	蒺	z	iɪʔ	8	
5250	蒼	tsʰ	ɑ̃ˠ	1	
5251	蒿	h	æ	1	
5252	蓀	s	ən	1	
5253	蓁	ts	ən	1	
5254	蓄	ɕ	ioʔ	7	
5255	蓆	z	iɪʔ	8	
5256	蓈	l	ɑ̃ˠ	2	
5257	蓉	ɦ	ioŋ	2	
5258	蓊		oŋ	1	
5259	蓋	k	ᴇ	5	
5260	蓑	s	ɜuᵝ	1	
5261	蓓	b	ᴇ	6	
5262	蓖	p	iᶽ	1	
5263	蓖	p	ᴇ	1	
5264	蓬	b	oŋ	2	
5265	蓮	l	i	2	
5266	蓯	tsʰ	oŋ	1	
5267	蓴	z(ʒ)	ən	2	
5268	蓼	l	iæ	6	
5269	蓿	s	oʔ	7	
5270	蔌	s	oʔ	7	
5271	蔑	m	iɪʔ	8	
5272	蔓	m	ᴇ	6	
5273	蔔	b	oʔ	8	
5274	蔗	ts	uˠ	5	
5275	蔘	s	ən	1	
5276	蔚	ɦ	uᴇ	6	
5277	蔞	l	øʏ	2	
5278	蔡	tsʰ	ɑˠ	5	
5279	蔡	tsʰ	ᴇ	5	
5280	蔣	ts	iã	3	
5281	蔥	tsʰ	oŋ	1	
5282	蔦	t	iæ	3	
5283	蔫		i	1	
5284	蔬	s	ɜuᵝ	1	
5285	蔭		iən	1	
5286	蔻	kʰ	øʏ	5	
5287	蔽	p	iᶽ	5	
5288	蕃	v	ᴇ	2	
5289	蕈	z	in	6	
5290	蕉	ts	iæ	1	
5291	蕊	ȵ	yᶽ	6	
5292	蕊	ŋ	øʏ	6	
5293	蕊	ȵ	ʏ	6	
5294	蕊	z	ᴇ	6	
5295	蕎	dʑ	iæ	2	
5296	蕙	ɦ	uᴇ	6	
5297	蕨	tɕ	yəʔ	7	
5298	蕩	tʰ	ɑ̃ˠ	1	
5299	蕩	d	ɑ̃ˠ	6	
5300	蕪	v	ʉᵝ	2	
5301	蕭	s	iæ	1	
5302	蕹		oŋ	1	
5303	蕻	ɦ	oŋ	2	
5304	蕾	l	ᴇ	6	
5305	薄	b	oʔ	8	
5306	薇	b	iᶽ	2	薔~花
5307	薇	v	iᶽ	2	
5308	薈		uᴇ	5	
5309	薊	tɕ	iᶽ	5	
5310	薏		iᶽ	5	
5311	薑	tɕ	iã	1	
5312	薔	z	iã	2	
5313	薛	s	iɪʔ	7	
5314	薜	b	iᶽ	6	
5315	薦	ts	i	5	
5316	薨	h	oŋ	1	
5317	薩	s	aʔ	7	
5318	薪	s	in	1	
5319	薯	z(ʒ)	ʮ(ʯ)	6	
5320	薰	ɕ	yən	1	
5321	薺	z	iᶽ	2	
5322	薺	z	iɑˠ	6	~菜
5323	藃	h	æ	1	
5324	藉	ts	iɑˠ	5	
5325	藉	z	iɪʔ	8	
5326	藍	l	ᴇ	2	
5327	藏	z	ɑ̃ˠ	2	
5328	藏	z	ɑ̃ˠ	6	
5329	藐	m	iæ	3	
5330	藕	ŋ	øʏ	6	
5331	藜	l	iᶽ	2	
5332	藝	ȵ	iᶽ	6	
5333	藤	d	ən	2	
5334	藥	ɦ	iɑˠʔ	8	
5335	藩	v	ᴇ	2	
5336	藪	s	øʏ	3	
5337	藹		ᴇ	3	
5338	藺	l	in	6	
5339	藻	ts	æ	3	
5340	藿	h	oʔ	7	
5341	蘄	dʑ	iᶽ	2	
5342	蘅	ɦ	ən	2	
5343	蘆	l	ɜuᵝ	2	
5344	蘇	s	ɜuᵝ	1	
5345	蘊		yən	3	
5346	蘋	b	in	2	
5347	蘑	m	uˠ	2	
5348	蘖	ȵ	iəʔ	8	
5349	蘚	s	i	3	
5350	蘢	l	oŋ	2	
5351	蘭	l	ᴇ	2	
5352	蘸	ts	ᴇ	5	
5353	蘿	l	ɜuᵝ	2	
5354	虎	h	ɜuᵝ	3	
5355	虐	ȵ	iɑˠʔ	8	
5356	虔	dʑ	i	2	
5357	處	tsʰ(tʃʰ)	ʮ(ʯ)	3	
5358	處	tsʰ(tʃʰ)	ʮ(ʯ)	5	
5359	虛	ɕ	yᶽ	1	
5360	虛	h	ᴇ	1	
5361	虜	l	ɜuᵝ	3	
5362	虞	ȵ	yᶽ	2	
5363	號	ɦ	æ	2	
5364	號	ɦ	æ	6	
5365	虢	k	uəʔ	7	
5366	虧	tɕʰ	yᶽ	1	
5367	虧	kʰ	uᴇ	1	
5368	虯	dʑ	ʏ	2	
5369	虱	s	əʔ	7	
5370	虹	ɦ	oŋ	2	
5371	虺	h	uᴇ	3	
5372	虻	m	ã	2	
5373	虻	m	ɑ̃ˠ	2	
5374	虼	k	əʔ	7	
5375	蚊	m	ən	2	
5376	蚊	v	ən	2	
5377	蚌	b	ã	6	
5378	蚍	b	iᶽ	2	
5379	蚓	ɦ	iən	6	
5380	蚜	ŋ	ɑˠ	2	
5381	蚜	ɦ	iɑˠ	2	
5382	蚣	k	oŋ	1	
5383	蚤	ts	æ	3	
5384	蚧	k	ɑˠ	5	
5385	蚨	v	ʉᵝ	2	
5386	蚩	tsʰ(tʃʰ)	ʮ(ʯ)	1	
5387	蚪	t	øʏ	3	
5388	蚯	tɕʰ	ʏ	1	
5389	蚰	ɦ	ʏ	2	
5390	蚱	ts	uˠ	5	
5391	蚶	h	ɵ	1	
5392	蛀	ts(tʃ)	ʮ(ʯ)	5	
5393	蛄	k	ɜuᵝ	1	
5394	蛆	tsʰ	iᶽ	1	
5395	蛇	z	uˠ	2	
5396	蛉	l	in	2	
5397	蛋	d	ᴇ	6	
5398	蛐	tɕʰ	ioʔ	7	
5399	蛓	tsʰ	iᶽ	5	
5400	蛔	ɦ	uᴇ	2	
5401	蛘	ɦ	iã	2	
5402	蛙		uˠ	1	
5403	蛛	ts(tʃ)	ʮ(ʯ)	1	
5404	蛟	tɕ	iæ	1	
5405	蛤	k	əʔ	7	
5406	蛩	dʑ	ioŋ	2	
5407	蛹		ioŋ	3	
5408	蛺	tɕ	iəʔ	7	
5409	蛻	tʰ	ɜuᵝ	5	
5410	蛻	tʰ	ᴇ	5	
5411	蛾	ŋ	ɜuᵝ	2	
5412	蜀	z(ʒ)	oʔ	8	
5413	蜂	f	oŋ	1	
5414	蜃	z(ʒ)	ən	6	
5415	蜆	ɕ	i	5	
5416	蜇	z(ʒ)	əʔ	8	
5417	蜈	ɦ	ɜuᵝ	2	
5418	蜉	v	øʏ	2	
5419	蜊	l	iᶽ	2	
5420	蜒	ɦ	i	2	
5421	蜓	d	in	2	
5422	蜚	f	iᶽ	5	
5423	蜜	m	iɪʔ	8	
5424	蜞	dʑ	iᶽ	2	
5425	蜢	m	ã	6	
5426	蜥	s	iɪʔ	7	
5427	蜮	ɦ	yəʔ	8	
5428	蜴	ɦ	iəʔ	8	
5429	蜷	dʑ	iɵ	2	
5430	蜺	ȵ	iᶽ	2	
5431	蜻	s	in	1	
5432	蜿		uɵ	3	
5433	蝌	kʰ	ɜuᵝ	1	
5434	蝕	z(ʒ)	əʔ	8	
5435	蝗	ɦ	uɑ̃ˠ	2	
5436	蝙	p	i	3	
5437	蝠	f	oʔ	7	
5438	蝣	ɦ	ʏ	2	
5439	蝥	m	æ	2	
5440	蝦	h	uˠ	1	
5441	蝦	ɦ	ɑ̃ˠ	2	
5442	蝨	s	əʔ	7	
5443	蝮	f	oʔ	7	
5444	蝴	ɦ	ɜuᵝ	2	
5445	蝶	d	iɪʔ	8	
5446	蝸	k	ɜuᵝ	1	
5447	蝻	n	ɵ	6	
5448	螂	l	ɑ̃ˠ	2	
5449	螃	b	ɑ̃ˠ	2	
5450	螄	s	ɿ	1	
5451	螅	s	iɪʔ	7	
5452	融	ɦ	ioŋ	2	
