汉字	注释	声母	韵母	声调
登	1	t	iŋ	[1]
等	1	t	iŋ	[3]
顶		t	iŋ	[3]
鼎		t	iŋ	[3]
凳	1	t	iŋ	[5]
订		t	iŋ	[5]
厅		th	iŋ	[1]
汀		th	iŋ	[1]
挺		th	iŋ	[3]
艇		th	iŋ	[3]
听		th	iŋ	[5]
□	（跟,和）	th	iŋ	[5]
沉		d	iŋ	[2]
藤	1	d	iŋ	[2]
亭		d	iŋ	[2]
停		d	iŋ	[2]
廷		d	iŋ	[2]
庭		d	iŋ	[2]
蜓		d	iŋ	[2]
绽		d	iŋ	[6]
澄	1（使变清）	d	iŋ	[6]
锭		d	iŋ	[6]
定		d	iŋ	[6]
林		l	iŋ	[2]
淋		l	iŋ	[2]
临		l	iŋ	[2]
邻		l	iŋ	[2]
鳞		l	iŋ	[2]
轮		l	iŋ	[2]
陵		l	iŋ	[2]
菱		l	iŋ	[2]
凌		l	iŋ	[2]
灵		l	iŋ	[2]
零		l	iŋ	[2]
伶		l	iŋ	[2]
拎		l	iŋ	[2]
翎		l	iŋ	[2]
铃		l	iŋ	[2]
岭		l	iŋ	[3]
领		l	iŋ	[6]
令		l	iŋ	[6]
另		l	iŋ	[6]
经		tɕ	iŋ	[1]
今	2	tɕ	iŋ	[1]
金	2	tɕ	iŋ	[1]
襟		tɕ	iŋ	[1]
珍		tɕ	iŋ	[1]
真	2	tɕ	iŋ	[1]
巾	2	tɕ	iŋ	[1]
斤	2	tɕ	iŋ	[1]
筋	2	tɕ	iŋ	[1]
征		tɕ	iŋ	[1]
蒸		tɕ	iŋ	[1]
京		tɕ	iŋ	[1]
荆		tɕ	iŋ	[1]
惊	2	tɕ	iŋ	[1]
鲸		tɕ	iŋ	[1]
精	2	tɕ	iŋ	[1]
晶		tɕ	iŋ	[1]
睛		tɕ	iŋ	[1]
贞		tɕ	iŋ	[1]
侦		tɕ	iŋ	[1]
正	（~月）	tɕ	iŋ	[1]
锦		tɕ	iŋ	[3]
诊		tɕ	iŋ	[3]
紧		tɕ	iŋ	[3]
谨		tɕ	iŋ	[3]
拯		tɕ	iŋ	[3]
景		tɕ	iŋ	[3]
警		tɕ	iŋ	[3]
整		tɕ	iŋ	[3]
颈		tɕ	iŋ	[3]
井		tɕ	iŋ	[3]
进		tɕ	iŋ	[3]
镇		tɕ	iŋ	[3]
浸		tɕ	iŋ	[5]
禁	2	tɕ	iŋ	[5]
背		tɕ	iŋ	[5]
证		tɕ	iŋ	[5]
症		tɕ	iŋ	[5]
境		tɕ	iŋ	[5]
径		tɕ	iŋ	[5]
劲		tɕ	iŋ	[5]
振		tɕ	iŋ	[5]
震		tɕ	iŋ	[5]
敬		tɕ	iŋ	[5]
正	（反~）	tɕ	iŋ	[5]
政		tɕ	iŋ	[5]
甑		tɕ	iŋ	[5]
竟		tɕ	iŋ	[5]
镜		tɕ	iŋ	[5]
侵		tɕh	iŋ	[1]
钦		tɕh	iŋ	[1]
消		tɕh	iŋ	[1]
青		tɕh	iŋ	[1]
蜻		tɕh	iŋ	[1]
亲		tɕh	iŋ	[1]
称	（动词）	tɕh	iŋ	[1]
卿		tɕh	iŋ	[1]
轻		tɕh	iŋ	[1]
请		tɕh	iŋ	[3]
庆		tɕh	iŋ	[3]
寝		tɕh	iŋ	[5]
衬	1	tɕh	iŋ	[5]
称	（对~）	tɕh	iŋ	[5]
秤		tɕh	iŋ	[5]
磬		tɕh	iŋ	[5]
岑		dʑ	iŋ	[2]
琴		dʑ	iŋ	[2]
禽		dʑ	iŋ	[2]
擒		dʑ	iŋ	[2]
秦		dʑ	iŋ	[2]
陈		dʑ	iŋ	[2]
尘	2	dʑ	iŋ	[2]
勤		dʑ	iŋ	[2]
芹		dʑ	iŋ	[2]
澄	2（~清）	dʑ	iŋ	[2]
惩		dʑ	iŋ	[2]
橙		dʑ	iŋ	[2]
乘	2（~除）	dʑ	iŋ	[2]
承		dʑ	iŋ	[2]
丞		dʑ	iŋ	[2]
仍		dʑ	iŋ	[2]
情	2	dʑ	iŋ	[2]
晴		dʑ	iŋ	[2]
呈		dʑ	iŋ	[2]
程		dʑ	iŋ	[2]
成		dʑ	iŋ	[2]
诚		dʑ	iŋ	[2]
城		dʑ	iŋ	[2]
尽		dʑ	iŋ	[6]
仅		dʑ	iŋ	[6]
剩		dʑ	iŋ	[6]
竞		dʑ	iŋ	[6]
静		dʑ	iŋ	[6]
靖		dʑ	iŋ	[6]
净		dʑ	iŋ	[6]
郑		dʑ	iŋ	[6]
人	1	ȵ	iŋ	[2]
银	2	ȵ	iŋ	[2]
仁		ȵ	iŋ	[2]
凝		ȵ	iŋ	[2]
迎		ȵ	iŋ	[2]
宁		ȵ	iŋ	[2]
吟		ȵ	iŋ	[2]
认	1	ȵ	iŋ	[6]
心		ɕ	iŋ	[1]
些		ɕ	iŋ	[1]
辛		ɕ	iŋ	[1]
新		ɕ	iŋ	[1]
薪		ɕ	iŋ	[1]
忻		ɕ	iŋ	[1]
身	2	ɕ	iŋ	[1]
申		ɕ	iŋ	[1]
伸		ɕ	iŋ	[1]
娠		ɕ	iŋ	[1]
欣		ɕ	iŋ	[1]
升		ɕ	iŋ	[1]
兴	（~旺）	ɕ	iŋ	[1]
生	1（~熟）	ɕ	iŋ	[1]
牲	1	ɕ	iŋ	[1]
声		ɕ	iŋ	[1]
星		ɕ	iŋ	[1]
腥		ɕ	iŋ	[1]
馨		ɕ	iŋ	[1]
蝇	1（苍~）	ɕ	iŋ	[1]
沈		ɕ	iŋ	[3]
审		ɕ	iŋ	[3]
婶		ɕ	iŋ	[3]
醒		ɕ	iŋ	[3]
幸		ɕ	iŋ	[3]
信		ɕ	iŋ	[5]
讯		ɕ	iŋ	[5]
迅		ɕ	iŋ	[5]
兴	（高~）	ɕ	iŋ	[5]
胜		ɕ	iŋ	[5]
性		ɕ	iŋ	[5]
姓		ɕ	iŋ	[5]
圣		ɕ	iŋ	[5]
情	1（亲~:亲戚）	ɕ	iŋ	[0]
□	（些）	ɕ	iŋ	[0]
寻		ʑ	iŋ	[2]
闲		ʑ	iŋ	[2]
人	2	ʑ	iŋ	[2]
神	2	ʑ	iŋ	[2]
辰		ʑ	iŋ	[2]
晨		ʑ	iŋ	[2]
臣		ʑ	iŋ	[2]
乘	1（~凉）	ʑ	iŋ	[2]
绳		ʑ	iŋ	[2]
塍		ʑ	iŋ	[2]
行	（~为）	ʑ	iŋ	[2]
□	（老~农:老头儿）	ʑ	iŋ	[2]
任		ʑ	iŋ	[6]
认	3	ʑ	iŋ	[6]
甚		ʑ	iŋ	[6]
赁		ʑ	iŋ	[6]
纫		ʑ	iŋ	[6]
限	2	ʑ	iŋ	[6]
肾		ʑ	iŋ	[6]
慎		ʑ	iŋ	[6]
杏		ʑ	iŋ	[6]
盛	（~饭;兴~）	ʑ	iŋ	[6]
蕈		ʑ	iŋ	[6]
音	2（声~）	∅	iŋ	[1]
阴	2（问~差:问巫婆）	∅	iŋ	[1]
荫	2	∅	iŋ	[1]
因		∅	iŋ	[1]
姻		∅	iŋ	[1]
般		∅	iŋ	[1]
应	（~该）	∅	iŋ	[1]
鹰		∅	iŋ	[1]
蝇	2	∅	iŋ	[1]
英		∅	iŋ	[1]
莺		∅	iŋ	[1]
鹦		∅	iŋ	[1]
樱		∅	iŋ	[1]
缨		∅	iŋ	[1]
婴		∅	iŋ	[1]
赢		∅	iŋ	[2]
寅		∅	iŋ	[2]
盈		∅	iŋ	[2]
形		∅	iŋ	[2]
型		∅	iŋ	[2]
刑		∅	iŋ	[2]
陉		∅	iŋ	[2]
荧		∅	iŋ	[2]
营		∅	iŋ	[2]
饮		∅	iŋ	[3]
影	2	∅	iŋ	[3]
引		∅	iŋ	[3]
隐		∅	iŋ	[3]
尹		∅	iŋ	[3]
印		∅	iŋ	[5]
应	（答~）	∅	iŋ	[5]
淫		∅	iŋ	[6]
孕		∅	iŋ	[6]
均		tɕ	yŋ	[1]
钧		tɕ	yŋ	[1]
君		tɕ	yŋ	[1]
军		tɕ	yŋ	[1]
津		tɕ	yŋ	[1]
捲	1	tɕ	yŋ	[3]
准		tɕ	yŋ	[3]
□	（一~笔:一支笔）	tɕ	yŋ	[3]
俊		tɕ	yŋ	[5]
春		tɕh	yŋ	[1]
椿		tɕh	yŋ	[1]
穿	（洞,孔）	tɕh	yŋ	[1]
蠢		tɕh	yŋ	[3]
菌		tɕh	yŋ	[3]
倾		tɕh	yŋ	[3]
顷		tɕh	yŋ	[3]
苘		tɕh	yŋ	[3]
串		tɕh	yŋ	[5]
□	（灶~老佛:灶王爷）	tɕh	yŋ	[-44]
裙		dʑ	yŋ	[2]
琼		dʑ	yŋ	[2]
郡		dʑ	yŋ	[6]
熏		ɕ	yŋ	[1]
薰		ɕ	yŋ	[1]
勋		ɕ	yŋ	[1]
荀		ɕ	yŋ	[2]
殉		ɕ	yŋ	[3]
训		ɕ	yŋ	[3]
舜		ɕ	yŋ	[5]
船		ʑ	yŋ	[2]
旬		ʑ	yŋ	[2]
循		ʑ	yŋ	[2]
巡	（去一~:去一趟）	ʑ	yŋ	[2]
纯		ʑ	yŋ	[2]
醇		ʑ	yŋ	[2]
顺		ʑ	yŋ	[6]
闰		ʑ	yŋ	[6]
润		ʑ	yŋ	[6]
肫		∅	yŋ	[1]
雲		∅	yŋ	[2]
匀		∅	yŋ	[2]
䘼		∅	yŋ	[3]
允		∅	yŋ	[3]
永		∅	yŋ	[3]
泳		∅	yŋ	[3]
咏		∅	yŋ	[3]
熨		∅	yŋ	[5]
韵		∅	yŋ	[6]
运		∅	yŋ	[6]
晕		∅	yŋ	[6]
奔		p	oŋ	[1]
绊		p	oŋ	[5]
畈		p	oŋ	[5]
喷	1（~香，~嚏）	ph	oŋ	[5]
棚		b	oŋ	[2]
蓬		b	oŋ	[2]
篷		b	oŋ	[2]
笨	1	b	oŋ	[6]
蚌		b	oŋ	[6]
门		m	oŋ	[2]
梦		m	oŋ	[6]
蒙		m	oŋ	[6]
蠓		m	oŋ	[6]
懵		m	oŋ	[6]
丰		f	oŋ	[1]
风		f	oŋ	[1]
枫		f	oŋ	[1]
疯		f	oŋ	[1]
讽		f	oŋ	[1]
□	（校：原作⿰弗曾）（未）	f	oŋ	[5]
凤	（校：存疑，原列于2调后，或为连读调）	v	oŋ	[1]
冯		v	oŋ	[2]
丹		t	oŋ	[1]
端	1（~午）	t	oŋ	[1]
单	（简~）	t	oŋ	[1]
中	1（~央:中间）	t	oŋ	[1]
当	（~时,应~）	t	oŋ	[1]
当	（典~）	t	oŋ	[5]
中	（打~）	t	oŋ	[5]
滩	2（读字）	th	oŋ	[1]
汤		th	oŋ	[1]
毯		th	oŋ	[3]
坦	（平~）	th	oŋ	[3]
捅		th	oŋ	[3]
统		th	oŋ	[3]
摊	1（摆~）	th	oŋ	[3]
炭		th	oŋ	[5]
吧	（校：存疑）	th	oŋ	[5]
烫		th	oŋ	[5]
趟		th	oŋ	[5]
痛	1	th	oŋ	[5]
铳	1	th	oŋ	[5]
檀		d	oŋ	[1]
坛		d	oŋ	[1]
弹	（~琴）	d	oŋ	[1]
屯	1	d	oŋ	[1]
堂		d	oŋ	[1]
唐		d	oŋ	[1]
糖		d	oŋ	[1]
塘		d	oŋ	[1]
虫	1	d	oŋ	[1]
坦	（晒~:晒坪）	d	oŋ	[6]
洞		d	oŋ	[6]
断	（拗~:折断）	d	oŋ	[6]
难	（~□tshəʔ5;难看）	n	oŋ	[2]
瓤		n	oŋ	[2]
穰		n	oŋ	[2]
闹	1（~热:热闹）	n	oŋ	[6]
难	（灾~）	n	oŋ	[6]
弄	2（□nəŋ21~法:怎么办）	n	oŋ	[6]
□	（蚊子咬成的疙瘩）	n	oŋ	[6]
笼		l	oŋ	[2]
咙		l	oŋ	[2]
聋		l	oŋ	[2]
隆		l	oŋ	[2]
狼	1（单说）	l	oŋ	[2]
郎	1（~中:医生）	l	oŋ	[2]
栏	1（猪~:猪圈）	l	oŋ	[2]
琅	（~川:地名）	l	oŋ	[2]
拢		l	oŋ	[3]
浪	1	l	oŋ	[6]
弄	1（胡同）	l	oŋ	[6]
□	（～蛤蟆:蟾蜍）	l	oŋ	[6]
咙	（喉～）	l	oŋ	[0]
棕		ts	oŋ	[1]
综		ts	oŋ	[1]
踪		ts	oŋ	[1]
鬃		ts	oŋ	[1]
总		ts	oŋ	[3]
葬		ts	oŋ	[5]
粽	2	ts	oŋ	[5]
仓		tsh	oŋ	[1]
苍	2（~蝇）	tsh	oŋ	[1]
聪		tsh	oŋ	[1]
匆		tsh	oŋ	[1]
葱		tsh	oŋ	[1]
囱		tsh	oŋ	[1]
铳	2	tsh	oŋ	[5]
从		dz	oŋ	[2]
丛	2	dz	oŋ	[2]
诵		dz	oŋ	[6]
颂		dz	oŋ	[6]
讼		dz	oŋ	[6]
丧	1（报~）	s	oŋ	[1]
桑		s	oŋ	[1]
嵩		s	oŋ	[1]
松	（放~）	s	oŋ	[1]
散	（鞋带~了;分~）	s	oŋ	[3]
伞		s	oŋ	[3]
嗓		s	oŋ	[3]
磉		s	oŋ	[3]
搡		s	oŋ	[3]
算		s	oŋ	[5]
蒜		s	oŋ	[5]
送		s	oŋ	[5]
宋		s	oŋ	[5]
藏	（隐~）	z	oŋ	[2]
丛	1	z	oŋ	[2]
㞞	（精液）	z	oŋ	[2]
□	（~柿:漤柿子）	z	oŋ	[2]
藏	（西~）	z	oŋ	[6]
脏	（肝~）	z	oŋ	[6]
肝		k	oŋ	[1]
竿		k	oŋ	[1]
关	1（~起来）	k	oŋ	[1]
冈		k	oŋ	[1]
岗		k	oŋ	[1]
钢		k	oŋ	[1]
缸		k	oŋ	[1]
江	1	k	oŋ	[1]
豇		k	oŋ	[1]
扛	（抬）	k	oŋ	[1]
公		k	oŋ	[1]
蚣		k	oŋ	[1]
工		k	oŋ	[1]
功		k	oŋ	[1]
攻		k	oŋ	[1]
弓		k	oŋ	[1]
躬		k	oŋ	[1]
宫		k	oŋ	[1]
恭		k	oŋ	[1]
供	2	k	oŋ	[1]
讲	1	k	oŋ	[3]
拱		k	oŋ	[3]
巩		k	oŋ	[3]
㔶	（盖子）	k	oŋ	[3]
干	（事~:事情）	k	oŋ	[5]
钢	（动词,刀~一~）	k	oŋ	[5]
杠		k	oŋ	[5]
降	1（下~）	k	oŋ	[5]
虹	1	k	oŋ	[5]
供	（上~）	k	oŋ	[5]
□	（熏）	k	oŋ	[5]
糠	1	kh	oŋ	[1]
空	（天~）	kh	oŋ	[1]
孔		kh	oŋ	[3]
恐		kh	oŋ	[3]
囥	（藏,放）	kh	oŋ	[5]
控		kh	oŋ	[5]
空	（有~）	kh	oŋ	[5]
寒	1	g	oŋ	[2]
含	1	g	oŋ	[2]
汗		g	oŋ	[6]
汞		g	oŋ	[6]
共		g	oŋ	[6]
昂	1	ŋ	oŋ	[2]
轰		x	oŋ	[1]
哄		x	oŋ	[1]
烘		x	oŋ	[1]
园	1（菜~）	x	oŋ	[1]
□	（鸡~:公鸡）	x	oŋ	[1]
远	1	x	oŋ	[3]
很		x	oŋ	[3]
□	（擤）	x	oŋ	[3]
汉		x	oŋ	[5]
庵		∅	oŋ	[1]
鞍		∅	oŋ	[1]
翁		∅	oŋ	[1]
浑		∅	oŋ	[2]
宏		∅	oŋ	[2]
红		∅	oŋ	[2]
洪		∅	oŋ	[2]
虹	2（读字）	∅	oŋ	[2]
鸿		∅	oŋ	[2]
弘		∅	oŋ	[2]
□	（胖）	∅	oŋ	[2]
□	（~虫:蟑螂）	∅	oŋ	[2]
塕	（灰~:灰尘）	∅	oŋ	[3]
□	（抽脾~:发疟子）	∅	oŋ	[3]
暗		∅	oŋ	[5]
案		∅	oŋ	[5]
晏		∅	oŋ	[5]
瓮		∅	oŋ	[5]
筅		∅	oŋ	[6]
旱		∅	oŋ	[6]
岸		∅	oŋ	[6]
焊		∅	oŋ	[6]
桩		t	ioŋ	[1]
□	（简易的堤坝。开化人写作提土旁加“忠”）	t	ioŋ	[1]
龙		l	ioŋ	[2]
中	2（当~）	tɕ	ioŋ	[1]
忠		tɕ	ioŋ	[1]
终		tɕ	ioŋ	[1]
钟		tɕ	ioŋ	[1]
盅		tɕ	ioŋ	[1]
种	2（~类,芒~）	tɕ	ioŋ	[3]
众		tɕ	ioŋ	[3]
肿	2	tɕ	ioŋ	[3]
冢		tɕ	ioŋ	[3]
壮	1	tɕ	ioŋ	[5]
菖	1（~蒲）	tɕh	ioŋ	[1]
窗	1（单说）	tɕh	ioŋ	[1]
充		tɕh	ioŋ	[1]
冲		tɕh	ioŋ	[1]
舂	2	tɕh	ioŋ	[1]
宠		tɕh	ioŋ	[3]
铳	3	tɕh	ioŋ	[5]
虫	2	dʑ	ioŋ	[2]
穷		dʑ	ioŋ	[2]
重	（~复）	dʑ	ioŋ	[2]
场	1（~□uo0:地方）	dʑ	ioŋ	[2]
撞		dʑ	ioŋ	[6]
仲		dʑ	ioŋ	[6]
重	（轻~）	dʑ	ioŋ	[6]
浓		ȵ	ioŋ	[2]
让	1	ȵ	ioŋ	[6]
霜		ɕ	ioŋ	[1]
双	1	ɕ	ioŋ	[1]
兄	2	ɕ	ioŋ	[1]
胸		ɕ	ioŋ	[1]
凶		ɕ	ioŋ	[1]
爽	1	ɕ	ioŋ	[3]
戎		ʑ	ioŋ	[2]
绒		ʑ	ioŋ	[2]
熊		ʑ	ioŋ	[2]
雄		ʑ	ioŋ	[2]
融		ʑ	ioŋ	[2]
茸		ʑ	ioŋ	[2]
状	1	ʑ	ioŋ	[6]
痒	1	ʑ	ioŋ	[6]
舂	1（~米）	∅	ioŋ	[1]
雍		∅	ioŋ	[1]
荣		∅	ioŋ	[2]
容		∅	ioŋ	[2]
蓉		∅	ioŋ	[2]
熔		∅	ioŋ	[2]
庸		∅	ioŋ	[2]
肿	1	∅	ioŋ	[3]
种	1	∅	ioŋ	[3]
冗		∅	ioŋ	[3]
拥		∅	ioŋ	[3]
甬		∅	ioŋ	[3]
勇		∅	ioŋ	[3]
涌		∅	ioŋ	[3]
种	（~田）	∅	ioŋ	[5]
养		∅	ioŋ	[6]
用		∅	ioŋ	[6]
八		p	ʌʔ	[7]
钵		p	ʌʔ	[7]
拨		p	ʌʔ	[7]
笔	1	p	ʌʔ	[7]
不		p	ʌʔ	[7]
北		p	ʌʔ	[7]
百		p	ʌʔ	[7]
柏		p	ʌʔ	[7]
伯		p	ʌʔ	[7]
泼		ph	ʌʔ	[7]
泊	2	ph	ʌʔ	[7]
迫		ph	ʌʔ	[7]
拔		b	ʌʔ	[8]
勃		b	ʌʔ	[8]
白		b	ʌʔ	[8]
帛		b	ʌʔ	[8]
荸	（~荠）	b	ʌʔ	[8]
抹		m	ʌʔ	[8]
末		m	ʌʔ	[8]
沫		m	ʌʔ	[8]
袜		m	ʌʔ	[8]
没	2（沉~）	m	ʌʔ	[8]
墨	2	m	ʌʔ	[8]
默	2	m	ʌʔ	[8]
陌		m	ʌʔ	[8]
麦		m	ʌʔ	[8]
脉		m	ʌʔ	[8]
法		f	ʌʔ	[7]
发	（出~）	f	ʌʔ	[7]
发	（头~）	f	ʌʔ	[7]
□	（接~:接吻）	f	ʌʔ	[7]
乏		v	ʌʔ	[8]
伐		v	ʌʔ	[8]
筏		v	ʌʔ	[8]
罚		v	ʌʔ	[8]
物		v	ʌʔ	[8]
佛		v	ʌʔ	[8]
得	2（给;被）	t	ʌʔ	[7]
德		t	ʌʔ	[7]
答		t	ʌʔ	[7]
搭		t	ʌʔ	[7]
着	1（~衣裳）	t	ʌʔ	[7]
□	（□lɔʔ2~;在）	t	ʌʔ	[7]
着	2（助词,了）	t	ʌʔ	[0]
榻		th	ʌʔ	[7]
塌		th	ʌʔ	[7]
溻		th	ʌʔ	[7]
遢	（邋~）	th	ʌʔ	[7]
塔		th	ʌʔ	[7]
忒		th	ʌʔ	[7]
□	（搽,涂抹）	th	ʌʔ	[7]
沓		d	ʌʔ	[8]
踏		d	ʌʔ	[8]
达		d	ʌʔ	[8]
特		d	ʌʔ	[8]
着	1（补语）	d	ʌʔ	[8]
纳		n	ʌʔ	[8]
捺		n	ʌʔ	[8]
日		n	ʌʔ	[8]
诺		n	ʌʔ	[8]
□	（~□□khəʔ4tsã45:栗暴）	n	ʌʔ	[8]
腊		l	ʌʔ	[8]
蜡		l	ʌʔ	[8]
邋	（~遢）	l	ʌʔ	[8]
立		l	ʌʔ	[8]
笠		l	ʌʔ	[8]
粒		l	ʌʔ	[8]
辣		l	ʌʔ	[8]
瘌		l	ʌʔ	[8]
肋		l	ʌʔ	[8]
勒		l	ʌʔ	[8]
札		ts	ʌʔ	[7]
扎		ts	ʌʔ	[7]
则		ts	ʌʔ	[7]
窄		ts	ʌʔ	[7]
摘	2	ts	ʌʔ	[7]
贵		ts	ʌʔ	[7]
侧	1	ts	ʌʔ	[7]
插		tsh	ʌʔ	[7]
獭		tsh	ʌʔ	[7]
擦		tsh	ʌʔ	[7]
察		tsh	ʌʔ	[7]
猝	2	tsh	ʌʔ	[7]
测		tsh	ʌʔ	[7]
侧	2	tsh	ʌʔ	[7]
策		tsh	ʌʔ	[7]
册		tsh	ʌʔ	[7]
拆		tsh	ʌʔ	[7]
坼		tsh	ʌʔ	[7]
贼	2	dz	ʌʔ	[8]
泽		dz	ʌʔ	[8]
择	2	dz	ʌʔ	[8]
宅		dz	ʌʔ	[8]
杂		dz	ʌʔ	[8]
撒		s	ʌʔ	[7]
萨		s	ʌʔ	[7]
杀		s	ʌʔ	[7]
瑟		s	ʌʔ	[7]
虱		s	ʌʔ	[7]
塞		s	ʌʔ	[7]
色		s	ʌʔ	[7]
啬		s	ʌʔ	[7]
涩		s	ʌʔ	[7]
屑	（木~）	s	ʌʔ	[7]
闸		z	ʌʔ	[8]
煠	（用水煮）	z	ʌʔ	[8]
铡		z	ʌʔ	[8]
贼	1	z	ʌʔ	[8]
个	3（的）	k	ʌʔ	[7]
夹		k	ʌʔ	[7]
甲	1（指~）	k	ʌʔ	[7]
轧		k	ʌʔ	[7]
格		k	ʌʔ	[7]
革		k	ʌʔ	[7]
隔		k	ʌʔ	[7]
眨		k	ʌʔ	[7]
恰		kh	ʌʔ	[7]
掐		kh	ʌʔ	[7]
客		kh	ʌʔ	[7]
刻	（时~）	kh	ʌʔ	[7]
刻	（雕~）	kh	ʌʔ	[7]
克		kh	ʌʔ	[7]
磕		kh	ʌʔ	[7]
□	（塌,压）	kh	ʌʔ	[7]
挟	1	g	ʌʔ	[8]
扼		ŋ	ʌʔ	[7]
轭		ŋ	ʌʔ	[7]
额		ŋ	ʌʔ	[8]
□	（折断）	ŋ	ʌʔ	[8]
合	2（~适）	x	ʌʔ	[7]
喝		x	ʌʔ	[7]
核	3	x	ʌʔ	[7]
黑		x	ʌʔ	[7]
赫		x	ʌʔ	[7]
吓		x	ʌʔ	[7]
鸭	1	∅	ʌʔ	[7]
押	1	∅	ʌʔ	[7]
压	1	∅	ʌʔ	[7]
狭		∅	ʌʔ	[8]
匣	2	∅	ʌʔ	[8]
核	2（~桃）	∅	ʌʔ	[8]
获		∅	ʌʔ	[8]
鳖		p	iɛʔ	[7]
剥	1（~花生）	p	iɛʔ	[7]
别	（区～）	ph	iɛʔ	[7]
撇		ph	iɛʔ	[7]
擘		ph	iɛʔ	[7]
别	（特~）	b	iɛʔ	[8]
钹		b	iɛʔ	[8]
缚		b	iɛʔ	[8]
薄	1（形容词）	b	iɛʔ	[8]
灭		m	iɛʔ	[8]
篾		m	iɛʔ	[8]
跌		t	iɛʔ	[7]
帖		th	iɛʔ	[7]
贴		th	iɛʔ	[7]
铁		th	iɛʔ	[7]
叠		d	iɛʔ	[8]
碟		d	iɛʔ	[8]
牒		d	iɛʔ	[8]
蝶		d	iɛʔ	[8]
谍		d	iɛʔ	[8]
猎		l	iɛʔ	[8]
列		l	iɛʔ	[8]
烈		l	iɛʔ	[8]
劣		l	iɛʔ	[8]
律		l	iɛʔ	[8]
率	（效~）	l	iɛʔ	[8]
略		l	iɛʔ	[8]
掠		l	iɛʔ	[8]
裂		l	iɛʔ	[8]
甲	2（~乙丙丁）	tɕ	iɛʔ	[7]
胛		tɕ	iɛʔ	[7]
接		tɕ	iɛʔ	[7]
挟	2	tɕ	iɛʔ	[7]
哲		tɕ	iɛʔ	[7]
蜇		tɕ	iɛʔ	[7]
折	（曲~）	tɕ	iɛʔ	[7]
浙		tɕ	iɛʔ	[7]
揭		tɕ	iɛʔ	[7]
节		tɕ	iɛʔ	[7]
疖		tɕ	iɛʔ	[7]
结		tɕ	iɛʔ	[7]
洁		tɕ	iɛʔ	[7]
爵		tɕ	iɛʔ	[7]
酌		tɕ	iɛʔ	[7]
觉	（知~）	tɕ	iɛʔ	[7]
激		tɕ	iɛʔ	[7]
劫		tɕ	iɛʔ	[7]
妾		tɕh	iɛʔ	[7]
怯		tɕh	iɛʔ	[7]
彻		tɕh	iɛʔ	[7]
撤		tɕh	iɛʔ	[7]
辙		tɕh	iɛʔ	[7]
切		tɕh	iɛʔ	[7]
雀		tɕh	iɛʔ	[7]
鹊		tɕh	iɛʔ	[7]
却		tɕh	iɛʔ	[7]
叶	1（树~）	dʑ	iɛʔ	[8]
舌		dʑ	iɛʔ	[8]
石	1（~头）	dʑ	iɛʔ	[8]
杰		dʑ	iɛʔ	[8]
截		dʑ	iɛʔ	[8]
嚼	2	dʑ	iɛʔ	[8]
匿		ȵ	iɛʔ	[8]
虐		ȵ	iɛʔ	[8]
疟		ȵ	iɛʔ	[8]
弱		ȵ	iɛʔ	[8]
箬		ȵ	iɛʔ	[8]
孽		ȵ	iɛʔ	[8]
热		ȵ	iɛʔ	[8]
聂		ȵ	iɛʔ	[8]
蹑		ȵ	iɛʔ	[8]
镊		ȵ	iɛʔ	[8]
业		ȵ	iɛʔ	[8]
摄		ɕ	iɛʔ	[7]
胁		ɕ	iɛʔ	[7]
薛		ɕ	iɛʔ	[7]
泄		ɕ	iɛʔ	[7]
设		ɕ	iɛʔ	[7]
歇		ɕ	iɛʔ	[7]
蝎		ɕ	iɛʔ	[7]
屑	（弗~:不屑）	ɕ	iɛʔ	[7]
雪		ɕ	iɛʔ	[7]
削		ɕ	iɛʔ	[7]
峡		ʑ	iɛʔ	[8]
洽		ʑ	iɛʔ	[8]
捷		ʑ	iɛʔ	[8]
涉		ʑ	iɛʔ	[8]
协		ʑ	iɛʔ	[8]
折	（亏本）	ʑ	iɛʔ	[8]
嚼	1	ʑ	iɛʔ	[8]
勺		ʑ	iɛʔ	[8]
芍		ʑ	iɛʔ	[8]
若		ʑ	iɛʔ	[8]
鸭	2	∅	iɛʔ	[7]
押	2	∅	iɛʔ	[7]
压	2	∅	iɛʔ	[7]
靥		∅	iɛʔ	[7]
约		∅	iɛʔ	[7]
□	（~起来:捡起来,提起来）	∅	iɛʔ	[7]
药		∅	iɛʔ	[8]
钥		∅	iɛʔ	[8]
叶	2	∅	iɛʔ	[8]
页		∅	iɛʔ	[8]
食	1（吃）	∅	iɛʔ	[8]
突		d	uʌʔ	[8]
凸		d	uʌʔ	[8]
卒		ts	uʌʔ	[7]
猝	1	tsh	uʌʔ	[7]
鸽		k	uʌʔ	[7]
括		k	uʌʔ	[7]
聒		k	uʌʔ	[7]
刮		k	uʌʔ	[7]
骨		k	uʌʔ	[7]
郭		k	uʌʔ	[7]
廓		k	uʌʔ	[7]
国		k	uʌʔ	[7]
□	（~坼:裂缝）	k	uʌʔ	[7]
扩		kh	uʌʔ	[7]
阔		kh	uʌʔ	[7]
忽		x	uʌʔ	[7]
霍	（~闪:闪电）	x	uʌʔ	[7]
豁	1（~拳）	x	uʌʔ	[7]
匣	2	∅	uʌʔ	[8]
核	1	∅	uʌʔ	[8]
合	1（~意）	∅	uʌʔ	[8]
