汉字	拼音	拼音	IPA	注释
舜	sun3	sun⑤	sun˨˩˨	
瞬	sun3	sun⑤	sun˨˩˨	
純	sun5	sun②	sun˥˥	
蒓	sun5	sun②	sun˥˥	
醇	sun5	sun②	sun˥˥	
潤	jun6	jun④	dzun˨˥	文
潤	lun3	lun⑤	lun˨˩˨	替
閏	jun7	jun⑥	dzun˨˨	
均	kurn1	kurn①	kɯn˦˥	
鈞	kurn1	kurn①	kɯn˦˥	
菌	khun2	khun③	kʰun˥˧	
隕	un6	un④	un˨˥	
匀	un5	un②	un˥˥	
允	jun2	jun③	dzun˥˧	
尹	urn2	urn③	ɯn˥˧	
分	hun1	hun①	hun˦˥	文
分	hun7	hun⑥	hun˨˨	文
分	pun1	pun①	pun˦˥	白
粉	hun2	hun③	hun˥˧	
糞	pun3	pun⑤	pun˨˩˨	
奮	hun3	hun⑤	hun˨˩˨	
芬	hun1	hun①	hun˦˥	
紛	hun1	hun①	hun˦˥	
墳	phun5	phun②	pʰun˥˥	
焚	un5	un②	un˥˥	
憤	hun3	hun⑤	hun˨˩˨	
份	hun7	hun⑥	hun˨˨	
文	bun5	bun②	bun˥˥	
紋	bun5	bun②	bun˥˥	
蚊	bun1	bun①	bun˦˥	
聞	bun6	bun④	bun˨˥	
吻	mut4	mut⑦	mut˧˨	俗
刎	un6	un④	un˨˥	
問	mng7	mng⑥	mŋ˨˨	
君	kun1	kun①	kun˦˥	
軍	kun1	kun①	kun˦˥	
群	khun5	khun②	kʰun˥˥	
裙	kun5	kun②	kun˥˥	
郡	kun6	kun④	kun˨˥	
熏	hurn1	hurn①	hɯn˦˥	文
熏	hun1	hun①	hun˦˥	
勛	hurn1	hurn①	hɯn˦˥	
薰	hurn1	hurn①	hɯn˦˥	文
薰	hun1	hun①	hun˦˥	
葷	hun1	hun①	hun˦˥	
訓	hun3	hun⑤	hun˨˩˨	
熨	ut4	ut⑦	ut˧˨	
雲	un5	un②	un˥˥	地名
雲	hun5	hun②	hun˥˥	白
云	un7	un⑥	un˨˨	
韻	un6	un④	un˨˥	
運	un7	un⑥	un˨˨	
暈	un6	un④	un˨˥	
不	put4	put⑦	put˧˨	
勃	puat8	puat⑧	puat˥˦	
脖	puat8	puat⑧	puat˥˦	
沒	mut8	mut⑧	mut˥˦	
沒	mok8	mok⑧	mok˥˦	又
突	tut8	tut⑧	tut˥˦	
卒	tsut4	tsut⑦	tsut˧˨	
猝	tsut4	tsut⑦	tsut˧˨	俗
骨	kut4	kut⑦	kut˧˨	
窟	khut4	khut⑦	kʰut˧˨	
忽	hut4	hut⑦	hut˧˨	
核	hut8	hut⑧	hut˥˦	
律	lut8	lut⑧	lut˥˦	
率	lut8	lut⑧	lut˥˦	
卒	tsut4	tsut⑦	tsut˧˨	
戌	sut4	sut⑦	sut˧˨	
恤	sut4	sut⑦	sut˧˨	
蟀	sut4	sut⑦	sut˧˨	
率	tsut4	tsut⑦	tsut˧˨	
出	tshut4	tshut⑦	tsʰut˧˨	
術	sut8	sut⑧	sut˥˦	
述	sut8	sut⑧	sut˥˦	
秫	tsut8	tsut⑧	tsut˥˦	
橘	kit4	kit⑦	kit˧˨	
弗	hut4	hut⑦	hut˧˨	
拂	hut4	hut⑦	hut˧˨	
佛	hut8	hut⑧	hut˥˦	
佛	hut4	hut⑦	hut˧˨	
物	mih4	mih⑦	miʔ˧˨	
物	mueh8	mueh⑧	mueʔ˥˦	
勿	mai3	mai⑤	mai˨˩˨	訓
屈	khut4	khut⑦	kʰut˧˨	
掘	kut8	kut⑧	kut˥˦	
倔	khut4	khut⑦	kʰut˧˨	
鬱	ut4	ut⑦	ut˧˨	
氯	lek8	lek⑧	lɛk˥˦	俗
幫	pang1	pang①	paŋ˦˥	
榜	pang2	pang③	paŋ˥˧	
謗	pang6	pang④	paŋ˨˥	
滂	phang1	phang①	pʰaŋ˦˥	
旁	phang5	phang②	pʰaŋ˥˥	
傍	phang5	phang②	pʰaŋ˥˥	
忙	mang5	mang②	maŋ˥˥	
芒	mang5	mang②	maŋ˥˥	
茫	mang5	mang②	maŋ˥˥	
莽	mang2	mang③	maŋ˥˧	
當	tang1	tang①	taŋ˦˥	文
當	tang3	tang⑤	taŋ˨˩˨	文
當	tng1	tng①	tŋ˦˥	白
當	tng3	tng⑤	tŋ˨˩˨	白
黨	tang3	tang③	taŋ˥˧	
擋	tang2	tang③	taŋ˥˧	
湯	thang1	thang①	tʰaŋ˦˥	文，商~
湯	thng1	thng①	tʰŋ˦˥	白
倘	thang2	thang③	tʰaŋ˥˧	
躺	thang2	thang③	tʰaŋ˥˧	
燙	thng3	thng⑤	tʰŋ˨˩˨	
趟	thang2	thang③	tʰaŋ˥˧	
堂	thang5	thang②	tʰaŋ˥˥	文
堂	tng5	tng②	tŋ˥˥	白
唐	thang5	thang②	tʰaŋ˥˥	文
唐	tng5	tng②	tŋ˥˥	白
糖	thng5	thng②	tʰŋ˥˥	
塘	thang5	thang②	tʰaŋ˥˥	文
塘	tng5	tng②	tŋ˥˥	白
搪	thang5	thang②	tʰaŋ˥˥	
搪	thng7	thng⑥	tʰŋ˨˨	搪瓷
螳	thang5	thang②	tʰaŋ˥˥	
蕩	tang6	tang④	taŋ˨˥	文
蕩	tng6	tng④	tŋ˨˥	白
宕	tang6	tang④	taŋ˨˥	
囊	lang2	lang③	laŋ˥˧	
曩	lang2	lang③	laŋ˥˧	
狼	lang5	lang②	laŋ˥˥	
廊	lang5	lang②	laŋ˥˥	
郎	lang5	lang②	laŋ˥˥	文
郎	nng5	nng②	nŋ˥˥	白
榔	lang5	lang②	laŋ˥˥	文
榔	no5	no②	nõ˥˥	白
螂	lang5	lang②	laŋ˥˥	
朗	lang6	lang④	laŋ˨˥	
朗	lang5	lang②	laŋ˥˥	又，伊~
浪	lang6	lang④	laŋ˨˥	文
浪	nng7	nng⑥	nŋ˨˨	白
臧	tsang1	tsang①	tsaŋ˦˥	
贓	tsang1	tsang①	tsaŋ˦˥	
髒	tsang1	tsang①	tsaŋ˦˥	
葬	tsng3	tsng⑤	tsŋ˨˩˨	
倉	tshang1	tshang①	tsʰaŋ˦˥	文
倉	tshng1	tshng①	tsʰŋ˦˥	白
蒼	tshang1	tshang①	tsʰaŋ˦˥	
藏	tshang5	tshang②	tsʰaŋ˥˥	
藏	tsang6	tsang④	tsaŋ˨˥	
臓	tsang6	tsang④	tsaŋ˨˥	
桑	sng1	sng①	sŋ˦˥	
嗓	sang2	sang③	saŋ˥˧	
喪	sang3	sang⑤	saŋ˨˩˨	
喪	sng1	sng①	sŋ˦˥	
岡	kang1	kang①	kaŋ˦˥	文
岡	kng1	kng①	kŋ˦˥	白，地名
剛	kang1	kang①	kaŋ˦˥	
鋼	kng3	kng⑤	kŋ˨˩˨	
缸	kang1	kang①	kaŋ˦˥	文
缸	kng1	kng①	kŋ˦˥	白
綱	kang1	kang①	kaŋ˦˥	
崗	kang1	kang①	kaŋ˦˥	文
崗	kng1	kng①	kŋ˦˥	白，地名
康	khang1	khang①	kʰaŋ˦˥	
糠	khang1	khang①	kʰaŋ˦˥	文
糠	khng1	khng①	kʰŋ˦˥	白
慷	khang2	khang③	kʰaŋ˥˧	
抗	khang3	khang⑤	kʰaŋ˨˩˨	
炕	khang3	khang⑤	kʰaŋ˨˩˨	
囥	khng3	khng⑤	kʰŋ˨˩˨	
昂	ngang1	ngang①	ŋaŋ˦˥	
杭	hang5	hang②	haŋ˥˥	
航	hang5	hang②	haŋ˥˥	
航	phang5	phang②	pʰaŋ˥˥	俗
行	hang5	hang②	haŋ˥˥	
骯	ang1	ang①	aŋ˦˥	
娘	liang5	liang②	liaŋ˥˥	文，爹~
娘	nio5	nio②	niõ˥˥	白
釀	jiang2	jiang③	dziaŋ˥˧	
良	liang5	liang②	liaŋ˥˥	
凉	liang5	liang②	liaŋ˥˥	
量	liang5	liang②	liaŋ˥˥	文
量	liang6	liang④	liaŋ˨˥	文
量	nio5	nio②	niõ˥˥	白
糧	nio5	nio②	niõ˥˥	
梁	liang5	liang②	liaŋ˥˥	文
梁	nio5	nio②	niõ˥˥	白
粱	liang5	liang②	liaŋ˥˥	
兩	liang2	liang③	liaŋ˥˧	文
兩	nio2	nio③	niõ˥˧	白，斤兩
兩	no6	no④	nõ˨˥	白
亮	liang6	liang④	liaŋ˨˥	
輛	liang2	liang③	liaŋ˥˧	
諒	liang6	liang④	liaŋ˨˥	
將	tsiang1	tsiang①	tsiaŋ˦˥	
漿	tsionn1	tsionn①	tsiõ˦˥	
蔣	tsionn2	tsionn③	tsiõ˥˧	
槳	tsionn2	tsionn③	tsiõ˥˧	
獎	tsiang3	tsiang⑤	tsiaŋ˨˩˨	
將	tsiang3	tsiang⑤	tsiaŋ˨˩˨	
醬	tsionn3	tsionn⑤	tsiõ˨˩˨	
槍	tshionn1	tshionn①	tsʰiõ˦˥	
搶	tshionn2	tshionn③	tsʰiõ˥˧	
牆	tshionn5	tshionn②	tsʰiõ˥˥	
匠	tshionn7	tshionn⑥	tsʰiõ˨˨	
相	siang1	siang①	siaŋ˦˥	文
相	siang3	siang⑤	siaŋ˨˩˨	文
相	sio1	sio①	sio˦˥	白
相	sionn3	sionn⑤	siõ˨˩˨	白
厢	sionn1	sionn①	siõ˦˥	
鑲	siang1	siang①	siaŋ˦˥	文
鑲	sionn1	sionn①	siõ˦˥	白
箱	sionn1	sionn①	siõ˦˥	
襄	siang1	siang①	siaŋ˦˥	
想	siang2	siang③	siaŋ˥˧	文
想	sionn6	sionn④	siõ˨˥	白
詳	siang5	siang②	siaŋ˥˥	
祥	siang5	siang②	siaŋ˥˥	
像	siang6	siang④	siaŋ˨˥	文
像	sionn3	sionn⑤	siõ˨˩˨	訓“相”
像	tshionn6	tshionn④	tsʰiõ˨˥	白
象	siang6	siang④	siaŋ˨˥	文
象	tshionn6	tshionn④	tsʰiõ˨˥	白
張	tsiang1	tsiang①	tsiaŋ˦˥	文
張	tionn1	tionn①	tiõ˦˥	白
漲	tsiang3	tsiang⑤	tsiaŋ˨˩˨	
長	tshiang5	tshiang②	tsʰiaŋ˥˥	文
長	tsiang2	tsiang③	tsiaŋ˥˧	文
長	tionn5	tionn②	tiõ˥˥	白，地名
長	tionn2	tionn③	tiõ˥˧	白
長	tng5	tng②	tŋ˥˥	白
帳	tionn3	tionn⑤	tiõ˨˩˨	
賬	tionn3	tionn⑤	tiõ˨˩˨	
脹	tsiang3	tsiang⑤	tsiaŋ˨˩˨	文
脹	tionn3	tionn⑤	tiõ˨˩˨	白
暢	thiang3	thiang⑤	tʰiaŋ˨˩˨	
腸	tshiang5	tshiang②	tsʰiaŋ˥˥	文
腸	tng5	tng②	tŋ˥˥	白
場	tshiang5	tshiang②	tsʰiaŋ˥˥	文，排~
場	tionn5	tionn②	tiõ˥˥	白
丈	tsiang6	tsiang④	tsiaŋ˨˥	文
丈	tionn6	tionn④	tiõ˨˥	白
丈	tng6	tng④	tŋ˨˥	白
杖	tsiang6	tsiang④	tsiaŋ˨˥	文
杖	thng6	thng④	tʰŋ˨˥	白
仗	tsiang6	tsiang④	tsiaŋ˨˥	
莊	tsang1	tsang①	tsaŋ˦˥	文，~嚴
莊	tsng1	tsng①	tsŋ˦˥	白
裝	tsuang1	tsuang①	tsuaŋ˦˥	文
裝	tsng1	tsng①	tsŋ˦˥	白
妝	tsuang1	tsuang①	tsuaŋ˦˥	文
妝	tsng1	tsng①	tsŋ˦˥	白
壯	tsang3	tsang⑤	tsaŋ˨˩˨	
瘡	tshng1	tshng①	tsʰŋ˦˥	
創	tshang3	tshang⑤	tsʰaŋ˨˩˨	文
創	tshong3	tshong⑤	tsʰoŋ˨˩˨	替
牀	sng5	sng②	sŋ˥˥	籠~
牀	tshng5	tshng②	tsʰŋ˥˥	
狀	tsuang6	tsuang④	tsuaŋ˨˥	文
狀	tso6	tso④	tso˨˥	~元
狀	tsng7	tsng⑥	tsŋ˨˨	白
霜	sng1	sng①	sŋ˦˥	
孀	sng1	sng①	sŋ˦˥	
爽	suang2	suang③	suaŋ˥˧	文
爽	sng2	sng③	sŋ˥˧	白
章	tsiang1	tsiang①	tsiaŋ˦˥	文
章	tsionn1	tsionn①	tsiõ˦˥	白
樟	tsiang1	tsiang①	tsiaŋ˦˥	文
樟	tsionn1	tsionn①	tsiõ˦˥	白
樟	tsng1	tsng①	tsŋ˦˥	地名
漳	tsiang1	tsiang①	tsiaŋ˦˥	文
漳	tsionn1	tsionn①	tsiõ˦˥	白，地名
獐	kionn1	kionn①	kiõ˦˥	
掌	tsionn2	tsionn③	tsiõ˥˧	
障	tsiang3	tsiang⑤	tsiaŋ˨˩˨	
昌	tshiang1	tshiang①	tsʰiaŋ˦˥	
廠	tshiang2	tshiang③	tsʰiaŋ˥˧	
唱	tshiang3	tshiang⑤	tsʰiaŋ˨˩˨	文
唱	tshionn3	tshionn⑤	tsʰiõ˨˩˨	白
倡	tshiang3	tshiang⑤	tsʰiaŋ˨˩˨	
商	siang1	siang①	siaŋ˦˥	
傷	siang1	siang①	siaŋ˦˥	文
傷	sionn1	sionn①	siõ˦˥	白
賞	sionn2	sionn③	siõ˥˧	
餉	hiang2	hiang③	hiaŋ˥˧	俗
常	tshiang5	tshiang②	tsʰiaŋ˥˥	文，~~
常	sionn5	sionn②	siõ˥˥	白
嘗	sionn5	sionn②	siõ˥˥	
償	siang5	siang②	siaŋ˥˥	文
償	sionn5	sionn②	siõ˥˥	白
裳	siang5	siang②	siaŋ˥˥	
上	siang6	siang④	siaŋ˨˥	文
上	tsionn6	tsionn④	tsiõ˨˥	白
上	tsionn7	tsionn⑥	tsiõ˨˨	白
上	tshionn6	tshionn④	tsʰiõ˨˥	白，使上
尚	siang6	siang④	siaŋ˨˥	文
尚	sionn7	sionn⑥	siõ˨˨	白，和~
瓤	jiang5	jiang②	dziaŋ˥˥	文
瓤	nng5	nng②	nŋ˥˥	白
壤	jiang2	jiang③	dziaŋ˥˧	
攘	jiang2	jiang③	dziaŋ˥˧	
嚷	jiang2	jiang③	dziaŋ˥˧	
讓	jiang6	jiang④	dziaŋ˨˥	文
讓	nio7	nio⑥	niõ˨˨	白
疆	kiang1	kiang①	kiaŋ˦˥	
僵	kiang1	kiang①	kiaŋ˦˥	
姜	kiang1	kiang①	kiaŋ˦˥	
薑	kionn1	kionn①	kiõ˦˥	
羌	kiang1	kiang①	kiaŋ˦˥	
強	khiang5	khiang②	kʰiaŋ˥˥	
強	kiang2	kiang③	kiaŋ˥˧	
仰	ngiang2	ngiang③	ŋiaŋ˥˧	
香	hiang1	hiang①	hiaŋ˦˥	文
香	hionn1	hionn①	hiõ˦˥	白
鄉	hiang1	hiang①	hiaŋ˦˥	文
鄉	hionn1	hionn①	hiõ˦˥	白
享	hiang2	hiang③	hiaŋ˥˧	
響	hiang3	hiang⑤	hiaŋ˨˩˨	
向	hiang3	hiang⑤	hiaŋ˨˩˨	文
向	ng3	ng⑤	ŋ˨˩˨	替
央	iang1	iang①	iaŋ˦˥	文
央	ng1	ng①	ŋ˦˥	白，中~
秧	iang1	iang①	iaŋ˦˥	文
秧	ng1	ng①	ŋ˦˥	白
殃	iang1	iang①	iaŋ˦˥	文
殃	ionn1	ionn①	iõ˦˥	白
鴦	ionn1	ionn①	iõ˦˥	
羊	ionn5	ionn②	iõ˥˥	
洋	iang5	iang②	iaŋ˥˥	文
洋	ionn5	ionn②	iõ˥˥	白
楊	iang5	iang②	iaŋ˥˥	文
楊	ionn5	ionn②	iõ˥˥	白
揚	iang5	iang②	iaŋ˥˥	文
揚	tshionn5	tshionn②	tsʰiõ˥˥	白
陽	iang5	iang②	iaŋ˥˥	文
陽	ionn5	ionn②	iõ˥˥	白，地名
養	iang2	iang③	iaŋ˥˧	文
養	ionn2	ionn③	iõ˥˧	白
癢	iang2	iang③	iaŋ˥˧	文
癢	tsionn6	tsionn④	tsiõ˨˥	白
樣	iang6	iang④	iaŋ˨˥	文，一般~
樣	ionn7	ionn⑥	iõ˨˨	白
恙	iang6	iang④	iaŋ˨˥	
粕	phoh	phoh	pʰoʔ	
博	phak4	phak⑦	pʰak˧˨	
薄	poh8	poh⑧	poʔ˥˦	
泊	poh8	poh⑧	poʔ˥˦	
莫	mok8	mok⑧	mok˥˦	
膜	moh8	moh⑧	moʔ˥˦	
摸	mo1	mo①	mo˦˥	文
摸	mong5	mong②	moŋ˥˥	
摸	mak4	mak⑦	mak˧˨	替
寞	mok8	mok⑧	mok˥˦	
幕	mo6	mo④	mo˨˥	
托	thoh4	thoh⑦	tʰoʔ˧˨	
鐸	tak8	tak⑧	tak˥˦	
諾	nap8	nap⑧	nap˥˦	
落	lak4	lak⑦	lak˧˨	替
落	loh8	loh⑧	loʔ˥˦	
落	lauh8	lauh⑧	lauʔ˥˦	掉落
洛	lok8	lok⑧	lok˥˦	
駱	loh8	loh⑧	loʔ˥˦	
絡	lok8	lok⑧	lok˥˦	
酪	lok8	lok⑧	lok˥˦	
烙	lok8	lok⑧	lok˥˦	
烙	luah4	luah⑦	luaʔ˧˨	替
樂	lak8	lak⑧	lak˥˦	
作	tsak4	tsak⑦	tsak˧˨	文
作	tsoh4	tsoh⑦	tsoʔ˧˨	白
鑿	tshak8	tshak⑧	tsʰak˥˦	
昨	tsoh8	tsoh⑧	tsoʔ˥˦	
昨	tsa1	tsa①	tsa˦˥	替
索	sok4	sok⑦	sok˧˨	文
索	soh4	soh⑦	soʔ˧˨	白
各	kak4	kak⑦	kak˧˨	文
各	koh4	koh⑦	koʔ˧˨	白，~號
閣	koh4	koh⑦	koʔ˧˨	
胳	koh4	koh⑦	koʔ˧˨	
鄂	ngak8	ngak⑧	ŋak˥˦	
鱷	ngak8	ngak⑧	ŋak˥˦	
噩	ngak8	ngak⑧	ŋak˥˦	
愕	ngak8	ngak⑧	ŋak˥˦	文
愕	ngoh8	ngoh⑧	ŋoʔ˥˦	白
壑	hak4	hak⑦	hak˧˨	
鶴	hoh8	hoh⑧	hoʔ˥˦	
惡	ak4	ak⑦	ak˧˨	文
惡	oh4	oh⑦	oʔ˧˨	白，困難
掠	liah8	liah⑧	liaʔ˥˦	訓“搦”
略	liak8	liak⑧	liak˥˦	
爵	tsiak4	tsiak⑦	tsiak˧˨	
雀	tshiak4	tshiak⑦	tsʰiak˧˨	文
雀	tsiauh4	tsiauh⑦	tsiauʔ˧˨	白，~盲
雀	tsiah4	tsiah⑦	tsiaʔ˧˨	白，麻~
鵲	tshiak4	tshiak⑦	tsʰiak˧˨	
削	siah4	siah⑦	siaʔ˧˨	
著	tioh4	tioh⑦	tioʔ˧˨	
著	tioh8	tioh⑧	tioʔ˥˦	正確
著	toh8	toh⑧	toʔ˥˦	~火
酌	tsiak4	tsiak⑦	tsiak˧˨	
綽	tshiak4	tshiak⑦	tsʰiak˧˨	
勺	tshiak4	tshiak⑦	tsʰiak˧˨	
勺	tshiah8	tshiah⑧	tsʰiaʔ˥˦	白
芍	tshiak4	tshiak⑦	tsʰiak˧˨	
若	jiak8	jiak⑧	dziak˥˦	文
若	jioh8	jioh⑧	dzioʔ˥˦	白
箬	jiak8	jiak⑧	dziak˥˦	文
箬	hioh8	hioh⑧	hioʔ˥˦	白
箬	hah4	hah⑦	haʔ˧˨	替
弱	jiak8	jiak⑧	dziak˥˦	文
弱	nioh8	nioh⑧	nioʔ˥˦	白，軟~
腳	kiok4	kiok⑦	kiok˧˨	
腳	kioh4	kioh⑦	kioʔ˧˨	
腳	kha1	kha①	kʰa˦˥	訓
卻	khiak4	khiak⑦	kʰiak˧˨	
虐	ngiak8	ngiak⑧	ŋiak˥˦	
瘧	ngiak8	ngiak⑧	ŋiak˥˦	
約	iok4	iok⑦	iok˧˨	猜測
約	iak4	iak⑦	iak˧˨	文
約	ioh4	ioh⑦	ioʔ˧˨	白
躍	iak4	iak⑦	iak˧˨	
躍	iauh4	iauh⑦	iauh˧˨	
藥	iak8	iak⑧	iak˥˦	文，芍~
藥	ioh8	ioh⑧	ioʔ˥˦	白
光	kuang1	kuang①	kuaŋ˦˥	文
光	kng1	kng①	kŋ˦˥	白
廣	kuang2	kuang③	kuaŋ˥˧	文
廣	kng2	kng③	kŋ˥˧	白
曠	khuang3	khuang⑤	kʰuaŋ˨˩˨	文
曠	khng3	khng⑤	kʰŋ˨˩˨	白
荒	huang1	huang①	huaŋ˦˥	文
荒	hng1	hng①	hŋ˦˥	白
慌	huang1	huang①	huaŋ˦˥	
恍	huang2	huang③	huaŋ˥˧	
謊	huang1	huang①	huaŋ˦˥	
黃	huang5	huang②	huaŋ˥˥	文
黃	ng5	ng②	ŋ˥˥	白
蝗	huang5	huang②	huaŋ˥˥	
皇	huang5	huang②	huaŋ˥˥	
皇	uang5	uang②	uaŋ˥˥	又
隍	huang5	huang②	huaŋ˥˥	文
隍	ng5	ng②	ŋ˥˥	白
煌	huang5	huang②	huaŋ˥˥	
凰	huang5	huang②	huaŋ˥˥	
汪	uang1	uang①	uaŋ˦˥	
方	huang1	huang①	huaŋ˦˥	文
方	hng1	hng①	hŋ˦˥	白
方	png1	png①	pŋ˦˥	白，姓氏
方	pang1	pang①	paŋ˦˥	白
肪	huang2	huang③	huaŋ˥˧	
仿	huang2	huang③	huaŋ˥˧	
放	huang3	huang⑤	huaŋ˨˩˨	文
放	pang3	pang⑤	paŋ˨˩˨	白
芳	huang1	huang①	huaŋ˦˥	文
芳	phang1	phang①	pʰaŋ˦˥	白，香
妨	huang5	huang②	huaŋ˥˥	
紡	huang2	huang③	huaŋ˥˧	文
紡	phang2	phang③	pʰaŋ˥˧	白
仿	huang2	huang③	huaŋ˥˧	
彷	phang5	phang②	pʰaŋ˥˥	
訪	huang2	huang③	huaŋ˥˧	
房	pang5	pang②	paŋ˥˥	
防	huang5	huang②	huaŋ˥˥	
亡	buang5	buang②	buaŋ˥˥	
忘	buang5	buang②	buaŋ˥˥	
網	mang6	mang④	maŋ˨˥	
望	buang6	buang④	buaŋ˨˥	文
望	mo7	mo⑥	mõ˨˨	白
妄	buang2	buang③	buaŋ˥˧	
逛	kuang6	kuang④	kuaŋ˨˥	
匡	khang1	khang①	kʰaŋ˦˥	
筐	khuang1	khuang①	kʰuaŋ˦˥	文
筐	kheng1	kheng①	kʰɛŋ˦˥	白
狂	khuang5	khuang②	kʰuaŋ˥˥	文
狂	kng5	kng②	kŋ˥˥	白
況	khuang3	khuang⑤	kʰuaŋ˨˩˨	
枉	uang2	uang③	uaŋ˥˧	
王	uang5	uang②	uaŋ˥˥	文
王	heng5	heng②	hɛŋ˥˥	白
往	uang2	uang③	uaŋ˥˧	
旺	uang6	uang④	uaŋ˨˥	
郭	kueh4	kueh⑦	kueʔ˧˨	
擴	khuang3	khuang⑤	kʰuaŋ˨˩˨	
廓	kuak4	kuak⑦	kuak˧˨	
霍	khak4	khak⑦	kʰak˧˨	
藿	khak4	khak⑦	kʰak˧˨	
鑊	uak8	uak⑧	uak˥˦	
縛	pak8	pak⑧	pak˥˦	
邦	pang1	pang①	paŋ˦˥	
綁	pang2	pang③	paŋ˥˧	
胖	phang3	phang⑤	pʰaŋ˨˩˨	
胖	phuan3	phuan⑤	pʰua˨˩˨	
胖	phong3	phong⑤	pʰoŋ˨˩˨	替
龐	phang5	phang②	pʰaŋ˥˥	
棒	pang6	pang④	paŋ˨˥	
蚌	hong2	hong③	hoŋ˥˧	
幢	tong5	tong②	toŋ˥˥	
撞	tsuang6	tsuang④	tsuaŋ˨˥	文
撞	tong7	tong⑥	toŋ˨˨	
撞	tng7	tng⑥	tŋ˨˨	白，遭遇
窗	theng1	theng①	tʰɛŋ˦˥	
雙	sang1	sang①	saŋ˦˥	
江	kang1	kang①	kaŋ˦˥	
肛	kang1	kang①	kaŋ˦˥	
扛	kng1	kng①	kŋ˦˥	
講	kang2	kang③	kaŋ˥˧	
講	kong2	kong③	koŋ˥˧	
港	kang2	kang③	kaŋ˥˧	
杠	kang3	kang⑤	kaŋ˨˩˨	文
杠	kong3	kong⑤	koŋ˨˩˨	~桿
降	hang5	hang②	haŋ˥˥	文
降	kang3	kang⑤	kaŋ˨˩˨	文
降	kong3	kong⑤	koŋ˨˩˨	~頭咒
虹	hong5	hong②	hoŋ˥˥	文
虹	kheng6	kheng④	kʰɛŋ˨˥	替
腔	khionn1	khionn①	kʰiõ˦˥	
項	hang6	hang④	haŋ˨˥	
巷	hang7	hang⑥	haŋ˨˨	
剝	pak4	pak⑦	pak˧˨	
駁	poh4	poh⑦	poʔ˧˨	
璞	phok4	phok⑦	pʰok˧˨	
雹	phak8	phak⑧	pʰak˥˦	
卓	toh4	toh⑦	toʔ˧˨	
桌	toh4	toh⑦	toʔ˧˨	
啄	toh4	toh⑦	toʔ˧˨	
戳	tshiok4	tshiok⑦	tsʰiok˧˨	替
濁	juak8	juak⑧	dzuak˥˦	
濁	tsuak8	tsuak⑧	tsuak˥˦	又
捉	tshok4	tshok⑦	tsʰok˧˨	
鐲	tshok4	tshok⑦	tsʰok˧˨	俗
朔	suak4	suak⑦	suak˧˨	
朔	sok4	sok⑦	sok˧˨	又
覺	kak4	kak⑦	kak˧˨	
角	kak4	kak⑦	kak˧˨	
餃	kiau2	kiau③	kiau˥˧	
確	khak4	khak⑦	kʰak˧˨	
殼	khak4	khak⑦	kʰak˧˨	
嶽	ngak8	ngak⑧	ŋak˥˦	
岳	ngak8	ngak⑧	ŋak˥˦	
樂	gauh8	gauh⑧	gauʔ˥˦	
學	hak8	hak⑧	hak˥˦	文
學	oh8	oh⑧	oʔ˥˦	白
握	ok4	ok⑦	ok˧˨	
崩	pang1	pang①	paŋ˦˥	
朋	pheng5	pheng②	pʰɛŋ˥˥	
登	teng1	teng①	tɛŋ˦˥	
燈	teng1	teng①	tɛŋ˦˥	
等	teng2	teng③	tɛŋ˥˧	文
等	tan2	tan③	tan˥˧	白
凳	teng3	teng⑤	tɛŋ˨˩˨	
藤	tin5	tin②	tin˥˥	
騰	theng5	theng②	tʰɛŋ˥˥	
疼	tong3	tong⑤	toŋ˨˩˨	
疼	thiann3	thiann⑤	tʰiã˨˩˨	替
鄧	teng6	teng④	tɛŋ˨˥	
能	leng5	leng②	lɛŋ˥˥	
楞	leng5	leng②	lɛŋ˥˥	
增	tseng1	tseng①	tsɛŋ˦˥	
憎	tseng1	tseng①	tsɛŋ˦˥	
曾	tseng1	tseng①	tsɛŋ˦˥	文
曾	tseng5	tseng②	tsɛŋ˥˥	文
曾	tsan1	tsan①	tsan˦˥	白，姓氏
層	tsan5	tsan②	tsan˥˥	
贈	tsan7	tsan⑥	tsan˨˨	
僧	tseng1	tseng①	tsɛŋ˦˥	
肯	kheng2	kheng③	kʰɛŋ˥˧	
恆	heng5	heng②	hɛŋ˥˥	
恆	an5	an②	an˥˥	替，緊
冰	piann1	piann①	piã˦˥	
憑	pheng5	pheng②	pʰɛŋ˥˥	
凌	leng5	leng②	lɛŋ˥˥	
菱	leng5	leng②	lɛŋ˥˥	
陵	leng5	leng②	lɛŋ˥˥	
徵	teng1	teng①	tɛŋ˦˥	
澄	theng5	theng②	tʰɛŋ˥˥	
懲	theng2	theng③	tʰɛŋ˥˧	
橙	tsheng5	tsheng②	tsʰɛŋ˥˥	
瞪	teng3	teng⑤	tɛŋ˨˩˨	
蒸	tseng1	tseng①	tsɛŋ˦˥	
拯	tsin2	tsin③	tsin˥˧	
證	tseng3	tseng⑤	tsɛŋ˨˩˨	
症	tseng3	tseng⑤	tsɛŋ˨˩˨	
稱	tsheng1	tsheng①	tsʰɛŋ˦˥	文
稱	tsheng3	tsheng⑤	tsʰɛŋ˨˩˨	文
稱	tshin3	tshin⑤	tsʰin˨˩˨	白
秤	tshin3	tshin⑤	tsʰin˨˩˨	
乘	seng5	seng②	sɛŋ˥˥	
繩	sin5	sin②	sin˥˥	
