简	繁	注释	IPA	吴拼
牧	牧		mɞʔ²	moq8
复	復	～兴	fɞʔ⁵	foq7
复	複	～数	fɞʔ⁵	foq7
复	覆	回～	fɞʔ⁵	foq7
福	福		fɞʔ⁵	foq7
幅	幅		fɞʔ⁵	foq7
蝠	蝠		fɞʔ⁵	foq7
辐	輻		fɞʔ⁵	foq7
腹	腹		fɞʔ⁵	foq7
覆	覆	文读，～盖	fɞʔ⁵	foq7
服	服		vɞʔ²	voq8
伏	伏		vɞʔ²	voq8
袱	袱		vɞʔ²	voq8
啄	啄		tɞʔ⁵	toq7
笃	篤		tɞʔ⁵	toq7
督	督		tɞʔ⁵	toq7
□	□	陡	tɞʔ⁵	toq7
铎	鐸		dɞʔ²	doq8
独	獨		dɞʔ²	doq8
读	讀		dɞʔ²	doq8
牍	牘		dɞʔ²	doq8
渎	瀆		dɞʔ²	doq8
犊	犢		dɞʔ²	doq8
毒	毒		dɞʔ²	doq8
氯	氯		lɞʔ²	loq8
渌	淥	～渚：地名	lɞʔ²	loq8
鹿	鹿		lɞʔ²	loq8
禄	祿		lɞʔ²	loq8
六	六		lɞʔ²	loq8
陆	陸		lɞʔ²	loq8
戮	戮		lɞʔ²	loq8
绿	綠		lɞʔ²	loq8
录	錄		lɞʔ²	loq8
卓	卓		tsɞʔ⁵	tsoq7
桌	桌		tsɞʔ⁵	tsoq7
琢	琢		tsɞʔ⁵	tsoq7
捉	捉	～狗屙：捡狗屎	tsɞʔ⁵	tsoq7
竹	竹		tsɞʔ⁵	tsoq7
筑	築		tsɞʔ⁵	tsoq7
祝	祝		tsɞʔ⁵	tsoq7
粥	粥		tsɞʔ⁵	tsoq7
菊	菊		tsɞʔ⁵	tsoq7
足	足		tsɞʔ⁵	tsoq7
烛	燭		tsɞʔ⁵	tsoq7
嘱	囑		tsɞʔ⁵	tsoq7
瞩	矚		tsɞʔ⁵	tsoq7
戳	戳		tsʰɞʔ⁵	tshoq7
畜	畜	～牲	tsʰɞʔ⁵	tshoq7
麹	麹		tsʰɞʔ⁵	tshoq7
促	促		tsʰɞʔ⁵	tshoq7
触	觸		tsʰɞʔ⁵	tshoq7
曲	曲		tsʰɞʔ⁵	tshoq7
矗	矗		tsʰɞʔ⁵	tshoq7
浊	濁		dzɞʔ²	dzoq8
镯	鐲		dzɞʔ²	dzoq8
局	局		dzɞʔ²	dzoq8
焗	焗		dzɞʔ²	dzoq8
宿	宿		sɞʔ⁵	soq7
率	率	～领	sɞʔ⁵	soq7
蟀	蟀		sɞʔ⁵	soq7
朔	朔		sɞʔ⁵	soq7
速	速		sɞʔ⁵	soq7
肃	肅		sɞʔ⁵	soq7
夙	夙		sɞʔ⁵	soq7
宿	宿		sɞʔ⁵	soq7
缩	縮		sɞʔ⁵	soq7
叔	叔		sɞʔ⁵	soq7
畜	畜	～牧	sɞʔ⁵	soq7
蓄	蓄		sɞʔ⁵	soq7
粟	粟		sɞʔ⁵	soq7
束	束		sɞʔ⁵	soq7
旭	旭		sɞʔ⁵	soq7
续	續	继～	zɞʔ²	zoq8
蛰	蟄	惊～	zɞʔ²	zoq8
濯	濯		zɞʔ²	zoq8
蚀	蝕		zɞʔ²	zoq8
族	族		zɞʔ²	zoq8
逐	逐		zɞʔ²	zoq8
轴	軸		zɞʔ²	zoq8
熟	熟		zɞʔ²	zoq8
淑	淑		zɞʔ²	zoq8
俗	俗		zɞʔ²	zoq8
赎	贖		zɞʔ²	zoq8
蜀	蜀		zɞʔ²	zoq8
属	屬		zɞʔ²	zoq8
辱	辱		zɞʔ²	zoq8
褥	褥		zɞʔ²	zoq8
郭	郭		kɞʔ⁵	koq7
椁	槨		kɞʔ⁵	koq7
虢	虢		kɞʔ⁵	koq7
谷	穀		kɞʔ⁵	koq7
窟	窟		kʰɞʔ⁵	khoq7
扩	擴		kʰɞʔ⁵	khoq7
廓	廓		kʰɞʔ⁵	khoq7
哭	哭		kʰɞʔ⁵	khoq7
酷	酷		kʰɞʔ⁵	khoq7
忽	忽		hɞʔ⁵	hoq7
霍	霍		hɞʔ⁵	hoq7
藿	藿		hɞʔ⁵	hoq7
斛	斛		hɞʔ⁵	hoq7
握	握		ɞʔ⁵	oq7
屋	屋		ɞʔ⁵	oq7
沃	沃		ɞʔ⁵	oq7
□	□	～诈：诈骗	ɞʔ⁵	oq7
镬	鑊		ɞʔ²	oq8
抈	抈	扭伤	ȵyoʔ⁵	gnioq7
肉	肉		ȵyoʔ²	gnioq8
搦	搦	揉：～面	ȵyoʔ²	gnioq8
玉	玉		ȵyoʔ²	gnioq8
狱	獄		ȵyoʔ²	gnioq8
沃	沃	又读	yoʔ⁵	ioq7
郁	郁	姓氏	yoʔ⁵	ioq7
跃	躍	大～进	yoʔ²	ioq8
疫	疫		yoʔ²	ioq8
育	育		yoʔ²	ioq8
欲	欲		yoʔ²	ioq8
欲	慾		yoʔ²	ioq8
浴	浴		yoʔ²	ioq8
尾	尾	白读，～巴	m³²⁴	m3
拇	拇	大～手指头	m³²⁴	m3
儿	兒	白读，～子	n²³²	n2
尔	爾	白读，你	n³²⁴	n3
耳	耳	白读，～朵	n³²⁴	n3
午	午	白读，端～	n³²⁴	n3
五	五	白读，早～更：早上	ŋ³²⁴	ng3
儿	兒	文读，幼～园	ɭ²³²	er2
而	而		ɭ²³²	er2
尔	爾	文读	ɭ³²⁴	er3
耳	耳	文读，木～	ɭ³²⁴	er3
饵	餌		ɭ³²⁴	er3
二	二	文读	ɭ³¹³	er6
贰	貳	文读	ɭ³¹³	er6
