简	繁	注释	IPA	吴拼
馗	馗	钟～	guɛ²²³	gue2
柜	櫃		guɛ³¹³	gue6
跪	跪		guɛ³¹³	gue6
灰	灰		huɛ⁵³	hue1
恢	恢		huɛ⁵³	hue1
挥	揮		huɛ⁵³	hue1
辉	輝		huɛ⁵³	hue1
徽	徽		huɛ⁵³	hue1
悔	悔		huɛ⁵⁵	hue3
毁	毀		huɛ⁵⁵	hue3
□	□	捞～兜：一种捕鱼的网兜	huɛ⁵⁵	hue3
晦	晦	～气	huɛ³³⁵	hue5
煨	煨		uɛ⁵³	ue1
威	威		uɛ⁵³	ue1
萎	萎	枯萎	uɛ⁵³	ue1
围	圍	文读	uɛ²²³	we2
回	回		uɛ²²³	we2
茴	茴		uɛ²²³	we2
蛔	蛔		uɛ²²³	we2
危	危		uɛ²²³	we2
为	為	作～	uɛ²²³	we2
违	違		uɛ²²³	we2
委	委		uɛ⁵⁵	ue3
畏	畏		uɛ³³⁵	ue5
慰	慰		uɛ³³⁵	ue5
会	會		uɛ³¹³	we6
为	為	～何事：为什么	uɛ³¹³	we6
位	位		uɛ³¹³	we6
胃	胃		uɛ³¹³	we6
谓	謂		uɛ³¹³	we6
猬	蝟		uɛ³¹³	we6
汇	彙		uɛ³¹³	we6
卫	衛		uɛ³¹³	we6
惠	惠		uɛ³¹³	we6
慧	慧		uɛ³¹³	we6
伟	偉		uɛ³¹³	we6
纬	緯		uɛ³¹³	we6
汇	匯		uɛ³¹³	we6
伪	偽		uɛ³¹³	we6
苇	葦		uɛ³¹³	we6
魏	魏		uɛ³¹³	we6
贿	賄	～赂	uɛ³¹³	we6
转	轉	白读，覆～：倒扣；回～：折回	tɕyɛ⁵⁵	ciue3
眷	眷	亲～：亲戚	tɕyɛ³³⁵	ciue5
吹	吹		tɕʰyɛ⁵³	chiue1
穿	穿		tɕʰyɛ⁵³	chiue1
椽	椽	～树：椽子	dʑyɛ²²³	jiue2
僎	僎	捡拾	dʑyɛ³¹³	jiue6
靴	靴		ɕyɛ⁵³	shiue1
闩	閂	门～	ɕyɛ⁵³	shiue1
水	水		ɕyɛ⁵⁵	shiue3
陕	陝		ɕyɛ⁵⁵	shiue3
楦	楦	鞋～头	ɕyɛ³³⁵	shiue5
闪	閃	霍～：闪电	ɕyɛ³³⁵	shiue5
扇	扇		ɕyɛ³³⁵	shiue5
船	船		ʑyɛ²²³	zhiue2
睡	睡	～衣	ʑyɛ³¹³	zhiue6
包	包		pɔ⁵³	pau1
胞	胞		pɔ⁵³	pau1
苞	苞		pɔ⁵³	pau1
保	保		pɔ⁵⁵	pau3
堡	堡		pɔ⁵⁵	pau3
宝	寶		pɔ⁵⁵	pau3
饱	飽		pɔ⁵⁵	pau3
报	報		pɔ³³⁵	pau5
豹	豹		pɔ³³⁵	pau5
爆	爆	分蘗；油里～～	pɔ³³⁵	pau5
趵	趵		pɔ³³⁵	pau5
□	□	赖司蛤～：癞蛤蟆	pɔ³³⁵	pau5
抛	拋		pʰɔ⁵³	phau1
脬	脬	卵～：阴囊	pʰɔ⁵³	phau1
奅	奅	大而不实	pʰɔ⁵³	phau1
□	□	香～：柚子	pʰɔ⁵⁵	phau3
泡	泡		pʰɔ³³⁵	phau5
炮	炮		pʰɔ³³⁵	phau5
袍	袍		bɔ²²³	bau2
跑	跑		bɔ²²³	bau2
抱	抱		bɔ³¹³	bau6
暴	暴		bɔ³¹³	bau6
鲍	鮑		bɔ³¹³	bau6
鉋	鉋	一种削皮的工具	bɔ³¹³	bau6
□	□	～盐：很快的腌制	bɔ³¹³	bau6
瀑	瀑	～布	bɔ³¹³	bau6
曝	曝	～光	bɔ³¹³	bau6
猫	貓		mɔ⁵³	mau1
毛	毛		mɔ²²³	mau2
茅	茅		mɔ²²³	mau2
□	□	次，量词	mɔ²²³	mau2
冒	冒		mɔ³¹³	mau6
帽	帽		mɔ³¹³	mau6
贸	貿		mɔ³¹³	mau6
茂	茂		mɔ³¹³	mau6
貌	貌		mɔ³¹³	mau6
□	□	呕吐	mɔ³¹³	mau6
□	□	“弗好”的合音	vɔ³³⁵	vau5
刀	刀		tɔ⁵³	tau1
倒	倒	打～，～水，～钞票：破钱	tɔ⁵⁵	tau3
岛	島		tɔ³³⁵	tau5
到	到		tɔ³³⁵	tau5
倒	倒	～车	tɔ³³⁵	tau5
滔	滔		tʰɔ⁵³	thau1
焘	燾		tʰɔ⁵³	thau1
涛	濤		tʰɔ⁵³	thau1
□	□	～桶箍：转圈	tʰɔ⁵³	thau1
讨	討		tʰɔ⁵⁵	thau3
套	套		tʰɔ³³⁵	thau5
桃	桃		dɔ²²³	dau2
逃	逃		dɔ²²³	dau2
淘	淘	～米	dɔ²²³	dau2
陶	陶		dɔ²²³	dau2
萄	萄		dɔ²²³	dau2
道	道	文读	dɔ³¹³	dau6
稻	稻		dɔ³¹³	dau6
盗	盜		dɔ³¹³	dau6
导	導		dɔ³¹³	dau6
捣	搗	搅拌	dɔ³¹³	dau6
□	□	用手抓	nɔ⁵³	nau1
孬	孬	～胚：傻子	nɔ²²³	nau2
脑	腦		nɔ⁵⁵	nau3
恼	惱		nɔ⁵⁵	nau3
瑙	瑙	玛～	nɔ⁵⁵	nau3
闹	鬧		nɔ³¹³	nau6
劳	勞		lɔ²²³	lau2
痨	癆	～病：结核病	lɔ²²³	lau2
涝	澇	防～	lɔ²²³	lau2
牢	牢		lɔ²²³	lau2
萝	蘿	～卜	lɔ²²³	lau2
老	老		lɔ⁵⁵	lau3
佬	佬	上海～	lɔ⁵⁵	lau3
糟	糟		tsɔ⁵³	tsau1
遭	遭		tsɔ⁵³	tsau1
早	早		tsɔ⁵⁵	tsau3
枣	棗		tsɔ⁵⁵	tsau3
蚤	蚤	虼～：跳蚤	tsɔ⁵⁵	tsau3
澡	澡		tsɔ⁵⁵	tsau3
找	找	～钞票	tsɔ⁵⁵	tsau3
爪	爪	脚～：猪蹄膀	tsɔ⁵⁵	tsau3
灶	灶		tsɔ³³⁵	tsau5
罩	罩		tsɔ³³⁵	tsau5
操	操		tsʰɔ⁵³	tshau1
抄	抄		tsʰɔ⁵³	tshau1
钞	鈔	～票	tsʰɔ⁵³	tshau1
超	超		tsʰɔ⁵³	tshau1
糙	糙		tsʰɔ⁵³	tshau1
草	草		tsʰɔ⁵⁵	tshau3
炒	炒		tsʰɔ⁵⁵	tshau3
吵	吵		tsʰɔ³³⁵	tshau5
躁	躁	脾气～	tsʰɔ³³⁵	tshau5
曹	曹		dzɔ²²³	dzau2
漕	漕		dzɔ²²³	dzau2
骚	騷	～脬头：雄牛	sɔ⁵³	sau1
臊	臊	～气	sɔ⁵³	sau1
筲	筲	团～：淘米筲箕	sɔ⁵³	sau1
稍	稍		sɔ⁵³	sau1
扫	掃		sɔ⁵⁵	sau3
嫂	嫂		sɔ⁵⁵	sau3
燥	燥	干	sɔ³³⁵	sau5
槽	槽	猪食～：猪槽	zɔ²²³	zau2
唣	唕	起～：起哄	zɔ²²³	zau2
皂	皂		zɔ³¹³	zau6
造	造		zɔ³¹³	zau6
扰	擾		zɔ³¹³	zau6
高	高		kɔ⁵³	kau1
膏	膏		kɔ⁵³	kau1
篙	篙	撑～：晾衣杆；～子：船篙	kɔ⁵³	kau1
羔	羔		kɔ⁵³	kau1
糕	糕		kɔ⁵³	kau1
交	交	白读	kɔ⁵³	kau1
胶	膠	～水	kɔ⁵³	kau1
茭	茭	～白	kɔ⁵³	kau1
跤	跤	跌～：摔跤	kɔ⁵³	kau1
□	□	用于一整场的雨、雪的量词；一次，一会儿	kɔ⁵³	kau1
稿	稿		kɔ⁵⁵	kau3
绞	絞	～毛巾	kɔ⁵⁵	kau3
搞	搞	摆弄东西	kɔ⁵⁵	kau3
告	告		kɔ³³⁵	kau5
觉	覺	困～	kɔ³³⁵	kau5
教	教	白读，动词	kɔ³³⁵	kau5
铰	鉸	～链	kɔ³³⁵	kau5
校	校	～准	kɔ³³⁵	kau5
窖	窖		kɔ³³⁵	kau5
酵	酵		kɔ³³⁵	kau5
敲	敲		kʰɔ⁵³	khau1
考	考		kʰɔ⁵⁵	khau3
烤	烤		kʰɔ⁵⁵	khau3
靠	靠		kʰɔ³³⁵	khau5
铐	銬		kʰɔ³³⁵	khau5
薧	薧	龙头～，～鲞	kʰɔ³³⁵	khau5
交	交	完	gɔ²²³	gau2
绞	絞	一～线；～拢：缠在一起	gɔ³¹³	gau6
搅	攪	～弗灵清：弄不清	gɔ³¹³	gau6
峧	峧	山坳	gɔ³¹³	gau6
蒿	蒿	～菜：茼蒿	hɔ⁵³	hau1
呵	呵	～气	hɔ⁵³	hau1
□	□	油性事物变质	hɔ⁵³	hau1
好	好		hɔ⁵⁵	hau3
哮	哮	白读，～气病：哮喘	hɔ⁵⁵	hau3
孝	孝	～兜：头上的孝帽	hɔ³³⁵	hau5
好	好		hɔ³³⁵	hau5
凹	凹		ɔ⁵³	au1
爊	爊	～羹	ɔ⁵³	au1
敖	敖		ɔ²²³	ghau2
熬	熬		ɔ²²³	ghau2
傲	傲		ɔ²²³	ghau2
毫	毫		ɔ²²³	ghau2
豪	豪		ɔ²²³	ghau2
壕	壕		ɔ²²³	ghau2
㩝	㩝	计量：～米	ɔ²²³	ghau2
嚎	嚎	嚎哭	ɔ²²³	ghau2
袄	襖	棉～	ɔ⁵⁵	au3
咬	咬		ɔ⁵⁵	au3
奥	奧		ɔ³³⁵	au5
澳	澳		ɔ³³⁵	au5
懊	懊		ɔ³³⁵	au5
坳	坳	山～	ɔ³³⁵	au5
拗	拗	～口	ɔ³³⁵	au5
□	□	舀水	ɔ³³⁵	au5
□	□	仰头，仰身子	ɔ³³⁵	au5
号	號		ɔ³¹³	ghau6
浩	浩		ɔ³¹³	ghau6
耗	耗	消～	ɔ³¹³	ghau6
膘	膘		piɔ⁵³	piau1
标	標		piɔ⁵³	piau1
表	表		piɔ⁵³	piau1
婊	婊		piɔ⁵³	piau1
彪	彪		piɔ⁵³	piau1
滮	滮	喷射	piɔ⁵³	piau1
裱	裱		piɔ⁵⁵	piau3
飘	飄		pʰiɔ⁵³	phiau1
漂	漂	～流	pʰiɔ⁵³	phiau1
漂	漂	～白，～亮	pʰiɔ⁵⁵	phiau3
票	票		pʰiɔ³³⁵	phiau5
嫖	嫖		biɔ²²³	biau2
薸	薸	浮萍	biɔ²²³	biau2
瓢	瓢	～羹	biɔ²²³	biau2
苗	苗		miɔ²²³	miau2
描	描		miɔ²²³	miau2
渺	渺		miɔ²²³	miau2
秒	秒		miɔ²²³	miau2
庙	廟		miɔ³¹³	miau6
妙	妙		miɔ³¹³	miau6
覅	覅	“弗要”的合音	viɔ³³⁵	viau5
刁	刁		tiɔ⁵³	tiau1
貂	貂		tiɔ⁵³	tiau1
雕	雕		tiɔ⁵³	tiau1
条	條	树～子	tiɔ⁵³	tiau1
鸟	鳥		tiɔ⁵⁵	tiau3
钓	釣		tiɔ³³⁵	tiau5
吊	吊	量词：一～葡萄	tiɔ³³⁵	tiau5
屌	屌	男性生殖器	tiɔ³³⁵	tiau5
挑	挑	～担，～是翻非	tʰiɔ⁵³	thiau1
跳	跳	～高，出～	tʰiɔ³³⁵	thiau5
粜	糶		tʰiɔ³³⁵	thiau5
条	條		diɔ²²³	diau2
调	調	～合	diɔ²²³	diau2
笤	笤	～帚	diɔ²²³	diau2
跳	跳	颤动：心～；心bieʔ²～～：心跳不止	diɔ²²³	diau2
掉	掉	～头	diɔ³¹³	diau6
调	調	调换	diɔ³¹³	diau6
捞	撈		liɔ²²³	liau2
辽	遼		liɔ²²³	liau2
疗	療		liɔ²²³	liau2
聊	聊	《～斋志》：即《聊斋志异》	liɔ²²³	liau2
了	了		liɔ⁵⁵	liau3
掉	掉	走～	liɔ⁵⁵	liau3
料	料		liɔ³¹³	liau6
撩	撩	伸手够物	liɔ³¹³	liau6
焦	焦		tsiɔ⁵³	tsiau1
蕉	蕉		tsiɔ⁵³	tsiau1
椒	椒		tsiɔ⁵³	tsiau1
锹	鍬		tsʰiɔ⁵³	tshiau1
缲	繰	～边	tsʰiɔ⁵³	tshiau1
悄	悄		tsʰiɔ⁵⁵	tshiau3
俏	俏	畅销	tsʰiɔ³³⁵	tshiau5
剿	剿		dziɔ²²³	dziau2
巢	巢		dziɔ²²³	dziau2
樵	樵		dziɔ²²³	dziau2
消	消		siɔ⁵³	siau1
宵	宵		siɔ⁵³	siau1
霄	霄		siɔ⁵³	siau1
硝	硝	～皮	siɔ⁵³	siau1
销	銷		siɔ⁵³	siau1
萧	蕭		siɔ⁵³	siau1
箫	簫		siɔ⁵³	siau1
小	小		siɔ⁵⁵	siau3
笑	笑		siɔ³³⁵	siau5
潲	潲	雨～进来	siɔ³³⁵	siau5
□	□	呼～丝：竹丝	siɔ³³⁵	siau5
□	□	纠缠，缠住	ziɔ³¹³	ziau6
朝	朝	今～：今天	tɕiɔ⁵³	ciau1
昭	昭		tɕiɔ⁵³	ciau1
招	招		tɕiɔ⁵³	ciau1
骄	驕		tɕiɔ⁵³	ciau1
娇	嬌		tɕiɔ⁵³	ciau1
浇	澆		tɕiɔ⁵³	ciau1
交	交	文读	tɕiɔ⁵³	ciau1
郊	郊		tɕiɔ⁵³	ciau1
狡	狡		tɕiɔ⁵⁵	ciau3
饺	餃		tɕiɔ⁵⁵	ciau3
教	教	文读，～室	tɕiɔ³³⁵	ciau5
较	較		tɕiɔ³³⁵	ciau5
照	照		tɕiɔ³³⁵	ciau5
叫	叫		tɕiɔ³³⁵	ciau5
嘦	嘦	“只要”的合音	tɕiɔ³³⁵	ciau5
跷	蹺	～脚：跛足	tɕʰiɔ⁵³	chiau1
巧	巧		tɕʰiɔ⁵⁵	chiau3
窍	竅		tɕʰiɔ³³⁵	chiau5
朝	朝		dʑiɔ²²³	jiau2
潮	潮		dʑiɔ²²³	jiau2
乔	喬		dʑiɔ²²³	jiau2
侨	僑		dʑiɔ²²³	jiau2
桥	橋		dʑiɔ²²³	jiau2
荞	蕎		dʑiɔ²²³	jiau2
挢	撟	挽	dʑiɔ²²³	jiau2
□	□	一阵，用于表示雨、雾、霜等自然现象量词	dʑiɔ²²³	jiau2
赵	趙		dʑiɔ³¹³	jiau6
轿	轎		dʑiɔ³¹³	jiau6
饶	饒		ȵiɔ²²³	gniau2
尧	堯		ȵiɔ²²³	gniau2
尿	尿	～素	ȵiɔ⁵⁵	gniau3
鸟	鳥	文读，啄木～	ȵiɔ⁵⁵	gniau3
绕	繞		ȵiɔ³¹³	gniau6
烧	燒		ɕiɔ⁵³	shiau1
𢳚	𢳚	揭开	ɕiɔ⁵³	shiau1
少	少	多～	ɕiɔ⁵⁵	shiau3
晓	曉		ɕiɔ⁵⁵	shiau3
孝	孝	文读，～顺	ɕiɔ³³⁵	shiau5
少	少	～年	ɕiɔ³³⁵	shiau5
肖	肖	十二～	ɕiɔ³³⁵	shiau5
鞘	鞘	刀～	ɕiɔ³³⁵	shiau5
召	召		ʑiɔ³¹³	zhiau6
邵	邵		ʑiɔ³¹³	zhiau6
绍	紹		ʑiɔ³¹³	zhiau6
兆	兆		ʑiɔ³¹³	zhiau6
韶	韶		ʑiɔ³¹³	zhiau6
□	□	人笨	ʑiɔ³¹³	zhiau6
妖	妖		iɔ⁵³	iau1
邀	邀		iɔ⁵³	iau1
腰	腰		iɔ⁵³	iau1
摇	搖		iɔ²²³	yau2
谣	謠		iɔ²²³	yau2
窑	窯		iɔ²²³	yau2
姚	姚		iɔ²²³	yau2
□	□	折叠	iɔ⁵⁵	iau3
要	要		iɔ³³⁵	iau5
效	效		iɔ³¹³	yau6
校	校	学～	iɔ³¹³	yau6
鹞	鷂	～子：风筝	iɔ³¹³	yau6
跃	躍	大～进	iɔ³¹³	yau6
谋	謀		mɵ²²³	meu2
矛	矛		mɵ²²³	meu2
某	某		mɵ⁵⁵	meu3
牡	牡	～丹	mɵ⁵⁵	meu3
否	否		fɵ³³⁵	feu5
浮	浮		vɵ²²³	veu2
负	負		vɵ³¹³	veu6
兜	兜		tɵ⁵³	teu1
丢	丟		tɵ⁵³	teu1
抖	抖		tɵ⁵⁵	teu3
斗	斗		tɵ⁵⁵	teu3
斗	鬥		tɵ³³⁵	teu5
偷	偷		tʰɵ⁵³	theu1
敨	敨	展开	tʰɵ⁵⁵	theu3
透	透		tʰɵ³³⁵	theu5
头	頭		dɵ²²³	deu2
投	投		dɵ²²³	deu2
骰	骰	～子	dɵ²²³	deu2
豆	豆		dɵ³¹³	deu6
逗	逗		dɵ³¹³	deu6
痘	痘	出～：出天花	dɵ³¹³	deu6
脰	脰	～颈：脖子	dɵ³¹³	deu6
溜	溜		lɵ⁵³	leu1
楼	樓		lɵ²²³	leu2
流	流		lɵ²²³	leu2
刘	劉		lɵ²²³	leu2
留	留		lɵ²²³	leu2
榴	榴	石～	lɵ²²³	leu2
馏	餾		lɵ²²³	leu2
霤	霤	合～：积水槽	lɵ²²³	leu2
硫	硫	～磺	lɵ²²³	leu2
琉	琉	～璃	lɵ²²³	leu2
篓	簍		lɵ⁵⁵	leu3
柳	柳		lɵ⁵⁵	leu3
㧕	㧕	水分较多时进行的搅拌	lɵ⁵⁵	leu3
绺	綹	一长条：一～猪肉	lɵ⁵⁵	leu3
漏	漏		lɵ³¹³	leu6
陋	陋		lɵ³¹³	leu6
邹	鄒		tsɵ⁵³	tseu1
□	□	质量差	tsɵ⁵³	tseu1
走	走		tsɵ⁵⁵	tseu3
奏	奏		tsɵ³³⁵	tseu5
皱	皺		tsɵ³³⁵	tseu5
绉	縐	文～～	tsɵ³³⁵	tseu5
凑	湊		tsʰɵ³³⁵	tsheu5
愁	愁	～眉哭ʨyoʔ⁵	dzɵ²²³	dzeu2
搜	搜		sɵ⁵³	seu1
搜	蒐		sɵ⁵³	seu1
馊	餿		sɵ⁵³	seu1
瘦	瘦		sɵ³³⁵	seu5
□	□	～水：溃液	zɵ²²³	zeu2
讴	謳	叫	hɵ⁵³	heu1
□	□	吸	hɵ⁵³	heu1
□	□	身体弯曲：人～～拢	hɵ⁵³	heu1
□	□	彩虹	hɵ⁵³	heu1
欧	歐		ɵ⁵³	eu1
瓯	甌		ɵ⁵³	eu1
猴	猴		ɵ²²³	gheu2
侯	侯		ɵ²²³	gheu2
喉	喉	～咙骨：喉咙	ɵ²²³	gheu2
□	□	嘴馋	ɵ²²³	gheu2
藕	藕		ɵ⁵⁵	eu3
偶	偶		ɵ⁵⁵	eu3
后	後		ɵ⁵⁵	eu3
后	后		ɵ⁵⁵	eu3
□	□	伸脖子、探身子	ɵ³³⁵	eu5
候	候	伺机等候	ɵ³¹³	gheu6
□	□	无～：“无有”的合音	miɵ⁵⁵	mieu3
□	□	一～～	tiɵ⁵³	tieu1
酒	酒		tsiɵ⁵⁵	tsieu3
秋	秋		tʰiɵ⁵³	tshieu1
□	□	眯眼：眼睛～～拢	tʰiɵ⁵³	tshieu1
修	修		siɵ⁵³	sieu1
羞	羞		siɵ⁵³	sieu1
□	□	用物体拨弄：～蛐蛐	siɵ⁵⁵	sieu3
秀	秀		siɵ³³⁵	sieu5
绣	繡		siɵ³³⁵	sieu5
宿	宿	星～	siɵ³³⁵	sieu5
锈	鏽		siɵ³³⁵	sieu5
就	就		ziɵ³¹³	zieu6
袖	袖		ziɵ³¹³	zieu6
周	周		tɕiɵ⁵³	cieu1
舟	舟		tɕiɵ⁵³	cieu1
州	州		tɕiɵ⁵³	cieu1
洲	洲		tɕiɵ⁵³	cieu1
鸠	鳩		tɕiɵ⁵³	cieu1
纠	糾		tɕiɵ⁵³	cieu1
帚	帚		tɕiɵ⁵⁵	cieu3
九	九		tɕiɵ⁵⁵	cieu3
久	久		tɕiɵ⁵⁵	cieu3
韭	韭		tɕiɵ⁵⁵	cieu3
咒	咒		tɕiɵ³³⁵	cieu5
灸	灸		tɕiɵ³³⁵	cieu5
救	救		tɕiɵ³³⁵	cieu5
究	究		tɕiɵ³³⁵	cieu5
□	□	“只有”的合音	tɕiɵ³³⁵	cieu5
抽	抽		tɕʰiɵ⁵³	chieu1
丘	丘		tɕʰiɵ⁵³	chieu1
丑	醜		tɕʰiɵ³³⁵	chieu5
丑	丑		tɕʰiɵ³³⁵	chieu5
臭	臭		tɕʰiɵ³³⁵	chieu5
绸	綢		dʑiɵ²²³	jieu2
稠	稠	～溪：地名	dʑiɵ²²³	jieu2
筹	籌		dʑiɵ²²³	jieu2
仇	仇	报～	dʑiɵ²²³	jieu2
酬	酬		dʑiɵ²²³	jieu2
求	求		dʑiɵ²²³	jieu2
球	球		dʑiɵ²²³	jieu2
裘	裘		dʑiɵ²²³	jieu2
囚	囚		dʑiɵ²²³	jieu2
宙	宙		dʑiɵ³¹³	jieu6
舅	舅		dʑiɵ³¹³	jieu6
臼	臼	石～：捣臼	dʑiɵ³¹³	jieu6
旧	舊		dʑiɵ³¹³	jieu6
售	售	～票员	dʑiɵ³¹³	jieu6
纣	紂		dʑiɵ³¹³	jieu6
桕	桕	～树，～子	dʑiɵ³¹³	jieu6
□	□	～弗灵清：弄不清楚	dʑiɵ³¹³	jieu6
扭	扭	拧	ȵiɵ⁵³	gnieu1
牛	牛		ȵiɵ²²³	gnieu2
纽	紐		ȵiɵ⁵⁵	gnieu3
炄	炄	潮～～：有点潮	ȵiɵ⁵⁵	gnieu3
收	收		ɕiɵ⁵³	shieu1
休	休		ɕiɵ⁵³	shieu1
手	手		ɕiɵ⁵⁵	shieu3
首	首		ɕiɵ⁵⁵	shieu3
守	守		ɕiɵ⁵⁵	shieu3
朽	朽		ɕiɵ⁵⁵	shieu3
兽	獸		ɕiɵ⁵⁵	shieu3
嗅	嗅	～觉	ɕiɵ³³⁵	shieu5
柔	柔		ʑiɵ²²³	zhieu2
受	受		ʑiɵ³¹³	zhieu6
授	授		ʑiɵ³¹³	zhieu6
寿	壽		ʑiɵ³¹³	zhieu6
勾	勾		kiɵ⁵³	kieu1
钩	鉤		kiɵ⁵³	kieu1
沟	溝		kiɵ⁵³	kieu1
构	構		kiɵ⁵³	kieu1
购	購		kiɵ⁵³	kieu1
阄	鬮	撮～：抓阄	kiɵ⁵³	kieu1
狗	狗		kiɵ⁵⁵	kieu3
枸	枸	～杞子	kiɵ⁵⁵	kieu3
泔	泔	淘米～水	kiɵ⁵⁵	kieu3
够	夠		kiɵ³³⁵	kieu5
口	口		kʰiɵ⁵⁵	khieu3
扣	扣		kʰiɵ³³⁵	khieu5
寇	寇		kʰiɵ³³⁵	khieu5
佝	佝	人蜷缩、植物打卷等	giɵ²²³	gieu2
厚	厚		giɵ³¹³	gieu6
嗝	嗝	打饱～	giɵ³¹³	gieu6
忧	憂		iɵ⁵³	ieu1
优	優		iɵ⁵³	ieu1
幽	幽	声音轻、灯光暗	iɵ⁵³	ieu1
尤	尤		iɵ²²³	yeu2
邮	郵		iɵ²²³	yeu2
由	由		iɵ²²³	yeu2
油	油		iɵ²²³	yeu2
游	遊		iɵ²²³	yeu2
犹	猶		iɵ²²³	yeu2
□	□	煮猪血	iɵ²²³	yeu2
有	有		iɵ⁵⁵	ieu3
友	友		iɵ⁵⁵	ieu3
幼	幼		iɵ³³⁵	ieu5
右	右		iɵ³¹³	yeu6
佑	佑		iɵ³¹³	yeu6
帮	幫		pã⁵³	pan1
邦	邦		pã⁵³	pan1
浜	浜		pã⁵³	pan1
绷	繃		pã⁵³	pan1
崩	崩	～落来：塌方时掉落	pã⁵³	pan1
榜	榜		pã⁵⁵	pan3
绑	綁		pã⁵⁵	pan3
磅	磅	～秤	pã³³⁵	pan5
烹	烹	烧菜时加作料烹饪	pʰã⁵³	phan1
胖	胖		pʰã³³⁵	phan5
髈	髈	蹄～	pʰã³³⁵	phan5
膀	膀	翼～：翅膀	pʰã³³⁵	phan5
棚	棚		bã²²³	ban2
旁	旁		bã²²³	ban2
防	防		bã²²³	ban2
庞	龐		bã²²³	ban2
彭	彭		bã²²³	ban2
甏	甏		bã²²³	ban2
�	�	聋～：聋子	bã²²³	ban2
蟛	蟛	毛～蜞：蟛蜞	bã²²³	ban2
碰	碰	碰撞	bã²²³	ban2
朋	朋	～友	bã²²³	ban2
膨	膨	～胀螺丝	bã²²³	ban2
篷	篷	白读，风～：帆	bã²²³	ban2
傍	傍		bã³¹³	ban6
蚌	蚌		bã³¹³	ban6
棒	棒	文读，～球	bã³¹³	ban6
忙	忙		mã²²³	man2
芒	芒		mã²²³	man2
茫	茫		mã²²³	man2
盲	盲		mã²²³	man2
虻	虻	牛～	mã²²³	man2
莽	莽	鲁～	mã⁵⁵	man3
猛	猛		mã³¹³	man6
孟	孟		mã³¹³	man6
蟒	蟒		mã³¹³	man6
方	方		fã⁵³	fan1
肪	肪	脂～	fã⁵³	fan1
芳	芳		fã⁵³	fan1
纺	紡		fã⁵⁵	fan3
妨	妨		fã⁵⁵	fan3
仿	仿		fã⁵⁵	fan3
放	放		fã³³⁵	fan5
访	訪		fã³³⁵	fan5
房	房		vã²²³	van2
亡	亡		vã²²³	van2
妄	妄		vã³¹³	van6
望	望	文读，希～	vã³¹³	van6
忘	忘	文读，健～	vã³¹³	van6
当	當	～归	tã⁵³	tan1
档	檔		tã⁵³	tan1
裆	襠	裤～	tã⁵³	tan1
耽	耽	文读，安～	tã⁵³	tan1
打	打		tã⁵⁵	tan3
当	當	～铺	tã³³⁵	tan5
党	黨	旧时五百户为一～	tã³³⁵	tan5
□	□	掂分量	tã³³⁵	tan5
汤	湯		tʰã⁵³	than1
躺	躺		tʰã⁵⁵	than3
耥	耥	秧田～平	tʰã⁵⁵	than3
烫	燙		tʰã³³⁵	than5
趟	趟		tʰã³³⁵	than5
堂	堂		dã²²³	dan2
棠	棠	～梨：梨子	dã²²³	dan2
唐	唐		dã²²³	dan2
糖	糖		dã²²³	dan2
塘	塘		dã²²³	dan2
溏	溏	涂错字	dã²²³	dan2
挡	擋	～弗牢：扛不住	dã²²³	dan2
郎	郎	鲇鳠～：鲇鱼	dã²²³	dan2
荡	蕩		dã³¹³	dan6
盪	盪	用水晃动着清洗	dã³¹³	dan6
宕	宕	石～	dã³¹³	dan6
凼	氹	水～：小水坑	dã³¹³	dan6
览	覽	展～馆	lã²²³	lan2
郎	郎		lã²²³	lan2
廊	廊		lã²²³	lan2
朗	朗	稀～～：稀疏	lã²²³	lan2
狼	狼		lã²²³	lan2
螂	螂		lã²²³	lan2
□	□	推	lã²²³	lan2
□	□	量词，橘子一瓣	lã²²³	lan2
冷	冷		lã⁵⁵	lan3
浪	浪		lã³¹³	lan6
㫰	㫰	晒	lã³¹³	lan6
上	上	桌床～	lã³¹³	lan6
□	□	个子高	lã³¹³	lan6
囊	囊	胶～	nã²²³	nan2
赃	贓		tsã⁵³	tsan1
装	裝	白读	tsã⁵³	tsan1
章	章		tsã⁵³	tsan1
樟	樟		tsã⁵³	tsan1
棦	棦	～节：木节	tsã⁵³	tsan1
庄	莊	白读，新家～：地名	tsã⁵³	tsan1
臧	臧		tsã⁵³	tsan1
蟑	蟑	～螂	tsã⁵⁵	tsan3
障	障	保～	tsã⁵⁵	tsan3
葬	葬		tsã³³⁵	tsan5
壮	壯	白读	tsã³³⁵	tsan5
仓	倉		tsʰã⁵³	tshan1
苍	蒼		tsʰã⁵³	tshan1
疮	瘡		tsʰã⁵³	tshan1
昌	昌		tsʰã⁵³	tshan1
菖	菖	～蒲	tsʰã⁵³	tshan1
鲳	鯧	～鳊鱼：鲳鱼	tsʰã⁵³	tshan1
创	創		tsʰã³³⁵	tshan5
唱	唱		tsʰã³³⁵	tshan5
倡	倡	提～	tsʰã³³⁵	tshan5
常	常	时～，通～：经常	dzã²²³	dzan2
脏	臓	无～六肺	dzã²²³	dzan2
藏	藏	西～	dzã²²³	dzan2
偿	償	赔～	dzã²²³	dzan2
桑	桑		sã⁵³	san1
丧	喪	出～	sã⁵³	san1
