汉字	拼音	IPA	注释		
客	kheh7	kʰɛʔ˨			
客	khah7	kʰaʔ˨	~廳		
咳	hai4	hai˨˥	俗		
額	giah8	giaʔ˥˦	名額		
額	hiah8	hiaʔ˥˦			
赫	heh7	hɛʔ˨			
嚇	heh7	hɛʔ˨			
麥	beh8	bɛʔ˥˦			
脈	meh8	mɛʔ˥˦			
摘	tiah7	tiaʔ˨			
責	tseh7	tsɛʔ˨			
策	tsheh7	tsʰɛʔ˨			
册	tsheh7	tsʰɛʔ˨			
革	kek7	kɛk˨			
隔	keh7	kɛʔ˨			
核	hek7	hɛk˨	文		
核	hak8	hak˥˦	白，淋巴結		
覈	hek7	hɛk˨			
厄	eh7	ɛʔ˨			
扼	eh7	ɛʔ˨			
軛	eh7	ɛʔ˨			
碧	phek7	pʰɛk˨			
戟	kek7	kɛk˨			
隙	khiah7	kʰiaʔ˨			
劇	kiah8	kiaʔ˥˦			
屐	kiah8	kiaʔ˥˦			
逆	ngek8	ŋɛk˥˦			
璧	piah7	piaʔ˨			
辟	phek7	pʰɛk˨			
僻	phiah7	pʰiaʔ˨			
僻	phiah8	pʰiaʔ˥˦	又		
癖	phiah7	pʰiaʔ˨			
闢	phek7	pʰɛk˨			
積	tsek7	tsɛk˨	文		
積	tseh7	tsɛʔ˨	白		
跡	tsiah7	tsiaʔ˨			
脊	tsik7	tsik˨			
脊	tsiah7	tsiaʔ˨			
籍	tsia4	tsia˨˥			
昔	sek7	sɛk˨			
惜	sioh7	sioʔ˨			
席	siah8	siaʔ˥˦			
席	tshioh8	tsʰioʔ˥˦			
夕	sek7	sɛk˨			
擲	tann4	tã˨˥	訓		
隻	tsiah7	tsiaʔ˨			
炙	tsia5	tsia˨˩˨			
炙	tsioh7	tsioʔ˨			
赤	tshiah7	tsʰiaʔ˨			
斥	tshek7	tsʰɛk˨			
尺	tshioh7	tsʰioʔ˨			
適	sek7	sɛk˨			
釋	sek7	sɛk˨			
石	sioh8	sioʔ˥˦	~榴		
石	tsioh8	tsioʔ˥˦			
碩	sek7	sɛk˨			
益	iah7	iaʔ˨			
亦	ia6	ia˨˩	訓“也”		
譯	ek8	ɛk˥˦			
液	ek8	ɛk˥˦	文		
液	sioh8	sioʔ˥˦	白		
腋	ek8	ɛk˥˦			
壁	piah7	piaʔ˨			
霹	phek7	pʰɛk˨			
劈	phek7	pʰɛk˨			
覓	mik8	mik˥˦			
滴	tih7	tiʔ˨			
嫡	tiah7	tiaʔ˨			
的	ti1	ti˧˧			
的	tek8	tɛk˥˦			
踢	thak7	tʰak˨			
剔	thek7	tʰɛk˨			
狄	tek8	tɛk˥˦			
笛	tek8	tɛk˥˦			
敵	tek8	tɛk˥˦			
糴	tiah8	tiaʔ˥˦			
溺	nek8	nɛk˥˦			
歷	leh8	lɛʔ˥˦			
曆	leh8	lɛʔ˥˦			
績	tseh7	tsɛʔ˨			
戚	tshek7	tsʰɛk˨			
寂	sok7	sok˨	俗		
錫	siah7	siaʔ˨			
析	sek7	sɛk˨			
擊	khek7	kʰɛk˨			
激	kek7	kɛk˨			
礦	khuang5	kʰuaŋ˨˩˨			
橫	huenn2	huẽ˥˥			
轟	hong1	hoŋ˧˧			
宏	hong2	hoŋ˥˥			
兄	hiann1	hiã˧˧			
榮	iong2	ioŋ˥˥			
永	iong3	ioŋ˥˩			
泳	iong5	ioŋ˨˩˨			
咏	iong5	ioŋ˨˩˨			
傾	khueng1/khuang1	kʰueŋ˧˧/kʰuaŋ˧˧			
頃	khueng3/khuang3	kʰueŋ˥˩/kʰuaŋ˥˩			
瓊	khiong2	kʰioŋ˥˥	秦~		
瓊	kheng2	kʰɛŋ˥˥			
營	iong2	ioŋ˥˥	文，~養		
營	iann2	iã˥˥	白		
塋	iong2	ioŋ˥˥			
穎	theng3	tʰɛŋ˥˩	俗		
螢	iong2	ioŋ˥˥			
迥	kueng3/kuang3	kueŋ˥˩/kuaŋ˥˩			
炯	kueng3/kuang3	kueŋ˥˩/kuaŋ˥˩			
獲	uak8	uak˥˦			
劃	ueh8	ueʔ˥˦			
役	hiah8	hiaʔ˥˦			
疫	mok8	mok˥˦	俗		
疫	muk8	muk˥˦	俗，又		
篷	phong2	pʰoŋ˥˥	文		
篷	phang2	pʰaŋ˥˥	白		
蓬	phong2	pʰoŋ˥˥			
蒙	mong2	moŋ˥˥			
懵	mong3	moŋ˥˩			
東	tong1	toŋ˧˧	文		
東	tang1	taŋ˧˧	白		
董	tong3	toŋ˥˩	文		
董	tang3	taŋ˥˩	白，姓氏		
懂	tong3	toŋ˥˩			
棟	tong5	toŋ˨˩˨			
凍	tong5	toŋ˨˩˨	文		
凍	tang5	taŋ˨˩˨	白		
通	thong1	tʰoŋ˧˧	文		
通	thang1	tʰaŋ˧˧	白		
通	thang5	tʰaŋ˨˩˨	替		
桶	thang3	tʰaŋ˥˩			
痛	thong5	tʰoŋ˨˩˨	文		
痛	thang5	tʰaŋ˨˩˨	白		
同	thong2	tʰoŋ˥˥	文		
同	tang2	taŋ˥˥	白		
銅	tang2	taŋ˥˥			
桐	thong2	tʰoŋ˥˥	文		
桐	thang2	tʰaŋ˥˥	白，~油		
筒	thong2	tʰoŋ˥˥	文		
筒	tang2	taŋ˥˥	白		
童	thong2	tʰoŋ˥˥	文		
童	tang2	taŋ˥˥	白		
瞳	thong2	tʰoŋ˥˥			
動	tong4	toŋ˨˥	文		
動	tang4	taŋ˨˥	白		
動	thang4	tʰaŋ˨˥	白，觸碰		
洞	thong2	tʰoŋ˥˥	文		
洞	tang6	taŋ˨˩	白		
籠	long2	loŋ˥˥	文		
籠	long3	loŋ˥˩	文		
籠	lang2	laŋ˥˥	白		
籠	leng2	lɛŋ˥˥	白，~牀		
聾	lang2	laŋ˥˥			
攏	long3	loŋ˥˩			
弄	long4	loŋ˨˥			
棕	tsang1	tsaŋ˧˧			
鬃	tsang1	tsaŋ˧˧			
總	tsong3	tsoŋ˥˩	文		
總	tsang3	tsaŋ˥˩	白		
粽	tsang5	tsaŋ˨˩˨			
聰	tshong1	tsʰoŋ˧˧			
匆	tshong1	tsʰoŋ˧˧			
葱	tshang1	tsʰaŋ˧˧			
囱	tshong1	tsʰoŋ˧˧			
叢	tsang2	tsaŋ˥˥			
送	sang5	saŋ˨˩˨			
公	kong1	koŋ˧˧	文		
公	kang1	kaŋ˧˧	白		
工	kang1	kaŋ˧˧			
功	kong1	koŋ˧˧	文		
功	kang1	kaŋ˧˧	白		
攻	kong1	koŋ˧˧			
貢	kong5	koŋ˨˩˨			
贛	kong5	koŋ˨˩˨			
空	khong1	kʰoŋ˧˧	文		
空	khang1	kʰaŋ˧˧	白		
孔	khong3	kʰoŋ˥˩			
控	khong5	kʰoŋ˨˩˨			
空	khang5	kʰaŋ˨˩˨	白		
烘	hong1	hoŋ˧˧	文		
烘	hang1	haŋ˧˧	白		
哄	hong1	hoŋ˧˧			
哄	hong3	hoŋ˥˩			
紅	hong2	hoŋ˥˥	文		
紅	ang2	aŋ˥˥	白		
洪	hong2	hoŋ˥˥	文		
洪	ang2	aŋ˥˥	白		
鴻	hong2	hoŋ˥˥			
汞	kong5	koŋ˨˩˨			
翁	ong1	oŋ˧˧	文		
翁	ang1	aŋ˧˧	白		
翁	eng1	ɛŋ˧˧	白，姓氏		
瓮	ang5	aŋ˨˩˨			
冬	tang1	taŋ˧˧			
統	thong3	tʰoŋ˥˩			
農	long2	loŋ˥˥			
儂	nang2	naŋ˥˥	替		
膿	long2	loŋ˥˥	文		
膿	lang2	laŋ˥˥	白		
宗	tsong1	tsoŋ˧˧			
鬆	song1	soŋ˧˧	文		
鬆	sang1	saŋ˧˧	白		
宋	song5	soŋ˨˩˨			
風	hong1	hoŋ˧˧	文		
風	huang1	huaŋ˧˧	白		
楓	pang1	paŋ˧˧			
瘋	huang1	huaŋ˧˧			
諷	hong5	hoŋ˨˩˨			
諷	hong3	hoŋ˥˩			
豐	hong1	hoŋ˧˧			
馮	pang2	paŋ˥˥			
鳳	hong4	hoŋ˨˥			
夢	mang6	maŋ˨˩			
隆	long2	loŋ˥˥			
嵩	song1	soŋ˧˧			
中	tong1	toŋ˧˧	文		
中	tong5	toŋ˨˩˨	文		
中	teng5	tɛŋ˨˩˨	白		
中	tang1	taŋ˧˧	白		
忠	tong1	toŋ˧˧			
蟲	thang2	tʰaŋ˥˥			
仲	tong4	toŋ˨˥			
崇	tshong2	tsʰoŋ˥˥			
終	tsong1	tsoŋ˧˧			
眾	tseng5	tsɛŋ˨˩˨			
充	tshong1	tsʰoŋ˧˧			
銃	tsheng5	tsʰɛŋ˨˩˨			
絨	jong2	dzoŋ˥˥			
戎	jong2	dzoŋ˥˥			
弓	keng1	kɛŋ˧˧			
躬	kiong1	kioŋ˧˧			
宮	keng1	kɛŋ˧˧			
穹	kiong1	kioŋ˧˧			
窮	khiong2	kʰioŋ˥˥	文		
窮	keng2	kɛŋ˥˥	白		
熊	him2	him˥˥			
雄	hiong2	hioŋ˥˥			
融	iong2	ioŋ˥˥			
封	hong1	hoŋ˧˧	文		
封	huang1	huaŋ˧˧	白		
峰	hong1	hoŋ˧˧			
蜂	phang1	pʰaŋ˧˧			
鋒	hong1	hoŋ˧˧			
捧	hong3	hoŋ˥˩			
捧	phong3	pʰoŋ˥˩			
逢	hong2	hoŋ˥˥			
縫	hong2	hoŋ˥˥			
縫	phong2	pʰoŋ˥˥			
奉	hong4	hoŋ˨˥			
俸	hong3	hoŋ˥˩			
縫	phang6	pʰaŋ˨˩			
濃	long2	loŋ˥˥			
龍	leng2	lɛŋ˥˥			
隴	long3	loŋ˥˩			
隴	leng3	lɛŋ˥˩			
壟	long3	loŋ˥˩			
蹤	tsong1	tsoŋ˧˧			
縱	tsong5	tsoŋ˨˩˨			
從	tshong2	tsʰoŋ˥˥			
松	song2	soŋ˥˥	文		
松	seng2	sɛŋ˥˥	白		
誦	song4	soŋ˨˥			
頌	song4	soŋ˨˥			
訟	song4	soŋ˨˥			
冢	thong3	tʰoŋ˥˩			
寵	thong3	tʰoŋ˥˩			
重	tong4	toŋ˨˥	文		
重	teng2	tɛŋ˥˥	白		
重	tang4	taŋ˨˥	白		
鐘	tseng1	tsɛŋ˧˧			
盅	tseng1	tsɛŋ˧˧			
種	tseng3	tsɛŋ˥˩			
腫	tseng3	tsɛŋ˥˩			
種	tseng5	tsɛŋ˨˩˨			
衝	tshong1	tsʰoŋ˧˧			
衝	tshiong5	tsʰioŋ˨˩˨	替		
舂	tseng1	tsɛŋ˧˧			
茸	jong2	dzoŋ˥˥			
恭	kiong1	kioŋ˧˧			
供	kiong1	kioŋ˧˧	文		
供	keng1	kɛŋ˧˧	白		
蚣	kang1	kaŋ˧˧			
拱	kiong3	kioŋ˥˩			
鞏	khiong3	kʰioŋ˥˩			
恐	khiong3	kʰioŋ˥˩			
共	kang6	kaŋ˨˩			
胸	heng1	hɛŋ˧˧			
兇	hiong1	hioŋ˧˧			
凶	hiong1	hioŋ˧˧			
雍	iong1	ioŋ˧˧			
擁	iong5	ioŋ˨˩˨			
容	iong2	ioŋ˥˥			
熔	iong2	ioŋ˥˥			
庸	iong1	ioŋ˧˧			
甬	iong5	ioŋ˨˩˨			
勇	iong3	ioŋ˥˩			
湧	iong5	ioŋ˨˩˨	文		
湧	eng3	ɛŋ˥˩	白		
用	iong4	ioŋ˨˥	文，吳~		
用	eng6	ɛŋ˨˩	白		
卜	pok7	pok˨			
撲	phok7	pʰok˨			
僕	pok8	pok˥˦			
蔔	pok8	pok˥˦			
曝	phak8	pʰak˥˦			
瀑	phak8	pʰak˥˦			
木	bak8	bak˥˦			
沐	mok8	mok˥˦			
禿	thok7	tʰok˨	文		
禿	thek7	tʰɛk˨	白		
獨	tok8	tok˥˦	文		
獨	tak8	tak˥˦	白，孤~		
讀	thak8	tʰak˥˦			
牘	tok8	tok˥˦			
鹿	tek8	tɛk˥˦			
禄	lok8	lok˥˦			
族	tsok8	tsok˥˦	文		
族	jok8	dzok˥˦	文，又		
族	tsak8	tsak˥˦	白，種~		
速	sok7	sok˨			
穀	kok7	kok˨	文		
穀	kak7	kak˨	白		
谷	kok7	kok˨			
哭	khau5	kʰau˨˩˨			
斛	hok8	hok˥˦			
屋	ok7	ok˨			
篤	tok7	tok˨			
督	tok7	tok˨			
毒	tak8	tak˥˦			
酷	khok7	kʰok˨			
沃	o5	o˨˩˨	俗		
沃	ok7	ok˨	文		
沃	ak7	ak˨	白		
福	hok7	hok˨			
幅	pak7	pak˨			
蝠	hok7	hok˨			
輻	pak7	pak˨			
複	hok7	hok˨			
腹	pak7	pak˨			
覆	hok8	hok˥˦	文		
覆	phak7	pʰak˨	白		
覆	phiu5	pʰiu˨˩˨	白		
復	hok8	hok˥˦			
服	hok8	hok˥˦			
伏	hok8	hok˥˦			
袱	hok8	hok˥˦			
目	mak8	mak˥˦			
穆	mok8	mok˥˦			
牧	mok8	mok˥˦			
六	lak8	lak˥˦			
陸	lok8	lok˥˦	文		
陸	lek8	lɛk˥˦	白		
戮	lok8	lok˥˦			
肅	sok7	sok˨			
夙	sok7	sok˨			
宿	sok7	sok˨	文，~命		
宿	suah7	suaʔ˨	訓		
竹	tek7	tɛk˨			
築	tok7	tok˨			
畜	thiok7	tʰiok˨	文		
畜	thek7	tʰɛk˧˨	白		
搐	thek7	tʰɛk˨			
逐	tok8	tok˥˦			
軸	tek8	tɛk˥˦			
縮	sok7	sok˨			
祝	tsok7	tsok˨			
粥	tsiok8	tsiok˥˦			
粥	kiok7	kiok˨	俗		
叔	sok7	sok˨	文		
叔	tsek7	tsɛk˨	白		
熟	sek8	sɛk˥˦			
淑	sok7	sok˨			
肉	nek8	nɛk˥˦			
肉	bah7	baʔ˨	訓		
菊	kek7	kɛk˨			
蓄	thiok7	tʰiok˨			
蓄	hak7	hak˨	購置		
郁	hiok7	hiok˨			
育	iok8	iok˥˦			
綠	lok8	lok˥˦			
錄	lok8	lok˥˦			
足	tsok7	tsok˨			
促	tshok7	tsʰok˨	文		
促	tshek7	tsʰɛk˨	白		
粟	tshek7	tsʰɛk˨			
俗	sok8	sok˥˦			
續	sok8	sok˥˦			
燭	tsek7	tsɛk˨			
囑	tsok7	tsok˨			
觸	tshok7	tsʰok˨			
贖	sok8	sok˥˦			
束	sok7	sok˨			
蜀	tsuak8	tsuak˥˦			
蜀	juak8	dzuak˥˦	又		
屬	sok8	sok˥˦			
辱	jok8	dzok˥˦			
褥	jok8	dzok˥˦			
曲	khiok7	kʰiok˨	文		
曲	khek7	kʰɛk˨	白		
曲	khak7	kʰak˨	白		
局	kek8	kɛk˥˦			
玉	gek8	gɛk˥˦			
獄	gek8	gɛk˥˦			
旭	hiok7	hiok˨			
欲	ainn5	ãi˨˩˨	訓		
欲	boh7	boʔ˨	訓		
浴	iok8	iok˥˦	文		
浴	ek8	ɛk˥˦	白		
慾	iok8	iok˥˦			
乜	mih7	miʔ˨	訓“物”		
兀	uk7	uk˨			
幺	iau1	iau˧˧			
亓	khi2	kʰi˥˥			
韦	ui2	ui˥˥			
韦	ui3	ui˥˩			
廿	jiap8	dziap˥˦			
廿	jih8	dziʔ˥˦			
仄	tseh7	tsɛʔ˨			
歹	tai3	tai˥˩			
卞	piang4	piaŋ˨˥			
爿	poinn2	põi˥˥			
予	ur3	ɯ˥˩			
叵	pho3	pʰo˥˩			
夯	hang1	haŋ˧˧			
卡	kha3	kʰa˥˩			
卡	kha5	kʰa˨˩˨			
凸	tuk8	tuk˥˦			
凹	au1	au˧˧			
仕	sur4	sɯ˨˥			
们	mung2	muŋ˥˥			
甩	suai1	suai˧˧			
它	tha1	tʰa˧˧			
尻	ka1	ka˧˧			
尻	kha1	kʰa˧˧			
邢	hiann2	hiã˥˥			
圩	hur1	hɯ˧˧			
圳	tsung5	tsuŋ˨˩˨			
圾	khip7	kʰip˨			
圾	sap7	sap˨			
芊	tshiang1	tsʰiaŋ˧˧			
朴	phok7	pʰok˨			
朴	phiau2	pʰiau˥˥	又，姓		
页	hioh8	hioʔ˥˦	訓“箬”		
夸	khua1	kʰua˧˧			
屿	sur4	sɯ˨˥			
屹	ngurk7	ŋɯk˨			
岌	kip8	kip˥˦			
囝	kiann3	kiã˥˩			
囝	kang3	kaŋ˥˩			
缶	hui2	hui˥˥	訓		
乒	ping1	piŋ˧˧			
乓	pong2	poŋ˥˥			
伫	tiu3	tiu˥˩			
匈	hiong1	hioŋ˧˧			
闯	tshuang5	tsʰuaŋ˨˩˨			
汕	suann5	suã˨˩˨			
汕	suann1	suã˧˧	又，~頭		
汐	sek7	sɛk˨			
汛	sing5	siŋ˨˩˨			
聿	luk8	luk˥˦	俗		
那	na3	na˥˩			
弛	tshi2	tsʰi˥˥			
驯	sung2	suŋ˥˥			
纫	jim3	dzim˥˩			
玖	kiu3	kiu˥˩			
坊	huang3	huaŋ˥˩			
芜	bu2	bu˥˥			
芸	ung2	uŋ˥˥			
芷	tsi3	tsi˥˩			
芡	khiam4	kʰiam˨˥			
芦	lou2	lou˥˥			
芯	sim1	sim˧˧			
肖	siau1	siau˧˧			
肖	sionn5	siõ˨˩˨	生~		
助	tso4	tso˨˥			
岖	khu1	kʰu˧˧			
岚	lam2	lam˥˥			
钊	tsiau1	tsiau˧˧			
邱	khu1	kʰu˧˧			
攸	hiunn1	hiũ˧˧			
佚	ik8	ik˥˦			
伽	kia1	kia˧˧			
返	huang3	huaŋ˥˩			
佘	sia2	sia˥˥			
邸	ti3	ti˥˩			
甸	tiang4	tiaŋ˨˥			
奂	huang5	huaŋ˨˩˨			
彤	thong2	tʰoŋ˥˥			
饫	ur5	ɯ˨˩˨			
疗	liau2	liau˥˥			
这	tse3	tsɛ˥˩			
灼	tsiak7	tsiak˨			
汰	thai5	tʰai˨˩˨			
沥	leh8	lɛʔ˥˦			
汹	hiong1	hioŋ˧˧			
沧	tshang1	tsʰaŋ˧˧			
孜	tsur1	tsɯ˧˧			
妍	ngiang1	ŋiaŋ˧˧			
妣	pi3	pi˥˩			
妗	kim4	kim˨˥			
姒	sur4	sɯ˨˥			
坷	kho1	kʰo˧˧			
拓	thak7	tʰak˨			
垃	la1	la˧˧			
垃	lah7	laʔ˨			
茉	muak8	muak˥˦			
苹	phing2	pʰiŋ˥˥			
苑	uang3	uaŋ˥˩			
枇	pi2	pi˥˥			
杷	pe2	pɛ˥˥			
杼	tiu4	tiu˨˥			
杼	su3	su˥˩	又		
昊	hau1	hau˧˧			
呵	o1	o˧˧			
迪	tek8	tɛk˥˦			
咖	kia1	kia˧˧			
帜	tsik7	tsik˨			
帕	phe5	pʰɛ˨˩˨			
罔	muang3/buang3	muaŋ˥˩/buaŋ˥˩			
钒	huam2	huam˥˥			
氛	hung1	huŋ˧˧			
佬	lau3	lau˥˩			
岱	tai5	tai˨˩˨			
侏	tsu1	tsu˧˧			
侨	khiau2	kʰiau˥˥			
刹	sak7	sak˨	文		
刹	suah7	suaʔ˨	白		
刹	sannp8	sãp˥˦	刹車		
枭	hiau1	hiau˧˧			
剂	tsi5	tsi˨˩˨	文		
剂	tsoi1	tsoi˧˧	白		
氓	mang2	maŋ˥˥			
炬	kur4	kɯ˨˥			
炖	tung4	tuŋ˨˥			
沽	kou1	kou˧˧			
泅	siu2	siu˥˥			
泓	hong2	hoŋ˥˥			
衫	sann1	sã˧˧			
弧	hu2	hu˥˥			
妲	thang3	tʰaŋ˥˩	俗		
弩	no5	no˨˩˨			
迦	kia1	kia˧˧			
绅	sing1	siŋ˧˧			
驿	iah8	iaʔ˥˦			
珏	kak7	kak˨			
拭	sek7	sɛk˨	文		
拭	tshik7	tsʰik˨	白		
拷	khau3	kʰau˥˩			
挝	tsuann1	tsuã˧˧			
挝	ko1	ko˧˧	老~		
哉	tsai6	tsai˨˩			
挦	tsiam2	tsiam˥˥			
垠	ngurng2	ŋɯŋ˥˥			
荚	koih7	koiʔ˨			
茼	tang2	taŋ˥˥			
茵	ing1	iŋ˧˧			
茴	hue2	hue˥˥			
茱	tsu1	tsu˧˧			
荏	jim3	dzim˥˩			
茗	meng2	mɛŋ˥˥			
荧	iong2	ioŋ˥˥			
茹	ju2	dzu˥˥			
柘	tsiah7	tsiaʔ˨			
柠	leng2	lɛŋ˥˥			
泵	pong2	poŋ˥˥			
斫	tok7	tok˨			
殇	siang1	siaŋ˧˧			
轶	ik8	ik˥˦			
禺	ngo2	ŋo˥˥			
蚂	ma3	ma˥˩			
哪	na3	na˥˩			
哪	lo2	lo˥˥	~吒		
哪	la2	la˥˥	~吒		
帧	tseng1	tsɛŋ˧˧			
峥	tseng1	tsɛŋ˧˧			
钙	kai5	kai˨˩˨			
钛	thai5	tʰai˨˩˨			
钡	pue4	pue˨˥			
钠	nap8	nap˥˦			
钮	niu3	niu˥˩			
氢	khing1	kʰiŋ˧˧			
牯	kou3	kou˥˩			
怎	tsann5	tsã˨˩˨			
俑	iong5	ioŋ˨˩˨			
逅	hou4	hou˨˥			
徊	huai2	huai˥˥			
俞	ju2	dzu˥˥			
胧	long2	loŋ˥˥			
狠	hurng3	hɯŋ˥˩			
胤	iang4	iaŋ˨˥			
峦	luang2	luaŋ˥˥			
孪	luang2	luaŋ˥˥			
弈	ek8	ɛk˥˦			
奕	ek8	ɛk˥˦			
彦	ngang4	ŋaŋ˨˥			
阀	huak8	huak˥˦			
籽	tsi3	tsi˥˩			
酋	iu2	iu˥˥			
炳	peng3	pɛŋ˥˩			
烁	iak7	iak˨			
烁	sih7	siʔ˨			
炫	hiang2	hiaŋ˥˥			
浏	liu2	liu˥˥			
窃	tshiak7	tsʰiak˨			
诲	hue5	hue˨˩˨			
娜	no2	no˥˥			
骁	hiau1	hiau˧˧			
耘	ung2	uŋ˥˥			
耙	pe2	pɛ˥˥			
敖	ngau2	ŋau˥˥			
埔	pou1	pou˧˧			
埕	tiann2	tiã˥˥			
捡	kiam3	kiam˥˩			
莱	lai2	lai˥˥			
莉	li4	li˨˥			
莜	hiunn1	hiũ˧˧			
莶	hiam1	hiam˧˧			
荻	tek8	tɛk˥˦			
莎	sa1	sa˧˧			
莎	so1	so˧˧			
莞	uang3	uaŋ˥˩			
莹	iong2	ioŋ˥˥			
框	khuang1	kʰuaŋ˧˧			
桔	kik7	kik˨			
桢	tseng1	tsɛŋ˧˧			
档	tang5	taŋ˨˩˨			
孬	mo3	mo˥˩	毋好		
础	tsho3	tsʰo˥˩			
轼	sek7	sɛk˨			
逍	siau1	siau˧˧			
晟	seng4	sɛŋ˨˥			
哮	hau5	hau˨˩˨			
晃	huang5	huaŋ˨˩˨			
哺	pou6	pou˨˩			
晖	hui1	hui˧˧			
蚬	hoinn3	hõi˥˩			
畔	phuang5	pʰuaŋ˨˩˨			
蚪	tau3	tau˥˩			
蚓	ing3	iŋ˥˩	文		
蚓	ung3	uŋ˥˩	白		
圃	phou3	pʰou˥˩			
峨	ngo2	ŋo˥˥			
峻	tsung5	tsuŋ˨˩˨			
钾	kah7	kaʔ˨			
钿	thiang2	tʰiaŋ˥˥			
氧	iang3	iaŋ˥˩			
氨	ang1	aŋ˧˧			
舐	tsi4	tsi˨˥			
俺	nang3	naŋ˥˩	替，咱們		
恁	jim3	dzim˥˩			
恁	nng3	nŋ˥˩	替，你們		
恁	ning3	niŋ˥˩	替，你們		
鸵	thoh8	tʰoʔ˥˦			
衷	tshong1	tsʰoŋ˧˧			
疳	kam1	kam˧˧			
凋	tiau1	tiau˧˧			
阆	lang2	laŋ˥˥			
阆	lang5	laŋ˨˩˨			
兼	kiam1	kiam˧˧			
烨	iak7	iak˨			
烨	iap8	iap˥˦			
烊	ionn2	iõ˥˥			
烬	tsing4	tsiŋ˨˥			
涟	liang2	liaŋ˥˥			
涡	o1	o˧˧			
疍	tang5	taŋ˨˩˨			
骏	tsung5	tsuŋ˨˩˨			
麸	hu1	hu˧˧	文		
麸	phou1	pʰou˧˧	白		
掺	tsham1	tsʰam˧˧			
掼	kuang5	kuaŋ˨˩˨			
菁	tshenn1	tsʰɛ̃˧˧			
堇	kurng3	kɯŋ˥˩			
萋	tshi1	tsʰi˧˧			
萃	tsui4	tsui˨˥			
萍	phio2	pʰio˥˥	訓		
菠	po1	po˧˧	文		
菠	pue1	pue˧˧	白		
菅	kuang3	kuaŋ˥˩	俗		
菀	uang3	uaŋ˥˩			
萦	iong2	ioŋ˥˥			
菡	ham2	ham˥˥			
菇	kou1	kou˧˧			
梗	kenn3	kɛ̃˥˩			
敕	thek7	tʰɛk˨			
酝	ung1	uŋ˧˧			
硅	kui1	kui˧˧			
硗	khiau1	kʰiau˧˧			
颅	lu2	lu˥˥			
眶	khuang1	kʰuaŋ˧˧			
眯	mi1	mi˧˧			
眯	bi2	bi˥˥			
曼	muang3/buang3	muaŋ˥˩/buaŋ˥˩			
晞	hi1	hi˧˧			
晗	ham2	ham˥˥			
冕	miang3	miaŋ˥˩			
啡	hui1	hui˧˧			
蛄	kou1	kou˧˧			
蚯	khiu1	kʰiu˧˧			
蛀	tsu5	tsu˨˩˨			
啤	pi2	pi˥˥			
啕	thau2	tʰau˥˥			
崎	khi1	kʰi˧˧			
崭	tsam3	tsam˥˩			
逻	lo2	lo˥˥			
铝	lur4	lɯ˨˥			
铠	khai3	kʰai˥˩			
笠	loih8	loiʔ˥˦			
躯	khu1	kʰu˧˧			
皑	ngai2	ŋai˥˥			
徘	phai2	pʰai˥˥			
脬	pha1	pʰa˧˧			
猕	ni3	ni˥˩			
馃	kue3	kue˥˩			
烽	hong1	hoŋ˧˧			
焖	mung1/bung1	muŋ˧˧/buŋ˧˧			
渍	tsur5	tsɯ˨˩˨			
挲	so1	so˧˧			
涸	kho3	kʰo˥˩	訓		
淘	thau2	tʰau˥˥			
涵	ham2	ham˥˥			
惕	thek7	tʰɛk˨			
惘	muang3/buang3	muaŋ˥˩/buaŋ˥˩			
尉	ue5	ue˨˩˨			
隋	sui2	sui˥˥			
娼	tshiang1	tsʰiaŋ˧˧			
婵	siang2	siaŋ˥˥			
婵	siam2	siam˥˥	又		
综	tsong1	tsoŋ˧˧			
琪	khi2	kʰi˥˥			
琳	lim2	lim˥˥			
琦	khi2	kʰi˥˥			
搔	sau1	sau˧˧			
葫	hou2	hou˥˥			
葡	phu2	pʰu˥˥			
棱	leng2	lɛŋ˥˥			
棉	miang2	miaŋ˥˥	文		
棉	minn2	mĩ˥˥	白		
榔	lang2	laŋ˥˥			
椭	tho3	tʰo˥˩			
翘	khiau5	kʰiau˨˩˨			
棠	thang2	tʰaŋ˥˥			
睇	thoinn3	tʰõi˥˩			
喇	la1	la˧˧			
遏	ak7	ak˨			
喀	kheh7	kʰɛʔ˨			
喙	tshui5	tsʰui˨˩˨			
崽	tsai3	tsai˥˩			
锌	sing1	siŋ˧˧			
锐	jue4	dzue˨˥			
毽	kiang5	kiaŋ˨˩˨			
犊	tok8	tok˥˦			
遑	huang2	huaŋ˥˥			
徨	huang2	huaŋ˥˥			
畲	sia2	sia˥˥			
腌	iam1	iam˧˧			
猩	seng1	sɛŋ˧˧			
飓	ku4	ku˨˥			
馈	khui4	kʰui˨˥			
斌	ping1	piŋ˧˧			
痘	tau6	tau˨˩			
痪	huang5	huaŋ˨˩˨			
痧	sua1	sua˧˧			
阑	lang2	laŋ˥˥			
翔	siang2	siaŋ˥˥			
焙	pue4	pue˨˥	文		
焙	pue6	pue˨˩			
湛	kham1	kʰam˧˧	俗		
湘	siang1	siaŋ˧˧			
渤	puak8	puak˥˦			
渲	suang1	suaŋ˧˧			
惶	huang2	huaŋ˥˥			
扉	hui1	hui˧˧			
婷	teng2	tɛŋ˥˥			
瑜	ju2	dzu˥˥			
遨	ngau2	ŋau˥˥			
搏	phak7	pʰak˨			
搦	nak8	nak˥˦			
搦	liah8	liaʔ˥˦			
靶	pa3	pa˥˩			
