简体	繁體	注释	声母	韵母	声调	IPA	吴拼	
系	繫	联～	ɕ	i	⁴⁴	ɕi⁴⁴	shi5	
戏	戲		ɕ	i	⁴⁴	ɕi⁴⁴	shi5	
泔	泔	～浆：泔水	k	i	⁴⁴³	ki⁴⁴³	ki1	
甘	甘	白读，～蔗	k	i	⁴⁴³	ki⁴⁴³	ki1	
肝	肝	白读，猪～	k	i	⁴⁴³	ki⁴⁴³	ki1	
干	幹	白读，～菜	k	i	⁴⁴³	ki⁴⁴³	ki1	
墘	墘	身～：身边	k	i	⁴⁴³	ki⁴⁴³	ki1	
竿	竿	㫰～：晾衣杆	k	i	⁴⁴³	ki⁴⁴³	ki1	
□	□	～草：一种锋利的野草	k	i	⁴⁴³	ki⁴⁴³	ki1	
感	感	白读，～觉	k	i	⁵³	ki⁵³	ki3	
鳡	鱤	～鱼	k	i	⁵³	ki⁵³	ki3	
敢	敢	白读，～弗敢	k	i	⁵³	ki⁵³	ki3	
擀	擀		k	i	⁵³	ki⁵³	ki3	
赶	趕	～时节：赶时间	k	i	⁵³	ki⁵³	ki3	
㶥	㶥		k	i	⁴⁴	ki⁴⁴	ki5	
□	□	～读转：正着读；□ɡa6也弗是，～也弗是：正也不是反也不是	k	i	⁴⁴	ki⁴⁴	ki5	
看	看	～牛：放牛	kʰ	i	⁴⁴³	kʰi⁴⁴³	khi1	
坎	坎	白读，地上的～	kʰ	i	⁵³	kʰi⁵³	khi3	
去	去	白读，又读	kʰ	i	⁴⁴	kʰi⁴⁴	khi5	
墈	墈	高起的地方	kʰ	i	⁴⁴	kʰi⁴⁴	khi5	
看	看	白读，～一～	kʰ	i	⁴⁴	kʰi⁴⁴	khi5	
唉	唉		ɦ	i	²³²	ɦi²³²	yi2	
兮	兮		ɦ	i	²³²	ɦi²³²	yi2	
奚	奚	姓氏	ɦ	i	²³²	ɦi²³²	yi2	
宜	宜	便～	ɦ	i	²³²	ɦi²³²	yi2	
移	移		ɦ	i	²³²	ɦi²³²	yi2	
夷	夷		ɦ	i	²³²	ɦi²³²	yi2	
姨	姨		ɦ	i	²³²	ɦi²³²	yi2	
怡	怡		ɦ	i	²³²	ɦi²³²	yi2	
贻	貽		ɦ	i	²³²	ɦi²³²	yi2	
遗	遺		ɦ	i	²³²	ɦi²³²	yi2	
盐	鹽	名词	ɦ	i	²³²	ɦi²³²	yi2	
檐	簷	白读，屋～口	ɦ	i	²³²	ɦi²³²	yi2	
延	延	白读，植物、火等蔓延	ɦ	i	²³²	ɦi²³²	yi2	
蜒	蜒	～～螺：蛞蝓，蜗牛	ɦ	i	²³²	ɦi²³²	yi2	
尹	尹		ɦ	i	²³²	ɦi²³²	yi2	
□	□	铁～：铁栏杆	ɦ	i	²³²	ɦi²³²	yi2	
渠	渠	白读，～侬：他	ɦ	i	³¹³	ɦi³¹³	yi6	
易	易		ɦ	i	³¹³	ɦi³¹³	yi6	
勚	勩	磨损	ɦ	i	³¹³	ɦi³¹³	yi6	
肄	肄		ɦ	i	³¹³	ɦi³¹³	yi6	
异	異	～奇古怪：人古怪	ɦ	i	³¹³	ɦi³¹³	yi6	
盐	鹽	用盐腌制：暴～；～菜：咸菜	ɦ	i	³¹³	ɦi³¹³	yi6	
伊	伊		∅	i	⁴⁴³	i⁴⁴³	i1	
医	醫		∅	i	⁴⁴³	i⁴⁴³	i1	
依	依		∅	i	⁴⁴³	i⁴⁴³	i1	
衣	衣		∅	i	⁴⁴³	i⁴⁴³	i1	
貤	貤	又	∅	i	⁴⁴³	i⁴⁴³	i1	
蚁	蟻	蚂～	∅	i	⁵³	i⁵³	i3	
矣	矣		∅	i	⁵³	i⁵³	i3	
已	已		∅	i	⁵³	i⁵³	i3	
以	以		∅	i	⁵³	i⁵³	i3	
厣	厴	螺蛳口盖；鱼鳞；伤口上的结痂	∅	i	⁵³	i⁵³	i3	
懿	懿		∅	i	⁴⁴	i⁴⁴	i5	
意	意		∅	i	⁴⁴	i⁴⁴	i5	
翳	翳	白内障	∅	i	⁴⁴	i⁴⁴	i5	
堰	堰	闻家～：地名	∅	i	⁴⁴	i⁴⁴	i5	
䞁	䞁	量长短：～～看够弗够长	∅	i	⁴⁴	i⁴⁴	i5	
忆	憶		∅	i	⁴⁴	i⁴⁴	i5	
亿	億		∅	i	⁴⁴	i⁴⁴	i5	
波	波		p	u	⁴⁴³	pu⁴⁴³	pu1	
播	播		p	u	⁴⁴³	pu⁴⁴³	pu1	
玻	玻		p	u	⁴⁴³	pu⁴⁴³	pu1	
补	補		p	u	⁵³	pu⁵³	pu3	
谱	譜		p	u	⁵³	pu⁵³	pu3	
簸	簸	文读，颠～	p	u	⁴⁴	pu⁴⁴	pu5	
布	布		p	u	⁴⁴	pu⁴⁴	pu5	
布	佈		p	u	⁴⁴	pu⁴⁴	pu5	
哺	哺	嘴对嘴喂：～嘴，～饭	p	u	⁴⁴	pu⁴⁴	pu5	
颇	頗		pʰ	u	⁴⁴³	pʰu⁴⁴³	phu1	
坡	坡		pʰ	u	⁴⁴³	pʰu⁴⁴³	phu1	
铺	鋪	～床	pʰ	u	⁴⁴³	pʰu⁴⁴³	phu1	
剖	剖		pʰ	u	⁴⁴³	pʰu⁴⁴³	phu1	
潽	潽	液体沸腾溢出	pʰ	u	⁴⁴³	pʰu⁴⁴³	phu1	
普	普		pʰ	u	⁵³	pʰu⁵³	phu3	
浦	浦		pʰ	u	⁵³	pʰu⁵³	phu3	
破	破	文读，～坏	pʰ	u	⁴⁴	pʰu⁴⁴	phu5	
铺	鋪	店～	pʰ	u	⁴⁴	pʰu⁴⁴	phu5	
怖	怖		pʰ	u	⁴⁴	pʰu⁴⁴	phu5	
捕	捕	逮～	pʰ	u	⁴⁴	pʰu⁴⁴	phu5	
婆	婆		b	u	²³²	bu²³²	bu2	
菩	菩		b	u	²³²	bu²³²	bu2	
蒲	蒲		b	u	²³²	bu²³²	bu2	
匏	匏	瓠子；葫芦～：葫芦	b	u	²³²	bu²³²	bu2	
扶	扶	白读	b	u	²³²	bu²³²	bu2	
脯	脯	嘴～：嘴巴	b	u	²³²	bu²³²	bu2	
卜	蔔	萝～	b	u	²³²	bu²³²	bu2	
部	部		b	u	³¹³	bu³¹³	bu6	
簿	簿		b	u	³¹³	bu³¹³	bu6	
步	步		b	u	³¹³	bu³¹³	bu6	
篰	篰	竹筐	b	u	³¹³	bu³¹³	bu6	
埠	埠		b	u	³¹³	bu³¹³	bu6	
荸	荸	～荠	b	u	³¹³	bu³¹³	bu6	
伏	伏	蹲下	b	u	³¹³	bu³¹³	bu6	
菢	菢	孵蛋	b	u	³¹³	bu³¹³	bu6	
鲋	鮒	土～鱼	b	u	³¹³	bu³¹³	bu6	
魔	魔		m	u	²³²	mu²³²	mu2	
磨	磨	动词	m	u	²³²	mu²³²	mu2	
摩	摩		m	u	²³²	mu²³²	mu2	
模	模		m	u	²³²	mu²³²	mu2	
膜	膜		m	u	²³²	mu²³²	mu2	
亩	畝		m	u	⁵³	mu⁵³	mu3	
拇	拇		m	u	⁵³	mu⁵³	mu3	
母	母	文读，～亲	m	u	⁵³	mu⁵³	mu3	
姆	姆		m	u	⁵³	mu⁵³	mu3	
磨	磨	名词	m	u	³¹³	mu³¹³	mu6	
暮	暮		m	u	³¹³	mu³¹³	mu6	
墓	墓	～库运：厄运	m	u	³¹³	mu³¹³	mu6	
募	募		m	u	³¹³	mu³¹³	mu6	
慕	慕		m	u	³¹³	mu³¹³	mu6	
幕	幕	文读，～布	m	u	³¹³	mu³¹³	mu6	
夫	夫		f	u	⁴⁴³	fu⁴⁴³	fu1	
肤	膚		f	u	⁴⁴³	fu⁴⁴³	fu1	
敷	敷		f	u	⁴⁴³	fu⁴⁴³	fu1	
俘	俘		f	u	⁴⁴³	fu⁴⁴³	fu1	
甫	甫		f	u	⁵³	fu⁵³	fu3	
斧	斧		f	u	⁵³	fu⁵³	fu3	
府	府		f	u	⁵³	fu⁵³	fu3	
腑	腑		f	u	⁵³	fu⁵³	fu3	
俯	俯		f	u	⁵³	fu⁵³	fu3	
赋	賦		f	u	⁴⁴	fu⁴⁴	fu5	
傅	傅	姓氏	f	u	⁴⁴	fu⁴⁴	fu5	
付	付		f	u	⁴⁴	fu⁴⁴	fu5	
赴	赴		f	u	⁴⁴	fu⁴⁴	fu5	
讣	訃		f	u	⁴⁴	fu⁴⁴	fu5	
富	富		f	u	⁴⁴	fu⁴⁴	fu5	
副	副		f	u	⁴⁴	fu⁴⁴	fu5	
符	符		v	u	²³²	vu²³²	vu2	
芙	芙		v	u	²³²	vu²³²	vu2	
扶	扶	文读	v	u	²³²	vu²³²	vu2	
巫	巫		v	u	²³²	vu²³²	vu2	
诬	誣		v	u	²³²	vu²³²	vu2	
无	無	文读	v	u	²³²	vu²³²	vu2	
浮	浮		v	u	²³²	vu²³²	vu2	
抚	撫		v	u	³¹³	vu³¹³	vu6	
釜	釜		v	u	³¹³	vu³¹³	vu6	
腐	腐	～乳	v	u	³¹³	vu³¹³	vu6	
辅	輔		v	u	³¹³	vu³¹³	vu6	
父	父		v	u	³¹³	vu³¹³	vu6	
附	附		v	u	³¹³	vu³¹³	vu6	
驸	駙		v	u	³¹³	vu³¹³	vu6	
舞	舞		v	u	³¹³	vu³¹³	vu6	
侮	侮		v	u	³¹³	vu³¹³	vu6	
武	武		v	u	³¹³	vu³¹³	vu6	
鹉	鵡		v	u	³¹³	vu³¹³	vu6	
雾	霧		v	u	³¹³	vu³¹³	vu6	
务	務		v	u	³¹³	vu³¹³	vu6	
婺	婺		v	u	³¹³	vu³¹³	vu6	
阜	阜	石～：地名	v	u	³¹³	vu³¹³	vu6	
妇	婦	～女	v	u	³¹³	vu³¹³	vu6	
多	多		t	u	⁴⁴³	tu⁴⁴³	tu1	
都	都		t	u	⁴⁴³	tu⁴⁴³	tu1	
朵	朵		t	u	⁵³	tu⁵³	tu3	
躲	躲		t	u	⁵³	tu⁵³	tu3	
堵	堵		t	u	⁵³	tu⁵³	tu3	
赌	賭		t	u	⁵³	tu⁵³	tu3	
肚	肚	猪～	t	u	⁵³	tu⁵³	tu3	
剁	剁		t	u	⁴⁴	tu⁴⁴	tu5	
妒	妒		t	u	⁴⁴	tu⁴⁴	tu5	
蠹	蠹		t	u	⁴⁴	tu⁴⁴	tu5	
□	□	～～：儿语，尿	t	u	⁴⁴	tu⁴⁴	tu5	
拖	拖	文读，～地	tʰ	u	⁴⁴³	tʰu⁴⁴³	thu1	
妥	妥		tʰ	u	⁵³	tʰu⁵³	thu3	
土	土		tʰ	u	⁵³	tʰu⁵³	thu3	
椭	橢		tʰ	u	⁵³	tʰu⁵³	thu3	
唾	唾		tʰ	u	⁴⁴	tʰu⁴⁴	thu5	
吐	吐		tʰ	u	⁴⁴	tʰu⁴⁴	thu5	
兔	兔		tʰ	u	⁴⁴	tʰu⁴⁴	thu5	
驼	駝		d	u	²³²	du²³²	du2	
陀	陀		d	u	²³²	du²³²	du2	
驮	馱		d	u	²³²	du²³²	du2	
涂	涂		d	u	²³²	du²³²	du2	
涂	塗		d	u	²³²	du²³²	du2	
途	途		d	u	²³²	du²³²	du2	
屠	屠		d	u	²³²	du²³²	du2	
图	圖		d	u	²³²	du²³²	du2	
徒	徒		d	u	²³²	du²³²	du2	
舵	舵		d	u	³¹³	du³¹³	du6	
大	大	白读，～小	d	u	³¹³	du³¹³	du6	
惰	惰		d	u	³¹³	du³¹³	du6	
堕	墮		d	u	³¹³	du³¹³	du6	
肚	肚		d	u	³¹³	du³¹³	du6	
杜	杜		d	u	³¹³	du³¹³	du6	
度	度		d	u	³¹³	du³¹³	du6	
渡	渡		d	u	³¹³	du³¹³	du6	
镀	鍍		d	u	³¹³	du³¹³	du6	
□	□	眼睛白～～：人看起来不太聪明	d	u	³¹³	du³¹³	du6	
奴	奴		n	u	²³²	nu²³²	nu2	
努	努		n	u	⁵³	nu⁵³	nu3	
怒	怒		n	u	⁴⁴	nu⁴⁴	nu5	
糯	糯	～糕糕：口感糯；～米	n	u	³¹³	nu³¹³	nu6	
噜	嚕		l	u	⁴⁴³	lu⁴⁴³	lu1	
罗	羅	～春手：坟两边护卫的矮墙	l	u	²³²	lu²³²	lu2	
锣	鑼		l	u	²³²	lu²³²	lu2	
萝	蘿	莳～	l	u	²³²	lu²³²	lu2	
箩	籮		l	u	²³²	lu²³²	lu2	
逻	邏		l	u	²³²	lu²³²	lu2	
啰	囉		l	u	²³²	lu²³²	lu2	
骡	騾		l	u	²³²	lu²³²	lu2	
螺	螺		l	u	²³²	lu²³²	lu2	
脶	腡		l	u	²³²	lu²³²	lu2	
卢	盧		l	u	²³²	lu²³²	lu2	
芦	蘆	～竹：芦苇	l	u	²³²	lu²³²	lu2	
炉	爐		l	u	²³²	lu²³²	lu2	
庐	廬		l	u	²³²	lu²³²	lu2	
鲈	鱸		l	u	²³²	lu²³²	lu2	
驴	驢	又读	l	u	²³²	lu²³²	lu2	
卤	鹵	虾油～：一种盐卤，用来腌制食品	l	u	⁵³	lu⁵³	lu3	
卤	滷	菜汤	l	u	⁵³	lu⁵³	lu3	
鲁	魯		l	u	⁵³	lu⁵³	lu3	
橹	櫓		l	u	⁵³	lu⁵³	lu3	
虏	虜		l	u	⁵³	lu⁵³	lu3	
露	露		l	u	³¹³	lu³¹³	lu6	
路	路		l	u	³¹³	lu³¹³	lu6	
赂	賂		l	u	³¹³	lu³¹³	lu6	
租	租		ts	u	⁴⁴³	tsu⁴⁴³	tsu1	
左	左		ts	u	⁵³	tsu⁵³	tsu3	
佐	佐		ts	u	⁵³	tsu⁵³	tsu3	
祖	祖		ts	u	⁵³	tsu⁵³	tsu3	
组	組		ts	u	⁵³	tsu⁵³	tsu3	
阻	阻		ts	u	⁵³	tsu⁵³	tsu3	
做	做		ts	u	⁴⁴	tsu⁴⁴	tsu5	
搓	搓		tsʰ	u	⁴⁴³	tsʰu⁴⁴³	tshu1	
粗	粗		tsʰ	u	⁴⁴³	tsʰu⁴⁴³	tshu1	
初	初		tsʰ	u	⁴⁴³	tsʰu⁴⁴³	tshu1	
楚	楚		tsʰ	u	⁵³	tsʰu⁵³	tshu3	
锉	銼		tsʰ	u	⁴⁴	tsʰu⁴⁴	tshu5	
醋	醋		tsʰ	u	⁴⁴	tsʰu⁴⁴	tshu5	
错	錯		tsʰ	u	⁴⁴	tsʰu⁴⁴	tshu5	
措	措		tsʰ	u	⁴⁴	tsʰu⁴⁴	tshu5	
娑	娑		s	u	⁴⁴³	su⁴⁴³	su1	
蓑	蓑		s	u	⁴⁴³	su⁴⁴³	su1	
莎	莎	～草	s	u	⁴⁴³	su⁴⁴³	su1	
梭	梭		s	u	⁴⁴³	su⁴⁴³	su1	
唆	唆		s	u	⁴⁴³	su⁴⁴³	su1	
苏	蘇		s	u	⁴⁴³	su⁴⁴³	su1	
苏	甦		s	u	⁴⁴³	su⁴⁴³	su1	
酥	酥		s	u	⁴⁴³	su⁴⁴³	su1	
稣	穌		s	u	⁴⁴³	su⁴⁴³	su1	
疏	疏		s	u	⁴⁴³	su⁴⁴³	su1	
蔬	蔬		s	u	⁴⁴³	su⁴⁴³	su1	
须	鬚	胡～	s	u	⁴⁴³	su⁴⁴³	su1	
锁	鎖		s	u	⁵³	su⁵³	su3	
琐	瑣		s	u	⁵³	su⁵³	su3	
唢	嗩	～呐	s	u	⁵³	su⁵³	su3	
所	所		s	u	⁵³	su⁵³	su3	
素	素		s	u	⁴⁴	su⁴⁴	su5	
嗉	嗉	～膯：嗉囊	s	u	⁴⁴	su⁴⁴	su5	
塑	塑		s	u	⁴⁴	su⁴⁴	su5	
诉	訴		s	u	⁴⁴	su⁴⁴	su5	
数	數	名词；姓～：姓氏	s	u	⁴⁴	su⁴⁴	su5	
锄	鋤	文读，～奸队	z	u	²³²	zu²³²	zu2	
□	□	墙角开裂；腰因劳累挺不直；泥土因潮湿崩坍	z	u	²³²	zu²³²	zu2	
坐	坐		z	u	³¹³	zu³¹³	zu6	
座	座		z	u	³¹³	zu³¹³	zu6	
助	助	帮～；～牙：犬齿	z	u	³¹³	zu³¹³	zu6	
歌	歌		k	u	⁴⁴³	ku⁴⁴³	ku1	
哥	哥		k	u	⁴⁴³	ku⁴⁴³	ku1	
戈	戈		k	u	⁴⁴³	ku⁴⁴³	ku1	
锅	鍋		k	u	⁴⁴³	ku⁴⁴³	ku1	
蜗	蝸		k	u	⁴⁴³	ku⁴⁴³	ku1	
辜	辜		k	u	⁴⁴³	ku⁴⁴³	ku1	
孤	孤		k	u	⁴⁴³	ku⁴⁴³	ku1	
姑	姑		k	u	⁴⁴³	ku⁴⁴³	ku1	
鸪	鴣	步～：斑鸠	k	u	⁴⁴³	ku⁴⁴³	ku1	
荷	荷	薄～	k	u	⁴⁴³	ku⁴⁴³	ku1	
□	□	□zoʔ8～□zoʔ8～：番薯等口感黏牙	k	u	⁴⁴³	ku⁴⁴³	ku1	
□	□	呆～～：很呆	k	u	⁴⁴³	ku⁴⁴³	ku1	
裸	裸		k	u	⁵³	ku⁵³	ku3	
果	果		k	u	⁵³	ku⁵³	ku3	
裹	裹		k	u	⁵³	ku⁵³	ku3	
估	估	～计；～猪：卖猪	k	u	⁵³	ku⁵³	ku3	
古	古		k	u	⁵³	ku⁵³	ku3	
牯	牯	～牛：公牛	k	u	⁵³	ku⁵³	ku3	
股	股	几～之几：几分之几	k	u	⁵³	ku⁵³	ku3	
鼓	鼓		k	u	⁵³	ku⁵³	ku3	
蛊	蠱		k	u	⁵³	ku⁵³	ku3	
故	故		k	u	⁵³	ku⁵³	ku3	
个	個	～体	k	u	⁴⁴	ku⁴⁴	ku5	
过	過	得～：舒服	k	u	⁴⁴	ku⁴⁴	ku5	
顾	顧		k	u	⁴⁴	ku⁴⁴	ku5	
固	固		k	u	⁴⁴	ku⁴⁴	ku5	
雇	雇		k	u	⁴⁴	ku⁴⁴	ku5	
雇	僱		k	u	⁴⁴	ku⁴⁴	ku5	
轲	軻		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
苛	苛		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
柯	柯		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
科	科		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
棵	棵		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
窠	窠		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
颗	顆		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
课	課		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
箍	箍		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
枯	枯		kʰ	u	⁴⁴³	kʰu⁴⁴³	khu1	
可	可		kʰ	u	⁵³	kʰu⁵³	khu3	
苦	苦		kʰ	u	⁵³	kʰu⁵³	khu3	
库	庫		kʰ	u	⁴⁴	kʰu⁴⁴	khu5	
裤	褲		kʰ	u	⁴⁴	kʰu⁴⁴	khu5	
我	我	文读，自～	ŋ	u	³¹³	ŋu³¹³	ŋu6	
荷	荷	薄～，又读	h	u	⁴⁴³	hu⁴⁴³	hu1	
呼	呼		h	u	⁴⁴³	hu⁴⁴³	hu1	
□	□	蜷缩：背筋～拢	h	u	⁴⁴³	hu⁴⁴³	hu1	
火	火		h	u	⁵³	hu⁵³	hu3	
伙	伙		h	u	⁵³	hu⁵³	hu3	
伙	夥		h	u	⁵³	hu⁵³	hu3	
虎	虎		h	u	⁵³	hu⁵³	hu3	
琥	琥		h	u	⁵³	hu⁵³	hu3	
浒	滸		h	u	⁵³	hu⁵³	hu3	
货	貨		h	u	⁴⁴	hu⁴⁴	hu5	
戽	戽	～水	h	u	⁴⁴	hu⁴⁴	hu5	
□	□	带情绪地扔	h	u	⁴⁴	hu⁴⁴	hu5	
蛾	蛾		ɦ	u	²³²	ɦu²³²	wu2	
鹅	鵝		ɦ	u	²³²	ɦu²³²	wu2	
何	何		ɦ	u	²³²	ɦu²³²	wu2	
河	河		ɦ	u	²³²	ɦu²³²	wu2	
荷	荷	～花	ɦ	u	²³²	ɦu²³²	wu2	
禾	禾		ɦ	u	²³²	ɦu²³²	wu2	
和	和	～平	ɦ	u	²³²	ɦu²³²	wu2	
梧	梧		ɦ	u	²³²	ɦu²³²	wu2	
吾	吾		ɦ	u	²³²	ɦu²³²	wu2	
吴	吳		ɦ	u	²³²	ɦu²³²	wu2	
乎	乎	恰恰～好：恰好	ɦ	u	²³²	ɦu²³²	wu2	
壶	壺		ɦ	u	²³²	ɦu²³²	wu2	
胡	胡		ɦ	u	²³²	ɦu²³²	wu2	
瑚	瑚		ɦ	u	²³²	ɦu²³²	wu2	
蝴	蝴		ɦ	u	²³²	ɦu²³²	wu2	
湖	湖		ɦ	u	²³²	ɦu²³²	wu2	
葫	葫		ɦ	u	²³²	ɦu²³²	wu2	
狐	狐		ɦ	u	²³²	ɦu²³²	wu2	
娱	娛	又读	ɦ	u	²³²	ɦu²³²	wu2	
喉	喉	～咙	ɦ	u	²³²	ɦu²³²	wu2	
斛	斛	石～；～山：地名	ɦ	u	²³²	ɦu²³²	wu2	
□	□	眼睛蒙住的人移动；～猫：捉迷藏	ɦ	u	²³²	ɦu²³²	wu2	
俄	俄		ɦ	u	³¹³	ɦu³¹³	wu6	
饿	餓		ɦ	u	³¹³	ɦu³¹³	wu6	
荷	荷	负～	ɦ	u	³¹³	ɦu³¹³	wu6	
贺	賀		ɦ	u	³¹³	ɦu³¹³	wu6	
和	和	～拢来：混合	ɦ	u	³¹³	ɦu³¹³	wu6	
卧	臥		ɦ	u	³¹³	ɦu³¹³	wu6	
祸	禍		ɦ	u	³¹³	ɦu³¹³	wu6	
悟	悟		ɦ	u	³¹³	ɦu³¹³	wu6	
误	誤		ɦ	u	³¹³	ɦu³¹³	wu6	
户	戶		ɦ	u	³¹³	ɦu³¹³	wu6	
沪	滬		ɦ	u	³¹³	ɦu³¹³	wu6	
互	互		ɦ	u	³¹³	ɦu³¹³	wu6	
护	護		ɦ	u	³¹³	ɦu³¹³	wu6	
傅	傅	师～	ɦ	u	³¹³	ɦu³¹³	wu6	
腐	腐	豆～	ɦ	u	³¹³	ɦu³¹³	wu6	
妇	婦	新～：媳妇	ɦ	u	³¹³	ɦu³¹³	wu6	
糊	糊	～搭搭：不清楚	ɦ	u	³¹³	ɦu³¹³	wu6	
□	□	～□dɔ̃6：地方；□lɐʔ8～：地方	ɦ	u	³¹³	ɦu³¹³	wu6	
□	□	陷入泥土	ɦ	u	³¹³	ɦu³¹³	wu6	
□	□	鬼～头：鬼上身	ɦ	u	³¹³	ɦu³¹³	wu6	
倭	倭		∅	u	⁴⁴³	u⁴⁴³	u1	
窝	窩		∅	u	⁴⁴³	u⁴⁴³	u1	
涡	渦		∅	u	⁴⁴³	u⁴⁴³	u1	
乌	烏		∅	u	⁴⁴³	u⁴⁴³	u1	
熓	熓	火、灯等熄灭	∅	u	⁴⁴³	u⁴⁴³	u1	
污	汙		∅	u	⁴⁴³	u⁴⁴³	u1	
钨	鎢	～丝	∅	u	⁴⁴³	u⁴⁴³	u1	
弗	弗	否定词，～去	∅	u	⁴⁴³	u⁴⁴³	u1	
屋	屋	人家～：住房；～槛：门槛	∅	u	⁴⁴³	u⁴⁴³	u1	
午	午	文读	∅	u	⁵³	u⁵³	u3	
伍	伍		∅	u	⁵³	u⁵³	u3	
坞	塢		∅	u	⁵³	u⁵³	u3	
屙	屙	大便	∅	u	⁴⁴	u⁴⁴	u5	
涴	涴	陷进泥浆等	∅	u	⁴⁴	u⁴⁴	u5	
五	五	文读	∅	u	⁴⁴	u⁴⁴	u5	
□	□	□a3～：儿语，呼痛	∅	u	⁴⁴	u⁴⁴	u5	
诸	諸		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
居	居	文读，～住	tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
车	車	～马炮	tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
蛛	蛛		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
株	株		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
诛	誅		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
珠	珠		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
铢	銖	钝	tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
殊	殊	文～菩萨	tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
朱	朱		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
拘	拘		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
驹	駒		tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
归	歸	白读，～娘家：回娘家	tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
㧣	㧣	用手指指	tɕ	y	⁴⁴³	tɕy⁴⁴³	ciu1	
褚	褚		tɕ	y	⁵³	tɕy⁵³	ciu3	
举	舉		tɕ	y	⁵³	tɕy⁵³	ciu3	
主	主		tɕ	y	⁵³	tɕy⁵³	ciu3	
拄	拄		tɕ	y	⁵³	tɕy⁵³	ciu3	
矩	矩		tɕ	y	⁵³	tɕy⁵³	ciu3	
著	著		tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
据	據		tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
驻	駐		tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
注	注		tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
铸	鑄		tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
疰	疰	～夏：热天没精神	tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
句	句		tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
□	□	摔倒；～瞌𥅻：打瞌睡	tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
□	□	捅破	tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
□	□	个～：这种	tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
□	□	翘嘴巴	tɕ	y	⁴⁴	tɕy⁴⁴	ciu5	
趋	趨		tɕʰ	y	⁴⁴³	tɕʰy⁴⁴³	chiu1	
枢	樞		tɕʰ	y	⁴⁴³	tɕʰy⁴⁴³	chiu1	
区	區		tɕʰ	y	⁴⁴³	tɕʰy⁴⁴³	chiu1	
驱	驅		tɕʰ	y	⁴⁴³	tɕʰy⁴⁴³	chiu1	
处	處	～理	tɕʰ	y	⁵³	tɕʰy⁵³	chiu3	
鼠	鼠	文读，老～	tɕʰ	y	⁵³	tɕʰy⁵³	chiu3	
取	取		tɕʰ	y	⁵³	tɕʰy⁵³	chiu3	
娶	娶		tɕʰ	y	⁵³	tɕʰy⁵³	chiu3	
处	處	办公～	tɕʰ	y	⁴⁴	tɕʰy⁴⁴	chiu5	
去	去	文读	tɕʰ	y	⁴⁴	tɕʰy⁴⁴	chiu5	
趣	趣		tɕʰ	y	⁴⁴	tɕʰy⁴⁴	chiu5	
除	除	～帽子：摘帽子	dʑ	y	²³²	dʑy²³²	jiu2	
储	儲		dʑ	y	²³²	dʑy²³²	jiu2	
厨	廚		dʑ	y	²³²	dʑy²³²	jiu2	
雏	雛		dʑ	y	²³²	dʑy²³²	jiu2	
殊	殊	特～	dʑ	y	²³²	dʑy²³²	jiu2	
瞿	瞿		dʑ	y	²³²	dʑy²³²	jiu2	
衢	衢		dʑ	y	²³²	dʑy²³²	jiu2	
渠	渠	文读，～道	dʑ	y	³¹³	dʑy³¹³	jiu6	
巨	巨		dʑ	y	³¹³	dʑy³¹³	jiu6	
距	距		dʑ	y	³¹³	dʑy³¹³	jiu6	
拒	拒		dʑ	y	³¹³	dʑy³¹³	jiu6	
遽	遽		dʑ	y	³¹³	dʑy³¹³	jiu6	
